geo,time,sl_uem_totl_fe_zs
khm,1998,1.385
khm,1999,1.253
khm,2000,1.282
khm,2001,1.297
khm,2002,1.313
khm,2003,1.274
khm,2004,1.235
khm,2005,1.18
khm,2006,1.2
khm,2007,1.193
khm,2008,0.82
khm,2009,0.56
khm,2010,0.79
khm,2011,0.48
khm,2012,0.499
khm,2013,0.523
khm,2014,0.69
khm,2015,0.457
khm,2016,0.855
khm,2017,0.171
khm,2018,0.174
khm,2019,0.178
khm,2020,0.379
khm,2021,0.717
kor,1991,1.985
kor,1992,2.132
kor,1993,2.252
kor,1994,1.926
kor,1995,1.68
kor,1996,1.586
kor,1997,2.305
kor,1998,5.649
kor,1999,5.081
kor,2000,3.228
kor,2001,3.002
kor,2002,2.493
kor,2003,3.034
kor,2004,3.076
kor,2005,3.091
kor,2006,2.703
kor,2007,2.392
kor,2008,2.395
kor,2009,2.681
kor,2010,2.831
kor,2011,2.636
kor,2012,2.556
kor,2013,2.456
kor,2014,2.957
kor,2015,3.486
kor,2016,3.539
kor,2017,3.476
kor,2018,3.687
kor,2019,3.583
kor,2020,3.988
kor,2021,3.553
kwt,1991,1.869
kwt,1992,1.749
kwt,1993,1.723
kwt,1994,1.503
kwt,1995,1.509
kwt,1996,1.503
kwt,1997,1.503
kwt,1998,1.502
kwt,1999,1.491
kwt,2000,1.707
kwt,2001,1.701
kwt,2002,2.343
kwt,2003,2.805
kwt,2004,3.657
kwt,2005,3.216
kwt,2006,2.779
kwt,2007,2.973
kwt,2008,3.597
kwt,2009,3.3
kwt,2010,2.841
kwt,2011,3.461
kwt,2012,4.206
kwt,2013,5.031
kwt,2014,5.879
kwt,2015,4.698
kwt,2016,5.635
kwt,2017,5.741
kwt,2018,5.714
kwt,2019,5.748
kwt,2020,8.232
kwt,2021,8.938
lao,1991,2.536
lao,1992,2.515
lao,1993,2.549
lao,1994,2.474
lao,1995,2.6
lao,1996,2.491
lao,1997,2.376
lao,1998,2.415
lao,1999,2.115
lao,2000,2.063
lao,2001,1.936
lao,2002,1.798
lao,2003,1.66
lao,2004,1.515
lao,2005,1.355
lao,2006,1.185
lao,2007,1.078
lao,2008,0.94
lao,2009,0.811
lao,2010,0.66
lao,2011,0.677
lao,2012,0.688
lao,2013,0.698
lao,2014,0.715
lao,2015,0.731
lao,2016,0.746
lao,2017,0.759
lao,2018,0.781
lao,2019,0.806
lao,2020,0.983
lao,2021,1.213
lbn,1991,10.937
lbn,1992,10.872
lbn,1993,10.896
lbn,1994,10.888
lbn,1995,10.867
lbn,1996,10.777
lbn,1997,10.852
lbn,1998,10.639
lbn,1999,10.498
lbn,2000,10.295
lbn,2001,10.099
lbn,2002,9.932
lbn,2003,9.76
lbn,2004,9.548
lbn,2005,9.805
lbn,2006,10.032
lbn,2007,10.168
lbn,2008,10.336
lbn,2009,10.478
lbn,2010,10.888
lbn,2011,11.374
lbn,2012,11.758
lbn,2013,12.15
lbn,2014,12.575
lbn,2015,13.012
lbn,2016,13.395
lbn,2017,13.806
lbn,2018,14.248
lbn,2019,14.724
lbn,2020,16.962
lbn,2021,18.644
lbr,1991,2.383
lbr,1992,2.348
lbr,1993,2.313
lbr,1994,2.288
lbr,1995,2.233
lbr,1996,2.181
lbr,1997,2.178
lbr,1998,2.174
lbr,1999,2.192
lbr,2000,2.19
lbr,2001,2.23
lbr,2002,2.236
lbr,2003,2.267
lbr,2004,2.253
lbr,2005,2.258
lbr,2006,2.262
lbr,2007,2.268
lbr,2008,2.279
lbr,2009,2.289
lbr,2010,2.297
lbr,2011,2.165
lbr,2012,2.037
lbr,2013,1.907
lbr,2014,1.785
lbr,2015,1.786
lbr,2016,2.332
lbr,2017,2.335
lbr,2018,2.345
lbr,2019,2.358
lbr,2020,3.216
lbr,2021,3.365
lby,1991,26.648
lby,1992,26.81
lby,1993,26.739
lby,1994,26.579
lby,1995,26.685
lby,1996,26.398
lby,1997,26.355
lby,1998,26.268
lby,1999,26.173
lby,2000,26.047
lby,2001,26.035
lby,2002,25.942
lby,2003,25.68
lby,2004,25.711
lby,2005,25.539
lby,2006,25.534
lby,2007,25.464
lby,2008,25.442
lby,2009,25.418
lby,2010,25.275
lby,2011,25.401
lby,2012,24.971
lby,2013,25.448
lby,2014,25.441
lby,2015,25.507
lby,2016,25.488
lby,2017,25.291
lby,2018,25.374
lby,2019,25.593
lby,2020,26.062
lby,2021,26.835
lca,1991,23.012
lca,1992,22.807
lca,1993,22.927
lca,1994,23.04
lca,1995,21.066
lca,1996,19.628
lca,1997,24.069
lca,1998,26.32
lca,1999,20.636
lca,2000,21.284
lca,2001,22.815
lca,2002,24.156
lca,2003,28.361
lca,2004,25.189
lca,2005,23.104
lca,2006,20.343
lca,2007,18.674
lca,2008,14.724
lca,2009,16.484
lca,2010,18.358
lca,2011,20.244
lca,2012,21.204
lca,2013,23.954
lca,2014,23.105
lca,2015,22.441
lca,2016,21.591
lca,2017,20.87
lca,2018,20.859
lca,2019,16.942
lca,2020,18.617
lca,2021,18.872
lka,1991,22.758
lka,1992,22.573
lka,1993,21.887
lka,1994,20.518
lka,1995,19.315
lka,1996,17.796
lka,1997,16.454
lka,1998,13.737
lka,1999,13.372
lka,2000,11.478
lka,2001,11.431
lka,2002,13.038
lka,2003,12.896
lka,2004,12.955
lka,2005,11.931
lka,2006,9.937
lka,2007,9.174
lka,2008,8.244
lka,2009,8.782
lka,2010,7.468
lka,2011,6.977
lka,2012,6.159
lka,2013,6.476
lka,2014,6.318
lka,2015,7.427
lka,2016,6.812
lka,2017,6.305
lka,2018,6.942
lka,2019,6.952
lka,2020,8.926
lka,2021,8.392
lso,1991,43.542
lso,1992,44.194
lso,1993,44.954
lso,1994,45.553
lso,1995,46.248
lso,1996,46.684
lso,1997,47.183
lso,1998,45.865
lso,1999,44.525
lso,2000,43.166
lso,2001,41.936
lso,2002,40.774
lso,2003,39.464
lso,2004,38.299
lso,2005,37.026
lso,2006,35.767
lso,2007,34.514
lso,2008,33.233
lso,2009,32.093
lso,2010,30.717
lso,2011,29.463
lso,2012,28.165
lso,2013,26.959
lso,2014,26.204
lso,2015,25.417
lso,2016,24.633
lso,2017,23.932
lso,2018,23.105
lso,2019,22.282
lso,2020,24.395
lso,2021,24.766
ltu,1991,1.089
ltu,1992,1.188
ltu,1993,13.654
ltu,1994,13.643
ltu,1995,17.324
ltu,1996,16.186
ltu,1997,13.935
ltu,1998,11.859
ltu,1999,12.065
ltu,2000,13.608
ltu,2001,14.097
ltu,2002,12.785
ltu,2003,13.197
ltu,2004,11.062
ltu,2005,8.528
ltu,2006,5.609
ltu,2007,4.331
ltu,2008,5.633
ltu,2009,10.536
ltu,2010,14.524
ltu,2011,12.911
ltu,2012,11.567
ltu,2013,10.483
ltu,2014,9.224
ltu,2015,8.159
ltu,2016,6.648
ltu,2017,5.673
ltu,2018,5.413
ltu,2019,5.5
ltu,2020,7.7
ltu,2021,7.468
lux,1991,2.116
lux,1992,2.778
lux,1993,3.127
lux,1994,4.285
lux,1995,4.376
lux,1996,4.652
lux,1997,3.631
lux,1998,4.133
lux,1999,3.317
lux,2000,3.148
lux,2001,2.174
lux,2002,3.627
lux,2003,4.706
lux,2004,7.073
lux,2005,5.819
lux,2006,6.273
lux,2007,4.729
lux,2008,6.021
lux,2009,6.116
lux,2010,5.091
lux,2011,6.25
lux,2012,5.905
lux,2013,6.383
lux,2014,5.767
lux,2015,7.346
lux,2016,6.629
lux,2017,5.498
lux,2018,5.886
lux,2019,5.525
lux,2020,6.968
lux,2021,5.775
lva,1991,2.688
lva,1992,6.571
lva,1993,16.612
lva,1994,18.587
lva,1995,18.877
lva,1996,20.554
lva,1997,14.787
lva,1998,13.499
lva,1999,13.361
lva,2000,13.37
lva,2001,12.462
lva,2002,12.756
lva,2003,12.019
lva,2004,12.275
lva,2005,9.968
lva,2006,6.737
lva,2007,5.566
lva,2008,7.08
lva,2009,14.128
lva,2010,16.285
lva,2011,13.789
lva,2012,13.948
lva,2013,11.141
lva,2014,9.839
lva,2015,8.637
lva,2016,8.394
lva,2017,7.679
lva,2018,6.416
lva,2019,5.427
lva,2020,7.07
lva,2021,6.886
mac,1991,3.757
mac,1992,2.375
mac,1993,1.947
mac,1994,2.595
mac,1995,2.959
mac,1996,3.623
mac,1997,2.634
mac,1998,3.32
mac,1999,4.388
mac,2000,4.681
mac,2001,4.408
mac,2002,4.475
mac,2003,4.714
mac,2004,4.045
mac,2005,3.843
mac,2006,3.82
mac,2007,2.953
mac,2008,2.793
mac,2009,2.842
mac,2010,2.081
mac,2011,2.156
mac,2012,1.65
mac,2013,1.396
mac,2014,1.436
mac,2015,1.601
mac,2016,1.525
mac,2017,1.586
mac,2018,1.318
mac,2019,1.336
mac,2020,2.215
mac,2021,2.579
mar,1991,13.117
mar,1992,13.328
mar,1993,13.311
mar,1994,13.083
mar,1995,13.427
mar,1996,13.051
mar,1997,13.347
mar,1998,13.163
mar,1999,13.296
mar,2000,13.02
mar,2001,12.505
mar,2002,12.538
mar,2003,12.993
mar,2004,11.364
mar,2005,11.556
mar,2006,9.67
mar,2007,9.428
mar,2008,9.781
mar,2009,9.281
mar,2010,9.485
mar,2011,10.224
mar,2012,9.942
mar,2013,9.568
mar,2014,10.279
mar,2015,10.401
mar,2016,10.673
mar,2017,10.683
mar,2018,10.767
mar,2019,10.842
mar,2020,13.196
mar,2021,13.522
mda,1991,1.585
mda,1992,3.074
mda,1993,3.056
mda,1994,4.773
mda,1995,4.334
mda,1996,6.428
mda,1997,6.391
mda,1998,8.05
mda,1999,8.918
mda,2000,7.19
mda,2001,5.885
mda,2002,5.54
mda,2003,6.358
mda,2004,6.326
mda,2005,5.988
mda,2006,5.772
mda,2007,3.878
mda,2008,3.374
mda,2009,4.894
mda,2010,5.739
mda,2011,5.585
mda,2012,4.295
mda,2013,4.137
mda,2014,2.914
mda,2015,3.441
mda,2016,2.735
mda,2017,3.342
mda,2018,3.126
mda,2019,4.341
mda,2020,3.246
mda,2021,3.74
mdg,1991,5.16
mdg,1992,5.187
mdg,1993,5.266
mdg,1994,5.364
mdg,1995,5.435
mdg,1996,5.518
mdg,1997,5.595
mdg,1998,5.686
mdg,1999,5.775
mdg,2000,5.876
mdg,2001,5.401
mdg,2002,5.998
mdg,2003,6.237
mdg,2004,4.894
mdg,2005,3.512
mdg,2006,3.862
mdg,2007,4.215
mdg,2008,4.567
mdg,2009,5.003
mdg,2010,5.336
mdg,2011,2.988
mdg,2012,0.631
mdg,2013,1.021
mdg,2014,1.411
mdg,2015,1.805
mdg,2016,1.826
mdg,2017,1.85
mdg,2018,1.875
mdg,2019,1.895
mdg,2020,2.518
mdg,2021,2.686
mdv,1991,1.547
mdv,1992,1.486
mdv,1993,1.423
mdv,1994,1.371
mdv,1995,1.314
mdv,1996,1.607
mdv,1997,1.898
mdv,1998,2.181
mdv,1999,2.459
mdv,2000,2.731
mdv,2001,3.924
mdv,2002,5.3
mdv,2003,6.685
mdv,2004,7.876
mdv,2005,8.821
mdv,2006,10.974
mdv,2007,11.853
mdv,2008,13.218
mdv,2009,14.04
mdv,2010,13.244
mdv,2011,12.033
mdv,2012,10.632
mdv,2013,9.457
mdv,2014,8.161
mdv,2015,6.793
mdv,2016,5.528
mdv,2017,5.283
mdv,2018,5.036
mdv,2019,4.77
mdv,2020,5.703
mdv,2021,5.661
mex,1991,4.371
mex,1992,4.185
mex,1993,4.016
mex,1994,5.007
mex,1995,8.874
mex,1996,7.091
mex,1997,6.383
mex,1998,5.105
mex,1999,3.682
mex,2000,3.384
mex,2001,3.394
mex,2002,3.828
mex,2003,4.475
mex,2004,5.279
mex,2005,3.909
mex,2006,3.89
mex,2007,4
mex,2008,4.029
mex,2009,5.354
mex,2010,5.18
mex,2011,5.132
mex,2012,4.884
mex,2013,4.954
mex,2014,4.848
mex,2015,4.447
mex,2016,3.91
mex,2017,3.602
mex,2018,3.429
mex,2019,3.517
mex,2020,4.097
mex,2021,4.206
mkd,1991,31.187
mkd,1992,32.559
mkd,1993,33.802
mkd,1994,36.402
mkd,1995,41.508
mkd,1996,44.581
mkd,1997,40.802
mkd,1998,37.639
mkd,1999,33.258
mkd,2000,34.858
mkd,2001,32.038
mkd,2002,32.302
mkd,2003,36.283
mkd,2004,37.805
mkd,2005,38.418
mkd,2006,37.206
mkd,2007,35.533
mkd,2008,34.156
mkd,2009,32.818
mkd,2010,32.24
mkd,2011,30.793
mkd,2012,30.334
mkd,2013,29.024
mkd,2014,28.616
mkd,2015,25.065
mkd,2016,22.722
mkd,2017,21.819
mkd,2018,19.877
mkd,2019,18.392
mkd,2020,16.913
mkd,2021,16.475
mli,1991,3.571
mli,1992,3.576
mli,1993,3.505
mli,1994,3.453
mli,1995,3.413
mli,1996,3.343
mli,1997,3.3
mli,1998,4.342
mli,1999,5.409
mli,2000,6.51
mli,2001,7.471
mli,2002,8.642
mli,2003,9.669
mli,2004,10.836
mli,2005,11.498
mli,2006,12.234
mli,2007,12.959
mli,2008,12.274
mli,2009,11.587
mli,2010,10.869
mli,2011,9.281
mli,2012,8.928
mli,2013,8.506
mli,2014,6.301
mli,2015,8.785
mli,2016,8.586
mli,2017,8.386
mli,2018,8.403
mli,2019,8.414
mli,2020,8.685
mli,2021,8.847
mlt,1991,6.479
mlt,1992,6.484
mlt,1993,6.488
mlt,1994,6.494
mlt,1995,6.501
mlt,1996,6.506
mlt,1997,6.511
mlt,1998,6.517
mlt,1999,6.523
mlt,2000,6.529
mlt,2001,8.065
mlt,2002,8.306
mlt,2003,9.894
mlt,2004,8.259
mlt,2005,8.353
mlt,2006,8.312
mlt,2007,7.889
mlt,2008,6.779
mlt,2009,7.624
mlt,2010,7.131
mlt,2011,7.128
mlt,2012,7.212
mlt,2013,6.141
mlt,2014,5.098
mlt,2015,5.392
mlt,2016,5.164
mlt,2017,4.249
mlt,2018,3.502
mlt,2019,4.002
mlt,2020,4.357
mlt,2021,3.068
mmr,1991,0.846
mmr,1992,0.745
mmr,1993,0.784
mmr,1994,0.775
mmr,1995,0.785
mmr,1996,0.795
mmr,1997,0.808
mmr,1998,0.811
mmr,1999,0.765
mmr,2000,0.745
mmr,2001,0.773
mmr,2002,0.772
mmr,2003,0.76
mmr,2004,0.769
mmr,2005,0.774
mmr,2006,0.785
mmr,2007,0.801
mmr,2008,0.824
mmr,2009,0.827
mmr,2010,0.843
mmr,2011,0.894
mmr,2012,0.881
mmr,2013,0.875
mmr,2014,0.887
mmr,2015,0.905
mmr,2016,1.484
mmr,2017,2.04
mmr,2018,1.055
mmr,2019,0.589
mmr,2020,1.189
mmr,2021,2.472
mne,1991,28.849
mne,1992,29.104
mne,1993,29.41
mne,1994,30.512
mne,1995,31.526
mne,1996,32.014
mne,1997,32.14
mne,1998,32.399
mne,1999,31.862
mne,2000,33.087
mne,2001,33.341
mne,2002,33.876
mne,2003,34.406
mne,2004,35.064
mne,2005,35.507
mne,2006,28.52
mne,2007,20.959
mne,2008,18.325
mne,2009,20.419
mne,2010,20.735
mne,2011,20.132
mne,2012,20.247
mne,2013,18.825
mne,2014,18.226
mne,2015,17.305
mne,2016,17.078
mne,2017,16.937
mne,2018,15.092
mne,2019,15.675
mne,2020,18.4
mne,2021,19.321
mng,1991,6.42
mng,1992,6.44
mng,1993,6.29
mng,1994,6.165
mng,1995,6.068
mng,1996,6.173
mng,1997,6.138
mng,1998,6.157
mng,1999,6.169
mng,2000,6.232
mng,2001,6.216
mng,2002,6.2
mng,2003,6.427
mng,2004,6.534
mng,2005,6.824
mng,2006,6.991
mng,2007,7.147
mng,2008,5.173
mng,2009,6.17
mng,2010,5.891
mng,2011,4.425
mng,2012,3.513
mng,2013,4.468
mng,2014,4.402
mng,2015,4.246
mng,2016,5.887
mng,2017,5.652
mng,2018,4.818
mng,2019,4.888
mng,2020,6.697
mng,2021,6.803
moz,1991,1.728
moz,1992,1.73
moz,1993,1.667
moz,1994,1.652
moz,1995,1.637
moz,1996,1.59
moz,1997,1.563
moz,1998,1.675
moz,1999,1.78
moz,2000,1.916
moz,2001,1.997
moz,2002,2.115
moz,2003,2.233
moz,2004,2.342
moz,2005,2.459
moz,2006,2.562
moz,2007,2.684
moz,2008,2.804
moz,2009,2.928
moz,2010,3.048
moz,2011,3.167
moz,2012,3.292
moz,2013,3.42
moz,2014,3.545
moz,2015,3.679
moz,2016,3.701
moz,2017,3.709
moz,2018,3.718
moz,2019,3.731
moz,2020,4.089
moz,2021,4.343
mrt,1991,12.217
mrt,1992,12.221
mrt,1993,12.192
mrt,1994,12.267
mrt,1995,12.167
mrt,1996,12.205
mrt,1997,12.292
mrt,1998,12.244
mrt,1999,12.243
mrt,2000,12.31
mrt,2001,12.308
mrt,2002,12.323
mrt,2003,12.311
mrt,2004,12.361
mrt,2005,12.363
mrt,2006,12.316
mrt,2007,12.515
mrt,2008,12.535
mrt,2009,12.564
mrt,2010,12.575
mrt,2011,12.595
mrt,2012,12.624
mrt,2013,12.422
mrt,2014,12.215
mrt,2015,11.998
mrt,2016,11.821
mrt,2017,11.593
mrt,2018,11.64
mrt,2019,11.647
mrt,2020,12.578
mrt,2021,13.004
mus,1991,13.469
mus,1992,13.48
mus,1993,13.534
mus,1994,13.581
mus,1995,13.611
mus,1996,13.252
mus,1997,12.907
mus,1998,12.56
mus,1999,12.254
mus,2000,11.859
mus,2001,11.583
mus,2002,11.666
mus,2003,12.503
mus,2004,13.375
mus,2005,16.325
mus,2006,15.509
mus,2007,14.399
mus,2008,12.642
mus,2009,12.314
mus,2010,12.942
mus,2011,11.738
mus,2012,11.737
mus,2013,11.169
mus,2014,10.854
mus,2015,10.713
mus,2016,10.427
mus,2017,10.062
mus,2018,9.543
mus,2019,9.714
mus,2020,11.129
mus,2021,11.311
mwi,1991,6.459
mwi,1992,6.571
mwi,1993,6.498
mwi,1994,6.633
mwi,1995,6.505
mwi,1996,6.58
mwi,1997,6.623
mwi,1998,6.646
mwi,1999,6.671
mwi,2000,6.699
mwi,2001,6.757
mwi,2002,6.739
mwi,2003,6.737
mwi,2004,6.761
mwi,2005,6.795
mwi,2006,6.81
mwi,2007,6.805
mwi,2008,6.841
mwi,2009,6.862
mwi,2010,6.896
mwi,2011,6.935
mwi,2012,6.98
mwi,2013,6.989
mwi,2014,7.076
mwi,2015,7.181
mwi,2016,7.267
mwi,2017,7.339
mwi,2018,7.314
mwi,2019,7.285
mwi,2020,8.372
mwi,2021,8.909
mys,1991,4.317
mys,1992,4.398
mys,1993,4.885
mys,1994,4.353
mys,1995,3.763
mys,1996,2.604
mys,1997,2.834
mys,1998,3.309
mys,1999,3.295
mys,2000,3.058
mys,2001,3.787
mys,2002,3.777
mys,2003,3.636
mys,2004,3.805
mys,2005,3.705
mys,2006,3.381
mys,2007,3.445
mys,2008,3.651
mys,2009,3.763
mys,2010,3.58
mys,2011,3.314
mys,2012,3.225
mys,2013,3.491
mys,2014,3.222
mys,2015,3.392
mys,2016,3.929
mys,2017,3.825
mys,2018,3.632
mys,2019,3.401
mys,2020,4.67
mys,2021,4.863
nam,1991,18.613
nam,1992,19.429
nam,1993,20.345
nam,1994,21.11
nam,1995,22.675
nam,1996,24.282
nam,1997,25.865
nam,1998,24.473
nam,1999,23.061
nam,2000,21.647
nam,2001,22.567
nam,2002,23.417
nam,2003,24.328
nam,2004,25.107
nam,2005,25.054
nam,2006,24.783
nam,2007,24.608
nam,2008,24.448
nam,2009,24.283
nam,2010,24.001
nam,2011,21.508
nam,2012,18.991
nam,2013,20.702
nam,2014,20.376
nam,2015,22.671
nam,2016,25.009
nam,2017,21.81
nam,2018,18.594
nam,2019,18.742
nam,2020,20.148
nam,2021,20.618
ncl,1991,21.164
ncl,1992,21.686
ncl,1993,21.802
ncl,1994,21.717
ncl,1995,21.501
ncl,1996,22.137
ncl,1997,21.655
ncl,1998,21.834
ncl,1999,21.111
ncl,2000,20.667
ncl,2001,20.348
ncl,2002,19.972
ncl,2003,19.436
ncl,2004,19.181
ncl,2005,18.609
ncl,2006,17.84
ncl,2007,17.357
ncl,2008,17.037
ncl,2009,16.306
ncl,2010,15.839
ncl,2011,15.865
ncl,2012,15.897
ncl,2013,15.741
ncl,2014,15.598
ncl,2015,15.73
ncl,2016,15.677
ncl,2017,15.757
ncl,2018,15.806
ncl,2019,15.856
ncl,2020,17.431
ncl,2021,17.791
ner,1991,1.069
ner,1992,1.059
ner,1993,1.06
ner,1994,1.052
ner,1995,1.046
ner,1996,1.047
ner,1997,1.038
ner,1998,1.013
ner,1999,1.033
ner,2000,1.03
ner,2001,1.003
ner,2002,1.443
ner,2003,1.886
ner,2004,2.327
ner,2005,2.711
ner,2006,2.305
ner,2007,1.901
ner,2008,1.465
ner,2009,1.064
ner,2010,0.632
ner,2011,0.219
ner,2012,3.159
ner,2013,1.84
ner,2014,0.424
ner,2015,0.437
ner,2016,0.446
ner,2017,0.457
ner,2018,0.465
ner,2019,0.476
ner,2020,0.542
ner,2021,0.664
nga,1991,4.24
nga,1992,4.199
nga,1993,4.202
nga,1994,4.176
nga,1995,4.143
nga,1996,4.1
nga,1997,4.079
nga,1998,4.054
nga,1999,4.034
nga,2000,3.989
nga,2001,3.961
nga,2002,3.9
nga,2003,3.905
nga,2004,3.872
nga,2005,3.856
nga,2006,3.831
nga,2007,3.801
nga,2008,3.773
nga,2009,3.739
nga,2010,3.71
nga,2011,3.69
nga,2012,3.534
nga,2013,3.364
nga,2014,5.385
nga,2015,5.097
nga,2016,8.101
nga,2017,9.257
nga,2018,8.362
nga,2019,7.472
nga,2020,8.581
nga,2021,8.81
nic,1991,7.555
nic,1992,7.578
nic,1993,7.633
nic,1994,7.582
nic,1995,7.557
nic,1996,7.574
nic,1997,7.658
nic,1998,7.692
nic,1999,7.639
nic,2000,7.734
nic,2001,7.789
nic,2002,7.871
nic,2003,7.858
nic,2004,8.056
nic,2005,5.798
nic,2006,4.955
nic,2007,5.047
nic,2008,6.989
nic,2009,9.146
nic,2010,8.783
nic,2011,7.273
nic,2012,5.816
nic,2013,5.474
nic,2014,5.616
nic,2015,5.446
nic,2016,4.275
nic,2017,3.488
nic,2018,5.261
nic,2019,5.297
nic,2020,6.171
nic,2021,6.171
nld,1991,9.901
nld,1992,7.795
nld,1993,7.688
nld,1994,8.047
nld,1995,8.657
nld,1996,8.107
nld,1997,7.137
nld,1998,5.797
nld,1999,4.846
nld,2000,3.461
nld,2001,2.52
nld,2002,2.881
nld,2003,3.796
nld,2004,5.044
nld,2005,6.906
nld,2006,6.147
nld,2007,5.197
nld,2008,4.464
nld,2009,4.922
nld,2010,5.542
nld,2011,5.417
nld,2012,6.229
nld,2013,7.299
nld,2014,7.755
nld,2015,7.268
nld,2016,6.515
nld,2017,5.253
nld,2018,3.958
nld,2019,3.359
nld,2020,3.953
nld,2021,4.072
nor,1991,4.984
nor,1992,5.084
nor,1993,5.174
nor,1994,4.703
nor,1995,6.332
nor,1996,5.347
nor,1997,5.029
nor,1998,4.023
nor,1999,3.234
nor,2000,3.278
nor,2001,3.612
nor,2002,4.088
nor,2003,3.956
nor,2004,3.923
nor,2005,4.19
nor,2006,3.342
nor,2007,2.416
nor,2008,2.361
nor,2009,2.601
nor,2010,2.94
nor,2011,2.984
nor,2012,2.63
nor,2013,3.23
nor,2014,3.238
nor,2015,4.007
nor,2016,3.922
nor,2017,3.696
nor,2018,3.544
nor,2019,3.399
nor,2020,4.135
nor,2021,4.817
npl,1991,1.721
npl,1992,1.663
npl,1993,1.655
npl,1994,1.763
npl,1995,1.643
npl,1996,1.686
npl,1997,1.677
npl,1998,1.628
npl,1999,1.659
npl,2000,1.637
npl,2001,1.538
npl,2002,1.376
npl,2003,1.384
npl,2004,1.33
npl,2005,1.24
npl,2006,1.17
npl,2007,1.102
npl,2008,1.071
npl,2009,1.307
npl,2010,1.573
npl,2011,1.802
npl,2012,2.094
npl,2013,2.33
npl,2014,2.691
npl,2015,2.879
npl,2016,2.722
npl,2017,3.077
npl,2018,3.002
npl,2019,2.945
npl,2020,4.533
npl,2021,4.934
nzl,1991,9.765
nzl,1992,9.742
nzl,1993,8.956
nzl,1994,7.808
nzl,1995,6.488
nzl,1996,6.251
nzl,1997,6.866
nzl,1998,7.616
nzl,1999,6.687
nzl,2000,5.977
nzl,2001,5.376
nzl,2002,5.464
nzl,2003,5.111
nzl,2004,4.522
nzl,2005,4.153
nzl,2006,4.203
nzl,2007,3.964
nzl,2008,4.266
nzl,2009,6.141
nzl,2010,6.932
nzl,2011,6.76
nzl,2012,7.389
nzl,2013,6.425
nzl,2014,6.129
nzl,2015,5.899
nzl,2016,5.523
nzl,2017,5.239
nzl,2018,4.497
nzl,2019,4.427
nzl,2020,4.971
nzl,2021,4.107
omn,1991,8.003
omn,1992,8.054
omn,1993,8.177
omn,1994,8.254
omn,1995,8.233
omn,1996,8.224
omn,1997,8.108
omn,1998,8.097
omn,1999,8.063
omn,2000,7.888
omn,2001,7.896
omn,2002,7.973
omn,2003,7.982
omn,2004,7.924
omn,2005,7.929
omn,2006,7.922
omn,2007,7.987
omn,2008,7.968
omn,2009,8.592
omn,2010,9.291
omn,2011,9.939
omn,2012,10.49
omn,2013,11.317
omn,2014,12.156
omn,2015,12.783
omn,2016,13.452
omn,2017,10.831
omn,2018,8.023
omn,2019,8.144
omn,2020,11.944
omn,2021,12.927
pak,1991,0.509
pak,1992,0.513
pak,1993,0.459
pak,1994,0.459
pak,1995,0.451
pak,1996,0.437
pak,1997,0.403
pak,1998,0.399
pak,1999,0.393
pak,2000,0.383
pak,2001,0.367
pak,2002,0.349
pak,2003,0.353
pak,2004,0.35
pak,2005,0.333
pak,2006,0.319
pak,2007,0.252
pak,2008,0.524
pak,2009,0.363
pak,2010,0.634
pak,2011,0.673
pak,2012,2.025
pak,2013,3.421
pak,2014,2.018
pak,2015,6.157
pak,2016,5.69
pak,2017,5.118
pak,2018,4.548
pak,2019,4.162
pak,2020,4.987
pak,2021,5.165
pan,1991,5.486
pan,1992,5.497
pan,1993,5.524
pan,1994,5.507
pan,1995,5.424
pan,1996,5.412
pan,1997,5.397
pan,1998,5.409
pan,1999,5.472
pan,2000,5.419
pan,2001,5.378
pan,2002,5.298
pan,2003,5.311
pan,2004,5.226
pan,2005,5.24
pan,2006,5.189
pan,2007,5.124
pan,2008,5.17
pan,2009,5.292
pan,2010,5.113
pan,2011,2.787
pan,2012,3.082
pan,2013,3.083
pan,2014,3.504
pan,2015,3.926
pan,2016,3.914
pan,2017,5.092
pan,2018,4.961
pan,2019,5.89
pan,2020,16.573
pan,2021,15.833
per,1991,4.899
per,1992,5.025
per,1993,4.804
per,1994,4.552
per,1995,4.741
per,1996,4.933
per,1997,4.798
per,1998,5.094
per,1999,5.028
per,2000,4.997
per,2001,5.097
per,2002,4.913
per,2003,4.066
per,2004,5.229
per,2005,5.052
per,2006,4.877
per,2007,4.563
per,2008,4.633
per,2009,4.193
per,2010,4.13
per,2011,3.816
per,2012,3.716
per,2013,3.948
per,2014,3.405
per,2015,3.346
per,2016,3.973
per,2017,3.907
per,2018,3.874
per,2019,3.738
per,2020,6.995
per,2021,5.76
phl,1991,4.069
phl,1992,4.043
phl,1993,3.989
phl,1994,3.92
phl,1995,3.918
phl,1996,3.887
phl,1997,3.917
phl,1998,4.12
phl,1999,4.002
phl,2000,3.966
phl,2001,4.02
phl,2002,3.943
phl,2003,3.843
phl,2004,3.884
phl,2005,4.205
phl,2006,4.325
phl,2007,3.71
phl,2008,4.009
phl,2009,4.135
phl,2010,3.793
phl,2011,3.827
phl,2012,3.725
phl,2013,3.822
phl,2014,3.721
phl,2015,3.221
phl,2016,2.852
phl,2017,2.698
phl,2018,2.677
phl,2019,2.532
phl,2020,2.714
phl,2021,2.668
png,1991,1.935
png,1992,1.88
png,1993,1.827
png,1994,1.97
