geo,time,sl_uem_totl_fe_zs
arm,1996,14.865
arm,1997,17.123
arm,1998,13.657
arm,1999,15.239
arm,2000,14.577
arm,2001,13.944
arm,2002,13.309
arm,2003,12.613
arm,2004,11.838
arm,2005,11.187
arm,2006,10.466
arm,2007,9.767
arm,2008,15.017
arm,2009,19.689
arm,2010,21.292
arm,2011,19.65
arm,2012,18.179
arm,2013,18.142
arm,2014,19.468
arm,2015,19.256
arm,2016,17.491
arm,2017,17.469
arm,2018,20.407
arm,2019,19.292
arm,2020,22.284
arm,2021,22.301
aus,1991,9.148
aus,1992,9.927
aus,1993,9.993
aus,1994,9.362
aus,1995,8.109
aus,1996,8.242
aus,1997,8.069
aus,1998,7.333
aus,1999,6.654
aus,2000,6.055
aus,2001,6.443
aus,2002,6.163
aus,2003,5.98
aus,2004,5.535
aus,2005,5.218
aus,2006,4.918
aus,2007,4.788
aus,2008,4.565
aus,2009,5.401
aus,2010,5.38
aus,2011,5.305
aus,2012,5.324
aus,2013,5.606
aus,2014,6.172
aus,2015,6.066
aus,2016,5.78
aus,2017,5.67
aus,2018,5.321
aus,2019,5.101
aus,2020,6.354
aus,2021,4.804
aut,1991,3.544
aut,1992,3.771
aut,1993,4.499
aut,1994,3.967
aut,1995,4.904
aut,1996,5.206
aut,1997,5.269
aut,1998,5.588
aut,1999,4.762
aut,2000,4.6
aut,2001,4.133
aut,2002,4.529
aut,2003,4.342
aut,2004,5.885
aut,2005,5.859
aut,2006,5.599
aut,2007,5.3
aut,2008,4.411
aut,2009,5.085
aut,2010,4.632
aut,2011,4.576
aut,2012,4.795
aut,2013,5.287
aut,2014,5.381
aut,2015,5.306
aut,2016,5.538
aut,2017,5.032
aut,2018,4.653
aut,2019,4.351
aut,2020,5.227
aut,2021,6.252
aze,1991,0.964
aze,1992,1.93
aze,1993,4.828
aze,1994,6.763
aze,1995,7.734
aze,1996,8.706
aze,1997,9.789
aze,1998,10.767
aze,1999,11.751
aze,2000,12.713
aze,2001,11.515
aze,2002,10.376
aze,2003,9.272
aze,2004,8.041
aze,2005,7.286
aze,2006,6.335
aze,2007,5.501
aze,2008,5.544
aze,2009,6.575
aze,2010,6.907
aze,2011,6.446
aze,2012,6.094
aze,2013,5.945
aze,2014,5.839
aze,2015,5.867
aze,2016,5.908
aze,2017,5.927
aze,2018,5.766
aze,2019,5.712
aze,2020,7.472
aze,2021,7.746
bdi,1991,1.285
bdi,1992,1.289
bdi,1993,1.301
bdi,1994,1.289
bdi,1995,1.292
bdi,1996,1.284
bdi,1997,1.261
bdi,1998,1.237
bdi,1999,1.241
bdi,2000,1.232
bdi,2001,1.216
bdi,2002,1.201
bdi,2003,1.204
bdi,2004,1.181
bdi,2005,1.179
bdi,2006,1.159
bdi,2007,1.153
bdi,2008,1.139
bdi,2009,1.143
bdi,2010,1.142
bdi,2011,1.146
bdi,2012,1.147
bdi,2013,1.148
bdi,2014,1.152
bdi,2015,1.185
bdi,2016,1.193
bdi,2017,1.206
bdi,2018,1.218
bdi,2019,1.233
bdi,2020,1.337
bdi,2021,1.428
bel,1991,10.669
bel,1992,9.51
bel,1993,10.831
bel,1994,12.435
bel,1995,12.219
bel,1996,12.405
bel,1997,11.556
bel,1998,11.701
bel,1999,10.218
bel,2000,8.285
bel,2001,6.924
bel,2002,7.803
bel,2003,7.999
bel,2004,8.278
bel,2005,9.509
bel,2006,9.315
bel,2007,8.448
bel,2008,7.604
bel,2009,8.113
bel,2010,8.514
bel,2011,7.178
bel,2012,7.409
bel,2013,8.175
bel,2014,7.938
bel,2015,7.769
bel,2016,7.56
bel,2017,7.058
bel,2018,5.565
bel,2019,4.939
bel,2020,5.353
bel,2021,6.547
ben,1991,0.59
ben,1992,0.58
ben,1993,0.561
ben,1994,0.555
ben,1995,0.534
ben,1996,0.523
ben,1997,0.506
ben,1998,0.494
ben,1999,0.477
ben,2000,0.46
ben,2001,0.444
ben,2002,0.427
ben,2003,0.516
ben,2004,0.602
ben,2005,0.697
ben,2006,0.78
ben,2007,0.864
ben,2008,0.957
ben,2009,1.056
ben,2010,1.147
ben,2011,2.873
ben,2012,2.698
ben,2013,2.518
ben,2014,2.366
ben,2015,2.243
ben,2016,2.067
ben,2017,1.886
ben,2018,1.715
ben,2019,1.717
ben,2020,1.84
ben,2021,1.86
bfa,1991,2.75
bfa,1992,2.782
bfa,1993,2.748
bfa,1994,2.743
bfa,1995,2.685
bfa,1996,2.624
bfa,1997,2.617
bfa,1998,2.582
bfa,1999,2.696
bfa,2000,2.842
bfa,2001,2.932
bfa,2002,3.064
bfa,2003,3.163
bfa,2004,3.932
bfa,2005,4.665
bfa,2006,4.312
bfa,2007,3.927
bfa,2008,3.976
bfa,2009,4.059
bfa,2010,4.08
bfa,2011,4.157
bfa,2012,4.222
bfa,2013,4.292
bfa,2014,4.37
bfa,2015,4.441
bfa,2016,4.493
bfa,2017,4.56
bfa,2018,4.624
bfa,2019,4.641
bfa,2020,4.842
bfa,2021,4.782
bgd,1991,2.084
bgd,1992,2.141
bgd,1993,2.12
bgd,1994,2.098
bgd,1995,2.135
bgd,1996,2.12
bgd,1997,2.409
bgd,1998,2.727
bgd,1999,3.005
bgd,2000,3.331
bgd,2001,3.831
bgd,2002,4.272
bgd,2003,4.836
bgd,2004,5.894
bgd,2005,7.05
bgd,2006,6.464
bgd,2007,6.848
bgd,2008,7.104
bgd,2009,7.366
bgd,2010,4.439
bgd,2011,5.545
bgd,2012,6.599
bgd,2013,7.588
bgd,2014,7.482
bgd,2015,7.418
bgd,2016,7.357
bgd,2017,6.71
bgd,2018,6.744
bgd,2019,6.755
bgd,2020,8
bgd,2021,7.872
bgr,1991,10.975
bgr,1992,15.118
bgr,1993,16.189
bgr,1994,12.624
bgr,1995,10.939
bgr,1996,12.307
bgr,1997,13.488
bgr,1998,11.774
bgr,1999,14.154
bgr,2000,15.815
bgr,2001,18.855
bgr,2002,17.356
bgr,2003,13.189
bgr,2004,11.623
bgr,2005,9.833
bgr,2006,9.301
bgr,2007,7.291
bgr,2008,5.76
bgr,2009,6.627
bgr,2010,9.609
bgr,2011,10.11
bgr,2012,10.84
bgr,2013,11.841
bgr,2014,10.398
bgr,2015,8.414
bgr,2016,6.964
bgr,2017,5.946
bgr,2018,4.65
bgr,2019,3.869
bgr,2020,4.764
bgr,2021,5.317
bhr,1991,3.601
bhr,1992,3.683
bhr,1993,3.545
bhr,1994,3.741
bhr,1995,3.634
bhr,1996,3.59
bhr,1997,3.568
bhr,1998,3.506
bhr,1999,3.488
bhr,2000,3.457
bhr,2001,3.525
bhr,2002,3.53
bhr,2003,3.504
bhr,2004,3.522
bhr,2005,3.556
bhr,2006,3.6
bhr,2007,3.603
bhr,2008,3.666
bhr,2009,3.746
bhr,2010,3.707
bhr,2011,3.87
bhr,2012,3.905
bhr,2013,3.819
bhr,2014,3.802
bhr,2015,3.823
bhr,2016,3.819
bhr,2017,3.837
bhr,2018,3.916
bhr,2019,3.932
bhr,2020,5.189
bhr,2021,5.631
bhs,1991,12.1
bhs,1992,15.854
bhs,1993,13.032
bhs,1994,15.243
bhs,1995,11.727
bhs,1996,14.645
bhs,1997,11.327
bhs,1998,9.798
bhs,1999,9.288
bhs,2000,8.22
bhs,2001,7.03
bhs,2002,9.614
bhs,2003,11.781
bhs,2004,11.132
bhs,2005,11.182
bhs,2006,8.048
bhs,2007,9.082
bhs,2008,9.235
bhs,2009,14.041
bhs,2010,14.619
bhs,2011,15.317
bhs,2012,13.969
bhs,2013,16.255
bhs,2014,14.601
bhs,2015,12.954
bhs,2016,14.384
bhs,2017,11.301
bhs,2018,9.95
bhs,2019,10.038
bhs,2020,13.294
bhs,2021,13.446
bih,1991,21.327
bih,1992,22.039
bih,1993,23.069
bih,1994,24.547
bih,1995,25.624
bih,1996,26.632
bih,1997,27.461
bih,1998,28.33
bih,1999,28.901
bih,2000,29.56
bih,2001,30.38
bih,2002,31.315
bih,2003,32.118
bih,2004,33.131
bih,2005,34.189
bih,2006,34.86
bih,2007,32.936
bih,2008,26.789
bih,2009,25.645
bih,2010,29.929
bih,2011,29.938
bih,2012,30.669
bih,2013,29.012
bih,2014,31.179
bih,2015,30.676
bih,2016,30.055
bih,2017,23.114
bih,2018,20.316
bih,2019,18.739
bih,2020,17.411
bih,2021,17.722
blr,1991,0.502
blr,1992,2.582
blr,1993,7.048
blr,1994,10.569
blr,1995,14.549
blr,1996,19.937
blr,1997,13.885
blr,1998,11.305
blr,1999,10.281
blr,2000,9.793
blr,2001,9.178
blr,2002,8.617
blr,2003,8.109
blr,2004,7.667
blr,2005,7.036
blr,2006,6.483
blr,2007,5.886
blr,2008,5.36
blr,2009,4.623
blr,2010,4.701
blr,2011,4.601
blr,2012,4.481
blr,2013,4.413
blr,2014,4.368
blr,2015,4.222
blr,2016,4.186
blr,2017,4.039
blr,2018,3.554
blr,2019,3.193
blr,2020,3.728
blr,2021,3.757
blz,1991,14.249
blz,1992,14.235
blz,1993,14.379
blz,1994,15.706
blz,1995,17.963
blz,1996,18.544
blz,1997,20.499
blz,1998,21.525
blz,1999,20.494
blz,2000,17.824
blz,2001,15.48
blz,2002,15.181
blz,2003,15.78
blz,2004,16.588
blz,2005,17.359
blz,2006,15.189
blz,2007,13.197
blz,2008,12.625
blz,2009,12.666
blz,2010,12.596
blz,2011,12.599
blz,2012,12.575
blz,2013,12.582
blz,2014,14.012
blz,2015,11.055
blz,2016,11.128
blz,2017,9.806
blz,2018,9.817
blz,2019,9.869
blz,2020,12.058
blz,2021,11.965
bol,1991,2.806
bol,1992,3.015
bol,1993,2.86
bol,1994,2.835
bol,1995,2.573
bol,1996,2.324
bol,1997,2.034
bol,1998,2.159
bol,1999,2.512
bol,2000,2.545
bol,2001,2.728
bol,2002,2.82
bol,2003,2.944
bol,2004,2.988
bol,2005,3.103
bol,2006,3.208
bol,2007,3.371
bol,2008,3.386
bol,2009,3.622
bol,2010,3.157
bol,2011,2.683
bol,2012,2.835
bol,2013,3.033
bol,2014,2.878
bol,2015,3.805
bol,2016,4.043
bol,2017,4.053
bol,2018,3.615
bol,2019,4.396
bol,2020,9.84
bol,2021,10.725
bra,1991,7.996
bra,1992,8.095
bra,1993,7.444
bra,1994,7.716
bra,1995,8.112
bra,1996,9.565
bra,1997,10.877
bra,1998,12.599
bra,1999,13.33
bra,2000,12.351
bra,2001,12.216
bra,2002,11.858
bra,2003,12.661
bra,2004,11.989
bra,2005,12.539
bra,2006,11.375
bra,2007,11.131
bra,2008,9.944
bra,2009,11.356
bra,2010,9.834
bra,2011,9.437
bra,2012,9.067
bra,2013,8.776
bra,2014,8.115
bra,2015,10.06
bra,2016,13.466
bra,2017,14.718
bra,2018,14.227
bra,2019,14.139
bra,2020,16.042
bra,2021,17.682
brb,1991,25.393
brb,1992,25.678
brb,1993,27.719
brb,1994,27.973
brb,1995,22.819
brb,1996,17.815
brb,1997,18.013
brb,1998,16.543
brb,1999,13.513
brb,2000,11.405
brb,2001,11.814
brb,2002,12.212
brb,2003,12.55
brb,2004,10.448
brb,2005,10.792
brb,2006,9.814
brb,2007,8.446
brb,2008,9.434
brb,2009,9.887
brb,2010,10.471
brb,2011,12.629
brb,2012,12.269
brb,2013,11.432
brb,2014,12.653
brb,2015,8.968
brb,2016,8.654
brb,2017,8.778
brb,2018,8.535
brb,2019,7.267
brb,2020,9.093
brb,2021,9.29
brn,1991,6.714
brn,1992,6.829
brn,1993,6.689
brn,1994,6.855
brn,1995,6.958
brn,1996,6.931
brn,1997,6.785
brn,1998,6.867
brn,1999,7.072
brn,2000,7.117
brn,2001,7.177
brn,2002,7.308
brn,2003,7.343
brn,2004,7.311
brn,2005,7.384
brn,2006,7.654
brn,2007,7.527
brn,2008,7.504
brn,2009,7.588
brn,2010,7.879
brn,2011,8.015
brn,2012,7.943
brn,2013,7.861
brn,2014,7.912
brn,2015,8.638
brn,2016,9.141
brn,2017,9.983
brn,2018,10.062
brn,2019,8.283
brn,2020,9.124
brn,2021,9.224
btn,1991,1.495
btn,1992,1.519
btn,1993,1.474
btn,1994,1.479
btn,1995,1.476
btn,1996,1.441
btn,1997,1.417
btn,1998,1.4
btn,1999,1.638
btn,2000,2.209
btn,2001,2.886
btn,2002,2.729
btn,2003,2.493
btn,2004,3.314
btn,2005,3.331
btn,2006,3.8
btn,2007,4.701
btn,2008,4.921
btn,2009,5.53
btn,2010,4.054
btn,2011,4.868
btn,2012,2.214
btn,2013,3.76
btn,2014,3.606
btn,2015,3.254
btn,2016,3.308
btn,2017,3.267
btn,2018,3.263
btn,2019,3.335
btn,2020,4.66
btn,2021,5.636
bwa,1991,16.942
bwa,1992,18.997
bwa,1993,21.008
bwa,1994,22.987
bwa,1995,23.529
bwa,1996,24.128
bwa,1997,23.839
bwa,1998,23.669
bwa,1999,20.374
bwa,2000,17.26
bwa,2001,22.087
bwa,2002,24.242
bwa,2003,26.483
bwa,2004,24.398
bwa,2005,22.265
bwa,2006,20.115
bwa,2007,19.939
bwa,2008,19.78
bwa,2009,19.73
bwa,2010,21.556
bwa,2011,21.785
bwa,2012,21.988
bwa,2013,22.102
bwa,2014,22.381
bwa,2015,22.657
bwa,2016,22.814
bwa,2017,23.059
bwa,2018,23.272
bwa,2019,23.521
bwa,2020,25.656
bwa,2021,25.829
caf,1991,6.224
caf,1992,6.3
caf,1993,6.323
caf,1994,6.34
caf,1995,6.334
caf,1996,6.405
caf,1997,6.452
caf,1998,6.408
caf,1999,6.372
caf,2000,6.29
caf,2001,6.515
caf,2002,6.692
caf,2003,6.756
caf,2004,6.673
caf,2005,6.703
caf,2006,6.673
caf,2007,6.602
caf,2008,6.42
caf,2009,6.494
caf,2010,6.781
caf,2011,6.7
caf,2012,6.601
caf,2013,6.517
caf,2014,6.478
caf,2015,6.554
caf,2016,6.583
caf,2017,6.522
caf,2018,6.408
caf,2019,6.392
caf,2020,7.179
caf,2021,7.544
can,1991,9.694
can,1992,10.195
can,1993,10.681
can,1994,9.8
can,1995,9.112
can,1996,9.292
can,1997,8.92
can,1998,7.992
can,1999,7.287
can,2000,6.695
can,2001,6.859
can,2002,7.118
can,2003,7.154
can,2004,6.854
can,2005,6.466
can,2006,6.092
can,2007,5.653
can,2008,5.652
can,2009,7.005
can,2010,7.243
can,2011,7.009
can,2012,6.817
can,2013,6.597
can,2014,6.389
can,2015,6.292
can,2016,6.241
can,2017,5.851
can,2018,5.489
can,2019,5.25
can,2020,9.386
can,2021,7.309
chanisl,1991,6.932
chanisl,1992,7.191
chanisl,1993,8.169
chanisl,1994,8.379
chanisl,1995,8.269
chanisl,1996,8.208
chanisl,1997,7.97
chanisl,1998,7.573
chanisl,1999,7.156
chanisl,2000,6.497
chanisl,2001,5.966
chanisl,2002,6.092
chanisl,2003,6.397
chanisl,2004,6.628
chanisl,2005,6.658
chanisl,2006,6.373
chanisl,2007,5.986
chanisl,2008,5.895
chanisl,2009,6.883
chanisl,2010,7.285
chanisl,2011,7.602
chanisl,2012,8.341
chanisl,2013,8.962
chanisl,2014,8.711
chanisl,2015,8.436
chanisl,2016,8.059
chanisl,2017,7.48
chanisl,2018,6.932
chanisl,2019,6.737
chanisl,2020,8.041
chanisl,2021,7.869
che,1991,2.524
che,1992,3.531
che,1993,4.574
che,1994,4.42
che,1995,3.923
che,1996,4.089
che,1997,3.986
che,1998,4.141
che,1999,3.574
che,2000,3.134
che,2001,3.462
che,2002,3.095
che,2003,4.493
che,2004,4.769
che,2005,5.093
che,2006,4.712
che,2007,4.511
che,2008,3.97
che,2009,4.524
che,2010,5.184
che,2011,4.79
che,2012,4.723
che,2013,4.923
che,2014,4.991
che,2015,4.913
che,2016,5.011
che,2017,5.063
che,2018,5.105
che,2019,4.709
che,2020,5.001
che,2021,5.618
chl,1991,5.692
chl,1992,5.321
chl,1993,5.105
chl,1994,6.778
chl,1995,5.24
chl,1996,9.966
chl,1997,9.574
chl,1998,9.324
chl,1999,13.089
chl,2000,12.461
chl,2001,11.922
chl,2002,11.799
chl,2003,12.013
chl,2004,12.987
chl,2005,12.251
chl,2006,11.73
chl,2007,10.867
chl,2008,12.112
chl,2009,13.4
chl,2010,9.904
chl,2011,8.857
chl,2012,8.121
chl,2013,7.168
chl,2014,7.121
chl,2015,7.136
chl,2016,7.267
chl,2017,7.462
chl,2018,7.981
chl,2019,8.015
chl,2020,11.439
chl,2021,9.414
chn,1991,2.059
chn,1992,2.059
chn,1993,2.337
chn,1994,2.519
chn,1995,2.606
chn,1996,2.71
chn,1997,2.806
chn,1998,2.815
chn,1999,2.823
chn,2000,2.832
chn,2001,3.3
chn,2002,3.682
chn,2003,3.976
chn,2004,3.897
chn,2005,3.922
chn,2006,3.843
chn,2007,3.773
chn,2008,3.98
chn,2009,4.091
chn,2010,3.926
chn,2011,3.944
chn,2012,3.962
chn,2013,3.98
chn,2014,3.998
chn,2015,4.016
chn,2016,3.93
chn,2017,3.853
chn,2018,3.715
chn,2019,3.924
chn,2020,4.338
chn,2021,4.263
civ,1991,7.128
civ,1992,7.205
civ,1993,6.275
civ,1994,5.34
civ,1995,4.379
civ,1996,4.361
civ,1997,4.367
civ,1998,4.345
civ,1999,4.584
civ,2000,4.827
civ,2001,5.036
civ,2002,5.268
civ,2003,5.487
civ,2004,5.69
civ,2005,5.906
civ,2006,6.126
civ,2007,6.342
civ,2008,6.553
civ,2009,6.763
civ,2010,6.989
civ,2011,7.258
civ,2012,7.343
civ,2013,5.22
civ,2014,4.603
civ,2015,3.983
civ,2016,3.367
civ,2017,3.87
civ,2018,3.894
civ,2019,3.918
civ,2020,4.102
civ,2021,4.144
cmr,1991,6.294
cmr,1992,6.344
cmr,1993,6.444
cmr,1994,6.415
cmr,1995,6.463
cmr,1996,6.517
cmr,1997,6.546
cmr,1998,6.589
cmr,1999,6.627
cmr,2000,6.67
cmr,2001,6.697
cmr,2002,6.176
cmr,2003,5.649
cmr,2004,5.106
cmr,2005,4.606
cmr,2006,4.053
cmr,2007,3.499
cmr,2008,3.965
cmr,2009,4.438
cmr,2010,4.904
cmr,2011,4.691
cmr,2012,4.479
cmr,2013,4.264
cmr,2014,4.05
cmr,2015,4.072
cmr,2016,4.099
cmr,2017,4.126
cmr,2018,4.143
cmr,2019,4.165
cmr,2020,4.38
cmr,2021,4.479
cod,1991,2.534
cod,1992,2.519
cod,1993,2.504
cod,1994,2.465
cod,1995,2.435
cod,1996,2.417
cod,1997,2.405
cod,1998,2.375
cod,1999,2.358
cod,2000,2.34
cod,2001,2.308
cod,2002,2.274
cod,2003,2.246
cod,2004,2.219
cod,2005,2.195
cod,2006,2.397
cod,2007,2.596
cod,2008,2.798
cod,2009,3.008
cod,2010,3.2
cod,2011,3.404
cod,2012,3.607
cod,2013,3.625
cod,2014,3.643
cod,2015,3.672
cod,2016,3.707
cod,2017,3.724
cod,2018,3.74
cod,2019,3.766
cod,2020,4.514
cod,2021,4.733
cog,1991,21.335
cog,1992,21.318
cog,1993,21.332
cog,1994,21.353
cog,1995,21.257
cog,1996,21.238
cog,1997,21.264
cog,1998,21.213
cog,1999,21.25
cog,2000,21.149
cog,2001,21.165
cog,2002,21.143
cog,2003,21.157
cog,2004,21.117
cog,2005,21.064
cog,2006,21.122
cog,2007,21.303
cog,2008,21.254
cog,2009,21.267
cog,2010,21.339
cog,2011,21.463
cog,2012,21.456
cog,2013,21.603
cog,2014,21.596
cog,2015,21.738
cog,2016,21.852
cog,2017,21.849
cog,2018,21.904
cog,2019,21.909
cog,2020,24.213
cog,2021,24.708
col,1991,13.775
col,1992,13.333
col,1993,11.303
col,1994,12.489
col,1995,11.457
col,1996,15.091
col,1997,15.286
col,1998,18.287
col,1999,23.714
col,2000,25.063
col,2001,19.375
col,2002,18.106
col,2003,17.053
col,2004,16.387
col,2005,14.444
col,2006,15.141
col,2007,13.136
col,2008,13.451
col,2009,14.485
col,2010,14.183
col,2011,13.093
col,2012,12.649
col,2013,11.665
col,2014,11.02
col,2015,10.842
col,2016,11.201
col,2017,11.502
col,2018,11.791
col,2019,12.748
col,2020,19.04
col,2021,18.323
com,1991,5.545
com,1992,5.418
com,1993,5.408
com,1994,5.414
com,1995,5.315
com,1996,5.299
com,1997,5.221
com,1998,5.19
com,1999,5.139
com,2000,5.04
com,2001,5.04
com,2002,4.991
com,2003,4.942
com,2004,4.893
com,2005,5.441
com,2006,5.997
com,2007,6.569
com,2008,7.105
com,2009,7.674
com,2010,8.235
com,2011,8.801
com,2012,9.382
com,2013,9.943
com,2014,10.549
com,2015,10.51
com,2016,10.435
com,2017,10.381
com,2018,10.338
com,2019,10.309
com,2020,11.621
com,2021,12.095
cpv,1991,12.035
cpv,1992,11.957
cpv,1993,11.936
cpv,1994,11.851
cpv,1995,11.84
cpv,1996,11.816
cpv,1997,11.778
cpv,1998,11.731
cpv,1999,11.695
cpv,2000,11.638
cpv,2001,11.652
cpv,2002,11.592
cpv,2003,11.55
cpv,2004,11.475
cpv,2005,11.442
cpv,2006,11.391
cpv,2007,11.309
cpv,2008,11.299
cpv,2009,11.285
cpv,2010,11.218
cpv,2011,11.43
cpv,2012,11.668
cpv,2013,11.892
cpv,2014,12.116
cpv,2015,12.337
cpv,2016,12.541
cpv,2017,12.769
cpv,2018,11.546
cpv,2019,11.621
cpv,2020,14.628
cpv,2021,15.016
cri,1991,7.084
cri,1992,5.312
cri,1993,4.981
cri,1994,5.576
cri,1995,6.519
cri,1996,8.24
cri,1997,7.34
cri,1998,7.569
cri,1999,7.928
cri,2000,6.636
cri,2001,7.387
cri,2002,7.748
cri,2003,7.994
cri,2004,8.284
cri,2005,9.31
cri,2006,8.35
cri,2007,6.749
cri,2008,5.868
cri,2009,9.576
cri,2010,9.123
cri,2011,12.73
cri,2012,11.605
cri,2013,10.404
cri,2014,11.242
cri,2015,11.147
cri,2016,10.835
cri,2017,10.29
cri,2018,12.193
cri,2019,14.941
cri,2020,22.556
cri,2021,24.286
cub,1991,12.483
cub,1992,12.854
cub,1993,13.336
cub,1994,13.201
cub,1995,13.432
cub,1996,12.62
cub,1997,11.399
cub,1998,9.525
cub,1999,9.793
cub,2000,8.359
cub,2001,5.779
cub,2002,4.643
cub,2003,3.415
cub,2004,2.205
cub,2005,2.207
cub,2006,2.214
cub,2007,1.87
cub,2008,1.96
cub,2009,1.989
cub,2010,2.709
cub,2011,3.516
cub,2012,3.615
cub,2013,3.55
cub,2014,3.138
cub,2015,2.584
cub,2016,2.184
cub,2017,1.637
cub,2018,1.825
cub,2019,1.87
cub,2020,2.792
cub,2021,2.991
cyp,1991,4.432
cyp,1992,2.238
cyp,1993,4.19
cyp,1994,3.891
cyp,1995,3.73
cyp,1996,4.349
cyp,1997,4.502
cyp,1998,4.137
cyp,1999,7.853
cyp,2000,7.48
cyp,2001,5.82
cyp,2002,4.226
cyp,2003,4.607
cyp,2004,5.479
cyp,2005,6.54
cyp,2006,5.435
cyp,2007,4.601
cyp,2008,4.252
cyp,2009,5.471
cyp,2010,6.414
cyp,2011,7.625
cyp,2012,11.026
cyp,2013,15.131
cyp,2014,15.019
cyp,2015,14.765
cyp,2016,13.333
cyp,2017,11.265
cyp,2018,8.753
cyp,2019,8.006
cyp,2020,7.617
cyp,2021,7.056
cze,1991,2.065
cze,1992,3.052
cze,1993,5.444
cze,1994,5.196
cze,1995,4.805
cze,1996,4.657
cze,1997,5.125
cze,1998,7.557
cze,1999,10.13
cze,2000,10.538
cze,2001,9.613
cze,2002,8.561
cze,2003,9.645
cze,2004,9.652
cze,2005,9.796
cze,2006,8.85
cze,2007,6.739
cze,2008,5.606
cze,2009,7.724
cze,2010,8.459
cze,2011,7.89
cze,2012,8.213
cze,2013,8.288
cze,2014,7.394
cze,2015,6.078
cze,2016,4.667
cze,2017,3.578
cze,2018,2.799
cze,2019,2.375
cze,2020,2.951
cze,2021,3.639
deu,1991,6.54
deu,1992,8.228
deu,1993,9.323
deu,1994,10.32
deu,1995,9.631
deu,1996,9.587
deu,1997,10.584
deu,1998,10.439
deu,1999,9.242
deu,2000,8.273
deu,2001,7.776
deu,2002,8.208
deu,2003,9.283
deu,2004,10.084
deu,2005,10.895
deu,2006,10.174
deu,2007,8.796
deu,2008,7.645
deu,2009,7.312
deu,2010,6.499
deu,2011,5.578
deu,2012,5.181
deu,2013,4.919
deu,2014,4.632
deu,2015,4.219
deu,2016,3.741
deu,2017,3.317
deu,2018,2.91
deu,2019,2.733
deu,2020,3.375
deu,2021,3.164
dji,1991,37.793
dji,1992,37.707
dji,1993,37.791
dji,1994,37.679
dji,1995,37.693
dji,1996,37.665
dji,1997,37.607
dji,1998,37.571
dji,1999,37.501
dji,2000,37.488
