geo,time,se_prm_tcaq_zs
syc,1999,82.25806
syc,2000,81.14035
syc,2001,77.66854
syc,2003,77.92593
syc,2009,99.35897
syc,2010,85.23878
syc,2011,86.7378
syc,2012,76.47908
syc,2013,69.44024
syc,2014,71.29909
syc,2015,83.63914
syc,2016,82.91925
syc,2017,84.00621
syc,2018,84.97653
syc,2019,84.27673
syc,2020,82.50401
syr,1999,81.10308
syr,2000,89.21265
syr,2001,87.95134
syr,2002,88.38903
tca,1999,79.79798
tca,2001,76.42276
tca,2002,84.03361
tca,2003,84.03361
tca,2014,89.12281
tca,2018,42.78846
tcd,2009,67.98233
tcd,2010,70.17
tcd,2011,68.48084
tcd,2012,65.9663
tcd,2013,64.98018
tgo,1999,31.12477
tgo,2010,76.70283
tgo,2011,70.79671
tgo,2012,82.13861
tgo,2013,76.06691
tgo,2015,73.3292
tgo,2019,76.7095
tgo,2020,75.71788
tha,2014,100
tha,2015,100
tha,2016,100
tha,2017,100
tha,2019,100
tha,2020,100
tjk,2001,81.58957
tjk,2002,81.57401
tjk,2003,81.97555
tjk,2004,84.06073
tjk,2006,93.04897
tjk,2007,87.40868
tjk,2008,88.30003
tjk,2009,89.52004
tjk,2010,92.93757
tjk,2011,93.66168
tjk,2012,93.91298
tjk,2013,94.0785
tjk,2014,100
tjk,2015,100
tjk,2016,100
tjk,2017,100
tkm,2019,99.20273
tkm,2020,99.86341
ton,1998,87.23404
ton,2013,99.55224
ton,2014,97.05882
ton,2015,92.48408
ton,2018,94.87836
ton,2019,92.85714
ton,2020,94.09499
tto,1999,71.45157
tto,2000,76.07732
tto,2001,78.14645
tto,2002,79.95839
tto,2003,83.30054
tto,2004,81.00523
tto,2007,88.55709
tto,2008,86.58888
tto,2009,87.99517
tun,2012,100
tun,2013,100
tun,2014,100
tun,2015,100
tun,2016,100
tun,2017,100
tun,2018,100
tun,2020,100
tuv,2016,76.62338
tuv,2018,80
tuv,2019,78.30189
tza,2001,100
tza,2002,100
tza,2004,100
tza,2005,100
tza,2006,100
tza,2007,100
tza,2009,100
tza,2010,94.49945
tza,2013,98.98621
tza,2016,99.19595
uga,2012,97.65605
uga,2013,76.48641
uga,2014,75.18944
uga,2015,71.48718
uga,2016,71.3104
uga,2017,79.58579
ukr,1999,99.87059
ukr,2000,98.57281
ukr,2001,99.82453
ukr,2002,99.67009
ukr,2003,99.70365
ukr,2004,99.72768
ukr,2005,99.69047
ukr,2006,99.63479
ukr,2007,99.80269
ukr,2008,99.81504
ukr,2009,99.85556
ukr,2010,99.86276
ukr,2011,99.87239
ukr,2012,99.88831
ukr,2016,86.02861
ukr,2017,86.76098
ukr,2018,87.30054
ukr,2019,89.11279
ukr,2020,89.63878
ury,2013,100
ury,2014,100
ury,2015,100
ury,2016,100
ury,2017,100
ury,2018,100
ury,2019,100
uzb,2006,100
uzb,2007,100
uzb,2008,100
uzb,2009,100
uzb,2010,100
uzb,2011,100
uzb,2017,98.94492
uzb,2018,99.03335
uzb,2019,99.97644
uzb,2020,99.15974
vct,1998,59.285
vct,1999,66.13546
vct,2001,71.71315
vct,2002,69.20877
vct,2003,73.13855
vct,2004,72.20039
vct,2007,77.59914
vct,2008,82.96943
vct,2009,79.63595
vct,2010,84.10372
vct,2011,85.67104
vct,2012,85.29076
vct,2013,82.69663
vct,2014,76.0514
vct,2015,84.28094
vct,2016,82.9108
vct,2017,66.51934
vct,2018,61.0687
vgb,1999,71.89542
vgb,2000,89.02439
vgb,2003,78.60697
vgb,2006,74.2268
vgb,2007,71.62791
vgb,2014,80.28674
vgb,2015,91.60839
vgb,2016,81.21019
vgb,2017,80.13937
vgb,2018,95.1417
vgb,2019,71.64179
vgb,2020,76.22378
vnm,1999,77.65357
vnm,2000,80.04964
vnm,2001,84.94996
vnm,2002,87.01244
vnm,2005,93.3701
vnm,2006,95.63952
vnm,2007,97.79333
vnm,2008,98.62724
vnm,2009,99.63995
vnm,2010,98.33487
vnm,2011,99.30258
vnm,2012,99.5883
vnm,2014,100
vnm,2015,99.47605
vnm,2016,99.77422
vnm,2017,99.72022
vnm,2018,99.86838
vnm,2019,99.52093
vnm,2020,99.6782
vut,2007,100
vut,2019,35.99585
wsm,2012,93.48422
wsm,2013,93.96253
wsm,2014,93.88646
zaf,1999,63.25986
zaf,2000,67.94187
zaf,2001,67.61562
zaf,2002,77.92155
zmb,1998,89.92539
zmb,1999,94.18157
zmb,2010,89.71484
zmb,2012,92.65586
zmb,2013,86.70954
zmb,2014,85.10619
zmb,2015,85.55346
zmb,2016,86.58805
zmb,2017,98.7503
zwe,1998,79.28751
zwe,2012,88.15413
zwe,2013,85.86291
zwe,2014,89.15809
zwe,2015,93.86456
zwe,2016,98.12452
zwe,2017,97.41585
zwe,2018,97.1384
zwe,2019,97.25204
zwe,2020,97.76856
