geo,time,gc_xpn_intp_zs
zmb,2015,16.89186
zmb,2016,21.97309
zmb,2017,22.83194
zmb,2018,33.71811
zmb,2019,41.99612
zwe,2009,2.30572
zwe,2010,1.58516
zwe,2011,1.27248
zwe,2012,0.63038
zwe,2015,2.00714
zwe,2016,2.74795
zwe,2017,3.66934
zwe,2018,9.96258
