geo,time,sh_hiv_pmtc_zs
caf,2006,22
caf,2007,22
caf,2008,28
caf,2009,39
caf,2010,33
caf,2011,45
caf,2012,52
caf,2013,31
caf,2014,56
caf,2015,63
caf,2016,95
caf,2017,73
caf,2018,82
caf,2019,100
caf,2020,71
civ,2000,0
civ,2001,1
civ,2002,3
civ,2003,4
civ,2004,6
civ,2005,16
civ,2006,10
civ,2007,19
civ,2008,37
civ,2009,46
civ,2010,51
civ,2011,49
civ,2012,64
civ,2013,80
civ,2014,93
civ,2015,97
civ,2016,96
civ,2017,100
civ,2018,100
civ,2019,94
civ,2020,89
cmr,2000,0
cmr,2001,0
cmr,2002,4
cmr,2003,8
cmr,2004,12
cmr,2005,10
cmr,2006,21
cmr,2007,21
cmr,2008,29
cmr,2009,26
cmr,2010,40
cmr,2011,46
cmr,2012,55
cmr,2013,73
cmr,2014,72
cmr,2015,89
cmr,2016,79
cmr,2017,82
cmr,2018,78
cmr,2019,63
cmr,2020,64
cod,2000,0
cod,2001,0
cod,2002,1
cod,2003,2
cod,2004,4
cod,2005,8
cod,2006,4
cod,2007,4
cod,2008,6
cod,2009,6
cod,2010,6
cod,2011,8
cod,2012,9
cod,2013,22
cod,2014,35
cod,2015,42
cod,2016,46
cod,2017,42
cod,2018,35
cod,2019,45
cod,2020,39
cog,2000,0
cog,2001,0
cog,2002,2
cog,2003,3
cog,2004,5
cog,2005,3
cog,2006,5
cog,2007,9
cog,2008,16
cog,2009,8
cog,2010,11
cog,2011,25
cog,2012,20
cog,2013,26
cog,2014,21
cog,2015,20
cog,2016,11
cog,2017,12
cog,2018,8
cog,2019,8
cog,2020,14
col,2000,0
col,2001,0
col,2002,0
col,2003,5
col,2004,13
col,2005,28
col,2006,13
col,2007,20
col,2008,50
col,2009,62
col,2010,73
col,2011,67
col,2012,68
col,2013,69
col,2014,79
col,2015,70
col,2016,67
col,2017,85
col,2018,80
col,2019,72
col,2020,70
cri,2000,0
cri,2001,0
cri,2002,0
cri,2003,0
cri,2004,0
cri,2005,0
cri,2006,33
cri,2007,38
cri,2008,42
cri,2009,46
cri,2010,0
cri,2011,0
cri,2012,0
cri,2013,47
cri,2014,55
cri,2015,90
cri,2016,86
cri,2017,90
cri,2018,85
cri,2019,92
cri,2020,68
cub,2000,0
cub,2001,0
cub,2002,0
cub,2003,0
cub,2004,0
cub,2005,0
cub,2006,0
cub,2007,0
cub,2008,0
cub,2009,50
cub,2010,57
cub,2011,93
cub,2012,99
cub,2013,72
cub,2014,63
cub,2015,98
cub,2016,88
cub,2017,92
cub,2018,100
cub,2019,100
cub,2020,100
dji,2000,0
dji,2001,0
dji,2002,0
dji,2003,2
dji,2004,3
dji,2005,4
dji,2006,10
dji,2007,11
dji,2008,10
dji,2009,8
dji,2010,11
dji,2011,16
dji,2012,16
dji,2013,14
dji,2014,30
dji,2015,41
dji,2016,50
dji,2017,34
dji,2018,45
dji,2019,34
dji,2020,44
dom,2000,0
dom,2001,0
dom,2002,4
dom,2003,6
dom,2004,30
dom,2005,53
dom,2006,59
dom,2007,82
dom,2008,77
dom,2009,76
dom,2010,65
dom,2011,80
dom,2012,94
dom,2013,86
dom,2014,97
dom,2015,92
dom,2016,96
dom,2017,93
dom,2018,99
dom,2019,85
dom,2020,74
dza,2000,0
dza,2001,0
dza,2002,0
dza,2003,0
dza,2004,0
dza,2005,0
dza,2006,0
dza,2007,0
dza,2008,39
dza,2009,35
dza,2010,58
dza,2011,53
dza,2012,44
dza,2013,63
dza,2014,30
dza,2015,25
dza,2016,39
dza,2017,44
dza,2018,49
dza,2019,50
dza,2020,34
ecu,2000,0
ecu,2001,0
ecu,2002,0
ecu,2003,0
ecu,2004,0
ecu,2005,0
ecu,2006,0
ecu,2007,0
ecu,2008,44
ecu,2009,43
ecu,2010,46
ecu,2011,49
ecu,2012,52
ecu,2013,51
ecu,2014,52
ecu,2015,51
ecu,2016,51
ecu,2017,51
ecu,2018,52
ecu,2019,80
ecu,2020,61
egy,2000,0
egy,2001,0
egy,2002,0
egy,2003,0
egy,2004,10
egy,2005,17
egy,2006,18
egy,2007,7
egy,2008,4
egy,2009,12
egy,2010,18
egy,2011,9
egy,2012,10
egy,2013,34
egy,2014,24
egy,2015,21
egy,2016,29
egy,2017,26
egy,2018,25
egy,2019,25
egy,2020,27
eri,2000,0
eri,2001,0
eri,2002,2
eri,2003,5
eri,2004,8
eri,2005,26
eri,2006,21
eri,2007,67
eri,2008,83
eri,2009,98
eri,2010,27
eri,2011,44
eri,2012,77
eri,2013,85
eri,2014,97
eri,2015,81
eri,2016,60
eri,2017,67
eri,2018,75
eri,2019,64
eri,2020,73
eth,2000,0
eth,2001,0
eth,2002,0
eth,2003,1
eth,2004,1
eth,2005,1
eth,2006,9
eth,2007,10
eth,2008,25
eth,2009,26
eth,2010,25
eth,2011,38
eth,2012,60
eth,2013,70
eth,2014,72
eth,2015,79
eth,2016,71
eth,2017,68
eth,2018,78
eth,2019,83
eth,2020,92
gab,2000,0
gab,2001,0
gab,2002,0
gab,2003,1
gab,2004,2
gab,2005,2
gab,2006,3
gab,2007,14
gab,2008,20
gab,2009,19
gab,2010,21
gab,2011,27
gab,2012,35
gab,2013,45
gab,2014,46
gab,2015,55
gab,2016,69
gab,2017,63
gab,2018,68
gab,2019,73
gab,2020,90
geo,2000,0
geo,2001,0
geo,2002,0
geo,2003,0
geo,2004,0
geo,2005,0
geo,2006,5
geo,2007,7
geo,2008,7
geo,2009,4
geo,2010,53
geo,2011,41
geo,2012,32
geo,2013,51
geo,2014,63
geo,2015,92
geo,2016,66
geo,2017,80
geo,2018,45
geo,2019,57
geo,2020,53
gha,2000,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,1
gha,2005,3
gha,2006,7
gha,2007,24
gha,2008,28
gha,2009,20
gha,2010,33
gha,2011,46
gha,2012,51
gha,2013,41
gha,2014,47
gha,2015,44
gha,2016,55
gha,2017,60
gha,2018,65
gha,2019,67
gha,2020,72
gin,2000,0
gin,2001,0
gin,2002,0
gin,2003,0
gin,2004,0
gin,2005,1
gin,2006,7
gin,2007,26
gin,2008,28
gin,2009,15
gin,2010,20
gin,2011,35
gin,2012,36
gin,2013,71
gin,2014,58
gin,2015,32
gin,2016,48
gin,2017,41
gin,2018,61
gin,2019,66
gin,2020,94
gmb,2000,0
gmb,2001,0
gmb,2002,0
gmb,2003,0
gmb,2004,0
gmb,2005,8
gmb,2006,9
gmb,2007,11
gmb,2008,30
gmb,2009,50
gmb,2010,46
gmb,2011,62
gmb,2012,79
gmb,2013,54
gmb,2014,53
gmb,2015,65
gmb,2016,57
gmb,2017,56
gmb,2018,54
gmb,2019,50
gmb,2020,46
gnb,2000,0
gnb,2001,0
gnb,2002,0
gnb,2003,0
gnb,2004,0
gnb,2005,0
gnb,2006,7
gnb,2007,7
gnb,2008,4
gnb,2009,10
gnb,2010,14
gnb,2011,21
gnb,2012,31
gnb,2013,50
gnb,2014,81
gnb,2015,69
gnb,2016,66
gnb,2017,64
gnb,2018,47
gnb,2019,57
gnb,2020,57
gnq,2000,0
gnq,2001,0
gnq,2002,0
gnq,2003,0
gnq,2004,0
gnq,2005,7
gnq,2006,19
gnq,2007,19
gnq,2008,20
gnq,2009,9
gnq,2010,15
gnq,2011,8
gnq,2012,13
gnq,2013,55
gnq,2014,52
gnq,2015,40
gnq,2016,62
gnq,2017,56
gnq,2018,44
gnq,2019,43
gnq,2020,31
guy,2000,0
guy,2001,1
guy,2002,28
guy,2003,30
guy,2004,36
guy,2005,51
guy,2006,38
guy,2007,53
guy,2008,65
guy,2009,77
guy,2010,52
guy,2011,67
guy,2012,74
guy,2013,99
guy,2014,82
guy,2015,92
guy,2016,89
guy,2017,74
guy,2018,89
guy,2019,100
guy,2020,84
hnd,2000,0
hnd,2001,0
hnd,2002,0
hnd,2003,3
hnd,2004,7
hnd,2005,12
hnd,2006,18
hnd,2007,25
hnd,2008,25
hnd,2009,44
hnd,2010,40
hnd,2011,41
hnd,2012,45
hnd,2013,42
hnd,2014,43
hnd,2015,39
hnd,2016,41
hnd,2017,44
hnd,2018,51
hnd,2019,41
hnd,2020,37
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,1
hti,2005,8
hti,2006,19
hti,2007,38
hti,2008,40
hti,2009,48
hti,2010,39
hti,2011,63
hti,2012,82
hti,2013,88
hti,2014,75
hti,2015,76
hti,2016,71
hti,2017,74
hti,2018,82
hti,2019,82
hti,2020,71
idn,2000,0
idn,2001,1
idn,2002,1
idn,2003,1
idn,2004,1
idn,2005,1
idn,2006,1
idn,2007,2
idn,2008,2
idn,2009,4
idn,2010,3
idn,2011,2
idn,2012,3
idn,2013,5
idn,2014,7
idn,2015,9
idn,2016,11
idn,2017,13
idn,2018,16
idn,2019,18
idn,2020,17
irn,2000,0
irn,2001,0
irn,2002,0
irn,2003,0
irn,2004,0
irn,2005,0
irn,2006,7
irn,2007,8
irn,2008,24
irn,2009,19
irn,2010,20
irn,2011,25
irn,2012,41
irn,2013,43
irn,2014,54
irn,2015,41
irn,2016,53
irn,2017,56
irn,2018,61
irn,2019,54
irn,2020,53
jam,2000,0
jam,2001,0
jam,2002,0
jam,2003,0
jam,2004,0
jam,2005,36
jam,2006,56
jam,2007,61
jam,2008,74
jam,2009,52
jam,2010,57
jam,2011,47
jam,2012,47
jam,2013,47
jam,2014,66
jam,2015,76
jam,2016,75
jam,2017,77
jam,2018,77
jam,2019,80
jam,2020,64
ken,2000,0
ken,2001,0
ken,2002,0
ken,2003,0
ken,2004,3
ken,2005,22
ken,2006,41
ken,2007,62
ken,2008,83
ken,2009,85
ken,2010,55
ken,2011,76
ken,2012,62
ken,2013,64
ken,2014,75
ken,2015,96
ken,2016,98
ken,2017,89
ken,2018,95
ken,2019,94
ken,2020,94
kgz,2000,0
kgz,2001,0
kgz,2002,0
kgz,2003,0
kgz,2004,100
kgz,2005,53
kgz,2006,38
kgz,2007,15
kgz,2008,51
kgz,2009,100
kgz,2010,79
kgz,2011,55
kgz,2012,93
kgz,2013,97
kgz,2014,94
kgz,2015,73
kgz,2016,90
kgz,2017,92
kgz,2018,99
kgz,2019,94
kgz,2020,94
khm,2000,0
khm,2001,0
khm,2002,2
khm,2003,3
khm,2004,4
khm,2005,8
khm,2006,15
khm,2007,30
khm,2008,33
khm,2009,38
khm,2010,33
khm,2011,44
khm,2012,49
khm,2013,57
khm,2014,65
khm,2015,76
khm,2016,78
khm,2017,89
khm,2018,84
khm,2019,79
khm,2020,86
kwt,2000,0
kwt,2001,0
kwt,2002,0
kwt,2003,0
kwt,2004,0
kwt,2005,0
kwt,2006,0
kwt,2007,0
lao,2000,0
lao,2001,0
lao,2002,0
lao,2003,0
lao,2004,0
lao,2005,0
lao,2006,18
lao,2007,16
lao,2008,13
lao,2009,14
lao,2010,15
lao,2011,27
lao,2012,26
lao,2013,29
lao,2014,16
lao,2015,18
lao,2016,41
lao,2017,41
lao,2018,48
lao,2019,36
lao,2020,54
lbr,2000,0
lbr,2001,0
lbr,2002,0
lbr,2003,0
lbr,2004,0
lbr,2005,0
lbr,2006,0
lbr,2007,2
lbr,2008,17
lbr,2009,17
lbr,2010,26
lbr,2011,39
lbr,2012,43
lbr,2013,33
lbr,2014,35
lbr,2015,65
lbr,2016,79
lbr,2017,91
lbr,2018,100
lbr,2019,100
lbr,2020,81
lby,2000,0
lby,2001,0
lby,2002,0
lby,2003,0
lby,2004,0
lby,2005,0
lby,2006,0
lby,2007,0
lby,2008,0
lby,2009,0
lby,2010,0
lby,2011,0
lby,2012,0
lby,2013,0
lby,2014,0
lby,2015,0
lby,2016,76
lby,2017,77
lby,2018,94
lby,2019,96
lby,2020,94
lso,2000,0
lso,2001,0
lso,2002,0
lso,2003,0
lso,2004,4
lso,2005,7
lso,2006,20
lso,2007,35
lso,2008,32
lso,2009,58
lso,2010,74
lso,2011,100
lso,2012,100
lso,2013,99
lso,2014,100
lso,2015,100
lso,2016,100
lso,2017,94
lso,2018,96
lso,2019,92
lso,2020,96
mar,2000,0
mar,2001,0
mar,2002,0
mar,2003,0
mar,2004,0
mar,2005,3
mar,2006,6
mar,2007,8
mar,2008,12
mar,2009,17
mar,2010,23
mar,2011,23
mar,2012,36
mar,2013,33
mar,2014,38
mar,2015,33
mar,2016,42
mar,2017,42
mar,2018,46
mar,2019,57
mar,2020,54
mda,2000,0
mda,2001,0
mda,2002,0
mda,2003,3
mda,2004,23
mda,2005,24
mda,2006,78
mda,2007,85
mda,2008,100
mda,2009,100
mda,2010,100
mda,2011,83
mda,2012,95
mda,2013,100
mda,2014,77
mda,2015,88
mda,2016,99
mda,2017,99
mda,2018,94
mda,2019,100
mda,2020,87
mdg,2000,0
mdg,2001,0
mdg,2002,0
mdg,2003,0
mdg,2004,1
mdg,2005,1
mdg,2006,6
mdg,2007,9
mdg,2008,5
mdg,2009,4
mdg,2010,4
mdg,2011,19
mdg,2012,12
mdg,2013,9
mdg,2014,7
mdg,2015,6
mdg,2016,3
mdg,2017,9
mdg,2018,22
mdg,2019,25
mdg,2020,17
mdv,2000,0
mdv,2001,0
mdv,2002,0
mdv,2003,0
mdv,2004,0
mdv,2005,0
mdv,2006,0
mdv,2007,0
mdv,2008,0
mdv,2009,0
mdv,2010,0
mdv,2011,0
mdv,2012,0
mdv,2013,0
mdv,2014,0
mdv,2015,0
mdv,2016,0
mdv,2017,0
mdv,2018,0
mdv,2019,0
mdv,2020,0
mex,2000,11
mex,2001,14
mex,2002,18
mex,2003,18
mex,2004,18
mex,2005,18
mex,2006,10
mex,2007,14
mex,2008,20
mex,2009,27
mex,2010,32
mex,2011,35
mex,2012,50
mex,2013,78
mex,2014,81
mex,2015,95
mex,2016,79
mex,2017,85
mex,2018,84
mex,2019,80
mex,2020,77
mkd,2000,0
mkd,2001,0
mkd,2002,0
mkd,2003,0
mkd,2004,0
mkd,2005,0
mkd,2006,0
mkd,2007,0
mkd,2008,0
mkd,2009,0
mkd,2010,0
mli,2000,0
mli,2001,0
mli,2002,0
mli,2003,0
mli,2004,0
mli,2005,2
mli,2006,7
mli,2007,12
mli,2008,6
mli,2009,25
mli,2010,28
mli,2011,40
mli,2012,44
mli,2013,26
mli,2014,30
mli,2015,35
mli,2016,32
mli,2017,32
mli,2018,34
mli,2019,27
mli,2020,28
mne,2000,0
mne,2001,0
mne,2002,0
mne,2003,0
mne,2004,0
mne,2005,0
mne,2006,0
mng,2000,0
mng,2001,0
mng,2002,0
mng,2003,0
mng,2006,0
moz,2000,0
moz,2001,0
moz,2002,0
moz,2003,2
moz,2004,4
moz,2005,8
moz,2006,16
moz,2007,55
moz,2008,55
moz,2009,79
moz,2010,25
moz,2011,55
moz,2012,85
moz,2013,91
moz,2014,100
moz,2015,100
moz,2016,99
moz,2017,100
moz,2018,100
moz,2019,100
moz,2020,100
mrt,2000,0
mrt,2001,0
mrt,2002,0
mrt,2003,0
mrt,2004,0
mrt,2005,0
mrt,2006,1
mrt,2007,8
mrt,2008,6
mrt,2009,10
mrt,2010,9
mrt,2011,10
mrt,2012,5
mrt,2013,9
mrt,2014,60
mrt,2015,55
mrt,2016,17
mrt,2017,12
mrt,2018,19
mrt,2019,34
mrt,2020,20
mus,2000,14
mus,2001,15
mus,2002,23
mus,2003,23
mus,2004,27
mus,2005,38
mus,2006,43
mus,2007,53
mus,2008,69
mus,2009,51
mus,2010,65
mus,2011,68
mus,2012,96
mus,2013,100
mus,2014,100
mus,2015,100
mus,2016,100
mus,2017,100
mus,2018,100
mus,2019,100
mus,2020,100
mwi,2000,0
mwi,2001,0
mwi,2002,1
mwi,2003,2
mwi,2004,5
mwi,2005,9
mwi,2006,18
mwi,2007,23
mwi,2008,45
mwi,2009,53
mwi,2010,27
mwi,2011,50
mwi,2012,62
mwi,2013,69
mwi,2014,74
mwi,2015,82
mwi,2016,91
mwi,2017,97
mwi,2018,98
mwi,2019,100
mwi,2020,100
mys,2000,64
mys,2001,61
mys,2002,58
mys,2003,58
mys,2004,57
mys,2005,57
mys,2006,56
mys,2007,55
mys,2008,53
mys,2009,53
mys,2010,58
mys,2011,61
mys,2012,60
mys,2013,57
mys,2014,67
mys,2015,98
mys,2016,99
mys,2017,99
mys,2018,98
mys,2019,98
mys,2020,99
nam,2000,0
nam,2001,0
nam,2002,0
nam,2003,1
nam,2004,8
nam,2005,39
nam,2006,60
nam,2007,77
nam,2008,79
nam,2009,68
nam,2010,68
nam,2011,74
nam,2012,65
nam,2013,82
nam,2014,95
nam,2015,100
nam,2016,100
nam,2017,100
nam,2018,100
nam,2019,100
nam,2020,100
ner,2000,0
ner,2001,0
ner,2002,0
ner,2003,0
ner,2004,4
ner,2005,2
ner,2006,3
ner,2007,5
ner,2008,14
ner,2009,24
ner,2010,89
ner,2011,68
ner,2012,59
ner,2013,59
ner,2014,72
ner,2015,48
ner,2016,78
ner,2017,51
ner,2018,50
ner,2019,43
ner,2020,36
nga,2000,0
nga,2001,0
nga,2002,0
nga,2003,0
nga,2004,0
nga,2005,0
nga,2006,14
nga,2007,23
nga,2008,28
nga,2009,33
nga,2010,31
nga,2011,38
nga,2012,46
nga,2013,61
nga,2014,72
nga,2015,62
nga,2016,65
nga,2017,59
nga,2018,51
nga,2019,50
nga,2020,44
nic,2000,0
nic,2001,0
nic,2002,0
nic,2003,4
nic,2004,3
nic,2005,9
nic,2006,21
nic,2007,35
nic,2008,42
nic,2009,69
nic,2010,66
nic,2011,80
nic,2012,86
nic,2013,71
nic,2014,53
nic,2015,74
nic,2016,71
nic,2017,69
nic,2018,75
nic,2019,77
nic,2020,100
npl,2000,0
npl,2001,0
npl,2002,0
npl,2003,0
npl,2004,0
npl,2005,0
npl,2006,8
npl,2007,6
npl,2008,10
npl,2009,17
npl,2010,16
npl,2011,24
npl,2012,31
npl,2013,38
npl,2014,46
npl,2015,45
npl,2016,61
npl,2017,70
npl,2018,58
npl,2019,53
npl,2020,40
pak,2000,0
pak,2001,0
pak,2002,0
pak,2003,0
pak,2004,0
pak,2005,0
pak,2006,3
pak,2007,2
pak,2008,3
pak,2009,3
pak,2010,4
pak,2011,9
pak,2012,5
pak,2013,11
pak,2014,4
pak,2015,13
pak,2016,7
pak,2017,10
pak,2018,15
pak,2019,19
per,2000,0
per,2001,0
per,2002,19
per,2003,38
per,2004,26
per,2005,14
per,2006,36
per,2007,57
per,2008,52
per,2009,57
per,2010,41
per,2011,61
per,2012,71
per,2013,72
per,2014,72
per,2015,67
per,2016,69
per,2017,69
per,2018,79
per,2019,89
per,2020,89
phl,2000,0
phl,2001,0
phl,2002,0
phl,2003,0
phl,2004,0
phl,2005,0
phl,2006,0
phl,2007,0
phl,2008,0
phl,2009,0
phl,2010,14
phl,2011,16
phl,2012,14
phl,2013,9
phl,2014,12
phl,2015,15
phl,2016,17
phl,2017,18
phl,2018,20
phl,2019,26
phl,2020,26
prt,2000,100
prt,2001,100
prt,2002,100
prt,2003,100
prt,2004,100
prt,2005,100
prt,2006,100
prt,2007,100
prt,2008,100
prt,2009,100
prt,2010,100
prt,2011,100
prt,2012,100
prt,2013,100
prt,2014,100
prt,2015,100
prt,2016,100
prt,2017,100
prt,2018,100
prt,2019,100
prt,2020,100
pry,2000,0
pry,2001,0
pry,2002,0
pry,2003,0
pry,2004,0
pry,2005,0
pry,2006,34
pry,2007,43
pry,2008,48
pry,2009,46
pry,2010,50
pry,2011,67
pry,2012,61
pry,2013,58
pry,2014,67
pry,2015,57
pry,2016,71
pry,2017,71
pry,2018,77
pry,2019,94
pry,2020,96
qat,2000,0
qat,2001,0
qat,2002,0
qat,2003,0
qat,2004,0
qat,2005,0
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,32
rwa,2005,45
rwa,2006,57
rwa,2007,68
rwa,2008,71
rwa,2009,60
rwa,2010,59
rwa,2011,93
rwa,2012,82
rwa,2013,86
rwa,2014,92
rwa,2015,100
rwa,2016,89
rwa,2017,86
rwa,2018,87
rwa,2019,97
rwa,2020,98
sau,2000,0
sau,2001,0
sau,2002,0
sau,2003,0
sau,2004,0
sau,2005,0
sau,2006,0
sau,2007,0
sau,2008,0
sau,2009,0
sau,2010,0
sau,2011,41
sau,2012,0
sau,2013,55
sau,2014,45
sau,2015,60
sau,2016,68
sau,2017,55
sau,2018,45
sau,2019,38
sau,2020,37
sdn,2000,0
sdn,2001,0
sdn,2002,0
sdn,2003,0
sdn,2004,0
sdn,2005,0
sdn,2006,0
sdn,2007,1
sdn,2008,3
sdn,2009,2
sdn,2010,4
sdn,2011,4
sdn,2012,5
sdn,2013,4
sdn,2014,6
sdn,2015,6
sdn,2016,5
sdn,2017,7
sdn,2018,6
sdn,2019,4
sdn,2020,3
sen,2000,0
sen,2001,0
sen,2002,0
sen,2003,0
sen,2004,0
sen,2005,1
sen,2006,6
sen,2007,10
sen,2008,15
sen,2009,26
sen,2010,21
sen,2011,26
sen,2012,32
sen,2013,48
sen,2014,43
sen,2015,56
sen,2016,60
sen,2017,58
sen,2018,69
sen,2019,74
sen,2020,74
sle,2000,0
sle,2001,0
sle,2002,0
sle,2003,0
sle,2004,0
sle,2005,1
sle,2006,5
sle,2007,6
sle,2008,20
sle,2009,17
sle,2010,23
sle,2011,30
sle,2012,39
sle,2013,34
sle,2014,33
sle,2015,40
sle,2016,45
sle,2017,46
sle,2018,52
sle,2019,48
sle,2020,46
slv,2000,0
slv,2001,0
slv,2002,38
slv,2003,55
slv,2004,72
slv,2005,66
slv,2006,49
slv,2007,39
slv,2008,40
slv,2009,35
slv,2010,30
slv,2011,35
slv,2012,50
slv,2013,57
slv,2014,54
slv,2015,52
slv,2016,47
slv,2017,48
slv,2018,41
slv,2019,48
slv,2020,43
som,2000,0
som,2001,0
som,2002,0
som,2003,0
som,2004,0
som,2005,0
som,2006,0
som,2007,1
som,2008,0
som,2009,0
som,2010,0
som,2011,4
som,2012,7
som,2013,4
som,2014,7
som,2015,16
som,2016,18
som,2017,21
som,2018,25
som,2019,30
som,2020,33
ssd,2000,0
ssd,2001,0
ssd,2002,0
ssd,2003,0
ssd,2004,0
ssd,2005,0
ssd,2006,0
ssd,2007,0
ssd,2008,1
ssd,2009,2
ssd,2010,8
ssd,2011,12
ssd,2012,13
ssd,2013,23
ssd,2014,21
ssd,2015,46
ssd,2016,30
ssd,2017,57
ssd,2018,58
ssd,2019,44
ssd,2020,44
sur,2000,0
sur,2001,0
sur,2002,0
sur,2003,2
sur,2004,12
sur,2005,36
sur,2006,53
sur,2007,74
sur,2008,72
sur,2009,70
sur,2010,67
sur,2011,100
sur,2012,100
sur,2013,100
sur,2014,100
sur,2015,100
sur,2016,100
sur,2017,95
sur,2018,94
sur,2019,93
sur,2020,100
swz,2000,0
swz,2001,0
swz,2002,1
swz,2003,2
swz,2004,9
swz,2005,15
swz,2006,70
swz,2007,71
swz,2008,70
swz,2009,67
swz,2010,68
swz,2011,87
swz,2012,87
swz,2013,89
swz,2014,83
swz,2015,90
swz,2016,93
swz,2017,85
swz,2018,99
swz,2019,100
swz,2020,95
tcd,2000,0
tcd,2001,0
tcd,2002,0
tcd,2003,0
tcd,2004,0
tcd,2005,0
tcd,2006,3
tcd,2007,4
tcd,2008,9
tcd,2009,12
tcd,2010,19
tcd,2011,23
tcd,2012,31
tcd,2013,53
tcd,2014,76
tcd,2015,59
tcd,2016,56
tcd,2017,62
tcd,2018,76
tcd,2019,87
tcd,2020,87
tgo,2000,0
tgo,2001,0
tgo,2002,0
tgo,2003,1
tgo,2004,2
tgo,2005,4
tgo,2006,8
tgo,2007,9
tgo,2008,15
tgo,2009,20
tgo,2010,29
tgo,2011,59
tgo,2012,64
tgo,2013,66
tgo,2014,68
tgo,2015,72
tgo,2016,78
tgo,2017,64
tgo,2018,72
tgo,2019,73
