geo,time,nv_ind_manf_kd_zg
blr,2020,0.1
blz,1971,15.27786
blz,1972,10.04025
blz,1973,12.40863
blz,1974,16.88327
blz,1975,1.9443
blz,1976,-2.99712
blz,1977,20.78656
blz,1978,4.65111
blz,1979,-5.11116
blz,1980,81.49924
blz,1981,4.11978
blz,1982,-1.24151
blz,1983,-1.11242
blz,1984,-8.54216
blz,1985,1
blz,1986,2.55446
blz,1987,6.75806
blz,1988,-0.6059
blz,1989,10.96352
blz,1990,10.21646
blz,1991,4.12717
blz,1992,10.68558
blz,1993,4.02691
blz,1994,-1.66009
blz,1995,-3.37802
blz,1996,-0.12649
blz,1997,3.86923
blz,1998,-3.62946
blz,1999,6.82918
blz,2000,24.34385
blz,2001,0.0431
blz,2002,1.65285
blz,2003,-0.28383
blz,2004,12.38153
blz,2005,0.41067
blz,2006,30.46443
blz,2007,3.24067
blz,2008,4.37231
blz,2009,28.09795
blz,2010,-8.18912
blz,2011,-2.5937
blz,2012,-7.5671
blz,2013,-19.38716
blz,2014,-7.49683
blz,2015,-14.65218
blz,2016,-7.53825
blz,2017,1.23347
blz,2018,2.43682
blz,2019,4.30522
blz,2020,-11.49058
bmu,2011,-8.58632
bmu,2012,-16.7238
bmu,2013,-32.85944
bmu,2014,-0.27814
bmu,2015,-3.443
bmu,2016,2.39168
bmu,2017,6.4068
bmu,2018,-2.47171
bmu,2019,-0.03508
bol,1961,0.20964
bol,1962,10.66946
bol,1963,6.62983
bol,1964,8.91192
bol,1965,9.22931
bol,1966,12.36934
bol,1967,4.10853
bol,1968,2.53165
bol,1969,7.77052
bol,1970,5.39084
bol,1971,3.58065
bol,1972,8.09184
bol,1973,4.98807
bol,1974,11.31318
bol,1975,6.10619
bol,1976,8.33387
bol,1977,6.94658
bol,1978,4.55175
bol,1979,-1.60479
bol,1980,-3.25116
bol,1981,-7.2072
bol,1982,-14.24774
bol,1983,-0.01639
bol,1984,1.4054
bol,1985,-6.25593
bol,1986,1.33045
bol,1987,2.50291
bol,1988,-0.67856
bol,1989,4.99293
bol,1990,7.78434
bol,1991,4.81997
bol,1992,0.07804
bol,1993,4.08008
bol,1994,5.41209
bol,1995,6.79375
bol,1996,4.86444
bol,1997,2.02044
bol,1998,2.48492
bol,1999,2.92549
bol,2000,1.7901
bol,2001,2.68728
bol,2002,0.25064
bol,2003,3.80631
bol,2004,5.58061
bol,2005,3.00424
bol,2006,8.09249
bol,2007,6.09059
bol,2008,3.66015
bol,2009,4.81062
bol,2010,2.58932
bol,2011,3.67502
bol,2012,4.74534
bol,2013,6.08525
bol,2014,4.03215
bol,2015,4.5766
bol,2016,6.18483
bol,2017,3.28697
bol,2018,5.51618
bol,2019,3.19377
bol,2020,-8.35077
bra,1991,0.14938
bra,1992,-4.14575
bra,1993,8.30967
bra,1994,6.95405
bra,1995,1.99422
bra,1996,0.08022
bra,1997,2.49341
bra,1998,-4.84114
bra,1999,-1.8626
bra,2000,5.68958
bra,2001,0.71339
bra,2002,2.093
bra,2003,2.65937
bra,2004,9.08282
bra,2005,2.24271
bra,2006,1.2336
bra,2007,6.14131
bra,2008,4.14955
bra,2009,-9.26396
bra,2010,9.19003
bra,2011,2.24718
bra,2012,-2.37869
bra,2013,3.0133
bra,2014,-4.68703
bra,2015,-8.48427
bra,2016,-4.76702
bra,2017,2.30954
bra,2018,1.3928
bra,2019,-0.03552
bra,2020,-4.27161
brb,1976,16.90889
brb,1977,3.17141
brb,1978,9.14519
brb,1979,1.71679
brb,1980,2.19976
brb,1981,-3.6109
brb,1982,-5.36105
brb,1983,2.54335
brb,1984,1.91657
brb,1985,-9.51327
brb,1986,5.13447
brb,1987,-6.62791
brb,1988,6.72478
brb,1989,5.36756
brb,1990,-2.65781
brb,1991,-4.66439
brb,1992,-7.39858
brb,1993,1.1598
brb,1994,-1.40128
brb,1995,5.16796
brb,1996,6.38821
brb,1997,4.84989
brb,1998,-19.38326
brb,1999,-5.32787
brb,2000,-2.4531
brb,2001,-9.76331
brb,2002,0.98361
brb,2003,-1.62339
brb,2004,2.14523
brb,2005,2.10016
brb,2006,8.37374
brb,2007,-4.03009
brb,2008,-0.29591
brb,2009,-16.01228
brb,2010,-7.34927
brb,2011,-0.60663
brb,2012,-4.03085
brb,2013,-2.68166
brb,2014,-4.33264
brb,2015,4.79121
brb,2016,-1.25935
brb,2017,1.58073
brb,2018,0.51894
brb,2019,-3.3888
brn,1990,-0.88052
brn,1991,3.49262
brn,1992,0.86869
brn,1993,-1.83711
brn,1994,7.66817
brn,1995,9.67422
brn,1996,-0.22897
brn,1997,0.06753
brn,1998,7.1015
brn,1999,2.55214
brn,2000,3.11295
brn,2001,0.13742
brn,2002,6.84727
brn,2003,2.98262
brn,2004,-1.12688
brn,2005,-1.95892
brn,2006,0.80878
brn,2007,-3.06182
brn,2008,2.80289
brn,2009,-9.78599
brn,2010,1.55483
brn,2011,6.49275
brn,2012,-1.978
brn,2013,-1.50073
brn,2014,-6.78033
brn,2015,2.39971
brn,2016,-0.71353
brn,2017,9.04154
brn,2018,-0.58825
brn,2019,5.88046
brn,2020,23.89348
btn,1981,145.625
btn,1982,-12.9771
btn,1983,13.15789
btn,1984,3.10078
btn,1985,-7.01754
btn,1986,-3.77358
btn,1987,54.06162
btn,1988,2.72727
btn,1989,50.44248
btn,1990,-2.85086
btn,1991,-3.44029
btn,1992,4.2928
btn,1993,1.93088
btn,1994,20.66494
btn,1995,22.98343
btn,1996,11.53697
btn,1997,7.14757
btn,1998,0.00313
btn,1999,4.85356
btn,2000,2.69951
btn,2001,12.46513
btn,2002,1.90049
btn,2003,6.0393
btn,2004,4.45995
btn,2005,7.75423
btn,2006,11.48491
btn,2007,25.03729
btn,2008,8.50765
btn,2009,6.88028
btn,2010,20.18329
btn,2011,7.29848
btn,2012,6.79294
btn,2013,-5.25355
btn,2014,9.15907
btn,2015,4.41421
btn,2016,2.4231
btn,2017,6.45749
btn,2018,2.60833
btn,2019,-0.0052
btn,2020,-20.76083
bwa,1966,-9.44305
bwa,1967,9.09094
bwa,1968,-9.31378
bwa,1969,-4.59461
bwa,1970,19.83006
bwa,1971,26.24117
bwa,1972,27.15353
bwa,1973,17.67304
bwa,1974,58.0726
bwa,1975,36.02344
bwa,1976,17.40066
bwa,1977,0.15248
bwa,1978,12.21072
bwa,1979,-5.02036
bwa,1980,-12.82856
bwa,1981,21.2717
bwa,1982,11.27029
bwa,1983,-2.67185
bwa,1984,-8.48516
bwa,1985,8.12653
bwa,1986,20.05045
bwa,1987,26.13445
bwa,1988,31.52897
bwa,1989,11.73864
bwa,1990,3.26382
bwa,1991,8.30773
bwa,1992,3.08035
bwa,1993,-8.57201
bwa,1994,3.4306
bwa,1995,17.38354
bwa,1996,20.66978
bwa,1997,19.48235
bwa,1998,4.64435
bwa,1999,1.09181
bwa,2000,-1.07646
bwa,2001,1.07015
bwa,2002,1.35472
bwa,2003,-9.95204
bwa,2004,-0.18869
bwa,2005,1.84459
bwa,2006,20.00948
bwa,2007,25.69643
bwa,2008,-2.56553
bwa,2009,5.00971
bwa,2010,3.90924
bwa,2011,11.35093
bwa,2012,3.70604
bwa,2013,6.53381
bwa,2014,0.50558
bwa,2015,-15.5215
bwa,2016,4.95602
bwa,2017,-2.16133
bwa,2018,-1.16428
bwa,2019,4.52048
bwa,2020,-14.90423
caf,2010,4.93015
caf,2011,16.91292
caf,2012,10.9915
caf,2013,-43.84009
caf,2014,-12.52092
caf,2015,14.21684
caf,2016,4.19348
caf,2017,1.02826
caf,2018,-0.9136
caf,2019,3
caf,2020,8.68124
can,1998,5.04735
can,1999,7.98351
can,2000,9.06142
can,2001,-3.64553
can,2002,1.83568
can,2003,-1.28315
can,2004,2.42997
can,2005,2.00805
can,2006,-1.61329
can,2007,-3.01357
can,2008,-5.34331
can,2009,-13.78953
can,2010,4.82885
can,2011,3.46943
can,2012,1.45739
can,2013,-0.32771
can,2014,2.97222
can,2015,0.56675
can,2016,-0.009
can,2017,1.94484
can,2018,3.05964
can,2019,-0.17932
can,2020,-9.68538
che,1991,0.46029
che,1992,0.11052
che,1993,-0.01381
che,1994,3.17643
che,1995,-0.48015
che,1996,0.74541
che,1997,3.17532
che,1998,2.2128
che,1999,1.40453
che,2000,2.02214
che,2001,5.67273
che,2002,2.26169
che,2003,-0.33072
che,2004,1.61755
che,2005,4.80335
che,2006,6.52202
che,2007,5.22731
che,2008,3.19117
che,2009,-12.25428
che,2010,7.2399
che,2011,9.04216
che,2012,-2.45483
che,2013,2.23914
che,2014,1.84107
che,2015,0.70694
che,2016,4.4171
che,2017,4.83445
che,2018,5.09495
che,2019,2.99112
che,2020,-2.96988
chl,1961,7.42875
chl,1962,9.44058
chl,1963,3.93735
chl,1964,5.07712
chl,1965,4.41295
chl,1966,12.58619
chl,1967,2.86637
chl,1968,3.23803
chl,1969,2.68412
chl,1970,1.97943
chl,1971,13.57707
chl,1972,2.23666
chl,1973,-7.7285
chl,1974,-2.55253
chl,1975,-25.46648
chl,1976,6.01599
chl,1977,8.48851
chl,1978,9.26743
chl,1979,7.9037
chl,1980,6.17401
chl,1981,2.55834
chl,1982,-20.95698
chl,1983,3.09764
chl,1984,8.89303
chl,1985,2.68625
chl,1986,7.61885
chl,1987,5.27667
chl,1988,8.81257
chl,1989,10.95174
chl,1990,0.98687
chl,1991,5.33717
chl,1992,11.41386
chl,1993,7.25519
chl,1994,4.08181
chl,1995,7.53374
chl,1996,3.21403
chl,1997,5.53111
chl,1998,1.22292
chl,1999,-0.71721
chl,2000,6.20463
chl,2001,-0.59812
chl,2002,2.28204
chl,2003,1.11992
chl,2004,6.60079
chl,2005,3.25728
chl,2006,5.14135
chl,2007,2.60242
chl,2008,1.26436
chl,2009,-6.01648
chl,2010,3.26809
chl,2011,7.8865
chl,2012,3.33094
chl,2013,2.03219
chl,2014,-0.70977
chl,2015,0.19639
chl,2016,-1.06233
chl,2017,1.0727
chl,2018,3.77824
chl,2019,0.39323
chl,2020,-3.04184
civ,2009,-0.33282
civ,2010,-0.9565
civ,2011,-13.36742
civ,2012,15.37738
civ,2013,12.50762
civ,2014,4.16985
civ,2015,9.62598
civ,2016,-10.67236
civ,2017,11.60215
civ,2018,12.70739
cmr,1966,5.08984
cmr,1967,1.94367
cmr,1968,13.649
cmr,1969,13.48029
cmr,1970,3.02373
cmr,1971,13.62694
cmr,1972,1.29142
cmr,1973,0.18223
cmr,1974,1.81797
cmr,1975,8.21447
cmr,1976,6.43554
cmr,1977,13.48841
cmr,1978,15.30064
cmr,1979,3.61193
cmr,1980,9.52255
cmr,1981,32.55439
cmr,1982,34.63222
cmr,1983,6.64198
cmr,1984,1.69363
cmr,1985,0.59678
cmr,1986,2.36534
cmr,1987,-1.43871
cmr,1988,2
cmr,1989,2
cmr,1990,-7.27746
cmr,1991,0.50796
cmr,1992,2.72395
cmr,1993,-16.61803
cmr,1994,1.36873
cmr,1995,-4.27134
cmr,1996,5.02532
cmr,1997,-2.58321
cmr,1998,9.11696
cmr,1999,1.97451
cmr,2000,5.9892
cmr,2001,12.26162
cmr,2002,14.75979
cmr,2003,7.5788
cmr,2004,6.26183
cmr,2005,1.28655
cmr,2006,7.43296
cmr,2007,6.0486
cmr,2008,-2.50523
cmr,2009,5.29801
cmr,2010,1.62051
cmr,2011,10.84938
cmr,2012,6.93586
cmr,2013,4.00817
cmr,2014,2.41579
cmr,2015,4.26179
cmr,2016,4.64046
cmr,2017,3.06694
cmr,2018,3.55059
cmr,2019,1.17343
cmr,2020,2.19125
cod,1969,10.66894
cod,1970,-7.73476
cod,1971,5.67568
cod,1972,4.76234
cod,1973,8.85838
cod,1974,8.24554
cod,1975,-8.90079
cod,1976,-7.93185
cod,1977,-2.11673
cod,1978,-12.65785
cod,1979,-5.78777
cod,1980,3.51578
cod,1981,1.54954
cod,1982,-1.5243
cod,1983,2.88611
cod,1984,7.9872
cod,1985,5.79497
cod,1986,4.27162
cod,1987,2.39665
cod,1988,-2.23666
cod,1989,-4.08339
cod,1990,-14.64379
cod,1991,-21.48377
cod,1992,-27.55906
cod,1993,-12.22826
cod,1994,-7.43034
cod,1995,11.37124
cod,1996,-2.8
cod,1997,-21.8
cod,1998,-14.4
cod,1999,16.60001
cod,2000,-10.9
cod,2001,-14.13703
cod,2002,4.30976
cod,2003,-4.46525
cod,2004,4.31355
cod,2005,0.4201
cod,2006,-4.78996
cod,2007,7.15495
cod,2008,1.58206
cod,2009,-9.87251
cod,2010,-3.3153
cod,2011,1.7854
cod,2012,5.22141
cod,2013,10.05363
cod,2014,9.93557
cod,2015,13.73232
cod,2016,8.64552
cod,2017,2.47446
cod,2018,-0.84651
cod,2019,6.11251
cod,2020,-7.20768
cog,1979,0
cog,1980,16.21607
cog,1981,19.81754
cog,1982,6.56375
cog,1983,31.52169
cog,1984,6.06061
cog,1985,9.61039
cog,1986,-6.16111
cog,1987,0.7146
cog,1988,6.48898
cog,1989,1.24558
cog,1990,6.22595
cog,1991,3.6
cog,1992,-5
cog,1993,-1.8
cog,1994,-17.5
cog,1995,5.49888
cog,1996,0.9
cog,1997,-18.75
cog,1998,2.0362
cog,1999,-6.15164
cog,2000,13.2381
cog,2001,23.63331
cog,2002,17.0068
cog,2003,10.02907
cog,2004,8.45443
cog,2005,8.16078
