geo,time,sh_sta_suic_fe_p5
bfa,2014,4.1
bfa,2015,4
bfa,2016,3.9
bfa,2017,3.8
bfa,2018,3.7
bfa,2019,3.7
bgd,2000,3.3
bgd,2001,3.2
bgd,2002,3.1
bgd,2003,3
bgd,2004,2.8
bgd,2005,2.8
bgd,2006,2.9
bgd,2007,2.8
bgd,2008,2.6
bgd,2009,2.6
bgd,2010,2.4
bgd,2011,2.2
bgd,2012,2.2
bgd,2013,2
bgd,2014,1.8
bgd,2015,1.8
bgd,2016,1.7
bgd,2017,1.6
bgd,2018,1.6
bgd,2019,1.7
bgr,2000,10.1
bgr,2001,9
bgr,2002,8.5
bgr,2003,7.6
bgr,2004,7.2
bgr,2005,6.7
bgr,2006,5.9
bgr,2007,6.4
bgr,2008,6.7
bgr,2009,5.6
bgr,2010,5.9
bgr,2011,4.5
bgr,2012,5.6
bgr,2013,4.3
bgr,2014,4.9
bgr,2015,4.5
bgr,2016,4.5
bgr,2017,4.8
bgr,2018,4.3
bgr,2019,4.4
bhr,2000,2.3
bhr,2001,2.9
bhr,2002,3.2
bhr,2003,3.7
bhr,2004,3.7
bhr,2005,3.8
bhr,2006,3.4
bhr,2007,3.6
bhr,2008,3.4
bhr,2009,3.3
bhr,2010,3.1
bhr,2011,3
bhr,2012,2.7
bhr,2013,2.6
bhr,2014,2.6
bhr,2015,2.5
bhr,2016,2.4
bhr,2017,2.4
bhr,2018,2.4
bhr,2019,2.4
bhs,2000,1.1
bhs,2001,1.1
bhs,2002,0.8
bhs,2003,0.9
bhs,2004,1.3
bhs,2005,1.3
bhs,2006,1.4
bhs,2007,1.3
bhs,2008,1.3
bhs,2009,1.3
bhs,2010,1.3
bhs,2011,1.3
bhs,2012,1.2
bhs,2013,1.1
bhs,2014,1
bhs,2015,1.1
bhs,2016,1.1
bhs,2017,1.1
bhs,2018,1.2
bhs,2019,1.3
bih,2000,4
bih,2001,4.2
bih,2002,4.3
bih,2003,4.3
bih,2004,4.4
bih,2005,4.4
bih,2006,4.6
bih,2007,4.8
bih,2008,4.5
bih,2009,4.5
bih,2010,4.5
bih,2011,4.4
bih,2012,4.4
bih,2013,4.5
bih,2014,4.6
bih,2015,4.6
bih,2016,4.5
bih,2017,4.5
bih,2018,4.5
bih,2019,4.5
blr,2000,11.9
blr,2001,12
blr,2002,12.7
blr,2003,12.4
blr,2004,12.6
blr,2005,12.9
blr,2006,12.5
blr,2007,11.6
blr,2008,11.6
blr,2009,12
blr,2010,11.2
blr,2011,11.5
blr,2012,10
blr,2013,9.4
blr,2014,8.7
blr,2015,8.3
blr,2016,8.4
blr,2017,8.2
blr,2018,8.1
blr,2019,7.7
blz,2000,2.2
blz,2001,1.9
blz,2002,2
blz,2003,2
blz,2004,2
blz,2005,1.6
blz,2006,1.7
blz,2007,1.5
blz,2008,1.4
blz,2009,1.7
blz,2010,1.8
blz,2011,1.8
blz,2012,1.6
blz,2013,1.5
blz,2014,1.5
blz,2015,1.4
blz,2016,1.4
blz,2017,1.5
blz,2018,1.5
blz,2019,1.7
bol,2000,4.7
bol,2001,4.5
bol,2002,4.6
bol,2003,4.5
bol,2004,4.4
bol,2005,4.5
bol,2006,4.2
bol,2007,4.5
bol,2008,4.4
bol,2009,4.4
bol,2010,4.4
bol,2011,4.4
bol,2012,4.3
bol,2013,4.3
bol,2014,4.4
bol,2015,4.4
bol,2016,4.5
bol,2017,4.3
bol,2018,4.2
bol,2019,4.1
bra,2000,1.7
bra,2001,1.9
bra,2002,2.1
bra,2003,1.9
bra,2004,2
bra,2005,2.1
bra,2006,2.2
bra,2007,2.3
bra,2008,2.3
bra,2009,2.3
bra,2010,2.5
bra,2011,2.5
bra,2012,2.6
bra,2013,2.6
bra,2014,2.5
bra,2015,2.8
bra,2016,2.7
bra,2017,3
bra,2018,3.1
bra,2019,3
brb,2000,0.5
brb,2001,0.4
brb,2002,0.3
brb,2003,1.7
brb,2004,2
brb,2005,1.8
brb,2006,0.3
brb,2007,0.2
brb,2008,0.5
brb,2009,0.5
brb,2010,0.7
brb,2011,0.4
brb,2012,0.5
brb,2013,0
brb,2014,0.3
brb,2015,0.3
brb,2016,0.3
brb,2017,0.3
brb,2018,0.3
brb,2019,0.3
brn,2000,0.6
brn,2001,0.3
brn,2002,0.4
brn,2003,0.4
brn,2004,0.8
brn,2005,1.1
brn,2006,1.4
brn,2007,1.6
brn,2008,1.3
brn,2009,1.3
brn,2010,0.7
brn,2011,0
brn,2012,0.6
brn,2013,1.1
brn,2014,1.4
brn,2015,0.7
brn,2016,0.5
brn,2017,0.8
brn,2018,0.8
brn,2019,0.8
btn,2000,3.5
btn,2001,3.5
btn,2002,3.2
btn,2003,3.1
btn,2004,3
btn,2005,2.9
btn,2006,2.9
btn,2007,2.7
btn,2008,2.6
btn,2009,2.5
btn,2010,2.4
btn,2011,2.4
btn,2012,2.5
btn,2013,2.5
btn,2014,2.5
btn,2015,2.6
btn,2016,2.6
btn,2017,2.7
btn,2018,2.7
btn,2019,2.7
bwa,2000,18.3
bwa,2001,18.1
bwa,2002,17.3
bwa,2003,16.6
bwa,2004,16.6
bwa,2005,17.7
bwa,2006,16.2
bwa,2007,15.5
bwa,2008,14.3
bwa,2009,10.1
bwa,2010,8.5
bwa,2011,8.8
bwa,2012,8.3
bwa,2013,7.9
bwa,2014,8.6
bwa,2015,8.3
bwa,2016,7.8
bwa,2017,7.5
bwa,2018,7.3
bwa,2019,6.4
caf,2000,9.4
caf,2001,8.7
caf,2002,8.6
caf,2003,8.1
caf,2004,7.6
caf,2005,7.2
caf,2006,7.5
caf,2007,7.2
caf,2008,6.9
caf,2009,7.4
caf,2010,7.4
caf,2011,7.1
caf,2012,6.6
caf,2013,6.3
caf,2014,5.9
caf,2015,5.9
caf,2016,5.4
caf,2017,5.4
caf,2018,5.3
caf,2019,5.2
can,2000,5.7
can,2001,5.9
can,2002,5.7
can,2003,6.2
can,2004,6.1
can,2005,6.2
can,2006,5.7
can,2007,6.1
can,2008,6.1
can,2009,5.9
can,2010,6.4
can,2011,6.1
can,2012,6.2
can,2013,6.4
can,2014,6.8
can,2015,6.9
can,2016,6.2
can,2017,6.4
can,2018,6.2
can,2019,6.1
che,2000,12.4
che,2001,12.2
che,2002,14.1
che,2003,13.2
che,2004,12.6
che,2005,12.6
che,2006,13.4
che,2007,13.5
che,2008,13.4
che,2009,9.3
che,2010,9.2
che,2011,9.2
che,2012,9.3
che,2013,9.3
che,2014,9.7
che,2015,9.5
che,2016,8.4
che,2017,8.9
che,2018,9
che,2019,9
chl,2000,2.9
chl,2001,2.9
chl,2002,3
chl,2003,3
chl,2004,3.1
chl,2005,3.2
chl,2006,3.4
chl,2007,4.2
chl,2008,4.8
chl,2009,5
chl,2010,4.4
chl,2011,4.2
chl,2012,3.8
chl,2013,3.6
chl,2014,3.5
chl,2015,4.1
chl,2016,3.4
chl,2017,3.2
chl,2018,3.2
chl,2019,3.2
chn,2000,14.7
chn,2001,12.8
chn,2002,11.4
chn,2003,11.8
chn,2004,12.3
chn,2005,11.9
chn,2006,11.2
chn,2007,10.4
chn,2008,9.8
chn,2009,9.3
chn,2010,8.7
chn,2011,8.1
chn,2012,7.4
chn,2013,7
chn,2014,6.7
chn,2015,6.4
chn,2016,6.3
chn,2017,6.3
chn,2018,6.3
chn,2019,6.2
civ,2000,5.2
civ,2001,4.8
civ,2002,4.5
civ,2003,4.4
civ,2004,4
civ,2005,3.8
civ,2006,4.2
civ,2007,4.2
civ,2008,3.8
civ,2009,4.2
civ,2010,4.5
civ,2011,3.9
civ,2012,3.9
civ,2013,3.8
civ,2014,3.5
civ,2015,3.3
civ,2016,3.1
civ,2017,2.9
civ,2018,2.8
civ,2019,2.8
cmr,2000,5.8
cmr,2001,5.9
cmr,2002,5.7
cmr,2003,5.7
cmr,2004,5.6
cmr,2005,6.1
cmr,2006,6.2
cmr,2007,5.8
cmr,2008,5.7
cmr,2009,5.7
cmr,2010,5.5
cmr,2011,5.4
cmr,2012,5
cmr,2013,5.3
cmr,2014,5.2
cmr,2015,4.8
cmr,2016,4.5
cmr,2017,4.3
cmr,2018,4.3
cmr,2019,4.4
cod,2000,3.3
cod,2001,3.3
cod,2002,3.3
cod,2003,3.4
cod,2004,3.4
cod,2005,3.4
cod,2006,3.4
cod,2007,3.3
cod,2008,3.3
cod,2009,3.3
cod,2010,3.2
cod,2011,3.1
cod,2012,3
cod,2013,2.9
cod,2014,2.9
cod,2015,2.8
cod,2016,2.8
cod,2017,2.7
cod,2018,2.8
cod,2019,2.8
cog,2000,8.9
cog,2001,7.7
cog,2002,7
cog,2003,6.7
cog,2004,6.9
cog,2005,6.8
cog,2006,7
cog,2007,6.6
cog,2008,6.3
cog,2009,6.7
cog,2010,6.4
cog,2011,5.9
cog,2012,6
cog,2013,5.3
cog,2014,5
cog,2015,4.2
cog,2016,4
cog,2017,3.9
cog,2018,3.6
cog,2019,3.5
col,2000,2.6
col,2001,2.5
col,2002,2.4
col,2003,2.5
col,2004,2.2
col,2005,2
col,2006,1.9
col,2007,1.9
col,2008,1.8
col,2009,1.8
col,2010,1.5
col,2011,1.5
col,2012,1.5
col,2013,1.5
col,2014,1.4
col,2015,1.9
col,2016,1.6
col,2017,1.9
col,2018,1.7
col,2019,1.8
com,2000,4.6
com,2001,4.6
com,2002,4.5
com,2003,4.4
com,2004,4.2
com,2005,4.1
com,2006,4.1
com,2007,3.9
com,2008,3.9
com,2009,3.8
com,2010,4.1
com,2011,3.9
com,2012,3.9
com,2013,3.8
com,2014,3.9
com,2015,3.9
com,2016,3.9
com,2017,3.8
com,2018,3.8
com,2019,3.8
cpv,2000,4.8
cpv,2001,4.8
cpv,2002,4.7
cpv,2003,4.6
cpv,2004,4.6
cpv,2005,4.5
cpv,2006,4.8
cpv,2007,4.7
cpv,2008,4.8
cpv,2009,4.9
cpv,2010,4.9
cpv,2011,4.8
cpv,2012,5
cpv,2013,5
cpv,2014,4.8
cpv,2015,4.8
cpv,2016,4.7
cpv,2017,4.6
cpv,2018,4.5
cpv,2019,4.5
cri,2000,1.5
cri,2001,1.5
cri,2002,2
cri,2003,2.6
cri,2004,2.3
cri,2005,2
cri,2006,2.8
cri,2007,1.9
cri,2008,1.6
cri,2009,1.8
cri,2010,2
cri,2011,2.4
cri,2012,1.9
cri,2013,1.8
cri,2014,1.9
cri,2015,2.3
cri,2016,2.3
cri,2017,2.3
cri,2018,2.2
cri,2019,2
cub,2000,9.8
cub,2001,8.3
cub,2002,8.4
cub,2003,6.8
cub,2004,6.9
cub,2005,6.5
cub,2006,5.1
cub,2007,5
cub,2008,5.8
cub,2009,6.2
cub,2010,6.1
cub,2011,5.9
cub,2012,5.4
cub,2013,5.6
cub,2014,5.7
cub,2015,5.6
cub,2016,5.4
cub,2017,6.3
cub,2018,5.9
cub,2019,6
cyp,2000,1.3
cyp,2001,1.3
cyp,2002,1.3
cyp,2003,1.3
cyp,2004,0.4
cyp,2005,1.3
cyp,2006,2.3
cyp,2007,1.5
cyp,2008,3.2
cyp,2009,1.4
cyp,2010,2.1
cyp,2011,1
cyp,2012,0.9
cyp,2013,1.3
cyp,2014,3.1
cyp,2015,2.1
cyp,2016,1.2
cyp,2017,1
cyp,2018,1.8
cyp,2019,1.3
cze,2000,6.8
cze,2001,6.4
cze,2002,6.2
cze,2003,6.9
cze,2004,6
cze,2005,5.8
cze,2006,5.4
cze,2007,4.8
cze,2008,5.3
cze,2009,4.8
cze,2010,5.1
cze,2011,5.2
cze,2012,5.6
cze,2013,5.7
cze,2014,5.9
cze,2015,5
cze,2016,5
cze,2017,5.7
cze,2018,5.1
cze,2019,4.8
deu,2000,7.6
deu,2001,7.7
deu,2002,7.9
deu,2003,7.7
deu,2004,7.2
deu,2005,7
deu,2006,6.6
deu,2007,6.3
deu,2008,6.4
deu,2009,6.4
deu,2010,6.8
deu,2011,6.7
deu,2012,7
deu,2013,7.2
deu,2014,6.9
deu,2015,7.3
deu,2016,6.8
deu,2017,6.6
deu,2018,6.8
deu,2019,6.2
dji,2000,4.7
dji,2001,4.6
dji,2002,4.9
dji,2003,5
dji,2004,5.1
dji,2005,5.1
dji,2006,4.9
dji,2007,5
dji,2008,5.1
dji,2009,5.3
dji,2010,5.6
dji,2011,5.7
dji,2012,5.7
dji,2013,6
dji,2014,6.1
dji,2015,6.1
dji,2016,6.2
dji,2017,6.4
dji,2018,6.5
dji,2019,6.4
dnk,2000,8.8
dnk,2001,10
dnk,2002,9.4
dnk,2003,7.7
dnk,2004,9.6
dnk,2005,9.5
dnk,2006,9.4
dnk,2007,8.8
dnk,2008,9
dnk,2009,6.5
dnk,2010,7.2
dnk,2011,7.1
dnk,2012,6.9
dnk,2013,6.9
dnk,2014,6.7
dnk,2015,7.2
dnk,2016,6.1
dnk,2017,7.1
dnk,2018,7
dnk,2019,6.5
dom,2000,1.3
dom,2001,1.4
dom,2002,1.6
dom,2003,1.7
dom,2004,1.8
dom,2005,1.8
dom,2006,1.6
dom,2007,1.7
dom,2008,1.7
dom,2009,1.8
dom,2010,1.7
dom,2011,1.8
dom,2012,1.9
dom,2013,2
dom,2014,2.2
dom,2015,2.4
dom,2016,2.3
dom,2017,2.1
dom,2018,2
dom,2019,1.8
dza,2000,3.4
dza,2001,3.4
dza,2002,3.3
dza,2003,3.1
dza,2004,3
dza,2005,2.8
dza,2006,2.7
dza,2007,2.6
dza,2008,2.5
dza,2009,2.3
dza,2010,2.2
dza,2011,2.2
dza,2012,2.1
dza,2013,2.1
dza,2014,2
dza,2015,2
dza,2016,1.9
dza,2017,1.9
dza,2018,1.9
dza,2019,1.8
ecu,2000,4.3
ecu,2001,4.6
ecu,2002,5.1
ecu,2003,5.2
ecu,2004,5.6
ecu,2005,5.7
ecu,2006,6
ecu,2007,5.7
ecu,2008,5.7
ecu,2009,5.6
ecu,2010,5.5
ecu,2011,5.3
ecu,2012,5.2
ecu,2013,4.9
ecu,2014,4.5
ecu,2015,4.3
ecu,2016,4.3
ecu,2017,4.3
ecu,2018,3.9
ecu,2019,3.6
egy,2000,2.4
egy,2001,2.4
egy,2002,2.4
egy,2003,2.4
egy,2004,2.3
egy,2005,2.3
egy,2006,2.3
egy,2007,2.2
egy,2008,2.2
egy,2009,2.2
egy,2010,2.3
egy,2011,2.2
egy,2012,2.3
egy,2013,2.1
egy,2014,2.1
egy,2015,2.2
egy,2016,2.1
egy,2017,2
egy,2018,2
egy,2019,2
eri,2000,6.1
eri,2001,5.9
eri,2002,5.9
eri,2003,5.5
eri,2004,5.6
eri,2005,5.7
eri,2006,5.9
eri,2007,5.8
eri,2008,6.2
eri,2009,6.1
eri,2010,5.9
eri,2011,5.8
eri,2012,5.7
eri,2013,5.6
eri,2014,5.5
eri,2015,5.5
eri,2016,5.4
eri,2017,5.4
eri,2018,5.3
eri,2019,5.2
esp,2000,4.2
esp,2001,3.9
esp,2002,4.1
esp,2003,4.1
esp,2004,4.2
esp,2005,4
esp,2006,3.5
esp,2007,3.7
esp,2008,3.6
esp,2009,3.5
esp,2010,3.1
esp,2011,3.4
esp,2012,3.6
esp,2013,4.2
esp,2014,4.3
esp,2015,4.1
esp,2016,4.1
esp,2017,4.3
esp,2018,4.1
esp,2019,4.2
est,2000,12.6
est,2001,11.8
est,2002,10.2
est,2003,9.3
est,2004,8.9
est,2005,8.2
est,2006,8.8
est,2007,7.1
est,2008,7.9
est,2009,7.3
est,2010,6.6
est,2011,5.9
est,2012,7.6
est,2013,7.2
est,2014,7.2
est,2015,5.4
est,2016,6.2
est,2017,8.1
est,2018,7.1
est,2019,6.5
eth,2000,6.1
eth,2001,6
eth,2002,5.8
eth,2003,5.7
eth,2004,5.5
eth,2005,5.4
eth,2006,5.2
eth,2007,5.1
eth,2008,5
eth,2009,4.8
eth,2010,4.4
eth,2011,4.1
eth,2012,3.6
eth,2013,3.2
eth,2014,3.2
eth,2015,3.2
eth,2016,3.1
eth,2017,3.1
eth,2018,3.1
eth,2019,3.1
fin,2000,12.2
fin,2001,10.9
fin,2002,11
fin,2003,10.6
fin,2004,9.8
fin,2005,10.7
fin,2006,10.5
fin,2007,9.6
fin,2008,9.5
fin,2009,10.9
fin,2010,9.3
fin,2011,8.2
fin,2012,8.4
fin,2013,8.7
fin,2014,7.5
fin,2015,6.6
fin,2016,7
fin,2017,8.7
fin,2018,8
fin,2019,7.6
fji,2000,7.8
fji,2001,7.5
fji,2002,7.6
fji,2003,7.2
fji,2004,6.8
fji,2005,6.6
fji,2006,6
fji,2007,5.9
fji,2008,6.3
fji,2009,6.4
fji,2010,6.2
fji,2011,6.1
fji,2012,6
fji,2013,5.9
fji,2014,5.8
fji,2015,5.7
fji,2016,5.7
fji,2017,5.8
fji,2018,5.7
fji,2019,5.7
fra,2000,11.7
fra,2001,11.3
fra,2002,11.9
fra,2003,11.6
fra,2004,11.5
fra,2005,11.1
fra,2006,10.6
fra,2007,10.4
fra,2008,10.4
fra,2009,10.4
fra,2010,10.4
fra,2011,9.9
fra,2012,9.7
fra,2013,9.4
fra,2014,8.8
fra,2015,8.4
fra,2016,8
fra,2017,8
fra,2018,7.8
fra,2019,7.6
fsm,2000,11.4
fsm,2001,11
fsm,2002,10.3
fsm,2003,10.5
fsm,2004,10.8
fsm,2005,11.1
fsm,2006,11.1
fsm,2007,11
fsm,2008,11
fsm,2009,11
fsm,2010,11
fsm,2011,11.3
fsm,2012,11.5
fsm,2013,11.6
fsm,2014,11.6
fsm,2015,12.2
fsm,2016,12
fsm,2017,12.3
fsm,2018,12.6
fsm,2019,12.7
gab,2000,5.3
gab,2001,5.1
gab,2002,4.6
gab,2003,4.5
gab,2004,4.1
gab,2005,4.1
gab,2006,4.7
gab,2007,4.3
gab,2008,4.5
gab,2009,3.8
gab,2010,3.6
gab,2011,3.4
gab,2012,2.7
gab,2013,2.5
gab,2014,3.1
gab,2015,3.1
gab,2016,2.7
gab,2017,2.6
gab,2018,2.5
gab,2019,2.4
gbr,2000,4.3
gbr,2001,3.9
gbr,2002,4.1
gbr,2003,4.1
gbr,2004,4.3
gbr,2005,4.1
gbr,2006,3.8
gbr,2007,3.6
gbr,2008,3.8
gbr,2009,3.7
gbr,2010,3.7
gbr,2011,3.9
gbr,2012,3.7
gbr,2013,3.8
gbr,2014,4
gbr,2015,4.4
gbr,2016,4.1
gbr,2017,4.1
gbr,2018,4.1
gbr,2019,4
geo,2000,2.8
geo,2001,2.7
geo,2002,3.4
geo,2003,3
geo,2004,3.1
geo,2005,2.5
geo,2006,2.3
geo,2007,2.4
geo,2008,2.7
geo,2009,3.4
geo,2010,2.9
geo,2011,3
geo,2012,2.9
geo,2013,3.1
geo,2014,3.5
geo,2015,3.6
geo,2016,3.5
geo,2017,3.1
geo,2018,3.1
geo,2019,3
gha,2000,1.8
gha,2001,1.9
gha,2002,1.9
gha,2003,2
gha,2004,2
gha,2005,2
gha,2006,2
gha,2007,2.1
gha,2008,2
gha,2009,2
gha,2010,2
gha,2011,1.8
gha,2012,1.8
gha,2013,1.7
gha,2014,1.6
gha,2015,1.5
gha,2016,1.4
gha,2017,1.3
gha,2018,1.2
gha,2019,1.2
gin,2000,4
gin,2001,3.9
gin,2002,4
gin,2003,4
gin,2004,4
gin,2005,4
gin,2006,4.3
gin,2007,4.5
gin,2008,4.5
gin,2009,4.6
gin,2010,4.8
gin,2011,5
gin,2012,5
gin,2013,5.1
gin,2014,4.9
gin,2015,5.1
gin,2016,5.1
gin,2017,5
gin,2018,4.8
gin,2019,4.9
gmb,2000,3.6
gmb,2001,3.6
gmb,2002,3.7
gmb,2003,3.7
gmb,2004,3.7
gmb,2005,3.7
gmb,2006,3.7
gmb,2007,3.6
gmb,2008,3.6
gmb,2009,3.5
gmb,2010,3.4
gmb,2011,3.5
gmb,2012,3.5
gmb,2013,3.5
gmb,2014,3.4
gmb,2015,3.3
gmb,2016,3.1
gmb,2017,3
gmb,2018,3
gmb,2019,3
gnb,2000,5
gnb,2001,4.9
gnb,2002,4.8
gnb,2003,4.7
gnb,2004,4.7
gnb,2005,4.6
gnb,2006,4.6
gnb,2007,4.6
gnb,2008,4.7
gnb,2009,4.6
gnb,2010,4.6
gnb,2011,4.5
gnb,2012,4.3
gnb,2013,4.4
gnb,2014,4.3
gnb,2015,4.1
gnb,2016,4.1
gnb,2017,4.1
gnb,2018,3.9
gnb,2019,3.9
gnq,2000,5.3
gnq,2001,5.1
gnq,2002,4.7
gnq,2003,4.9
gnq,2004,5
gnq,2005,5
gnq,2006,5.7
gnq,2007,5.8
gnq,2008,6.2
gnq,2009,6.9
gnq,2010,6.9
gnq,2011,6.5
gnq,2012,6.1
gnq,2013,5.7
gnq,2014,6.2
gnq,2015,7.1
gnq,2016,6.7
gnq,2017,5.9
gnq,2018,5.7
gnq,2019,6
grc,2000,1.5
grc,2001,0.9
grc,2002,1.2
grc,2003,1.2
grc,2004,1.2
grc,2005,1.4
grc,2006,1.2
grc,2007,1.1
grc,2008,1.2
grc,2009,1.1
grc,2010,0.7
grc,2011,1.5
grc,2012,1.7
grc,2013,2
grc,2014,2.2
grc,2015,2
grc,2016,1.6
grc,2017,2
grc,2018,1.9
grc,2019,1.9
grd,2000,0.5
grd,2001,0.7
grd,2002,0.5
grd,2003,0.5
grd,2004,0.7
grd,2005,0.6
grd,2006,1.4
grd,2007,0.6
grd,2008,0.7
grd,2009,0
grd,2010,0
grd,2011,0
grd,2012,0.6
grd,2013,0.6
grd,2014,1.1
grd,2015,0.5
grd,2016,1
grd,2017,0.5
grd,2018,0.6
grd,2019,0.7
gtm,2000,3.5
gtm,2001,3.8
gtm,2002,3.9
gtm,2003,3.9
gtm,2004,4
gtm,2005,4
gtm,2006,3.9
gtm,2007,3.5
gtm,2008,3.3
gtm,2009,3.5
gtm,2010,3.2
gtm,2011,3
gtm,2012,2.9
gtm,2013,2.9
gtm,2014,2.9
gtm,2015,2.9
gtm,2016,2.8
gtm,2017,2.7
gtm,2018,2.6
gtm,2019,2.6
guy,2000,13.8
guy,2001,14.9
guy,2002,13.5
guy,2003,15.5
guy,2004,14.7
guy,2005,14
guy,2006,14.6
guy,2007,14.6
guy,2008,14.1
guy,2009,18.3
guy,2010,15.2
guy,2011,14.5
guy,2012,15.7
guy,2013,17.4
guy,2014,13.9
guy,2015,16.2
guy,2016,16.4
guy,2017,16.7
guy,2018,17.1
guy,2019,17.4
hnd,2000,0.8
hnd,2001,0.8
