geo,time,sh_dyn_ncom_zs
caf,2019,36
can,2000,14.4
can,2001,14
can,2002,13.8
can,2003,13.5
can,2004,13.1
can,2005,12.7
can,2006,12.3
can,2007,12.2
can,2008,11.9
can,2009,11.5
can,2010,11.1
can,2011,10.8
can,2012,10.7
can,2013,10.5
can,2014,10.4
can,2015,10.3
can,2016,10.4
can,2017,10.1
can,2018,9.8
can,2019,9.6
che,2000,12.5
che,2001,12
che,2002,11.4
che,2003,11.5
che,2004,11
che,2005,10.8
che,2006,10.4
che,2007,10.4
che,2008,10.1
che,2009,9.8
che,2010,9.7
che,2011,9.4
che,2012,9.4
che,2013,9.1
che,2014,8.8
che,2015,8.8
che,2016,8.5
che,2017,8.2
che,2018,8.1
che,2019,7.9
chl,2000,14.3
chl,2001,14.7
chl,2002,14.2
chl,2003,14.4
chl,2004,13.9
chl,2005,13.7
chl,2006,13.4
chl,2007,13.5
chl,2008,12.9
chl,2009,13.1
chl,2010,12.9
chl,2011,12.7
chl,2012,12.5
chl,2013,12.3
chl,2014,11.9
chl,2015,11.6
chl,2016,11.1
chl,2017,10.6
chl,2018,10.3
chl,2019,10
chn,2000,23
chn,2001,22.7
chn,2002,22.7
chn,2003,22.7
chn,2004,22.5
chn,2005,21.8
chn,2006,20.7
chn,2007,20
chn,2008,19.6
chn,2009,19.3
chn,2010,19
chn,2011,18.7
chn,2012,18.3
chn,2013,17.7
chn,2014,17.2
chn,2015,16.8
chn,2016,16.6
chn,2017,16.3
chn,2018,16
chn,2019,15.9
civ,2000,28.1
civ,2001,27.7
civ,2002,27.2
civ,2003,27.1
civ,2004,26.8
civ,2005,26.4
civ,2006,26.7
civ,2007,26.5
civ,2008,25.6
civ,2009,25.8
civ,2010,26
civ,2011,25.5
civ,2012,25.3
civ,2013,25
civ,2014,24.3
civ,2015,23.6
civ,2016,22.9
civ,2017,22.3
civ,2018,22
civ,2019,21.7
cmr,2000,28
cmr,2001,28.2
cmr,2002,28.1
cmr,2003,28.2
cmr,2004,28.1
cmr,2005,28.7
cmr,2006,28.7
cmr,2007,28.2
cmr,2008,27.9
cmr,2009,27.7
cmr,2010,27.4
cmr,2011,27.2
cmr,2012,27
cmr,2013,26.7
cmr,2014,26.2
cmr,2015,25.5
cmr,2016,25
cmr,2017,24.4
cmr,2018,24.1
cmr,2019,23.9
cod,2000,28
cod,2001,27.9
cod,2002,27.5
cod,2003,27.9
cod,2004,27.8
cod,2005,27.5
cod,2006,27.3
cod,2007,26.8
cod,2008,26.8
cod,2009,27
cod,2010,26.7
cod,2011,26.3
cod,2012,25.9
cod,2013,25.3
cod,2014,24.8
cod,2015,24.3
cod,2016,23.9
cod,2017,23.7
cod,2018,24.1
cod,2019,24
cog,2000,35.7
cog,2001,33.6
cog,2002,31.8
cog,2003,30.9
cog,2004,30.6
cog,2005,29.8
cog,2006,29.3
cog,2007,28.8
cog,2008,28.3
cog,2009,28.2
cog,2010,27.6
cog,2011,27
cog,2012,27.1
cog,2013,26.4
cog,2014,25.8
cog,2015,24.6
cog,2016,24.2
cog,2017,23.6
cog,2018,23.1
cog,2019,22.6
col,2000,15.1
col,2001,14.5
col,2002,14.1
col,2003,14.1
col,2004,13.8
col,2005,13.5
col,2006,13.2
col,2007,12.6
col,2008,12.1
col,2009,11.3
col,2010,11.1
col,2011,10.5
col,2012,10.3
col,2013,10.2
col,2014,10.2
col,2015,10.3
col,2016,10.3
col,2017,10.2
col,2018,9.8
col,2019,9.7
com,2000,25.3
com,2001,24.7
com,2002,24
com,2003,23.2
com,2004,22.6
com,2005,22.3
com,2006,21.9
com,2007,21.9
com,2008,22
com,2009,21.4
com,2010,21.3
com,2011,21.2
com,2012,21.1
com,2013,21
com,2014,21.5
com,2015,21.4
com,2016,21.2
com,2017,21
com,2018,20.7
com,2019,20.6
cpv,2000,16.9
cpv,2001,16.8
cpv,2002,16.7
cpv,2003,16.5
cpv,2004,16.4
cpv,2005,16.4
cpv,2006,15.4
cpv,2007,15.1
cpv,2008,15
cpv,2009,15
cpv,2010,14.8
cpv,2011,14.9
cpv,2012,15.1
cpv,2013,15
cpv,2014,14.8
cpv,2015,14.8
cpv,2016,15.1
cpv,2017,15.2
cpv,2018,17.6
cpv,2019,17.4
cri,2000,12.9
cri,2001,12.8
cri,2002,11.9
cri,2003,11.9
cri,2004,12.1
cri,2005,11
cri,2006,11.3
cri,2007,10.1
cri,2008,10
cri,2009,9.8
cri,2010,11.1
cri,2011,10.3
cri,2012,10.3
cri,2013,10.1
cri,2014,9.7
cri,2015,9.8
cri,2016,10
cri,2017,10.2
cri,2018,9.6
cri,2019,9.5
cub,2000,18.2
cub,2001,18.7
cub,2002,17.5
cub,2003,17.7
cub,2004,17.4
cub,2005,17.5
cub,2006,17.3
cub,2007,17.3
cub,2008,17.3
cub,2009,17.1
cub,2010,17.3
cub,2011,16.3
cub,2012,16.3
cub,2013,16.5
cub,2014,16.6
cub,2015,16.6
cub,2016,16.3
cub,2017,16.8
cub,2018,16.5
cub,2019,16.6
cyp,2000,13.1
cyp,2001,13.4
cyp,2002,13.5
cyp,2003,13.4
cyp,2004,13.4
cyp,2005,12.7
cyp,2006,12.5
cyp,2007,11.8
cyp,2008,11.2
cyp,2009,10.8
cyp,2010,10.6
cyp,2011,10
cyp,2012,10.1
cyp,2013,9.8
cyp,2014,10
cyp,2015,9.7
cyp,2016,9.2
cyp,2017,8.8
cyp,2018,8.3
cyp,2019,8.2
cze,2000,22.5
cze,2001,21.6
cze,2002,21.4
cze,2003,21.2
cze,2004,20.4
cze,2005,19.7
cze,2006,19.1
cze,2007,18.7
cze,2008,18.3
cze,2009,18.1
cze,2010,17.8
cze,2011,17.4
cze,2012,16.9
cze,2013,16.7
cze,2014,15.7
cze,2015,15.6
cze,2016,15
cze,2017,14.9
cze,2018,14.8
cze,2019,14.3
deu,2000,16.1
deu,2001,15.5
deu,2002,15.3
deu,2003,15
deu,2004,14.4
deu,2005,14.1
deu,2006,13.6
deu,2007,13.5
deu,2008,13.3
deu,2009,13.2
deu,2010,13
deu,2011,12.8
deu,2012,12.6
deu,2013,12.8
deu,2014,12.4
deu,2015,12.6
deu,2016,12.4
deu,2017,12.1
deu,2018,12.2
deu,2019,12.1
dji,2000,23.6
dji,2001,23.1
dji,2002,23.2
dji,2003,23.1
dji,2004,23.3
dji,2005,23.1
dji,2006,22.7
dji,2007,22.5
dji,2008,22.4
dji,2009,22.4
dji,2010,22.5
dji,2011,22.5
dji,2012,22.5
dji,2013,22.6
dji,2014,22.4
dji,2015,22.3
dji,2016,22.3
dji,2017,22.3
dji,2018,22.2
dji,2019,22
dnk,2000,18.4
dnk,2001,17.9
dnk,2002,17.3
dnk,2003,16.5
dnk,2004,15.8
dnk,2005,15.1
dnk,2006,15.1
dnk,2007,14.7
dnk,2008,14.1
dnk,2009,13.9
dnk,2010,13.5
dnk,2011,12.9
dnk,2012,12.7
dnk,2013,12.3
dnk,2014,12.3
dnk,2015,11.9
dnk,2016,11.9
dnk,2017,11.2
dnk,2018,11.3
dnk,2019,10.8
dom,2000,14.3
dom,2001,13.7
dom,2002,13.8
dom,2003,14.6
dom,2004,14.9
dom,2005,15.3
dom,2006,16.4
dom,2007,16.8
dom,2008,16.9
dom,2009,17.1
dom,2010,16.7
dom,2011,17.2
dom,2012,18.2
dom,2013,19.3
dom,2014,20.8
dom,2015,21.5
dom,2016,21.7
dom,2017,21
dom,2018,20
dom,2019,19.1
dza,2000,17.6
dza,2001,17.3
dza,2002,17.1
dza,2003,17
dza,2004,16.8
dza,2005,16.6
dza,2006,16.3
dza,2007,16
dza,2008,15.7
dza,2009,15.5
dza,2010,15.2
dza,2011,15
dza,2012,14.8
dza,2013,14.5
dza,2014,14.3
dza,2015,14.3
dza,2016,14.2
dza,2017,14.1
dza,2018,13.9
dza,2019,13.9
ecu,2000,12.8
ecu,2001,13
ecu,2002,13.9
ecu,2003,13.7
ecu,2004,14
ecu,2005,14.4
ecu,2006,14.4
ecu,2007,13.9
ecu,2008,14
ecu,2009,13.6
ecu,2010,13.1
ecu,2011,12.9
ecu,2012,12.8
ecu,2013,12.4
ecu,2014,11.9
ecu,2015,11.7
ecu,2016,11.9
ecu,2017,11.4
ecu,2018,11.3
ecu,2019,11
egy,2000,27
egy,2001,28.3
egy,2002,28.9
egy,2003,29.5
egy,2004,29.3
egy,2005,29
egy,2006,29.4
egy,2007,29.1
egy,2008,29.4
egy,2009,29.9
egy,2010,29.9
egy,2011,29.2
egy,2012,30
egy,2013,28.8
egy,2014,29.2
egy,2015,30.4
egy,2016,29.4
egy,2017,28.1
egy,2018,28.3
egy,2019,28
eri,2000,32.9
eri,2001,32.1
eri,2002,31.8
eri,2003,30.8
eri,2004,30.9
eri,2005,30.8
eri,2006,30.7
eri,2007,30.3
eri,2008,30.4
eri,2009,30
eri,2010,29.6
eri,2011,29.3
eri,2012,28.9
eri,2013,28.6
eri,2014,28.3
eri,2015,28.1
eri,2016,27.7
eri,2017,27.4
eri,2018,27.2
eri,2019,26.8
esp,2000,13.7
esp,2001,13.3
esp,2002,13.1
esp,2003,13
esp,2004,12.5
esp,2005,12.4
esp,2006,12
esp,2007,11.8
esp,2008,11.4
esp,2009,11.3
esp,2010,11
esp,2011,10.9
esp,2012,10.7
esp,2013,10.4
esp,2014,10.2
esp,2015,10.3
esp,2016,10.2
esp,2017,10
esp,2018,9.8
esp,2019,9.6
est,2000,27
est,2001,26.9
est,2002,26.2
est,2003,25.5
est,2004,24.8
est,2005,23.7
est,2006,24
est,2007,23.3
est,2008,22
est,2009,20.7
est,2010,19.9
est,2011,19.1
est,2012,18.8
est,2013,18.2
est,2014,18
est,2015,17.1
est,2016,17.2
est,2017,16.9
est,2018,16.6
est,2019,14.9
eth,2000,27.3
eth,2001,26
eth,2002,25.2
eth,2003,24.4
eth,2004,23.7
eth,2005,23.1
eth,2006,22.4
eth,2007,21.8
eth,2008,21.2
eth,2009,20.4
eth,2010,19.6
eth,2011,19
eth,2012,18.3
eth,2013,17.9
eth,2014,17.6
eth,2015,17.7
eth,2016,17.4
eth,2017,17.2
eth,2018,17.1
eth,2019,17.1
fin,2000,14.7
fin,2001,13.8
fin,2002,13.6
fin,2003,13.4
fin,2004,13.4
fin,2005,13
fin,2006,12.5
fin,2007,12.5
fin,2008,12.2
fin,2009,12.2
fin,2010,12
fin,2011,11.7
fin,2012,11.4
fin,2013,11.1
fin,2014,10.6
fin,2015,10.6
fin,2016,10.4
fin,2017,10.3
fin,2018,10
fin,2019,9.6
fji,2000,43.1
fji,2001,41.8
fji,2002,40.7
fji,2003,40.9
fji,2004,39.6
fji,2005,40.3
fji,2006,40.6
fji,2007,40.9
fji,2008,41
fji,2009,40.1
fji,2010,39.6
fji,2011,39.3
fji,2012,39
fji,2013,38.8
fji,2014,38.7
fji,2015,38.5
fji,2016,38.3
fji,2017,38.1
fji,2018,37.9
fji,2019,37.7
fra,2000,14.1
fra,2001,13.8
fra,2002,13.6
fra,2003,13.4
fra,2004,12.8
fra,2005,12.7
fra,2006,12.4
fra,2007,12.2
fra,2008,12
fra,2009,11.9
fra,2010,11.8
fra,2011,11.5
fra,2012,11.8
fra,2013,11.3
fra,2014,11
fra,2015,11
fra,2016,10.9
fra,2017,10.8
fra,2018,10.7
fra,2019,10.6
fsm,2000,44.9
fsm,2001,44.7
fsm,2002,44.4
fsm,2003,44.3
fsm,2004,44.5
fsm,2005,44.6
fsm,2006,44.5
fsm,2007,44.4
fsm,2008,44.4
fsm,2009,44.5
fsm,2010,44.6
fsm,2011,44.7
fsm,2012,44.8
fsm,2013,44.9
fsm,2014,45
fsm,2015,45.6
fsm,2016,45.6
fsm,2017,45.8
fsm,2018,46.1
fsm,2019,46.3
gab,2000,30
gab,2001,29.5
gab,2002,28
gab,2003,27.9
gab,2004,26.4
gab,2005,26.7
gab,2006,27.3
gab,2007,26.6
gab,2008,27.5
gab,2009,26.3
gab,2010,25.8
gab,2011,25.7
gab,2012,23.2
gab,2013,22.4
gab,2014,24.3
gab,2015,24.1
gab,2016,23.5
gab,2017,22.6
gab,2018,22.2
gab,2019,21.3
gbr,2000,16.5
gbr,2001,16
gbr,2002,15.7
gbr,2003,15.3
gbr,2004,14.6
gbr,2005,14.2
gbr,2006,13.8
gbr,2007,13.6
gbr,2008,13.2
gbr,2009,12.7
gbr,2010,12.4
gbr,2011,12
gbr,2012,11.7
gbr,2013,11.6
gbr,2014,11.3
gbr,2015,11.3
gbr,2016,11.3
gbr,2017,10.8
gbr,2018,10.5
gbr,2019,10.3
geo,2000,30
geo,2001,28.4
geo,2002,31.8
geo,2003,29.5
geo,2004,29.2
geo,2005,26.6
geo,2006,26.7
geo,2007,26.5
geo,2008,28
geo,2009,31
geo,2010,27.1
geo,2011,26.4
geo,2012,25.3
geo,2013,25.1
geo,2014,25.1
geo,2015,25.5
geo,2016,26.5
geo,2017,24.9
geo,2018,24.7
geo,2019,24.9
gha,2000,23.8
gha,2001,24.3
gha,2002,24.5
gha,2003,24.7
gha,2004,24.8
gha,2005,25.1
gha,2006,25.3
gha,2007,25.7
gha,2008,25.8
gha,2009,25.7
gha,2010,25.7
gha,2011,25.4
gha,2012,25.2
gha,2013,24.9
gha,2014,24.5
gha,2015,24.1
gha,2016,23.8
gha,2017,23.3
gha,2018,22.8
gha,2019,22.5
gin,2000,22.4
gin,2001,22.4
gin,2002,22.9
gin,2003,23.1
gin,2004,23.4
gin,2005,23.4
gin,2006,24.3
gin,2007,25
gin,2008,25.1
gin,2009,25.3
gin,2010,25.8
gin,2011,26
gin,2012,26.2
gin,2013,26.4
gin,2014,26.3
gin,2015,26.3
gin,2016,26
gin,2017,25.6
gin,2018,25.2
gin,2019,24.9
gmb,2000,22.2
gmb,2001,22.4
gmb,2002,22.5
gmb,2003,22.7
gmb,2004,23
gmb,2005,22.9
gmb,2006,22.8
gmb,2007,22.8
gmb,2008,22.6
gmb,2009,22.5
gmb,2010,22.2
gmb,2011,22.4
gmb,2012,22.4
gmb,2013,22.3
gmb,2014,22.3
gmb,2015,21.9
gmb,2016,21.6
gmb,2017,21.4
gmb,2018,21.2
gmb,2019,21.1
gnb,2000,31.1
gnb,2001,30.7
gnb,2002,30.4
gnb,2003,29.9
gnb,2004,30
gnb,2005,29.3
gnb,2006,29.1
gnb,2007,29.2
gnb,2008,29.2
gnb,2009,29.4
gnb,2010,29.1
gnb,2011,28.7
gnb,2012,28.1
gnb,2013,28.3
gnb,2014,27.5
gnb,2015,26.1
gnb,2016,26.2
gnb,2017,26
gnb,2018,25.5
gnb,2019,24.9
gnq,2000,28.6
gnq,2001,26.9
gnq,2002,25.1
gnq,2003,24.6
gnq,2004,23.9
gnq,2005,23.3
gnq,2006,23.3
gnq,2007,23
gnq,2008,22.9
gnq,2009,22.8
gnq,2010,23
gnq,2011,23.4
gnq,2012,23
gnq,2013,22
gnq,2014,22.1
gnq,2015,22.9
gnq,2016,23
gnq,2017,22
gnq,2018,22.5
gnq,2019,22.1
grc,2000,14.9
grc,2001,14.6
grc,2002,14.2
grc,2003,14.2
grc,2004,14.1
grc,2005,13.6
grc,2006,13.5
grc,2007,13.9
grc,2008,13.6
grc,2009,13.5
grc,2010,13.4
grc,2011,13.6
grc,2012,13.9
grc,2013,13.5
grc,2014,13
grc,2015,13.1
grc,2016,12.5
grc,2017,12.5
grc,2018,12.6
grc,2019,12.5
grd,2000,23
grd,2001,22.4
grd,2002,22.7
grd,2003,23.2
grd,2004,23
grd,2005,22.1
grd,2006,21.2
grd,2007,21.1
grd,2008,21.3
grd,2009,21.6
grd,2010,22.6
grd,2011,22.9
grd,2012,23.7
grd,2013,23.2
grd,2014,23.2
grd,2015,23.6
grd,2016,23.9
grd,2017,24
grd,2018,23.7
grd,2019,23.3
gtm,2000,14.9
gtm,2001,14.8
gtm,2002,14.4
gtm,2003,15
gtm,2004,15.3
gtm,2005,16
gtm,2006,16
gtm,2007,15.7
gtm,2008,15.5
gtm,2009,16.3
gtm,2010,16.7
gtm,2011,16.6
gtm,2012,16.9
gtm,2013,17
gtm,2014,17
gtm,2015,17.3
gtm,2016,17.2
gtm,2017,16.2
gtm,2018,16.6
gtm,2019,16.5
guy,2000,35.7
guy,2001,34.5
guy,2002,34.8
guy,2003,34.8
guy,2004,34.7
guy,2005,34.2
guy,2006,33.8
guy,2007,33.7
guy,2008,34
guy,2009,33.9
guy,2010,33.5
guy,2011,32.8
guy,2012,32.4
guy,2013,32
guy,2014,31.3
guy,2015,30.9
guy,2016,30.4
guy,2017,29.8
guy,2018,29.4
guy,2019,29.2
