geo,time,sh_dyn_ncom_zs
rwa,2015,20.6
rwa,2016,20.4
rwa,2017,20.3
rwa,2018,20.3
rwa,2019,20.2
sau,2000,25.5
sau,2001,25.5
sau,2002,25.6
sau,2003,25.8
sau,2004,25.6
sau,2005,25.8
sau,2006,26.1
sau,2007,26.2
sau,2008,26.2
sau,2009,26
sau,2010,25.7
sau,2011,25
sau,2012,24.3
sau,2013,23.8
sau,2014,23.3
sau,2015,22.9
sau,2016,22.3
sau,2017,21.8
sau,2018,21.3
sau,2019,20.9
sdn,2000,26.1
sdn,2001,25.9
sdn,2002,25.7
sdn,2003,25.3
sdn,2004,24.8
sdn,2005,24.6
sdn,2006,24.3
sdn,2007,24.1
sdn,2008,24
sdn,2009,24.2
sdn,2010,23.6
sdn,2011,24.3
sdn,2012,23.8
sdn,2013,23.8
sdn,2014,23.5
sdn,2015,23.3
sdn,2016,23.2
sdn,2017,23.1
sdn,2018,23
sdn,2019,22.8
sen,2000,22.2
sen,2001,22.5
sen,2002,22.3
sen,2003,22
sen,2004,21.9
sen,2005,21.7
sen,2006,21.3
sen,2007,21
sen,2008,21.1
sen,2009,20.9
sen,2010,20.6
sen,2011,20.5
sen,2012,20.5
sen,2013,20.5
sen,2014,20.5
sen,2015,20.3
sen,2016,20.1
sen,2017,19.9
sen,2018,19.7
sen,2019,19.5
sgp,2000,16.5
sgp,2001,16.1
sgp,2002,15.3
sgp,2003,14.2
sgp,2004,13.5
sgp,2005,13.1
sgp,2006,12.5
sgp,2007,12.5
sgp,2008,12.5
sgp,2009,11.3
sgp,2010,11
sgp,2011,11
sgp,2012,10.7
sgp,2013,10.3
sgp,2014,9.8
sgp,2015,9.9
sgp,2016,9.7
sgp,2017,9.5
sgp,2018,9.3
sgp,2019,9.5
slb,2000,34.7
slb,2001,34.6
slb,2002,34.8
slb,2003,36.1
slb,2004,33.8
slb,2005,35
slb,2006,34.6
slb,2007,38.7
slb,2008,40.6
slb,2009,40.7
slb,2010,40.4
slb,2011,40.6
slb,2012,40.4
slb,2013,40.2
slb,2014,40.3
slb,2015,40
slb,2016,39.5
slb,2017,39.3
slb,2018,39.7
slb,2019,39.2
sle,2000,23
sle,2001,23.5
sle,2002,24
sle,2003,24.3
sle,2004,24.3
sle,2005,24.3
sle,2006,25.3
sle,2007,25.4
sle,2008,25.6
sle,2009,25.7
sle,2010,25.8
sle,2011,25.4
sle,2012,25.2
sle,2013,24.5
sle,2014,23.6
sle,2015,23.4
sle,2016,23.7
sle,2017,23.7
sle,2018,23.7
sle,2019,23.5
slv,2000,10.5
slv,2001,10.8
slv,2002,10.2
slv,2003,10.4
slv,2004,10.2
slv,2005,10.4
slv,2006,10.7
slv,2007,10.7
slv,2008,10.4
slv,2009,10.5
slv,2010,10.5
slv,2011,10.8
slv,2012,10.7
slv,2013,10.9
slv,2014,10.9
slv,2015,10.8
slv,2016,10.4
slv,2017,10.7
slv,2018,10.7
slv,2019,10.7
som,2000,33
som,2001,32.6
som,2002,32.5
som,2003,32.6
som,2004,32.7
som,2005,32.5
som,2006,32
som,2007,32
som,2008,32.3
som,2009,32.2
som,2010,31.7
som,2011,31.7
som,2012,31.6
som,2013,31.4
som,2014,31.4
som,2015,31.2
som,2016,30.9
som,2017,30.8
som,2018,30.7
som,2019,30.4
srb,2000,29.5
srb,2001,28.1
srb,2002,28.2
srb,2003,28
srb,2004,27.7
srb,2005,27.2
srb,2006,26.4
srb,2007,25.8
srb,2008,25.1
srb,2009,24.8
srb,2010,24.6
srb,2011,23.2
srb,2012,22.7
srb,2013,22.2
srb,2014,22.1
srb,2015,22.2
srb,2016,21.8
srb,2017,22.7
srb,2018,22
srb,2019,22
ssd,2000,19.1
ssd,2001,18.3
ssd,2002,17.8
ssd,2003,17.8
ssd,2004,17.7
ssd,2005,17.4
ssd,2006,17.3
ssd,2007,17.2
ssd,2008,16.9
ssd,2009,16.7
ssd,2010,16.6
ssd,2011,16.5
ssd,2012,16.8
ssd,2013,16.2
ssd,2014,15.9
ssd,2015,16.2
ssd,2016,16.5
ssd,2017,16.2
ssd,2018,16.8
ssd,2019,16.8
stp,2000,22
stp,2001,22.7
stp,2002,22.4
stp,2003,19.6
stp,2004,20.1
stp,2005,21.3
stp,2006,21.2
stp,2007,22.4
stp,2008,22.1
stp,2009,22
stp,2010,21.4
stp,2011,21.1
stp,2012,21.8
stp,2013,21.5
stp,2014,21.6
stp,2015,21.1
stp,2016,21.1
stp,2017,21.4
stp,2018,21.1
stp,2019,21
sur,2000,24
sur,2001,24.6
sur,2002,24.6
sur,2003,24.1
sur,2004,23.4
sur,2005,22.7
sur,2006,22
sur,2007,21.5
sur,2008,21
sur,2009,20.9
sur,2010,20.7
sur,2011,20.4
sur,2012,20.3
sur,2013,20.3
sur,2014,20.3
sur,2015,20.6
sur,2016,21.1
sur,2017,21.6
sur,2018,22.4
sur,2019,22.7
svk,2000,25.4
svk,2001,25.1
svk,2002,24.2
svk,2003,23.9
svk,2004,23.1
svk,2005,23
svk,2006,22.4
svk,2007,22.4
svk,2008,21.4
svk,2009,21.1
svk,2010,20.5
svk,2011,19.7
svk,2012,18.8
svk,2013,18.9
svk,2014,18.2
svk,2015,17.5
svk,2016,17
svk,2017,16.5
svk,2018,16
svk,2019,15.5
svn,2000,18.5
svn,2001,18.5
svn,2002,17.6
svn,2003,17.7
svn,2004,16.7
svn,2005,16.1
svn,2006,15.6
svn,2007,15.1
svn,2008,14.2
svn,2009,14.2
svn,2010,13.5
svn,2011,13.3
svn,2012,13.1
svn,2013,13
svn,2014,12.4
svn,2015,12.8
svn,2016,12.1
svn,2017,12.3
svn,2018,12.1
svn,2019,11.4
swe,2000,13.2
swe,2001,12.9
swe,2002,12.7
swe,2003,12.3
swe,2004,12
swe,2005,11.8
swe,2006,11.4
swe,2007,11.2
swe,2008,11.1
swe,2009,10.6
swe,2010,10.4
swe,2011,10.1
swe,2012,9.8
swe,2013,9.8
swe,2014,9.1
swe,2015,9.2
swe,2016,9.1
swe,2017,9
swe,2018,8.5
swe,2019,8.4
swz,2000,37.9
swz,2001,40.1
swz,2002,42.7
swz,2003,44.5
swz,2004,45.7
swz,2005,46.5
swz,2006,46.8
swz,2007,47.9
swz,2008,47.8
swz,2009,47.3
swz,2010,45.8
swz,2011,43.9
swz,2012,43.4
swz,2013,42
swz,2014,39.8
swz,2015,38
swz,2016,37.1
swz,2017,36
swz,2018,35.1
swz,2019,35.2
syc,2000,24.1
syc,2001,23.8
syc,2002,23.9
syc,2003,24.5
syc,2004,24.2
syc,2005,23.7
syc,2006,23.4
syc,2007,23.1
syc,2008,23
syc,2009,22.1
syc,2010,21.2
syc,2011,20.7
syc,2012,20.7
syc,2013,20.3
syc,2014,20.4
syc,2015,20.9
syc,2016,21.3
syc,2017,21.1
syc,2018,21
syc,2019,21.1
syr,2000,27.3
syr,2001,25.7
syr,2002,25.3
syr,2003,24.1
syr,2004,23.7
syr,2005,22.8
syr,2006,22.1
syr,2007,21.7
syr,2008,22.1
syr,2009,21.5
syr,2010,21.2
syr,2011,21
syr,2012,21.5
syr,2013,21.7
syr,2014,21.8
syr,2015,21.8
syr,2016,21.6
syr,2017,22.1
syr,2018,22.2
syr,2019,22.1
tcd,2000,24.6
tcd,2001,24.7
tcd,2002,24.7
tcd,2003,24.9
tcd,2004,24.6
tcd,2005,24.4
tcd,2006,24.3
tcd,2007,24.6
tcd,2008,24.5
tcd,2009,24.6
tcd,2010,24.7
tcd,2011,24.7
tcd,2012,24.6
tcd,2013,24.3
tcd,2014,24
tcd,2015,23.6
tcd,2016,23.4
tcd,2017,23.4
tcd,2018,23.2
tcd,2019,22.7
tgo,2000,26.5
tgo,2001,26.8
tgo,2002,27
tgo,2003,27.4
tgo,2004,27.4
tgo,2005,27.4
tgo,2006,27.7
tgo,2007,27.7
tgo,2008,27.7
tgo,2009,27.5
tgo,2010,27.2
tgo,2011,27
tgo,2012,26.7
tgo,2013,26.4
tgo,2014,26
tgo,2015,25.6
tgo,2016,25
tgo,2017,24.5
tgo,2018,24.1
tgo,2019,23.9
tha,2000,20.2
tha,2001,18.3
tha,2002,17.9
tha,2003,17.4
tha,2004,17.4
tha,2005,16.8
tha,2006,16.4
tha,2007,15.7
tha,2008,15.3
tha,2009,14.9
tha,2010,14.9
tha,2011,14.6
tha,2012,14.3
tha,2013,13.9
tha,2014,13.9
tha,2015,13.8
tha,2016,14
tha,2017,13.8
tha,2018,13.8
tha,2019,13.7
tjk,2000,28.2
tjk,2001,28.3
tjk,2002,28.5
tjk,2003,28.7
tjk,2004,28.9
tjk,2005,29.8
tjk,2006,30.2
tjk,2007,30.7
tjk,2008,30.6
tjk,2009,30.5
tjk,2010,30.5
tjk,2011,30.5
tjk,2012,30
tjk,2013,29.2
tjk,2014,29.3
tjk,2015,29.5
tjk,2016,29.9
tjk,2017,29.7
tjk,2018,28.8
tjk,2019,28.3
tkm,2000,37.3
tkm,2001,36.2
tkm,2002,39.1
tkm,2003,39.2
tkm,2004,39.8
tkm,2005,40.2
tkm,2006,38.5
tkm,2007,38.6
tkm,2008,37.9
tkm,2009,34.5
tkm,2010,33.1
tkm,2011,31.1
tkm,2012,29.9
tkm,2013,29.4
tkm,2014,29.4
tkm,2015,28.5
tkm,2016,28.3
tkm,2017,27.4
tkm,2018,27.4
tkm,2019,27.7
tls,2000,19
tls,2001,19.2
tls,2002,18.5
tls,2003,19.6
tls,2004,20.2
tls,2005,19.8
tls,2006,18.4
tls,2007,17.3
tls,2008,16.9
tls,2009,20.4
tls,2010,19.9
tls,2011,19.8
tls,2012,18.8
tls,2013,18.8
tls,2014,18.9
tls,2015,18.6
tls,2016,19
tls,2017,19
tls,2018,19.4
tls,2019,19.9
ton,2000,27.6
ton,2001,27.2
ton,2002,27.2
ton,2003,27.5
ton,2004,27.2
ton,2005,26.1
ton,2006,25.9
ton,2007,25.9
ton,2008,25.9
ton,2009,26.1
ton,2010,26.3
ton,2011,26.2
ton,2012,26.1
ton,2013,26.1
ton,2014,26.2
ton,2015,26.1
ton,2016,25.8
ton,2017,25.7
ton,2018,25.3
ton,2019,24.8
tto,2000,28.7
tto,2001,27.8
tto,2002,26.5
tto,2003,26.5
tto,2004,26.4
tto,2005,25.2
tto,2006,23.6
tto,2007,23
tto,2008,23.6
tto,2009,21.7
tto,2010,21.9
tto,2011,21.2
tto,2012,20.1
tto,2013,20.3
tto,2014,19.8
tto,2015,19.3
tto,2016,18.8
tto,2017,18.2
tto,2018,17.6
tto,2019,17.1
tun,2000,19.1
tun,2001,18.8
tun,2002,18.5
tun,2003,18.1
tun,2004,17.9
tun,2005,17.7
tun,2006,17.5
tun,2007,17.3
tun,2008,17.1
tun,2009,16.9
tun,2010,16.8
tun,2011,16.7
tun,2012,16.5
tun,2013,16.3
tun,2014,16.2
tun,2015,16
tun,2016,15.9
tun,2017,15.8
tun,2018,15.8
tun,2019,15.7
tur,2000,21
tur,2001,20.4
tur,2002,19.9
tur,2003,19.3
tur,2004,18.7
tur,2005,18.2
tur,2006,17.9
tur,2007,17.5
tur,2008,17.4
tur,2009,18
tur,2010,17.9
tur,2011,17.3
tur,2012,16.8
tur,2013,16.6
tur,2014,16.6
tur,2015,16.4
tur,2016,16.1
tur,2017,15.9
tur,2018,15.8
tur,2019,15.6
tza,2000,23.1
tza,2001,22.1
tza,2002,21
tza,2003,20.5
tza,2004,19.7
tza,2005,19.2
tza,2006,19.3
tza,2007,19.7
tza,2008,20.1
tza,2009,19.8
tza,2010,19.2
tza,2011,18.8
tza,2012,18
tza,2013,18.2
tza,2014,17.8
tza,2015,17.7
tza,2016,17.9
tza,2017,17.7
tza,2018,17.4
tza,2019,17.4
uga,2000,30.3
uga,2001,29.9
uga,2002,29.3
uga,2003,29
uga,2004,28.9
uga,2005,28.9
uga,2006,28.1
uga,2007,26.3
uga,2008,25.1
uga,2009,24.6
uga,2010,24.1
uga,2011,23.9
uga,2012,23.1
uga,2013,22.8
uga,2014,22.3
uga,2015,21.9
uga,2016,22
uga,2017,21.3
uga,2018,21.1
uga,2019,21.2
ukr,2000,34.7
ukr,2001,34
ukr,2002,34.1
ukr,2003,34.1
ukr,2004,34.6
ukr,2005,35.3
ukr,2006,33.8
ukr,2007,33.9
ukr,2008,33.5
ukr,2009,30.8
ukr,2010,29.7
ukr,2011,28.3
ukr,2012,28.2
ukr,2013,27.4
ukr,2014,27.7
ukr,2015,26.2
ukr,2016,26
ukr,2017,25.1
ukr,2018,26.1
ukr,2019,25.5
ury,2000,20.5
ury,2001,20.2
ury,2002,20
ury,2003,20.3
ury,2004,19.8
ury,2005,19.1
ury,2006,18.9
ury,2007,19.2
ury,2008,18.3
ury,2009,17.8
ury,2010,17.6
ury,2011,17.8
ury,2012,17.4
ury,2013,17
ury,2014,17
ury,2015,17.1
ury,2016,17.5
ury,2017,16.1
ury,2018,16.9
ury,2019,16.5
usa,2000,18.1
usa,2001,17.6
usa,2002,17.3
usa,2003,17
usa,2004,16.4
usa,2005,16.1
usa,2006,15.7
usa,2007,15.4
usa,2008,15.2
usa,2009,14.9
usa,2010,14.5
usa,2011,14.3
usa,2012,14.2
usa,2013,14
usa,2014,13.9
usa,2015,13.9
usa,2016,14
usa,2017,13.8
usa,2018,13.6
usa,2019,13.6
uzb,2000,34.2
uzb,2001,33.5
uzb,2002,34.5
uzb,2003,34.1
uzb,2004,33.4
uzb,2005,34.9
uzb,2006,32.8
uzb,2007,31.8
uzb,2008,30.8
uzb,2009,29.1
uzb,2010,28.9
uzb,2011,28.6
uzb,2012,28.3
uzb,2013,27.9
uzb,2014,28.6
uzb,2015,27
uzb,2016,26.8
uzb,2017,26.4
uzb,2018,25.9
uzb,2019,25.3
vct,2000,24.3
vct,2001,23.5
vct,2002,23.9
vct,2003,22.5
vct,2004,22.4
vct,2005,21
vct,2006,20.3
vct,2007,18.8
vct,2008,18.5
vct,2009,18.1
vct,2010,19.5
vct,2011,20.5
vct,2012,21.5
vct,2013,22.3
vct,2014,22.6
vct,2015,22.3
vct,2016,21.9
vct,2017,21.7
vct,2018,20.9
vct,2019,20.7
ven,2000,17.4
ven,2001,17.5
ven,2002,16.9
ven,2003,17.3
ven,2004,16.6
ven,2005,16.5
ven,2006,16.2
ven,2007,16.2
ven,2008,16.3
ven,2009,16.2
ven,2010,16.2
ven,2011,16.6
ven,2012,16.4
ven,2013,16.1
ven,2014,16.5
ven,2015,16.1
ven,2016,16.2
ven,2017,15.9
ven,2018,15.3
ven,2019,14.8
vnm,2000,21.6
vnm,2001,21.5
vnm,2002,21.6
vnm,2003,21.6
vnm,2004,21.7
vnm,2005,21.8
vnm,2006,21.9
vnm,2007,22.2
vnm,2008,22.4
vnm,2009,22.4
vnm,2010,22.4
vnm,2011,22.3
vnm,2012,22.3
vnm,2013,22.2
vnm,2014,22.1
vnm,2015,21.9
vnm,2016,21.8
vnm,2017,21.6
vnm,2018,21.4
vnm,2019,21.2
vut,2000,40.5
vut,2001,40.6
vut,2002,40.3
vut,2003,40.1
vut,2004,40.1
vut,2005,40.1
vut,2006,40.4
vut,2007,40.2
vut,2008,40.1
vut,2009,40.6
vut,2010,40.4
vut,2011,40.3
vut,2012,40.6
vut,2013,40.4
vut,2014,40.2
vut,2015,40.1
vut,2016,39.9
vut,2017,39.8
vut,2018,39.8
vut,2019,39.7
wsm,2000,33.7
wsm,2001,33.6
wsm,2002,33.4
wsm,2003,33.3
wsm,2004,33.1
wsm,2005,33
wsm,2006,32.9
wsm,2007,32.7
wsm,2008,32.6
wsm,2009,32
wsm,2010,32.4
wsm,2011,32.3
wsm,2012,32.2
wsm,2013,31.9
wsm,2014,31.9
wsm,2015,31.8
wsm,2016,31.7
wsm,2017,31.5
wsm,2018,31.4
wsm,2019,31.2
yem,2000,31
yem,2001,30.6
yem,2002,30.1
yem,2003,29.7
yem,2004,29.4
yem,2005,29.1
yem,2006,28.7
yem,2007,28.4
yem,2008,28.3
yem,2009,27.9
yem,2010,27.4
yem,2011,27.2
yem,2012,27.1
yem,2013,26.9
yem,2014,26.7
yem,2015,26.6
yem,2016,26.8
yem,2017,27.1
yem,2018,27.4
yem,2019,27.6
zaf,2000,32.6
zaf,2001,32.2
zaf,2002,32.3
zaf,2003,32.5
zaf,2004,32.2
zaf,2005,32.3
zaf,2006,32.4
zaf,2007,32.2
zaf,2008,32.3
zaf,2009,32
zaf,2010,31.3
zaf,2011,30
zaf,2012,29.1
zaf,2013,28.5
zaf,2014,28.7
zaf,2015,28.8
zaf,2016,28.5
zaf,2017,27.8
zaf,2018,25.5
zaf,2019,24.1
zmb,2000,33
zmb,2001,32.1
zmb,2002,31.4
zmb,2003,30.7
zmb,2004,30.9
zmb,2005,30.4
zmb,2006,30
zmb,2007,28.7
zmb,2008,27.8
zmb,2009,27.6
zmb,2010,28.1
zmb,2011,28.3
zmb,2012,27.6
zmb,2013,27.2
zmb,2014,26.9
zmb,2015,26.6
zmb,2016,26.4
zmb,2017,26.2
zmb,2018,25.6
zmb,2019,24.6
zwe,2000,21.4
zwe,2001,21.7
zwe,2002,22.7
zwe,2003,23.1
zwe,2004,24.5
zwe,2005,25.8
zwe,2006,27
zwe,2007,29.7
zwe,2008,32.1
zwe,2009,33.5
zwe,2010,33.3
zwe,2011,32.5
zwe,2012,32
zwe,2013,31.4
zwe,2014,31.2
zwe,2015,31.1
zwe,2016,30.4
zwe,2017,29.3
zwe,2018,28.5
zwe,2019,28.4
