geo,time,sp_dyn_le00_in
aze,1983,64.587
aze,1984,64.759
aze,1985,64.913
aze,1986,65.016
aze,1987,65.053
aze,1988,65.021
aze,1989,64.935
aze,1990,64.827
aze,1991,64.745
aze,1992,64.731
aze,1993,64.81
aze,1994,64.991
aze,1995,65.256
aze,1996,65.573
aze,1997,65.899
aze,1998,66.207
aze,1999,66.491
aze,2000,66.763
aze,2001,67.054
aze,2002,67.391
aze,2003,67.791
aze,2004,68.249
aze,2005,68.747
aze,2006,69.259
aze,2007,69.752
aze,2008,70.201
aze,2009,70.597
aze,2010,70.938
aze,2011,71.234
aze,2012,71.506
aze,2013,71.768
aze,2014,72.022
aze,2015,72.266
aze,2016,72.493
aze,2017,72.693
aze,2018,72.864
aze,2019,73.005
aze,2020,73.123
bdi,1960,41.281
bdi,1961,41.592
bdi,1962,41.907
bdi,1963,42.225
bdi,1964,42.54
bdi,1965,42.838
bdi,1966,43.105
bdi,1967,43.332
bdi,1968,43.523
bdi,1969,43.685
bdi,1970,43.841
bdi,1971,44.021
bdi,1972,44.246
bdi,1973,44.528
bdi,1974,44.865
bdi,1975,45.242
bdi,1976,45.63
bdi,1977,45.999
bdi,1978,46.327
bdi,1979,46.608
bdi,1980,46.852
bdi,1981,47.083
bdi,1982,47.324
bdi,1983,47.581
bdi,1984,47.844
bdi,1985,48.08
bdi,1986,48.243
bdi,1987,48.301
bdi,1988,48.244
bdi,1989,48.08
bdi,1990,47.829
bdi,1991,47.522
bdi,1992,47.212
bdi,1993,46.953
bdi,1994,46.786
bdi,1995,46.758
bdi,1996,46.905
bdi,1997,47.226
bdi,1998,47.708
bdi,1999,48.339
bdi,2000,49.091
bdi,2001,49.93
bdi,2002,50.81
bdi,2003,51.69
bdi,2004,52.547
bdi,2005,53.369
bdi,2006,54.163
bdi,2007,54.944
bdi,2008,55.721
bdi,2009,56.488
bdi,2010,57.228
bdi,2011,57.925
bdi,2012,58.568
bdi,2013,59.148
bdi,2014,59.665
bdi,2015,60.123
bdi,2016,60.528
bdi,2017,60.898
bdi,2018,61.247
bdi,2019,61.584
bdi,2020,61.916
bel,1960,69.70195
bel,1961,70.52098
bel,1962,70.21951
bel,1963,70.05146
bel,1964,70.75512
bel,1965,70.62537
bel,1966,70.70634
bel,1967,71.01293
bel,1968,70.69317
bel,1969,70.76488
bel,1970,70.97195
bel,1971,71.06049
bel,1972,71.40512
bel,1973,71.63537
bel,1974,71.98585
bel,1975,71.97122
bel,1976,72.11976
bel,1977,72.7739
bel,1978,72.69805
bel,1979,73.19366
bel,1980,73.20707
bel,1981,73.62171
bel,1982,73.88805
bel,1983,73.86902
bel,1984,74.40488
bel,1985,74.52024
bel,1986,74.73171
bel,1987,75.36585
bel,1988,75.56585
bel,1989,75.63268
bel,1990,76.05195
bel,1991,76.1922
bel,1992,76.35122
bel,1993,76.34537
bel,1994,76.69171
bel,1995,76.84073
bel,1996,77.18732
bel,1997,77.37073
bel,1998,77.47317
bel,1999,77.61951
bel,2000,77.72195
bel,2001,77.97317
bel,2002,78.07561
bel,2003,78.12927
bel,2004,78.87805
bel,2005,78.98049
bel,2006,79.38049
bel,2007,79.78293
bel,2008,79.68049
bel,2009,80.03415
bel,2010,80.18293
bel,2011,80.58537
bel,2012,80.38537
bel,2013,80.5878
bel,2014,81.2878
bel,2015,80.99268
bel,2016,81.43902
bel,2017,81.49268
bel,2018,81.59512
bel,2019,81.99512
bel,2020,80.79512
ben,1960,37.271
ben,1961,37.727
ben,1962,38.188
ben,1963,38.655
ben,1964,39.13
ben,1965,39.615
ben,1966,40.109
ben,1967,40.61
ben,1968,41.117
ben,1969,41.63
ben,1970,42.152
ben,1971,42.684
ben,1972,43.229
ben,1973,43.781
ben,1974,44.337
ben,1975,44.882
ben,1976,45.399
ben,1977,45.883
ben,1978,46.335
ben,1979,46.764
ben,1980,47.19
ben,1981,47.643
ben,1982,48.145
ben,1983,48.71
ben,1984,49.339
ben,1985,50.034
ben,1986,50.79
ben,1987,51.581
ben,1988,52.372
ben,1989,53.132
ben,1990,53.812
ben,1991,54.366
ben,1992,54.776
ben,1993,55.042
ben,1994,55.174
ben,1995,55.203
ben,1996,55.17
ben,1997,55.133
ben,1998,55.139
ben,1999,55.218
ben,2000,55.391
ben,2001,55.668
ben,2002,56.025
ben,2003,56.436
ben,2004,56.887
ben,2005,57.355
ben,2006,57.817
ben,2007,58.255
ben,2008,58.654
ben,2009,59.009
ben,2010,59.318
ben,2011,59.59
ben,2012,59.842
ben,2013,60.092
ben,2014,60.345
ben,2015,60.608
ben,2016,60.885
ben,2017,61.174
ben,2018,61.47
ben,2019,61.771
ben,2020,62.077
bfa,1960,34.432
bfa,1961,34.897
bfa,1962,35.369
bfa,1963,35.847
bfa,1964,36.331
bfa,1965,36.815
bfa,1966,37.291
bfa,1967,37.754
bfa,1968,38.207
bfa,1969,38.652
bfa,1970,39.095
bfa,1971,39.542
bfa,1972,40.003
bfa,1973,40.493
bfa,1974,41.025
bfa,1975,41.63
bfa,1976,42.343
bfa,1977,43.166
bfa,1978,44.081
bfa,1979,45.06
bfa,1980,46.049
bfa,1981,46.984
bfa,1982,47.81
bfa,1983,48.486
bfa,1984,48.992
bfa,1985,49.323
bfa,1986,49.492
bfa,1987,49.55
bfa,1988,49.545
bfa,1989,49.505
bfa,1990,49.454
bfa,1991,49.409
bfa,1992,49.374
bfa,1993,49.36
bfa,1994,49.38
bfa,1995,49.445
bfa,1996,49.557
bfa,1997,49.713
bfa,1998,49.914
bfa,1999,50.168
bfa,2000,50.489
bfa,2001,50.893
bfa,2002,51.384
bfa,2003,51.956
bfa,2004,52.602
bfa,2005,53.31
bfa,2006,54.063
bfa,2007,54.841
bfa,2008,55.618
bfa,2009,56.377
bfa,2010,57.096
bfa,2011,57.761
bfa,2012,58.374
bfa,2013,58.937
bfa,2014,59.45
bfa,2015,59.919
bfa,2016,60.354
bfa,2017,60.768
bfa,2018,61.174
bfa,2019,61.577
bfa,2020,61.981
bgd,1960,45.379
bgd,1961,45.97
bgd,1962,46.557
bgd,1963,47.126
bgd,1964,47.649
bgd,1965,48.05
bgd,1966,48.236
bgd,1967,48.176
bgd,1968,47.888
bgd,1969,47.432
bgd,1970,46.942
bgd,1971,46.589
bgd,1972,46.507
bgd,1973,46.773
bgd,1974,47.396
bgd,1975,48.313
bgd,1976,49.402
bgd,1977,50.498
bgd,1978,51.473
bgd,1979,52.277
bgd,1980,52.9
bgd,1981,53.376
bgd,1982,53.794
bgd,1983,54.225
bgd,1984,54.693
bgd,1985,55.21
bgd,1986,55.772
bgd,1987,56.359
bgd,1988,56.958
bgd,1989,57.571
bgd,1990,58.21
bgd,1991,58.891
bgd,1992,59.618
bgd,1993,60.388
bgd,1994,61.19
bgd,1995,62.002
bgd,1996,62.798
bgd,1997,63.553
bgd,1998,64.25
bgd,1999,64.881
bgd,2000,65.447
bgd,2001,65.956
bgd,2002,66.43
bgd,2003,66.886
bgd,2004,67.331
bgd,2005,67.773
bgd,2006,68.213
bgd,2007,68.648
bgd,2008,69.072
bgd,2009,69.485
bgd,2010,69.881
bgd,2011,70.256
bgd,2012,70.606
bgd,2013,70.93
bgd,2014,71.231
bgd,2015,71.514
bgd,2016,71.785
bgd,2017,72.052
bgd,2018,72.32
bgd,2019,72.591
bgd,2020,72.868
bgr,1960,69.24756
bgr,1961,70.19561
bgr,1962,69.49195
bgr,1963,70.30927
bgr,1964,71.12122
bgr,1965,71.2939
bgr,1966,71.22341
bgr,1967,70.4139
bgr,1968,71.22512
bgr,1969,70.43
bgr,1970,71.25634
bgr,1971,70.87366
bgr,1972,70.89951
bgr,1973,71.3422
bgr,1974,71.20805
bgr,1975,71.04976
bgr,1976,71.39488
bgr,1977,70.8161
bgr,1978,71.18463
bgr,1979,71.30829
bgr,1980,71.15756
bgr,1981,71.57195
bgr,1982,71.1861
bgr,1983,71.38634
bgr,1984,71.49976
bgr,1985,71.22805
bgr,1986,71.73073
bgr,1987,71.52683
bgr,1988,71.60439
bgr,1989,71.72244
bgr,1990,71.64146
bgr,1991,71.56098
bgr,1992,71.49439
bgr,1993,71.34683
bgr,1994,71.20878
bgr,1995,71.05341
bgr,1996,70.89732
bgr,1997,70.35122
bgr,1998,71.06098
bgr,1999,71.4122
bgr,2000,71.66341
bgr,2001,71.76829
bgr,2002,71.86585
bgr,2003,72.06585
bgr,2004,72.56341
bgr,2005,72.56098
bgr,2006,72.6122
bgr,2007,72.66341
bgr,2008,72.96341
bgr,2009,73.4122
bgr,2010,73.5122
bgr,2011,74.16341
bgr,2012,74.31463
bgr,2013,74.86098
bgr,2014,74.46585
bgr,2015,74.61463
bgr,2016,74.8122
bgr,2017,74.81463
bgr,2018,74.96341
bgr,2019,75.1122
bgr,2020,73.60732
bhr,1960,51.869
bhr,1961,53.235
bhr,1962,54.59
bhr,1963,55.911
bhr,1964,57.182
bhr,1965,58.388
bhr,1966,59.524
bhr,1967,60.596
bhr,1968,61.609
bhr,1969,62.56
bhr,1970,63.449
bhr,1971,64.275
bhr,1972,65.042
bhr,1973,65.757
bhr,1974,66.421
bhr,1975,67.04
bhr,1976,67.616
bhr,1977,68.152
bhr,1978,68.651
bhr,1979,69.117
bhr,1980,69.55
bhr,1981,69.951
bhr,1982,70.317
bhr,1983,70.651
bhr,1984,70.957
bhr,1985,71.237
bhr,1986,71.496
bhr,1987,71.736
bhr,1988,71.962
bhr,1989,72.178
bhr,1990,72.39
bhr,1991,72.598
bhr,1992,72.803
bhr,1993,73.006
bhr,1994,73.209
bhr,1995,73.413
bhr,1996,73.619
bhr,1997,73.826
bhr,1998,74.033
bhr,1999,74.239
bhr,2000,74.44
bhr,2001,74.635
bhr,2002,74.822
bhr,2003,74.999
bhr,2004,75.167
bhr,2005,75.326
bhr,2006,75.478
bhr,2007,75.625
bhr,2008,75.77
bhr,2009,75.913
bhr,2010,76.057
bhr,2011,76.2
bhr,2012,76.342
bhr,2013,76.484
bhr,2014,76.624
bhr,2015,76.762
bhr,2016,76.899
bhr,2017,77.032
bhr,2018,77.163
bhr,2019,77.292
bhr,2020,77.419
bhs,1960,64.74
bhs,1961,64.885
bhs,1962,65.011
bhs,1963,65.121
bhs,1964,65.219
bhs,1965,65.31
bhs,1966,65.402
bhs,1967,65.499
bhs,1968,65.607
bhs,1969,65.73
bhs,1970,65.87
bhs,1971,66.031
bhs,1972,66.209
bhs,1973,66.397
bhs,1974,66.593
bhs,1975,66.785
bhs,1976,66.962
bhs,1977,67.118
bhs,1978,67.253
bhs,1979,67.372
bhs,1980,67.488
bhs,1981,67.615
bhs,1982,67.769
bhs,1983,67.962
bhs,1984,68.196
bhs,1985,68.474
bhs,1986,68.793
bhs,1987,69.139
bhs,1988,69.496
bhs,1989,69.854
bhs,1990,70.199
bhs,1991,70.518
bhs,1992,70.807
bhs,1993,71.061
bhs,1994,71.276
bhs,1995,71.451
bhs,1996,71.589
bhs,1997,71.698
bhs,1998,71.786
bhs,1999,71.858
bhs,2000,71.914
bhs,2001,71.954
bhs,2002,71.977
bhs,2003,71.986
bhs,2004,71.988
bhs,2005,71.987
bhs,2006,71.988
bhs,2007,71.998
bhs,2008,72.022
bhs,2009,72.067
bhs,2010,72.144
bhs,2011,72.263
bhs,2012,72.424
bhs,2013,72.62
bhs,2014,72.847
bhs,2015,73.088
bhs,2016,73.329
bhs,2017,73.554
bhs,2018,73.752
bhs,2019,73.918
bhs,2020,74.053
bih,1960,60.353
bih,1961,61.019
bih,1962,61.646
bih,1963,62.243
bih,1964,62.818
bih,1965,63.381
bih,1966,63.94
bih,1967,64.499
bih,1968,65.059
bih,1969,65.621
bih,1970,66.187
bih,1971,66.756
bih,1972,67.32
bih,1973,67.867
bih,1974,68.39
bih,1975,68.872
bih,1976,69.296
bih,1977,69.657
bih,1978,69.954
bih,1979,70.193
bih,1980,70.399
bih,1981,70.601
bih,1982,70.82
bih,1983,71.061
bih,1984,71.315
bih,1985,71.534
bih,1986,71.65
bih,1987,71.626
bih,1988,71.461
bih,1989,71.184
bih,1990,70.877
bih,1991,70.645
bih,1992,70.577
bih,1993,70.725
bih,1994,71.093
bih,1995,71.645
bih,1996,72.307
bih,1997,72.976
bih,1998,73.569
bih,1999,74.05
bih,2000,74.403
bih,2001,74.637
bih,2002,74.803
bih,2003,74.941
bih,2004,75.068
bih,2005,75.198
bih,2006,75.342
bih,2007,75.498
bih,2008,75.665
bih,2009,75.844
bih,2010,76.031
bih,2011,76.219
bih,2012,76.401
bih,2013,76.569
bih,2014,76.723
bih,2015,76.865
bih,2016,76.998
bih,2017,77.128
bih,2018,77.262
bih,2019,77.401
bih,2020,77.545
blr,1960,67.7081
blr,1961,68.21266
blr,1962,68.63583
blr,1963,68.99207
blr,1964,69.28993
blr,1965,69.53741
blr,1966,69.73461
blr,1967,69.88166
blr,1968,69.98263
blr,1969,70.04515
blr,1970,70.07924
blr,1971,70.093
blr,1972,70.09241
blr,1973,70.08244
blr,1974,70.06807
blr,1975,70.04827
blr,1976,70.0159
blr,1977,69.96741
blr,1978,69.90632
blr,1979,69.84163
blr,1980,69.80202
blr,1981,69.81917
blr,1982,69.90822
blr,1983,70.06466
blr,1984,70.27193
blr,1985,70.99268
blr,1986,71.54951
blr,1987,70.99024
blr,1988,71.34146
blr,1989,71.48293
blr,1990,70.83659
blr,1991,70.37805
blr,1992,70.02195
blr,1993,68.97073
blr,1994,68.76829
blr,1995,68.46098
blr,1996,68.5122
blr,1997,68.46098
blr,1998,68.40732
blr,1999,67.90732
blr,2000,68.9122
blr,2001,68.50732
blr,2002,68.0561
blr,2003,68.55366
blr,2004,68.9561
blr,2005,68.85122
blr,2006,69.40488
blr,2007,70.20732
blr,2008,70.4561
blr,2009,70.40732
blr,2010,70.40488
blr,2011,70.55366
blr,2012,71.96585
blr,2013,72.47073
blr,2014,72.97073
blr,2015,73.62439
blr,2016,73.82683
blr,2017,74.12927
blr,2018,74.17561
blr,2019,74.22683
blr,2020,74.22683
blz,1960,59.981
blz,1961,60.531
blz,1962,61.092
blz,1963,61.663
blz,1964,62.241
blz,1965,62.823
blz,1966,63.402
blz,1967,63.971
blz,1968,64.525
blz,1969,65.058
blz,1970,65.566
blz,1971,66.047
blz,1972,66.504
blz,1973,66.939
blz,1974,67.354
blz,1975,67.751
blz,1976,68.135
blz,1977,68.509
blz,1978,68.874
blz,1979,69.229
blz,1980,69.577
blz,1981,69.921
blz,1982,70.257
blz,1983,70.575
blz,1984,70.865
blz,1985,71.11
blz,1986,71.294
blz,1987,71.405
blz,1988,71.437
blz,1989,71.386
blz,1990,71.242
blz,1991,70.996
blz,1992,70.662
blz,1993,70.268
blz,1994,69.845
blz,1995,69.439
blz,1996,69.1
blz,1997,68.858
blz,1998,68.734
blz,1999,68.734
blz,2000,68.847
blz,2001,69.04
blz,2002,69.272
blz,2003,69.511
blz,2004,69.749
blz,2005,69.998
blz,2006,70.286
blz,2007,70.636
blz,2008,71.059
blz,2009,71.541
blz,2010,72.057
blz,2011,72.57
blz,2012,73.044
blz,2013,73.452
blz,2014,73.782
