geo,time,dc_dac_cecl_cd
ago,2013,33159999.84741
ago,2014,62119998.93188
ago,2015,26899999.61853
ago,2016,43279998.7793
ago,2017,39790000.91553
ago,2018,35430000.30518
ago,2019,40150001.52588
alb,1992,190470001.2207
alb,1993,109680000.30518
alb,1994,31360000.61035
alb,1995,38369998.93188
alb,1996,62069999.69482
alb,1997,25110000.61035
alb,1998,85260002.13623
alb,1999,115419998.16894
alb,2000,87080001.83105
alb,2001,64589996.33789
alb,2002,30620000.83923
alb,2003,33909999.84741
alb,2004,44229999.54224
alb,2005,77750000
alb,2006,71400001.52588
alb,2007,50310001.37329
alb,2008,60389999.38965
alb,2009,69279998.7793
alb,2010,74949996.94824
alb,2011,127930000.30518
alb,2012,127559997.55859
alb,2013,97110000.61035
alb,2014,114580001.83106
alb,2015,103970001.2207
alb,2016,89559997.55859
alb,2017,74769996.64307
alb,2018,213369995.11719
alb,2019,71980003.35693
are,1994,79999.99821
are,1997,50000.00075
arg,1979,250000
arg,1983,219999.99881
arg,1985,330000.01311
arg,1986,59999.99866
arg,1987,1309999.94278
arg,1988,3779999.97139
arg,1989,2619999.88556
arg,1990,1899999.97616
arg,1991,2950000.04768
arg,1992,3740000.00954
arg,1993,6360000.13351
arg,1994,5170000.07629
arg,1995,26799999.23706
arg,1996,18510000.22888
arg,1997,13890000.34332
arg,1998,23680000.30518
arg,1999,28430000.30518
arg,2000,10270000.45776
arg,2001,129869995.11719
arg,2002,4800000.19073
arg,2003,4809999.94278
arg,2004,6679999.82834
arg,2005,6030000.20981
arg,2006,24579999.92371
arg,2007,6099999.90463
arg,2008,16610000.61035
arg,2009,21280000.68665
arg,2010,7960000.03815
arg,2011,15880000.11444
arg,2012,109059997.55859
arg,2013,-7039999.96185
arg,2014,-5489999.77112
arg,2015,-13510000.22888
arg,2016,-7099999.90463
arg,2017,-9289999.96185
arg,2018,61869998.93188
arg,2019,7800000.19073
arm,1992,5079999.92371
arm,1993,30500000
arm,1994,71279998.7793
arm,1995,22500000
arm,1996,28520000.45776
arm,1997,11340000.15259
arm,1998,21309999.46594
arm,1999,21569999.69482
arm,2000,12090000.15259
arm,2001,10170000.07629
arm,2002,28879999.16077
arm,2003,16440000.53406
arm,2004,28229999.54224
arm,2005,23420000.07629
arm,2006,21049999.23706
arm,2007,20510000.22888
arm,2008,16340000.15259
arm,2009,38790000.91553
arm,2010,33349998.47412
arm,2011,99790000.91553
arm,2012,43459999.08447
arm,2013,69669998.16895
arm,2014,79019996.64307
arm,2015,148809997.55859
arm,2016,110830001.83106
arm,2017,100839996.33789
arm,2018,58150001.52588
arm,2019,32110000.61035
atg,1984,29999.99933
atg,1985,-59999.99866
atg,1988,2119999.88556
atg,1989,439999.99762
atg,1990,1000000
atg,1991,829999.98331
atg,1992,389999.98569
atg,1993,490000.00954
atg,1994,2170000.07629
atg,1995,519999.98093
atg,1996,930000.00715
atg,1997,1379999.99523
atg,1998,2190000.05722
atg,1999,750000
atg,2000,400000.00596
atg,2001,889999.98569
atg,2002,2569999.93324
atg,2003,550000.01192
atg,2004,439999.99762
atg,2005,310000.00238
atg,2006,1100000.02384
atg,2007,2130000.11444
atg,2008,2440000.05722
atg,2009,509999.99046
atg,2010,12239999.77112
atg,2011,3980000.01907
atg,2012,-119999.99732
atg,2013,620000.00477
atg,2014,1049999.95232
atg,2015,119999.99732
atg,2017,2480000.01907
atg,2018,790000.02146
atg,2019,4429999.82834
aze,1992,4500000
aze,1993,6860000.13351
aze,1994,102830001.83106
aze,1995,28739999.77112
aze,1996,30100000.38147
aze,1997,21959999.08447
aze,1998,26190000.53406
aze,1999,21750000
aze,2000,20120000.83923
aze,2001,12779999.73297
aze,2002,22370000.83923
aze,2003,24559999.46594
aze,2004,10609999.65668
aze,2005,26020000.45776
aze,2006,18670000.07629
aze,2007,9039999.96185
aze,2008,13010000.22888
aze,2009,12479999.54224
aze,2010,20760000.22888
aze,2011,24770000.45776
aze,2012,26190000.53406
aze,2013,17379999.16077
aze,2014,12109999.65668
aze,2015,27450000.76294
aze,2016,26420000.07629
aze,2017,24729999.54224
aze,2018,23729999.54224
aze,2019,19159999.84741
bdi,1960,9999.99978
bdi,1961,469999.99881
bdi,1962,750000
bdi,1963,250000
bdi,1964,1360000.01431
bdi,1965,790000.02146
bdi,1966,1259999.99046
bdi,1967,1480000.01907
bdi,1968,1509999.99046
bdi,1969,2180000.06676
bdi,1970,2980000.01907
bdi,1971,4460000.03815
bdi,1972,5369999.88556
bdi,1973,7599999.90463
bdi,1974,9569999.69482
bdi,1975,12670000.07629
bdi,1976,10630000.11444
bdi,1977,4780000.20981
bdi,1978,7619999.88556
bdi,1979,12960000.03815
bdi,1980,12039999.96185
bdi,1981,25479999.54224
bdi,1982,7159999.84741
bdi,1983,12529999.73297
bdi,1984,9960000.03815
bdi,1985,9529999.73297
bdi,1986,11170000.07629
bdi,1987,10189999.58038
bdi,1988,27319999.69482
bdi,1989,35490001.67847
bdi,1990,35700000.76294
bdi,1991,56779998.7793
bdi,1992,65730003.35693
bdi,1993,23989999.77112
bdi,1994,36479999.54224
bdi,1995,23860000.61035
bdi,1996,9890000.34332
bdi,1997,2849999.90463
bdi,1998,-629999.99523
bdi,1999,1429999.94755
bdi,2000,9159999.84741
bdi,2001,62560001.37329
bdi,2002,36439998.62671
bdi,2003,47799999.23706
bdi,2004,69059997.55859
bdi,2005,85110000.61035
bdi,2006,47060001.37329
bdi,2007,121709999.08447
bdi,2008,84639999.38965
bdi,2009,131050003.05176
bdi,2010,131199996.94824
bdi,2011,87480003.35693
bdi,2012,58750000
bdi,2013,75160003.66211
bdi,2014,95150001.52588
bdi,2015,48630001.06812
bdi,2016,58189998.62671
bdi,2017,44189998.62671
bdi,2018,48970001.2207
bdi,2019,110519996.64307
ben,1960,9999.99978
ben,1961,310000.00238
ben,1962,1320000.05245
ben,1963,2009999.99046
ben,1964,3180000.06676
ben,1965,3220000.02861
ben,1966,4000000
ben,1967,5519999.98093
ben,1968,3960000.03815
ben,1969,3160000.08583
ben,1970,4809999.94278
ben,1971,3940000.05722
ben,1972,3930000.06676
ben,1973,5349999.90463
ben,1974,7510000.22888
ben,1975,13600000.38147
ben,1976,11840000.15259
ben,1977,6139999.86649
ben,1978,11649999.61853
ben,1979,14250000
ben,1980,13579999.92371
ben,1981,9109999.65668
ben,1982,6750000
ben,1983,7820000.17166
ben,1984,6530000.20981
ben,1985,5110000.13351
ben,1986,10529999.73297
ben,1987,11789999.96185
ben,1988,28290000.91553
ben,1989,36639999.38965
ben,1990,44400001.52588
ben,1991,17229999.54224
ben,1992,36650001.52588
ben,1993,39200000.76294
ben,1994,10430000.30518
ben,1995,16610000.61035
ben,1996,26000000
ben,1997,31969999.31335
ben,1998,29680000.30518
ben,1999,25309999.46594
ben,2000,2809999.94278
ben,2001,43409999.84741
ben,2002,27850000.38147
ben,2003,51000000
ben,2004,88680000.30518
ben,2005,37830001.83105
ben,2006,35119998.93188
ben,2007,81830001.83105
ben,2008,127620002.74658
ben,2009,146639999.38965
ben,2010,122750000
ben,2011,63130001.06812
ben,2012,79089996.33789
ben,2013,78949996.94824
ben,2014,72180000.30518
ben,2015,48270000.45776
ben,2016,47779998.7793
ben,2017,81370002.74658
ben,2018,90569999.69482
ben,2019,45950000.76294
bfa,1960,9999.99978
bfa,1961,1169999.95708
bfa,1962,2990000.00954
bfa,1963,3029999.97139
bfa,1964,3980000.01907
bfa,1965,5630000.11444
bfa,1966,5920000.07629
bfa,1967,2690000.05722
bfa,1968,5710000.03815
bfa,1969,7380000.11444
bfa,1970,6139999.86649
bfa,1971,10789999.96185
bfa,1972,8159999.84741
bfa,1973,17370000.83923
bfa,1974,32279998.7793
bfa,1975,17569999.69482
bfa,1976,6320000.17166
bfa,1977,14420000.07629
bfa,1978,25209999.08447
bfa,1979,20860000.61035
bfa,1980,10569999.69482
bfa,1981,19000000
bfa,1982,19530000.68665
bfa,1983,15460000.03815
bfa,1984,16979999.54224
bfa,1985,13819999.69482
bfa,1986,8699999.80927
bfa,1987,15220000.26703
bfa,1988,23719999.31335
bfa,1989,14000000
bfa,1990,20200000.76294
bfa,1991,34889999.38965
bfa,1992,61189998.62671
bfa,1993,82540000.91553
bfa,1994,47020000.45776
bfa,1995,73239997.86377
bfa,1996,48849998.47412
bfa,1997,64699996.94824
bfa,1998,65260002.13623
bfa,1999,53270000.45776
bfa,2000,41569999.69482
bfa,2001,31250000
bfa,2002,68720001.2207
bfa,2003,84110000.61035
bfa,2004,87650001.52588
bfa,2005,101160003.66211
bfa,2006,133679992.67578
bfa,2007,201600006.10352
bfa,2008,148559997.55859
bfa,2009,165429992.67578
bfa,2010,164110000.61035
bfa,2011,143740005.49316
bfa,2012,157889999.38965
bfa,2013,199259994.50684
bfa,2014,193679992.67578
bfa,2015,184309997.55859
bfa,2016,155649993.89648
bfa,2017,185029998.7793
bfa,2018,194080001.83105
bfa,2019,145479995.72754
bgd,1971,5989999.77112
bgd,1972,7750000
bgd,1973,35110000.61035
bgd,1974,40209999.08447
bgd,1975,60709999.08447
bgd,1976,15180000.30518
bgd,1977,44159999.84741
bgd,1978,29790000.91553
bgd,1979,22280000.68665
bgd,1980,33209999.08447
bgd,1981,53750000
bgd,1982,67500000
bgd,1983,40750000
bgd,1984,49430000.30518
bgd,1985,6820000.17166
bgd,1986,20110000.61035
bgd,1987,39740001.67847
bgd,1988,54069999.69482
bgd,1989,105440002.44141
bgd,1990,58700000.76294
bgd,1991,58849998.47412
bgd,1992,51340000.15259
bgd,1993,70410003.66211
bgd,1994,56270000.45776
bgd,1995,111680000.30518
bgd,1996,112870002.74658
bgd,1997,81110000.61035
bgd,1998,87309997.55859
bgd,1999,64110000.61035
bgd,2000,68389999.38965
bgd,2001,73930000.30518
bgd,2002,24739999.77112
bgd,2003,52330001.83105
bgd,2004,58189998.62671
bgd,2005,78309997.55859
bgd,2006,100879997.25342
bgd,2007,101449996.94824
bgd,2008,194479995.72754
bgd,2009,131869995.11719
bgd,2010,188649993.89648
bgd,2011,159119995.11719
bgd,2012,128210006.71387
bgd,2013,119970001.2207
bgd,2014,98230003.35693
bgd,2015,79449996.94824
bgd,2016,115110000.61035
bgd,2017,141440002.44141
bgd,2018,168619995.11719
bgd,2019,160710006.71387
bgr,1990,889999.98569
bgr,1991,263119995.11719
bgr,1992,73889999.38965
bgr,1993,46020000.45776
bgr,1994,102760002.13623
bgr,1995,58150001.52588
bgr,1996,107209999.08447
bgr,1997,140089996.33789
bgr,1998,92800003.05176
bgr,1999,120970001.2207
bgr,2000,95339996.33789
bgr,2001,165039993.28613
bgr,2002,129300003.05176
bgr,2003,179949996.94824
bgr,2004,354670013.42773
bhr,1993,7030000.20981
bhr,1995,9999.99978
bhs,1978,280000.00119
bhs,1979,119999.99732
bhs,1980,79999.99821
bhs,1981,70000.0003
bhs,1982,180000.00715
bhs,1983,129999.99523
bhs,1984,889999.98569
bhs,1986,720000.02861
bhs,1987,200000.00298
bhs,1988,409999.99642
bhs,1989,2450000.04768
bhs,1990,500000
bhs,1991,939999.99762
bhs,1992,970000.02861
bhs,1993,-500000
bhs,1994,-300000.01192
bhs,1995,1549999.95232
bhs,1996,-1669999.95708
bhs,1997,1730000.01907
bhs,1998,21930000.30518
bhs,1999,9890000.34332
bhs,2000,-39999.99911
bhs,2001,-119999.99732
bhs,2002,-3990000.00954
bhs,2003,-2430000.06676
bhs,2004,-2269999.98093
bih,1993,32330001.83105
bih,1994,360000.01431
bih,1995,151020004.27246
bih,1996,64760002.13623
bih,1997,216770004.27246
bih,1998,133490005.49316
bih,1999,239419998.16895
bih,2000,196059997.55859
bih,2001,154259994.50684
bih,2002,129259994.50684
bih,2003,135830001.83105
bih,2004,124559997.55859
bih,2005,164520004.27246
bih,2006,89290000.91553
bih,2007,69290000.91553
bih,2008,85870002.74658
bih,2009,72620002.74658
bih,2010,105089996.33789
bih,2011,278429992.67578
bih,2012,311700012.20703
bih,2013,283470001.2207
bih,2014,333089996.33789
bih,2015,145399993.89648
bih,2016,191220001.2207
bih,2017,172080001.83105
bih,2018,87349998.47412
bih,2019,147699996.94824
blr,1994,8420000.07629
blr,1995,51930000.30518
blr,1996,11470000.26703
blr,1997,6699999.80927
blr,1998,3930000.06676
blr,1999,6030000.20981
blr,2000,1470000.02861
blr,2001,3200000.04768
blr,2002,1289999.96185
blr,2003,990000.00954
blr,2004,479999.98927
blr,2005,6389999.86649
blr,2006,15470000.26703
blr,2007,6889999.86649
blr,2008,17379999.16077
blr,2009,11130000.11444
blr,2010,15229999.54224
blr,2011,15479999.54224
blr,2012,20079999.92371
blr,2013,18729999.54224
blr,2014,27620000.83923
blr,2015,25290000.91553
blr,2016,31149999.61853
blr,2017,39419998.16895
blr,2018,29590000.15259
blr,2019,109540000.91553
blz,1978,250000
blz,1980,540000.02146
blz,1981,990000.00954
blz,1982,1360000.01431
blz,1983,209999.99344
blz,1984,39999.99911
blz,1985,-250000
blz,1986,209999.99344
blz,1987,100000.00149
blz,1988,3809999.94278
blz,1989,990000.00954
blz,1990,2200000.04768
blz,1991,2069999.93324
blz,1992,4929999.82834
blz,1993,6920000.07629
blz,1994,9010000.22888
blz,1995,3269999.98093
blz,1996,800000.01192
blz,1997,4429999.82834
blz,1998,5119999.88556
blz,1999,7090000.15259
blz,2000,6780000.20981
blz,2001,5780000.20981
blz,2002,2369999.88556
blz,2003,5059999.94278
blz,2004,9999.99978
blz,2005,1129999.99523
blz,2006,3170000.07629
blz,2007,4940000.05722
blz,2008,11470000.26703
blz,2009,9920000.07629
blz,2010,7380000.11444
blz,2011,9079999.92371
blz,2012,14180000.30518
blz,2013,15649999.61853
blz,2014,18489999.77112
blz,2015,11409999.84741
blz,2016,17159999.84741
blz,2017,12000000
blz,2018,10420000.07629
blz,2019,4309999.94278
bmu,1985,879999.99523
bmu,1990,100000.00149
bmu,1992,109999.9994
bol,1970,90000.00358
bol,1972,319999.99285
bol,1973,100000.00149
bol,1974,1669999.95708
bol,1975,990000.00954
bol,1976,200000.00298
bol,1977,610000.01431
bol,1978,850000.02384
bol,1979,1809999.94278
bol,1980,1159999.96662
bol,1981,1309999.94278
bol,1982,50000.00075
bol,1983,5059999.94278
bol,1984,12270000.45776
bol,1985,15119999.88556
bol,1986,21950000.76294
bol,1987,15460000.03815
bol,1988,18809999.46594
bol,1989,10600000.38147
bol,1990,25500000
bol,1991,19920000.07629
bol,1992,32409999.84741
bol,1993,26790000.91553
bol,1994,27959999.08447
bol,1995,23690000.53406
bol,1996,35150001.52588
bol,1997,36310001.37329
bol,1998,29600000.38147
bol,1999,30079999.92371
bol,2000,25360000.61035
bol,2001,26709999.08447
bol,2002,22600000.38147
bol,2003,73139999.38965
bol,2004,36590000.15259
bol,2005,39380001.06812
bol,2006,52009998.32153
bol,2007,43860000.61035
bol,2008,43790000.91553
bol,2009,77830001.83105
bol,2010,64690002.44141
bol,2011,52049999.23706
bol,2012,61560001.37329
bol,2013,82110000.61035
bol,2014,35930000.30518
bol,2015,51290000.91553
bol,2016,75639999.38965
bol,2017,71519996.64307
bol,2018,43169998.16895
bol,2019,66559997.55859
bra,1972,79999.99821
bra,1975,330000.01311
bra,1976,9999.99978
bra,1977,9999.99978
bra,1978,200000.00298
bra,1979,170000.00179
bra,1983,670000.01669
bra,1984,389999.98569
bra,1985,879999.99523
bra,1986,1389999.98569
bra,1987,2099999.90463
bra,1988,4650000.09537
bra,1989,2539999.96185
bra,1990,4800000.19073
bra,1991,7280000.20981
bra,1992,14710000.03815
bra,1993,16549999.23706
bra,1994,24299999.23706
bra,1995,27629999.16077
bra,1996,30450000.76294
bra,1997,16950000.76294
bra,1998,17729999.54224
bra,1999,30180000.30518
bra,2000,17020000.45776
bra,2001,69660003.66211
bra,2002,15399999.61853
bra,2003,21450000.76294
bra,2004,7269999.98093
bra,2005,17069999.69482
bra,2006,8640000.34332
bra,2007,25670000.07629
bra,2008,48549999.23706
bra,2009,18760000.22888
bra,2010,21299999.23706
bra,2011,154360000.61035
bra,2012,188800003.05176
bra,2013,90269996.64307
bra,2014,-27819999.69482
bra,2015,285279998.7793
bra,2016,55650001.52588
bra,2017,-76080001.83105
bra,2018,62319999.69482
bra,2019,-26639999.38965
brb,1973,19999.99955
brb,1975,29999.99933
brb,1977,400000.00596
brb,1978,379999.99523
brb,1979,810000.00238
brb,1980,129999.99523
brb,1981,150000.00596
brb,1982,569999.99285
brb,1983,239999.99464
brb,1984,430000.00715
brb,1985,649999.97616
brb,1986,1460000.03815
brb,1987,79999.99821
brb,1988,-430000.00715
brb,1989,319999.99285
brb,1990,400000.00596
brb,1991,819999.99285
brb,1992,1190000.05722
brb,1993,5659999.84741
brb,1994,1950000.04768
brb,1995,180000.00715
brb,1996,5679999.82834
brb,1997,5710000.03815
brb,1998,17360000.61035
brb,1999,-959999.97854
brb,2000,1850000.02384
brb,2001,-2190000.05722
brb,2002,1870000.00477
brb,2003,19069999.69482
brb,2004,27670000.07629
brb,2005,-7099999.90463
brb,2006,-4239999.77112
brb,2007,6090000.15259
brb,2008,5289999.96185
brb,2009,7769999.98093
brb,2010,12350000.38147
brn,1990,100000.00149
brn,1992,90000.00358
brn,1993,59999.99866
brn,1994,9999.99978
brn,1995,70000.0003
brn,1996,109999.9994
brn,2002,29999.99933
btn,1978,9999.99978
btn,1984,150000.00596
btn,1985,280000.00119
btn,1986,1580000.04292
btn,1987,400000.00596
btn,1988,119999.99732
btn,1989,469999.99881
btn,1990,1899999.97616
btn,1991,1470000.02861
btn,1992,5780000.20981
btn,1993,3440000.05722
btn,1994,2789999.96185
btn,1995,1700000.04768
btn,1996,4820000.17166
btn,1997,3549999.95232
btn,1998,2789999.96185
btn,1999,3500000
btn,2000,899999.97616
btn,2001,1590000.03338
btn,2002,3349999.90463
btn,2003,4570000.17166
btn,2004,2269999.98093
btn,2005,2059999.94278
btn,2006,2839999.91417
btn,2007,3589999.91417
btn,2008,7840000.15259
btn,2009,2920000.07629
btn,2010,1789999.96185
btn,2011,1009999.99046
btn,2012,5280000.20981
btn,2013,5530000.20981
btn,2014,4739999.77112
btn,2015,1840000.03338
btn,2016,6300000.19073
btn,2017,5730000.01907
btn,2018,15039999.96185
btn,2019,16340000.15259
bwa,1971,430000.00715
bwa,1972,59999.99866
bwa,1974,19999.99955
bwa,1977,1139999.98569
bwa,1978,1960000.03815
bwa,1979,4880000.11444
bwa,1980,5880000.11444
bwa,1981,6800000.19073
bwa,1982,1740000.00954
bwa,1983,2140000.1049
bwa,1984,6809999.94278
bwa,1985,2809999.94278
bwa,1986,7150000.09537
bwa,1987,5000000
bwa,1988,8720000.26703
bwa,1989,9159999.84741
bwa,1990,8300000.19073
bwa,1991,7239999.77112
bwa,1992,4659999.84741
bwa,1993,19040000.91553
bwa,1994,10340000.15259
bwa,1995,22579999.92371
bwa,1996,2670000.07629
bwa,1997,64790000.91553
bwa,1998,29090000.15259
bwa,1999,17430000.30518
bwa,2000,4440000.05722
bwa,2001,-150000.00596
bwa,2002,-910000.02623
bwa,2003,-1690000.05722
bwa,2004,3529999.97139
bwa,2005,17600000.38147
bwa,2006,27510000.22888
bwa,2007,34709999.08447
bwa,2008,30579999.92371
bwa,2009,32290000.91553
bwa,2010,39279998.7793
bwa,2011,15319999.69482
bwa,2012,300000.01192
bwa,2013,13920000.07629
bwa,2014,36290000.91553
bwa,2015,6289999.96185
bwa,2016,2650000.09537
bwa,2017,18229999.54224
bwa,2018,1399999.97616
bwa,2019,4840000.15259
caf,1960,19999.99955
caf,1961,310000.00238
caf,1962,839999.97377
caf,1963,1960000.03815
caf,1964,1360000.01431
caf,1965,3769999.98093
caf,1966,4110000.13351
caf,1967,3740000.00954
caf,1968,4719999.79019
caf,1969,4219999.79019
caf,1970,3339999.91417
caf,1971,2400000.09537
caf,1972,5590000.15259
caf,1973,6610000.13351
caf,1974,13369999.88556
caf,1975,15199999.80927
caf,1976,7769999.98093
caf,1977,4739999.77112
caf,1978,5900000.09537
caf,1979,11430000.30518
caf,1980,11020000.45776
caf,1981,14050000.19073
caf,1982,8029999.73297
caf,1983,11750000
caf,1984,11989999.77112
caf,1985,10060000.41962
caf,1986,7309999.94278
caf,1987,6429999.82834
caf,1988,29409999.84741
caf,1989,22819999.69482
caf,1990,32900001.52588
caf,1991,13939999.58038
caf,1992,21590000.15259
caf,1993,11810000.41962
caf,1994,25170000.07629
caf,1995,8119999.88556
caf,1996,15340000.15259
caf,1997,15960000.03815
caf,1998,47569999.69482
caf,1999,37979999.54224
caf,2000,5909999.84741
caf,2001,15390000.34332
caf,2002,5880000.11444
caf,2003,4780000.20981
caf,2004,34470001.2207
caf,2005,11270000.45776
caf,2006,13909999.84741
caf,2007,29989999.77112
caf,2008,41860000.61035
caf,2009,54689998.62671
caf,2010,84779998.7793
caf,2011,65239997.86377
caf,2012,57130001.06812
caf,2013,38009998.32153
caf,2014,164830001.83105
caf,2015,122459999.08447
caf,2016,126190002.44141
caf,2017,94120002.74658
caf,2018,127620002.74658
caf,2019,115500000
chl,1971,9999.99978
chl,1972,259999.99046
chl,1973,19999.99955
chl,1974,1299999.95232
chl,1975,2220000.02861
chl,1976,889999.98569
chl,1977,3890000.1049
chl,1978,13470000.26703
chl,1979,479999.98927
chl,1985,949999.98808
chl,1986,790000.02146
chl,1987,2319999.93324
chl,1988,1690000.05722
chl,1989,12659999.84741
chl,1990,20299999.23706
chl,1991,12590000.15259
chl,1992,13170000.07629
chl,1993,17549999.23706
chl,1994,16920000.07629
chl,1995,12060000.41962
chl,1996,10369999.88556
chl,1997,11800000.19073
chl,1998,6030000.20981
chl,1999,4380000.11444
chl,2000,5389999.86649
chl,2001,7860000.13351
chl,2002,7110000.13351
chl,2003,10489999.77112
chl,2004,16680000.30518
chl,2005,23280000.68665
chl,2006,12300000.19073
chl,2007,12510000.22888
chl,2008,6460000.03815
chl,2009,10800000.19073
chl,2010,16149999.61853
chl,2011,95000000
chl,2012,1940000.05722
chl,2013,5909999.84741
chl,2014,44150001.52588
chl,2015,6519999.98093
chl,2016,5460000.03815
chl,2017,5119999.88556
chn,1981,7159999.84741
chn,1985,879999.99523
chn,1986,7510000.22888
chn,1987,6650000.09537
chn,1988,45810001.37329
chn,1989,41240001.67847
chn,1990,51500000
chn,1991,26770000.45776
chn,1992,31290000.91553
chn,1993,19510000.22888
chn,1994,14100000.38147
chn,1995,32650001.52588
chn,1996,34779998.7793
chn,1997,15470000.26703
chn,1998,21729999.54224
chn,1999,39590000.15259
chn,2000,27440000.53406
chn,2001,23639999.38965
chn,2002,31139999.38965
chn,2003,55380001.06812
chn,2004,49470001.2207
chn,2005,66870002.74658
chn,2006,42069999.69482
chn,2007,56000000
chn,2008,59619998.93188
chn,2009,42889999.38965
chn,2010,42590000.15259
chn,2011,176630004.88281
chn,2012,165639999.38965
chn,2013,79720001.2207
chn,2014,61979999.54224
chn,2015,91349998.47412
chn,2016,113660003.66211
chn,2017,83879997.25342
chn,2018,180940002.44141
chn,2019,77589996.33789
civ,1960,19999.99955
civ,1961,2109999.8951
civ,1962,6239999.77112
civ,1963,6380000.11444
civ,1964,6539999.96185
civ,1965,9890000.34332
civ,1966,10760000.22888
civ,1967,7280000.20981
civ,1968,10729999.54224
civ,1969,10109999.65668
civ,1970,12250000
civ,1971,7530000.20981
civ,1972,6440000.05722
civ,1973,7420000.07629
civ,1974,18700000.76294
civ,1975,21379999.16077
civ,1976,25520000.45776
civ,1977,20459999.08447
civ,1978,6360000.13351
civ,1979,13229999.54224
civ,1980,11409999.84741
civ,1981,26180000.30518
civ,1982,29479999.54224
civ,1983,9989999.77112
civ,1984,9779999.73297
civ,1985,9310000.41962
civ,1986,42529998.7793
civ,1987,25680000.30518
civ,1988,206050003.05176
civ,1989,132639999.38965
civ,1990,136399993.89648
civ,1991,137490005.49316
civ,1992,122949996.94824
civ,1993,29370000.83923
civ,1994,134070007.32422
civ,1995,55380001.06812
civ,1996,104099998.47412
civ,1997,41369998.93188
civ,1998,42369998.93188
civ,1999,8069999.69482
civ,2000,2960000.03815
civ,2001,71769996.64307
civ,2002,4989999.77112
civ,2003,6449999.80927
civ,2004,22690000.53406
civ,2005,20750000
civ,2006,76540000.91553
civ,2007,69849998.47412
civ,2008,145520004.27246
civ,2009,71849998.47412
civ,2010,66930000.30518
civ,2011,99080001.83105
civ,2012,169500000
civ,2013,138059997.55859
civ,2014,121050003.05176
civ,2015,57569999.69482
civ,2016,108500000
civ,2017,100330001.83106
civ,2018,100620002.74658
civ,2019,102040000.91553
cmr,1960,19999.99955
cmr,1961,289999.99166
cmr,1962,3240000.00954
cmr,1963,4380000.11444
cmr,1964,6780000.20981
cmr,1965,12229999.54224
cmr,1966,13739999.77112
cmr,1967,11890000.34332
cmr,1968,23309999.46594
cmr,1969,5559999.94278
cmr,1970,18610000.61035
cmr,1971,17819999.69482
cmr,1972,10779999.73297
cmr,1973,6139999.86649
cmr,1974,6739999.77112
cmr,1975,18649999.61853
cmr,1976,18540000.91553
cmr,1977,11989999.77112
cmr,1978,11630000.11444
cmr,1979,23670000.07629
cmr,1980,13619999.88556
cmr,1981,9909999.84741
cmr,1982,16799999.23706
cmr,1983,5190000.05722
cmr,1984,7079999.92371
cmr,1985,12470000.26703
