geo,time,gc_nfn_totl_gd_zs
nor,1975,1.32325
nor,1976,1.35428
nor,1977,1.43143
nor,1978,1.4195
nor,1979,1.16923
nor,1980,1.23477
nor,1981,1.17914
nor,1982,1.11148
nor,1983,1.15177
nor,1984,1.12757
nor,1985,1.22866
nor,1986,1.2849
nor,1987,1.41949
nor,1988,1.59664
nor,1989,1.81687
nor,1990,1.74019
nor,1991,1.90536
nor,1992,1.98477
nor,1993,1.6404
nor,1994,1.51575
nor,1995,2.40256
nor,1996,2.31124
nor,1997,2.24438
nor,1998,2.49343
nor,1999,2.23467
nor,2000,1.71209
nor,2001,1.5449
nor,2002,2.10458
nor,2003,2.13798
nor,2004,2.12449
nor,2005,2.02273
nor,2006,2.08765
nor,2007,2.18695
nor,2008,2.23943
nor,2009,2.64161
nor,2010,2.17949
nor,2011,2.21515
nor,2012,2.14622
nor,2013,2.36632
nor,2014,2.6623
nor,2015,2.82939
nor,2016,3.00147
npl,2010,3.86816
npl,2011,3.15252
npl,2012,2.91585
npl,2013,2.78375
npl,2014,2.97801
npl,2015,3.64839
npl,2016,4.68831
npl,2017,6.75408
nzl,1972,2.3628
nzl,1973,2.28236
nzl,1974,3.0366
nzl,1975,2.52898
nzl,1976,2.07677
nzl,1977,2.03925
nzl,1978,1.94021
nzl,1979,1.59451
nzl,1980,1.56522
nzl,1981,1.52073
nzl,1982,1.54621
nzl,1983,1.52207
nzl,1984,1.45028
nzl,1985,1.76169
nzl,1986,1.44082
nzl,1987,1.4273
nzl,1988,1.18482
nzl,2002,2.18035
nzl,2003,1.62468
nzl,2004,1.7938
nzl,2005,2.07931
nzl,2006,2.13774
nzl,2007,2.03511
nzl,2008,1.98199
nzl,2009,2.07569
nzl,2010,2.01604
nzl,2011,1.69362
nzl,2012,1.66517
nzl,2013,1.59295
nzl,2014,1.79829
nzl,2015,1.89335
nzl,2016,1.94497
pak,1997,2.80466
pak,1998,2.60541
pak,1999,2.34908
pak,2000,1.60353
pak,2001,1.19652
pak,2002,1.70257
pak,2003,1.47149
pak,2004,1.47273
pak,2005,1.69932
pak,2006,2.7544
pak,2007,2.45971
pak,2008,2.45768
pak,2009,2.05595
pak,2010,2.15031
pak,2011,1.20748
per,1972,2.81191
per,1973,1.88022
per,1974,2.61037
per,1975,2.04821
per,1976,2.00122
per,1977,2.8567
per,1978,2.15044
per,1979,2.56613
per,1980,3.39765
per,1981,3.86112
per,1982,3.57163
per,1983,3.22134
per,1984,3.25969
per,1985,2.62073
per,1986,2.71873
per,1987,2.08656
per,1988,1.24357
per,1989,1.89832
per,1990,1.08854
per,1991,1.35508
per,1992,1.48981
per,1993,2.81737
per,1994,3.09194
per,1995,1.27737
per,1996,-1.26182
per,1997,1.58826
per,1998,2.33163
per,1999,2.41353
per,2000,1.7614
per,2001,1.23286
per,2002,0.75572
per,2003,1.43689
per,2004,1.18402
per,2005,1.34222
per,2006,1.0493
per,2007,1.124
per,2008,1.27937
per,2009,1.74903
per,2010,2.06611
per,2011,2.0148
per,2012,1.64207
per,2013,1.61803
per,2014,2.00537
per,2015,1.71891
per,2016,0.99346
phl,1990,2.15127
phl,1991,2.50865
phl,1992,2.90278
phl,1993,2.14893
phl,2000,2.36102
phl,2001,1.88279
phl,2002,2.14455
phl,2003,1.64417
phl,2004,1.76158
phl,2005,1.52829
phl,2006,1.51441
phl,2007,2.01855
phl,2008,2.13908
phl,2009,2.47783
phl,2010,2.37248
phl,2011,1.56831
phl,2012,2.1201
phl,2013,2.17285
phl,2014,2.08971
phl,2015,2.47626
phl,2016,3.25795
plw,2008,7.53656
plw,2009,5.72766
plw,2010,10.80731
plw,2011,7.38124
plw,2012,8.21035
plw,2013,4.40185
plw,2014,4.55026
plw,2015,4.80629
plw,2016,5.63696
png,1990,3.48189
png,1991,5.3012
png,1992,2.86337
png,1993,2.64675
png,1994,1.00841
png,1995,1.73298
png,1996,0.62527
png,1997,2.0229
png,1998,3.40497
png,1999,1.55083
png,2000,0.22839
png,2001,1.62505
png,2002,3.04496
png,2014,5.29925
png,2015,3.17171
png,2016,2.47347
pol,1994,0.93796
pol,1995,1.47829
pol,1996,1.60455
pol,1997,1.64759
pol,1998,1.6834
pol,1999,0.30154
pol,2000,0.17034
pol,2001,1.17152
pol,2002,1.25004
pol,2003,1.32585
pol,2004,1.44359
pol,2005,1.70606
pol,2006,1.84528
pol,2007,2.45034
pol,2008,2.55396
pol,2009,2.39048
pol,2010,2.74722
pol,2011,3.14314
pol,2012,2.48792
pol,2013,1.92479
pol,2014,2.0125
pol,2015,2.25357
pol,2016,2.06559
prt,1975,1.17278
prt,1976,2.17987
prt,1978,1.27885
prt,1979,1.29768
prt,1980,1.3177
prt,1981,1.44807
prt,1982,1.27779
prt,1983,1.19293
prt,1984,1.21895
prt,1985,0.92636
prt,1986,1.25785
prt,1987,1.24715
prt,1988,1.20898
prt,1989,1.6822
prt,1990,1.74929
prt,1995,2.85022
prt,1996,3.13159
prt,1997,3.40053
prt,1998,3.1625
prt,1999,2.89495
prt,2000,2.25712
prt,2001,2.65104
prt,2002,1.86795
prt,2003,2.3368
prt,2004,2.67812
prt,2005,2.14836
prt,2006,1.95329
prt,2007,1.63118
prt,2008,1.03196
prt,2009,2.53649
prt,2010,3.55518
prt,2011,2.05522
prt,2012,1.33886
prt,2013,1.03706
prt,2014,1.0582
prt,2015,1.27661
prt,2016,0.65869
pry,2005,1.56446
pry,2006,1.57819
pry,2007,1.48181
pry,2008,1.08475
pry,2009,1.71449
pry,2010,1.672
pry,2011,1.73605
pry,2012,1.999
pry,2013,2.11991
pry,2014,2.1904
pry,2015,2.2945
pry,2016,2.48098
pry,2017,2.77463
pse,2005,0.22051
pse,2006,0.04998
pse,2007,0.03767
pse,2008,0.28542
pse,2009,0.15682
pse,2010,0.07718
pse,2011,0.51321
pse,2012,0.28337
pse,2013,0.23363
pse,2014,0.28623
pse,2015,0.25531
rou,1981,0.03046
rou,1982,0.03011
rou,1983,0.00768
rou,1984,0.00711
rou,1985,0.00465
rou,1986,0.00525
rou,1987,0.00521
rou,1988,0.00618
rou,1989,0.00725
rou,1990,0.14687
rou,1991,0.91792
rou,1992,1.23798
rou,1993,1.57887
rou,1994,2.1836
rou,1995,3.33745
rou,1996,3.09457
rou,1997,1.92352
rou,1998,1.24542
rou,1999,1.80803
rou,2000,3.29059
rou,2001,2.52736
rou,2002,2.68671
rou,2003,2.90401
rou,2004,2.16083
rou,2005,2.33659
rou,2006,3.56953
rou,2007,3.51295
rou,2008,4.14031
rou,2009,3.69624
rou,2010,3.56962
rou,2011,2.61306
rou,2012,2.29451
rou,2013,2.39417
rou,2014,2.14646
rou,2015,2.30965
rou,2016,1.80311
rus,1994,0.85862
rus,1995,0.36709
rus,1998,0.66572
rus,1999,0.8577
rus,2000,1.06504
rus,2001,1.77848
rus,2002,2.17291
rus,2003,2.33864
rus,2004,0.2061
rus,2005,1.21855
rus,2006,1.84194
rus,2007,3.95187
rus,2008,8.12586
rus,2009,1.67495
rus,2010,3.09295
rus,2011,5.20944
rus,2012,2.97915
rus,2013,2.4228
rus,2014,2.63667
rus,2015,3.46011
rus,2016,2.5387
rwa,1990,6.27843
rwa,1991,7.43697
rwa,1992,5.22437
rwa,2014,11.28648
rwa,2015,11.29109
rwa,2016,9.2436
sau,2010,8.57694
sau,2011,9.64604
sau,2012,7.38677
sau,2013,9.38814
sau,2014,11.26261
sau,2015,8.57192
sau,2016,5.54702
sen,2015,6.90346
sgp,1972,0.97563
sgp,1973,-0.06734
sgp,1974,0.61568
sgp,1975,0.51716
sgp,1976,2.75937
sgp,1977,3.11254
sgp,1978,3.39743
sgp,1979,2.23734
sgp,1980,3.12336
sgp,1981,1.69676
sgp,1982,1.27129
sgp,1983,3.1741
sgp,1984,5.72245
sgp,1985,-1.8403
sgp,1986,-5.83967
sgp,1987,4.63891
sgp,1988,1.86966
sgp,1989,1.29835
sgp,1990,-2.22861
sgp,1991,-1.77101
sgp,1992,-2.61069
sgp,1993,-3.48335
sgp,1994,-5.29428
sgp,1995,-5.35097
sgp,1996,-4.58619
sgp,1997,-7.04002
sgp,1998,0.3227
sgp,1999,0.6646
sgp,2000,-1.07105
sgp,2001,0.69055
sgp,2002,0.48039
sgp,2003,0.5696
sgp,2004,0.52512
sgp,2005,-0.78741
sgp,2006,-1.30505
sgp,2007,-4.0136
sgp,2008,-1.7208
sgp,2009,1.18487
sgp,2010,-3.09805
sgp,2011,-4.8275
sgp,2012,-3.36358
sgp,2013,-3.19196
sgp,2014,-2.232
sgp,2015,-2.12677
sgp,2016,-1.01598
slb,2011,1.70521
slb,2012,4.0506
slb,2013,11.29417
slb,2014,9.68103
slb,2015,10.79167
slb,2016,9.87025
slv,1998,2.41993
slv,1999,1.43431
slv,2000,1.53085
slv,2001,1.92631
slv,2002,3.32354
slv,2003,2.95683
slv,2004,2.64995
slv,2005,3.55014
slv,2006,2.40564
slv,2007,1.89575
slv,2008,1.72515
slv,2009,1.62428
slv,2010,1.49502
slv,2011,2.04925
slv,2012,1.20925
slv,2013,2.27048
slv,2014,2.37956
slv,2015,1.81789
slv,2016,1.31546
smr,2002,0.24564
smr,2003,1.80532
smr,2004,2.00809
smr,2005,1.85367
smr,2006,2.10141
smr,2007,2.19921
srb,2007,2.69406
srb,2008,1.7856
srb,2009,1.37867
srb,2010,1.65209
srb,2011,1.52903
srb,2012,1.74258
svk,1995,2.82678
svk,1996,2.20524
svk,1997,5.46967
svk,1998,4.43103
svk,1999,2.87105
svk,2000,3.06827
svk,2001,3.40131
svk,2002,2.74854
svk,2003,2.31955
svk,2004,2.28239
svk,2005,2.40579
svk,2006,2.53522
svk,2007,2.17433
svk,2008,2.34423
svk,2009,2.64352
svk,2010,2.214
svk,2011,2.36582
svk,2012,2.38382
svk,2013,2.62905
svk,2014,2.87759
svk,2015,4.85339
svk,2016,2.7862
svn,1995,3.00791
svn,1996,2.89003
svn,1997,2.58909
svn,1998,2.49463
svn,1999,2.47077
svn,2000,2.17826
svn,2001,1.89444
svn,2002,2.23538
svn,2003,2.35499
svn,2004,2.56651
svn,2005,2.25981
svn,2006,2.62145
svn,2007,2.93051
svn,2008,2.68021
svn,2009,2.68532
svn,2010,2.5098
svn,2011,2.28784
svn,2012,2.17522
svn,2013,2.54568
svn,2014,2.23594
svn,2015,2.72906
svn,2016,1.82213
swe,1972,1.41117
swe,1973,1.48397
swe,1974,1.34785
swe,1975,1.21166
swe,1976,1.3025
swe,1977,1.39121
swe,1978,1.25868
swe,1979,1.07379
swe,1980,1.05825
swe,1981,0.92286
swe,1982,0.94349
swe,1983,0.91784
swe,1984,0.92108
swe,1985,0.58356
swe,1986,0.61469
swe,1987,0.63429
swe,1988,0.62369
swe,1989,0.47613
swe,1990,0.54974
swe,1991,0.4842
swe,1992,0.47469
swe,1993,0.50498
swe,1994,-0.55681
swe,1995,3.18328
swe,1996,2.76115
swe,1997,2.58945
swe,1998,1.84899
swe,1999,2.55532
swe,2000,2.3543
swe,2001,2.45134
swe,2002,2.56857
swe,2003,2.60043
swe,2004,2.63378
swe,2005,2.54537
swe,2006,2.49514
swe,2007,2.40161
swe,2008,2.42365
swe,2009,2.54833
swe,2010,2.5763
swe,2011,2.41857
swe,2012,2.44301
swe,2013,2.33559
swe,2014,2.21332
swe,2015,2.08449
swe,2016,2.10356
syc,1985,9.80994
syc,1986,13.85676
syc,1987,5.78123
syc,1988,5.77221
syc,1989,9.45381
syc,1993,10.03014
syc,1994,4.78979
syc,1995,1.75613
syc,1996,7.35141
syc,1997,8.46409
syc,1998,11.34851
syc,1999,12.17739
syc,2000,10.91566
syc,2005,4.15336
syc,2006,5.53925
syc,2007,4.73762
syc,2008,2.62647
syc,2009,2.90667
syc,2010,4.01957
syc,2011,4.74529
syc,2012,4.57872
syc,2013,4.1357
syc,2014,4.04053
syc,2015,4.39938
syc,2016,4.76864
tgo,2004,1.42316
tgo,2005,4.02844
tgo,2006,3.26846
tgo,2007,1.88865
tgo,2008,3.36625
tgo,2009,5.79958
tgo,2010,5.93445
tgo,2011,7.90458
tgo,2012,8.85274
tgo,2013,7.60008
tgo,2015,11.23541
tgo,2016,9.29888
tha,1972,4.15991
tha,1973,2.79063
tha,1974,2.18553
tha,1975,2.06594
tha,1976,2.74661
tha,1977,3.58761
tha,1978,3.38345
tha,1979,3.17678
tha,1980,3.43557
tha,1981,3.60042
tha,1982,3.83593
tha,1983,3.38647
tha,1984,3.00343
tha,1985,3.52078
tha,1986,3.18379
tha,1987,2.57933
tha,1988,2.03917
tha,1989,1.82499
tha,1990,2.30034
tha,1991,2.85754
tha,1992,3.21296
tha,1993,4.12376
tha,1994,4.80482
tha,1995,4.85704
tha,1996,5.15327
tha,1997,7.09631
tha,1998,5.90124
tha,1999,4.66865
tha,2000,3.86306
tha,2001,3.20688
tha,2002,2.8446
tha,2003,2.10982
tha,2004,1.79145
tha,2005,2.4969
tha,2006,2.34116
tha,2007,2.03242
tha,2008,1.73896
tha,2009,2.39604
tha,2010,2.70113
tha,2011,2.05713
tha,2012,2.08316
tha,2013,2.02105
tha,2014,1.99598
tha,2015,2.72189
tha,2016,1.47836
tls,2010,32.0773
tls,2011,60.76176
tls,2012,47.351
tls,2013,25.62486
tls,2014,29.81655
tls,2015,20.33984
tls,2016,40.04202
ton,2013,8.20729
ton,2014,3.4755
ton,2015,5.98335
ton,2016,8.92577
tto,2001,1.32619
tto,2002,1.18263
tto,2003,1.28118
tto,2004,1.60964
tto,2005,2.26247
tto,2006,3.41403
tto,2007,5.2673
tto,2008,5.07961
tto,2009,6.24161
tto,2010,3.71068
tto,2011,4.25924
tto,2012,2.79135
tto,2014,3.7566
tun,1972,2.93208
tun,1973,3.76965
tun,1974,3.77956
tun,1975,5.43241
tun,1976,5.72685
tun,1977,6.35522
tun,1978,6.88031
tun,1979,5.59548
tun,1980,5.2083
tun,1981,6.09322
tun,1982,7.19757
tun,1983,6.99353
tun,1984,7.0426
tun,1985,6.2679
tun,1986,6.44377
tun,1987,5.27423
tun,1988,4.1048
tun,1989,3.82694
tun,1990,4.14675
tun,1991,4.47592
tun,1992,4.37625
tun,1993,4.62593
tun,1994,4.18938
tun,1995,4.35555
tun,1996,4.40463
tun,1997,3.93229
tun,1998,2.19676
tun,1999,3.91096
tun,2000,3.97304
tun,2001,4.19827
tun,2002,4.0108
tun,2003,3.79751
tun,2004,3.44555
tun,2005,2.97963
tun,2006,3.10537
tun,2007,2.86938
tun,2008,2.81149
tun,2009,2.5521
tun,2010,2.32432
tun,2011,2.22518
tun,2012,1.78685
tur,1972,3.18229
tur,1973,2.52747
tur,1974,3.22711
tur,1975,3.25783
tur,1976,4.65258
tur,1977,5.79381
tur,1978,4.66528
tur,1979,3.23602
tur,1980,2.88686
tur,1981,3.56157
tur,1983,3.27849
tur,1984,3.03631
tur,1985,2.84481
tur,1986,2.49749
tur,1987,2.57301
tur,1988,2.06695
tur,1989,2.02658
tur,1990,1.76385
tur,1991,1.68385
tur,1992,1.6612
tur,1993,1.69764
tur,1994,1.2381
tur,1995,1.15399
tur,1996,1.55834
tur,1997,2.24726
tur,1998,1.07665
tur,2008,1.91858
tur,2009,1.88639
tur,2010,1.8993
tur,2011,1.75937
tur,2012,1.97879
tur,2013,1.47653
tur,2014,1.63742
tur,2015,2.24489
tur,2016,4.39246
tza,2009,2.95115
tza,2010,2.53617
tza,2011,1.75136
tza,2012,3.05803
tza,2013,2.05282
tza,2014,0.71196
tza,2015,0.41418
tza,2016,0.19292
tza,2017,0.24548
uga,2015,3.68722
uga,2016,3.53786
ukr,1999,0.49049
ukr,2000,1.32324
ukr,2001,1.06168
ukr,2002,1.30144
ukr,2003,1.27961
ukr,2004,1.45163
ukr,2005,0.77431
ukr,2006,0.73552
ukr,2007,0.84269
ukr,2008,0.76923
ukr,2009,0.38186
ukr,2010,0.54689
ukr,2011,0.58656
ukr,2012,0.58194
ukr,2013,0.4623
ukr,2014,0.23349
ukr,2015,0.1358
ukr,2016,0.626
ury,1972,1.29066
ury,1973,1.08888
ury,1974,2.09242
ury,1975,1.13766
ury,1976,2.22116
ury,1977,2.4896
ury,1978,2.36001
ury,1979,2.34151
ury,1980,1.65286
ury,1981,1.79206
ury,1982,2.12651
ury,1983,1.71442
ury,1984,1.0428
ury,1985,0.80661
ury,1986,0.81094
ury,1987,1.266
ury,1988,1.57474
ury,1989,1.67872
ury,1990,1.38853
ury,1991,1.09685
ury,1992,0.99861
ury,1993,1.65244
ury,1994,2.3281
ury,1995,1.67482
ury,1996,1.34213
ury,1997,1.0525
ury,1998,1.1522
ury,1999,0.94609
ury,2000,1.14321
ury,2001,1.57626
ury,2002,1.27952
ury,2003,1.19898
ury,2004,1.43715
ury,2005,1.30399
ury,2006,1.40574
ury,2007,1.55015
ury,2008,1.81977
ury,2009,1.56939
ury,2010,1.38769
ury,2011,1.46698
ury,2012,1.44766
ury,2013,1.40635
ury,2014,1.38588
ury,2015,1.2322
ury,2016,1.25695
usa,1972,0.27519
usa,1973,0.22801
usa,1974,0.18444
usa,1975,0.23681
usa,1976,0.27597
usa,1977,0.28677
usa,1978,0.33424
usa,1979,0.34255
usa,1980,0.33003
usa,1981,0.43373
usa,1982,0.40254
usa,1983,0.38029
usa,1984,0.36705
usa,1985,0.3434
usa,1986,0.31269
usa,1987,0.33346
usa,1988,0.33324
usa,1989,0.30913
usa,1990,0.31343
usa,1991,0.31795
usa,1992,0.32882
usa,1993,0.32529
usa,1994,0.31686
usa,1995,0.22619
usa,1996,0.32763
usa,1997,0.2573
usa,1998,0.30675
usa,1999,0.39094
usa,2000,0.416
usa,2001,1.48388
usa,2002,1.59961
usa,2003,1.65794
usa,2004,1.66934
usa,2005,1.6384
usa,2006,1.56697
usa,2007,1.66728
usa,2008,1.68381
usa,2009,1.8568
usa,2010,1.93755
usa,2011,1.83127
usa,2012,1.68911
usa,2013,1.53028
usa,2014,1.43238
usa,2015,1.22655
usa,2016,1.32605
uzb,2011,1.54304
uzb,2012,1.97971
uzb,2013,2.14328
uzb,2014,2.06797
uzb,2015,1.95566
uzb,2016,1.91227
vct,2000,3.15055
vct,2001,4.05939
vct,2002,4.25246
vct,2003,5.684
vct,2004,5.05198
vct,2005,5.45761
vct,2006,5.91892
vct,2007,7.06518
vct,2008,6.14286
vct,2009,5.73754
vct,2010,4.20785
vct,2011,2.88462
vct,2012,2.60711
vct,2013,6.03224
vct,2014,5.78501
vut,1990,0
vut,1995,-0.05366
vut,1996,0.22603
vut,1997,-0.00316
vut,1998,1.07334
vut,1999,0.74582
vut,2009,6.58093
vut,2010,5.0877
vut,2011,5.05275
vut,2012,1.64191
vut,2013,1.01671
vut,2014,0.73136
vut,2015,1.33699
vut,2016,3.6476
zaf,1972,2.69217
zaf,1973,2.22332
zaf,1974,2.32307
zaf,1975,2.5722
zaf,1976,2.55113
zaf,1977,2.40742
zaf,1978,2.14059
zaf,1979,1.98191
zaf,1980,1.86606
zaf,1981,2.05753
zaf,1982,1.89424
zaf,1983,1.85543
zaf,1984,1.7896
zaf,1985,1.92974
zaf,1986,2.09866
zaf,1987,1.63137
zaf,1988,1.54727
zaf,1989,1.28058
zaf,1990,1.42188
zaf,1991,1.41682
zaf,1992,1.13988
zaf,1993,0.97111
zaf,1994,0.52266
zaf,1995,0.79371
zaf,1996,0.67711
zaf,1997,0.69024
zaf,1998,0.6767
zaf,1999,0.47922
zaf,2000,0.44656
zaf,2001,0.56281
zaf,2002,0.49593
zaf,2003,0.53044
zaf,2004,0.47058
zaf,2005,0.56946
zaf,2006,0.54943
zaf,2007,0.52415
zaf,2008,0.60097
zaf,2009,0.53628
zaf,2010,0.6064
zaf,2011,0.70834
zaf,2012,0.9031
zaf,2013,0.83275
zaf,2014,0.9276
zaf,2015,1.01711
zaf,2016,0.81812
zmb,1998,6.45311
zmb,1999,7.01765
zmb,2001,1.78913
zmb,2002,3.05061
zmb,2003,4.06473
zmb,2004,2.15159
zmb,2005,5.69289
zmb,2006,1.68979
zmb,2008,1.1323
zmb,2009,2.6785
zmb,2010,3.09703
zmb,2011,4.5736
zmb,2012,0.31523
zmb,2013,3.02347
zmb,2014,3.29933
zmb,2015,3.09041
zmb,2016,1.5276
zwe,2009,0.12407
zwe,2010,0.60957
zwe,2011,0.77094
zwe,2012,0.63522
