geo,time,gc_tax_ypkg_cn
fin,1995,6617000000
fin,1996,7925000000
fin,1997,8757000000
fin,1998,10017000000
fin,1999,10206000000
fin,2000,14060000000
fin,2001,12342000000
fin,2002,12992000000
fin,2003,12068000000
fin,2004,12524000000
fin,2005,12944000000
fin,2006,13222000000
fin,2007,14818000000
fin,2008,14570000000
fin,2009,9966000000
fin,2010,9818000000
fin,2011,11450000000
fin,2012,11197000000
fin,2013,11506000000
fin,2014,11901000000
fin,2015,12200000000
fin,2016,12757000000
fin,2017,13465000000
fin,2018,13893000000
fin,2019,14216000000
fji,1990,197140000
fji,1991,208660000
fji,1992,195780000
fji,1993,191110000
fji,1994,189070000
fji,1995,225470000
fji,1996,236290000
fji,2004,334610000
fji,2005,352500000
fji,2006,446090420
fji,2010,426252257.77
fji,2011,478807318.53
fji,2012,492714103.69
fji,2013,442557793.29
fji,2014,518370207.65
fji,2015,605113135.16
fji,2016,731827088.38
fji,2017,848330997.97
fji,2018,767852465.12
fji,2019,713924928.27
fra,1972,8491410260.12376
fra,1973,9345124756.65326
fra,1974,13461248222.0633
fra,1975,13095370580.6936
fra,1976,17226738947.8274
fra,1977,19696413027.0734
fra,1978,21022719477.03889
fra,1979,24330863151.09069
fra,1980,30047701297.4936
fra,1981,34941314750.8145
fra,1982,40459969174.8087
fra,1983,45079174397.1022
fra,1984,49149563157.3411
fra,1985,50902726855.5713
fra,1986,56162217950.262
fra,1987,60309593464.2057
fra,1988,61705264217.0142
fra,1989,66140615924.5194
fra,1990,69790550295.2175
fra,1991,76437937242.8376
fra,1992,74349385706.685
fra,1993,76041569798.02029
fra,1994,80630285216.8663
fra,1995,83764000000
fra,1996,92157000000
fra,1997,102656000000
fra,1998,135924000000
fra,1999,148300000000
fra,2000,160144000000
fra,2001,170827000000
fra,2002,163272000000
fra,2003,162293000000
fra,2004,171814000000
fra,2005,181387000000
fra,2006,198540000000
fra,2007,205547000000
fra,2008,215984000000
fra,2009,184993000000
fra,2010,198971000000
fra,2011,214192000000
fra,2012,231318000000
fra,2013,243358000000
fra,2014,243703000000
fra,2015,248161000000
fra,2016,249082000000
fra,2017,263063000000
fra,2018,287298000000
fra,2019,297627000000
fsm,2008,3655980
fsm,2009,3510168
fsm,2010,4306765
fsm,2011,5872542
fsm,2012,6468386
fsm,2013,8258414
fsm,2014,31700214
fsm,2015,8334108
fsm,2016,10269577
fsm,2017,27183370
fsm,2018,89044855
fsm,2019,66608445
gab,2012,551698351323.0249
gab,2013,636416205439.75403
gab,2014,579527145109.14795
gab,2015,466287947263.05298
gab,2016,327282275578
gab,2017,372890690640.81
gab,2018,452194884809
gab,2019,564215795044
gbr,1972,8388000000
gbr,1973,9514000000
gbr,1974,12626000000
gbr,1975,16716000000
gbr,1976,19180000000
gbr,1977,21059000000
gbr,1978,22505000000
gbr,1979,25127000000
gbr,1980,30702000000
gbr,1981,35964000000
gbr,1982,40926000000
gbr,1983,43751000000
gbr,1984,46806000000
gbr,1985,52694000000
gbr,1986,53920000000
gbr,1987,58512000000
gbr,1988,64149000000
gbr,1989,72715000000
gbr,1990,79085000000
gbr,1991,82131000000
gbr,1992,79990000000
gbr,1993,77452000000
gbr,1994,85031000000
gbr,1995,95060000000
gbr,1996,99317000000
gbr,1997,107734000000
gbr,1998,123683000000
gbr,1999,129552000000
gbr,2000,143608000000
gbr,2001,146418000000
gbr,2002,143742000000
gbr,2003,148082000000
gbr,2004,162876000000
gbr,2005,182434000000
gbr,2006,195083000000
gbr,2007,206763000000
gbr,2008,207159000000
gbr,2009,191425000000
gbr,2010,199597000000
gbr,2011,204221000000
gbr,2012,198391000000
gbr,2013,203286000000
gbr,2014,208854000000
gbr,2015,216704000000
gbr,2016,232460000000
gbr,2017,244490000000
gbr,2018,252019000000
gbr,2019,257169000000
geo,1995,49500000
geo,1996,77100000
geo,1997,115900000
geo,1998,139500000
geo,1999,160400000
geo,2000,188500000
geo,2001,202300000
geo,2002,225200000
geo,2003,254100000
geo,2004,430300000
geo,2005,501000000
geo,2006,727100000
geo,2007,1081500000
geo,2008,1888400000
geo,2009,1636600000
geo,2010,1778000000
geo,2011,2383300000
geo,2012,2615800000
geo,2013,2740800000
geo,2014,2767600000
geo,2015,3248400000
geo,2016,3469900000
geo,2017,3675500000
geo,2018,3983700000
geo,2019,4349100000
geo,2020,4246100000
gha,1990,5514300
gha,1991,6244400
gha,1992,6210100
gha,1993,11029900
gha,2001,212374700
gha,2002,279539400
gha,2003,356795010
gha,2004,485752973
gha,2005,609201620
gha,2006,658187375
gha,2007,857441806
gha,2008,1134757015
gha,2009,1538305380
gha,2010,2194970487
gha,2011,3192749467
gha,2012,5536215998.39613
gha,2013,6301734500.11293
gha,2016,9106902009.44902
gha,2017,13398087280
gha,2018,18776430340
gha,2019,22683103949.6273
gin,1990,26859000000
gin,1991,20494000000
gin,1992,52141000000
gmb,1990,62400000
gnb,2017,19879648000
gnb,2019,23857993644.8
gnq,2006,466887000000
gnq,2007,424056000000
gnq,2008,646658000000
gnq,2009,846149000000
gnq,2010,544303500000
gnq,2011,627053190063.57495
gnq,2012,865609474932.72302
gnq,2013,827552302499.58704
gnq,2014,775848061505
gnq,2015,768794745911.63501
gnq,2016,312238537193
gnq,2017,265014942539
gnq,2018,315532829954
gnq,2019,495421968836.5
grc,1972,35157740.2788
grc,1973,47366104.18195
grc,1974,69640498.89949
grc,1975,70198092.44314
grc,1976,115216434.33602
grc,1977,118063096.11152
grc,1978,154922964.04989
grc,1979,203433602.34776
grc,1980,267762289.06823
grc,1981,272457813.64637
grc,1982,489508437.27073
grc,1983,572677916.36097
grc,1984,720146735.14307
grc,1985,860748349.22964
grc,1986,1110814380.04402
grc,1987,1261423330.88775
grc,1988,1490271460.01467
grc,1989,1658870139.39839
grc,1990,2338958180.48423
grc,1995,5456000000
grc,1996,5824000000
grc,1997,7327000000
grc,1998,9645000000
grc,1999,10777000000
grc,2000,12662000000
grc,2001,11860000000
grc,2002,13018000000
grc,2003,12975000000
grc,2004,13922000000
grc,2005,16101000000
grc,2006,16100000000
grc,2007,17176000000
grc,2008,17632000000
grc,2009,17868000000
grc,2010,15953000000
grc,2011,14952000000
grc,2012,16229000000
grc,2013,14015000000
grc,2014,15212000000
grc,2015,14586000000
grc,2016,15634000000
grc,2017,15603000000
grc,2018,16468000000
grc,2019,15642000000
gtm,1990,507000000
gtm,1991,1040840000
gtm,1992,999040000
gtm,1993,1182380000
gtm,1994,846190000
gtm,1995,1365140000
gtm,1996,2003700000
gtm,1997,2299510000
gtm,1998,2392170000
gtm,1999,2896470000
gtm,2000,3688700000
gtm,2001,4139840000
gtm,2002,5413840000
gtm,2003,5601140000
gtm,2004,5739560000
gtm,2005,6438810000
gtm,2006,7646800000
gtm,2007,8653900000
gtm,2008,9698400000
gtm,2009,9705801069.56001
gtm,2010,10319232706.8
gtm,2011,12696320311.96
gtm,2012,13443669865.23
gtm,2013,16041325760
gtm,2014,17632666362.08
gtm,2015,17391749863.69
gtm,2016,19327588517.11
gtm,2017,20483039747.15
gtm,2018,20764532490.88
gtm,2019,21712705436.64
hnd,1972,39500000
hnd,1973,47300000
hnd,1974,65400000
hnd,1975,74500000
hnd,1976,73400000
hnd,1977,91000000
hnd,1978,123400000
hnd,1979,148300000
hnd,1980,230100000
hnd,1981,179300000
hnd,2003,4418600000
hnd,2004,5890100000
hnd,2005,7046400000
hnd,2006,9256000000
hnd,2007,11845559000
hnd,2008,13163500000
hnd,2009,12502800000
hnd,2010,13241250000
hnd,2011,16677700000
hnd,2012,17300800000
hnd,2013,19352280159
hnd,2014,21333213525.47
hnd,2015,24989623291.26
hrv,1991,24540000
hrv,1992,84000000
hrv,1993,935720000
hrv,1994,3803190000
hrv,1995,4506661000
hrv,1996,5488121000
hrv,1997,5887476000
hrv,1998,7376245000
hrv,1999,6937057000
hrv,2000,5768391000
hrv,2001,5391557000
hrv,2002,6427677000
hrv,2003,6796336000
hrv,2004,6941702000
hrv,2005,7998712000
hrv,2006,9853062000
hrv,2007,11911354000
hrv,2008,12124773000
hrv,2009,11231986000
hrv,2010,9739308000
hrv,2011,9407709000
hrv,2012,7889502000
hrv,2013,8282129000
hrv,2014,7381242000
hrv,2015,8808498000
hrv,2016,10299704000
hrv,2017,10639085000
hrv,2018,11160030000
hrv,2019,12134502000
hun,1981,77200000000
hun,1982,70200000000
hun,1983,85700000000
hun,1984,94100000000
hun,1985,69900000000
hun,1986,98300000000
hun,1987,117100000000
hun,1988,123600000000
hun,1989,167900000000
hun,1990,198000000000
hun,1991,275200000000
hun,1992,225600000000
hun,1993,289700000000
hun,1994,349700000000
hun,1995,388955000000
hun,1996,525737000000
hun,1997,615029000000
hun,1998,705938000000
hun,1999,856018000000
hun,2000,1009748000000
hun,2001,1205947000000
hun,2002,1355424000000
hun,2003,1332041000000
hun,2004,1345296000000
hun,2005,1475245000000
hun,2006,1693836000000
hun,2007,2024739000000
hun,2008,2728360000000
hun,2009,2476266000000
hun,2010,2064226000000
hun,2011,1706097000000
hun,2012,1880856000000
hun,2013,1905407000000
hun,2014,2120192000000
hun,2015,2299699000000
hun,2016,2538097000000
hun,2017,2725587000000
hun,2018,2773438000000
hun,2019,3059380000000
idn,1972,289000000000
idn,1973,491000000000
idn,1974,1200000000000
idn,1975,1507000000000
idn,1976,1974000000000
idn,1977,2449000000000
idn,1978,2920000000000
idn,1979,5038000000000
idn,1980,8118000000000
idn,1981,9974000000000
idn,1982,9853000000000
idn,1983,11412000000000
idn,1984,12551000000000
idn,1985,13457000000000
idn,1986,8608000000000
idn,1987,11788000000000
idn,1988,13477000000000
idn,1989,16740000000000
idn,1990,24466800000000
idn,1991,24619000000000
idn,1992,27283100000000
idn,1993,27781000000000
idn,1994,32895000000000
idn,1995,37076000000000
idn,1996,45368000000000
idn,1997,64947300000000
idn,1998,97313000000000
idn,1999,118164300000000
idn,2001,94461600000000
idn,2002,101873500000000
idn,2003,115015586781541
idn,2004,118923100000000
idn,2008,326856000000000
idn,2009,317583000000000
idn,2010,357046000000000
idn,2011,431122000000000
idn,2012,465070000000000
idn,2013,506442000000000
idn,2014,546179701230782
idn,2015,602306441585693
idn,2016,666209607843291
idn,2017,646793123228574
idn,2018,749976679777825.875
idn,2019,772265718286668
ind,1974,15950000000
ind,1975,21340000000
ind,1976,22500000000
ind,1977,23390000000
ind,1978,24530000000
ind,1979,27320000000
ind,1980,29070000000
ind,1981,36800000000
ind,1982,40200000000
ind,1983,43720000000
ind,1984,46550000000
ind,1985,54320000000
ind,1986,60390000000
ind,1987,66290000000
ind,1988,86510000000
ind,1989,97730000000
ind,1990,107090000000
ind,1991,148890000000
ind,1992,175030000000
ind,1993,199030000000
ind,1994,266480000000
ind,1995,332600000000
ind,1996,385130000000
ind,1997,383120000000
ind,1998,460330000000
ind,1999,575590000000
ind,2000,678750000000
ind,2001,688020000000
ind,2002,827630000000
ind,2003,1049520000000
ind,2004,1320340000000
ind,2005,1620780000000
ind,2006,2247890000000
ind,2007,3118690000000
ind,2008,3194860000000
ind,2009,3670800000000
ind,2010,4378260000000
ind,2011,4873710000000
ind,2012,5630960000000
ind,2013,6604420000000
ind,2014,6873160400000
ind,2015,7335600000000
ind,2016,8405920000000
ind,2017,9972310000000
ind,2018,11390000000000
irl,1972,247598925.29369
irl,1973,309816091.13672
irl,1974,352987185.80331
irl,1975,455835970.15608
irl,1976,623441396.50873
irl,1977,764382323.21437
irl,1978,906592987.99844
irl,1979,1113560294.78239
irl,1980,1477975123.29157
irl,1981,1850008380.27132
irl,1982,2181410018.74133
irl,1983,2425199729.79974
irl,1984,2809930367.56378
irl,1985,2995312127.01444
irl,1986,3397819097.87649
irl,1987,3824451092.22869
irl,1988,4380596370.58068
irl,1989,4056813160.58123
irl,1990,4530425463.83532
irl,1991,4951978505.87381
irl,1992,5392577619.08873
irl,1993,6016019015.59746
irl,1994,6695328887.55707
irl,1995,7037741000
irl,1996,8015576000
irl,1997,9234317000
irl,1998,10518094000
irl,1999,12527292000
irl,2000,14537759000
irl,2001,15030776000
irl,2002,15963143000
irl,2003,17617954000
irl,2004,19599021000
irl,2005,21178681000
irl,2006,24586338000
irl,2007,25364550000
irl,2008,22164570000
irl,2009,19117407000
irl,2010,18616977000
irl,2011,19434579000
irl,2012,20836697000
irl,2013,21298225000
irl,2014,23016052000
irl,2015,26599463000
irl,2016,27893463000
irl,2017,29600909000
irl,2018,33291265000
irl,2019,35646377000
irn,1972,25400000000
irn,1973,35200000000
irn,1974,53000000000
irn,1975,124900000000
irn,1976,146000000000
irn,1977,174200000000
irn,1978,210600000000
irn,1979,151500000000
irn,1980,55500000000
irn,1981,245000000000
irn,1982,196700000000
irn,1983,232100000000
irn,1984,283800000000
irn,1985,397700000000
irn,1986,431600000000
irn,1987,457800000000
irn,1988,482100000000
irn,1989,458200000000
irn,1990,656200000000
irn,1991,1002000000000
irn,1992,1602400000000
irn,1993,2384000000000
irn,1994,3548000000000
irn,1995,5208000000000
irn,1996,8453000000000
irn,1997,10442000000000
irn,1998,11955000000000
irn,1999,15537666000000
irn,2000,18272374000000
irn,2001,21242814000000
irn,2002,23185200000000
irn,2003,29607317946165.89453
irn,2004,38176793180950
irn,2005,79836195443712.5
irn,2006,92038419356181.5
irn,2007,118805324077112
irn,2008,159648194758306
irn,2009,201665000000000
irq,2014,1322370000000
irq,2015,1410090557989.45996
irq,2016,2610179830691.47998
irq,2017,4301087866656.43018
irq,2018,3148269321415.72949
irq,2019,2124538461964.6897
isl,1972,33500000
isl,1973,49000000
isl,1974,50800000
isl,1975,52000000
isl,1976,71500000
isl,1977,85200000
isl,1978,168400000
isl,1979,323600000
isl,1980,438300000
isl,1981,700700000
isl,1982,1190400000
isl,1983,1830200000
isl,1984,2174400000
isl,1985,2311400000
isl,1986,4135600000
isl,1987,4666300000
isl,1988,8414900000
isl,1989,15274000000
isl,1990,20946700000
isl,1991,23621800000
isl,1992,24619200000
isl,1993,24641200000
isl,1994,27617300000
isl,1995,29941500000
isl,1996,35034100000
isl,1997,32744800000
isl,1998,41398800000
isl,1999,51799600000
isl,2000,57652400000
isl,2001,64153621493
isl,2002,66518493027
isl,2003,73427731935
isl,2004,83548088563
isl,2005,105705169372
isl,2006,128104584083
isl,2007,143375600575
isl,2008,157515243413.85001
isl,2009,132273417288
isl,2010,132866699163.5
isl,2011,140239136879
isl,2012,148124698974
isl,2013,168441021417
isl,2014,204260244594.25
isl,2015,210535696156.25
isl,2016,240827124736.20001
isl,2017,274571712543
isl,2018,280954258936
isl,2019,288811451767
isr,1972,400000
isr,1973,500000
isr,1974,700000
isr,1975,1300000
isr,1976,1800000
isr,1977,2800000
isr,1978,4600000
isr,1979,10000000
isr,1980,23700000
isr,1981,57600000
isr,1982,143700000
isr,1983,349800000
isr,1984,1646700000
isr,1985,5715700000
isr,1986,7986900000
isr,1987,10203900000
isr,1988,12342600000
isr,1989,13146800000
isr,1990,15136300000
isr,1991,13445000000
isr,1992,21948000000
isr,1993,27843000000
isr,1994,36524000000
isr,1995,41616000000
isr,1996,44248000000
isr,1997,52359000000
isr,1998,57145000000
isr,1999,62087000000
isr,2000,75758300000
isr,2001,76065550000
isr,2002,69823750000
isr,2003,65799100000
isr,2004,68034700000
isr,2005,74715700000
isr,2006,88410000000
isr,2007,93733000000
isr,2008,84026900000
isr,2009,74579300000
isr,2010,80719000000
isr,2011,89316000000
isr,2012,92578000000
isr,2013,104038000000
isr,2014,108066000000
isr,2015,117783000000
isr,2016,124586000000
isr,2017,151562000000
isr,2018,139653000000
isr,2019,144931000000
ita,1973,2078739018.83518
ita,1974,3212878369.2357
ita,1975,3925072433.0801
ita,1976,5953715132.7036
ita,1977,8237487540.47731
ita,1978,10837848027.3929
ita,1979,13223362444.2872
ita,1980,18752033549.0402
ita,1981,24625181405.4858
ita,1982,32870415799.4495
ita,1983,41669808446.13609
ita,1984,46914428256.3899
ita,1985,52038713609.15569
ita,1986,64795199016.6661
ita,1987,68029252118.7644
ita,1988,74252041295.8936
ita,1989,84206231568.94438
ita,1990,95180940674.59599
ita,1991,101906242414.539
ita,1992,114034199775.858
ita,1993,129178265427.85899
ita,1994,122816549344.87399
ita,1995,129692000000
ita,1996,144453000000
ita,1997,158490000000
ita,1998,150206000000
ita,1999,159960000000
ita,2000,162866000000
ita,2001,172264000000
ita,2002,167537000000
ita,2003,164357000000
ita,2004,170552000000
ita,2005,177198000000
ita,2006,199119000000
ita,2007,216524000000
ita,2008,221894000000
ita,2009,204503000000
ita,2010,208377000000
ita,2011,207402000000
ita,2012,216479000000
ita,2013,218695000000
ita,2014,213963000000
ita,2015,218668000000
ita,2016,220828000000
ita,2017,223314000000
ita,2018,221467000000
ita,2019,230565000000
jam,1988,2160973000.8
jam,1989,2799330000.8
jam,1990,3943628700.8
jam,1991,5274935000.8
jam,1992,8551228000.8
jam,1993,11948610280.812
jam,1994,16917347684
jam,1995,20935165625
jam,1996,24299642672
jam,1997,26416552669
jam,1998,29208754046.6
jam,1999,32931430256
jam,2000,39277467906
jam,2001,39750780415
jam,2002,45438905818
jam,2003,59977139500
jam,2004,69515145000
jam,2005,73849685000
jam,2006,85530349000
jam,2007,102886702560
jam,2008,119168533141
jam,2009,130581363600
jam,2010,118215187854
jam,2011,121418545257
jam,2012,130915830195
jam,2013,130751559305
jam,2014,140477815356
jam,2015,152004258563
jam,2016,159689549208.59299
jam,2017,157741652411
jam,2018,172686939994
jam,2019,192315272779.53
jor,1990,114010000
jor,1991,92790000
jor,1992,109500000
jor,1993,118800000
jor,1994,136640000
jor,1995,152430000
jor,1996,173060000
jor,1997,149690000
jor,1998,139640000
jor,1999,152770000
jor,2000,160970000
jor,2001,195410000
jor,2002,196210000
jor,2003,195390000
jor,2004,217910000
jor,2005,283700000
jor,2006,411440000
jor,2007,494900000
jor,2008,603400000
jor,2009,764700000
jor,2010,624600000
jor,2011,667500000
jor,2012,688300000
jor,2013,681800000
jor,2014,766400000
jor,2015,858600000
jor,2016,944700000
jor,2017,937900000
jor,2018,964900000
jor,2019,1020200000
jpn,1991,43724000000000
jpn,1992,37286000000000
jpn,1993,36115000000000
kaz,1997,26651000000
kaz,1998,22366000000
kaz,1999,28177000000
kaz,2000,82962853000
kaz,2001,90681586000
kaz,2002,209053831000
kaz,2003,272632174000
kaz,2004,382814302000
kaz,2010,1760024896217
kaz,2011,2397935417865.7002
kaz,2012,2387739469721.8999
kaz,2013,2435135751790.7002
kaz,2014,2561711823943.1001
kaz,2015,1869169961391.71997
kaz,2016,1918634909149.5
kaz,2017,2378694783850.2002
kaz,2018,3134167272914.7998
kaz,2019,3327934071519.8999
ken,2014,449590074197.95001
ken,2015,509159842863.32001
ken,2017,627469000000
ken,2018,657233210000
ken,2019,686163026333.80005
kgz,2014,13900362000
kgz,2015,15597900000
kgz,2016,15557800000
kgz,2017,17276200000
kgz,2018,18939100000
kgz,2019,19439900000
khm,2002,134171970000
khm,2003,150419385199
khm,2004,157920645935
khm,2005,222383946271
khm,2006,331386497945
khm,2007,480287258365
khm,2008,653875876883
khm,2009,743672967490
khm,2010,800395654196
khm,2011,959642720291
khm,2012,1265718000000
khm,2013,1561450300000
khm,2014,1964824857055
khm,2015,2472093913127
khm,2016,2952787567721
khm,2017,3798294314678
khm,2018,4059155000000
khm,2019,5045260800000
kir,2011,11834283.59
kir,2012,14199634.22
kir,2013,12689639.48
kir,2014,13608823.19
kir,2015,16273205.97
kir,2016,17760135.86
kir,2017,17995037.87
kir,2018,20572619.95
kir,2019,21492095.68
kna,1990,20090000
kna,1991,18800000
kna,1992,20070000
kna,1993,21280000
kna,1994,26090000
kna,2000,59200000
kna,2001,57700000
kna,2002,87861000
kna,2003,77004000
kna,2004,80387000
kna,2005,89805576
kna,2006,98798887
kna,2007,103573264
kna,2008,136628952.04
kna,2009,149452328.61
kna,2010,94054359.64
kna,2011,86844496.64
kna,2012,81455863.65
kna,2013,82090078.3
kna,2014,94460000
kna,2015,127050000
kna,2016,126520000
kna,2017,134160000
kor,1972,159000000000
kor,1973,174000000000
kor,1974,276000000000
kor,1975,344000000000
kor,1976,602000000000
kor,1977,736000000000
kor,1978,1043000000000
kor,1979,1381000000000
kor,1980,1504000000000
kor,1981,1958000000000
kor,1982,2357000000000
kor,1983,2609000000000
kor,1984,2867000000000
kor,1985,3474000000000
kor,1986,3969000000000
kor,1987,5295000000000
kor,1988,6844000000000
kor,1989,8864000000000
kor,1990,10643000000000
kor,1991,11235000000000
kor,1992,14071000000000
kor,1993,15647000000000
kor,1994,18652000000000
kor,1995,22309000000000
kor,1996,24137000000000
kor,1997,24292000000000
kor,1998,27974912000000
kor,1999,25220049000000
kor,2000,35387362000000
kor,2001,35638017000000
kor,2002,38403644000000
kor,2003,46419988000000
kor,2004,48112346000000
kor,2005,54456000000000
kor,2006,60366500000000
kor,2007,74273312000000
kor,2008,75509619000000
kor,2009,69674659000000
kor,2010,74730072000000
kor,2011,87160524000000
kor,2012,94326100000000
kor,2013,94338300000000
kor,2014,99138746600446
kor,2015,108949751655993
kor,2016,123347139230382
kor,2017,137386094729821
kor,2018,160330650528966
kor,2019,159465349317351
kwt,1972,418000000
kwt,1973,452000000
kwt,1974,928000000
kwt,1977,109000000
kwt,1978,258000000
kwt,1979,80000000
kwt,1980,133000000
kwt,1981,154000000
kwt,1982,91000000
kwt,1983,92000000
kwt,1984,88000000
kwt,1985,35000000
kwt,1986,29000000
kwt,1987,17000000
kwt,1988,14000000
kwt,1989,16000000
kwt,1990,16000000
kwt,1991,2000000
kwt,1992,3000000
kwt,1993,15000000
kwt,1994,34000000
kwt,1995,23000000
kwt,1996,14000000
kwt,1997,20000000
kwt,1998,29000000
lbn,1997,340094000000
lbn,1998,404000000000
lbn,1999,530980000000
lbn,2000,499000000000
lbn,2001,626000000000
lbn,2002,726600000000
lbn,2003,783200000000
lbn,2004,907900000000
lbn,2005,1047281000000
lbn,2006,1166153000000
lbn,2007,1308005000000
lbn,2008,1564223000000
lbn,2009,1839170000000
lbn,2010,2049800000000
lbn,2011,2422900000000
lbn,2012,2516200000000
lbn,2013,2501960000000
lbn,2014,2795440000000
lbn,2015,2887312000000
lbn,2016,3015093000000
lbn,2017,3434609000000
lbn,2018,3629885000000
lbn,2019,4576920000000
lca,2000,134534000
lca,2001,133744000
lca,2002,107596000
lca,2003,109714000
lca,2004,116447773
lca,2005,139637027
lca,2006,148420513
lca,2007,176608383
lca,2008,225719555
lca,2009,226256704
lca,2010,223192602
lca,2011,245164159
lca,2012,226106006
lca,2013,223045043
lca,2014,218786855
lca,2015,230190000
lca,2016,251590000
lca,2017,254150000
lka,1990,7337000000
lka,1991,9722000000
lka,1992,10967000000
lka,1993,13658000000
lka,1994,15277000000
lka,1995,17161000000
lka,1996,20751000000
lka,1997,21547000000
lka,1998,20429000000
lka,1999,28227000000
lka,2000,27457000000
lka,2001,34636000000
lka,2002,37619000000
lka,2003,39397000000
lka,2004,41372000000
lka,2005,52535000000
lka,2006,80484000000
lka,2007,107168000000
lka,2008,126541000000
lka,2009,139558000000
lka,2010,135622500000
lka,2011,157309000000
lka,2012,172592000000
lka,2013,205665000000
lka,2014,198114559416.20001
lka,2015,262583388228.57999
lka,2016,258856786003.45999
lka,2017,274561564595.98001
lka,2018,310449314854.09998
lka,2019,427699517596.47998
lso,1982,17144000
lso,1983,16848000
lso,1984,19672000
lso,1985,26523000
lso,1986,27737000
lso,1987,36562000
lso,1988,43979000
lso,1989,59366000
lso,1991,150268545
lso,1992,174319639
lso,1993,168012342
lso,1994,232652810
lso,1995,266792688
lso,1996,302377928
lso,1997,347952722
lso,1998,391639686
lso,1999,401926514
lso,2000,425688505
lso,2001,613640887
lso,2002,666892801.55677
lso,2003,908400000
lso,2004,897200000
lso,2005,920100000
lso,2006,970741535.34
lso,2007,1216424824.86825
lso,2008,1538505342.86072
lso,2009,1772352759.57392
lso,2010,1972712814.01852
lso,2011,2395012305.89772
lso,2012,2348631164.52274
lso,2013,2680218167.39573
lso,2014,3058588555.61
lso,2015,3643701492.74
lso,2016,3726454280.81
lso,2017,3568718059.66
lso,2018,4099698850.98
lso,2019,4052098343.22
ltu,1991,7794543.55885
ltu,1993,204529657.0899
ltu,1994,261729610.75069
ltu,1995,646302000
ltu,1996,770112000
ltu,1997,1017412000
ltu,1998,1162732000
ltu,1999,1151321000
ltu,2000,1110728000
ltu,2001,1096098000
ltu,2002,1109712000
ltu,2003,1307752000
ltu,2004,1572327000
ltu,2005,1871255000
ltu,2006,2292190000
ltu,2007,2625006000
ltu,2008,3005851000
ltu,2009,1586365000
ltu,2010,1281227000
ltu,2011,1345561000
ltu,2012,1592651000
ltu,2013,1726487000
ltu,2014,1825160000
ltu,2015,2013381000
ltu,2016,2175090000
ltu,2017,2256081000
ltu,2018,2528896000
ltu,2019,4202805000
lux,1972,191051539.54274
lux,1973,250545985.48831
lux,1974,347844193.96181
lux,1975,355181842.2951
lux,1976,406818063.50536
lux,1977,494993790.2672
lux,1978,571890361.65186
lux,1979,556446595.05849
lux,1980,586392132.8511
lux,1981,624121527.32159
lux,1982,691102357.71531
lux,1983,835624282.65811
lux,1984,882872788.47989
lux,1985,991450152.33057
lux,1986,1001514629.43636
lux,1987,1023502785.08375
lux,1988,1072065126.58683
lux,1989,1165669721.5412
lux,1990,1262298617.49781
lux,1991,1245144385.5835
lux,1992,1241971348.46641
lux,1993,1527024112.60315
lux,1994,1775339056.36851
lux,1995,1872856000
lux,1996,1997414000
lux,1997,2189930000
lux,1998,2248179000
lux,1999,2356936000
lux,2000,2646068000
lux,2001,2770732000
lux,2002,2918708000
lux,2003,3035118000
lux,2004,2937551000
lux,2005,3453547000
lux,2006,3745378000
lux,2007,4116379000
lux,2008,4462816000
lux,2009,4405993000
lux,2010,4863227000
lux,2011,5007839000
lux,2012,5338178000
lux,2013,5704850000
lux,2014,5921167000
lux,2015,6405017000
lux,2016,6724795000
lux,2017,7155966000
lux,2018,8391732000
lux,2019,8568484000
lva,1994,116390914.10977
lva,1995,96254432.24569
lva,1996,115986818.51555
lva,1997,264285632.97875
lva,1998,310110642.512
lva,1999,314789045.02536
lva,2000,299510247.52278
lva,2001,360753495.99604
lva,2002,417721014.67835
lva,2003,406458984.29719
lva,2004,513623997.58681
lva,2005,644939414.1183
lva,2006,848851173.30009
lva,2007,1188836432.34814
lva,2008,1448731082.91928
lva,2009,669055668.43672
lva,2010,564656717.94697
lva,2011,693927467.68658
lva,2012,856621476.25796
lva,2013,904496844.07032
lva,2014,911840285.485
lva,2015,963873284.72803
lva,2016,1101982914.1553
lva,2017,1185033095.99832
lva,2018,924730081.21752
lva,2019,622569023.51153
mac,1996,851010000
mac,1997,884720000
mac,1998,932130000
mac,1999,975972590
mac,2000,838138475
mac,2001,923826294
mac,2002,873364004
mac,2003,780847163
mac,2004,967594125
mac,2005,1053000000
mac,2006,1446000000
mac,2007,3122354763
mac,2008,2939081800
mac,2009,2754797738
mac,2010,3212868446
mac,2011,3761983004
mac,2012,4419687047
mac,2013,4955407558
mac,2014,6311625075
mac,2015,7955558316
mac,2016,7709597871
mac,2017,7975894325
mac,2018,7834448561
mac,2019,9580009671
mar,1990,13292000000
mar,1991,13311000000
mar,1992,16607000000
mar,1993,15208000000
mar,1994,14973000000
mar,1995,15883000000
mar,1997,19785000000
mar,1998,21285000000
mar,1999,24625000000
mar,2002,29414509000
mar,2003,32987000000
mar,2004,36415656565.6566
mar,2005,42684848484.8485
mar,2006,49215151515.1515
mar,2007,58753535353.5354
mar,2008,80406060606.06059
mar,2009,69994919175.4585
mar,2010,62668090296.7348
mar,2011,68459595959.596
mar,2012,77378787878.7879
mar,2013,75703505050.50499
mar,2014,76348484848.4848
mar,2015,78956565656.56569
mar,2016,83573469387.75508
