geo,time,sh_dyn_mort_ma
bdi,2010,97.2
bdi,2011,91.4
bdi,2012,86
bdi,2013,80.9
bdi,2014,76.5
bdi,2015,72.8
bdi,2016,69.3
bdi,2017,66.3
bdi,2018,63.8
bdi,2019,61.4
bdi,2020,58.9
bel,1960,38
bel,1961,36.4
bel,1962,34.9
bel,1963,33.5
bel,1964,32.3
bel,1965,31.2
bel,1966,30.2
bel,1967,29.5
bel,1968,28.8
bel,1969,28.1
bel,1970,27.2
bel,1971,26.1
bel,1972,24.7
bel,1973,23.4
bel,1974,22.1
bel,1975,20.8
bel,1976,19.8
bel,1977,18.8
bel,1978,18
bel,1979,17.2
bel,1980,16.4
bel,1981,15.7
bel,1982,15
bel,1983,14.3
bel,1984,13.7
bel,1985,13.3
bel,1986,12.9
bel,1987,12.5
bel,1988,12.1
bel,1989,11.7
bel,1990,11.3
bel,1991,11
bel,1992,10.5
bel,1993,9.9
bel,1994,9.3
bel,1995,8.6
bel,1996,8
bel,1997,7.4
bel,1998,7
bel,1999,6.7
bel,2000,6.5
bel,2001,6.2
bel,2002,6
bel,2003,5.8
bel,2004,5.6
bel,2005,5.5
bel,2006,5.4
bel,2007,5.3
bel,2008,5.2
bel,2009,5.1
bel,2010,5
bel,2011,4.9
bel,2012,4.8
bel,2013,4.7
bel,2014,4.6
bel,2015,4.5
bel,2016,4.5
bel,2017,4.6
bel,2018,4.6
bel,2019,4.7
bel,2020,4.7
ben,1960,321.9
ben,1961,317
ben,1962,312
ben,1963,306.9
ben,1964,301.6
ben,1965,296.3
ben,1966,291.1
ben,1967,286.1
ben,1968,281.4
ben,1969,276.7
ben,1970,272.2
ben,1971,267.4
ben,1972,262.7
ben,1973,257.8
ben,1974,252.7
ben,1975,247.6
ben,1976,242.3
ben,1977,237.1
ben,1978,232.1
ben,1979,227.5
ben,1980,222.9
ben,1981,218.5
ben,1982,214.2
ben,1983,210.1
ben,1984,206
ben,1985,201.8
ben,1986,197.4
ben,1987,193.2
ben,1988,188.9
ben,1989,184.5
ben,1990,180.2
ben,1991,175.8
ben,1992,171.5
ben,1993,167.2
ben,1994,163.2
ben,1995,159.4
ben,1996,155.9
ben,1997,152.4
ben,1998,149.1
ben,1999,146
ben,2000,143
ben,2001,139.9
ben,2002,136.8
ben,2003,133.7
ben,2004,130.6
ben,2005,127.8
ben,2006,125.1
ben,2007,122.4
ben,2008,120
ben,2009,117.8
ben,2010,115.4
ben,2011,113.2
ben,2012,110.8
ben,2013,108.5
ben,2014,106.2
ben,2015,103.8
ben,2016,101.5
ben,2017,99.2
ben,2018,96.7
ben,2019,94.3
ben,2020,91.6
bfa,1960,356.5
bfa,1961,353
bfa,1962,349.6
bfa,1963,346.2
bfa,1964,343.3
bfa,1965,340.2
bfa,1966,337.7
bfa,1967,335.2
bfa,1968,333
bfa,1969,330.7
bfa,1970,328
bfa,1971,324.8
bfa,1972,320.4
bfa,1973,313.9
bfa,1974,305.8
bfa,1975,295.9
bfa,1976,285.2
bfa,1977,274.5
bfa,1978,264.9
bfa,1979,256.3
bfa,1980,249.1
bfa,1981,243.1
bfa,1982,237.6
bfa,1983,232.6
bfa,1984,227.6
bfa,1985,222.9
bfa,1986,218.2
bfa,1987,214
bfa,1988,210.5
bfa,1989,207.9
bfa,1990,206.3
bfa,1991,205.4
bfa,1992,204.8
bfa,1993,204.1
bfa,1994,203.1
bfa,1995,201.1
bfa,1996,198.4
bfa,1997,195.3
bfa,1998,192.2
bfa,1999,188.8
bfa,2000,185.1
bfa,2001,181.2
bfa,2002,176.7
bfa,2003,171.5
bfa,2004,165.5
bfa,2005,159
bfa,2006,152
bfa,2007,144.9
bfa,2008,138.1
bfa,2009,132
bfa,2010,126.5
bfa,2011,121.9
bfa,2012,117.4
bfa,2013,113.4
bfa,2014,109.5
bfa,2015,105.7
bfa,2016,102.3
bfa,2017,98.8
bfa,2018,95.5
bfa,2019,92.5
bfa,2020,89.6
bgd,1960,268.2
bgd,1961,261.8
bgd,1962,255.6
bgd,1963,250.2
bgd,1964,245.5
bgd,1965,241.4
bgd,1966,238.1
bgd,1967,235.6
bgd,1968,234.1
bgd,1969,233
bgd,1970,277.9
bgd,1971,375.2
bgd,1972,231.4
bgd,1973,230.5
bgd,1974,229.2
bgd,1975,227.3
bgd,1976,224.4
bgd,1977,221
bgd,1978,216.8
bgd,1979,212.3
bgd,1980,207.5
bgd,1981,202.4
bgd,1982,197.2
bgd,1983,191.7
bgd,1984,186
bgd,1985,180.3
bgd,1986,174.4
bgd,1987,168.3
bgd,1988,162
bgd,1989,155.9
bgd,1990,149.6
bgd,1991,143.4
bgd,1992,137.1
bgd,1993,130.7
bgd,1994,124.5
bgd,1995,118.4
bgd,1996,112.3
bgd,1997,106.3
bgd,1998,100.4
bgd,1999,94.9
bgd,2000,89.6
bgd,2001,84.6
bgd,2002,79.9
bgd,2003,75.6
bgd,2004,71.6
bgd,2005,67.8
bgd,2006,64.2
bgd,2007,60.8
bgd,2008,57.6
bgd,2009,54.6
bgd,2010,51.8
bgd,2011,49.1
bgd,2012,46.7
bgd,2013,44.4
bgd,2014,42.2
bgd,2015,40.2
bgd,2016,38.1
bgd,2017,36.3
bgd,2018,34.4
bgd,2019,32.6
bgd,2020,31
bgr,1960,59.6
bgr,1961,52.8
bgr,1962,47.8
bgr,1963,44.4
bgr,1964,42.2
bgr,1965,41.2
bgr,1966,40.5
bgr,1967,39.9
bgr,1968,39.1
bgr,1969,37.9
bgr,1970,36.1
bgr,1971,34.5
bgr,1972,33.4
bgr,1973,32.9
bgr,1974,32.5
bgr,1975,32
bgr,1976,31.4
bgr,1977,30.4
bgr,1978,29.1
bgr,1979,27.8
bgr,1980,26.6
bgr,1981,25.6
bgr,1982,24.8
bgr,1983,24
bgr,1984,23
bgr,1985,21.8
bgr,1986,20.8
bgr,1987,20.1
bgr,1988,19.8
bgr,1989,19.9
bgr,1990,20.5
bgr,1991,21.1
bgr,1992,21.4
bgr,1993,21.3
bgr,1994,21.3
bgr,1995,21.4
bgr,1996,21.5
bgr,1997,21.4
bgr,1998,20.9
bgr,1999,20.2
bgr,2000,19.4
bgr,2001,18.5
bgr,2002,17.6
bgr,2003,16.7
bgr,2004,15.7
bgr,2005,14.6
bgr,2006,13.6
bgr,2007,13
bgr,2008,12.6
bgr,2009,12.2
bgr,2010,11.9
bgr,2011,11.4
bgr,2012,10.9
bgr,2013,10.2
bgr,2014,9.5
bgr,2015,9
bgr,2016,8.5
bgr,2017,8
bgr,2018,7.6
bgr,2019,7.2
bgr,2020,6.7
bhr,1960,198.6
bhr,1961,181.9
bhr,1962,166.5
bhr,1963,152.2
bhr,1964,139
bhr,1965,126.7
bhr,1966,115.2
bhr,1967,104.7
bhr,1968,94.9
bhr,1969,86.1
bhr,1970,78
bhr,1971,70.6
bhr,1972,64.1
bhr,1973,58.2
bhr,1974,53.2
bhr,1975,48.7
bhr,1976,44.7
bhr,1977,41.4
bhr,1978,38.4
bhr,1979,35.9
bhr,1980,33.6
bhr,1981,31.6
bhr,1982,29.9
bhr,1983,28.4
bhr,1984,27.1
bhr,1985,26
bhr,1986,25.1
bhr,1987,24.5
bhr,1988,24.1
bhr,1989,23.9
bhr,1990,23.7
bhr,1991,23.3
bhr,1992,22.7
bhr,1993,21.7
bhr,1994,20.3
bhr,1995,18.7
bhr,1996,17.1
bhr,1997,15.7
bhr,1998,14.5
bhr,1999,13.6
bhr,2000,12.9
bhr,2001,12.4
bhr,2002,12
bhr,2003,11.7
bhr,2004,11.3
bhr,2005,11
bhr,2006,10.6
bhr,2007,10.1
bhr,2008,9.7
bhr,2009,9.2
bhr,2010,8.8
bhr,2011,8.5
bhr,2012,8.3
bhr,2013,8.1
bhr,2014,8
bhr,2015,7.8
bhr,2016,7.7
bhr,2017,7.6
bhr,2018,7.4
bhr,2019,7.2
bhr,2020,7
bhs,1968,31.4
bhs,1969,31.9
bhs,1970,32.4
bhs,1971,32.9
bhs,1972,33.3
bhs,1973,33.5
bhs,1974,33.6
bhs,1975,33.5
bhs,1976,33.2
bhs,1977,32.8
bhs,1978,32.4
bhs,1979,31.9
bhs,1980,31.3
bhs,1981,30.9
bhs,1982,30.5
bhs,1983,30.3
bhs,1984,30
bhs,1985,29.7
bhs,1986,29.2
bhs,1987,28.4
bhs,1988,27.4
bhs,1989,26.3
bhs,1990,25.2
bhs,1991,24
bhs,1992,22.9
bhs,1993,21.8
bhs,1994,20.8
bhs,1995,19.8
bhs,1996,19
bhs,1997,18.2
bhs,1998,17.7
bhs,1999,17.5
bhs,2000,17.4
bhs,2001,17.5
bhs,2002,17.7
bhs,2003,17.9
bhs,2004,18
bhs,2005,18
bhs,2006,17.9
bhs,2007,17.7
bhs,2008,17.3
bhs,2009,17
bhs,2010,16.6
bhs,2011,16.3
bhs,2012,15.9
bhs,2013,15.6
bhs,2014,15.3
bhs,2015,14.9
bhs,2016,14.6
bhs,2017,14.3
bhs,2018,13.9
bhs,2019,23.3
bhs,2020,13.1
bih,1984,32.5
bih,1985,29.9
bih,1986,27.6
bih,1987,25.4
bih,1988,23.5
bih,1989,21.7
bih,1990,20.1
bih,1991,18.7
bih,1992,37.2
bih,1993,36.7
bih,1994,27.6
bih,1995,15.4
bih,1996,13.6
bih,1997,12.8
bih,1998,12.1
bih,1999,11.5
bih,2000,11
bih,2001,10.6
bih,2002,10.4
bih,2003,10.2
bih,2004,10.1
bih,2005,9.9
bih,2006,9.6
bih,2007,9.2
bih,2008,8.8
bih,2009,8.3
bih,2010,7.9
bih,2011,7.6
bih,2012,7.4
bih,2013,7.2
bih,2014,7
bih,2015,6.9
bih,2016,6.8
bih,2017,6.7
bih,2018,6.6
bih,2019,6.4
bih,2020,6.3
blr,1980,24.1
blr,1981,23.1
blr,1982,22.2
blr,1983,21.4
blr,1984,20.7
blr,1985,20.1
blr,1986,19.4
blr,1987,18.8
blr,1988,18.2
blr,1989,17.7
blr,1990,17.4
blr,1991,17.4
blr,1992,17.5
blr,1993,17.8
blr,1994,17.9
blr,1995,17.9
blr,1996,17.7
blr,1997,17.3
blr,1998,16.6
blr,1999,15.6
blr,2000,14.6
blr,2001,13.5
blr,2002,12.5
blr,2003,11.6
blr,2004,10.7
blr,2005,9.9
blr,2006,9.1
blr,2007,8.3
blr,2008,7.5
blr,2009,6.9
blr,2010,6.3
blr,2011,5.8
blr,2012,5.5
blr,2013,5.1
blr,2014,4.9
blr,2015,4.6
blr,2016,4.3
blr,2017,4.1
blr,2018,3.8
blr,2019,3.5
blr,2020,3.3
blz,1967,116.9
blz,1968,112.2
blz,1969,107.5
blz,1970,102.9
blz,1971,98.5
blz,1972,94.3
blz,1973,90.7
blz,1974,87.2
blz,1975,83.9
blz,1976,80.8
blz,1977,77.8
blz,1978,74.9
blz,1979,72.2
blz,1980,69.4
blz,1981,66.8
blz,1982,64.1
blz,1983,61.5
blz,1984,58.7
blz,1985,55.9
blz,1986,53
blz,1987,50.1
blz,1988,47.3
blz,1989,44.5
blz,1990,41.9
blz,1991,39.4
blz,1992,37.1
blz,1993,35.1
blz,1994,33.3
blz,1995,31.7
blz,1996,30.3
blz,1997,29.1
blz,1998,27.9
blz,1999,26.8
blz,2000,25.9
blz,2001,25.1
blz,2002,24.3
blz,2003,23.8
blz,2004,23.3
blz,2005,22.9
blz,2006,22.6
blz,2007,22.2
blz,2008,21.7
blz,2009,21.2
blz,2010,20.7
blz,2011,20
blz,2012,19.3
blz,2013,18.5
blz,2014,17.6
blz,2015,16.7
blz,2016,15.8
blz,2017,15
blz,2018,14.1
blz,2019,13.4
blz,2020,12.7
bol,1960,303.2
bol,1961,296.9
bol,1962,290.7
bol,1963,284.5
bol,1964,278.1
bol,1965,271.9
bol,1966,265.5
bol,1967,259.2
bol,1968,252.9
bol,1969,246.7
bol,1970,240.3
bol,1971,233.8
bol,1972,227.1
bol,1973,220.4
bol,1974,213.7
bol,1975,206.9
bol,1976,200.4
bol,1977,194.1
bol,1978,188.1
bol,1979,182.5
bol,1980,177.2
bol,1981,172.4
bol,1982,167.5
bol,1983,162.7
bol,1984,157.9
bol,1985,152.9
bol,1986,147.9
bol,1987,143
bol,1988,137.9
bol,1989,132.8
bol,1990,127.7
bol,1991,122.7
bol,1992,117.8
bol,1993,112.9
bol,1994,108.1
bol,1995,103.4
bol,1996,98.7
bol,1997,93.9
bol,1998,89.3
bol,1999,84.6
bol,2000,80
bol,2001,75.7
bol,2002,71.5
bol,2003,67.5
bol,2004,63.7
bol,2005,60.1
bol,2006,56.7
bol,2007,53.5
bol,2008,50.5
bol,2009,47.6
bol,2010,45
bol,2011,42.5
bol,2012,40.1
bol,2013,38
bol,2014,35.9
bol,2015,34.2
bol,2016,32.6
bol,2017,31.2
bol,2018,30
bol,2019,28.9
bol,2020,27.8
bra,1960,182
bra,1961,177.2
bra,1962,172.7
bra,1963,168.3
bra,1964,164.5
bra,1965,160.8
bra,1966,157.5
bra,1967,154.3
bra,1968,151.1
bra,1969,147.6
bra,1970,144.1
bra,1971,140.5
bra,1972,136.9
bra,1973,133.3
bra,1974,129.6
bra,1975,125.9
bra,1976,122.1
bra,1977,118.2
bra,1978,113.9
bra,1979,109.3
bra,1980,104.5
bra,1981,99.7
bra,1982,95.2
bra,1983,91.1
bra,1984,87.3
bra,1985,83.9
bra,1986,80.6
bra,1987,77.6
bra,1988,74.6
bra,1989,71.9
bra,1990,69.1
bra,1991,66.1
bra,1992,63
bra,1993,59.6
bra,1994,56.2
bra,1995,52.9
bra,1996,49.7
bra,1997,46.7
bra,1998,43.8
bra,1999,41.1
bra,2000,38.6
bra,2001,36.2
bra,2002,33.8
bra,2003,31.6
bra,2004,29.6
bra,2005,27.6
bra,2006,25.9
bra,2007,24.3
bra,2008,23
bra,2009,21.8
bra,2010,20.8
bra,2011,19.9
bra,2012,19.2
bra,2013,18.6
bra,2014,18.2
bra,2015,17.8
bra,2016,18.5
bra,2017,17.1
bra,2018,16.9
bra,2019,16.6
bra,2020,16.4
brb,1960,90.6
brb,1961,84.3
brb,1962,78.8
brb,1963,74.1
brb,1964,69.9
brb,1965,66.1
brb,1966,62.9
brb,1967,60
brb,1968,57.4
brb,1969,54.8
brb,1970,52.3
brb,1971,49.7
brb,1972,47.2
brb,1973,44.8
brb,1974,42.3
brb,1975,40
brb,1976,37.6
brb,1977,35.4
brb,1978,33.3
brb,1979,31.4
brb,1980,29.6
brb,1981,28.1
brb,1982,26.8
brb,1983,25.7
brb,1984,24.8
brb,1985,24
brb,1986,23.2
brb,1987,22.4
brb,1988,21.6
brb,1989,20.7
brb,1990,19.8
brb,1991,19
brb,1992,18.2
brb,1993,17.5
brb,1994,16.9
brb,1995,16.5
brb,1996,16.2
brb,1997,16.1
brb,1998,16.1
brb,1999,16.2
brb,2000,16.3
brb,2001,16.6
brb,2002,16.8
brb,2003,16.9
brb,2004,17
brb,2005,16.9
brb,2006,16.8
brb,2007,16.7
brb,2008,16.5
brb,2009,16.4
brb,2010,16.3
brb,2011,16.1
brb,2012,16
brb,2013,15.8
brb,2014,15.5
brb,2015,15.2
brb,2016,14.9
brb,2017,14.5
brb,2018,14.1
brb,2019,13.7
brb,2020,13.3
brn,1960,132
brn,1961,118.7
brn,1962,106
brn,1963,94.9
brn,1964,85.7
brn,1965,78.7
brn,1966,73.5
brn,1967,69.3
brn,1968,65.7
brn,1969,62.3
brn,1970,58.6
brn,1971,54.3
brn,1972,49.9
brn,1973,45.3
brn,1974,40.9
brn,1975,36.8
brn,1976,33.2
brn,1977,30.1
brn,1978,27.2
brn,1979,24.8
brn,1980,22.7
brn,1981,20.9
brn,1982,19.4
brn,1983,18.1
brn,1984,17
brn,1985,16.2
brn,1986,15.5
brn,1987,15
brn,1988,14.7
brn,1989,14.5
brn,1990,14.5
brn,1991,14.4
brn,1992,14.4
brn,1993,14.2
brn,1994,13.9
brn,1995,13.5
brn,1996,13
brn,1997,12.5
brn,1998,12
brn,1999,11.6
brn,2000,11.2
brn,2001,10.9
brn,2002,10.6
brn,2003,10.5
