geo,time,nv_fsm_totl_kn
ken,2007,113336325939.39999
ken,2008,118391827935.257
ken,2009,130960000000
ken,2010,151812000000
ken,2011,165597000000
ken,2012,182298000000
ken,2013,205688000000
ken,2014,231442000000
ken,2015,260075000000
ken,2016,260609000000
ken,2017,245063000000
ken,2018,254198000000
ken,2019,278418000000
ken,2020,272958000000
kgz,1992,6207982700
kgz,1993,6897757800
kgz,1994,6506156700
kgz,1995,5957898800
kgz,1996,5147824500
kgz,1997,4231882400
kgz,1998,4392920600
kgz,1999,4248008900
kgz,2000,4203294500
kgz,2001,3990492700
kgz,2002,4102520400
kgz,2003,4541299500
kgz,2004,4773301500
kgz,2005,5102456100
kgz,2006,6148412000
kgz,2007,6603467600
kgz,2008,7012309400
kgz,2009,7511567200
kgz,2010,7271200000
kgz,2011,8303700000
kgz,2012,8776968900
kgz,2013,9136803600
kgz,2014,9429179300
kgz,2015,9608333400
kgz,2016,9637174800
kgz,2017,9984089900
kgz,2018,10413412100
kgz,2019,11059054600
kgz,2020,11236019000
khm,1993,17615010300
khm,1994,21629481400
khm,1995,83901466100
khm,1996,71051421300
khm,1997,134998298100
khm,1998,124168836600
khm,1999,113379640300
khm,2000,154779795300
khm,2001,134746441700
khm,2002,145815598500
khm,2003,158489514900
khm,2004,186609973500
khm,2005,216231237500
khm,2006,239773363900
khm,2007,299801990500
khm,2008,341774269200
khm,2009,382787181500
khm,2010,418769176500
khm,2011,457099931000
khm,2012,530144688400
khm,2013,598992776600
khm,2014,652163122300
khm,2015,709472608800
khm,2016,762601983000
khm,2017,828549819800
khm,2018,901327454300
khm,2019,972521935100
khm,2020,983874086400
kir,2006,5623900
kir,2007,5570500
kir,2008,5481000
kir,2009,5918555.50299
kir,2010,5354777.23549
kir,2011,4291007.40392
kir,2012,4651413.18466
kir,2013,4208704.1773
kir,2014,4353565.47531
kir,2015,5682379.05783
kir,2016,5400812.19142
kir,2017,6862312.92897
kir,2018,7557435.15161
kir,2019,6700868.46059
kna,1977,4570000
kna,1978,5450000
kna,1979,5960000
kna,1980,5970000
kna,1981,4110000
kna,1982,4470000
kna,1983,5100000
kna,1984,5650000
kna,1985,6460000
kna,1986,6660000
kna,1987,5760000
kna,1988,7460000
kna,1989,8930000
kna,1990,9500000
kna,1991,10010000
kna,1992,11350000
kna,1993,12070000
kna,1994,13410000
kna,1995,15120000
kna,1996,16660000
kna,1997,18270000
kna,1998,18510000
kna,1999,19470000
kna,2000,69780000
kna,2001,69700000
kna,2002,72380000
kna,2003,75540000
kna,2004,83100000
kna,2005,91690000
kna,2006,96700000
kna,2007,106290000
kna,2008,111010000
kna,2009,119040000
kna,2010,128660000
kna,2011,126610000
kna,2012,132330000
kna,2013,139240000
kna,2014,151220000
kna,2015,160700000
kna,2016,36840000
kna,2017,34265100
kna,2018,33305700
kna,2019,34343100
kna,2020,32887000
kwt,2010,1764700000
kwt,2011,1709300000
kwt,2012,1685100000
kwt,2013,1788500000
kwt,2014,1840400000
kwt,2015,1900600000
kwt,2016,1902200000
kwt,2017,2019300000
kwt,2018,2183082357.13307
kwt,2019,2186961305.5014
kwt,2020,2167357214.6061
lso,2007,111460800
lso,2008,142222500
lso,2009,132908400
lso,2010,149907900
lso,2011,167951200
lso,2012,172446100
lso,2013,196320700
lso,2014,206181300
lso,2015,225344200
lso,2016,227164200
lso,2017,215031800
lso,2018,225141700
lso,2019,208250000
mdg,2007,253517635787.91296
mdg,2008,295823723573.44098
mdg,2009,277774470396.16101
mdg,2010,294978122196.89899
mdg,2011,313734201467.17401
mdg,2012,338627571461.81598
mdg,2013,336627018886.422
mdg,2014,357576532050.48499
mdg,2015,356763261088.36902
mdg,2016,423103581589.36896
mdg,2017,492290554632.30298
mdg,2018,448299197814.35602
mdg,2019,556778627767.33203
mdg,2020,663656042217.22498
mhl,1997,1902700
mhl,1998,1699200
mhl,1999,1795800
mhl,2000,3634700
mhl,2001,3795600
mhl,2002,3716400
mhl,2003,3819400
mhl,2004,3825900
mhl,2005,3819000
mhl,2006,3572500
mhl,2007,3712600
mhl,2008,3781300
mhl,2009,4157200
mhl,2010,4192900
mhl,2011,4026000
mhl,2012,3953809.97658
mhl,2013,4192460.06012
mhl,2014,4852020.74051
mhl,2015,5819859.98154
mhl,2016,6366275.78735
mhl,2017,7333785.53391
mhl,2018,7793851.85242
mhl,2019,7993011.47461
mhl,2020,8275788.30719
nam,2000,674912200.82949
nam,2001,696881650.68663
nam,2002,691108753.76
nam,2003,742997968.479
nam,2004,821632968.19171
nam,2005,909571327.85161
nam,2006,1038739719.44604
nam,2007,867069300
nam,2008,884504000
nam,2009,819778100
nam,2010,1011309600
nam,2011,1118645200
npl,2001,0
npl,2002,0
npl,2003,0
npl,2004,0
npl,2005,0
npl,2006,0
npl,2007,0
npl,2008,0
npl,2009,0
npl,2010,0
omn,1998,250828851.33332
omn,1999,272037361.76264
omn,2000,264215977.60616
omn,2001,281262622.13805
omn,2002,294580835.75499
omn,2003,296866281.50736
omn,2004,299081466.01956
omn,2005,336690649.11827
omn,2006,357945281.12943
omn,2007,416743689.90249
omn,2008,504431875.35631
omn,2009,569678135.21287
omn,2010,631600000
omn,2011,688100000
omn,2012,751400000
omn,2013,778400000
omn,2014,874400000
omn,2015,971800000
omn,2016,956900000
omn,2017,908500000
omn,2018,783900000
omn,2019,820100000
omn,2020,716000000
plw,2000,1140180.48333
plw,2001,1305812.17498
plw,2002,1413286.42806
plw,2003,1633435.30132
plw,2004,1646089.52789
plw,2005,1763184.46008
plw,2006,1917028.653
plw,2007,2242138.26858
plw,2008,2234424.39074
plw,2009,2329417.76282
plw,2010,2537952.48292
plw,2011,2626532.06893
plw,2012,2004914.85673
plw,2013,1842403.38534
plw,2014,1618180.8912
plw,2015,1260222.2902
plw,2016,1700000
plw,2017,2900000
plw,2018,5200000
plw,2019,5800000
plw,2020,3400000
qat,2011,12533314900
qat,2012,13549005200
qat,2013,16535089700
qat,2014,19215307800
qat,2015,20879084000
qat,2016,22637101700
qat,2017,25597315900
qat,2018,26557527000
qat,2019,26441944321.5628
qat,2020,29402813284.351
sau,1970,1309232999.614
sau,1971,1302553239.41188
sau,1972,1252455037.89604
sau,1973,1313150935.88639
sau,1974,3715040771.02819
sau,1975,3211642993.43268
sau,1976,2899207745.15494
sau,1977,3807659266.44849
sau,1978,5101067715.56646
sau,1979,6632149145.3525
sau,1980,7227402306.91775
sau,1981,8410982456.32939
sau,1982,8757317028.0606
sau,1983,8905746130.23112
sau,1984,9078913416.09672
sau,1985,8921649939.1379
sau,1986,10394376203.1396
sau,1987,11412939164.9603
sau,1988,11565950432.1024
sau,1989,11837558590.8722
sau,1990,11748034519.3638
sau,1991,11357030200
sau,1992,11919470600
sau,1993,12410662200
sau,1994,12971458100
sau,1995,12987772600
sau,1996,12740519300
sau,1997,12982238600
sau,1998,13984712100
sau,1999,15015659000
sau,2000,15081662200
sau,2001,15747374000
sau,2002,16623662800
sau,2003,16780342200
sau,2004,17593705200
sau,2005,18165416800
sau,2006,18676602000
sau,2007,19012321700
sau,2008,19416372100
sau,2009,19548151800
sau,2010,19595121900
sau,2011,19809477500
sau,2012,19972408400
sau,2013,20169046800
sau,2014,20346774800
sau,2015,20531030600
sau,2016,20708978800
sau,2017,20962592700
sau,2018,21232301700
sau,2019,21966026200
sau,2020,23444409800
sle,2001,28302886400
sle,2002,36758604200
sle,2003,47062358500
sle,2004,73272546400
sle,2005,72150875000
sle,2006,71067846000
sle,2007,73826179900
sle,2008,80766278400
sle,2009,88189515600
sle,2010,93938711600
sle,2011,96803205500
sle,2012,102350772000
sle,2013,104546830100
sle,2014,108010538200
sle,2015,109410194500
sle,2016,112375589100
sle,2017,116644000000
sle,2018,119368000000
sle,2019,123709000000
sle,2020,125981000000
slv,2015,3700
stp,2001,10864200
stp,2002,10888000
stp,2003,22853000
stp,2004,34308000
stp,2005,50944400
stp,2006,59682300
stp,2007,73454500
stp,2008,81789000
stp,2009,85242600
stp,2010,89298700
stp,2011,93242300
stp,2012,95875900
stp,2013,100643100
stp,2014,105856200
stp,2015,109533800
stp,2016,114648900
stp,2017,119063300
stp,2018,121309400
stp,2019,125277400
stp,2020,126055700
swz,2000,336653800
swz,2001,339795300
swz,2002,329513800
swz,2003,417402400
swz,2004,326437900
swz,2005,378520000
swz,2006,540645300
swz,2007,634186900
swz,2008,739175000
swz,2009,675911400
swz,2010,642476400
swz,2011,484614300
swz,2012,481711900
swz,2013,504470300
swz,2014,527973400
swz,2015,550806600
swz,2016,570665100
swz,2017,594166100
swz,2018,624553200
swz,2019,616813500
swz,2020,631842400
syc,2009,141433400
syc,2010,123102500
syc,2011,107923100
syc,2012,134828500
syc,2013,135684300
syc,2014,122559200
syc,2015,135646000
syc,2016,146673600
syc,2017,153058600
syc,2018,157600000
syc,2019,170600000
syc,2020,178000000
tca,2012,56403000
tca,2013,55103491.30622
tca,2014,50049996.47938
tca,2015,45705692.9875
tca,2016,45565205.56114
tca,2017,49623130.83776
tca,2018,56574556.76103
tca,2019,58272563.44302
tca,2020,57980781.86521
tjk,2000,4700000
tto,2012,3144713200
tto,2013,3303800000
tto,2014,3284300000
tto,2015,3389100000
tto,2016,3433800000
tto,2017,3382000000
tto,2018,3452300000
tto,2019,3503401800
vct,1977,2640833.36657
vct,1978,3257041.21616
vct,1979,3534272.93209
vct,1980,4234956.19034
vct,1981,4084584.61357
vct,1982,4878500.02803
vct,1983,5024725.58711
vct,1984,4928048.62655
vct,1985,4916403.50345
vct,1986,5079711.11729
vct,1987,4673828.66661
vct,1988,5567059.63296
vct,1989,8626983.60196
vct,1990,6830000
vct,1991,6960000
vct,1992,7240000
vct,1993,7430000
vct,1994,7890000
vct,1995,8760000
vct,1996,9230000
vct,1997,10190000
vct,1998,10850000
vct,1999,12060000
vct,2000,12910000
vct,2001,13850000
vct,2002,13850000
vct,2003,14590000
vct,2004,14680000
vct,2005,14630000
vct,2006,15640000
vct,2007,16620000
vct,2008,18410000
vct,2009,18020000
vct,2010,17500000
vct,2011,16700000
vct,2012,17200000
vct,2013,14500000
vct,2014,14900000
vct,2015,15000000
vct,2016,15300000
vct,2017,14300000
vct,2018,14000000
vct,2019,14400000
vct,2020,14500000
ven,2012,3873903000
ven,2013,4553552000
ven,2014,4840333000
vut,2002,1507000000
vut,2003,1608000000
vut,2004,1607000000
vut,2005,1936000000
vut,2006,2113000000
vut,2007,2245000000
vut,2008,2434000000
vut,2009,2555000000
vut,2010,2705000000
vut,2011,3093000000
vut,2012,2468000000
vut,2013,2517000000
vut,2014,2922000000
vut,2015,2747000000
vut,2016,2660000000
vut,2017,2546000000
vut,2018,2314000000
zwe,2009,24075100
zwe,2010,48569400
zwe,2011,52600700
zwe,2012,67328900
zwe,2013,74937100
zwe,2014,78459100
zwe,2015,87168100
zwe,2016,91258800
zwe,2017,97646900
zwe,2018,104026400
zwe,2019,109265800
zwe,2020,109265800
