geo,time,iq_spi_pil2
che,2018,87.66667
che,2019,87.66667
chl,2016,81.03333
chl,2017,74.76667
chl,2018,76.96667
chl,2019,76.96667
chn,2016,48.53333
chn,2017,46.53333
chn,2018,46.4
chn,2019,46.4
civ,2016,41.56667
civ,2017,59.13333
civ,2018,59.9
civ,2019,59.9
cmr,2016,47.43333
cmr,2017,61.7
cmr,2018,61.56667
cmr,2019,61.56667
cod,2017,24.7
cod,2018,59.6
cod,2019,26.26667
cog,2016,8.7
cog,2017,27.7
cog,2018,27.93333
cog,2019,27.93333
col,2016,79.63333
col,2017,84.3
col,2018,84.26667
col,2019,84.26667
cpv,2016,45.23333
cpv,2017,57.03333
cpv,2018,59.33333
cpv,2019,59.33333
cri,2016,72.13333
cri,2017,86.76667
cri,2018,86.46667
cri,2019,86.46667
cyp,2016,49.1
cyp,2017,52.16667
cyp,2018,92.26667
cyp,2019,92.26667
cze,2016,61.33333
cze,2017,56.83333
cze,2018,90.1
cze,2019,90.1
deu,2016,90.66667
deu,2017,91.06667
deu,2018,96.46667
deu,2019,96.46667
dji,2016,8.16667
dji,2017,26.43333
dji,2018,60.36667
dji,2019,60.36667
dnk,2016,62.9
dnk,2017,65.06667
dnk,2018,98.7
dnk,2019,98.7
dom,2016,48.66667
dom,2017,65.53333
dom,2018,65.6
dom,2019,65.6
dza,2016,6.5
dza,2017,26.23333
dza,2018,60.13333
dza,2019,60.13333
ecu,2016,86.46667
ecu,2017,87.3
ecu,2018,87.73333
ecu,2019,87.73333
egy,2016,77.5
egy,2017,77.36667
egy,2018,76.8
egy,2019,76.8
esp,2016,90.9
esp,2017,87.6
esp,2018,90.86667
esp,2019,90.86667
est,2016,59.5
est,2017,58.86667
est,2018,93.93333
est,2019,93.93333
eth,2016,40.4
eth,2017,58.66667
eth,2018,59.96667
eth,2019,59.96667
fin,2016,92.33333
fin,2017,96
fin,2018,94.93333
fin,2019,94.93333
fji,2016,40.83333
fji,2017,60.2
fji,2018,59.5
fji,2019,59.5
fra,2016,83.36667
fra,2017,89.16667
fra,2018,90.8
fra,2019,90.8
fsm,2016,8.13333
fsm,2017,24.1
fsm,2018,25.63333
fsm,2019,25.63333
gab,2016,6.56667
gab,2017,23.73333
gab,2018,23.73333
gab,2019,23.73333
gbr,2016,84.96667
gbr,2017,86.76667
gbr,2018,86.8
gbr,2019,86.8
geo,2016,84.33333
geo,2017,85.73333
geo,2018,86.46667
geo,2019,86.46667
gha,2016,40.23333
gha,2017,60.66667
gha,2018,61.26667
gha,2019,61.26667
gin,2016,47.1
gin,2017,62
gin,2018,61.4
gin,2019,61.4
gmb,2016,38.4
gmb,2017,59.06667
gmb,2018,61.86667
gmb,2019,28.53333
gnb,2016,45.46667
gnb,2017,61.06667
gnb,2018,60.6
gnb,2019,27.26667
grc,2016,83.26667
grc,2017,85.13333
grc,2018,87.5
grc,2019,87.5
gtm,2016,42.13333
gtm,2017,60.66667
gtm,2018,62.1
gtm,2019,62.1
guy,2016,9.9
guy,2017,23.96667
guy,2018,57.43333
guy,2019,57.43333
hnd,2016,41.06667
hnd,2017,61.6
hnd,2018,62.36667
hnd,2019,62.36667
hrv,2016,51.5
hrv,2017,47.73333
hrv,2018,50.76667
hrv,2019,50.76667
hti,2016,1.73333
hti,2017,20.8
hti,2018,53
hti,2019,19.66667
hun,2016,85.56667
hun,2017,85.36667
hun,2018,86.86667
hun,2019,86.86667
idn,2016,76.9
idn,2017,86.26667
idn,2018,87.33333
idn,2019,87.33333
ind,2016,85.73333
ind,2017,86.3
ind,2018,87.96667
ind,2019,87.96667
irl,2016,89.26667
irl,2017,91.2
irl,2018,94.73333
irl,2019,94.73333
irn,2016,8.43333
irn,2017,26.76667
irn,2018,59.8
irn,2019,59.8
irq,2016,8.86667
irq,2017,24.86667
irq,2018,25
irq,2019,25
isl,2016,49.56667
isl,2017,55.9
isl,2018,87.8
isl,2019,87.8
isr,2016,81.86667
isr,2017,84.2
isr,2018,85.73333
isr,2019,85.73333
ita,2016,93.46667
ita,2017,89.46667
ita,2018,91.86667
ita,2019,91.86667
jam,2016,5.86667
jam,2017,35.8
jam,2018,73.73333
jam,2019,73.73333
jor,2016,80.1
jor,2017,79.7
jor,2018,80.83333
jor,2019,80.83333
jpn,2016,52.5
jpn,2017,52.43333
jpn,2018,90.53333
jpn,2019,90.53333
kaz,2016,45.73333
kaz,2017,47.63333
kaz,2018,82.13333
kaz,2019,82.13333
ken,2016,49.86667
ken,2017,60.76667
ken,2018,60.46667
ken,2019,60.46667
kgz,2016,83.93333
kgz,2017,81.2
kgz,2018,81.46667
kgz,2019,81.46667
khm,2016,40.13333
khm,2017,59.56667
khm,2018,59.2
khm,2019,59.2
kir,2016,7.93333
kir,2017,25.76667
kir,2018,25.76667
kir,2019,25.76667
kor,2016,53.4
kor,2017,59.3
kor,2018,93.4
kor,2019,93.4
kos,2017,31.36667
kos,2018,66
kos,2019,66
kwt,2016,12.36667
kwt,2017,33.5
kwt,2018,66.33333
kwt,2019,66.33333
lao,2016,42.43333
lao,2017,40.9
lao,2018,39.96667
lao,2019,56.63333
lbn,2016,8.5
lbn,2017,28.23333
lbn,2018,62.6
lbn,2019,62.6
lbr,2016,12.43333
lbr,2017,29.2
lbr,2018,28.83333
lbr,2019,28.83333
lby,2016,0.33333
lby,2017,19.46667
lby,2018,20.63333
lby,2019,20.63333
lca,2016,40.53333
lca,2017,55.76667
lca,2018,55.93333
lca,2019,55.93333
lka,2016,81.26667
lka,2017,80.53333
lka,2018,81.03333
lka,2019,81.03333
lso,2016,43.63333
lso,2017,63.2
lso,2018,63.26667
lso,2019,63.26667
ltu,2016,57.56667
ltu,2017,56.8
ltu,2018,91.83333
ltu,2019,91.83333
lux,2016,49.06667
lux,2017,53.1
lux,2018,90.43333
lux,2019,90.43333
lva,2016,91.4
lva,2017,93
lva,2018,89.16667
lva,2019,89.16667
mar,2016,73.6
mar,2017,74.96667
mar,2018,88.4
mar,2019,88.4
mda,2016,54.93333
mda,2017,60.06667
mda,2018,94.23333
mda,2019,94.23333
mdg,2016,1.1
mdg,2017,18.3
mdg,2018,56.3
mdg,2019,56.3
mdv,2016,42.5
mdv,2017,30.06667
mdv,2018,29.86667
mdv,2019,29.86667
mex,2016,93.23333
mex,2017,94.86667
mex,2018,92.93333
mex,2019,92.93333
mhl,2016,6.46667
mhl,2017,25.13333
mhl,2018,24.1
mhl,2019,24.1
mkd,2016,52.46667
mkd,2017,53.9
mkd,2018,88.06667
mkd,2019,88.06667
mli,2016,48.93333
mli,2017,62.63333
mli,2018,63.1
mli,2019,63.1
mlt,2016,80.96667
mlt,2017,82.13333
mlt,2018,84
mlt,2019,84
mmr,2016,11.93333
mmr,2017,32.03333
mmr,2018,67.06667
mmr,2019,67.06667
mne,2016,44.7
mne,2017,61.86667
mne,2018,64.26667
mne,2019,64.26667
mng,2016,54.46667
mng,2017,73.7
mng,2018,80
mng,2019,80
moz,2016,42.16667
moz,2017,57.36667
moz,2018,57.63333
moz,2019,57.63333
mrt,2016,10.6
mrt,2017,28.33333
mrt,2018,62.46667
mrt,2019,62.46667
mus,2016,85.6
mus,2017,87.23333
mus,2018,86.2
mus,2019,86.2
mwi,2016,46.36667
mwi,2017,61.96667
mwi,2018,61.23333
mwi,2019,61.23333
mys,2016,46.23333
mys,2017,49.76667
mys,2018,84.03333
mys,2019,84.03333
nam,2016,43.3
nam,2017,59
nam,2018,63.06667
nam,2019,63.06667
ner,2016,42.33333
ner,2017,60.86667
ner,2018,61.96667
ner,2019,61.96667
nga,2016,45.9
nga,2017,61.03333
nga,2018,62.4
nga,2019,62.4
nic,2016,12.7
nic,2017,26.6
nic,2018,60.03333
nic,2019,60.03333
nld,2016,61.66667
nld,2017,66.03333
nld,2018,98.5
nld,2019,98.5
nor,2016,62.6
nor,2017,59.03333
nor,2018,92.23333
nor,2019,92.23333
npl,2016,42.76667
npl,2017,60.73333
npl,2018,61.33333
npl,2019,61.33333
nzl,2016,91.76667
nzl,2017,91.83333
nzl,2018,91.63333
nzl,2019,91.63333
omn,2016,17
omn,2017,37.96667
omn,2018,44.4
omn,2019,44.4
pak,2016,43.06667
pak,2017,59.2
pak,2018,60.96667
pak,2019,60.96667
pan,2016,13.36667
pan,2017,28.76667
pan,2018,62.8
pan,2019,62.8
per,2016,76.13333
per,2017,86.5
per,2018,85.76667
per,2019,85.76667
phl,2016,79.4
phl,2017,90.06667
phl,2018,88.26667
phl,2019,88.26667
png,2016,4
png,2017,22.36667
png,2018,55.26667
png,2019,55.26667
pol,2016,60
pol,2017,60.06667
pol,2018,95.1
pol,2019,95.1
prt,2016,91.63333
prt,2017,90.63333
prt,2018,90.76667
prt,2019,90.76667
pry,2016,43.16667
pry,2017,60.36667
pry,2018,63.06667
pry,2019,63.06667
pse,2017,46.9
pse,2018,86.56667
pse,2019,86.56667
qat,2016,9.3
qat,2017,28.56667
qat,2018,28.63333
qat,2019,61.96667
rou,2017,78.63333
rou,2018,87.16667
rou,2019,87.16667
rus,2016,83.4
rus,2017,81.03333
rus,2018,83.66667
rus,2019,83.66667
rwa,2016,56.03333
rwa,2017,71.06667
rwa,2018,72.43333
rwa,2019,72.43333
sau,2016,7.63333
sau,2017,26.16667
sau,2018,60.73333
sau,2019,60.73333
sdn,2016,13.9
sdn,2017,21.26667
sdn,2018,57.93333
sdn,2019,57.93333
sen,2016,45.83333
sen,2017,64.03333
sen,2018,81.03333
sen,2019,81.03333
sgp,2016,48.03333
sgp,2017,56.86667
sgp,2018,100
sgp,2019,100
slb,2016,7.03333
slb,2017,26.56667
slb,2018,60.43333
slb,2019,60.43333
sle,2016,42.3
sle,2017,61
sle,2018,65.23333
sle,2019,65.23333
slv,2016,72.9
slv,2017,78.7
slv,2018,79.93333
slv,2019,79.93333
som,2017,2.06667
som,2018,36.03333
som,2019,36.03333
srb,2016,52.36667
srb,2017,62.9
srb,2018,67.36667
srb,2019,67.36667
ssd,2016,41.26667
ssd,2017,8.43333
ssd,2018,8.43333
ssd,2019,41.76667
stp,2016,45.76667
stp,2017,58.36667
stp,2018,58.06667
stp,2019,24.73333
sur,2016,13.53333
sur,2017,28.43333
sur,2018,62.43333
sur,2019,62.43333
svk,2016,82.7
svk,2017,93.03333
svk,2018,94.93333
svk,2019,94.93333
svn,2016,91.13333
svn,2017,94.26667
svn,2018,96.93333
svn,2019,96.93333
swe,2016,97.1
swe,2017,95.73333
swe,2018,94.86667
swe,2019,94.86667
swz,2016,2
swz,2017,19.3
swz,2018,55.76667
swz,2019,22.43333
syc,2017,44.9
syc,2018,46.46667
syc,2019,46.46667
syr,2017,22.36667
syr,2018,24.83333
syr,2019,24.83333
tcd,2016,8.9
tcd,2017,18.2
tcd,2018,18.2
tcd,2019,51.53333
tgo,2016,45.3
tgo,2017,59.03333
tgo,2018,59.83333
tgo,2019,59.83333
tha,2016,79.26667
tha,2017,76.13333
tha,2018,76.46667
tha,2019,76.46667
tjk,2016,12.6
tjk,2017,31.86667
tjk,2018,31.36667
tjk,2019,31.36667
tkm,2016,6.83333
tkm,2017,6.06667
tkm,2018,0.63333
tkm,2019,0.63333
tls,2017,24.06667
tls,2018,58.23333
tls,2019,58.23333
tto,2016,5.86667
tto,2017,28.56667
tto,2018,60.6
tto,2019,27.26667
tun,2016,82.9
tun,2017,78.9
tun,2018,85.66667
tun,2019,85.66667
tur,2016,80.93333
tur,2017,86.13333
tur,2018,84
tur,2019,84
tza,2016,41.8
tza,2017,60.2
tza,2018,60.7
tza,2019,60.7
uga,2016,45.5
uga,2017,65.13333
uga,2018,64.2
uga,2019,64.2
ukr,2016,43.9
ukr,2017,45.76667
ukr,2018,46.06667
ukr,2019,46.06667
ury,2016,74.43333
ury,2017,83.63333
ury,2018,83.9
ury,2019,83.9
usa,2016,91.53333
usa,2017,90.56667
usa,2018,94
usa,2019,94
uzb,2016,4.1
uzb,2017,5.9
uzb,2018,39.33333
uzb,2019,56
vct,2016,5.8
vct,2017,25.7
vct,2018,62.66667
vct,2019,62.66667
ven,2016,41.43333
ven,2017,60.06667
ven,2018,59.9
ven,2019,59.9
vnm,2016,45.56667
vnm,2017,63.73333
vnm,2018,64
vnm,2019,64
vut,2016,40.76667
vut,2017,59.43333
vut,2018,59.13333
vut,2019,59.13333
wsm,2016,44.4
wsm,2017,63.26667
wsm,2018,63.5
wsm,2019,63.5
yem,2016,8.86667
yem,2017,25.53333
yem,2018,25.53333
yem,2019,25.53333
zaf,2016,85.2
zaf,2017,83.76667
zaf,2018,85.5
zaf,2019,85.5
zmb,2016,39.5
zmb,2017,56.73333
zmb,2018,57.8
zmb,2019,57.8
zwe,2016,7.5
zwe,2017,25.4
zwe,2018,59.93333
zwe,2019,59.93333
