geo,time,sl_emp_totl_sp_fe_ne_zs
rwa,2020,38.25
sau,1992,13.8
sau,1999,15.5
sau,2000,14.4
sau,2001,14.1
sau,2002,13.7
sau,2006,15.8
sau,2009,14.62
sau,2011,15.97
sau,2012,15.97
sau,2013,15.91
sau,2014,16
sau,2015,16.82
sau,2017,15.81
sau,2018,17.41
sau,2019,19.4
sau,2020,22.79
sdn,2008,25.3
sdn,2011,19.62
sen,1991,49.7
sen,2006,29.31
sen,2011,38.38
sen,2015,31.98
sen,2016,37.47
sen,2017,34.89
sen,2018,36.33
sen,2019,36.33
sgp,1975,32.96
sgp,1976,34.65
sgp,1977,36.23
sgp,1978,38.48
sgp,1979,40.18
sgp,1980,42.8
sgp,1982,47.02
sgp,1983,47.39
sgp,1984,48.14
sgp,1985,46.02
sgp,1986,45.55
sgp,1987,47.85
sgp,1988,50.05
sgp,1989,51.88
sgp,1991,37.09
sgp,1992,41.28
sgp,1993,40.06
sgp,1994,40.41
sgp,1995,38.76
sgp,1996,39.65
sgp,1997,39.03
sgp,1998,37.66
sgp,1999,48.1
sgp,2001,49.6
sgp,2002,47.7
sgp,2003,47.7
sgp,2004,48.1
sgp,2006,51.58
sgp,2007,50.76
sgp,2008,53.16
sgp,2009,51.57
sgp,2010,53.97
sgp,2011,54.51
sgp,2012,55.27
sgp,2013,55.55
sgp,2014,56.23
sgp,2015,58.04
sgp,2016,57.68
sgp,2017,57.21
sgp,2018,57.76
sgp,2019,58.32
sgp,2020,57.73
slb,2009,60.98
slb,2013,83.3
sle,2003,62.3
sle,2004,67.51
sle,2014,54.16
sle,2018,50.45
slv,1992,28.7
slv,1995,34.4
slv,1996,38.86
slv,1997,39.18
slv,1998,41.85
slv,1999,41.65
slv,2000,42.6
slv,2001,42.2
slv,2002,39.7
slv,2003,40.76
slv,2004,38.41
slv,2005,42.6
slv,2006,45.01
slv,2007,45
slv,2008,45.56
slv,2009,45.24
slv,2010,44.84
slv,2011,44.98
slv,2012,45.81
slv,2013,46.99
slv,2014,45.55
slv,2015,44.39
slv,2016,44.74
slv,2017,43.91
slv,2018,43.79
slv,2019,44.28
slv,2020,43.48
smr,1985,43.67
smr,1986,44.83
smr,1987,45.65
smr,1988,46.41
smr,1989,46.51
smr,1990,46.94
smr,1991,48.78
smr,1992,49.78
smr,1993,50.3
smr,1995,51.68
smr,1996,51.65
smr,1997,52.83
smr,1998,53.4
smr,2015,77.28
som,2019,14.73
srb,2005,32.91
srb,2006,32.02
srb,2007,33.81
srb,2008,36.46
srb,2009,33.98
srb,2010,31.14
srb,2011,28.99
srb,2012,28.73
srb,2013,30.8
srb,2014,34.9
srb,2015,35.31
srb,2016,38.13
srb,2017,39.68
srb,2018,40.29
srb,2019,41.88
srb,2020,42.13
ssd,2008,62.11
stp,1991,35.21
stp,2000,27.5
stp,2006,21.71
sur,1990,34.49
sur,1992,29.66
sur,1993,30.97
sur,1995,29.04
sur,1999,26.25
sur,2009,42.86
sur,2010,41.67
sur,2011,43.22
sur,2012,43.78
sur,2013,43.03
sur,2014,44.47
sur,2015,42.19
sur,2016,40.3
svk,1994,44.12
svk,1995,44.4
svk,1996,45.65
svk,1997,45.12
svk,1998,44.75
svk,1999,43.44
svk,2000,42.56
svk,2001,43.08
svk,2002,42.55
svk,2003,43.56
svk,2004,42.26
svk,2005,42.47
svk,2006,43.25
svk,2007,44.19
svk,2008,45.43
svk,2009,43.85
svk,2010,43.39
svk,2011,43.3
svk,2012,43.32
svk,2013,43.62
svk,2014,44.11
svk,2015,45.26
svk,2016,46.9
svk,2017,48.25
svk,2018,48.6
svk,2019,49.18
svk,2020,48.25
svn,1993,46.91
svn,1994,47.04
svn,1995,48.46
svn,1996,47.82
svn,1997,48.72
svn,1998,49.39
svn,1999,47.61
svn,2000,47.78
svn,2001,48.05
svn,2002,48.65
svn,2003,46.66
svn,2004,49.44
svn,2005,49.18
svn,2006,49.44
svn,2007,50.22
svn,2008,50.96
svn,2009,50.5
svn,2010,49.52
svn,2011,48.05
svn,2012,47.34
svn,2013,45.97
svn,2014,46.72
svn,2015,46.68
svn,2016,47.54
svn,2017,49.78
svn,2018,50.69
svn,2019,50.6
svn,2020,50.18
swe,1990,69.93
swe,1991,68.61
swe,1992,66.09
swe,1993,62.5
swe,1994,61.33
swe,1995,60.97
swe,1996,52.45
swe,1997,50.99
swe,1998,50.58
swe,1999,52.55
swe,2000,53.64
swe,2001,56.04
swe,2002,56.01
swe,2003,55.96
swe,2004,54.94
swe,2005,54.44
swe,2006,54.94
swe,2007,55.83
swe,2008,55.88
swe,2009,54.63
swe,2010,61.39
swe,2011,62.6
swe,2012,63
swe,2013,63.27
swe,2014,63.8
swe,2015,64.44
swe,2016,65.08
swe,2017,65.7
swe,2018,66.23
swe,2019,66.1
swe,2020,64.56
swz,1995,36.6
swz,2016,35.63
syc,2011,59.14
syc,2014,64.24
syc,2015,64.01
syc,2016,63.41
syc,2017,64.37
syc,2018,64.3
syc,2019,61.62
syc,2020,62
syr,1993,19.5
syr,1995,23
syr,1997,14.6
syr,1999,18.5
syr,2000,20.8
syr,2001,16.51
syr,2002,17.8
syr,2003,14.9
syr,2006,11.4
syr,2007,10.46
syr,2008,11.16
syr,2009,10.11
syr,2010,10.1
tcd,1993,63.4
tcd,2018,48.9
tgo,2006,77.7
tgo,2011,75.13
tgo,2015,60.19
tgo,2017,54.34
tha,1976,58.43
tha,1978,67.03
tha,1979,64.23
tha,1980,79.98
tha,1982,66.69
tha,1984,67.39
tha,1987,72.87
tha,1988,76.57
tha,1989,77.73
tha,1990,76.11
tha,1994,70.36
tha,1996,66.02
tha,1997,66.98
tha,2009,63.43
tha,2010,63.28
tha,2011,65.36
tha,2012,64.88
tha,2013,61.92
tha,2014,61.18
tha,2015,60.73
tha,2016,59.75
tha,2017,58.89
tha,2018,59.21
tha,2019,58.57
tha,2020,58.54
tjk,2003,43.24
tjk,2004,47.79
tjk,2009,27.95
tjk,2016,30.86
tls,2001,32.1
tls,2010,25.66
tls,2013,19.06
tls,2016,57.53
ton,1984,18.58
ton,2003,31.67
ton,2018,36.97
tto,1971,17.13
tto,1974,17.72
tto,1978,19.89
tto,1979,30.59
tto,1981,32.47
tto,1983,32.4
tto,1985,33.16
tto,1986,31.58
tto,1987,29.63
tto,1988,32.26
tto,1989,31.08
tto,1990,28.68
tto,1991,34.52
tto,1993,33.27
tto,1995,35.69
tto,1996,36.96
tto,1998,38.11
tto,1999,38.8
tto,2000,39.85
tto,2002,40.58
tto,2005,46.65
tto,2006,48.52
tto,2007,47.63
tto,2008,49.63
tto,2009,47.89
tto,2010,47.34
tto,2011,46.31
tto,2012,48.47
tto,2013,48.79
tto,2014,49.72
tto,2015,47.91
tto,2016,48.03
tun,1989,15.87
tun,1994,18.74
tun,2005,20.04
tun,2006,20.7
tun,2007,20.78
tun,2008,20.79
tun,2009,20.14
tun,2010,20.14
tun,2011,18.07
tun,2012,19.17
tun,2013,19.69
tun,2015,20.25
tun,2016,20.36
tun,2017,20.49
tur,1988,32.98
tur,1989,34.41
tur,1990,31.25
tur,1991,31.7
tur,1992,30.2
tur,1993,24.29
tur,1994,28.77
tur,1995,28.67
tur,1996,28.74
tur,1997,26.58
tur,1998,27.28
tur,1999,27.74
tur,2000,24.9
tur,2001,25.11
tur,2002,25.27
tur,2003,23.9
tur,2004,20.77
tur,2005,20.69
tur,2006,20.97
tur,2007,21.02
tur,2008,21.62
tur,2009,22.3
tur,2010,24.03
tur,2011,25.55
tur,2012,26.32
tur,2013,27.1
tur,2014,26.66
tur,2015,27.45
tur,2016,28
tur,2017,28.87
tur,2018,29.43
tur,2019,28.68
tur,2020,26.26
tuv,2002,42.79
tuv,2016,32.12
tza,2001,81.9
tza,2006,83.3
tza,2011,77.41
tza,2012,79.83
tza,2013,71.16
tza,2014,77.97
uga,1991,74.02
uga,1997,60.9
uga,2003,35.71
uga,2005,79
uga,2009,75.4
uga,2012,62.9
uga,2017,36.5
ukr,2004,52.87
ukr,2005,53.14
ukr,2006,53.02
ukr,2007,53.69
ukr,2008,54.04
ukr,2009,53.87
ukr,2014,51.9
ukr,2015,51.66
ukr,2016,51.59
ukr,2017,51.36
ukr,2018,52.53
ukr,2019,45.38
ukr,2020,43.76
ury,1998,43.57
ury,1999,42.18
ury,2000,41.56
ury,2001,41.51
ury,2002,39.56
ury,2003,39.43
ury,2004,41.28
ury,2005,42.65
ury,2006,44.59
ury,2007,46.99
ury,2008,48.82
ury,2009,49.65
ury,2010,49.91
ury,2011,52.31
ury,2012,51.95
ury,2013,50.88
ury,2014,52.18
ury,2015,51.33
ury,2016,51.03
ury,2017,50.76
ury,2018,50.32
ury,2019,49.92
ury,2020,47.3
usa,1960,35.5
usa,1961,35.4
usa,1962,35.6
usa,1963,35.8
usa,1964,36.3
usa,1965,37.1
usa,1966,38.3
usa,1967,39
usa,1968,39.6
usa,1969,40.7
usa,1970,40.8
usa,1971,40.4
usa,1972,41
usa,1973,42
usa,1974,42.6
usa,1975,42
usa,1976,43.2
usa,1977,44.5
usa,1978,46.4
usa,1979,47.5
usa,1980,47.7
usa,1981,48
usa,1982,47.7
usa,1983,48
usa,1984,49.5
usa,1985,50.4
usa,1986,51.4
usa,1987,52.5
usa,1988,53.4
usa,1989,54.3
usa,1990,54.3
usa,1991,53.7
usa,1992,53.8
usa,1993,54.1
usa,1994,55.3
usa,1995,55.7
usa,1996,56.1
usa,1997,56.86
usa,1998,57.08
usa,1999,57.43
usa,2000,57.48
usa,2001,57
usa,2002,56.28
usa,2003,56.13
usa,2004,55.97
usa,2005,56.24
usa,2006,56.62
usa,2007,56.64
usa,2008,56.25
usa,2009,54.42
usa,2010,53.57
usa,2011,53.19
usa,2012,53.13
usa,2013,53.16
usa,2014,53.52
usa,2015,53.74
usa,2016,54.08
usa,2017,54.58
usa,2018,54.89
usa,2019,55.36
usa,2020,51.51
usa,2021,53.17
uzb,2002,32.74
uzb,2003,33.22
uzb,2004,37.2
uzb,2005,37.52
uzb,2006,38.12
uzb,2007,37.64
uzb,2009,63.51
uzb,2010,62.41
uzb,2011,61.74
uzb,2012,62.2
uzb,2013,63.18
uzb,2014,63.8
uzb,2015,64.51
uzb,2016,65.17
uzb,2017,65.96
uzb,2019,58.93
uzb,2020,70.26
ven,1984,27.04
ven,1985,27.31
ven,1986,27.58
ven,1987,28.8
ven,1988,29.39
ven,1989,31.63
ven,1994,33.73
ven,1996,36.3
ven,1998,41.5
ven,2002,44.43
ven,2005,43.58
ven,2006,45.22
ven,2007,45.82
ven,2008,46.54
ven,2009,46.92
ven,2010,46.05
ven,2011,45.96
ven,2012,45.87
ven,2016,45.16
ven,2017,50.51
vgb,1991,66.52
vnm,1996,71.3
vnm,1997,69
vnm,1998,68.8
vnm,1999,68.7
vnm,2000,67.4
vnm,2001,67.3
vnm,2002,67.4
vnm,2003,66.7
vnm,2004,65.95
vnm,2007,69.17
vnm,2009,70.37
vnm,2010,70.8
vnm,2011,70.93
vnm,2012,71.08
vnm,2013,71.82
vnm,2014,71.89
vnm,2015,71.26
vnm,2016,70.73
vnm,2017,70.23
vnm,2018,69.72
vnm,2019,62.51
vnm,2020,60.43
vut,2006,66.29
vut,2009,57.09
vut,2010,57.18
vut,2019,41.93
wsm,1976,38.7
wsm,2001,30.29
wsm,2006,32.84
wsm,2008,34.4
wsm,2012,21.88
wsm,2014,21.89
wsm,2017,24.76
yem,1999,20
yem,2004,5.8
yem,2005,5.8
yem,2006,6.1
yem,2007,6.1
yem,2008,6
yem,2009,5.94
yem,2010,4.51
yem,2014,4.46
zaf,1994,29.7
zaf,1995,30.1
zaf,1996,27.3
zaf,1997,22.4
zaf,1998,25.7
zaf,1999,29.8
zaf,2000,27.42
zaf,2001,26.85
zaf,2002,23.93
zaf,2003,24.22
zaf,2004,24.18
zaf,2005,25.32
zaf,2006,25.97
zaf,2007,27.07
zaf,2008,35.6
zaf,2009,34.44
zaf,2010,32.59
zaf,2011,32.79
zaf,2012,32.98
zaf,2013,33.92
zaf,2014,33.86
zaf,2015,34.53
zaf,2016,33.84
zaf,2017,34.33
zaf,2018,34.36
zaf,2019,33.7
zaf,2020,30.4
zmb,1986,53.5
zmb,1991,41.9
zmb,1998,50
zmb,2017,22.57
zmb,2018,21.44
zmb,2019,23.17
zwe,1987,60.99
zwe,1997,64.2
zwe,1999,61.51
zwe,2004,73.95
zwe,2011,72.83
zwe,2012,52.35
zwe,2014,76.1
zwe,2019,28.42
