geo,time,sl_emp_totl_sp_fe_ne_zs
bel,2010,43.65
bel,2011,43.66
bel,2012,43.61
bel,2013,43.87
bel,2014,44.26
bel,2015,44.28
bel,2016,44.16
bel,2017,45.28
bel,2018,46.77
bel,2019,47.37
bel,2020,46.7
ben,2003,75.13
ben,2010,73.79
ben,2011,67.71
ben,2018,55.64
bfa,1985,72.8
bfa,1994,72
bfa,2006,60.09
bfa,2014,52.84
bfa,2018,36.19
bgd,1984,9.58
bgd,1985,9.72
bgd,1986,11.49
bgd,1989,72.63
bgd,1991,68.3
bgd,1996,61.03
bgd,2000,54.02
bgd,2003,24.81
bgd,2006,27.12
bgd,2010,33.94
bgd,2013,31.08
bgd,2016,33.19
bgd,2017,33.92
bgr,2000,37.6
bgr,2001,37.68
bgr,2002,38.05
bgr,2003,38.87
bgr,2004,40.16
bgr,2005,40.03
bgr,2006,42.04
bgr,2007,44.01
bgr,2008,45.54
bgr,2009,44.37
bgr,2010,43.18
bgr,2011,42.43
bgr,2012,42.64
bgr,2013,42.81
bgr,2014,43.56
bgr,2015,44.47
bgr,2016,44.34
bgr,2017,46.57
bgr,2018,46.93
bgr,2019,48.34
bgr,2020,46.85
bhr,1979,8.56
bhr,1990,13.5
bhr,1991,25.79
bhr,1992,14.5
bhr,1993,15.6
bhr,1994,16.2
bhr,1995,16
bhr,1996,15.8
bhr,1997,16.1
bhr,1998,16.9
bhr,1999,18.2
bhr,2000,19.2
bhr,2001,31.78
bhr,2002,21
bhr,2003,21.2
bhr,2004,29.4
bhr,2005,26.39
bhr,2006,40.51
bhr,2007,32
bhr,2009,34.92
bhr,2010,42.08
bhr,2011,40.81
bhr,2015,42.01
bhs,1979,26.59
bhs,1989,41.19
bhs,1991,60.1
bhs,1992,58.8
bhs,1993,60.2
bhs,1994,61.04
bhs,1995,61.3
bhs,1996,58.2
bhs,1997,62.5
bhs,1998,60.26
bhs,1999,63.5
bhs,2001,66.1
bhs,2002,65.1
bhs,2008,69
bhs,2009,59.4
bhs,2011,59.6
bhs,2012,59.42
bih,2006,19.95
bih,2007,20.64
bih,2008,23.01
bih,2009,23.63
bih,2010,23.13
bih,2011,22.87
bih,2012,22.51
bih,2013,22.94
bih,2014,22.67
bih,2015,23.16
bih,2016,22.42
bih,2017,24.81
bih,2018,24.99
bih,2019,26.63
bih,2020,29.9
blr,1997,41.06
blr,2009,52.7
blr,2015,85
blr,2016,64.1
blr,2017,64.4
blr,2018,63.9
blr,2019,64.2
blr,2020,63.51
blz,1994,29.38
blz,1997,30.75
blz,1998,31.15
blz,1999,31.55
blz,2012,41.79
blz,2013,40.68
blz,2014,40.83
blz,2015,42.62
blz,2016,43.73
blz,2017,44.02
blz,2019,49.42
bmu,2000,67.93
bmu,2009,66.73
bmu,2010,66.41
bol,1980,24.66
bol,1981,24.03
bol,1982,24.87
bol,1985,22.99
bol,1986,22.3
bol,1987,22.11
bol,1989,38.84
bol,1990,22.21
bol,1991,43.84
bol,1993,41
bol,1994,43.1
bol,1995,52.33
bol,1996,75.21
bol,1997,32.93
bol,1999,53.9
bol,2000,60.11
bol,2001,61.7
bol,2002,57.6
bol,2003,60.7
bol,2004,60.7
bol,2005,56.9
bol,2006,60.29
bol,2007,40.96
bol,2008,60.33
bol,2009,60.61
bol,2011,60.45
bol,2012,56.47
bol,2013,57.38
bol,2014,59.68
bol,2015,52.78
bol,2016,54.82
bol,2017,56.94
bol,2018,61.49
bol,2019,58.34
bol,2020,53.8
bra,1973,37.64
bra,1985,41.93
bra,1986,42.01
bra,1987,43.29
bra,1988,43.4
bra,1989,44.09
bra,1990,44.25
bra,1992,50.76
bra,1993,51
bra,1995,45.06
bra,1996,43.26
bra,1997,43.44
bra,1998,43.3
bra,1999,43.94
bra,2001,46.92
bra,2002,48.28
bra,2003,48.05
bra,2004,49.39
bra,2005,50.02
bra,2006,50.47
bra,2007,50.41
bra,2008,50.81
bra,2009,50.43
bra,2011,49
bra,2012,47.63
bra,2013,47.75
bra,2014,48.03
bra,2015,47.48
bra,2016,45.63
bra,2017,45.72
bra,2018,46.23
bra,2019,46.93
bra,2020,41.34
brb,1978,27.65
brb,1983,43.79
brb,1986,44.38
brb,1987,44.92
brb,1988,47
brb,1989,49.9
brb,1990,48.13
brb,1991,47.71
brb,1992,46.45
brb,1994,45.4
brb,1995,48.13
brb,1996,49.4
brb,1997,51.24
brb,1998,51.91
brb,1999,53.4
brb,2001,56.25
brb,2002,55.16
brb,2003,55.86
brb,2004,57.48
brb,2005,57.53
brb,2006,56.6
brb,2007,56.71
brb,2008,56.61
brb,2009,56
brb,2010,55.42
brb,2011,55.03
brb,2012,53.6
brb,2013,54.83
brb,2014,52.71
brb,2015,55.36
brb,2016,56.52
brb,2017,55.19
brb,2018,54.39
brb,2019,54.74
brn,1981,28.67
brn,1991,43.35
brn,2001,52.43
brn,2014,53.76
brn,2017,50.87
brn,2018,51.54
brn,2019,50.33
brn,2020,50.24
btn,2005,45.97
btn,2006,53.7
btn,2009,62.51
btn,2010,61.38
btn,2011,59.95
btn,2012,61.84
btn,2013,60
btn,2014,52.92
btn,2015,54.18
bwa,1985,45.15
bwa,1991,34.8
bwa,1994,39
bwa,1996,34.76
bwa,1998,36.65
bwa,2000,40.32
bwa,2006,42.19
bwa,2009,44.83
bwa,2010,41.54
bwa,2013,49.11
bwa,2019,43.25
bwa,2020,42.04
can,1976,41.95
can,1977,42.27
can,1978,43.36
can,1979,45.09
can,1980,46.39
can,1981,47.72
can,1982,46.53
can,1983,46.84
can,1984,47.69
can,1985,49.12
can,1986,50.28
can,1987,51.26
can,1988,52.72
can,1989,53.6
can,1990,53.77
can,1991,52.77
can,1992,51.94
can,1993,51.51
can,1994,51.88
can,1995,52.24
can,1996,52.13
can,1997,52.64
can,1998,53.72
can,1999,54.62
can,2000,55.42
can,2001,55.66
can,2002,56.57
can,2003,57.46
can,2004,57.74
can,2005,57.67
can,2006,58.11
can,2007,58.98
can,2008,59.02
can,2009,58.05
can,2010,57.9
can,2011,57.8
can,2012,57.89
can,2013,58.07
can,2014,57.62
can,2015,57.38
can,2016,57.46
can,2017,57.88
can,2018,57.94
can,2019,58.22
can,2020,53.93
can,2021,56.26
che,1978,33.69
che,1979,34.33
che,1980,35.32
che,1985,37.22
che,1986,38.04
che,1988,40.46
che,1989,41.76
che,1990,43.31
che,1991,55.38
che,1992,55.11
che,1993,54.34
che,1994,53.74
che,1995,53.66
che,1996,54.7
che,1997,54.68
che,1998,55.77
che,1999,56.11
che,2000,55.83
che,2001,56.79
che,2002,57.47
che,2003,56.79
che,2004,56.3
che,2005,56.32
che,2006,56.95
che,2007,57.23
che,2008,58.86
che,2009,58.78
che,2010,56.86
che,2011,57.63
che,2012,57.96
che,2013,58.14
che,2014,58.82
che,2015,59.22
che,2016,59.69
che,2017,59.44
che,2018,59.7
che,2019,60.02
che,2020,59.39
chl,1980,23.72
chl,1981,24.2
chl,1982,22.37
chl,1983,24.19
chl,1990,29.42
chl,1992,31.69
chl,1994,32.47
chl,1996,32.98
chl,1997,33.72
chl,1998,34.12
chl,1999,33.19
chl,2000,33.09
chl,2001,32.37
chl,2002,32.17
chl,2003,33.31
chl,2004,34.26
chl,2005,35.32
chl,2006,36.51
chl,2007,37.65
chl,2008,39
chl,2009,38.88
chl,2010,40.97
chl,2011,43.25
chl,2012,43.84
chl,2013,44.43
chl,2014,45.08
chl,2015,44.94
chl,2016,44.66
chl,2017,45.04
chl,2018,45.32
chl,2019,45.45
chl,2020,39.47
civ,2012,57.94
civ,2013,66.02
civ,2016,47.88
civ,2017,44.38
cmr,1996,57.54
cmr,2001,56.6
cmr,2007,75.47
cmr,2010,67.21
cmr,2014,64.49
cod,2005,69.67
cod,2012,60.27
cog,2005,52.82
cog,2009,39.14
col,1980,12.58
col,1989,41.15
col,1990,39.84
col,1991,45.8
col,1992,46.12
col,1993,50.23
col,1994,48.82
col,1997,43.96
col,1998,44.55
col,1999,44.46
col,2000,43.12
col,2001,43.16
col,2002,43.01
col,2003,44.68
col,2004,43.53
col,2005,43.87
col,2007,42.71
col,2008,43.06
col,2009,45.49
col,2010,47.5
col,2011,48.83
col,2012,50.38
col,2013,50.83
col,2014,51.28
col,2015,51.87
col,2016,51.38
col,2017,51.08
col,2018,50.29
col,2019,48.86
col,2020,40.7
com,2004,30.94
com,2014,29.59
cpv,2015,40.58
cpv,2017,45.49
cpv,2018,43.09
cpv,2019,44.43
cri,1990,31.05
cri,1991,31.2
cri,1992,31.1
cri,1993,31.99
cri,1994,32.79
cri,1995,33.37
cri,1996,31.31
cri,1997,34.42
cri,1998,36.56
cri,1999,37
cri,2000,35.79
cri,2001,39.07
cri,2002,38.73
cri,2003,39.1
cri,2004,37.4
cri,2005,40.31
cri,2006,40.64
cri,2007,42.39
cri,2008,43.37
cri,2009,41.77
cri,2010,40.38
cri,2011,38.47
cri,2012,43.46
cri,2013,43.83
cri,2014,43.19
cri,2015,42.24
cri,2016,38.93
cri,2017,39.36
cri,2018,40.7
cri,2019,42.81
cri,2020,35.91
cub,2004,37.1
cub,2006,38.41
cub,2007,40
cub,2009,41.5
cub,2010,40.7
cub,2011,40.13
cub,2012,55.3
cub,2013,55.3
cym,1991,70.85
cym,1999,77.21
cym,2006,77.15
cym,2007,75.82
cym,2008,77.45
cym,2009,76.56
cym,2011,73.31
cym,2012,76.66
cym,2013,75.89
cym,2014,76.58
cym,2015,76.77
cyp,1977,19.26
cyp,1978,20.36
cyp,1985,30.3
cyp,1987,31.63
cyp,1988,44.34
cyp,1989,45.5
cyp,1990,46.06
cyp,1991,45.11
cyp,1992,44.99
cyp,1995,45.57
cyp,2000,45.53
cyp,2001,48.81
cyp,2002,50.25
cyp,2003,51.39
cyp,2004,50.59
cyp,2005,49.85
cyp,2006,51.43
cyp,2007,53.25
cyp,2008,53.48
cyp,2009,53.6
cyp,2010,54.13
cyp,2011,53.07
cyp,2012,50.65
cyp,2013,48.42
cyp,2014,49.75
cyp,2015,49.19
cyp,2016,48.88
cyp,2017,50.42
cyp,2018,52.36
cyp,2019,52.88
cyp,2020,52.28
cze,1993,49.49
cze,1994,49.85
cze,1995,49.81
cze,1996,49.41
cze,1997,48.96
cze,1998,47.79
cze,1999,46.69
cze,2000,46.12
cze,2001,46.23
cze,2002,46.44
cze,2003,45.98
cze,2004,45.62
cze,2005,45.7
cze,2006,46.08
cze,2007,46.42
cze,2008,46.55
cze,2009,45.7
cze,2010,45.15
cze,2011,45.57
cze,2012,45.94
cze,2013,46.7
cze,2014,47.1
cze,2015,48.14
cze,2016,49.44
cze,2017,50.42
cze,2018,51.3
cze,2019,51.34
cze,2020,50.28
deu,1983,37.09
deu,1984,37.35
deu,1985,37.64
deu,1986,38.14
deu,1987,38.17
deu,1988,38.78
deu,1989,39.35
deu,1990,42.58
deu,1991,45
deu,1992,43.93
deu,1993,43.17
deu,1994,42.85
deu,1995,43.09
deu,1996,43.26
deu,1997,43.08
deu,1998,43.36
deu,1999,44.44
deu,2000,44.82
deu,2001,45.46
deu,2002,45.31
deu,2003,45.12
deu,2004,44.45
deu,2005,45.54
deu,2006,46.69
deu,2007,47.8
deu,2008,48.5
deu,2009,49.06
deu,2010,49.61
deu,2011,50.99
deu,2012,51.23
deu,2013,51.9
deu,2014,52.23
deu,2015,52.4
deu,2016,53.55
deu,2017,54.04
deu,2018,54.32
deu,2019,55.03
deu,2020,54.91
dji,2017,11.67
dma,1989,37.93
dma,1991,23.08
dma,1997,43.78
dma,1999,43.92
dma,2001,40.8
dnk,1974,49.11
dnk,1976,49.69
dnk,1977,50.34
dnk,1978,52
dnk,1979,50.86
dnk,1981,50.89
dnk,1983,52.17
dnk,1984,53.28
dnk,1985,54
dnk,1986,56.06
dnk,1987,56.05
dnk,1988,56.33
dnk,1989,55.16
dnk,1990,55.98
dnk,1991,55.52
dnk,1992,56.24
dnk,1993,55
dnk,1994,53.05
dnk,1995,52.5
dnk,1996,53.79
dnk,1997,55.21
dnk,1998,55.7
dnk,1999,56.49
dnk,2000,57.22
dnk,2001,56.81
dnk,2002,57.64
dnk,2003,56.29
dnk,2004,57.1
dnk,2005,57.2
dnk,2006,58.17
dnk,2007,58.12
dnk,2008,57.47
dnk,2009,56.27
dnk,2010,54.87
dnk,2011,54.12
dnk,2012,53.62
dnk,2013,53.18
dnk,2014,52.95
dnk,2015,53.03
dnk,2016,53.89
dnk,2017,54.12
dnk,2018,54.48
dnk,2019,54.93
dnk,2020,54.29
dom,1991,25.1
dom,1992,27.8
dom,1993,27
dom,1994,27.2
dom,1995,26.3
dom,1996,30.79
dom,1998,25.8
dom,1999,27.5
dom,2000,35.74
dom,2001,34.24
dom,2002,36.09
dom,2003,35.34
dom,2004,35.32
dom,2005,35.92
dom,2006,37.09
dom,2007,37.31
dom,2008,38.87
dom,2009,35.94
dom,2010,38.79
dom,2011,40.08
dom,2012,41.11
dom,2013,40.4
dom,2014,41.04
dom,2015,43.09
dom,2016,43.8
dom,2017,45.23
dom,2018,45.93
dom,2019,47.65
dom,2020,43.42
dza,1975,2.5
dza,1984,4.77
dza,2009,11.42
dza,2010,11.45
dza,2014,12.35
dza,2015,13.6
dza,2016,13.85
dza,2017,13.46
ecu,1996,42.26
ecu,1997,43.09
ecu,1998,44.53
ecu,2000,43.01
ecu,2001,51.88
ecu,2002,46.68
ecu,2003,46.17
ecu,2004,49.86
ecu,2005,49.53
ecu,2006,50.51
ecu,2007,50.08
ecu,2008,49.59
ecu,2009,46.96
ecu,2010,45.86
ecu,2011,45.31
ecu,2012,46.46
ecu,2013,46.55
ecu,2014,45.96
ecu,2015,49.79
ecu,2016,52.4
ecu,2017,53.62
ecu,2018,52.24
ecu,2019,52.03
ecu,2020,44.88
egy,1973,4.35
egy,1975,4.82
egy,1977,5.66
egy,1978,6.6
egy,1979,5.22
egy,1980,5.51
egy,1981,3.81
egy,1982,3.8
egy,1983,14.78
egy,1984,15.43
egy,1989,27.42
egy,1990,21.92
egy,1991,17.31
egy,1992,19.15
egy,1993,17.35
egy,1994,17.89
egy,1995,16.56
egy,1996,11.5
egy,1998,15.58
egy,1999,16.33
egy,2000,10.4
egy,2001,15.27
egy,2002,13.96
egy,2003,10.44
egy,2004,10.67
egy,2006,16.02
egy,2007,18.7
egy,2008,17.62
egy,2009,17.67
egy,2010,17.96
egy,2011,17.35
egy,2012,17.01
egy,2013,17.38
egy,2014,17.53
egy,2015,17.04
egy,2016,17.51
egy,2017,16.87
egy,2018,14.38
egy,2019,12.23
egy,2020,11.76
esp,1986,20.75
esp,1987,21.83
esp,1988,22.85
esp,1989,23.93
esp,1990,24.75
esp,1991,25.03
esp,1992,25.87
esp,1993,25.03
esp,1994,24.86
esp,1995,25.57
esp,1996,26.3
esp,1997,27.42
esp,1998,28.2
esp,1999,30.2
esp,2000,32.43
esp,2001,33.61
esp,2002,35.37
esp,2003,36.78
esp,2004,38.24
esp,2005,40.92
esp,2006,42.47
esp,2007,43.72
esp,2008,43.89
esp,2009,42.12
esp,2010,41.61
esp,2011,41.3
esp,2012,40.06
esp,2013,39.15
esp,2014,39.61
esp,2015,40.61
esp,2016,41.7
esp,2017,42.61
esp,2018,43.5
esp,2019,44.26
esp,2020,42.62
est,1990,66
est,1991,63.78
est,1992,59.58
est,1993,55.83
est,1994,54.75
est,1995,52.92
est,1996,52.55
est,1997,52.88
est,1998,48.13
est,1999,46.38
est,2000,46.54
est,2001,45.38
est,2002,46.75
est,2003,46.99
est,2004,48.61
est,2005,49.92
est,2006,51.72
est,2007,52.03
est,2008,51.93
est,2009,49.07
est,2010,47.33
est,2011,49.23
est,2012,50.37
est,2013,50.88
est,2014,50.87
est,2015,52.5
est,2016,52.95
est,2017,54.05
est,2018,54.34
est,2019,54.85
est,2020,53.76
eth,1999,51.72
eth,2005,72.36
eth,2013,72.11
fin,1977,42.8
fin,1979,53.61
fin,1980,44.01
fin,1981,54.96
fin,1985,56.86
fin,1986,56.3
fin,1987,55.91
fin,1988,55.98
fin,1989,57.31
fin,1990,63.07
fin,1991,60.29
fin,1992,56.15
fin,1993,52.44
fin,1994,51.47
fin,1995,47.17
fin,1996,46.11
fin,1997,46.53
fin,1998,47.64
fin,1999,50.89
fin,2000,51.32
fin,2001,52.23
fin,2002,52.74
fin,2003,52.49
fin,2004,51.69
fin,2005,51.88
fin,2006,52.46
fin,2007,53.25
fin,2008,53.55
fin,2009,52.64
fin,2010,51.74
fin,2011,51.83
fin,2012,52.03
fin,2013,51.36
fin,2014,51.07
fin,2015,50.69
fin,2016,50.28
fin,2017,50.57
fin,2018,51.81
fin,2019,52.35
fin,2020,51.12
fji,1996,36.28
fji,2004,33.4
fji,2005,33.04
fji,2011,43.36
fji,2014,37.78
fji,2016,36.41
fra,1979,38.88
fra,1980,38.86
fra,1981,38.84
fra,1982,39.23
fra,1983,41.06
fra,1984,40.83
fra,1985,40.61
fra,1986,41.32
fra,1987,40.55
fra,1988,40.71
fra,1989,40.89
fra,1990,41.02
fra,1991,41.43
fra,1992,41.24
fra,1993,41.37
fra,1994,41.02
fra,1995,41.44
fra,1996,41.56
fra,1997,41.31
fra,1998,41.74
fra,1999,42.12
fra,2000,43.09
fra,2001,43.73
fra,2002,44.26
fra,2003,45.73
fra,2004,45.19
fra,2005,45.78
fra,2006,45.93
fra,2007,46.78
fra,2008,47.3
fra,2009,46.92
fra,2010,46.79
fra,2011,46.65
fra,2012,46.72
fra,2013,46.66
fra,2014,46.46
fra,2015,46.48
fra,2016,46.45
fra,2017,46.5
fra,2018,46.77
fra,2019,46.98
fra,2020,46.6
fsm,2014,39.78
gab,1993,46.14
gab,2005,41.52
gab,2010,28.53
gbm,1991,44.97
gbm,1996,48.49
gbm,2001,54.87
gbm,2006,55.11
gbm,2011,55.9
gbm,2016,78.28
gbr,1978,34.11
gbr,1979,35.07
gbr,1980,35.09
gbr,1983,41.2
gbr,1984,42.43
gbr,1985,43.35
gbr,1986,43.81
gbr,1987,44.76
gbr,1988,46.26
gbr,1989,48.38
gbr,1990,48.98
gbr,1991,48.4
gbr,1992,48.51
gbr,1993,48.41
gbr,1994,48.63
gbr,1995,48.84
gbr,1996,49.55
gbr,1997,50.21
gbr,1998,50.47
gbr,1999,51.02
gbr,2000,51.56
gbr,2001,51.86
gbr,2002,52.26
gbr,2003,52.34
gbr,2004,52.63
gbr,2005,53.02
gbr,2006,53.13
gbr,2007,52.92
gbr,2008,53.12
gbr,2009,52.54
gbr,2010,52.21
gbr,2011,52.08
gbr,2012,52.24
gbr,2013,52.77
gbr,2014,53.71
gbr,2015,54.27
gbr,2016,54.8
gbr,2017,55.35
gbr,2018,55.74
gbr,2019,56.39
geo,1998,49.9
geo,1999,51.15
geo,2000,54
geo,2001,52.05
geo,2002,49.86
geo,2003,50.92
geo,2004,50.16
geo,2005,48.82
geo,2006,47.4
geo,2007,48.1
geo,2008,44.9
geo,2009,44.23
geo,2010,46.01
geo,2011,46.47
geo,2012,46.86
geo,2013,47.32
geo,2014,49.04
geo,2015,50.75
geo,2016,50.57
geo,2017,50.79
geo,2018,49.34
geo,2019,48.99
geo,2020,33.88
gha,1988,63.2
gha,1989,61
gha,1991,73.85
gha,1992,74.2
gha,1998,60.5
gha,1999,75.8
gha,2000,64.84
gha,2006,65.59
gha,2010,65.4
gha,2013,71.97
gha,2015,61.2
gha,2017,52.89
gin,2002,60.58
gin,2019,40.7
gmb,2012,44.08
gmb,2018,22.7
gnb,2018,47.74
grc,1981,28.43
grc,1982,27.33
grc,1983,29.68
grc,1984,29.86
grc,1985,30.65
grc,1986,30.59
grc,1987,30.59
grc,1988,31.3
grc,1989,31.32
grc,1990,31.28
grc,1991,28.87
grc,1992,29.82
grc,1993,29.81
grc,1994,30.2
grc,1995,30.59
grc,1996,30.92
grc,1997,30.84
grc,1998,32.86
grc,1999,33.03
grc,2000,33.5
grc,2001,33.29
grc,2002,33.97
grc,2003,34.88
grc,2004,35.38
grc,2005,35.64
grc,2006,36.6
grc,2007,36.89
grc,2008,37.54
grc,2009,37.72
grc,2010,36.88
grc,2011,34.36
grc,2012,31.58
grc,2013,30.04
grc,2014,30.8
grc,2015,31.83
grc,2016,32.37
grc,2017,33.08
grc,2018,33.58
grc,2019,34.87
grc,2020,34.9
grd,1988,36.36
grd,1998,43.3
grl,2008,58
grl,2009,58
grl,2010,57
grl,2011,57
grl,2012,56
grl,2013,57
grl,2014,56
grl,2015,57
gtm,2000,44.9
gtm,2002,45.1
gtm,2003,46.67
gtm,2004,41.01
gtm,2006,49.75
gtm,2010,40.38
gtm,2011,37.6
gtm,2012,43.99
gtm,2013,38.86
gtm,2014,39.2
gtm,2015,37.49
gtm,2016,38.7
gtm,2017,37.83
gtm,2018,38.01
gtm,2019,36.73
gum,1980,43.5
gum,1990,53
gum,2000,33.65
gum,2002,49.5
gum,2004,48.7
gum,2005,50.9
gum,2006,51.5
gum,2007,43.9
gum,2009,48.4
gum,2010,51.2
gum,2011,47.7
guy,1987,26.94
guy,2002,29.21
guy,2018,35.43
guy,2019,33.36
hkg,1979,42.07
hkg,1980,43.23
hkg,1981,46.84
hkg,1982,45.96
hkg,1983,45.88
hkg,1984,47.32
hkg,1985,47.2
hkg,1986,47.59
hkg,1987,47.6
hkg,1988,47.3
hkg,1989,46.17
hkg,1990,45.45
hkg,1991,47.04
hkg,1992,45.37
hkg,1993,45.58
hkg,1994,46.35
hkg,1995,46.31
hkg,1996,46.69
hkg,1997,46.98
hkg,1998,46.59
hkg,1999,47.42
hkg,2000,46.68
hkg,2001,48.68
hkg,2002,48.62
hkg,2003,47.99
hkg,2004,48.5
hkg,2005,49.64
hkg,2006,50.67
hkg,2007,51.29
hkg,2008,51.97
hkg,2009,50.93
hkg,2010,50.09
hkg,2011,51.47
hkg,2012,52.07
hkg,2013,52.87
hkg,2014,52.9
hkg,2015,53
hkg,2016,53.11
hkg,2017,53.5
hkg,2018,53.78
hkg,2019,53.7
hkg,2020,51.59
hnd,1991,32.21
hnd,1992,34.64
hnd,1995,34.66
hnd,1998,42.12
hnd,1999,46.24
hnd,2001,38.34
hnd,2002,35.9
hnd,2003,37.4
hnd,2004,36.46
hnd,2005,39.55
hnd,2006,37.71
hnd,2007,37.1
hnd,2008,38.72
hnd,2009,39.94
hnd,2010,41.01
hnd,2011,37.9
hnd,2012,37.06
hnd,2013,40.97
hnd,2014,42.63
hnd,2015,43.36
hnd,2016,42.75
hnd,2017,43.1
hnd,2018,47.1
hnd,2019,41.8
hnd,2020,41.25
hrv,2000,36.37
hrv,2001,34.88
hrv,2002,36.38
hrv,2003,36.12
hrv,2004,36.98
hrv,2005,36.72
hrv,2006,37.38
hrv,2007,40.02
hrv,2008,41
hrv,2009,41.7
hrv,2010,40.46
hrv,2011,38.49
hrv,2012,37.42
hrv,2013,37.12
hrv,2014,37.95
hrv,2015,38.96
hrv,2016,39.16
hrv,2017,40.15
hrv,2018,41.26
hrv,2019,41.95
hrv,2020,41.3
hti,1980,55.08
hti,1990,44.2
hti,2003,28
hti,2012,45.32
hun,1978,40.97
hun,1979,41.18
hun,1981,45.21
hun,1985,44.8
hun,1986,44.93
hun,1987,44.79
hun,1988,45.25
hun,1989,45.38
hun,1990,44.73
hun,1991,42.74
hun,1992,46.59
hun,1993,43.47
hun,1994,41.92
hun,1995,40
