geo,time,sl_tlf_cact_fe_zs
kaz,1991,65.107
kaz,1992,65.294
kaz,1993,65.643
kaz,1994,66.176
kaz,1995,66.514
kaz,1996,66.421
kaz,1997,66.271
kaz,1998,66.289
kaz,1999,66.127
kaz,2000,65.711
kaz,2001,65.223
kaz,2002,64.92
kaz,2003,65.013
kaz,2004,64.753
kaz,2005,64.556
kaz,2006,64.952
kaz,2007,65.795
kaz,2008,66.667
kaz,2009,65.146
kaz,2010,65.383
kaz,2011,65.414
kaz,2012,65.444
kaz,2013,65.476
kaz,2014,65.425
kaz,2015,65.376
kaz,2016,64.296
kaz,2017,63.202
kaz,2018,64.028
kaz,2019,64.01
kaz,2020,63.623
kaz,2021,63.27
ken,1990,69.448
ken,1991,69.54
ken,1992,69.659
ken,1993,69.796
ken,1994,69.939
ken,1995,70.078
ken,1996,70.186
ken,1997,70.268
ken,1998,70.341
ken,1999,70.424
ken,2000,70.485
ken,2001,70.544
ken,2002,70.604
ken,2003,70.664
ken,2004,70.723
ken,2005,70.783
ken,2006,70.843
ken,2007,70.903
ken,2008,70.963
ken,2009,71.023
ken,2010,71.083
ken,2011,71.142
ken,2012,71.202
ken,2013,71.261
ken,2014,71.321
ken,2015,71.38
ken,2016,71.44
ken,2017,71.644
ken,2018,71.859
ken,2019,72.086
ken,2020,70.845
ken,2021,70.984
kgz,1990,50.162
kgz,1991,51.106
kgz,1992,52.774
kgz,1993,54.69
kgz,1994,57.494
kgz,1995,58.36
kgz,1996,57.637
kgz,1997,56.59
kgz,1998,56.514
kgz,1999,56.242
kgz,2000,55.719
kgz,2001,55.184
kgz,2002,55.284
kgz,2003,54.394
kgz,2004,53.502
kgz,2005,53.838
kgz,2006,54.204
kgz,2007,53.912
kgz,2008,53.624
kgz,2009,52.69
kgz,2010,52.382
kgz,2011,52.827
kgz,2012,51.775
kgz,2013,49.19
kgz,2014,50.357
kgz,2015,49.914
kgz,2016,48.336
kgz,2017,45.905
kgz,2018,44.164
kgz,2019,43.974
kgz,2020,41.564
kgz,2021,42.141
khm,1990,76.703
khm,1991,76.535
khm,1992,76.398
khm,1993,76.381
khm,1994,78.446
khm,1995,78.148
khm,1996,78.022
khm,1997,77.97
khm,1998,77.878
khm,1999,77.441
khm,2000,76.479
khm,2001,81.869
khm,2002,79.87
khm,2003,77.749
khm,2004,75.506
khm,2005,75.212
khm,2006,74.932
khm,2007,74.671
khm,2008,76.031
khm,2009,77.377
khm,2010,81.273
khm,2011,81.844
khm,2012,78.357
khm,2013,74.4
khm,2014,74.387
khm,2015,73.416
khm,2016,75.915
khm,2017,76.421
khm,2018,76.261
khm,2019,76.116
khm,2020,73.806
khm,2021,73.96
kor,1990,46.721
kor,1991,46.868
kor,1992,46.853
kor,1993,46.814
kor,1994,47.581
kor,1995,48.156
kor,1996,48.655
kor,1997,49.55
kor,1998,46.843
kor,1999,47.403
kor,2000,49.183
kor,2001,49.81
kor,2002,50.231
kor,2003,49.319
kor,2004,50.55
kor,2005,50.63
kor,2006,50.872
kor,2007,50.789
kor,2008,50.502
kor,2009,49.678
kor,2010,49.895
kor,2011,50.081
kor,2012,50.299
kor,2013,50.621
kor,2014,51.803
kor,2015,52.296
kor,2016,52.516
kor,2017,53.029
kor,2018,53.137
kor,2019,53.737
kor,2020,53.072
kor,2021,53.391
kwt,1990,43.837
kwt,1991,44.18
kwt,1992,44.167
kwt,1993,44.434
kwt,1994,44.582
kwt,1995,44.005
kwt,1996,44.289
kwt,1997,44.688
kwt,1998,45.091
kwt,1999,45.858
kwt,2000,46.042
kwt,2001,46.357
kwt,2002,46.446
kwt,2003,45.526
kwt,2004,45.873
kwt,2005,46.237
kwt,2006,46.696
kwt,2007,47.166
kwt,2008,47.632
kwt,2009,48.083
kwt,2010,48.51
kwt,2011,48.881
kwt,2012,49.233
kwt,2013,49.563
kwt,2014,49.866
kwt,2015,50.142
kwt,2016,50.381
kwt,2017,50.73
kwt,2018,50.579
kwt,2019,50.526
kwt,2020,45.963
kwt,2021,47.428
lao,1990,80.945
lao,1991,80.886
lao,1992,80.774
lao,1993,80.646
lao,1994,80.43
lao,1995,80.254
lao,1996,80.029
lao,1997,79.802
lao,1998,79.573
lao,1999,79.342
lao,2000,79.109
lao,2001,78.875
lao,2002,78.64
lao,2003,78.403
lao,2004,78.164
lao,2005,77.923
lao,2006,77.678
lao,2007,77.43
lao,2008,77.181
lao,2009,76.928
lao,2010,76.673
lao,2011,76.532
lao,2012,76.398
lao,2013,76.273
lao,2014,76.164
lao,2015,76.07
lao,2016,75.99
lao,2017,75.919
lao,2018,75.862
lao,2019,75.827
lao,2020,75.028
lao,2021,74.785
lbn,1990,19.077
lbn,1991,19.336
lbn,1992,19.449
lbn,1993,19.596
lbn,1994,19.752
lbn,1995,19.919
lbn,1996,19.825
lbn,1997,19.917
lbn,1998,19.977
lbn,1999,20.117
lbn,2000,20.207
lbn,2001,20.052
lbn,2002,19.954
lbn,2003,19.907
lbn,2004,19.863
lbn,2005,20.044
lbn,2006,20.289
lbn,2007,20.545
lbn,2008,20.693
lbn,2009,20.804
lbn,2010,20.913
lbn,2011,21.039
lbn,2012,21.099
lbn,2013,21.084
lbn,2014,21.076
lbn,2015,21.132
lbn,2016,21.271
lbn,2017,21.411
lbn,2018,21.612
lbn,2019,21.885
lbn,2020,20.624
lbn,2021,20.75
lbr,1990,71.24
lbr,1991,71.279
lbr,1992,71.352
lbr,1993,71.444
lbr,1994,71.522
lbr,1995,71.541
lbr,1996,71.582
lbr,1997,71.616
lbr,1998,71.639
lbr,1999,71.668
lbr,2000,71.732
lbr,2001,71.698
lbr,2002,71.682
lbr,2003,71.685
lbr,2004,71.69
lbr,2005,71.677
lbr,2006,71.654
lbr,2007,71.633
lbr,2008,71.616
lbr,2009,71.611
lbr,2010,71.629
lbr,2011,71.643
lbr,2012,71.672
lbr,2013,71.717
lbr,2014,71.776
lbr,2015,71.848
lbr,2016,71.918
lbr,2017,71.998
lbr,2018,72.087
lbr,2019,72.182
lbr,2020,68.782
lbr,2021,69.782
lby,1990,28.973
lby,1991,29.24
lby,1992,29.547
lby,1993,29.877
lby,1994,30.206
lby,1995,30.523
lby,1996,30.836
lby,1997,31.124
lby,1998,31.398
lby,1999,31.678
lby,2000,31.97
lby,2001,32.261
lby,2002,32.559
lby,2003,32.85
lby,2004,33.112
lby,2005,33.337
lby,2006,33.506
lby,2007,33.637
lby,2008,33.736
lby,2009,33.819
lby,2010,33.895
lby,2011,33.897
lby,2012,33.897
lby,2013,33.895
lby,2014,33.887
lby,2015,33.873
lby,2016,33.916
lby,2017,33.971
lby,2018,34.035
lby,2019,34.111
lby,2020,33.791
lby,2021,34.119
lca,1990,48.242
lca,1991,48.302
lca,1992,48.815
lca,1993,49.335
lca,1994,49.857
lca,1995,50.378
lca,1996,50.905
lca,1997,51.427
lca,1998,51.947
lca,1999,52.469
lca,2000,52.996
lca,2001,53.521
lca,2002,54.36
lca,2003,55.196
lca,2004,56.027
lca,2005,56.852
lca,2006,57.673
lca,2007,58.49
lca,2008,59.305
lca,2009,60.117
lca,2010,60.93
lca,2011,61.744
lca,2012,64.535
lca,2013,63.365
lca,2014,63.699
lca,2015,64.032
lca,2016,64.363
lca,2017,64.693
lca,2018,64.773
lca,2019,65.079
lca,2020,62.769
lca,2021,63.158
lka,1990,45.128
lka,1991,40.969
lka,1992,36.866
lka,1993,37.621
lka,1994,37.838
lka,1995,35.536
lka,1996,35.424
lka,1997,35.2
lka,1998,41.272
lka,1999,37.594
lka,2000,36.286
lka,2001,36.044
lka,2002,35.806
lka,2003,35.57
lka,2004,35.337
lka,2005,35.105
lka,2006,34.873
lka,2007,34.642
lka,2008,34.412
lka,2009,34.181
lka,2010,33.95
lka,2011,33.941
lka,2012,32.654
lka,2013,34.981
lka,2014,34.241
lka,2015,35.403
lka,2016,35.344
lka,2017,36.199
lka,2018,33.221
lka,2019,32.945
lka,2020,30.778
lka,2021,30.897
lso,1990,67.12
lso,1991,67.042
lso,1992,66.961
lso,1993,66.901
lso,1994,66.888
lso,1995,66.933
lso,1996,67.034
lso,1997,67.168
lso,1998,67.32
lso,1999,67.478
lso,2000,66.823
lso,2001,66.138
lso,2002,65.436
lso,2003,64.719
lso,2004,63.993
lso,2005,63.262
lso,2006,62.527
lso,2007,61.786
lso,2008,61.037
lso,2009,60.281
lso,2010,59.516
lso,2011,58.744
lso,2012,57.963
lso,2013,57.175
lso,2014,57.255
lso,2015,57.36
lso,2016,57.407
lso,2017,57.479
lso,2018,57.561
lso,2019,57.64
lso,2020,55.554
lso,2021,56.071
ltu,1990,52.756
ltu,1991,52.835
ltu,1992,53.365
ltu,1993,53.975
ltu,1994,54.404
ltu,1995,54.242
ltu,1996,54.008
ltu,1997,53.689
ltu,1998,53.441
ltu,1999,55.131
ltu,2000,54.975
ltu,2001,53.561
ltu,2002,52.61
ltu,2003,55.022
ltu,2004,51.475
ltu,2005,50.767
ltu,2006,50.205
ltu,2007,50.214
ltu,2008,50.538
ltu,2009,52.058
ltu,2010,52.546
ltu,2011,52.708
ltu,2012,53.206
ltu,2013,52.956
ltu,2014,53.887
ltu,2015,54.444
ltu,2016,55.638
ltu,2017,55.821
ltu,2018,56.529
ltu,2019,57.295
ltu,2020,57.398
ltu,2021,57.338
lux,1990,33.551
lux,1991,35.879
lux,1992,39.144
lux,1993,37.628
lux,1994,38.422
lux,1995,35.941
lux,1996,37.131
lux,1997,38.244
lux,1998,38.624
lux,1999,40.831
lux,2000,41.363
lux,2001,42.426
lux,2002,43.551
lux,2003,43.705
lux,2004,45.467
lux,2005,46.398
lux,2006,46.969
lux,2007,47.539
lux,2008,48.108
lux,2009,49.933
lux,2010,49.787
lux,2011,50.27
lux,2012,51.902
lux,2013,52.508
lux,2014,53.446
lux,2015,54.563
lux,2016,53.515
lux,2017,54.958
lux,2018,55.785
lux,2019,55.812
lux,2020,56.995
lux,2021,58.481
lva,1990,49.744
lva,1991,49.934
lva,1992,51.328
lva,1993,51.869
lva,1994,51.705
lva,1995,51.712
lva,1996,51.543
lva,1997,52.384
lva,1998,51.671
lva,1999,49.923
lva,2000,49.031
lva,2001,50.202
lva,2002,51.356
lva,2003,50.81
lva,2004,50.711
lva,2005,50.655
lva,2006,52.204
lva,2007,53.103
lva,2008,54.995
lva,2009,54.516
lva,2010,53.889
lva,2011,53.029
lva,2012,54.306
lva,2013,54.011
lva,2014,53.407
lva,2015,54.111
lva,2016,54.979
lva,2017,55.159
lva,2018,55.794
lva,2019,55.684
lva,2020,56.032
lva,2021,54.542
mac,1990,45.519
mac,1991,46.009
mac,1992,46.793
mac,1993,48.371
mac,1994,49.954
mac,1995,51.537
mac,1996,53.108
mac,1997,54.671
mac,1998,54.528
mac,1999,55.989
mac,2000,56.706
mac,2001,56.508
mac,2002,56.327
mac,2003,53.166
mac,2004,54.778
mac,2005,56.886
mac,2006,58.986
mac,2007,62.915
mac,2008,64.458
mac,2009,66.535
mac,2010,66.007
mac,2011,67.466
mac,2012,66.762
mac,2013,67.555
mac,2014,68.247
mac,2015,68.231
mac,2016,67.33
mac,2017,66.203
mac,2018,66.827
mac,2019,66.556
mac,2020,65.839
mac,2021,65.819
mar,1990,23.042
mar,1991,23.274
mar,1992,23.386
mar,1993,23.509
mar,1994,23.779
mar,1995,23.922
mar,1996,24.23
mar,1997,24.455
mar,1998,24.785
mar,1999,25.052
mar,2000,25.297
mar,2001,25.586
mar,2002,25.015
mar,2003,25.278
mar,2004,25.543
mar,2005,25.811
mar,2006,26.077
mar,2007,26.344
mar,2008,26.612
mar,2009,26.255
mar,2010,25.899
mar,2011,25.465
mar,2012,24.693
mar,2013,25.041
mar,2014,25.092
mar,2015,24.666
mar,2016,23.57
mar,2017,23.129
mar,2018,23.189
mar,2019,23.249
mar,2020,21.747
mar,2021,22.009
mda,1990,53.226
mda,1991,54.042
mda,1992,54.647
mda,1993,54.92
mda,1994,55.181
mda,1995,55.13
mda,1996,55.684
mda,1997,55.472
mda,1998,56.177
mda,1999,56.531
mda,2000,56.276
mda,2001,54.636
mda,2002,54.207
mda,2003,49.1
mda,2004,47.931
mda,2005,47.497
mda,2006,42.977
mda,2007,42.154
mda,2008,41.549
mda,2009,39.683
mda,2010,38.607
mda,2011,39.275
mda,2012,38.18
mda,2013,38.562
mda,2014,40.019
mda,2015,41.158
mda,2016,41.266
mda,2017,39.412
mda,2018,34.348
mda,2019,38.117
mda,2020,36.107
mda,2021,33.877
mdg,1990,84.414
mdg,1991,84.42
mdg,1992,84.433
mdg,1993,84.45
mdg,1994,84.467
mdg,1995,84.483
mdg,1996,84.477
mdg,1997,84.473
mdg,1998,84.473
mdg,1999,84.477
mdg,2000,84.487
mdg,2001,84.484
mdg,2002,84.492
mdg,2003,84.509
mdg,2004,84.531
mdg,2005,84.558
mdg,2006,84.464
mdg,2007,84.37
mdg,2008,84.275
mdg,2009,84.18
mdg,2010,84.085
mdg,2011,83.989
mdg,2012,83.892
mdg,2013,83.795
mdg,2014,83.697
mdg,2015,83.599
mdg,2016,83.664
mdg,2017,83.725
mdg,2018,83.783
mdg,2019,83.841
mdg,2020,80.91
mdg,2021,81.531
mdv,1990,20.18
mdv,1991,21.68
mdv,1992,23.245
mdv,1993,24.866
mdv,1994,26.535
mdv,1995,28.24
mdv,1996,30.048
mdv,1997,31.89
mdv,1998,33.76
mdv,1999,35.651
mdv,2000,37.557
mdv,2001,37.442
mdv,2002,37.318
mdv,2003,37.194
mdv,2004,37.08
mdv,2005,36.979
mdv,2006,36.887
mdv,2007,36.798
mdv,2008,36.697
mdv,2009,36.566
mdv,2010,36.923
mdv,2011,37.2
mdv,2012,37.469
mdv,2013,37.737
mdv,2014,38.011
mdv,2015,38.299
mdv,2016,38.591
mdv,2017,38.046
mdv,2018,36.852
mdv,2019,35.333
mdv,2020,33.852
mdv,2021,34.326
mex,1990,33.302
mex,1991,33.671
mex,1992,34.651
mex,1993,35.646
mex,1994,36.611
mex,1995,37.599
mex,1996,37.49
mex,1997,39.352
mex,1998,39.191
mex,1999,38.198
mex,2000,38.639
mex,2001,37.722
mex,2002,37.889
mex,2003,38.557
mex,2004,39.693
mex,2005,40.565
mex,2006,41.742
mex,2007,42.068
mex,2008,41.965
mex,2009,42.548
mex,2010,42.332
mex,2011,42.685
mex,2012,43.667
mex,2013,43.701
mex,2014,42.89
mex,2015,43.2
mex,2016,43.236
mex,2017,42.759
mex,2018,43.294
mex,2019,44.543
mex,2020,40.804
mex,2021,43.809
mkd,1990,45.473
mkd,1991,45.766
mkd,1992,45.208
mkd,1993,44.65
mkd,1994,44.092
mkd,1995,43.533
mkd,1996,42.974
mkd,1997,41.124
mkd,1998,40.986
mkd,1999,40.851
mkd,2000,41.622
mkd,2001,41.591
mkd,2002,41.562
mkd,2003,43.465
mkd,2004,43.447
mkd,2005,43.429
mkd,2006,41.947
mkd,2007,43.016
mkd,2008,42.75
mkd,2009,42.637
mkd,2010,42.936
mkd,2011,43.531
mkd,2012,43.061
mkd,2013,44.518
mkd,2014,44.009
mkd,2015,43.472
mkd,2016,42.324
mkd,2017,42.73
mkd,2018,43.045
mkd,2019,44.944
mkd,2020,41.817
mkd,2021,42.397
mli,1990,60.855
mli,1991,60.834
mli,1992,60.82
mli,1993,60.815
mli,1994,60.82
mli,1995,60.838
mli,1996,60.806
mli,1997,60.798
mli,1998,60.804
mli,1999,60.811
mli,2000,60.813
mli,2001,60.782
mli,2002,60.752
mli,2003,60.725
mli,2004,60.701
mli,2005,60.681
mli,2006,60.616
mli,2007,60.564
mli,2008,60.525
mli,2009,60.495
mli,2010,60.476
mli,2011,60.416
mli,2012,60.378
mli,2013,60.357
mli,2014,60.35
mli,2015,61.401
mli,2016,59.751
mli,2017,58.084
mli,2018,58.122
mli,2019,58.175
mli,2020,57.615
mli,2021,57.678
mlt,1990,26.311
mlt,1991,26.412
mlt,1992,26.848
mlt,1993,27.326
mlt,1994,27.492
mlt,1995,27.613
mlt,1996,28.124
mlt,1997,28.673
mlt,1998,28.851
mlt,1999,29.323
mlt,2000,29.697
mlt,2001,29.503
mlt,2002,30.876
mlt,2003,30.738
mlt,2004,28.488
mlt,2005,30.327
mlt,2006,30.504
mlt,2007,32.409
mlt,2008,33.541
mlt,2009,34.084
mlt,2010,34.836
mlt,2011,36.095
mlt,2012,39.121
mlt,2013,41.232
mlt,2014,42.88
mlt,2015,43.611
mlt,2016,45.297
mlt,2017,46.935
mlt,2018,49.779
mlt,2019,51.555
mlt,2020,53.223
mlt,2021,53.084
mmr,1990,64.55
mmr,1991,64.748
mmr,1992,63.962
mmr,1993,63.508
mmr,1994,62.934
mmr,1995,62.421
mmr,1996,61.969
mmr,1997,61.597
mmr,1998,61.213
mmr,1999,60.427
mmr,2000,59.452
mmr,2001,58.679
mmr,2002,57.88
mmr,2003,56.992
mmr,2004,56.161
mmr,2005,55.372
mmr,2006,54.652
mmr,2007,54.028
mmr,2008,53.525
mmr,2009,53.035
mmr,2010,52.616
mmr,2011,52.391
mmr,2012,52.1
mmr,2013,51.779
mmr,2014,51.488
mmr,2015,51.247
mmr,2016,49.286
mmr,2017,47.327
mmr,2018,48.067
mmr,2019,45.631
mmr,2020,43.062
mmr,2021,40.987
mne,1990,42.945
mne,1991,43.143
mne,1992,43.245
mne,1993,43.269
mne,1994,43.146
mne,1995,42.991
mne,1996,42.865
mne,1997,42.783
mne,1998,42.639
mne,1999,42.941
mne,2000,42.843
mne,2001,42.828
mne,2002,42.79
mne,2003,42.735
mne,2004,42.624
mne,2005,42.525
mne,2006,42.343
mne,2007,42.223
mne,2008,42.121
mne,2009,42.202
mne,2010,42.159
mne,2011,42.114
mne,2012,43.494
mne,2013,43.687
mne,2014,46.233
mne,2015,47.645
mne,2016,47.584
mne,2017,47.463
mne,2018,48.102
mne,2019,49.924
mne,2020,46.414
mne,2021,47.817
mng,1990,56.043
mng,1991,56.397
mng,1992,56.798
mng,1993,56.958
mng,1994,56.902
mng,1995,56.687
mng,1996,56.628
mng,1997,56.509
mng,1998,56.411
mng,1999,56.326
mng,2000,56.311
mng,2001,56.241
mng,2002,56.121
mng,2003,55.941
mng,2004,55.859
mng,2005,55.777
mng,2006,55.695
mng,2007,55.612
mng,2008,53.982
mng,2009,53.723
mng,2010,54.181
mng,2011,54.923
mng,2012,54.383
mng,2013,53.842
mng,2014,54.386
mng,2015,53.904
mng,2016,52.851
mng,2017,53.887
mng,2018,51.936
mng,2019,53.245
mng,2020,51.522
mng,2021,51.495
moz,1990,86.45
moz,1991,86.604
moz,1992,86.735
moz,1993,86.84
moz,1994,86.926
moz,1995,87.005
moz,1996,86.972
moz,1997,86.958
moz,1998,87.099
moz,1999,87.241
moz,2000,87.384
moz,2001,87.527
moz,2002,87.67
moz,2003,87.812
moz,2004,87.158
moz,2005,86.479
moz,2006,85.772
moz,2007,85.037
moz,2008,84.275
moz,2009,83.485
moz,2010,82.666
moz,2011,81.818
moz,2012,80.941
moz,2013,80.035
moz,2014,79.099
moz,2015,78.132
moz,2016,78.181
moz,2017,78.242
moz,2018,78.313
moz,2019,78.388
moz,2020,77.643
moz,2021,77.657
mrt,1990,29.4
mrt,1991,29.416
mrt,1992,29.449
mrt,1993,29.495
mrt,1994,29.543
mrt,1995,29.591
mrt,1996,29.62
mrt,1997,29.645
mrt,1998,29.674
mrt,1999,29.711
mrt,2000,29.759
mrt,2001,29.588
mrt,2002,29.422
mrt,2003,29.26
mrt,2004,29.102
mrt,2005,28.948
mrt,2006,28.798
mrt,2007,28.651
mrt,2008,28.509
mrt,2009,28.37
mrt,2010,28.235
mrt,2011,28.105
mrt,2012,27.979
mrt,2013,27.936
mrt,2014,27.893
mrt,2015,27.851
mrt,2016,27.81
mrt,2017,27.769
mrt,2018,27.817
mrt,2019,27.87
mrt,2020,27.416
mrt,2021,27.396
mus,1990,38.387
mus,1991,38.529
mus,1992,38.577
mus,1993,38.607
mus,1994,38.671
mus,1995,38.773
mus,1996,38.74
mus,1997,38.696
mus,1998,38.644
mus,1999,38.587
mus,2000,38.531
mus,2001,38.069
mus,2002,37.622
mus,2003,38.603
mus,2004,39.592
mus,2005,41.03
mus,2006,41.036
mus,2007,39.995
mus,2008,40.851
mus,2009,41.285
mus,2010,42.759
mus,2011,41.774
mus,2012,42.116
mus,2013,43.998
mus,2014,44.227
mus,2015,45.364
mus,2016,44.354
mus,2017,44.599
mus,2018,44.443
mus,2019,45.217
mus,2020,43.137
mus,2021,43.404
mwi,1990,75.714
mwi,1991,75.658
mwi,1992,75.646
mwi,1993,75.661
mwi,1994,75.67
mwi,1995,75.65
mwi,1996,75.587
mwi,1997,75.519
mwi,1998,75.452
mwi,1999,75.259
mwi,2000,75.068
mwi,2001,74.878
mwi,2002,74.689
mwi,2003,74.502
mwi,2004,74.316
mwi,2005,74.132
mwi,2006,73.947
mwi,2007,73.764
mwi,2008,73.581
mwi,2009,73.399
mwi,2010,73.217
mwi,2011,73.036
mwi,2012,72.855
mwi,2013,72.675
mwi,2014,72.759
mwi,2015,72.847
mwi,2016,72.957
mwi,2017,73.064
mwi,2018,73.174
mwi,2019,73.298
mwi,2020,70.81
mwi,2021,71.559
mys,1990,45.443
mys,1991,45.392
mys,1992,46.207
mys,1993,46.603
mys,1994,45.963
mys,1995,45.316
mys,1996,46.373
mys,1997,45.863
mys,1998,44.962
mys,1999,44.885
mys,2000,45.411
mys,2001,45.257
mys,2002,44.815
mys,2003,45.374
mys,2004,44.721
mys,2005,43.911
mys,2006,43.995
mys,2007,43.74
mys,2008,43.089
mys,2009,43.658
mys,2010,43.495
mys,2011,45.005
mys,2012,46.524
mys,2013,49.204
mys,2014,50.128
mys,2015,50.467
mys,2016,50.623
mys,2017,50.958
mys,2018,51.373
mys,2019,51.74
mys,2020,51.474
mys,2021,51.188
nam,1990,47.776
nam,1991,47.82
nam,1992,47.878
nam,1993,47.948
nam,1994,48.026
nam,1995,47.665
nam,1996,47.308
nam,1997,46.951
nam,1998,47.07
nam,1999,47.189
nam,2000,47.308
nam,2001,47.79
nam,2002,48.273
nam,2003,48.755
nam,2004,49.238
nam,2005,49.721
nam,2006,50.203
nam,2007,50.686
nam,2008,51.169
nam,2009,51.652
nam,2010,52.135
nam,2011,52.619
nam,2012,53.103
nam,2013,58.581
nam,2014,57.221
nam,2015,56.374
nam,2016,55.527
nam,2017,55.467
nam,2018,55.419
nam,2019,55.419
nam,2020,54.318
nam,2021,54.532
ncl,1990,60.96
ncl,1991,61.075
ncl,1992,60.993
ncl,1993,60.906
ncl,1994,60.908
ncl,1995,61.054
ncl,1996,60.976
ncl,1997,60.972
ncl,1998,60.755
ncl,1999,60.716
ncl,2000,60.728
ncl,2001,60.73
ncl,2002,60.757
ncl,2003,60.879
ncl,2004,60.971
ncl,2005,61.053
ncl,2006,61.226
ncl,2007,61.343
ncl,2008,61.303
ncl,2009,61.341
ncl,2010,60.854
ncl,2011,60.366
ncl,2012,59.877
ncl,2013,59.39
ncl,2014,58.903
ncl,2015,58.87
ncl,2016,58.911
ncl,2017,58.937
ncl,2018,58.965
ncl,2019,58.99
ncl,2020,57.238
ncl,2021,57.435
ner,1990,69.503
ner,1991,69.477
ner,1992,69.458
ner,1993,69.445
ner,1994,69.44
ner,1995,69.444
ner,1996,69.393
ner,1997,69.36
ner,1998,69.337
ner,1999,69.318
ner,2000,69.298
ner,2001,69.232
ner,2002,69.178
ner,2003,69.132
ner,2004,69.091
ner,2005,69.057
ner,2006,68.997
ner,2007,68.948
ner,2008,68.907
ner,2009,68.875
ner,2010,68.85
ner,2011,68.812
ner,2012,66.694
ner,2013,64.529
ner,2014,62.332
ner,2015,62.33
ner,2016,62.32
ner,2017,62.319
ner,2018,62.326
ner,2019,62.339
ner,2020,61.738
ner,2021,61.73
nga,1990,56.391
nga,1991,56.408
nga,1992,56.454
nga,1993,56.524
nga,1994,56.612
nga,1995,56.713
nga,1996,56.745
nga,1997,56.797
nga,1998,56.861
nga,1999,56.928
nga,2000,56.993
nga,2001,56.974
nga,2002,56.965
nga,2003,56.96
nga,2004,56.958
nga,2005,56.956
nga,2006,56.896
nga,2007,56.854
nga,2008,56.823
nga,2009,56.8
nga,2010,56.784
nga,2011,56.742
nga,2012,54.186
nga,2013,51.608
nga,2014,51.189
nga,2015,50.77
nga,2016,50.352
nga,2017,49.934
nga,2018,49.516
nga,2019,49.098
nga,2020,47.593
nga,2021,47.93
nic,1990,39.2
nic,1991,39.115
nic,1992,37.63
nic,1993,36.161
nic,1994,34.711
nic,1995,33.283
nic,1996,33.601
nic,1997,33.881
nic,1998,34.17
nic,1999,34.997
nic,2000,35.832
nic,2001,36.672
nic,2002,37.518
nic,2003,38.371
nic,2004,39.229
nic,2005,40.093
nic,2006,40.957
nic,2007,41.827
nic,2008,42.7
nic,2009,43.575
nic,2010,44.45
nic,2011,45.325
nic,2012,46.199
nic,2013,47.073
nic,2014,47.948
nic,2015,48.357
nic,2016,48.733
nic,2017,49.086
nic,2018,48.646
nic,2019,48.206
nic,2020,46.43
nic,2021,46.803
nld,1990,43.895
nld,1991,44.812
nld,1992,46.117
nld,1993,46.587
nld,1994,47.723
nld,1995,48.33
nld,1996,49.321
nld,1997,50.67
nld,1998,51.499
nld,1999,53.077
nld,2000,54.166
nld,2001,55.125
nld,2002,55.907
nld,2003,56.498
nld,2004,56.952
nld,2005,55.629
nld,2006,56.142
nld,2007,57.395
nld,2008,58.339
nld,2009,58.787
nld,2010,58.698
nld,2011,58.756
nld,2012,59.283
nld,2013,59.241
nld,2014,58.447
nld,2015,58.787
nld,2016,58.671
nld,2017,58.785
nld,2018,59.086
nld,2019,59.8
nld,2020,59.874
nld,2021,62.444
nor,1990,55.099
nor,1991,55.086
nor,1992,54.893
nor,1993,54.984
nor,1994,55.507
nor,1995,57.171
nor,1996,58.425
nor,1997,59.805
nor,1998,61.145
nor,1999,61.105
nor,2000,61.23
nor,2001,61.498
nor,2002,62.355
nor,2003,60.976
nor,2004,61.168
nor,2005,60.711
nor,2006,61.036
nor,2007,62.084
nor,2008,63.243
nor,2009,62.611
nor,2010,61.779
nor,2011,61.639
nor,2012,61.602
nor,2013,61.56
nor,2014,62.87
nor,2015,62.29
nor,2016,62.103
nor,2017,61.482
nor,2018,61.805
nor,2019,62.16
nor,2020,62.041
nor,2021,60.294
npl,1990,81.258
npl,1991,81.317
npl,1992,81.404
npl,1993,81.512
npl,1994,81.637
npl,1995,81.771
npl,1996,81.745
npl,1997,81.737
npl,1998,81.75
npl,1999,81.794
npl,2000,81.554
npl,2001,81.295
npl,2002,81.032
npl,2003,80.765
npl,2004,80.495
npl,2005,80.224
npl,2006,79.945
npl,2007,79.663
npl,2008,79.384
npl,2009,79.497
npl,2010,79.664
npl,2011,79.915
npl,2012,80.293
npl,2013,80.746
npl,2014,81.19
npl,2015,81.573
npl,2016,81.965
npl,2017,82.243
npl,2018,82.415
npl,2019,82.493
npl,2020,75.698
npl,2021,78.691
nzl,1990,53.941
nzl,1991,54.264
nzl,1992,54.002
nzl,1993,53.911
nzl,1994,55.046
nzl,1995,55.812
nzl,1996,57.175
nzl,1997,57.081
nzl,1998,56.976
nzl,1999,57.273
nzl,2000,57.415
nzl,2001,58.269
nzl,2002,58.987
nzl,2003,59.306
nzl,2004,59.786
nzl,2005,60.784
nzl,2006,61.289
nzl,2007,61.659
nzl,2008,61.923
nzl,2009,61.825
nzl,2010,61.565
nzl,2011,61.978
nzl,2012,62.05
nzl,2013,62.427
nzl,2014,63.373
nzl,2015,63.416
nzl,2016,64.665
nzl,2017,65.565
nzl,2018,65.794
nzl,2019,65.873
nzl,2020,65.251
nzl,2021,65.075
omn,1990,21.781
omn,1991,21.732
omn,1992,21.637
omn,1993,21.688
omn,1994,21.886
omn,1995,22.098
omn,1996,22.322
