geo,time,ip_jrn_artc_sc
arg,2015,8370.01
arg,2016,8593.36
arg,2017,8704.3
arg,2018,8811.13
arm,2000,346.29
arm,2001,305.85
arm,2002,315.85
arm,2003,317.38
arm,2004,343.09
arm,2005,388.1
arm,2006,349.34
arm,2007,391.91
arm,2008,374.22
arm,2009,433.78
arm,2010,487.46
arm,2011,586.85
arm,2012,548.17
arm,2013,539.92
arm,2014,544.54
arm,2015,531.24
arm,2016,530.82
arm,2017,511.24
arm,2018,521.33
atg,2000,0.25
atg,2001,1
atg,2002,2.08
atg,2003,1.83
atg,2004,0.67
atg,2005,1.79
atg,2006,1.58
atg,2007,5.25
atg,2008,5.29
atg,2009,3.78
atg,2010,2.19
atg,2011,0.85
atg,2012,2.08
atg,2013,2.72
atg,2014,1.95
atg,2015,3.3
atg,2016,7.64
atg,2017,5.2
atg,2018,5.63
aus,2000,23275.99
aus,2001,23618.28
aus,2002,24160.35
aus,2003,25337.6
aus,2004,27411.6
aus,2005,31348.58
aus,2006,33487.61
aus,2007,36024.47
aus,2008,37173.55
aus,2009,39121.67
aus,2010,41687.77
aus,2011,45026.57
aus,2012,46511.75
aus,2013,50340.27
aus,2014,52666.28
aus,2015,52945.01
aus,2016,53781.62
aus,2017,53428.79
aus,2018,53610.22
aut,2000,6577.35
aut,2001,7034.68
aut,2002,7475.58
aut,2003,7823.88
aut,2004,8080.18
aut,2005,8908.29
aut,2006,9109.26
aut,2007,9902.9
aut,2008,10329.47
aut,2009,10893.44
aut,2010,11108.33
aut,2011,11767.52
aut,2012,12201.72
aut,2013,12404.51
aut,2014,12660.94
aut,2015,12911.21
aut,2016,12792.84
aut,2017,12850.61
aut,2018,12362.28
aze,2000,154.76
aze,2001,159.12
aze,2002,245.05
aze,2003,273.2
aze,2004,350.2
aze,2005,348.53
aze,2006,279.11
aze,2007,414.86
aze,2008,477.39
aze,2009,624.91
aze,2010,595.22
aze,2011,638.11
aze,2012,679.27
aze,2013,470.64
aze,2014,395.23
aze,2015,451.68
aze,2016,593.56
aze,2017,736.71
aze,2018,761.43
bdi,2000,1.65
bdi,2001,3.58
bdi,2002,0.93
bdi,2003,4.42
bdi,2004,5.02
bdi,2005,3.8
bdi,2006,5.63
bdi,2007,4.48
bdi,2008,2.54
bdi,2009,3.33
bdi,2010,12.57
bdi,2011,9.52
bdi,2012,10.65
bdi,2013,14.78
bdi,2014,14.16
bdi,2015,13.44
bdi,2016,13.72
bdi,2017,13.19
bdi,2018,21.12
bel,2000,9723.01
bel,2001,10101.71
bel,2002,10402.85
bel,2003,10918.31
bel,2004,11585.74
bel,2005,12776.16
bel,2006,13023.65
bel,2007,13798.7
bel,2008,14434.37
bel,2009,14951.67
bel,2010,15211.5
bel,2011,15806.72
bel,2012,16548.11
bel,2013,16779.18
bel,2014,17143.34
bel,2015,16724.04
bel,2016,16763.94
bel,2017,16278.27
bel,2018,15688.13
ben,2000,43.48
ben,2001,42.37
ben,2002,44.73
ben,2003,45.92
ben,2004,60.84
ben,2005,58.94
ben,2006,76.79
ben,2007,93.03
ben,2008,93.93
ben,2009,121.83
ben,2010,103.47
ben,2011,132
ben,2012,143.66
ben,2013,184
ben,2014,183.15
ben,2015,187.97
ben,2016,175.83
ben,2017,209.42
ben,2018,227.74
bfa,2000,48.02
bfa,2001,64
bfa,2002,71.81
bfa,2003,75.29
bfa,2004,70.82
bfa,2005,70.27
bfa,2006,103.33
bfa,2007,111.78
bfa,2008,120.27
bfa,2009,132.09
bfa,2010,128.12
bfa,2011,155.77
bfa,2012,206.78
bfa,2013,176.43
bfa,2014,196.18
bfa,2015,229.5
bfa,2016,220.41
bfa,2017,216.88
bfa,2018,251.99
bgd,2000,440.02
bgd,2001,438.31
bgd,2002,433.09
bgd,2003,577.19
bgd,2004,536.54
bgd,2005,600.36
bgd,2006,709.05
bgd,2007,992.89
bgd,2008,1113.74
bgd,2009,1220.94
bgd,2010,1480.48
bgd,2011,1467.45
bgd,2012,1990.1
bgd,2013,1926.67
bgd,2014,2336.1
bgd,2015,2240.17
bgd,2016,2645.7
bgd,2017,2990.72
bgd,2018,3135.08
bgr,2000,1652.95
bgr,2001,1646.64
bgr,2002,1688.02
bgr,2003,1699.24
bgr,2004,1831.44
bgr,2005,2000.45
bgr,2006,1904.57
bgr,2007,2451.79
bgr,2008,2336.22
bgr,2009,2689.9
bgr,2010,2627.76
bgr,2011,2475.9
bgr,2012,2656.48
bgr,2013,2685.04
bgr,2014,2676.19
bgr,2015,2558.33
bgr,2016,2557.01
bgr,2017,2808.03
bgr,2018,3311.27
bhr,2000,82.53
bhr,2001,82.76
bhr,2002,67.33
bhr,2003,130.15
bhr,2004,139.96
bhr,2005,161.53
bhr,2006,180.92
bhr,2007,172.91
bhr,2008,156.31
bhr,2009,189.88
bhr,2010,211.5
bhr,2011,179.46
bhr,2012,160.77
bhr,2013,241.31
bhr,2014,213.26
bhr,2015,180.26
bhr,2016,220.98
bhr,2017,259.34
bhr,2018,321.51
bhs,2000,1.7
bhs,2001,5.19
bhs,2002,4.13
bhs,2003,3.66
bhs,2004,3.03
bhs,2005,7.37
bhs,2006,6.12
bhs,2007,11.14
bhs,2008,6.05
bhs,2009,9.83
bhs,2010,9.2
bhs,2011,10.77
bhs,2012,8.01
bhs,2013,18.89
bhs,2014,15.56
bhs,2015,12.77
bhs,2016,12.91
bhs,2017,20.4
bhs,2018,19.77
bih,2000,74.59
bih,2001,66.14
bih,2002,108.91
bih,2003,151.74
bih,2004,199.34
bih,2005,250.03
bih,2006,285.9
bih,2007,312.53
bih,2008,396.82
bih,2009,443.34
bih,2010,482.17
bih,2011,539.74
bih,2012,540.99
bih,2013,486
bih,2014,482.98
bih,2015,568.22
bih,2016,568.38
bih,2017,724.8
bih,2018,703.79
blr,2000,1170.05
blr,2001,1260.38
blr,2002,1264.88
blr,2003,1233.93
blr,2004,1225.92
blr,2005,1302.2
blr,2006,1163.43
blr,2007,1300.93
blr,2008,1048.25
blr,2009,1167.91
blr,2010,1061.94
blr,2011,1097.17
blr,2012,1032.04
blr,2013,1099.19
blr,2014,1056.66
blr,2015,976.31
blr,2016,1008.55
blr,2017,1064.9
blr,2018,1179.81
blz,2000,0.62
blz,2001,2
blz,2002,1.91
blz,2003,4.76
blz,2004,4.92
blz,2005,5.83
blz,2006,4.83
blz,2007,2.23
blz,2008,3.64
blz,2009,8.33
blz,2010,10.71
blz,2011,3.26
blz,2012,8.28
blz,2013,8.56
blz,2014,5.16
blz,2015,7.64
blz,2016,5.88
blz,2017,11.38
blz,2018,9.11
bol,2000,38.82
bol,2001,41.44
bol,2002,44.75
bol,2003,50.3
bol,2004,44.6
bol,2005,62.85
bol,2006,68.47
bol,2007,85.28
bol,2008,94.35
bol,2009,85.34
bol,2010,77.09
bol,2011,84.29
bol,2012,85.78
bol,2013,89.9
bol,2014,91.35
bol,2015,86.82
bol,2016,92.4
bol,2017,88.05
bol,2018,102.8
bra,2000,12783.45
bra,2001,13944.64
bra,2002,16148.98
bra,2003,17585.44
bra,2004,19814.08
bra,2005,22304.02
bra,2006,28348.73
bra,2007,31059.14
bra,2008,35489.96
bra,2009,38551.09
bra,2010,41666.17
bra,2011,44353.74
bra,2012,48282.01
bra,2013,50497.9
bra,2014,52632.41
bra,2015,53064.56
bra,2016,55181.31
bra,2017,58022.38
bra,2018,60147.96
brb,2000,27.96
brb,2001,44.08
brb,2002,37.34
brb,2003,42.28
brb,2004,54.09
brb,2005,37.07
brb,2006,49.29
brb,2007,49.82
brb,2008,43.14
brb,2009,37.63
brb,2010,29.34
brb,2011,35.53
brb,2012,48.49
brb,2013,40.58
brb,2014,47.55
brb,2015,54.96
brb,2016,53.46
brb,2017,48.84
brb,2018,37.97
brn,2000,37.73
brn,2001,31.33
brn,2002,24.1
brn,2003,37.66
brn,2004,36.62
brn,2005,34.14
brn,2006,40.16
brn,2007,43.07
brn,2008,51.82
brn,2009,49.64
brn,2010,57.16
brn,2011,79.35
brn,2012,113.35
brn,2013,122.8
brn,2014,190.14
brn,2015,177.77
brn,2016,230.04
brn,2017,214.24
brn,2018,293.91
btn,2000,1.08
btn,2001,1
btn,2002,6.23
btn,2003,3.66
btn,2004,9.36
btn,2005,5.98
btn,2006,17.38
btn,2007,8.58
btn,2008,6.64
btn,2009,11.55
btn,2010,17.79
btn,2011,17.75
btn,2012,17.22
btn,2013,28.8
btn,2014,28.36
btn,2015,25.18
btn,2016,42.02
btn,2017,44.3
btn,2018,52.64
bwa,2000,109.79
bwa,2001,98.82
bwa,2002,117.17
bwa,2003,124.59
bwa,2004,131.92
bwa,2005,119.19
bwa,2006,186.28
bwa,2007,149.26
bwa,2008,160.63
bwa,2009,162.66
bwa,2010,160.99
bwa,2011,163.72
bwa,2012,157.49
bwa,2013,171.81
bwa,2014,207.35
bwa,2015,160.83
bwa,2016,252.46
bwa,2017,234.51
bwa,2018,280.57
caf,2000,6.13
caf,2001,6.87
caf,2002,3.72
caf,2003,10.41
caf,2004,10.4
caf,2005,8.56
caf,2006,13.41
caf,2007,8.5
caf,2008,10.14
caf,2009,11.05
caf,2010,14.35
caf,2011,15.16
caf,2012,10.58
caf,2013,12.59
caf,2014,18.23
caf,2015,13.65
caf,2016,27.88
caf,2017,18.96
caf,2018,20.47
can,2000,33854.39
can,2001,33374.29
can,2002,36153.2
can,2003,38040.42
can,2004,41974.14
can,2005,47256.69
can,2006,49158.88
can,2007,52152.72
can,2008,53295.51
can,2009,55378.23
can,2010,56294.52
can,2011,57594.93
can,2012,59607.51
can,2013,59902.46
can,2014,60774.68
can,2015,60533.24
can,2016,60045
can,2017,60214.84
can,2018,59967.79
che,2000,12581.18
che,2001,12241.1
che,2002,12412.04
che,2003,13077.35
che,2004,14116.55
che,2005,15424.76
che,2006,16402.79
che,2007,16914.5
che,2008,17372.8
che,2009,17985.74
che,2010,18749.79
che,2011,19841.32
che,2012,21002.95
che,2013,21596.49
che,2014,22142.67
che,2015,21866.6
che,2016,21952.33
che,2017,22420.65
che,2018,21378.56
chl,2000,1557.36
chl,2001,1633.56
chl,2002,2069.52
chl,2003,2090.21
chl,2004,2239.69
chl,2005,2512.22
chl,2006,3112.32
chl,2007,3265.02
chl,2008,3734.74
chl,2009,3979.09
chl,2010,4111.13
chl,2011,4475.84
chl,2012,4967.15
chl,2013,5038.61
chl,2014,5806.96
chl,2015,6037.51
chl,2016,6639.23
chl,2017,6791.32
chl,2018,7121.74
chn,2000,53064.35
chn,2001,70439.37
chn,2002,74015.97
chn,2003,86912
chn,2004,120362.55
chn,2005,165335.65
chn,2006,189949.47
chn,2007,215206.94
chn,2008,249048.56
chn,2009,286371.91
chn,2010,312516.81
chn,2011,326770.84
chn,2012,329015.38
chn,2013,359274.07
chn,2014,390396.24
chn,2015,407974.61
chn,2016,438348.74
chn,2017,473438.51
chn,2018,528263.25
civ,2000,76.76
civ,2001,80.14
civ,2002,78.97
civ,2003,97.54
civ,2004,106.3
civ,2005,100.74
civ,2006,98.53
civ,2007,120.02
civ,2008,165.07
civ,2009,154.33
civ,2010,156.65
civ,2011,182.65
civ,2012,187.37
civ,2013,164.72
civ,2014,180.4
civ,2015,191.85
civ,2016,170.87
civ,2017,197.66
civ,2018,248.14
cmr,2000,120.57
cmr,2001,151.21
cmr,2002,190.66
cmr,2003,207.96
cmr,2004,213.07
cmr,2005,280.31
cmr,2006,318.16
cmr,2007,337.68
cmr,2008,329.97
cmr,2009,359.38
cmr,2010,374.53
cmr,2011,428.84
cmr,2012,438.28
cmr,2013,523.78
cmr,2014,604.56
cmr,2015,638.47
cmr,2016,699.72
cmr,2017,800.58
cmr,2018,875.62
cod,2000,13.01
cod,2001,8.88
cod,2002,10.52
cod,2003,15.24
cod,2004,13.74
cod,2005,23.05
cod,2006,24.69
cod,2007,32.41
cod,2008,39.47
cod,2009,44.55
cod,2010,52.24
cod,2011,45.5
cod,2012,71.43
cod,2013,80.77
cod,2014,119.87
cod,2015,124.13
cod,2016,109.19
cod,2017,135.94
cod,2018,148.72
cog,2000,17.35
cog,2001,16.34
cog,2002,23.93
cog,2003,33.59
cog,2004,39.1
cog,2005,45.12
cog,2006,45.94
cog,2007,47.06
cog,2008,50.11
cog,2009,42.44
cog,2010,48.06
cog,2011,51.43
cog,2012,57.59
cog,2013,58.48
cog,2014,76.12
cog,2015,69.35
cog,2016,79.25
cog,2017,74.33
cog,2018,66.68
col,2000,534.68
col,2001,538.62
col,2002,680.56
col,2003,715.79
col,2004,842.07
col,2005,975.42
col,2006,1401.91
col,2007,1587.54
col,2008,2374.14
col,2009,2716.76
col,2010,3168.15
col,2011,3541.21
col,2012,4124.71
col,2013,4589.7
col,2014,5173.66
col,2015,5409.93
col,2016,6292.29
col,2017,6681.57
col,2018,7195.02
com,2000,0.98
com,2001,0.2
com,2002,0.2
com,2003,0.33
com,2004,1.17
com,2005,2.4
com,2006,1.17
com,2007,3.59
com,2008,0.74
com,2009,0.76
com,2010,2.15
com,2011,3.95
com,2012,1.2
com,2013,13.93
com,2014,1.51
com,2015,2.49
com,2016,4.84
com,2017,3.84
com,2018,3.28
cpv,2000,0.25
cpv,2001,0.67
cpv,2002,0.17
cpv,2003,2.39
cpv,2004,1.63
cpv,2005,0.37
cpv,2006,4.14
cpv,2007,2.67
cpv,2008,2.47
cpv,2009,5.04
cpv,2010,3.55
cpv,2011,2.7
cpv,2012,4.22
cpv,2013,7.69
cpv,2014,8.99
cpv,2015,10.55
cpv,2016,8.14
cpv,2017,14.98
cpv,2018,8.69
cri,2000,123.27
cri,2001,167.74
cri,2002,163.6
cri,2003,152.41
cri,2004,218.35
cri,2005,219.89
cri,2006,220.2
cri,2007,227.19
cri,2008,248.56
cri,2009,252.12
cri,2010,261.15
cri,2011,265.66
cri,2012,310.97
cri,2013,276.98
cri,2014,363.67
cri,2015,361.64
cri,2016,388.92
cri,2017,496.72
cri,2018,507.41
cub,2000,947.6
cub,2001,994.67
cub,2002,953.09
cub,2003,782.43
cub,2004,781.51
cub,2005,960.75
cub,2006,1199.4
cub,2007,1102.09
cub,2008,1164.23
cub,2009,1418.65
cub,2010,1293.15
cub,2011,1515.26
cub,2012,1521.79
cub,2013,1577.61
cub,2014,1467.78
cub,2015,1324.8
cub,2016,1125.62
cub,2017,1117.6
cub,2018,968.74
cyp,2000,153.51
cyp,2001,130.78
cyp,2002,191.59
cyp,2003,171.76
cyp,2004,243.78
cyp,2005,309.17
cyp,2006,345.94
cyp,2007,417.12
cyp,2008,502.69
cyp,2009,649.97
cyp,2010,705.92
cyp,2011,758.88
cyp,2012,799.38
cyp,2013,963.42
cyp,2014,915.53
cyp,2015,935.15
cyp,2016,1059.28
cyp,2017,1193.38
cyp,2018,1245.42
cze,2000,5372.85
cze,2001,5773.84
cze,2002,6098.53
cze,2003,6418.06
cze,2004,7025.08
cze,2005,7871.5
cze,2006,8765.33
cze,2007,9939.57
cze,2008,10604.28
cze,2009,11093.78
cze,2010,12562.6
cze,2011,13396.16
cze,2012,13812.95
cze,2013,14044.66
cze,2014,15432.41
cze,2015,16700.33
cze,2016,16604.51
cze,2017,16782.25
cze,2018,15576.6
deu,2000,69002.63
deu,2001,70648.69
deu,2002,71545.71
deu,2003,72368.78
deu,2004,75429.31
deu,2005,83968.28
deu,2006,85233.18
deu,2007,89413.66
deu,2008,91903.9
deu,2009,95453.2
deu,2010,97252.08
deu,2011,100768.62
deu,2012,105433.18
deu,2013,105730.82
deu,2014,108473.69
deu,2015,106452.92
deu,2016,108295.59
deu,2017,107803.17
deu,2018,104396.12
dji,2000,2
dji,2001,0.64
dji,2002,1.28
dji,2003,1.33
dji,2004,1.88
dji,2005,3.71
dji,2006,2.71
dji,2007,2.28
dji,2008,2.82
dji,2009,8.12
dji,2010,6.87
dji,2011,4.24
dji,2012,7.42
dji,2013,6.84
dji,2014,7.51
dji,2015,5.71
dji,2016,4.19
dji,2017,5.13
dji,2018,6.16
dma,2000,0
dma,2001,4.19
dma,2002,2
dma,2003,4.58
dma,2004,2.16
dma,2005,5.27
dma,2006,4.13
dma,2007,3.44
dma,2008,5.22
dma,2009,4.47
dma,2010,8.53
dma,2011,6.94
dma,2012,11.84
dma,2013,11.58
dma,2014,10.13
dma,2015,10.87
dma,2016,11.8
dma,2017,12.5
dma,2018,12.6
dnk,2000,7160.46
dnk,2001,7164.41
dnk,2002,7217.39
dnk,2003,7478.49
dnk,2004,7867.99
dnk,2005,8381.74
dnk,2006,8590.46
dnk,2007,9007.63
dnk,2008,9245.54
dnk,2009,9760.09
dnk,2010,10285.53
dnk,2011,11405.13
dnk,2012,12390.58
dnk,2013,12899.7
dnk,2014,14145.01
dnk,2015,14214.95
dnk,2016,14160.25
dnk,2017,14345.19
dnk,2018,13978.8
dom,2000,13.3
dom,2001,7.94
dom,2002,7.46
dom,2003,12.53
dom,2004,13.74
dom,2005,12.88
dom,2006,17.1
dom,2007,20.32
dom,2008,17.08
dom,2009,15.46
dom,2010,17.12
dom,2011,19.34
dom,2012,25.93
dom,2013,39.5
dom,2014,42.4
dom,2015,34.62
dom,2016,34.55
dom,2017,54.06
dom,2018,49.26
dza,2000,387.13
dza,2001,451.27
dza,2002,479.61
dza,2003,642.04
dza,2004,863.81
dza,2005,906.93
dza,2006,1269.9
dza,2007,1404.92
dza,2008,1747.56
dza,2009,2135.32
dza,2010,2140.5
dza,2011,2434.58
dza,2012,3062.32
dza,2013,3503.55
dza,2014,3630.37
dza,2015,4157.18
dza,2016,4527.57
dza,2017,5201.61
dza,2018,5231.44
ecu,2000,75.95
ecu,2001,61.41
ecu,2002,92.3
ecu,2003,96.31
ecu,2004,93.57
ecu,2005,131.86
ecu,2006,126.89
ecu,2007,142.56
ecu,2008,151.14
ecu,2009,181.71
ecu,2010,192.82
ecu,2011,170.21
ecu,2012,248.53
ecu,2013,265.36
ecu,2014,409.13
ecu,2015,668.72
ecu,2016,1162.24
ecu,2017,1604.01
ecu,2018,2142.19
egy,2000,2704.79
egy,2001,2982.45
egy,2002,3060.03
egy,2003,3414.29
egy,2004,3601.33
egy,2005,3622.85
egy,2006,4004.55
egy,2007,4547.63
egy,2008,4961.3
egy,2009,6131.85
egy,2010,6608.36
egy,2011,7332.48
egy,2012,8345.18
egy,2013,8615.9
egy,2014,9171.76
egy,2015,9820.47
egy,2016,11109.22
egy,2017,11392.95
egy,2018,13326.67
eri,2000,4.58
eri,2001,6.68
eri,2002,12.33
eri,2003,14.3
eri,2004,11.69
eri,2005,11.76
eri,2006,19.12
eri,2007,16.55
eri,2008,9.5
eri,2009,5.96
eri,2010,10.47
eri,2011,12.93
eri,2012,6.25
eri,2013,10.52
eri,2014,7.45
eri,2015,10.67
eri,2016,8.7
eri,2017,13.65
eri,2018,21.37
esp,2000,24974.54
esp,2001,26436.54
esp,2002,28163.47
esp,2003,29296.77
esp,2004,31810.04
esp,2005,35877.12
esp,2006,39379.36
esp,2007,42297.4
esp,2008,44191.24
esp,2009,47338.3
esp,2010,48988.91
esp,2011,52255.99
esp,2012,54627.9
esp,2013,54909.58
esp,2014,56559.76
esp,2015,55147.04
esp,2016,55514.33
esp,2017,55432.15
esp,2018,54536.59
est,2000,459.56
est,2001,520.4
est,2002,506.01
est,2003,566.38
est,2004,633.93
est,2005,712.32
est,2006,872.88
est,2007,1065.71
est,2008,1133.18
est,2009,1149.79
est,2010,1400.31
est,2011,1406.07
est,2012,1501.17
est,2013,1463.31
est,2014,1690.56
est,2015,1578.23
est,2016,1555.17
est,2017,1559
est,2018,1414.72
eth,2000,162.04
eth,2001,169.68
eth,2002,201.12
eth,2003,210.33
eth,2004,212.02
eth,2005,223.04
eth,2006,277.3
eth,2007,336.85
eth,2008,362.02
eth,2009,414.53
eth,2010,446.26
eth,2011,505.4
eth,2012,649.65
eth,2013,787.09
eth,2014,1026.77
eth,2015,1041.68
eth,2016,1172.08
eth,2017,1657.99
eth,2018,1994.44
fin,2000,7442.32
fin,2001,7774.78
fin,2002,7838.31
fin,2003,8015.51
fin,2004,8733.97
fin,2005,9159.19
fin,2006,9269.05
fin,2007,9448.99
fin,2008,9630.91
fin,2009,10002.57
fin,2010,10027.04
fin,2011,10307.81
fin,2012,10520.43
fin,2013,10849.07
fin,2014,11314.67
fin,2015,10942.46
fin,2016,11106.38
fin,2017,10768.81
fin,2018,10598.94
fji,2000,27.32
fji,2001,38.6
fji,2002,35.81
fji,2003,44.13
fji,2004,58.67
fji,2005,58.83
fji,2006,84.81
fji,2007,85.21
fji,2008,66.87
fji,2009,65.84
fji,2010,64.98
fji,2011,64.93
fji,2012,64.55
fji,2013,81.77
fji,2014,116.45
fji,2015,99.52
fji,2016,162.66
fji,2017,135.47
fji,2018,139.78
fra,2000,49691.91
fra,2001,50482.24
fra,2002,51160.55
fra,2003,52176.13
fra,2004,54779.77
fra,2005,59245.82
fra,2006,61833.74
fra,2007,63610.5
fra,2008,66459.77
fra,2009,68273.77
fra,2010,68745.84
fra,2011,70612.25
fra,2012,72628.77
fra,2013,73631.77
fra,2014,73299.07
fra,2015,71925.79
fra,2016,71028.47
fra,2017,70100.94
fra,2018,66352.18
fsm,2000,4.29
fsm,2001,1.08
fsm,2002,0
fsm,2003,2.26
fsm,2004,2.4
fsm,2005,7.96
fsm,2006,2
fsm,2007,8.38
fsm,2008,4.31
fsm,2009,3.04
fsm,2010,14.18
fsm,2011,4.94
fsm,2012,4.63
fsm,2013,5.85
fsm,2014,3.33
fsm,2015,6.75
fsm,2016,3.81
fsm,2017,6.58
fsm,2018,4.37
gab,2000,23.61
gab,2001,28.85
gab,2002,29.88
gab,2003,26.4
gab,2004,31.45
gab,2005,49.89
gab,2006,41.7
gab,2007,33.15
gab,2008,41.28
gab,2009,51.45
gab,2010,42.93
gab,2011,57.18
gab,2012,50.85
gab,2013,54.72
gab,2014,59.99
gab,2015,63.66
gab,2016,60.97
gab,2017,62.92
gab,2018,63.78
gbr,2000,77244.9
gbr,2001,73779.92
gbr,2002,74814.46
gbr,2003,75564.08
gbr,2004,79249.97
gbr,2005,84940.1
gbr,2006,88142.47
gbr,2007,91212.76
gbr,2008,91357.74
gbr,2009,93803.37
gbr,2010,93791.51
gbr,2011,95820.1
gbr,2012,98144.92
gbr,2013,99228.41
gbr,2014,99384.79
gbr,2015,99616.02
gbr,2016,99366.17
gbr,2017,99128.72
gbr,2018,97680.9
geo,2000,256.84
geo,2001,226.97
geo,2002,251.47
geo,2003,244.01
geo,2004,295.08
geo,2005,415.56
geo,2006,430.8
geo,2007,354.3
geo,2008,394.36
geo,2009,428.38
geo,2010,340.43
geo,2011,472.67
geo,2012,442.4
geo,2013,463.93
geo,2014,472.09
geo,2015,494.82
geo,2016,620.93
geo,2017,547.49
geo,2018,550.41
gha,2000,135.62
gha,2001,116.26
gha,2002,146.22
gha,2003,148.73
gha,2004,172.48
gha,2005,184.89
gha,2006,196.46
gha,2007,239.77
gha,2008,270.87
gha,2009,326.12
gha,2010,363.82
gha,2011,424.26
gha,2012,526.68
gha,2013,591.89
gha,2014,645.63
gha,2015,782.83
gha,2016,1009.55
gha,2017,1074.54
gha,2018,1275.99
gin,2000,3.14
gin,2001,14.28
gin,2002,10.4
gin,2003,5.66
gin,2004,10.91
gin,2005,7.02
gin,2006,15.78
gin,2007,14.11
gin,2008,12.04
gin,2009,11.83
gin,2010,11.55
gin,2011,11.4
gin,2012,11.73
gin,2013,10.51
gin,2014,22.01
gin,2015,29.96
gin,2016,38.44
gin,2017,38.02
gin,2018,27.84
gmb,2000,27.79
gmb,2001,35.31
gmb,2002,25.9
gmb,2003,30.79
gmb,2004,36.92
gmb,2005,35.85
gmb,2006,44.67
gmb,2007,36.46
gmb,2008,43.22
gmb,2009,37.72
gmb,2010,44.89
gmb,2011,33.81
gmb,2012,36.78
gmb,2013,46.59
gmb,2014,47.02
gmb,2015,43.15
gmb,2016,48.02
gmb,2017,47.17
gmb,2018,33.83
gnb,2000,1.48
gnb,2001,2.23
gnb,2002,5.09
gnb,2003,8.01
gnb,2004,10.64
gnb,2005,9.39
gnb,2006,5.74
gnb,2007,12.14
gnb,2008,6.29
gnb,2009,8.29
gnb,2010,5.8
gnb,2011,10.38
gnb,2012,12.8
gnb,2013,12.09
gnb,2014,17.69
gnb,2015,9.71
gnb,2016,11.19
gnb,2017,16.33
gnb,2018,15.01
gnq,2000,0
gnq,2001,1.67
gnq,2002,0.46
gnq,2003,0.82
gnq,2004,4.1
gnq,2005,0.74
gnq,2006,3.22
gnq,2007,3.3
gnq,2008,1.23
gnq,2009,4.29
gnq,2010,3.68
gnq,2011,2.01
gnq,2012,2.32
gnq,2013,2.31
gnq,2014,2.36
gnq,2015,4.28
gnq,2016,4.99
gnq,2017,3.33
gnq,2018,2.6
grc,2000,5292.2
grc,2001,5744.89
grc,2002,6428
grc,2003,6754.36
grc,2004,7956.45
grc,2005,9226.77
grc,2006,10605.54
grc,2007,11151.57
grc,2008,11817.55
grc,2009,12102.77
grc,2010,11994.49
grc,2011,11958.26
grc,2012,11924.42
grc,2013,11881.18
grc,2014,11664.94
grc,2015,11237.15
grc,2016,11156.77
grc,2017,10986.92
grc,2018,10906.99
grd,2000,1.04
grd,2001,3.79
grd,2002,2.42
grd,2003,5.4
grd,2004,4.18
grd,2005,4.69
grd,2006,12.48
grd,2007,21.64
grd,2008,22.75
grd,2009,18.53
grd,2010,17.49
grd,2011,25.68
grd,2012,30.47
grd,2013,35.16
grd,2014,57.36
grd,2015,33.25
grd,2016,36.13
grd,2017,53.06
grd,2018,46.17
grl,2000,11.91
grl,2001,10.28
grl,2002,11.86
grl,2003,12.81
grl,2004,28.53
