geo,time,ip_jrn_artc_sc
plw,2008,3.71
plw,2009,2.73
plw,2010,5.17
plw,2011,1.85
plw,2012,2.25
plw,2013,4.45
plw,2014,4.71
plw,2015,5.61
plw,2016,3.3
plw,2017,5.96
plw,2018,6.51
png,2000,62.74
png,2001,75.77
png,2002,52.9
png,2003,53.85
png,2004,42.84
png,2005,36.11
png,2006,47.37
png,2007,60.65
png,2008,59
png,2009,42.02
png,2010,50.45
png,2011,42.6
png,2012,63.06
png,2013,53.72
png,2014,63.6
png,2015,56.24
png,2016,56.56
png,2017,57.68
png,2018,64.12
pol,2000,13012.68
pol,2001,14375.37
pol,2002,15629.77
pol,2003,16673.97
pol,2004,18847.75
pol,2005,20290.56
pol,2006,21897.69
pol,2007,22172.08
pol,2008,23942.43
pol,2009,23849.79
pol,2010,24753.55
pol,2011,25734.96
pol,2012,27969.55
pol,2013,30026.08
pol,2014,31773.31
pol,2015,33116.44
pol,2016,34838.68
pol,2017,34675.67
pol,2018,35662.64
pri,2000,384.3
pri,2001,415.45
pri,2002,437.09
pri,2003,545.96
pri,2004,509.31
pri,2005,566.69
pri,2006,695.26
pri,2007,677.4
pri,2008,699.84
pri,2009,666.44
pri,2010,715.21
pri,2011,635.55
pri,2012,638.95
pri,2013,579.81
pri,2014,620.74
pri,2015,594.95
pri,2016,607.6
pri,2017,576.23
pri,2018,515.42
prk,2000,3.61
prk,2001,1.13
prk,2002,1.48
prk,2003,1.33
prk,2004,2.93
prk,2005,6.78
prk,2006,8.74
prk,2007,10.51
prk,2008,10.53
prk,2009,7.28
prk,2010,8.25
prk,2011,7.52
prk,2012,18.18
prk,2013,9.23
prk,2014,17.55
prk,2015,38.53
prk,2016,42.31
prk,2017,58.71
prk,2018,87.42
prt,2000,3343.65
prt,2001,3828.88
prt,2002,4077.07
prt,2003,4630.46
prt,2004,5213.1
prt,2005,5916.67
prt,2006,7174.7
prt,2007,7654.28
prt,2008,8699.13
prt,2009,9536.74
prt,2010,10586.89
prt,2011,11925.05
prt,2012,12967.22
prt,2013,13974.07
prt,2014,14569.91
prt,2015,14691.23
prt,2016,14348.02
prt,2017,14391.44
prt,2018,14294.56
pry,2000,11.35
pry,2001,17.91
pry,2002,12.65
pry,2003,15.83
pry,2004,25.27
pry,2005,26.06
pry,2006,27.82
pry,2007,29.48
pry,2008,32.04
pry,2009,34.48
pry,2010,35.98
pry,2011,49.15
pry,2012,56.16
pry,2013,59.66
pry,2014,61.12
pry,2015,93.13
pry,2016,98.98
pry,2017,135.43
pry,2018,97.98
pse,2000,67.18
pse,2001,54.88
pse,2002,90.86
pse,2003,87.74
pse,2004,98.95
pse,2005,101.18
pse,2006,113.74
pse,2007,150
pse,2008,149.84
pse,2009,180.72
pse,2010,193.31
pse,2011,214.62
pse,2012,211.13
pse,2013,228.3
pse,2014,244.28
pse,2015,219.24
pse,2016,241.05
pse,2017,324.96
pse,2018,375.95
qat,2000,47.06
qat,2001,75.56
qat,2002,91.68
qat,2003,106.6
qat,2004,133.67
qat,2005,166.39
qat,2006,182.78
qat,2007,241.07
qat,2008,283.57
qat,2009,327.66
qat,2010,409.1
qat,2011,468.42
qat,2012,612.79
qat,2013,810.28
qat,2014,1123.97
qat,2015,1175.59
qat,2016,1389.03
qat,2017,1385.2
qat,2018,1502.58
rou,2000,2405.9
rou,2001,2425.92
rou,2002,2485.5
rou,2003,2712.26
rou,2004,2889.46
rou,2005,3547.17
rou,2006,3711.52
rou,2007,5250
rou,2008,7180.52
rou,2009,9040.43
rou,2010,10370
rou,2011,10055.14
rou,2012,10287.1
rou,2013,10122.54
rou,2014,10073.39
rou,2015,10917.79
rou,2016,10511.4
rou,2017,11039.56
rou,2018,10345.01
rus,2000,32224.01
rus,2001,34401.47
rus,2002,34168.43
rus,2003,32967.31
rus,2004,32771.58
rus,2005,33184.3
rus,2006,29296.26
rus,2007,30268.45
rus,2008,31798.41
rus,2009,32520.93
rus,2010,33827.39
rus,2011,35924.38
rus,2012,35999.98
rus,2013,38412.1
rus,2014,44366.22
rus,2015,52176.06
rus,2016,62661.74
rus,2017,70825.09
rus,2018,81579.36
rwa,2000,3.19
rwa,2001,4.14
rwa,2002,3.73
rwa,2003,7.16
rwa,2004,9.13
rwa,2005,7.28
rwa,2006,19.01
rwa,2007,20.71
rwa,2008,30
rwa,2009,35.7
rwa,2010,46.1
rwa,2011,48.57
rwa,2012,55.14
rwa,2013,88.83
rwa,2014,93.92
rwa,2015,108.91
rwa,2016,127.71
rwa,2017,127.1
rwa,2018,169.52
sau,2000,1574.32
sau,2001,1566.25
sau,2002,1630.65
sau,2003,1750.05
sau,2004,1746.13
sau,2005,1767.14
sau,2006,1941.39
sau,2007,2068.13
sau,2008,2269.92
sau,2009,2903.56
sau,2010,3642.12
sau,2011,4878.75
sau,2012,5884.78
sau,2013,7257.8
sau,2014,8286.6
sau,2015,8949.36
sau,2016,9458.63
sau,2017,10041.39
sau,2018,10897.88
sdn,2000,69.66
sdn,2001,64.18
sdn,2002,71.02
sdn,2003,86.57
sdn,2004,103.9
sdn,2005,102.94
sdn,2006,110.97
sdn,2007,140.16
sdn,2008,171.18
sdn,2009,222.57
sdn,2010,255.95
sdn,2011,294.8
sdn,2012,266.98
sdn,2013,342.67
sdn,2014,236.6
sdn,2015,259.18
sdn,2016,376.74
sdn,2017,324.18
sdn,2018,397.77
sen,2000,145.79
sen,2001,147.97
sen,2002,163.14
sen,2003,200.71
sen,2004,172.33
sen,2005,201.37
sen,2006,168.54
sen,2007,206.94
sen,2008,211.44
sen,2009,184.43
sen,2010,198.1
sen,2011,277.06
sen,2012,273.89
sen,2013,296.77
sen,2014,323.64
sen,2015,368.77
sen,2016,367.86
sen,2017,368.29
sen,2018,388.32
sgp,2000,4795.54
sgp,2001,4903.43
sgp,2002,5491.09
sgp,2003,6104.85
sgp,2004,7478.76
sgp,2005,7982.14
sgp,2006,8194.44
sgp,2007,8281.13
sgp,2008,8749.9
sgp,2009,8985.24
sgp,2010,9917.7
sgp,2011,10212.4
sgp,2012,10837.09
sgp,2013,11057.36
sgp,2014,11334.78
sgp,2015,11416.75
sgp,2016,11880.88
sgp,2017,11840.57
sgp,2018,11458.63
slb,2000,5.31
slb,2001,2.44
slb,2002,1.04
slb,2003,3.86
slb,2004,2.64
slb,2005,2.56
slb,2006,6.59
slb,2007,4.57
slb,2008,2.86
slb,2009,3.78
slb,2010,9.27
slb,2011,7.3
slb,2012,4.99
slb,2013,4.51
slb,2014,8.02
slb,2015,13.7
slb,2016,14.96
slb,2017,10.5
slb,2018,13.2
sle,2000,4.51
sle,2001,4.58
sle,2002,2.46
sle,2003,2.81
sle,2004,5.42
sle,2005,4.01
sle,2006,5.46
sle,2007,4.97
sle,2008,7.87
sle,2009,10.38
sle,2010,11.48
sle,2011,10.95
sle,2012,14.65
sle,2013,15.85
sle,2014,21.79
sle,2015,33.39
sle,2016,46.16
sle,2017,42.8
sle,2018,40.72
slv,2000,2.95
slv,2001,8.39
slv,2002,12.78
slv,2003,6.68
slv,2004,18.14
slv,2005,14.77
slv,2006,19.24
slv,2007,14.59
slv,2008,20.19
slv,2009,15.24
slv,2010,19.74
slv,2011,17.51
slv,2012,19.17
slv,2013,16.39
slv,2014,19.94
slv,2015,23.71
slv,2016,28.8
slv,2017,31.65
slv,2018,45.44
smr,2000,1.5
smr,2001,1.09
smr,2002,0
smr,2003,0.17
smr,2004,0.58
smr,2005,1.33
smr,2006,0.67
smr,2007,2.92
smr,2008,3.76
smr,2009,1.21
smr,2010,1.3
smr,2011,2.33
smr,2012,3.66
smr,2013,7.03
smr,2014,5.15
smr,2015,7
smr,2016,8.56
smr,2017,11.61
smr,2018,10.81
som,2000,0.3
som,2001,0
som,2002,1.71
som,2003,1.83
som,2004,1.14
som,2005,0
som,2006,1.03
som,2007,0
som,2008,0.58
som,2009,2.75
som,2010,3.24
som,2011,2.89
som,2012,1.43
som,2013,6.31
som,2014,3.82
som,2015,4.45
som,2016,3.34
som,2017,12.23
som,2018,9.74
srb,2000,0
srb,2001,0
srb,2002,0
srb,2003,0
srb,2004,0
srb,2005,0
srb,2006,0
srb,2007,2875.14
srb,2008,3024.86
srb,2009,3620.34
srb,2010,3988.03
srb,2011,4759.4
srb,2012,5879.6
srb,2013,5242.49
srb,2014,5052.69
srb,2015,4872.66
srb,2016,4982.05
srb,2017,4916.94
srb,2018,4523.42
ssd,2000,0
ssd,2001,0
ssd,2002,0
ssd,2003,0
ssd,2004,0
ssd,2005,0
ssd,2006,0
ssd,2007,0
ssd,2008,0
ssd,2009,0
ssd,2010,0
ssd,2011,1.62
ssd,2012,3.42
ssd,2013,9.8
ssd,2014,5.51
ssd,2015,5.51
ssd,2016,2.01
ssd,2017,6.4
ssd,2018,9.08
stp,2000,0.37
stp,2001,0.83
stp,2002,0.78
stp,2003,1.77
stp,2004,0.58
stp,2005,0.25
stp,2006,0.97
stp,2007,1.31
stp,2008,0
stp,2009,1.78
stp,2010,2.23
stp,2011,0
stp,2012,0.52
stp,2013,1.16
stp,2014,1.24
stp,2015,1.42
stp,2016,0.87
stp,2017,0.88
stp,2018,0.73
sur,2000,2.62
sur,2001,4.27
sur,2002,3.47
sur,2003,3.4
sur,2004,4.58
sur,2005,4.82
sur,2006,5.22
sur,2007,5.83
sur,2008,5.1
sur,2009,5.53
sur,2010,4.66
sur,2011,4.21
sur,2012,9.51
sur,2013,15.87
sur,2014,7.17
sur,2015,13.21
sur,2016,21.64
sur,2017,15.91
sur,2018,17.38
svk,2000,2103.78
svk,2001,2090.61
svk,2002,2094.84
svk,2003,2134.17
svk,2004,2275.89
svk,2005,2509.56
svk,2006,2591.54
svk,2007,2803.45
svk,2008,3282.6
svk,2009,3112.35
svk,2010,3567.05
svk,2011,3847.77
svk,2012,4225.7
svk,2013,4466.05
svk,2014,5007.44
svk,2015,5062.13
svk,2016,5492.66
svk,2017,5787.12
svk,2018,5321.6
svn,2000,1664.59
svn,2001,1632.95
svn,2002,1773.32
svn,2003,2095.96
svn,2004,1871.99
svn,2005,2300.1
svn,2006,2332.91
svn,2007,2688.84
svn,2008,2985.24
svn,2009,3143.24
svn,2010,3172.78
svn,2011,3613.96
svn,2012,3534.43
svn,2013,3535.77
svn,2014,3501.8
svn,2015,3557.71
svn,2016,3357.55
svn,2017,3448.68
svn,2018,3206.15
swe,2000,14548.78
swe,2001,14738.29
swe,2002,14571.2
swe,2003,14795.43
swe,2004,15321.32
swe,2005,16487.74
swe,2006,16683.43
swe,2007,16771.1
swe,2008,16682.9
swe,2009,17465.57
swe,2010,17760.44
swe,2011,18368.45
swe,2012,19365.66
swe,2013,20069.72
swe,2014,21116.43
swe,2015,20858.16
swe,2016,20860.65
swe,2017,20768.71
swe,2018,20420.56
swz,2000,6.75
swz,2001,5.14
swz,2002,12.32
swz,2003,7.27
swz,2004,11.85
swz,2005,14.82
swz,2006,12.22
swz,2007,7.75
swz,2008,11.69
swz,2009,15.68
swz,2010,25.07
swz,2011,22.06
swz,2012,18.41
swz,2013,21.04
swz,2014,14.25
swz,2015,20.08
swz,2016,21.26
swz,2017,33.12
swz,2018,34.05
syc,2000,5.16
syc,2001,2.9
syc,2002,5.92
syc,2003,9.6
syc,2004,5.04
syc,2005,4.91
syc,2006,8.76
syc,2007,12.34
syc,2008,10.65
syc,2009,6.56
syc,2010,11.83
syc,2011,9.7
syc,2012,10
syc,2013,16.91
syc,2014,9.64
syc,2015,19.11
syc,2016,12.13
syc,2017,11.71
syc,2018,9.53
syr,2000,99.34
syr,2001,93.8
syr,2002,84.33
syr,2003,104.17
syr,2004,133.72
syr,2005,144.25
syr,2006,131.93
syr,2007,153.03
syr,2008,200.38
syr,2009,160.56
syr,2010,232.13
syr,2011,269.25
syr,2012,301.62
syr,2013,256.62
syr,2014,245.73
syr,2015,266.69
syr,2016,275.54
syr,2017,263.85
syr,2018,274.65
tcd,2000,3.04
tcd,2001,3.51
tcd,2002,4.78
tcd,2003,4.89
tcd,2004,11.68
tcd,2005,9.24
tcd,2006,10.91
tcd,2007,4.52
tcd,2008,6.54
tcd,2009,9.25
tcd,2010,4.17
tcd,2011,7.78
tcd,2012,5.86
tcd,2013,5.55
tcd,2014,7.66
tcd,2015,12.36
tcd,2016,12.07
tcd,2017,16.35
tcd,2018,15.45
tgo,2000,30.61
tgo,2001,26.48
tgo,2002,20.14
tgo,2003,26.08
tgo,2004,23.1
tgo,2005,24.98
tgo,2006,29.92
tgo,2007,30.98
tgo,2008,44.31
tgo,2009,42.37
tgo,2010,49.47
tgo,2011,50.1
tgo,2012,47.55
tgo,2013,62.72
tgo,2014,83.72
tgo,2015,83.17
tgo,2016,77.05
tgo,2017,72.26
tgo,2018,86.06
tha,2000,1659.32
tha,2001,1790.96
tha,2002,2145.65
tha,2003,2322.32
tha,2004,2732.72
tha,2005,3582.79
tha,2006,4347.22
tha,2007,4880.91
tha,2008,5578.65
tha,2009,6010.63
tha,2010,6876.96
tha,2011,7332.78
tha,2012,7660.64
tha,2013,7720.57
tha,2014,8358.95
tha,2015,8706.83
tha,2016,9740.11
tha,2017,11151.54
tha,2018,12513.75
tjk,2000,33.22
tjk,2001,32.09
tjk,2002,37.12
tjk,2003,33.22
tjk,2004,38.65
tjk,2005,30.78
tjk,2006,27.66
tjk,2007,32.13
tjk,2008,32.04
tjk,2009,23.55
tjk,2010,41.1
tjk,2011,41.11
tjk,2012,47.19
tjk,2013,63.09
tjk,2014,39.9
tjk,2015,57.76
tjk,2016,50.42
tjk,2017,60.76
tjk,2018,62.4
tkm,2000,6.23
tkm,2001,5.27
tkm,2002,5.11
tkm,2003,3.95
tkm,2004,4.5
tkm,2005,3.18
tkm,2006,3.84
tkm,2007,4.87
tkm,2008,1.58
tkm,2009,3.01
tkm,2010,5.88
tkm,2011,12.23
tkm,2012,13.33
tkm,2013,6.85
tkm,2014,18.89
tkm,2015,6.2
tkm,2016,2.98
tkm,2017,7.93
tkm,2018,3.69
tls,2000,0
tls,2001,0
tls,2002,0
tls,2003,1.67
tls,2004,0
tls,2005,2.03
tls,2006,3.54
tls,2007,3.29
tls,2008,1.28
tls,2009,1.63
tls,2010,1.1
tls,2011,3.06
tls,2012,6
tls,2013,6.29
tls,2014,12.59
tls,2015,8.33
tls,2016,8.71
tls,2017,14.95
tls,2018,13.92
ton,2000,2.33
ton,2001,0.75
ton,2002,1.83
ton,2003,1.59
ton,2004,3.13
ton,2005,0.68
ton,2006,4.66
ton,2007,1.76
ton,2008,0.46
ton,2009,2.39
ton,2010,1.39
ton,2011,1.95
ton,2012,1.83
ton,2013,1.63
ton,2014,0.88
ton,2015,2.83
ton,2016,2.34
ton,2017,4.72
ton,2018,4.82
tto,2000,88.93
tto,2001,109.84
tto,2002,112.99
tto,2003,120.05
tto,2004,132.38
tto,2005,176.05
tto,2006,135
tto,2007,168.21
tto,2008,162.16
tto,2009,211.21
tto,2010,215.56
tto,2011,224.75
tto,2012,206.5
tto,2013,166.43
tto,2014,255.47
tto,2015,151.05
tto,2016,208.8
tto,2017,212.07
tto,2018,211.21
tun,2000,649.05
tun,2001,796.16
tun,2002,979.98
tun,2003,1065.98
tun,2004,1351.7
tun,2005,1716.89
tun,2006,1975.6
tun,2007,2338.97
tun,2008,2775.88
tun,2009,3224.32
tun,2010,3509.7
tun,2011,3748.72
tun,2012,3913.32
tun,2013,4323.48
tun,2014,4615.19
tun,2015,5072.55
tun,2016,5444.97
tun,2017,5877.04
tun,2018,5564.86
tur,2000,6830.23
tur,2001,8592.57
tur,2002,10952.63
tur,2003,13450.12
tur,2004,16021.82
tur,2005,17823.28
tur,2006,19688.7
tur,2007,21729.57
tur,2008,22100.91
tur,2009,25155.09
tur,2010,26486.52
tur,2011,27305.85
tur,2012,28451.45
tur,2013,30813.42
tur,2014,31592.93
tur,2015,33233.85
tur,2016,35510.17
tur,2017,33836.33
tur,2018,33535.8
tuv,2000,0
tuv,2001,1
tuv,2002,0
tuv,2003,0.6
tuv,2004,0.61
tuv,2005,0
tuv,2006,1.27
tuv,2007,0.37
tuv,2008,0.33
tuv,2009,0.25
tuv,2010,0
tuv,2011,0.5
tuv,2012,0.04
tuv,2013,0.33
tuv,2014,1.13
tuv,2015,1.09
tuv,2016,0.41
tuv,2017,0.65
tuv,2018,1.48
tza,2000,151.68
tza,2001,129.98
tza,2002,152.4
tza,2003,168.29
tza,2004,187.92
tza,2005,217.73
tza,2006,281.5
tza,2007,311.92
tza,2008,295.55
tza,2009,312.31
tza,2010,359.13
tza,2011,404.9
tza,2012,392.56
tza,2013,406.66
tza,2014,536.72
tza,2015,542.27
tza,2016,559.83
tza,2017,610.37
tza,2018,602.71
uga,2000,131.35
uga,2001,136.21
uga,2002,131.5
uga,2003,140.62
uga,2004,207.61
uga,2005,216.03
uga,2006,210.8
uga,2007,273.35
uga,2008,253.98
uga,2009,310.79
uga,2010,406.1
uga,2011,419.09
uga,2012,458.9
uga,2013,484.59
uga,2014,518.21
uga,2015,611.13
uga,2016,599.27
uga,2017,637.56
uga,2018,673.07
ukr,2000,5391.6
ukr,2001,6678.51
ukr,2002,5922.16
ukr,2003,5738.81
ukr,2004,5715.04
ukr,2005,5941.91
ukr,2006,5293.69
ukr,2007,5488.86
ukr,2008,5881.14
ukr,2009,5600.68
ukr,2010,5963.76
ukr,2011,6262.71
ukr,2012,6654.4
ukr,2013,7356.73
ukr,2014,7237.53
ukr,2015,7272.89
ukr,2016,7853.62
ukr,2017,8977.67
ukr,2018,10379.89
ury,2000,223.82
ury,2001,233.94
ury,2002,275.16
ury,2003,281.74
ury,2004,309.75
ury,2005,353.69
ury,2006,355.82
ury,2007,386.69
ury,2008,440.38
ury,2009,483.26
ury,2010,506.87
ury,2011,587.07
ury,2012,585.14
ury,2013,594.76
ury,2014,746.83
ury,2015,688.05
ury,2016,841.83
ury,2017,788.62
ury,2018,852.23
usa,2000,304781.56
usa,2001,305612.91
usa,2002,319307.62
usa,2003,329398.86
usa,2004,353853.49
usa,2005,384572.94
usa,2006,385515
usa,2007,391909.59
usa,2008,393978.95
usa,2009,399350.31
usa,2010,408817.1
usa,2011,423958.81
usa,2012,427996.8
usa,2013,429570.05
usa,2014,433192.28
usa,2015,429988.89
usa,2016,427264.63
usa,2017,432216.49
usa,2018,422807.71
uzb,2000,357.72
uzb,2001,400.91
uzb,2002,348.19
uzb,2003,296.39
uzb,2004,363.54
uzb,2005,332.55
uzb,2006,288.03
uzb,2007,346.5
uzb,2008,302.83
uzb,2009,338.72
uzb,2010,391.74
uzb,2011,378.47
uzb,2012,327.7
uzb,2013,347.23
uzb,2014,337.28
uzb,2015,294.97
uzb,2016,382.23
uzb,2017,338.75
uzb,2018,353.91
vct,2000,0.42
vct,2001,0
vct,2002,0.12
vct,2003,0.83
vct,2004,0.13
vct,2005,1.33
vct,2006,0.7
vct,2007,1.6
vct,2008,0
vct,2009,1.63
vct,2010,1.02
vct,2011,0.05
vct,2012,0.92
vct,2013,2.2
vct,2014,1.51
vct,2015,0.46
vct,2016,2.42
vct,2017,3.71
vct,2018,1.22
ven,2000,1035.17
ven,2001,1031.63
ven,2002,1066.42
ven,2003,1156.68
ven,2004,1088.07
ven,2005,1283.91
ven,2006,1330.2
ven,2007,1410.33
ven,2008,1645.37
ven,2009,1666.29
ven,2010,1484.42
ven,2011,1282.23
ven,2012,1357.53
ven,2013,1223.11
ven,2014,1234.15
ven,2015,992.62
ven,2016,888.26
ven,2017,840.01
ven,2018,639.03
vnm,2000,201.25
vnm,2001,241.82
vnm,2002,233.68
vnm,2003,300.66
vnm,2004,338.81
vnm,2005,402.45
vnm,2006,458.48
vnm,2007,521.62
vnm,2008,783.58
vnm,2009,891.22
vnm,2010,1100.36
vnm,2011,1221.39
vnm,2012,1574.82
vnm,2013,1893.06
vnm,2014,2017.61
vnm,2015,2299.45
vnm,2016,3063.59
vnm,2017,3343.23
vnm,2018,4286.48
vut,2000,3.82
vut,2001,3.17
vut,2002,5.48
vut,2003,6.53
vut,2004,9.81
vut,2005,12.48
vut,2006,5.68
vut,2007,2.61
vut,2008,4.15
vut,2009,4.89
vut,2010,7.08
vut,2011,7.88
vut,2012,6.4
vut,2013,7.82
vut,2014,8.33
vut,2015,10.63
vut,2016,13.13
vut,2017,10.46
vut,2018,6.45
wsm,2000,6.67
wsm,2001,7.84
wsm,2002,7.53
wsm,2003,4.82
wsm,2004,4.85
wsm,2005,4.59
wsm,2006,12.88
wsm,2007,4.61
wsm,2008,2.63
wsm,2009,5.38
wsm,2010,5.65
wsm,2011,5.65
wsm,2012,2.51
wsm,2013,4.33
wsm,2014,12.1
wsm,2015,11.17
wsm,2016,7.37
wsm,2017,10.22
wsm,2018,11.05
yem,2000,22.83
yem,2001,42.49
yem,2002,27.13
yem,2003,33.84
yem,2004,41.15
yem,2005,48.32
yem,2006,54.68
yem,2007,45.48
yem,2008,62.28
yem,2009,83.94
yem,2010,101.77
yem,2011,105.17
yem,2012,106.85
yem,2013,118.75
yem,2014,139.9
yem,2015,107.34
yem,2016,119.49
yem,2017,126.37
yem,2018,137.44
zaf,2000,3897.55
zaf,2001,4099.38
zaf,2002,4413.16
zaf,2003,4267.39
zaf,2004,4831.02
zaf,2005,5174.46
zaf,2006,5715.98
zaf,2007,5938.9
zaf,2008,6343.81
zaf,2009,7114.73
zaf,2010,7601.07
zaf,2011,8293.8
zaf,2012,9105.71
zaf,2013,9709.05
zaf,2014,10349.9
zaf,2015,10964.38
zaf,2016,12045.47
zaf,2017,12846.08
zaf,2018,13008.74
zmb,2000,33.6
zmb,2001,51.96
zmb,2002,61.54
zmb,2003,47.78
zmb,2004,42.84
zmb,2005,60.19
zmb,2006,67.37
zmb,2007,69.27
zmb,2008,92.07
zmb,2009,76.52
zmb,2010,89.14
zmb,2011,101.03
zmb,2012,106.12
zmb,2013,119.47
zmb,2014,134.46
zmb,2015,157.23
zmb,2016,181.66
zmb,2017,209.45
zmb,2018,213.07
zwe,2000,231.01
zwe,2001,213.85
zwe,2002,165.61
zwe,2003,180.57
zwe,2004,138.17
zwe,2005,139.5
zwe,2006,172.45
zwe,2007,185.25
zwe,2008,125.81
zwe,2009,117.14
zwe,2010,151.36
zwe,2011,147.07
zwe,2012,202.94
zwe,2013,223.58
zwe,2014,273
zwe,2015,268.98
zwe,2016,313.8
zwe,2017,340.45
zwe,2018,359.33
