geo,time,sp_dyn_le00_ma_in
pyf,2000,69.75
pyf,2001,70.108
pyf,2002,70.498
pyf,2003,70.913
pyf,2004,71.343
pyf,2005,71.774
pyf,2006,72.186
pyf,2007,72.565
pyf,2008,72.903
pyf,2009,73.199
pyf,2010,73.458
pyf,2011,73.694
pyf,2012,73.925
pyf,2013,74.162
pyf,2014,74.41
pyf,2015,74.667
pyf,2016,74.924
pyf,2017,75.171
pyf,2018,75.401
pyf,2019,75.612
pyf,2020,75.807
qat,1960,59.214
qat,1961,60.048
qat,1962,60.887
qat,1963,61.727
qat,1964,62.562
qat,1965,63.381
qat,1966,64.171
qat,1967,64.92
qat,1968,65.623
qat,1969,66.276
qat,1970,66.884
qat,1971,67.455
qat,1972,68
qat,1973,68.529
qat,1974,69.047
qat,1975,69.554
qat,1976,70.049
qat,1977,70.525
qat,1978,70.98
qat,1979,71.413
qat,1980,71.823
qat,1981,72.211
qat,1982,72.581
qat,1983,72.933
qat,1984,73.268
qat,1985,73.587
qat,1986,73.89
qat,1987,74.178
qat,1988,74.45
qat,1989,74.706
qat,1990,74.945
qat,1991,75.165
qat,1992,75.366
qat,1993,75.549
qat,1994,75.717
qat,1995,75.87
qat,1996,76.012
qat,1997,76.145
qat,1998,76.273
qat,1999,76.399
qat,2000,76.527
qat,2001,76.658
qat,2002,76.793
qat,2003,76.931
qat,2004,77.073
qat,2005,77.219
qat,2006,77.366
qat,2007,77.512
qat,2008,77.656
qat,2009,77.796
qat,2010,77.932
qat,2011,78.063
qat,2012,78.188
qat,2013,78.311
qat,2014,78.433
qat,2015,78.558
qat,2016,78.69
qat,2017,78.83
qat,2018,78.981
qat,2019,79.142
qat,2020,79.314
rou,1960,63.86
rou,1961,64.591
rou,1962,65.152
rou,1963,65.504
rou,1964,65.648
rou,1965,65.632
rou,1966,65.538
rou,1967,65.463
rou,1968,65.481
rou,1969,65.612
rou,1970,65.853
rou,1971,66.27
rou,1972,66.28
rou,1973,66.83
rou,1974,67.29
rou,1975,67.37
rou,1976,67.45
rou,1977,67.42
rou,1978,67.1
rou,1979,66.68
rou,1980,66.53
rou,1981,66.7
rou,1982,66.8
rou,1983,66.98
rou,1984,66.81
rou,1985,66.78
rou,1986,66.55
rou,1987,66.3
rou,1988,66.51
rou,1989,66.56
rou,1990,66.59
rou,1991,66.56
rou,1992,66.56
rou,1993,66.1
rou,1994,65.9
rou,1995,65.7
rou,1996,65.3
rou,1997,65.2
rou,1998,66.1
rou,1999,67
rou,2000,67.7
rou,2001,67.6
rou,2002,67.4
rou,2003,67.7
rou,2004,68
rou,2005,68.4
rou,2006,68.7
rou,2007,69.2
rou,2008,69.2
rou,2009,69.7
rou,2010,69.8
rou,2011,70.8
rou,2012,70.9
rou,2013,71.6
rou,2014,71.3
rou,2015,71.4
rou,2016,71.6
rou,2017,71.7
rou,2018,71.7
rou,2019,71.9
rou,2020,70.5
rus,1960,62.067
rus,1961,62.578
rus,1962,62.958
rus,1963,63.216
rus,1964,63.367
rus,1965,63.433
rus,1966,63.433
rus,1967,63.386
rus,1968,63.308
rus,1969,63.212
rus,1970,63.08
rus,1971,63.24
rus,1972,63.25
rus,1973,63.28
rus,1974,63.13
rus,1975,62.48
rus,1976,62.19
rus,1977,61.83
rus,1978,61.83
rus,1979,61.49
rus,1980,61.39
rus,1981,61.62
rus,1982,62.25
rus,1983,62.16
rus,1984,61.71
rus,1985,62.73
rus,1986,64.78
rus,1987,64.84
rus,1988,64.64
rus,1989,64.24
rus,1990,63.73
rus,1991,63.45
rus,1992,62
rus,1993,58.97
rus,1994,57.55
rus,1995,58.12
rus,1996,59.62
rus,1997,60.85
rus,1998,61.22
rus,1999,59.87
rus,2000,59.03
rus,2001,58.92
rus,2002,58.68
rus,2003,58.53
rus,2004,58.91
rus,2005,58.92
rus,2006,60.43
rus,2007,61.46
rus,2008,61.92
rus,2009,62.87
rus,2010,63.09
rus,2011,64.04
rus,2012,64.56
rus,2013,65.13
rus,2014,65.29
rus,2015,65.92
rus,2016,66.5
rus,2017,67.51
rus,2018,67.75
rus,2019,68.24
rus,2020,66.49
rwa,1960,41.145
rwa,1961,41.479
rwa,1962,41.793
rwa,1963,42.08
rwa,1964,42.335
rwa,1965,42.553
rwa,1966,42.728
rwa,1967,42.867
rwa,1968,42.978
rwa,1969,43.072
rwa,1970,43.156
rwa,1971,43.235
rwa,1972,43.321
rwa,1973,43.433
rwa,1974,43.591
rwa,1975,43.843
rwa,1976,44.241
rwa,1977,44.793
rwa,1978,45.477
rwa,1979,46.253
rwa,1980,47.122
rwa,1981,48.092
rwa,1982,49.075
rwa,1983,49.922
rwa,1984,50.459
rwa,1985,50.246
rwa,1986,48.782
rwa,1987,45.946
rwa,1988,41.888
rwa,1989,36.961
rwa,1990,31.941
rwa,1991,27.8
rwa,1992,25.288
rwa,1993,24.834
rwa,1994,26.481
rwa,1995,29.87
rwa,1996,34.303
rwa,1997,38.84
rwa,1998,42.748
rwa,1999,45.734
rwa,2000,47.749
rwa,2001,49.009
rwa,2002,50.006
rwa,2003,51.122
rwa,2004,52.449
rwa,2005,54.006
rwa,2006,55.727
rwa,2007,57.449
rwa,2008,59.04
rwa,2009,60.457
rwa,2010,61.672
rwa,2011,62.683
rwa,2012,63.527
rwa,2013,64.245
rwa,2014,64.854
rwa,2015,65.371
rwa,2016,65.81
rwa,2017,66.187
rwa,2018,66.518
rwa,2019,66.821
rwa,2020,67.108
sau,1960,43.677
sau,1961,44.19
sau,1962,44.715
sau,1963,45.262
sau,1964,45.842
sau,1965,46.474
sau,1966,47.176
sau,1967,47.957
sau,1968,48.82
sau,1969,49.762
sau,1970,50.78
sau,1971,51.864
sau,1972,52.995
sau,1973,54.147
sau,1974,55.299
sau,1975,56.429
sau,1976,57.52
sau,1977,58.564
sau,1978,59.555
sau,1979,60.484
sau,1980,61.352
sau,1981,62.162
sau,1982,62.926
sau,1983,63.653
sau,1984,64.344
sau,1985,64.996
sau,1986,65.603
sau,1987,66.159
sau,1988,66.666
sau,1989,67.127
sau,1990,67.551
sau,1991,67.947
sau,1992,68.327
sau,1993,68.696
sau,1994,69.061
sau,1995,69.421
sau,1996,69.777
sau,1997,70.119
sau,1998,70.443
sau,1999,70.743
sau,2000,71.015
sau,2001,71.251
sau,2002,71.451
sau,2003,71.618
sau,2004,71.759
sau,2005,71.883
sau,2006,72.005
sau,2007,72.136
sau,2008,72.282
sau,2009,72.446
sau,2010,72.625
sau,2011,72.808
sau,2012,72.984
sau,2013,73.147
sau,2014,73.293
sau,2015,73.425
sau,2016,73.548
sau,2017,73.671
sau,2018,73.799
sau,2019,73.935
sau,2020,74.079
sdn,1960,46.793
sdn,1961,47.213
sdn,1962,47.626
sdn,1963,48.035
sdn,1964,48.439
sdn,1965,48.843
sdn,1966,49.248
sdn,1967,49.652
sdn,1968,50.051
sdn,1969,50.44
sdn,1970,50.81
sdn,1971,51.156
sdn,1972,51.469
sdn,1973,51.748
sdn,1974,51.989
sdn,1975,52.193
sdn,1976,52.36
sdn,1977,52.496
sdn,1978,52.612
sdn,1979,52.712
sdn,1980,52.806
sdn,1981,52.899
sdn,1982,52.996
sdn,1983,53.099
sdn,1984,53.213
sdn,1985,53.337
sdn,1986,53.468
sdn,1987,53.602
sdn,1988,53.737
sdn,1989,53.877
sdn,1990,54.025
sdn,1991,54.189
sdn,1992,54.372
sdn,1993,54.58
sdn,1994,54.813
sdn,1995,55.07
sdn,1996,55.349
sdn,1997,55.644
sdn,1998,55.953
sdn,1999,56.276
sdn,2000,56.614
sdn,2001,56.972
sdn,2002,57.354
sdn,2003,57.76
sdn,2004,58.187
sdn,2005,58.636
sdn,2006,59.106
sdn,2007,59.591
sdn,2008,60.082
sdn,2009,60.567
sdn,2010,61.031
sdn,2011,61.457
sdn,2012,61.838
sdn,2013,62.17
sdn,2014,62.453
sdn,2015,62.693
sdn,2016,62.9
sdn,2017,63.09
sdn,2018,63.277
sdn,2019,63.467
sdn,2020,63.665
sen,1960,37.466
sen,1961,37.613
sen,1962,37.686
sen,1963,37.693
sen,1964,37.655
sen,1965,37.603
sen,1966,37.57
sen,1967,37.595
sen,1968,37.713
sen,1969,37.952
sen,1970,38.342
sen,1971,38.904
sen,1972,39.625
sen,1973,40.479
sen,1974,41.445
sen,1975,42.489
sen,1976,43.573
sen,1977,44.661
sen,1978,45.723
sen,1979,46.739
sen,1980,47.713
sen,1981,48.665
sen,1982,49.619
sen,1983,50.583
sen,1984,51.542
sen,1985,52.47
sen,1986,53.332
sen,1987,54.098
sen,1988,54.744
sen,1989,55.257
sen,1990,55.627
sen,1991,55.849
sen,1992,55.951
sen,1993,55.966
sen,1994,55.926
sen,1995,55.863
sen,1996,55.808
sen,1997,55.788
sen,1998,55.829
sen,1999,55.955
sen,2000,56.196
sen,2001,56.57
sen,2002,57.066
sen,2003,57.663
sen,2004,58.343
sen,2005,59.081
sen,2006,59.848
sen,2007,60.611
sen,2008,61.342
sen,2009,62.017
sen,2010,62.62
sen,2011,63.144
sen,2012,63.602
sen,2013,64.007
sen,2014,64.365
sen,2015,64.683
sen,2016,64.972
sen,2017,65.242
sen,2018,65.501
sen,2019,65.757
sen,2020,66.014
sgp,1960,62.293
sgp,1961,62.755
sgp,1962,63.142
sgp,1963,63.453
sgp,1964,63.699
sgp,1965,63.898
sgp,1966,64.074
sgp,1967,64.255
sgp,1968,64.463
sgp,1969,64.714
sgp,1970,65.016
sgp,1971,65.369
sgp,1972,65.759
sgp,1973,66.173
sgp,1974,66.606
sgp,1975,67.048
sgp,1976,67.493
sgp,1977,67.937
sgp,1978,68.377
sgp,1979,68.812
sgp,1980,69.8
sgp,1981,70.1
sgp,1982,70.2
sgp,1983,70.5
sgp,1984,70.9
sgp,1985,71.5
sgp,1986,72.1
sgp,1987,72.5
sgp,1988,72.6
sgp,1989,72.8
sgp,1990,73.1
sgp,1991,73.5
sgp,1992,73.8
sgp,1993,73.9
sgp,1994,74.1
sgp,1995,74.1
sgp,1996,74.4
sgp,1997,74.8
sgp,1998,75.3
sgp,1999,75.6
sgp,2000,76
sgp,2001,76.3
sgp,2002,76.6
sgp,2003,76.6
sgp,2004,77.1
sgp,2005,77.6
sgp,2006,77.8
sgp,2007,78.1
sgp,2008,78.4
sgp,2009,78.9
sgp,2010,79.2
sgp,2011,79.5
sgp,2012,79.8
sgp,2013,80.1
sgp,2014,80.3
sgp,2015,80.5
sgp,2016,80.7
sgp,2017,80.9
sgp,2018,81.2
sgp,2019,81.4
sgp,2020,81.5
slb,1960,47.231
slb,1961,48.052
slb,1962,48.868
slb,1963,49.679
slb,1964,50.486
slb,1965,51.292
slb,1966,52.105
slb,1967,52.925
slb,1968,53.751
slb,1969,54.578
slb,1970,55.4
slb,1971,56.208
slb,1972,56.993
slb,1973,57.746
slb,1974,58.457
slb,1975,59.12
slb,1976,59.731
slb,1977,60.292
slb,1978,60.803
slb,1979,61.264
slb,1980,61.67
slb,1981,62.019
slb,1982,62.312
slb,1983,62.557
slb,1984,62.76
slb,1985,62.929
slb,1986,63.067
slb,1987,63.185
slb,1988,63.294
slb,1989,63.406
slb,1990,63.534
slb,1991,63.689
slb,1992,63.874
slb,1993,64.092
slb,1994,64.341
slb,1995,64.623
slb,1996,64.932
slb,1997,65.259
slb,1998,65.592
slb,1999,65.927
slb,2000,66.254
slb,2001,66.567
slb,2002,66.866
slb,2003,67.152
slb,2004,67.425
slb,2005,67.689
slb,2006,67.95
slb,2007,68.216
slb,2008,68.491
slb,2009,68.774
slb,2010,69.067
slb,2011,69.369
slb,2012,69.675
slb,2013,69.976
slb,2014,70.266
slb,2015,70.536
slb,2016,70.777
slb,2017,70.984
slb,2018,71.158
slb,2019,71.3
slb,2020,71.415
sle,1960,30.491
sle,1961,30.868
sle,1962,31.265
sle,1963,31.687
sle,1964,32.136
sle,1965,32.608
sle,1966,33.098
sle,1967,33.595
sle,1968,34.092
sle,1969,34.584
sle,1970,35.07
sle,1971,35.555
sle,1972,36.041
sle,1973,36.525
sle,1974,37.003
sle,1975,37.467
sle,1976,37.913
sle,1977,38.331
sle,1978,38.711
sle,1979,39.043
sle,1980,39.315
sle,1981,39.519
sle,1982,39.653
sle,1983,39.716
sle,1984,39.706
sle,1985,39.613
sle,1986,39.427
sle,1987,39.156
sle,1988,38.817
sle,1989,38.436
sle,1990,38.033
sle,1991,37.63
sle,1992,37.256
sle,1993,36.945
sle,1994,36.73
sle,1995,36.655
sle,1996,36.755
sle,1997,37.033
sle,1998,37.483
sle,1999,38.099
sle,2000,38.861
sle,2001,39.745
sle,2002,40.708
sle,2003,41.712
sle,2004,42.726
sle,2005,43.731
sle,2006,44.721
sle,2007,45.699
sle,2008,46.664
sle,2009,47.602
sle,2010,48.497
sle,2011,49.337
sle,2012,50.117
sle,2013,50.833
sle,2014,51.485
sle,2015,52.068
sle,2016,52.586
sle,2017,53.049
sle,2018,53.468
sle,2019,53.853
sle,2020,54.213
slv,1960,47.716
slv,1961,48.394
slv,1962,49.016
slv,1963,49.577
slv,1964,50.075
slv,1965,50.515
slv,1966,50.911
slv,1967,51.272
slv,1968,51.605
slv,1969,51.908
slv,1970,52.163
slv,1971,52.35
slv,1972,52.454
slv,1973,52.474
slv,1974,52.417
slv,1975,52.287
slv,1976,52.091
slv,1977,51.859
slv,1978,51.631
slv,1979,51.451
slv,1980,51.378
slv,1981,51.468
slv,1982,51.748
slv,1983,52.226
slv,1984,52.9
slv,1985,53.758
slv,1986,54.777
slv,1987,55.896
slv,1988,57.051
slv,1989,58.193
slv,1990,59.267
slv,1991,60.232
slv,1992,61.076
slv,1993,61.796
slv,1994,62.385
slv,1995,62.854
slv,1996,63.225
slv,1997,63.535
slv,1998,63.818
slv,1999,64.089
slv,2000,64.357
slv,2001,64.619
slv,2002,64.865
slv,2003,65.088
slv,2004,65.294
slv,2005,65.487
slv,2006,65.676
slv,2007,65.865
slv,2008,66.06
slv,2009,66.264
slv,2010,66.476
slv,2011,66.696
slv,2012,66.917
slv,2013,67.137
slv,2014,67.354
slv,2015,67.571
slv,2016,67.787
slv,2017,68.006
slv,2018,68.229
slv,2019,68.455
slv,2020,68.685
som,1960,35.481
som,1961,35.874
som,1962,36.27
som,1963,36.669
som,1964,37.07
som,1965,37.473
som,1966,37.875
som,1967,38.274
som,1968,38.669
som,1969,39.059
som,1970,39.445
som,1971,39.828
som,1972,40.211
som,1973,40.594
som,1974,40.976
som,1975,41.358
som,1976,41.742
som,1977,42.126
som,1978,42.504
som,1979,42.873
som,1980,43.23
som,1981,43.577
som,1982,43.908
som,1983,44.213
som,1984,44.479
som,1985,44.664
som,1986,44.719
som,1987,44.634
som,1988,44.432
som,1989,44.157
som,1990,43.903
som,1991,43.786
som,1992,43.885
som,1993,44.242
som,1994,44.85
som,1995,45.655
som,1996,46.562
som,1997,47.454
som,1998,48.237
som,1999,48.872
som,2000,49.349
som,2001,49.695
som,2002,49.976
som,2003,50.248
som,2004,50.529
som,2005,50.829
som,2006,51.148
som,2007,51.472
som,2008,51.793
som,2009,52.114
som,2010,52.441
som,2011,52.783
som,2012,53.143
som,2013,53.521
som,2014,53.912
som,2015,54.308
som,2016,54.697
som,2017,55.067
som,2018,55.41
som,2019,55.725
som,2020,56.011
srb,1991,69
srb,1997,69.6
srb,2000,68.9
srb,2001,69.6
srb,2002,69.7
srb,2003,69.9
srb,2004,70
srb,2005,70.2
srb,2006,70.8
srb,2007,70.9
srb,2008,71.3
srb,2009,71.4
srb,2010,71.8
srb,2011,72
srb,2012,72.3
srb,2013,72.6
srb,2014,72.8
srb,2015,72.8
srb,2016,73.2
srb,2017,73.1
srb,2018,73.5
srb,2019,73.4
srb,2020,71.4
ssd,1960,30.371
ssd,1961,30.795
ssd,1962,31.216
ssd,1963,31.638
ssd,1964,32.062
ssd,1965,32.485
ssd,1966,32.902
ssd,1967,33.309
ssd,1968,33.702
ssd,1969,34.081
ssd,1970,34.454
ssd,1971,34.83
ssd,1972,35.214
ssd,1973,35.607
ssd,1974,36.003
ssd,1975,36.384
ssd,1976,36.729
ssd,1977,37.023
ssd,1978,37.265
ssd,1979,37.464
ssd,1980,37.639
ssd,1981,37.815
ssd,1982,38.023
ssd,1983,38.286
ssd,1984,38.621
ssd,1985,39.039
ssd,1986,39.547
ssd,1987,40.129
ssd,1988,40.766
ssd,1989,41.445
ssd,1990,42.149
ssd,1991,42.863
ssd,1992,43.571
ssd,1993,44.258
ssd,1994,44.913
ssd,1995,45.523
ssd,1996,46.079
ssd,1997,46.588
ssd,1998,47.062
ssd,1999,47.511
ssd,2000,47.955
ssd,2001,48.416
ssd,2002,48.911
ssd,2003,49.446
ssd,2004,50.023
ssd,2005,50.633
ssd,2006,51.264
ssd,2007,51.891
ssd,2008,52.494
ssd,2009,53.059
ssd,2010,53.575
ssd,2011,54.032
ssd,2012,54.435
ssd,2013,54.792
ssd,2014,55.106
ssd,2015,55.386
ssd,2016,55.64
ssd,2017,55.88
ssd,2018,56.115
ssd,2019,56.351
ssd,2020,56.593
stp,1960,48.945
stp,1961,49.457
stp,1962,49.956
stp,1963,50.437
stp,1964,50.902
stp,1965,51.36
stp,1966,51.824
stp,1967,52.306
stp,1968,52.813
stp,1969,53.345
stp,1970,53.901
stp,1971,54.48
stp,1972,55.067
stp,1973,55.644
stp,1974,56.195
stp,1975,56.702
stp,1976,57.15
stp,1977,57.528
stp,1978,57.828
stp,1979,58.044
stp,1980,58.164
stp,1981,58.18
stp,1982,58.104
stp,1983,57.953
stp,1984,57.744
stp,1985,57.496
stp,1986,57.226
stp,1987,56.955
stp,1988,56.707
stp,1989,56.505
stp,1990,56.37
stp,1991,56.316
stp,1992,56.342
stp,1993,56.447
stp,1994,56.636
stp,1995,56.913
stp,1996,57.279
stp,1997,57.724
stp,1998,58.233
stp,1999,58.793
stp,2000,59.39
stp,2001,60.013
stp,2002,60.65
stp,2003,61.288
stp,2004,61.915
stp,2005,62.521
stp,2006,63.101
stp,2007,63.658
stp,2008,64.192
stp,2009,64.698
stp,2010,65.173
stp,2011,65.613
stp,2012,66.02
stp,2013,66.395
stp,2014,66.737
stp,2015,67.045
stp,2016,67.321
stp,2017,67.565
stp,2018,67.783
stp,2019,67.98
stp,2020,68.159
sur,1960,57.928
sur,1961,58.26
sur,1962,58.576
sur,1963,58.882
sur,1964,59.182
sur,1965,59.477
sur,1966,59.765
sur,1967,60.043
sur,1968,60.308
sur,1969,60.562
sur,1970,60.805
sur,1971,61.039
sur,1972,61.267
sur,1973,61.49
sur,1974,61.711
sur,1975,61.934
sur,1976,62.16
sur,1977,62.391
sur,1978,62.623
sur,1979,62.854
sur,1980,63.078
sur,1981,63.288
sur,1982,63.48
sur,1983,63.649
sur,1984,63.796
sur,1985,63.923
sur,1986,64.033
sur,1987,64.134
sur,1988,64.23
sur,1989,64.322
sur,1990,64.408
sur,1991,64.484
sur,1992,64.547
sur,1993,64.594
sur,1994,64.627
sur,1995,64.644
sur,1996,64.643
sur,1997,64.63
sur,1998,64.614
sur,1999,64.608
sur,2000,64.635
sur,2001,64.717
sur,2002,64.866
sur,2003,65.085
sur,2004,65.367
sur,2005,65.7
sur,2006,66.063
sur,2007,66.427
sur,2008,66.77
sur,2009,67.076
sur,2010,67.336
sur,2011,67.547
sur,2012,67.719
sur,2013,67.863
sur,2014,67.983
sur,2015,68.088
sur,2016,68.183
sur,2017,68.274
sur,2018,68.368
sur,2019,68.468
sur,2020,68.577
svk,1960,67.75
svk,1961,68.025
svk,1962,68.184
svk,1963,68.232
svk,1964,68.184
svk,1965,68.058
svk,1966,67.875
svk,1967,67.66
svk,1968,67.44
svk,1969,67.234
svk,1970,67.064
svk,1971,66.939
svk,1972,66.856
svk,1973,66.808
svk,1974,66.792
svk,1975,66.8
svk,1976,66.821
svk,1977,66.843
svk,1978,66.855
svk,1979,66.856
svk,1980,66.75
svk,1981,66.8
svk,1982,66.85
svk,1983,66.64
svk,1984,66.79
svk,1985,66.92
svk,1986,67.47
svk,1987,67.24
svk,1988,67.12
svk,1989,66.88
svk,1990,66.64
svk,1991,66.8
svk,1992,67.6
svk,1993,68.4
svk,1994,68.3
svk,1995,68.4
svk,1996,68.8
svk,1997,68.9
svk,1998,68.6
svk,1999,69
svk,2000,69.1
svk,2001,69.5
svk,2002,69.8
svk,2003,69.8
svk,2004,70.3
svk,2005,70.1
svk,2006,70.4
svk,2007,70.5
svk,2008,70.9
svk,2009,71.3
svk,2010,71.6
svk,2011,72.3
svk,2012,72.5
svk,2013,72.9
svk,2014,73.3
svk,2015,73.1
svk,2016,73.8
svk,2017,73.8
svk,2018,73.9
svk,2019,74.3
svk,2020,73.5
svn,1960,66.1
svn,1961,66.1
svn,1962,66.1
svn,1963,65.5
svn,1964,65.2
svn,1965,65
svn,1966,65.5
svn,1967,66
svn,1968,65.6
svn,1969,64.8
svn,1970,65
svn,1971,65.2
svn,1972,65.4
svn,1973,65.6
svn,1974,66.6
svn,1975,66.7
svn,1976,66.6
svn,1977,66.8
svn,1978,66.8
svn,1979,67
svn,1980,67.3
svn,1981,67.4
svn,1982,67.2
svn,1983,66.2
svn,1984,67
svn,1985,67.4
svn,1986,67.9
svn,1987,68.1
svn,1988,68.3
svn,1989,68.9
svn,1990,69.4
svn,1991,69.5
svn,1992,69.5
svn,1993,69.4
svn,1994,69.6
svn,1995,70.3
svn,1996,70.8
svn,1997,71
svn,1998,71.1
svn,1999,71.4
svn,2000,71.9
svn,2001,72.1
svn,2002,72.3
svn,2003,73.2
svn,2004,73.5
svn,2005,74.1
svn,2006,74.55
svn,2007,75
svn,2008,75.4
svn,2009,75.8
svn,2010,76.3
svn,2011,76.8
svn,2012,77.1
svn,2013,77.2
svn,2014,78.2
svn,2015,77.8
svn,2016,78.2
svn,2017,78.2
svn,2018,78.5
svn,2019,78.7
svn,2020,77.8
swe,1960,71.23
swe,1961,71.65
swe,1962,71.37
swe,1963,71.57
swe,1964,71.66
swe,1965,71.73
swe,1966,71.82
swe,1967,71.82
swe,1968,71.69
swe,1969,71.68
swe,1970,72.22
swe,1971,71.98
swe,1972,72.04
swe,1973,72.16
swe,1974,72.2
swe,1975,72.17
swe,1976,72.14
swe,1977,72.37
swe,1978,72.43
swe,1979,72.49
swe,1980,72.78
swe,1981,73.07
swe,1982,73.42
swe,1983,73.62
swe,1984,73.85
swe,1985,73.78
swe,1986,73.98
swe,1987,74.18
swe,1988,74.15
swe,1989,74.8
swe,1990,74.81
swe,1991,74.94
swe,1992,75.35
swe,1993,75.48
swe,1994,76.06
swe,1995,76.16
swe,1996,76.52
swe,1997,76.7
swe,1998,76.9
swe,1999,77.1
swe,2000,77.4
swe,2001,77.6
swe,2002,77.7
swe,2003,77.9
swe,2004,78.4
swe,2005,78.4
swe,2006,78.7
swe,2007,78.9
swe,2008,79.1
swe,2009,79.4
swe,2010,79.5
swe,2011,79.9
swe,2012,79.9
swe,2013,80.2
swe,2014,80.4
swe,2015,80.4
swe,2016,80.6
swe,2017,80.8
swe,2018,80.9
swe,2019,81.5
swe,2020,80.7
swz,1960,41.496
swz,1961,41.893
swz,1962,42.285
swz,1963,42.677
swz,1964,43.079
swz,1965,43.501
swz,1966,43.954
swz,1967,44.447
swz,1968,44.982
swz,1969,45.563
swz,1970,46.188
swz,1971,46.853
swz,1972,47.549
swz,1973,48.266
swz,1974,48.999
swz,1975,49.748
swz,1976,50.514
swz,1977,51.297
swz,1978,52.096
swz,1979,52.904
swz,1980,53.726
swz,1981,54.571
swz,1982,55.431
swz,1983,56.287
swz,1984,57.111
swz,1985,57.885
swz,1986,58.596
swz,1987,59.213
swz,1988,59.691
swz,1989,59.975
swz,1990,59.978
swz,1991,59.609
swz,1992,58.844
swz,1993,57.696
swz,1994,56.202
swz,1995,54.414
swz,1996,52.401
swz,1997,50.283
swz,1998,48.19
swz,1999,46.228
swz,2000,44.5
swz,2001,43.078
swz,2002,41.972
swz,2003,41.189
swz,2004,40.749
swz,2005,40.663
swz,2006,40.923
swz,2007,41.473
swz,2008,42.255
swz,2009,43.227
swz,2010,44.369
swz,2011,45.679
swz,2012,47.133
swz,2013,48.683
swz,2014,50.263
swz,2015,51.781
swz,2016,53.152
swz,2017,54.329
swz,2018,55.284
swz,2019,56.007
swz,2020,56.515
sxm,2007,72.3
sxm,2008,72
sxm,2009,73.1
sxm,2012,69.2
sxm,2014,73.8
sxm,2015,74
sxm,2016,74
syc,1980,65.5
syc,1981,67.7
syc,1982,64.3
syc,1983,65.7
syc,1984,65.7
syc,1985,63.6
syc,1986,64.9
syc,1987,63.7
syc,1988,64.8
syc,1989,62.8
syc,1990,62.4
syc,1991,65.2
syc,1992,65.8
syc,1993,64.2
syc,1994,65.9
syc,1995,65.8
syc,1996,66
syc,1997,65.7
syc,1998,67.6
syc,1999,67.4
syc,2000,67.9
syc,2001,67.4
syc,2002,66.6
syc,2003,66.2
syc,2004,69.1
syc,2005,67.4
syc,2006,68.9
syc,2007,68.9
syc,2008,67.7
syc,2009,68.4
syc,2010,69.1
syc,2011,67.7
syc,2012,69.3
syc,2013,69.9
syc,2014,68.4
syc,2015,70.1
syc,2016,68.7
syc,2017,70.3
syc,2018,68.5
syc,2019,69.9
syc,2020,72.7
syr,1960,50.671
syr,1961,51.257
syr,1962,51.854
syr,1963,52.468
syr,1964,53.103
syr,1965,53.765
syr,1966,54.46
syr,1967,55.188
syr,1968,55.944
syr,1969,56.722
syr,1970,57.513
syr,1971,58.307
syr,1972,59.092
syr,1973,59.86
syr,1974,60.603
syr,1975,61.318
syr,1976,62.005
syr,1977,62.671
syr,1978,63.317
syr,1979,63.943
syr,1980,64.548
syr,1981,65.132
syr,1982,65.693
syr,1983,66.227
syr,1984,66.734
syr,1985,67.21
syr,1986,67.652
syr,1987,68.058
syr,1988,68.43
syr,1989,68.768
syr,1990,69.074
syr,1991,69.347
syr,1992,69.593
syr,1993,69.815
syr,1994,70.019
syr,1995,70.207
syr,1996,70.383
syr,1997,70.549
syr,1998,70.706
syr,1999,70.859
syr,2000,71.034
syr,2001,71.269
syr,2002,71.559
syr,2003,71.873
syr,2004,72.161
syr,2005,72.299
syr,2006,72.14
syr,2007,71.613
syr,2008,70.717
syr,2009,69.509
syr,2010,68.113
syr,2011,66.697
syr,2012,65.451
syr,2013,64.533
syr,2014,64.032
syr,2015,64.019
syr,2016,64.512
syr,2017,65.407
syr,2018,66.578
syr,2019,67.941
syr,2020,69.387
tcd,1960,35.956
tcd,1961,36.304
tcd,1962,36.655
tcd,1963,37.012
tcd,1964,37.377
tcd,1965,37.758
tcd,1966,38.163
tcd,1967,38.595
tcd,1968,39.053
tcd,1969,39.529
tcd,1970,40.015
tcd,1971,40.498
tcd,1972,40.965
tcd,1973,41.404
tcd,1974,41.811
tcd,1975,42.182
tcd,1976,42.516
tcd,1977,42.824
tcd,1978,43.113
tcd,1979,43.387
tcd,1980,43.653
tcd,1981,43.921
tcd,1982,44.192
tcd,1983,44.465
tcd,1984,44.736
tcd,1985,44.995
tcd,1986,45.229
tcd,1987,45.429
tcd,1988,45.588
tcd,1989,45.709
tcd,1990,45.798
tcd,1991,45.869
tcd,1992,45.936
tcd,1993,46.01
tcd,1994,46.094
tcd,1995,46.186
tcd,1996,46.275
tcd,1997,46.353
tcd,1998,46.417
tcd,1999,46.473
tcd,2000,46.534
tcd,2001,46.613
tcd,2002,46.726
tcd,2003,46.885
tcd,2004,47.098
tcd,2005,47.376
tcd,2006,47.725
tcd,2007,48.138
tcd,2008,48.599
tcd,2009,49.095
tcd,2010,49.604
tcd,2011,50.105
tcd,2012,50.579
tcd,2013,51.014
tcd,2014,51.403
tcd,2015,51.743
tcd,2016,52.041
tcd,2017,52.315
tcd,2018,52.577
tcd,2019,52.835
tcd,2020,53.093
tgo,1960,39.366
