geo,time,st_int_tvlx_cd
col,2000,1060000000
col,2001,1164000000
col,2002,1075000000
col,2003,1062000000
col,2004,1185000000
col,2005,1499000000
col,2006,1690000000
col,2007,1904000000
col,2008,2177000000
col,2009,2252000000
col,2010,2641000000
col,2011,3032000000
col,2012,3626000000
col,2013,3941000000
col,2014,4683000000
col,2015,4318000000
col,2016,4254000000
col,2017,4475000000
col,2018,4784000000
col,2019,4935000000
col,2020,1396000000
com,1995,7000000
com,2005,9600000.38147
com,2006,11000000
com,2007,15199999.80927
com,2008,15300000.19073
com,2009,17100000.38147
com,2010,19100000.38147
com,2011,21100000.38147
com,2012,19700000.76294
com,2014,24000000
com,2015,19000000
com,2016,21000000
com,2017,24000000
com,2018,28000000
com,2019,31000000
com,2020,31000000
cpv,1995,16000000
cpv,1996,18000000
cpv,1997,17000000
cpv,1998,24000000
cpv,1999,41000000
cpv,2000,36000000
cpv,2001,47000000
cpv,2002,56000000
cpv,2003,73000000
cpv,2004,78000000
cpv,2005,67000000
cpv,2006,82000000
cpv,2007,107000000
cpv,2008,133000000
cpv,2009,136000000
cpv,2010,129000000
cpv,2011,132000000
cpv,2012,127000000
cpv,2013,120000000
cpv,2014,110000000
cpv,2015,101000000
cpv,2016,71000000
cpv,2017,78000000
cpv,2018,85000000
cpv,2019,85000000
cpv,2020,52000000
cri,1995,323000000
cri,1996,336000000
cri,1997,348000000
cri,1998,409000000
cri,1999,447000000
cri,2000,479000000
cri,2001,360000000
cri,2002,341000000
cri,2003,349000000
cri,2004,401000000
cri,2005,463000000
cri,2006,479000000
cri,2007,625000000
cri,2008,586000000
cri,2009,363000000
cri,2010,418000000
cri,2011,400000000
cri,2012,422000000
cri,2013,425000000
cri,2014,450000000
cri,2015,690000000
cri,2016,803000000
cri,2017,1044000000
cri,2018,838000000
cri,2019,950000000
cri,2020,300000000
cym,2016,194000000
cym,2017,206000000
cym,2018,214000000
cym,2019,227000000
cyp,1995,329734649.6582
cyp,1996,365293487.54883
cyp,1997,385000000
cyp,1998,408000000
cyp,1999,431000000
cyp,2000,413000000
cyp,2001,428000000
cyp,2002,512000000
cyp,2003,611000000
cyp,2004,811000000
cyp,2005,932000000
cyp,2006,967000000
cyp,2007,1479000000
cyp,2008,1666000000
cyp,2009,1405000000
cyp,2010,1320000000
cyp,2011,1366000000
cyp,2012,1318000000
cyp,2013,1254000000
cyp,2014,1343000000
cyp,2015,1080000000
cyp,2016,1120000000
cyp,2017,1378000000
cyp,2018,1569000000
cyp,2019,1596000000
cyp,2020,880000000
cze,1995,1635000000
cze,1996,2960000000
cze,1997,2355000000
cze,1998,1908000000
cze,1999,1493000000
cze,2000,1276000000
cze,2001,1386000000
cze,2002,1597000000
cze,2003,1934000000
cze,2004,2280000000
cze,2005,2405000000
cze,2006,2765000000
cze,2007,3768000000
cze,2008,4884000000
cze,2009,4255000000
cze,2010,4252000000
cze,2011,4789000000
cze,2012,4472000000
cze,2013,4637000000
cze,2014,5133000000
cze,2015,4772000000
cze,2016,4920000000
cze,2017,5465000000
cze,2018,5972000000
cze,2019,5889000000
cze,2020,3430000000
deu,1995,60260000000
deu,1996,59076000000
deu,1997,53667000000
deu,1998,54423000000
deu,1999,55877000000
deu,2000,52829000000
deu,2001,51824000000
deu,2002,53052000000
deu,2003,65290000000
deu,2004,71231000000
deu,2005,74167000000
deu,2006,74153000000
deu,2007,83138000000
deu,2008,91641000000
deu,2009,81461000000
deu,2010,77566000000
deu,2011,86227000000
deu,2012,83202000000
deu,2013,91311000000
deu,2014,93284000000
deu,2015,77468000000
deu,2016,79923000000
deu,2017,89736000000
deu,2018,95199000000
deu,2019,93097000000
deu,2020,38752000000
dji,1995,3799999.95232
dji,1996,3900000.09537
dji,1997,5000000
dji,1998,2599999.90463
dji,1999,2900000.09537
dji,2000,5900000.09537
dji,2001,4000000
dji,2002,2799999.95232
dji,2003,2799999.95232
dji,2004,2799999.95232
dji,2005,2900000.09537
dji,2006,3500000
dji,2007,2599999.90463
dji,2008,3700000.04768
dji,2009,5800000.19073
dji,2010,8600000.38147
dji,2011,21000000
dji,2012,18399999.61853
dji,2013,19200000.76294
dji,2014,21500000
dji,2015,28500000
dji,2016,23500000
dji,2017,27799999.23706
dji,2018,22299999.23706
dji,2019,25000000
dji,2020,14899999.61853
dma,1995,6000000
dma,1996,7000000
dma,1997,7000000
dma,1998,8000000
dma,1999,9000000
dma,2000,9000000
dma,2001,9000000
dma,2002,9000000
dma,2003,9000000
dma,2004,9000000
dma,2005,10000000
dma,2006,10000000
dma,2007,11000000
dma,2008,11000000
dma,2009,13000000
dma,2010,13000000
dma,2011,12000000
dma,2012,12000000
dma,2013,13000000
dma,2014,26000000
dma,2015,22000000
dma,2016,23000000
dma,2017,19000000
dma,2018,20000000
dma,2019,22000000
dma,2020,6000000
dnk,1995,4288000000
dnk,1996,4140000000
dnk,1997,4194000000
dnk,1998,4577000000
dnk,1999,4899000000
dnk,2000,4669000000
dnk,2001,4861000000
dnk,2002,5838000000
dnk,2003,6659000000
dnk,2004,7279000000
dnk,2005,6850000000
dnk,2006,7486000000
dnk,2007,8830000000
dnk,2008,9698000000
dnk,2009,8968000000
dnk,2010,9082000000
dnk,2011,9840000000
dnk,2012,9600000000
dnk,2013,10072000000
dnk,2014,10443000000
dnk,2015,8918000000
dnk,2016,9174000000
dnk,2017,9804000000
dnk,2018,10538000000
dnk,2019,10037000000
dnk,2020,5636000000
dom,1995,173000000
dom,1996,198000000
dom,1997,221000000
dom,1998,254000000
dom,1999,264000000
dom,2000,309000000
dom,2001,291000000
dom,2002,295000000
dom,2003,272000000
dom,2004,310000000
dom,2005,352000000
dom,2006,333000000
dom,2007,326000000
dom,2008,327000000
dom,2009,359000000
dom,2010,395000000
dom,2011,396000000
dom,2012,399000000
dom,2013,382000000
dom,2014,407000000
dom,2015,463000000
dom,2016,503000000
dom,2017,530000000
dom,2018,549000000
dom,2019,624000000
dom,2020,214000000
dza,1995,186000000
dza,1996,188000000
dza,1997,144000000
dza,1998,269000000
dza,1999,251000000
dza,2000,193000000
dza,2001,194000000
dza,2002,248000000
dza,2003,255000000
dza,2004,341000000
dza,2005,370000000
dza,2006,349000000
dza,2007,376000000
dza,2008,468000000
dza,2009,456000000
dza,2010,601000000
dza,2011,527000000
dza,2012,529000000
dza,2013,471000000
dza,2014,608000000
dza,2015,685000000
dza,2016,474000000
dza,2017,580000000
dza,2018,498000000
dza,2019,638000000
dza,2020,234000000
ecu,1995,235000000
ecu,1996,219000000
ecu,1997,227000000
ecu,1998,241000000
ecu,1999,271000000
ecu,2000,299000000
ecu,2001,340000000
ecu,2002,364000000
ecu,2003,354000000
ecu,2004,391000000
ecu,2005,429000000
ecu,2006,466000000
ecu,2007,504000000
ecu,2008,542000000
ecu,2009,549000000
ecu,2010,568000000
ecu,2011,594000000
ecu,2012,611000000
ecu,2013,623000000
ecu,2014,635000000
ecu,2015,639000000
ecu,2016,1081000000
ecu,2017,1064000000
ecu,2018,1134000000
ecu,2019,1216000000
ecu,2020,408000000
egy,1995,1278000000
egy,1996,1317000000
egy,1997,1347000000
egy,1998,1153000000
egy,1999,1078000000
egy,2000,1072000000
egy,2001,1132000000
egy,2002,1266000000
egy,2003,1321000000
egy,2004,1257000000
egy,2005,1629000000
egy,2006,1784000000
egy,2007,2446000000
egy,2008,2915000000
egy,2009,2538000000
egy,2010,2240000000
egy,2011,2203000000
egy,2012,2618000000
egy,2013,3014000000
egy,2014,3140000000
egy,2015,3442000000
egy,2016,4110000000
egy,2017,2160000000
egy,2018,2667000000
egy,2019,3518000000
egy,2020,2509000000
esp,1995,4539000000
esp,1996,5057000000
esp,1997,4681000000
esp,1998,5288000000
esp,1999,5908000000
esp,2000,5969000000
esp,2001,6584000000
esp,2002,7372000000
esp,2003,9172000000
esp,2004,12295000000
esp,2005,15169000000
esp,2006,16830000000
esp,2007,19866000000
esp,2008,20543000000
esp,2009,17146000000
esp,2010,16926000000
esp,2011,17387000000
esp,2012,15395000000
esp,2013,16433000000
esp,2014,17976000000
esp,2015,17429000000
esp,2016,18803000000
esp,2017,22346000000
esp,2018,26329000000
esp,2019,27858000000
esp,2020,8742000000
est,1995,91000000
est,1996,101000000
est,1997,120000000
est,1998,155000000
est,1999,215000000
est,2000,204000000
est,2001,192000000
est,2002,231000000
est,2003,319000000
est,2004,399000000
est,2005,439000000
est,2006,586000000
est,2007,670000000
est,2008,809000000
est,2009,605000000
est,2010,633000000
est,2011,806000000
est,2012,796000000
est,2013,1059000000
est,2014,1181000000
est,2015,1026000000
est,2016,1162000000
est,2017,1247000000
est,2018,1463000000
est,2019,1545000000
est,2020,594000000
eth,1995,25000000
eth,1996,25000000
eth,1997,40000000
eth,1998,46000000
eth,1999,51000000
eth,2000,74000000
eth,2001,44000000
eth,2002,45000000
eth,2003,50000000
eth,2004,58000000
eth,2005,77000000
eth,2006,97000000
eth,2007,107000000
eth,2008,156000000
eth,2009,138000000
eth,2010,143000000
eth,2011,170000000
eth,2012,181000000
eth,2013,214000000
eth,2014,283000000
eth,2015,372000000
eth,2016,461000000
eth,2017,356000000
eth,2018,612000000
eth,2019,661000000
eth,2020,322000000
fin,1995,2278000000
fin,1996,2285000000
fin,1997,2080000000
fin,1998,2062000000
fin,1999,2035000000
fin,2000,1852000000
fin,2001,1852000000
fin,2002,2008000000
