geo,time,sh_dth_imrt
are,1979,819
are,1980,824
are,1981,823
are,1982,819
are,1983,811
are,1984,801
are,1985,786
are,1986,767
are,1987,746
are,1988,722
are,1989,698
are,1990,672
are,1991,645
are,1992,618
are,1993,592
are,1994,568
are,1995,547
are,1996,529
are,1997,514
are,1998,504
are,1999,498
are,2000,498
are,2001,504
are,2002,517
are,2003,534
are,2004,555
are,2005,579
are,2006,605
are,2007,632
are,2008,655
are,2009,672
are,2010,683
are,2011,687
are,2012,686
are,2013,681
are,2014,672
are,2015,658
are,2016,641
are,2017,621
are,2018,600
are,2019,581
are,2020,562
arg,1970,31880
arg,1971,32344
arg,1972,32836
arg,1973,33230
arg,1974,33427
arg,1975,33230
arg,1976,32491
arg,1977,31199
arg,1978,29435
arg,1979,27349
arg,1980,25266
arg,1981,23404
arg,1982,21798
arg,1983,20433
arg,1984,19300
arg,1985,18498
arg,1986,18075
arg,1987,17966
arg,1988,18038
arg,1989,18168
arg,1990,18201
arg,1991,18003
arg,1992,17571
arg,1993,16981
arg,1994,16286
arg,1995,15555
arg,1996,14836
arg,1997,14164
arg,1998,13557
arg,1999,13022
arg,2000,12559
arg,2001,12152
arg,2002,11779
arg,2003,11413
arg,2004,11047
arg,2005,10716
arg,2006,10454
arg,2007,10242
arg,2008,10043
arg,2009,9821
arg,2010,9554
arg,2011,9228
arg,2012,8861
arg,2013,8479
arg,2014,8102
arg,2015,7719
arg,2016,7322
arg,2017,6915
arg,2018,6503
arg,2019,6095
arg,2020,5719
arm,1977,4449
arm,1978,4421
arm,1979,4390
arm,1980,4357
arm,1981,4320
arm,1982,4277
arm,1983,4228
arm,1984,4159
arm,1985,4070
arm,1986,3953
arm,1987,3803
arm,1988,4697
arm,1989,3404
arm,1990,3175
arm,1991,2916
arm,1992,2642
arm,1993,2364
arm,1994,2095
arm,1995,1844
arm,1996,1623
arm,1997,1434
arm,1998,1281
arm,1999,1161
arm,2000,1073
arm,2001,1011
arm,2002,968
arm,2003,936
arm,2004,908
arm,2005,880
arm,2006,852
arm,2007,822
arm,2008,791
arm,2009,758
arm,2010,723
arm,2011,686
arm,2012,649
arm,2013,614
arm,2014,579
arm,2015,545
arm,2016,512
arm,2017,479
arm,2018,447
arm,2019,416
arm,2020,387
atg,1960,110
atg,1961,104
atg,1962,96
atg,1963,89
atg,1964,81
atg,1965,73
atg,1966,65
atg,1967,58
atg,1968,52
atg,1969,46
atg,1970,41
atg,1971,37
atg,1972,33
atg,1973,29
atg,1974,26
atg,1975,23
atg,1976,21
atg,1977,18
atg,1978,17
atg,1979,15
atg,1980,14
atg,1981,13
atg,1982,13
atg,1983,13
atg,1984,12
atg,1985,12
atg,1986,12
atg,1987,12
atg,1988,12
atg,1989,13
atg,1990,13
atg,1991,14
atg,1992,14
atg,1993,15
atg,1994,16
atg,1995,17
atg,1996,17
atg,1997,18
atg,1998,18
atg,1999,19
atg,2000,19
atg,2001,18
atg,2002,18
atg,2003,17
atg,2004,17
atg,2005,16
atg,2006,15
atg,2007,14
atg,2008,13
atg,2009,13
atg,2010,12
atg,2011,11
atg,2012,11
atg,2013,10
atg,2014,10
atg,2015,10
atg,2016,9
atg,2017,9
atg,2018,9
atg,2019,8
atg,2020,8
aus,1960,4574
aus,1961,4519
aus,1962,4459
aus,1963,4398
aus,1964,4349
aus,1965,4318
aus,1966,4314
aus,1967,4342
aus,1968,4384
aus,1969,4418
aus,1970,4415
aus,1971,4355
aus,1972,4221
aus,1973,4017
aus,1974,3759
aus,1975,3469
aus,1976,3183
aus,1977,2928
aus,1978,2718
aus,1979,2557
aus,1980,2442
aus,1981,2366
aus,1982,2320
aus,1983,2290
aus,1984,2262
aus,1985,2231
aus,1986,2190
aus,1987,2140
aus,1988,2077
aus,1989,2000
aus,1990,1911
aus,1991,1815
aus,1992,1717
aus,1993,1624
aus,1994,1542
aus,1995,1473
aus,1996,1415
aus,1997,1367
aus,1998,1326
aus,1999,1291
aus,2000,1261
aus,2001,1242
aus,2002,1237
aus,2003,1243
aus,2004,1255
aus,2005,1268
aus,2006,1276
aus,2007,1274
aus,2008,1261
aus,2009,1235
aus,2010,1199
aus,2011,1157
aus,2012,1114
aus,2013,1075
aus,2014,1045
aus,2015,1025
aus,2016,1014
aus,2017,1010
aus,2018,1008
aus,2019,1005
aus,2020,1000
aut,1960,4752
aut,1961,4538
aut,1962,4333
aut,1963,4139
aut,1964,3956
aut,1965,3774
aut,1966,3595
aut,1967,3417
aut,1968,3250
aut,1969,3100
aut,1970,2962
aut,1971,2810
aut,1972,2623
aut,1973,2399
aut,1974,2144
aut,1975,1883
aut,1976,1656
aut,1977,1486
aut,1978,1364
aut,1979,1275
aut,1980,1209
aut,1981,1154
aut,1982,1102
aut,1983,1049
aut,1984,993
aut,1985,934
aut,1986,876
aut,1987,820
aut,1988,772
aut,1989,736
aut,1990,710
aut,1991,683
aut,1992,647
aut,1993,603
aut,1994,554
aut,1995,506
aut,1996,462
aut,1997,428
aut,1998,403
aut,1999,385
aut,2000,371
aut,2001,360
aut,2002,350
aut,2003,339
aut,2004,327
aut,2005,315
aut,2006,304
aut,2007,296
aut,2008,291
aut,2009,286
aut,2010,280
aut,2011,273
aut,2012,266
aut,2013,260
aut,2014,255
aut,2015,253
aut,2016,252
aut,2017,253
aut,2018,256
aut,2019,260
aut,2020,265
aze,1983,14796
aze,1984,15020
aze,1985,15234
aze,1986,15401
aze,1987,15524
aze,1988,15562
aze,1989,15554
aze,1990,15482
aze,1991,15326
aze,1992,15056
aze,1993,14613
aze,1994,14006
aze,1995,13241
aze,1996,12351
aze,1997,11388
aze,1998,10414
aze,1999,9474
aze,2000,8618
aze,2001,7888
aze,2002,7265
aze,2003,6749
aze,2004,6336
aze,2005,6005
aze,2006,5758
aze,2007,5575
aze,2008,5440
aze,2009,5327
aze,2010,5206
aze,2011,5068
aze,2012,4890
aze,2013,4674
aze,2014,4416
aze,2015,4135
aze,2016,3827
aze,2017,3513
aze,2018,3238
aze,2019,2981
aze,2020,2751
bdi,1965,20846
bdi,1966,21460
bdi,1967,22025
bdi,1968,22553
bdi,1969,23063
bdi,1970,23551
bdi,1971,23989
bdi,1972,26966
bdi,1973,24940
bdi,1974,25592
bdi,1975,26226
bdi,1976,26822
bdi,1977,27260
bdi,1978,27483
bdi,1979,27464
bdi,1980,27224
bdi,1981,26843
bdi,1982,26409
bdi,1983,25938
bdi,1984,25540
bdi,1985,25366
bdi,1986,25418
bdi,1987,25682
bdi,1988,26118
bdi,1989,26663
bdi,1990,27189
bdi,1991,27601
bdi,1992,27888
bdi,1993,29277
bdi,1994,27922
bdi,1995,27780
bdi,1996,27476
bdi,1997,27103
bdi,1998,26644
bdi,1999,26179
bdi,2000,25764
bdi,2001,25436
bdi,2002,25156
bdi,2003,24904
bdi,2004,24631
bdi,2005,24226
bdi,2006,23759
bdi,2007,23254
bdi,2008,22731
bdi,2009,22189
bdi,2010,21626
bdi,2011,21076
bdi,2012,20494
bdi,2013,19924
bdi,2014,19370
bdi,2015,18905
bdi,2016,18494
bdi,2017,18103
bdi,2018,17775
bdi,2019,17448
bdi,2020,17135
bel,1960,4633
bel,1961,4464
bel,1962,4297
bel,1963,4118
bel,1964,3928
bel,1965,3735
bel,1966,3547
bel,1967,3372
bel,1968,3211
bel,1969,3054
bel,1970,2887
bel,1971,2709
bel,1972,2522
bel,1973,2332
bel,1974,2152
bel,1975,1991
bel,1976,1851
bel,1977,1733
bel,1978,1631
bel,1979,1544
bel,1980,1465
bel,1981,1393
bel,1982,1325
bel,1983,1263
bel,1984,1207
bel,1985,1162
bel,1986,1125
bel,1987,1091
bel,1988,1057
bel,1989,1026
bel,1990,997
bel,1991,966
bel,1992,926
bel,1993,874
bel,1994,813
bel,1995,749
bel,1996,688
bel,1997,637
bel,1998,599
bel,1999,569
bel,2000,545
bel,2001,526
bel,2002,510
bel,2003,497
bel,2004,488
bel,2005,482
bel,2006,478
bel,2007,475
bel,2008,471
bel,2009,466
bel,2010,460
bel,2011,452
bel,2012,442
bel,2013,432
bel,2014,423
bel,2015,418
bel,2016,415
bel,2017,417
bel,2018,422
bel,2019,426
bel,2020,427
ben,1960,19078
ben,1961,19213
ben,1962,19342
ben,1963,19472
ben,1964,19588
ben,1965,19687
ben,1966,19798
ben,1967,19911
ben,1968,20034
ben,1969,20154
ben,1970,20281
ben,1971,20414
ben,1972,20533
ben,1973,20646
ben,1974,20749
ben,1975,20852
ben,1976,20942
ben,1977,21043
ben,1978,21164
ben,1979,21320
ben,1980,21489
ben,1981,21672
ben,1982,21864
ben,1983,22068
ben,1984,22276
ben,1985,22482
ben,1986,22676
ben,1987,22874
ben,1988,23051
ben,1989,23216
ben,1990,23380
ben,1991,23527
ben,1992,23651
ben,1993,23761
ben,1994,23853
ben,1995,23943
ben,1996,24029
ben,1997,24101
ben,1998,24155
ben,1999,24195
ben,2000,24217
ben,2001,24234
ben,2002,24246
ben,2003,24265
ben,2004,24294
ben,2005,24330
ben,2006,24387
ben,2007,24461
ben,2008,24526
ben,2009,24597
ben,2010,24656
ben,2011,24682
ben,2012,24685
ben,2013,24665
ben,2014,24625
ben,2015,24578
ben,2016,24498
ben,2017,24408
ben,2018,24283
ben,2019,24104
ben,2020,23913
bfa,1960,34568
bfa,1961,34674
bfa,1962,34847
bfa,1963,35077
bfa,1964,35330
bfa,1965,35619
bfa,1966,35953
bfa,1967,36332
bfa,1968,36712
bfa,1969,37099
bfa,1970,37463
bfa,1971,37811
bfa,1972,38073
bfa,1973,38203
bfa,1974,38190
bfa,1975,38038
bfa,1976,37787
bfa,1977,37554
bfa,1978,37395
bfa,1979,37340
bfa,1980,37392
bfa,1981,37551
bfa,1982,37745
bfa,1983,37945
bfa,1984,38150
bfa,1985,38315
bfa,1986,38447
bfa,1987,38652
bfa,1988,38981
bfa,1989,39496
bfa,1990,40203
bfa,1991,41077
bfa,1992,42057
bfa,1993,43049
bfa,1994,44005
bfa,1995,44844
bfa,1996,45532
bfa,1997,46125
bfa,1998,46693
bfa,1999,47182
bfa,2000,47614
bfa,2001,47946
bfa,2002,48152
bfa,2003,48164
bfa,2004,47974
bfa,2005,47574
bfa,2006,46994
bfa,2007,46289
bfa,2008,45537
bfa,2009,44833
bfa,2010,44205
bfa,2011,43691
bfa,2012,43189
bfa,2013,42722
bfa,2014,42310
bfa,2015,41924
bfa,2016,41567
bfa,2017,41197
bfa,2018,40845
bfa,2019,40529
bfa,2020,40241
bgd,1960,389890
bgd,1961,392095
bgd,1962,394925
bgd,1963,398447
bgd,1964,402624
bgd,1965,407431
bgd,1966,413453
bgd,1967,419950
bgd,1968,426919
bgd,1969,434072
bgd,1970,491366
bgd,1971,619616
bgd,1972,449544
bgd,1973,459009
bgd,1974,462594
bgd,1975,464772
bgd,1976,466010
bgd,1977,466010
bgd,1978,465049
bgd,1979,462893
bgd,1980,459765
bgd,1981,455716
bgd,1982,450342
bgd,1983,443558
bgd,1984,435045
bgd,1985,424902
bgd,1986,413843
bgd,1987,401352
bgd,1988,388104
bgd,1989,374237
bgd,1990,359910
bgd,1991,345141
bgd,1992,330187
bgd,1993,315347
bgd,1994,300680
bgd,1995,286226
bgd,1996,272104
bgd,1997,258271
bgd,1998,244875
bgd,1999,231977
bgd,2000,219496
bgd,2001,207511
bgd,2002,195993
bgd,2003,185010
bgd,2004,174442
bgd,2005,164247
bgd,2006,154428
bgd,2007,145123
bgd,2008,136430
bgd,2009,128488
bgd,2010,121238
bgd,2011,114654
bgd,2012,108655
bgd,2013,103023
bgd,2014,97777
bgd,2015,92739
bgd,2016,87900
bgd,2017,83233
bgd,2018,78659
bgd,2019,74306
bgd,2020,70272
bgr,1960,6189
bgr,1961,5423
bgr,1962,4873
bgr,1963,4504
bgr,1964,4277
bgr,1965,4158
bgr,1966,4095
bgr,1967,4042
bgr,1968,3969
bgr,1969,3854
bgr,1970,3707
bgr,1971,3574
bgr,1972,3498
bgr,1973,3468
bgr,1974,3445
bgr,1975,3400
bgr,1976,3314
bgr,1977,3175
bgr,1978,2999
bgr,1979,2811
bgr,1980,2628
bgr,1981,2464
bgr,1982,2323
bgr,1983,2194
bgr,1984,2063
bgr,1985,1924
bgr,1986,1796
bgr,1987,1694
bgr,1988,1622
bgr,1989,1582
bgr,1990,1566
bgr,1991,1539
bgr,1992,1476
bgr,1993,1388
bgr,1994,1304
bgr,1995,1236
bgr,1996,1175
bgr,1997,1113
bgr,1998,1049
bgr,1999,991
bgr,2000,940
bgr,2001,900
bgr,2002,871
bgr,2003,847
bgr,2004,819
bgr,2005,786
bgr,2006,755
bgr,2007,732
bgr,2008,714
bgr,2009,695
bgr,2010,668
bgr,2011,632
bgr,2012,587
bgr,2013,540
bgr,2014,495
bgr,2015,456
bgr,2016,423
bgr,2017,395
bgr,2018,368
bgr,2019,342
bgr,2020,315
bhr,1960,949
bhr,1961,904
bhr,1962,859
bhr,1963,811
bhr,1964,760
bhr,1965,709
bhr,1966,656
bhr,1967,604
bhr,1968,554
bhr,1969,507
bhr,1970,465
bhr,1971,428
bhr,1972,398
bhr,1973,372
bhr,1974,352
bhr,1975,336
bhr,1976,325
bhr,1977,317
bhr,1978,311
bhr,1979,306
bhr,1980,302
bhr,1981,299
bhr,1982,296
bhr,1983,293
bhr,1984,290
bhr,1985,287
bhr,1986,285
bhr,1987,284
bhr,1988,283
bhr,1989,282
bhr,1990,280
bhr,1991,276
bhr,1992,267
bhr,1993,254
bhr,1994,237
bhr,1995,218
bhr,1996,200
bhr,1997,184
bhr,1998,172
bhr,1999,163
bhr,2000,157
bhr,2001,155
bhr,2002,153
bhr,2003,153
bhr,2004,154
bhr,2005,153
bhr,2006,152
bhr,2007,150
bhr,2008,148
bhr,2009,145
bhr,2010,142
bhr,2011,140
bhr,2012,139
bhr,2013,139
bhr,2014,139
bhr,2015,138
bhr,2016,137
bhr,2017,136
bhr,2018,133
bhr,2019,130
bhr,2020,127
bhs,1969,108
bhs,1970,113
bhs,1971,118
bhs,1972,122
bhs,1973,126
bhs,1974,128
bhs,1975,129
bhs,1976,130
bhs,1977,130
bhs,1978,131
bhs,1979,133
bhs,1980,135
bhs,1981,138
bhs,1982,140
bhs,1983,142
bhs,1984,142
bhs,1985,142
bhs,1986,139
bhs,1987,136
bhs,1988,131
bhs,1989,126
bhs,1990,122
bhs,1991,118
bhs,1992,113
bhs,1993,108
bhs,1994,103
bhs,1995,97
bhs,1996,92
bhs,1997,86
bhs,1998,81
bhs,1999,77
bhs,2000,74
bhs,2001,72
bhs,2002,71
bhs,2003,71
bhs,2004,71
bhs,2005,72
bhs,2006,72
bhs,2007,72
bhs,2008,72
bhs,2009,71
bhs,2010,70
bhs,2011,69
bhs,2012,68
bhs,2013,66
bhs,2014,65
bhs,2015,64
bhs,2016,63
bhs,2017,61
bhs,2018,60
bhs,2019,78
bhs,2020,57
bih,1985,1796
bih,1986,1630
bih,1987,1473
bih,1988,1323
bih,1989,1182
bih,1990,1052
bih,1991,934
bih,1992,1301
bih,1993,1204
bih,1994,936
bih,1995,626
bih,1996,548
bih,1997,497
bih,1998,448
bih,1999,405
bih,2000,367
bih,2001,336
bih,2002,312
bih,2003,295
bih,2004,282
bih,2005,271
bih,2006,261
bih,2007,250
bih,2008,238
bih,2009,226
bih,2010,214
bih,2011,202
bih,2012,191
bih,2013,181
bih,2014,173
bih,2015,165
bih,2016,157
bih,2017,150
bih,2018,142
bih,2019,135
bih,2020,128
blr,1981,2566
blr,1982,2503
blr,1983,2445
blr,1984,2386
blr,1985,2316
blr,1986,2226
blr,1987,2119
blr,1988,2000
blr,1989,1878
blr,1990,1766
blr,1991,1673
blr,1992,1591
blr,1993,1511
blr,1994,1427
blr,1995,1339
blr,1996,1248
blr,1997,1156
blr,1998,1061
blr,1999,968
blr,2000,882
blr,2001,808
blr,2002,747
blr,2003,700
blr,2004,662
blr,2005,628
blr,2006,592
blr,2007,555
blr,2008,520
blr,2009,489
blr,2010,461
blr,2011,437
blr,2012,415
blr,2013,395
blr,2014,376
blr,2015,356
blr,2016,334
blr,2017,310
blr,2018,286
blr,2019,261
blr,2020,238
blz,1968,361
blz,1969,355
blz,1970,350
blz,1971,344
blz,1972,339
blz,1973,333
blz,1974,329
blz,1975,324
blz,1976,319
blz,1977,313
blz,1978,308
blz,1979,301
blz,1980,294
blz,1981,287
blz,1982,280
blz,1983,272
blz,1984,264
blz,1985,255
blz,1986,246
blz,1987,237
blz,1988,227
blz,1989,217
blz,1990,207
blz,1991,197
blz,1992,188
blz,1993,180
blz,1994,172
blz,1995,166
blz,1996,160
blz,1997,156
blz,1998,152
blz,1999,148
blz,2000,146
blz,2001,143
blz,2002,140
blz,2003,138
blz,2004,136
blz,2005,134
blz,2006,131
blz,2007,129
blz,2008,127
blz,2009,124
blz,2010,122
blz,2011,119
blz,2012,116
blz,2013,112
blz,2014,107
blz,2015,103
blz,2016,98
blz,2017,93
blz,2018,88
blz,2019,84
blz,2020,80
bol,1961,27060
bol,1962,27040
bol,1963,27000
bol,1964,26951
bol,1965,26877
bol,1966,26802
bol,1967,26704
bol,1968,26601
bol,1969,26492
bol,1970,26361
bol,1971,26216
bol,1972,26045
bol,1973,25844
bol,1974,25610
bol,1975,25336
bol,1976,25040
bol,1977,24711
bol,1978,24362
bol,1979,24017
bol,1980,23676
bol,1981,23363
bol,1982,23062
bol,1983,22765
bol,1984,22458
bol,1985,22138
bol,1986,21786
bol,1987,21401
bol,1988,20977
bol,1989,20516
bol,1990,20032
bol,1991,19524
bol,1992,18995
bol,1993,18448
bol,1994,17885
bol,1995,17302
bol,1996,16699
bol,1997,16072
bol,1998,15430
bol,1999,14771
bol,2000,14107
bol,2001,13444
bol,2002,12787
bol,2003,12140
bol,2004,11513
bol,2005,10905
bol,2006,10318
bol,2007,9758
bol,2008,9226
bol,2009,8722
bol,2010,8249
bol,2011,7804
bol,2012,7379
bol,2013,6973
bol,2014,6602
bol,2015,6270
bol,2016,5984
bol,2017,5720
bol,2018,5492
bol,2019,5286
bol,2020,5105
bra,1960,379150
bra,1961,377795
bra,1962,375538
bra,1963,372419
bra,1964,368749
bra,1965,364551
bra,1966,359690
bra,1967,354146
bra,1968,348129
bra,1969,341578
bra,1970,334940
bra,1971,328724
bra,1972,323269
bra,1973,318611
bra,1974,314846
bra,1975,311621
bra,1976,308537
bra,1977,305356
bra,1978,301391
bra,1979,296111
bra,1980,289490
bra,1981,281498
bra,1982,272556
bra,1983,262852
bra,1984,252893
bra,1985,242780
bra,1986,232552
bra,1987,222494
bra,1988,212592
bra,1989,203132
bra,1990,193959
bra,1991,185013
bra,1992,176024
bra,1993,166816
bra,1994,157645
bra,1995,148521
bra,1996,139784
bra,1997,131237
bra,1998,122942
bra,1999,114804
bra,2000,106815
bra,2001,98956
bra,2002,91339
bra,2003,84084
bra,2004,77298
bra,2005,71001
bra,2006,65431
bra,2007,60568
bra,2008,56392
bra,2009,52929
bra,2010,50020
bra,2011,47673
bra,2012,45811
bra,2013,44313
bra,2014,43119
bra,2015,42104
bra,2016,44108
bra,2017,40403
bra,2018,39558
bra,2019,38646
bra,2020,37657
brb,1960,493
brb,1961,453
brb,1962,417
brb,1963,383
brb,1964,351
brb,1965,322
brb,1966,295
brb,1967,271
brb,1968,250
brb,1969,231
brb,1970,214
brb,1971,199
brb,1972,185
brb,1973,172
brb,1974,159
brb,1975,148
brb,1976,137
brb,1977,127
brb,1978,119
brb,1979,111
brb,1980,105
brb,1981,99
brb,1982,95
brb,1983,91
brb,1984,88
brb,1985,85
brb,1986,81
brb,1987,78
brb,1988,75
brb,1989,71
brb,1990,68
brb,1991,64
brb,1992,61
brb,1993,58
brb,1994,56
brb,1995,54
brb,1996,53
brb,1997,52
brb,1998,52
brb,1999,52
brb,2000,52
brb,2001,52
brb,2002,53
brb,2003,53
brb,2004,53
brb,2005,52
brb,2006,51
brb,2007,50
brb,2008,49
brb,2009,47
brb,2010,46
brb,2011,45
brb,2012,44
brb,2013,43
brb,2014,41
brb,2015,40
brb,2016,39
brb,2017,38
brb,2018,37
brb,2019,36
brb,2020,35
brn,1960,302
brn,1961,280
brn,1962,257
brn,1963,236
brn,1964,218
brn,1965,204
brn,1966,195
brn,1967,190
brn,1968,187
brn,1969,184
brn,1970,181
brn,1971,176
brn,1972,168
brn,1973,159
brn,1974,148
brn,1975,138
brn,1976,127
brn,1977,118
brn,1978,109
brn,1979,101
brn,1980,94
brn,1981,88
brn,1982,84
brn,1983,80
brn,1984,77
brn,1985,75
brn,1986,74
brn,1987,74
brn,1988,75
brn,1989,76
brn,1990,77
brn,1991,79
brn,1992,80
brn,1993,79
brn,1994,78
brn,1995,76
brn,1996,73
brn,1997,70
brn,1998,67
brn,1999,64
brn,2000,62
brn,2001,60
brn,2002,59
brn,2003,57
brn,2004,55
brn,2005,54
brn,2006,53
brn,2007,52
brn,2008,52
brn,2009,52
brn,2010,53
brn,2011,55
brn,2012,56
brn,2013,58
brn,2014,59
brn,2015,60
brn,2016,60
brn,2017,60
brn,2018,60
brn,2019,60
brn,2020,60
btn,1970,2558
btn,1971,2545
btn,1972,2524
btn,1973,2503
btn,1974,2481
btn,1975,2455
btn,1976,2428
btn,1977,2396
btn,1978,2365
btn,1979,2328
btn,1980,2289
btn,1981,2246
btn,1982,2205
btn,1983,2166
btn,1984,2128
btn,1985,2084
btn,1986,2034
btn,1987,1976
btn,1988,1907
btn,1989,1830
btn,1990,1746
btn,1991,1656
btn,1992,1563
btn,1993,1471
btn,1994,1380
btn,1995,1293
btn,1996,1209
btn,1997,1130
btn,1998,1054
btn,1999,983
btn,2000,918
btn,2001,856
btn,2002,801
btn,2003,748
btn,2004,698
btn,2005,650
btn,2006,606
btn,2007,564
btn,2008,525
btn,2009,489
btn,2010,456
btn,2011,427
btn,2012,403
btn,2013,383
btn,2014,367
btn,2015,353
btn,2016,342
btn,2017,332
btn,2018,321
btn,2019,310
btn,2020,299
bwa,1960,2667
bwa,1961,2633
bwa,1962,2602
bwa,1963,2569
bwa,1964,2542
bwa,1965,2520
bwa,1966,2496
bwa,1967,2473
bwa,1968,2450
bwa,1969,2426
bwa,1970,2399
bwa,1971,2374
bwa,1972,2349
bwa,1973,2324
bwa,1974,2298
bwa,1975,2269
bwa,1976,2240
bwa,1977,2208
bwa,1978,2177
bwa,1979,2145
bwa,1980,2109
bwa,1981,2065
bwa,1982,2013
bwa,1983,1955
bwa,1984,1893
bwa,1985,1827
bwa,1986,1766
bwa,1987,1714
bwa,1988,1676
bwa,1989,1662
bwa,1990,1672
bwa,1991,1709
bwa,1992,1762
bwa,1993,1818
bwa,1994,1873
bwa,1995,1929
bwa,1996,1985
bwa,1997,2039
bwa,1998,2090
bwa,1999,2133
bwa,2000,2143
bwa,2001,2144
bwa,2002,2144
bwa,2003,2139
bwa,2004,2123
bwa,2005,1987
bwa,2006,1975
bwa,2007,2076
bwa,2008,2141
bwa,2009,2161
bwa,2010,2152
bwa,2011,2266
bwa,2012,2231
bwa,2013,2204
bwa,2014,2252
bwa,2015,2225
bwa,2016,2210
bwa,2017,2141
bwa,2018,2101
bwa,2019,2048
bwa,2020,1994
caf,1961,10295
caf,1962,10317
caf,1963,10334
caf,1964,10345
caf,1965,10337
caf,1966,10328
caf,1967,10304
caf,1968,10274
caf,1969,10236
caf,1970,10200
caf,1971,10167
caf,1972,10137
caf,1973,10118
caf,1974,10112
caf,1975,10132
caf,1976,10178
caf,1977,10261
caf,1978,10379
caf,1979,10540
caf,1980,10742
caf,1981,10973
caf,1982,11228
caf,1983,11498
caf,1984,11773
caf,1985,12032
caf,1986,12278
caf,1987,12527
caf,1988,12796
caf,1989,13095
caf,1990,13370
caf,1991,13606
caf,1992,13836
caf,1993,14075
caf,1994,14329
caf,1995,14622
caf,1996,14927
caf,1997,15226
caf,1998,15512
caf,1999,15799
caf,2000,16064
caf,2001,16312
caf,2002,16539
caf,2003,16734
caf,2004,16896
caf,2005,17019
caf,2006,17017
caf,2007,17007
caf,2008,16921
caf,2009,16678
caf,2010,16426
caf,2011,16029
caf,2012,15624
caf,2013,15311
caf,2014,14826
caf,2015,14349
caf,2016,13945
caf,2017,13660
caf,2018,13346
caf,2019,13012
caf,2020,12870
can,1960,13007
can,1961,12593
can,1962,12068
can,1963,11429
can,1964,10699
can,1965,9922
can,1966,9150
can,1967,8417
can,1968,7747
can,1969,7155
can,1970,6640
can,1971,6199
can,1972,5820
can,1973,5484
can,1974,5179
can,1975,4898
can,1976,4635
can,1977,4384
can,1978,4147
can,1979,3920
