geo,time,se_com_durs
sgp,2007,6
sgp,2008,6
sgp,2009,6
sgp,2010,6
sgp,2011,6
sgp,2012,6
sgp,2013,6
sgp,2014,6
sgp,2015,6
sgp,2016,6
sgp,2017,6
sgp,2018,6
sgp,2019,6
sgp,2020,6
sle,2004,9
sle,2005,9
sle,2006,9
sle,2007,9
sle,2008,9
sle,2009,9
sle,2010,9
sle,2011,9
sle,2012,9
sle,2013,9
sle,2014,9
sle,2015,9
sle,2016,9
sle,2017,9
sle,2018,9
sle,2019,9
sle,2020,9
slv,1998,9
slv,1999,9
slv,2000,9
slv,2001,9
slv,2002,9
slv,2003,9
slv,2004,9
slv,2005,9
slv,2006,9
slv,2007,9
slv,2008,9
slv,2009,9
slv,2010,9
slv,2011,9
slv,2012,9
slv,2013,12
slv,2014,15
slv,2015,15
slv,2016,15
slv,2017,15
slv,2018,15
slv,2019,15
slv,2020,15
smr,1998,10
smr,1999,10
smr,2000,10
smr,2001,10
smr,2002,10
smr,2003,10
smr,2004,10
smr,2005,10
smr,2006,10
smr,2007,10
smr,2008,10
smr,2009,10
smr,2010,10
smr,2011,10
smr,2012,10
smr,2013,10
smr,2014,10
smr,2015,10
smr,2016,10
smr,2017,10
smr,2018,10
smr,2019,10
smr,2020,10
srb,1998,8
srb,1999,8
srb,2000,8
srb,2001,8
srb,2002,8
srb,2003,8
srb,2004,8
srb,2005,8
srb,2006,8
srb,2007,8
srb,2008,8
srb,2009,8
srb,2010,8
srb,2011,8
srb,2012,8
srb,2013,8
srb,2014,8
srb,2015,8
srb,2016,8
srb,2017,8
srb,2018,8
srb,2019,8
srb,2020,8
ssd,2008,8
ssd,2009,8
ssd,2010,8
ssd,2011,8
ssd,2012,8
ssd,2013,8
ssd,2014,8
ssd,2015,8
ssd,2016,8
ssd,2017,8
ssd,2018,8
ssd,2019,8
ssd,2020,8
stp,1998,6
stp,1999,6
stp,2000,6
stp,2001,6
stp,2002,6
stp,2003,6
stp,2004,6
stp,2005,6
stp,2006,6
stp,2007,6
stp,2008,6
stp,2009,6
stp,2010,6
stp,2011,6
stp,2012,6
stp,2013,6
stp,2014,6
stp,2015,6
stp,2016,6
stp,2017,6
stp,2018,6
stp,2019,6
stp,2020,6
sur,1998,6
sur,1999,6
sur,2000,6
sur,2001,6
sur,2002,6
sur,2003,6
sur,2004,6
sur,2005,6
sur,2006,6
sur,2007,6
sur,2008,6
sur,2009,6
sur,2010,6
sur,2011,6
sur,2012,6
sur,2013,6
sur,2014,6
sur,2015,6
sur,2016,6
sur,2017,6
sur,2018,6
sur,2019,6
sur,2020,6
svk,1998,10
svk,1999,10
svk,2000,10
svk,2001,10
svk,2002,10
svk,2003,10
svk,2004,10
svk,2005,10
svk,2006,10
svk,2007,10
svk,2008,10
svk,2009,10
svk,2010,10
svk,2011,10
svk,2012,10
svk,2013,10
svk,2014,10
svk,2015,10
svk,2016,10
svk,2017,10
svk,2018,10
svk,2019,10
svk,2020,10
svk,2021,10
svn,1998,9
svn,1999,9
svn,2000,9
svn,2001,9
svn,2002,9
svn,2003,9
svn,2004,9
svn,2005,9
svn,2006,9
svn,2007,9
svn,2008,9
svn,2009,9
svn,2010,9
svn,2011,9
svn,2012,9
svn,2013,9
svn,2014,9
svn,2015,9
svn,2016,9
svn,2017,9
svn,2018,9
svn,2019,9
svn,2020,9
svn,2021,9
swe,1998,9
swe,1999,9
swe,2000,9
swe,2001,9
swe,2002,9
swe,2003,9
swe,2004,9
swe,2005,9
swe,2006,9
swe,2007,9
swe,2008,9
swe,2009,9
swe,2010,9
swe,2011,9
swe,2012,9
swe,2013,9
swe,2014,9
swe,2015,9
swe,2016,9
swe,2017,9
swe,2018,9
swe,2019,10
swe,2020,10
swe,2021,10
swz,2010,7
swz,2011,7
swz,2012,7
swz,2013,7
swz,2014,7
swz,2015,7
swz,2016,7
swz,2017,7
swz,2018,7
swz,2019,7
swz,2020,7
sxm,1999,12
sxm,2000,12
sxm,2001,12
sxm,2002,12
sxm,2003,12
sxm,2004,12
sxm,2005,12
sxm,2006,12
sxm,2007,14
sxm,2008,14
sxm,2009,14
sxm,2010,14
sxm,2011,14
sxm,2012,14
sxm,2013,14
sxm,2014,14
sxm,2015,14
sxm,2016,14
sxm,2017,14
sxm,2018,14
sxm,2019,14
sxm,2020,14
syc,1998,10
syc,1999,10
syc,2000,10
syc,2001,10
syc,2002,10
syc,2003,10
syc,2004,10
syc,2005,10
syc,2006,10
syc,2007,10
syc,2008,10
syc,2009,10
syc,2010,10
syc,2011,10
syc,2012,10
syc,2013,10
syc,2014,10
syc,2015,10
syc,2016,10
syc,2017,10
syc,2018,10
syc,2019,10
syc,2020,10
syr,1998,6
syr,1999,6
syr,2000,6
syr,2001,6
syr,2002,9
syr,2003,9
syr,2004,9
syr,2005,9
syr,2006,9
syr,2007,9
syr,2008,9
syr,2009,9
syr,2010,9
syr,2011,9
syr,2012,9
syr,2013,9
syr,2014,9
syr,2015,9
syr,2016,9
syr,2017,9
syr,2018,9
syr,2019,9
syr,2020,9
tca,1998,13
tca,1999,13
tca,2000,13
tca,2001,13
tca,2002,13
tca,2003,13
tca,2004,13
tca,2005,13
tca,2006,13
tca,2007,13
tca,2008,13
tca,2009,13
tca,2010,13
tca,2011,13
tca,2012,13
tca,2013,13
tca,2014,13
tca,2015,13
tca,2016,13
tca,2017,13
tca,2018,13
tca,2019,13
tca,2020,13
tcd,1998,6
tcd,1999,6
tcd,2000,6
tcd,2001,6
tcd,2002,6
tcd,2003,6
tcd,2004,6
tcd,2005,6
tcd,2006,10
tcd,2007,10
tcd,2008,10
tcd,2009,10
tcd,2010,10
tcd,2011,10
tcd,2012,10
tcd,2013,10
tcd,2014,10
tcd,2015,10
tcd,2016,10
tcd,2017,10
tcd,2018,10
tcd,2019,10
tcd,2020,10
tgo,1998,10
tgo,1999,10
tgo,2000,10
tgo,2001,10
tgo,2002,10
tgo,2003,10
tgo,2004,10
tgo,2005,10
tgo,2006,10
tgo,2007,10
tgo,2008,10
tgo,2009,10
tgo,2010,10
tgo,2011,10
tgo,2012,10
tgo,2013,10
tgo,2014,10
tgo,2015,10
tgo,2016,10
tgo,2017,10
tgo,2018,10
tgo,2019,10
tgo,2020,10
tha,1999,9
tha,2000,9
tha,2001,9
tha,2002,9
tha,2003,9
tha,2004,9
tha,2005,9
tha,2006,9
tha,2007,9
tha,2008,9
tha,2009,9
tha,2010,9
tha,2011,9
tha,2012,9
tha,2013,9
tha,2014,9
tha,2015,9
tha,2016,9
tha,2017,9
tha,2018,9
tha,2019,9
tha,2020,9
tjk,1998,9
tjk,1999,9
tjk,2000,9
tjk,2001,9
tjk,2002,9
tjk,2003,9
tjk,2004,9
tjk,2005,9
tjk,2006,9
tjk,2007,9
tjk,2008,9
tjk,2009,9
tjk,2010,9
tjk,2011,9
tjk,2012,9
tjk,2013,9
tjk,2014,9
tjk,2015,9
tjk,2016,9
tjk,2017,9
tjk,2018,9
tjk,2019,9
tjk,2020,9
tjk,2021,9
tkm,1998,9
tkm,1999,9
tkm,2000,9
tkm,2001,9
tkm,2002,9
tkm,2003,9
tkm,2004,9
tkm,2005,9
tkm,2006,9
tkm,2007,9
tkm,2008,9
tkm,2009,10
tkm,2010,10
tkm,2011,10
tkm,2012,10
tkm,2013,10
tkm,2014,12
tkm,2015,12
tkm,2016,12
tkm,2017,12
tkm,2018,12
tkm,2019,12
tkm,2020,12
tkm,2021,12
tls,2000,6
tls,2001,6
tls,2002,6
tls,2003,6
tls,2004,6
tls,2005,6
tls,2006,6
tls,2007,6
tls,2008,9
tls,2009,9
tls,2010,9
tls,2011,9
tls,2012,9
tls,2013,9
tls,2014,9
tls,2015,9
tls,2016,9
tls,2017,9
tls,2018,9
tls,2019,9
tls,2020,9
ton,1998,6
ton,1999,6
ton,2000,6
ton,2001,6
ton,2002,6
ton,2003,6
ton,2004,6
ton,2005,6
ton,2006,6
ton,2007,6
ton,2008,6
ton,2009,6
ton,2010,6
ton,2011,6
ton,2012,8
ton,2013,8
ton,2014,15
ton,2015,15
ton,2016,15
ton,2017,15
ton,2018,15
ton,2019,15
ton,2020,15
tto,1998,6
tto,1999,6
tto,2000,6
tto,2001,6
tto,2002,6
tto,2003,6
tto,2004,6
tto,2005,6
tto,2006,6
tto,2007,6
tto,2008,6
tto,2009,6
tto,2010,6
tto,2011,6
tto,2012,6
tto,2013,6
tto,2014,7
tto,2015,7
tto,2016,7
tto,2017,7
tto,2018,7
tto,2019,7
tto,2020,7
tun,2002,9
tun,2003,9
tun,2004,9
tun,2005,9
tun,2006,9
tun,2007,9
tun,2008,9
tun,2009,9
tun,2010,9
tun,2011,9
tun,2012,9
tun,2013,9
tun,2014,9
tun,2015,9
tun,2016,9
tun,2017,9
tun,2018,9
tun,2019,9
tun,2020,9
tur,1998,8
tur,1999,8
tur,2000,8
tur,2001,8
tur,2002,8
tur,2003,8
tur,2004,8
tur,2005,8
tur,2006,8
tur,2007,8
tur,2008,8
tur,2009,8
tur,2010,8
tur,2011,8
tur,2012,12
tur,2013,12
tur,2014,12
tur,2015,12
tur,2016,12
tur,2017,12
tur,2018,12
tur,2019,12
tur,2020,12
tuv,2008,8
tuv,2009,8
tuv,2010,8
tuv,2011,8
tuv,2012,8
tuv,2013,8
tuv,2014,8
tuv,2015,8
tuv,2016,8
tuv,2017,8
tuv,2018,8
tuv,2019,8
tuv,2020,8
tza,1998,7
tza,1999,7
tza,2000,7
tza,2001,7
tza,2002,7
tza,2003,7
tza,2004,7
tza,2005,7
tza,2006,7
tza,2007,7
tza,2008,7
tza,2009,7
tza,2010,7
tza,2011,7
tza,2012,7
tza,2013,7
tza,2014,7
tza,2015,7
tza,2016,7
tza,2017,7
tza,2018,7
tza,2019,7
tza,2020,7
uga,2008,7
uga,2009,7
uga,2010,7
uga,2011,7
uga,2012,7
uga,2013,7
uga,2014,7
uga,2015,7
uga,2016,7
uga,2017,7
uga,2018,7
uga,2019,7
uga,2020,7
ukr,1998,10
ukr,1999,10
ukr,2000,10
ukr,2001,10
ukr,2002,10
ukr,2003,11
ukr,2004,11
ukr,2005,11
ukr,2006,11
ukr,2007,11
ukr,2008,11
ukr,2009,11
ukr,2010,11
ukr,2011,11
ukr,2012,11
ukr,2013,11
ukr,2014,11
ukr,2015,11
ukr,2016,11
ukr,2017,11
ukr,2018,11
ukr,2019,11
ukr,2020,11
ury,1998,9
ury,1999,9
ury,2000,9
ury,2001,9
ury,2002,9
ury,2003,9
ury,2004,9
ury,2005,9
ury,2006,9
ury,2007,9
ury,2008,14
ury,2009,14
ury,2010,14
ury,2011,14
ury,2012,14
ury,2013,14
ury,2014,14
ury,2015,14
ury,2016,14
ury,2017,14
ury,2018,14
ury,2019,14
ury,2020,14
usa,1998,12
usa,1999,12
usa,2000,12
usa,2001,12
usa,2002,12
usa,2003,12
usa,2004,12
usa,2005,12
usa,2006,12
usa,2007,12
usa,2008,12
usa,2009,12
usa,2010,12
usa,2011,12
usa,2012,12
usa,2013,12
usa,2014,12
usa,2015,12
usa,2016,12
usa,2017,12
usa,2018,12
usa,2019,12
usa,2020,12
usa,2021,12
uzb,1997,11
uzb,1998,11
uzb,1999,11
uzb,2000,11
uzb,2001,11
uzb,2002,11
uzb,2003,11
uzb,2004,11
uzb,2005,11
uzb,2006,11
uzb,2007,11
uzb,2008,11
uzb,2009,11
uzb,2010,11
uzb,2011,12
uzb,2012,12
uzb,2013,12
uzb,2014,12
uzb,2015,12
uzb,2016,12
uzb,2017,12
uzb,2018,12
uzb,2019,12
uzb,2020,12
uzb,2021,12
vct,2005,12
vct,2006,12
vct,2007,12
vct,2008,12
vct,2009,12
vct,2010,12
vct,2011,12
vct,2012,12
vct,2013,12
vct,2014,12
vct,2015,12
vct,2016,12
vct,2017,12
vct,2018,12
vct,2019,12
vct,2020,12
ven,1998,6
ven,1999,14
ven,2000,14
ven,2001,14
ven,2002,14
ven,2003,14
ven,2004,14
ven,2005,14
ven,2006,14
ven,2007,14
ven,2008,14
ven,2009,14
ven,2010,14
ven,2011,14
ven,2012,14
ven,2013,14
ven,2014,14
ven,2015,14
ven,2016,14
ven,2017,17
ven,2018,17
ven,2019,17
ven,2020,17
vgb,1998,12
vgb,1999,12
vgb,2000,12
vgb,2001,12
vgb,2002,12
vgb,2003,12
vgb,2004,12
vgb,2005,12
vgb,2006,12
vgb,2007,12
vgb,2008,12
vgb,2009,12
vgb,2010,12
vgb,2011,12
vgb,2012,12
vgb,2013,12
vgb,2014,12
vgb,2015,12
vgb,2016,12
vgb,2017,12
vgb,2018,12
vgb,2019,12
vgb,2020,12
vgb,2021,12
vnm,1998,5
vnm,1999,5
vnm,2000,5
vnm,2001,5
vnm,2002,5
vnm,2003,5
vnm,2004,5
vnm,2005,9
vnm,2006,9
vnm,2007,9
vnm,2008,9
vnm,2009,9
vnm,2010,9
vnm,2011,9
vnm,2012,9
vnm,2013,9
vnm,2014,9
vnm,2015,10
vnm,2016,10
vnm,2017,10
vnm,2018,10
vnm,2019,10
vnm,2020,10
wsm,1998,8
wsm,1999,8
wsm,2000,8
wsm,2001,8
wsm,2002,8
wsm,2003,8
wsm,2004,8
wsm,2005,8
wsm,2006,8
wsm,2007,8
wsm,2008,8
wsm,2009,8
wsm,2010,8
wsm,2011,8
wsm,2012,8
wsm,2013,8
wsm,2014,8
wsm,2015,8
wsm,2016,8
wsm,2017,8
wsm,2018,8
wsm,2019,8
wsm,2020,8
yem,1998,9
yem,1999,9
yem,2000,9
yem,2001,9
yem,2002,9
yem,2003,9
yem,2004,9
yem,2005,9
yem,2006,9
yem,2007,9
yem,2008,9
yem,2009,9
yem,2010,9
yem,2011,9
yem,2012,9
yem,2013,9
yem,2014,9
yem,2015,9
yem,2016,9
yem,2017,9
yem,2018,9
yem,2019,9
yem,2020,9
zaf,1998,9
zaf,1999,9
zaf,2000,9
zaf,2001,9
zaf,2002,9
zaf,2003,9
zaf,2004,9
zaf,2005,9
zaf,2006,9
zaf,2007,9
zaf,2008,9
zaf,2009,9
zaf,2010,9
zaf,2011,9
zaf,2012,9
zaf,2013,9
zaf,2014,9
zaf,2015,9
zaf,2016,9
zaf,2017,9
zaf,2018,9
zaf,2019,9
zaf,2020,9
zmb,1998,7
zmb,1999,7
zmb,2000,7
zmb,2001,7
zmb,2002,7
zmb,2003,7
zmb,2004,7
zmb,2005,7
zmb,2006,7
zmb,2007,7
zmb,2008,7
zmb,2009,7
zmb,2010,7
zmb,2011,7
zmb,2012,7
zmb,2013,7
zmb,2014,7
zmb,2015,7
zmb,2016,7
zmb,2017,7
zmb,2018,7
zmb,2019,7
zmb,2020,7
zwe,1998,7
zwe,1999,7
zwe,2000,7
zwe,2001,7
zwe,2002,7
zwe,2003,7
zwe,2004,7
zwe,2005,7
zwe,2006,7
zwe,2007,7
zwe,2008,7
zwe,2009,7
zwe,2010,7
zwe,2011,7
zwe,2012,7
zwe,2013,7
zwe,2014,7
zwe,2015,7
zwe,2016,7
zwe,2017,7
zwe,2018,7
zwe,2019,7
zwe,2020,7
