geo,time,se_com_durs
aze,2017,10
aze,2018,10
aze,2019,10
aze,2020,10
aze,2021,10
bel,1998,12
bel,1999,12
bel,2000,12
bel,2001,12
bel,2002,12
bel,2003,12
bel,2004,12
bel,2005,12
bel,2006,12
bel,2007,12
bel,2008,12
bel,2009,12
bel,2010,12
bel,2011,12
bel,2012,12
bel,2013,12
bel,2014,12
bel,2015,12
bel,2016,12
bel,2017,12
bel,2018,12
bel,2019,12
bel,2020,12
bel,2021,12
ben,1998,6
ben,1999,6
ben,2000,6
ben,2001,6
ben,2002,6
ben,2003,6
ben,2004,6
ben,2005,6
ben,2006,6
ben,2007,6
ben,2008,6
ben,2009,6
ben,2010,6
ben,2011,6
ben,2012,6
ben,2013,6
ben,2014,6
ben,2015,6
ben,2016,6
ben,2017,6
ben,2018,6
ben,2019,6
ben,2020,6
bfa,1998,10
bfa,1999,10
bfa,2000,10
bfa,2001,10
bfa,2002,10
bfa,2003,10
bfa,2004,10
bfa,2005,10
bfa,2006,10
bfa,2007,10
bfa,2008,10
bfa,2009,10
bfa,2010,10
bfa,2011,10
bfa,2012,10
bfa,2013,10
bfa,2014,10
bfa,2015,10
bfa,2016,10
bfa,2017,10
bfa,2018,10
bfa,2019,10
bfa,2020,10
bgd,1998,5
bgd,1999,5
bgd,2000,5
bgd,2001,5
bgd,2002,5
bgd,2003,5
bgd,2004,5
bgd,2005,5
bgd,2006,5
bgd,2007,5
bgd,2008,5
bgd,2009,5
bgd,2010,5
bgd,2011,5
bgd,2012,5
bgd,2013,5
bgd,2014,5
bgd,2015,5
bgd,2016,5
bgd,2017,5
bgd,2018,5
bgd,2019,5
bgd,2020,5
bgr,1998,9
bgr,1999,9
bgr,2000,9
bgr,2001,9
bgr,2002,9
bgr,2003,9
bgr,2004,9
bgr,2005,9
bgr,2006,9
bgr,2007,9
bgr,2008,9
bgr,2009,9
bgr,2010,9
bgr,2011,11
bgr,2012,11
bgr,2013,11
bgr,2014,11
bgr,2015,11
bgr,2016,11
bgr,2017,11
bgr,2018,11
bgr,2019,11
bgr,2020,11
bhr,2004,9
bhr,2005,9
bhr,2006,9
bhr,2007,9
bhr,2008,9
bhr,2009,9
bhr,2010,9
bhr,2011,9
bhr,2012,9
bhr,2013,9
bhr,2014,9
bhr,2015,9
bhr,2016,9
bhr,2017,9
bhr,2018,9
bhr,2019,9
bhr,2020,9
bhs,1998,12
bhs,1999,12
bhs,2000,12
bhs,2001,12
bhs,2002,12
bhs,2003,12
bhs,2004,12
bhs,2005,12
bhs,2006,12
bhs,2007,12
bhs,2008,12
bhs,2009,12
bhs,2010,12
bhs,2011,12
bhs,2012,12
bhs,2013,12
bhs,2014,12
bhs,2015,12
bhs,2016,12
bhs,2017,12
bhs,2018,12
bhs,2019,12
bhs,2020,12
bih,1998,8
bih,1999,8
bih,2000,8
bih,2001,8
bih,2002,8
bih,2003,8
bih,2004,8
bih,2005,9
bih,2006,9
bih,2007,9
bih,2008,9
bih,2009,9
bih,2010,9
bih,2011,9
bih,2012,9
bih,2013,9
bih,2014,9
bih,2015,9
bih,2016,9
bih,2017,9
bih,2018,9
bih,2019,9
bih,2020,9
blr,1998,9
blr,1999,9
blr,2000,9
blr,2001,9
blr,2002,9
blr,2003,9
blr,2004,9
blr,2005,9
blr,2006,9
blr,2007,9
blr,2008,9
blr,2009,9
blr,2010,9
blr,2011,9
blr,2012,9
blr,2013,9
blr,2014,9
blr,2015,9
blr,2016,9
blr,2017,9
blr,2018,9
blr,2019,9
blr,2020,9
blz,1998,8
blz,1999,8
blz,2000,8
blz,2001,8
blz,2002,8
blz,2003,8
blz,2004,8
blz,2005,8
blz,2006,8
blz,2007,8
blz,2008,8
blz,2009,8
blz,2010,8
blz,2011,8
blz,2012,8
blz,2013,8
blz,2014,8
blz,2015,8
blz,2016,8
blz,2017,8
blz,2018,8
blz,2019,8
blz,2020,8
bmu,1998,13
bmu,1999,13
bmu,2000,13
bmu,2001,13
bmu,2002,13
bmu,2003,13
bmu,2004,13
bmu,2005,13
bmu,2006,13
bmu,2007,13
bmu,2008,13
bmu,2009,13
bmu,2010,13
bmu,2011,13
bmu,2012,13
bmu,2013,13
bmu,2014,13
bmu,2015,13
bmu,2016,13
bmu,2017,13
bmu,2018,13
bmu,2019,13
bmu,2020,13
bol,1998,8
bol,1999,8
bol,2000,8
bol,2001,8
bol,2002,8
bol,2003,8
bol,2004,8
bol,2005,8
bol,2006,8
bol,2007,8
bol,2008,8
bol,2009,14
bol,2010,14
bol,2011,14
bol,2012,14
bol,2013,14
bol,2014,14
bol,2015,14
bol,2016,14
bol,2017,14
bol,2018,14
bol,2019,14
bol,2020,14
bra,1998,8
bra,1999,8
bra,2000,8
bra,2001,8
bra,2002,8
bra,2003,8
bra,2004,8
bra,2005,8
bra,2006,8
bra,2007,8
bra,2008,8
bra,2009,8
bra,2010,8
bra,2011,8
bra,2012,8
bra,2013,14
bra,2014,14
bra,2015,14
bra,2016,14
bra,2017,14
bra,2018,14
bra,2019,14
bra,2020,14
brb,1998,11
brb,1999,11
brb,2000,11
brb,2001,11
brb,2002,11
brb,2003,11
brb,2004,11
brb,2005,11
brb,2006,11
brb,2007,11
brb,2008,11
brb,2009,11
brb,2010,11
brb,2011,11
brb,2012,11
brb,2013,11
brb,2014,11
brb,2015,11
brb,2016,11
brb,2017,11
brb,2018,11
brb,2019,11
brb,2020,11
brn,2007,9
brn,2008,9
brn,2009,9
brn,2010,9
brn,2011,9
brn,2012,9
brn,2013,9
brn,2014,9
brn,2015,9
brn,2016,9
brn,2017,9
brn,2018,9
brn,2019,9
brn,2020,9
caf,1998,10
caf,1999,10
caf,2000,10
caf,2001,10
caf,2002,10
caf,2003,10
caf,2004,10
caf,2005,10
caf,2006,10
caf,2007,10
caf,2008,10
caf,2009,10
caf,2010,10
caf,2011,10
caf,2012,10
caf,2013,10
caf,2014,10
caf,2015,10
caf,2016,10
caf,2017,10
caf,2018,10
caf,2019,10
caf,2020,10
can,1998,10
can,1999,10
can,2000,10
can,2001,10
can,2002,10
can,2003,10
can,2004,10
can,2005,10
can,2006,10
can,2007,10
can,2008,10
can,2009,10
can,2010,10
can,2011,10
can,2012,10
can,2013,10
can,2014,10
can,2015,10
can,2016,10
can,2017,10
can,2018,10
can,2019,10
can,2020,10
can,2021,10
che,1998,11
che,1999,11
che,2000,11
che,2001,11
che,2002,11
che,2003,11
che,2004,11
che,2005,11
che,2006,11
che,2007,11
che,2008,11
che,2009,11
che,2010,11
che,2011,11
che,2012,11
che,2013,11
che,2014,11
che,2015,11
che,2016,11
che,2017,11
che,2018,11
che,2019,11
che,2020,11
che,2021,11
chl,1998,8
chl,1999,8
chl,2000,8
chl,2001,8
chl,2002,8
chl,2003,12
chl,2004,12
chl,2005,12
chl,2006,12
chl,2007,12
chl,2008,12
chl,2009,12
chl,2010,12
chl,2011,12
chl,2012,12
chl,2013,12
chl,2014,12
chl,2015,12
chl,2016,12
chl,2017,12
chl,2018,12
chl,2019,12
chl,2020,12
chn,1998,9
chn,1999,9
chn,2000,9
chn,2001,9
chn,2002,9
chn,2003,9
chn,2004,9
chn,2005,9
chn,2006,9
chn,2007,9
chn,2008,9
chn,2009,9
chn,2010,9
chn,2011,9
chn,2012,9
chn,2013,9
chn,2014,9
chn,2015,9
chn,2016,9
chn,2017,9
chn,2018,9
chn,2019,9
chn,2020,9
civ,1998,10
civ,1999,10
civ,2000,10
civ,2001,10
civ,2002,10
civ,2003,10
civ,2004,10
civ,2005,10
civ,2006,10
civ,2007,10
civ,2008,10
civ,2009,10
civ,2010,10
civ,2011,10
civ,2012,10
civ,2013,10
civ,2014,10
civ,2015,10
civ,2016,10
civ,2017,10
civ,2018,10
civ,2019,10
civ,2020,10
cmr,1998,6
cmr,1999,6
cmr,2000,6
cmr,2001,6
cmr,2002,6
cmr,2003,6
cmr,2004,6
cmr,2005,6
cmr,2006,6
cmr,2007,6
cmr,2008,6
cmr,2009,6
cmr,2010,6
cmr,2011,6
cmr,2012,6
cmr,2013,6
cmr,2014,6
cmr,2015,6
cmr,2016,6
cmr,2017,6
cmr,2018,6
cmr,2019,6
cmr,2020,6
cod,1998,6
cod,1999,6
cod,2000,6
cod,2001,6
cod,2002,6
cod,2003,6
cod,2004,6
cod,2005,6
cod,2006,6
cod,2007,6
cod,2008,6
cod,2009,6
cod,2010,6
cod,2011,6
cod,2012,6
cod,2013,6
cod,2014,6
cod,2015,6
cod,2016,6
cod,2017,6
cod,2018,6
cod,2019,6
cod,2020,6
cog,1998,10
cog,1999,10
cog,2000,10
cog,2001,10
cog,2002,10
cog,2003,10
cog,2004,10
cog,2005,10
cog,2006,10
cog,2007,10
cog,2008,10
cog,2009,10
cog,2010,10
cog,2011,10
cog,2012,10
cog,2013,10
cog,2014,10
cog,2015,10
cog,2016,10
cog,2017,10
cog,2018,10
cog,2019,10
cog,2020,10
col,1998,10
col,1999,10
col,2000,10
col,2001,10
col,2002,10
col,2003,10
col,2004,10
col,2005,10
col,2006,10
col,2007,10
col,2008,10
col,2009,10
col,2010,10
col,2011,10
col,2012,10
col,2013,10
col,2014,10
col,2015,12
col,2016,12
col,2017,12
col,2018,12
col,2019,12
col,2020,12
com,1995,6
com,1996,6
com,1997,6
com,1998,6
com,1999,6
com,2000,6
com,2001,6
com,2002,6
com,2003,6
com,2004,6
com,2005,6
com,2006,6
com,2007,6
com,2008,6
com,2009,6
com,2010,6
com,2011,6
com,2012,6
com,2013,6
com,2014,6
com,2015,6
com,2016,6
com,2017,6
com,2018,6
com,2019,6
com,2020,6
cpv,1998,6
cpv,1999,6
cpv,2000,6
cpv,2001,6
cpv,2002,6
cpv,2003,6
cpv,2004,6
cpv,2005,6
cpv,2006,6
cpv,2007,6
cpv,2008,6
cpv,2009,6
cpv,2010,10
cpv,2011,10
cpv,2012,10
cpv,2013,10
cpv,2014,10
cpv,2015,10
cpv,2016,10
cpv,2017,10
cpv,2018,10
cpv,2019,10
cpv,2020,10
cri,1998,11
cri,1999,11
cri,2000,11
cri,2001,11
cri,2002,11
cri,2003,11
cri,2004,11
cri,2005,11
cri,2006,11
cri,2007,11
cri,2008,11
cri,2009,11
cri,2010,11
cri,2011,13
cri,2012,13
cri,2013,13
cri,2014,13
cri,2015,13
cri,2016,13
cri,2017,13
cri,2018,13
cri,2019,13
cri,2020,13
cri,2021,13
cub,1998,9
cub,1999,9
cub,2000,9
cub,2001,9
cub,2002,9
cub,2003,9
cub,2004,9
cub,2005,9
cub,2006,9
cub,2007,9
cub,2008,9
cub,2009,9
cub,2010,9
cub,2011,9
cub,2012,9
cub,2013,9
cub,2014,9
cub,2015,9
cub,2016,9
cub,2017,9
cub,2018,9
cub,2019,9
cub,2020,9
cym,1998,12
cym,1999,12
cym,2000,12
cym,2001,12
cym,2002,12
cym,2003,12
cym,2004,12
cym,2005,12
cym,2006,12
cym,2007,12
cym,2008,12
cym,2009,12
cym,2010,12
cym,2011,12
cym,2012,12
cym,2013,12
cym,2014,12
cym,2015,12
cym,2016,12
cym,2017,12
cym,2018,12
cym,2019,12
cym,2020,12
cyp,1998,9
cyp,1999,9
cyp,2000,9
cyp,2001,9
cyp,2002,9
cyp,2003,9
cyp,2004,9
cyp,2005,10
cyp,2006,10
cyp,2007,10
cyp,2008,10
cyp,2009,10
cyp,2010,10
cyp,2011,10
cyp,2012,10
cyp,2013,10
cyp,2014,10
cyp,2015,10
cyp,2016,10
cyp,2017,10
cyp,2018,10
cyp,2019,10
cyp,2020,10
cyp,2021,10
cze,2004,9
cze,2005,9
cze,2006,9
cze,2007,9
cze,2008,9
cze,2009,9
cze,2010,9
cze,2011,9
cze,2012,9
cze,2013,9
cze,2014,9
cze,2015,9
cze,2016,9
cze,2017,9
cze,2018,9
cze,2019,9
cze,2020,9
cze,2021,9
deu,1998,13
deu,1999,13
deu,2000,13
deu,2001,13
deu,2002,13
deu,2003,13
deu,2004,13
deu,2005,13
deu,2006,13
deu,2007,13
deu,2008,13
deu,2009,13
deu,2010,13
deu,2011,13
deu,2012,13
deu,2013,13
deu,2014,13
deu,2015,13
deu,2016,13
deu,2017,13
deu,2018,13
deu,2019,13
deu,2020,13
deu,2021,13
dji,2000,10
dji,2001,10
dji,2002,10
dji,2003,10
dji,2004,10
dji,2005,10
dji,2006,10
dji,2007,10
dji,2008,10
dji,2009,10
dji,2010,10
dji,2011,10
dji,2012,10
dji,2013,10
dji,2014,10
dji,2015,10
dji,2016,10
dji,2017,10
dji,2018,10
dji,2019,10
dji,2020,10
dji,2021,10
dma,1998,12
dma,1999,12
dma,2000,12
dma,2001,12
dma,2002,12
dma,2003,12
dma,2004,12
dma,2005,12
dma,2006,12
dma,2007,12
dma,2008,12
dma,2009,12
dma,2010,12
dma,2011,12
dma,2012,12
dma,2013,12
dma,2014,12
dma,2015,12
dma,2016,12
dma,2017,12
dma,2018,12
dma,2019,12
dma,2020,12
dnk,1998,9
dnk,1999,9
dnk,2000,9
dnk,2001,9
dnk,2002,9
dnk,2003,9
dnk,2004,9
dnk,2005,9
dnk,2006,9
dnk,2007,9
dnk,2008,9
dnk,2009,9
dnk,2010,9
dnk,2011,10
dnk,2012,10
dnk,2013,10
dnk,2014,10
dnk,2015,10
dnk,2016,10
dnk,2017,10
dnk,2018,10
dnk,2019,10
dnk,2020,10
dnk,2021,10
dom,1998,9
dom,1999,9
dom,2000,9
dom,2001,9
dom,2002,9
dom,2003,9
dom,2004,9
dom,2005,9
dom,2006,9
dom,2007,9
dom,2008,9
dom,2009,9
dom,2010,15
dom,2011,15
dom,2012,15
dom,2013,15
dom,2014,15
dom,2015,15
dom,2016,15
dom,2017,15
dom,2018,15
dom,2019,15
dom,2020,15
dza,1998,10
dza,1999,10
dza,2000,10
dza,2001,10
dza,2002,10
dza,2003,10
dza,2004,10
dza,2005,10
dza,2006,10
dza,2007,10
dza,2008,10
dza,2009,10
dza,2010,10
dza,2011,10
dza,2012,10
dza,2013,10
dza,2014,10
dza,2015,10
dza,2016,10
dza,2017,10
dza,2018,10
dza,2019,10
dza,2020,10
ecu,1998,10
ecu,1999,10
ecu,2000,10
ecu,2001,10
ecu,2002,10
ecu,2003,10
ecu,2004,10
ecu,2005,10
ecu,2006,10
ecu,2007,10
ecu,2008,10
ecu,2009,10
ecu,2010,15
ecu,2011,15
ecu,2012,15
ecu,2013,15
ecu,2014,15
ecu,2015,15
ecu,2016,15
ecu,2017,15
ecu,2018,15
ecu,2019,15
ecu,2020,15
egy,1998,9
egy,1999,9
egy,2000,9
egy,2001,9
egy,2002,9
egy,2003,9
egy,2004,9
egy,2005,9
egy,2006,9
egy,2007,9
egy,2008,9
egy,2009,9
egy,2010,9
egy,2011,9
egy,2012,9
egy,2013,9
egy,2014,9
egy,2015,12
egy,2016,12
egy,2017,12
egy,2018,12
egy,2019,12
egy,2020,12
eri,2010,8
eri,2011,8
eri,2012,8
eri,2013,8
eri,2014,8
eri,2015,8
eri,2016,8
eri,2017,8
eri,2018,8
eri,2019,8
eri,2020,8
esp,1998,10
esp,1999,10
esp,2000,10
esp,2001,10
esp,2002,10
esp,2003,10
esp,2004,10
esp,2005,10
esp,2006,10
esp,2007,10
esp,2008,10
esp,2009,10
esp,2010,10
esp,2011,10
esp,2012,10
esp,2013,10
esp,2014,10
esp,2015,10
esp,2016,10
esp,2017,10
esp,2018,10
esp,2019,10
esp,2020,10
esp,2021,10
est,1998,9
est,1999,9
est,2000,9
est,2001,9
est,2002,9
est,2003,9
est,2004,9
est,2005,9
est,2006,9
est,2007,9
est,2008,9
est,2009,9
est,2010,9
est,2011,9
est,2012,9
est,2013,9
est,2014,9
est,2015,9
est,2016,9
est,2017,9
est,2018,9
est,2019,9
est,2020,9
est,2021,9
eth,1998,8
eth,1999,8
eth,2000,8
eth,2001,8
eth,2002,8
eth,2003,8
eth,2004,8
eth,2005,8
eth,2006,8
eth,2007,8
eth,2008,8
eth,2009,8
eth,2010,8
eth,2011,8
eth,2012,8
eth,2013,8
eth,2014,8
eth,2015,8
eth,2016,8
eth,2017,8
eth,2018,8
eth,2019,8
eth,2020,8
fin,1998,9
fin,1999,9
fin,2000,9
fin,2001,9
fin,2002,9
fin,2003,9
fin,2004,9
fin,2005,9
fin,2006,9
fin,2007,9
fin,2008,9
fin,2009,9
fin,2010,9
fin,2011,9
fin,2012,9
fin,2013,9
fin,2014,9
fin,2015,9
fin,2016,10
fin,2017,10
fin,2018,10
fin,2019,10
fin,2020,10
fin,2021,10
fra,1998,10
fra,1999,10
fra,2000,10
fra,2001,10
fra,2002,10
fra,2003,10
fra,2004,10
fra,2005,10
fra,2006,10
fra,2007,10
fra,2008,10
fra,2009,10
fra,2010,10
fra,2011,10
fra,2012,10
fra,2013,10
fra,2014,10
fra,2015,10
fra,2016,10
fra,2017,10
fra,2018,10
fra,2019,10
fra,2020,13
fra,2021,13
fro,2010,9
fro,2011,9
fro,2012,9
fro,2013,9
fro,2014,9
fro,2015,9
fro,2016,9
fro,2017,9
fro,2018,9
fro,2019,9
fro,2020,9
fsm,2016,8
fsm,2017,8
fsm,2018,8
fsm,2019,8
fsm,2020,8
gab,1998,10
gab,1999,10
gab,2000,10
gab,2001,10
gab,2002,10
gab,2003,10
gab,2004,10
gab,2005,10
gab,2006,10
gab,2007,10
gab,2008,10
gab,2009,10
gab,2010,10
gab,2011,10
gab,2012,10
gab,2013,10
gab,2014,10
gab,2015,10
gab,2016,10
gab,2017,10
gab,2018,10
gab,2019,10
gab,2020,10
gbr,1998,11
gbr,1999,11
gbr,2000,11
gbr,2001,11
gbr,2002,11
gbr,2003,11
gbr,2004,11
gbr,2005,11
gbr,2006,11
gbr,2007,11
gbr,2008,11
gbr,2009,11
gbr,2010,11
gbr,2011,11
gbr,2012,11
gbr,2013,11
gbr,2014,11
gbr,2015,11
gbr,2016,11
gbr,2017,11
gbr,2018,11
gbr,2019,11
gbr,2020,11
gbr,2021,11
geo,1998,6
geo,1999,6
geo,2000,6
geo,2001,6
geo,2002,6
geo,2003,6
geo,2004,6
geo,2005,9
geo,2006,9
geo,2007,9
geo,2008,9
geo,2009,9
geo,2010,9
geo,2011,9
geo,2012,9
geo,2013,9
geo,2014,9
geo,2015,9
geo,2016,9
geo,2017,9
geo,2018,9
geo,2019,9
geo,2020,9
geo,2021,9
gha,1998,9
gha,1999,9
gha,2000,9
gha,2001,9
gha,2002,9
gha,2003,9
gha,2004,9
gha,2005,9
gha,2006,9
gha,2007,11
gha,2008,11
gha,2009,11
gha,2010,11
gha,2011,11
gha,2012,11
gha,2013,11
gha,2014,11
gha,2015,11
gha,2016,11
gha,2017,11
gha,2018,11
gha,2019,11
gha,2020,11
gib,1998,10
gib,1999,10
gib,2000,10
gib,2001,10
gib,2002,10
gib,2003,10
gib,2004,10
gib,2005,10
gib,2006,10
gib,2007,10
gib,2008,10
gib,2009,10
gib,2010,10
gib,2011,10
gib,2012,10
gib,2013,10
gib,2014,10
gib,2015,10
gib,2016,10
gib,2017,10
gib,2018,10
gib,2019,10
gib,2020,10
gin,1998,6
gin,1999,6
gin,2000,6
gin,2001,6
gin,2002,6
gin,2003,6
gin,2004,6
gin,2005,6
gin,2006,6
gin,2007,6
gin,2008,6
gin,2009,6
gin,2010,6
gin,2011,6
gin,2012,6
gin,2013,6
gin,2014,6
gin,2015,6
gin,2016,6
gin,2017,6
gin,2018,6
gin,2019,6
gin,2020,6
gmb,1998,9
gmb,1999,9
gmb,2000,9
gmb,2001,9
gmb,2002,9
gmb,2003,9
gmb,2004,9
gmb,2005,9
gmb,2006,9
gmb,2007,9
gmb,2008,9
gmb,2009,9
gmb,2010,9
gmb,2011,9
gmb,2012,9
gmb,2013,9
gmb,2014,9
gmb,2015,9
gmb,2016,9
gmb,2017,9
gmb,2018,9
gmb,2019,9
gmb,2020,9
gnb,1998,6
gnb,1999,6
gnb,2000,6
gnb,2001,9
gnb,2002,9
gnb,2003,9
gnb,2004,9
gnb,2005,9
gnb,2006,9
gnb,2007,9
gnb,2008,9
gnb,2009,9
gnb,2010,9
gnb,2011,9
gnb,2012,9
gnb,2013,9
gnb,2014,9
gnb,2015,9
gnb,2016,9
gnb,2017,9
gnb,2018,9
gnb,2019,9
gnb,2020,9
gnq,1997,5
gnq,1998,5
gnq,1999,5
gnq,2000,5
gnq,2001,5
gnq,2002,5
gnq,2003,5
gnq,2004,5
gnq,2005,5
gnq,2006,5
gnq,2007,6
gnq,2008,6
gnq,2009,6
gnq,2010,6
gnq,2011,6
gnq,2012,6
gnq,2013,6
gnq,2014,6
gnq,2015,6
gnq,2016,6
gnq,2017,6
gnq,2018,6
gnq,2019,6
gnq,2020,6
grc,1998,9
grc,1999,9
grc,2000,9
grc,2001,9
grc,2002,9
grc,2003,9
grc,2004,9
grc,2005,9
grc,2006,9
grc,2007,9
grc,2008,10
grc,2009,10
grc,2010,10
grc,2011,10
grc,2012,10
grc,2013,10
grc,2014,10
grc,2015,10
grc,2016,10
grc,2017,10
grc,2018,10
grc,2019,10
grc,2020,10
grc,2021,10
grd,1998,9
grd,1999,9
grd,2000,9
grd,2001,9
grd,2002,12
grd,2003,12
grd,2004,12
grd,2005,12
grd,2006,12
grd,2007,12
grd,2008,12
grd,2009,12
grd,2010,12
grd,2011,12
grd,2012,12
grd,2013,12
grd,2014,12
grd,2015,12
grd,2016,12
grd,2017,12
grd,2018,12
grd,2019,12
grd,2020,12
grl,2013,10
grl,2014,10
grl,2015,10
grl,2016,10
grl,2017,10
grl,2018,10
grl,2019,10
grl,2020,10
gtm,1998,16
gtm,1999,16
gtm,2000,16
gtm,2001,16
gtm,2002,16
gtm,2003,16
gtm,2004,16
gtm,2005,16
gtm,2006,16
gtm,2007,16
gtm,2008,16
gtm,2009,16
gtm,2010,16
gtm,2011,16
gtm,2012,16
gtm,2013,16
gtm,2014,16
gtm,2015,16
gtm,2016,16
gtm,2017,16
gtm,2018,16
gtm,2019,16
gtm,2020,16
gum,1998,0
gum,1999,0
gum,2018,0
gum,2019,0
gum,2020,0
guy,1998,6
guy,1999,6
guy,2000,6
guy,2001,6
guy,2002,6
guy,2003,6
guy,2004,6
guy,2005,6
guy,2006,6
guy,2007,6
guy,2008,6
guy,2009,6
guy,2010,6
guy,2011,6
guy,2012,6
guy,2013,6
guy,2014,6
guy,2015,6
guy,2016,6
guy,2017,6
guy,2018,6
guy,2019,6
guy,2020,6
hkg,1998,9
hkg,1999,9
hkg,2000,9
hkg,2001,9
hkg,2002,9
hkg,2003,9
hkg,2004,9
hkg,2005,9
hkg,2006,9
hkg,2007,9
hkg,2008,9
hkg,2009,9
hkg,2010,9
hkg,2011,9
hkg,2012,9
hkg,2013,9
hkg,2014,9
hkg,2015,9
hkg,2016,9
hkg,2017,9
hkg,2018,9
hkg,2019,9
hkg,2020,9
hnd,1998,9
hnd,1999,9
hnd,2000,9
hnd,2001,9
hnd,2002,9
hnd,2003,9
hnd,2004,9
hnd,2005,9
hnd,2006,9
hnd,2007,9
hnd,2008,9
hnd,2009,9
hnd,2010,9
hnd,2011,12
hnd,2012,12
hnd,2013,12
hnd,2014,12
hnd,2015,12
hnd,2016,12
hnd,2017,12
hnd,2018,12
hnd,2019,12
hnd,2020,12
hnd,2021,12
hrv,1998,8
hrv,1999,8
hrv,2000,8
hrv,2001,8
hrv,2002,8
hrv,2003,8
hrv,2004,8
hrv,2005,8
hrv,2006,8
hrv,2007,8
hrv,2008,8
hrv,2009,8
hrv,2010,8
hrv,2011,8
hrv,2012,8
hrv,2013,8
hrv,2014,8
hrv,2015,8
hrv,2016,8
hrv,2017,8
hrv,2018,8
hrv,2019,8
hrv,2020,8
hti,1997,6
hti,1998,6
hti,1999,6
hti,2000,6
hti,2001,6
