geo,time,se_sec_priv_zs
bih,2010,1.52556
bih,2011,1.4568
bih,2012,1.72666
bih,2013,1.89376
bih,2014,1.89303
bih,2015,2.0056
bih,2016,2.37139
bih,2017,2.59335
bih,2018,2.74793
bih,2019,2.45848
bih,2020,2.96336
blr,2008,0.3949
blr,2009,0.43164
blr,2010,0.559
blr,2011,0.50588
blr,2012,0.42075
blr,2013,0.45185
blr,2014,0.46674
blr,2015,0.48855
blr,2016,0.47133
blr,2017,0.4642
blr,2018,0.46092
blz,2000,76.51388
blz,2001,73.87579
blz,2006,70.95134
blz,2007,73.51928
blz,2008,70.10604
blz,2009,64.4242
blz,2010,63.20622
blz,2011,63.00054
blz,2012,63.20533
blz,2013,65.89537
blz,2014,62.13775
blz,2015,60.62183
blz,2017,70.35165
blz,2019,66.31481
blz,2020,68.0163
bmu,2001,39.0276
bmu,2002,41.18291
bmu,2003,41.18026
bmu,2004,39.85009
bmu,2005,40.39108
bmu,2006,42.31961
bmu,2010,45.24672
bmu,2011,44.21296
bmu,2012,43.37121
bmu,2013,43.32934
bmu,2014,42.82922
bmu,2015,43.36634
bol,2000,16.85887
bol,2001,15.46816
bol,2002,14.39614
bol,2003,13.62339
bol,2004,13.45567
bol,2005,13.5174
bol,2006,13.24278
bol,2007,13.49193
bol,2008,13.5175
bol,2009,13.4443
bol,2010,12.6476
bol,2011,12.75446
bol,2012,12.63327
bol,2013,12.52635
bol,2014,12.18955
bol,2015,11.89869
bol,2016,11.78607
bol,2017,11.68382
bol,2018,11.49912
bol,2019,11.33918
bra,2002,11.04649
bra,2003,10.89005
bra,2004,12.28985
bra,2005,12.53762
bra,2007,11.43737
bra,2008,12.64057
bra,2009,13.07632
bra,2010,13.63632
bra,2011,14.29387
bra,2012,14.98104
bra,2013,12.87809
bra,2014,13.3731
bra,2015,13.85563
bra,2016,13.7717
bra,2017,13.74407
bra,2018,13.8601
bra,2019,13.97664
brb,2000,6.26665
brb,2002,5.93139
brb,2003,5.43753
brb,2004,4.80282
brb,2005,5.04249
brb,2006,5.14025
brb,2007,5.13292
brb,2008,5.45312
brb,2009,5.45464
brb,2010,5.55983
brb,2011,5.3158
brb,2014,6.29035
brb,2015,6.44157
brb,2016,6.37703
brb,2017,6.62749
brb,2018,6.69358
brb,2019,7.30087
brb,2020,7.24006
brn,1998,11.61559
brn,1999,11.01493
brn,2000,10.65637
brn,2001,11.37457
brn,2002,11.24263
brn,2003,12.19579
brn,2004,12.93191
brn,2005,12.78588
brn,2006,12.89472
brn,2007,12.81701
brn,2008,12.886
brn,2009,13.25256
brn,2010,13.52311
brn,2012,14.80457
brn,2013,15.62101
brn,2014,16.81324
brn,2015,15.96436
brn,2016,15.69896
brn,2017,15.46869
brn,2018,15.5244
brn,2019,16.52335
brn,2020,17.28823
btn,2005,8.02724
btn,2006,7.39985
btn,2008,9.1731
btn,2009,11.07829
btn,2010,11.49644
btn,2011,11.29716
btn,2012,10.24186
btn,2013,12.50309
btn,2014,11.74371
btn,2015,11.07239
btn,2016,10.05202
btn,2017,11.44027
btn,2018,10.27014
bwa,1998,5.46395
bwa,1999,4.07911
bwa,2000,4.07482
bwa,2001,4.04459
bwa,2006,4.01861
bwa,2007,3.02668
caf,2009,9.6817
caf,2016,22.09147
caf,2017,23.53385
can,1998,5.88691
can,1999,6.70256
can,2000,6.63945
can,2005,5.9499
can,2006,5.82028
can,2008,6.53719
can,2009,7.08359
can,2010,7.20274
can,2011,7.35733
can,2012,6.98493
can,2013,7.17837
can,2014,7.54364
can,2015,7.85233
can,2016,7.74571
can,2017,8.06006
can,2018,8.35246
can,2019,8.6396
che,1999,7.88251
che,2000,7.67371
che,2001,7.64318
che,2002,7.1526
che,2003,6.97924
che,2004,6.9897
che,2005,7.06023
che,2006,7.10493
che,2007,7.28208
che,2008,7.2471
che,2009,7.32189
che,2010,7.37049
che,2011,9.72711
che,2012,10.55031
che,2013,12.05964
che,2015,12.00937
che,2016,12.08004
che,2017,12.02145
che,2018,12.05069
che,2019,11.93748
chl,1998,45.91668
chl,2002,48.21285
chl,2004,51.19162
chl,2005,52.17266
chl,2006,53.67068
chl,2007,54.60313
chl,2008,56.07319
chl,2009,56.9665
chl,2010,57.90865
chl,2011,58.95744
chl,2012,60.3737
chl,2013,60.47497
chl,2014,60.95259
chl,2015,61.29379
chl,2016,61.73451
chl,2017,61.89539
chl,2018,61.91256
chl,2019,62.18736
chn,2006,7.48092
chn,2007,8.32112
chn,2008,9.05838
chn,2009,9.59147
chn,2010,9.93984
chn,2011,10.71927
chn,2012,10.98686
chn,2013,9.8304
chn,2014,10.1693
chn,2015,10.6265
chn,2016,11.23508
chn,2017,11.94174
chn,2018,12.82316
chn,2019,13.65022
chn,2020,14.39422
civ,1999,36.2254
civ,2014,51.11019
civ,2015,52.06886
civ,2016,51.79713
civ,2017,50.56602
civ,2018,50.62445
civ,2019,51.62453
civ,2020,52.76949
cmr,1998,27.9714
cmr,2000,32.09346
cmr,2001,36.69832
cmr,2006,28.19639
cmr,2007,26.97536
cmr,2008,29.41896
cmr,2011,25.44207
cmr,2012,26.46383
cmr,2013,26.95144
cmr,2014,27.67575
cmr,2015,28.03528
cmr,2016,28.25983
cod,2010,16.48968
cod,2012,14.95656
cod,2013,16.49444
cod,2014,18.46955
cog,2002,14.02775
cog,2003,13.22074
cog,2004,21.78594
col,1998,33.3516
col,1999,32.35928
col,2000,30.08197
col,2002,24.07097
col,2004,22.3516
col,2005,23.76285
col,2006,23.70115
col,2007,24.06951
col,2008,23.99306
col,2009,22.18949
col,2010,21.04412
col,2011,20.43928
col,2012,20.21394
col,2013,20.93782
col,2014,20.27972
col,2015,21.185
col,2016,20.74803
col,2017,20.60718
col,2018,20.44072
col,2019,20.46045
com,1999,46.18706
com,2002,34.11466
com,2003,42.09605
com,2004,41.10301
com,2013,50.44566
com,2014,49.65259
com,2017,52.36118
com,2018,55.01187
cpv,2000,0
cpv,2001,0
cpv,2002,0
cpv,2003,0
cpv,2004,0
cpv,2005,0
cpv,2006,13.8225
cpv,2007,12.03955
cpv,2008,14.32333
cpv,2009,12.48663
cpv,2010,13.41505
cpv,2011,13.71058
cpv,2012,13.57576
cpv,2013,10.84643
cpv,2014,9.36763
cpv,2015,8.40479
cpv,2016,7.98891
cpv,2017,7.77595
cpv,2018,7.44448
cpv,2019,7.57983
cri,1999,12.38663
cri,2000,13.22508
cri,2001,12.48908
cri,2002,12.49805
cri,2004,12.57789
cri,2006,9.79948
cri,2007,10.02715
cri,2008,10.33421
cri,2009,9.83742
cri,2010,9.65636
cri,2011,9.61466
cri,2012,9.53666
cri,2013,9.45046
cri,2014,9.13685
cri,2015,9.06243
cri,2016,9.02248
cri,2017,8.79398
cri,2018,8.7497
cri,2019,7.93828
cri,2020,8.05279
cym,1999,25.1046
cym,2000,25.02135
cym,2001,25.58836
cym,2002,25.28834
cym,2004,28.06368
cym,2005,25
cym,2006,29.63091
cym,2007,28.87043
cym,2008,28.86179
cym,2011,27.72643
cym,2012,29.49727
cym,2013,28.75701
cym,2018,34.3786
cyp,1999,10.00793
cyp,2000,9.98948
cyp,2001,10.56271
cyp,2002,11.06449
cyp,2003,11.80325
cyp,2004,12.79326
cyp,2005,13.46647
cyp,2006,13.97843
cyp,2007,14.3833
cyp,2008,15.75132
cyp,2009,17.07793
cyp,2010,17.48139
cyp,2011,17.9095
cyp,2012,18.14534
cyp,2013,17.81455
cyp,2014,17.24426
cyp,2015,17.50144
cyp,2016,17.81695
cyp,2017,18.13917
cyp,2018,18.64607
cyp,2019,19.2508
cze,1999,5.83499
cze,2000,5.66006
cze,2001,6.33364
cze,2002,6.65076
cze,2003,7.0936
cze,2004,7.05278
cze,2005,7.17842
cze,2006,7.35967
cze,2007,7.79434
cze,2008,8.05209
cze,2009,8.37679
cze,2011,8.44604
cze,2012,8.1698
cze,2013,9.29461
cze,2014,9.13383
cze,2015,9.2136
cze,2016,9.31075
cze,2017,9.55121
cze,2018,10.06411
cze,2019,10.53459
deu,1999,6.53601
deu,2000,6.70299
deu,2001,6.85895
deu,2002,6.9986
deu,2003,7.22858
deu,2004,7.4917
deu,2005,7.79526
deu,2006,8.11851
deu,2007,8.37466
deu,2008,8.6195
deu,2009,8.39541
deu,2010,8.48007
deu,2011,8.7558
deu,2012,8.79811
deu,2013,9.01578
deu,2014,9.13652
deu,2015,9.30675
deu,2016,9.43512
deu,2017,9.53105
deu,2018,9.63209
deu,2019,9.7483
dji,1999,13.83534
dji,2000,9.06906
dji,2001,14.64802
dji,2002,15.25151
dji,2004,21.02904
dji,2005,23.32626
dji,2006,17.07913
dji,2007,15.8441
dji,2008,12.20389
dji,2009,11.05865
dji,2011,10.00098
dji,2012,10.45169
dji,2013,9.74368
dji,2014,8.86718
dji,2015,9.06814
dji,2016,9.22264
dji,2017,9.32008
dji,2018,10.52591
dji,2019,11.61697
dji,2020,12.37458
dji,2021,12.4378
dma,1999,26.69099
dma,2002,33.92
dma,2003,32.53496
dma,2004,32.76715
dma,2005,32.82504
dma,2006,32.22742
dma,2007,25.55808
dma,2008,26.47421
dma,2009,27.10008
dma,2010,28.70234
dma,2011,29.10712
dma,2015,31.1275
dma,2019,33.58009
dma,2020,34.35789
dnk,1999,11.7898
dnk,2000,11.48331
dnk,2001,2.36273
dnk,2002,11.11671
dnk,2004,12.96476
dnk,2005,12.95037
dnk,2006,13.53984
dnk,2007,13.36133
dnk,2009,14.06871
dnk,2010,13.81958
dnk,2011,13.80195
dnk,2012,13.82284
dnk,2013,12.91407
dnk,2014,13.25211
dnk,2015,13.61414
dnk,2016,14.68161
dnk,2017,15.20091
dnk,2018,15.63886
dnk,2019,15.62768
dom,2002,23.13543
dom,2005,24.57716
dom,2008,22.0924
dom,2009,22.9544
dom,2010,21.58023
dom,2011,20.81274
dom,2012,19.97977
dom,2013,19.73095
dom,2014,19.45701
dom,2015,18.66405
dom,2016,17.98302
dom,2017,17.80474
dom,2018,17.89948
dom,2019,18.34323
dom,2020,18.90899
dza,2005,0
dza,2006,0
dza,2007,0.15687
dza,2008,0.16946
dza,2009,0.13448
dza,2010,0.07714
dza,2011,0.2714
ecu,1999,24.26301
ecu,2000,23.9611
ecu,2001,24.63664
ecu,2002,32.29556
ecu,2003,33.08693
ecu,2004,33.26767
ecu,2005,33.38306
ecu,2006,32.89176
ecu,2007,32.00813
ecu,2009,32.98891
ecu,2010,33.38758
ecu,2011,32.92171
ecu,2012,31.83953
ecu,2013,29.72714
ecu,2014,28.92052
ecu,2015,26.88272
ecu,2016,26.08838
ecu,2017,26.08339
ecu,2018,25.97767
ecu,2020,23.7754
egy,2003,5.99999
egy,2004,5.49141
egy,2014,6.97802
egy,2016,7.25954
egy,2017,7.42424
egy,2018,7.79
egy,2019,8.37016
eri,1999,6.50906
eri,2000,5.61575
eri,2001,5.99406
eri,2002,5.7051
eri,2003,5.82181
eri,2004,6.16616
eri,2005,5.80611
eri,2006,5.44107
eri,2007,5.18526
eri,2008,5.74605
eri,2009,5.34374
eri,2010,4.55414
eri,2011,4.76742
eri,2013,5.61247
eri,2014,5.62298
eri,2015,7.16378
eri,2017,7.32589
eri,2018,7.47098
esp,1999,27.57829
esp,2000,28.57398
esp,2001,29.07967
esp,2002,29.41711
esp,2003,29.35566
esp,2004,29.09253
esp,2005,28.20096
esp,2006,28.23888
esp,2007,28.21976
esp,2008,28.55527
esp,2009,28.66226
esp,2010,27.67525
esp,2011,27.30868
esp,2012,26.94361
esp,2013,27.15305
esp,2014,27.3975
esp,2015,28.42411
esp,2016,29.17115
esp,2017,29.76093
esp,2018,30.23258
esp,2019,30.33595
est,1999,1.03206
est,2000,1.07541
est,2001,1.43974
est,2002,1.63464
est,2003,1.82004
est,2004,1.92713
est,2005,2.00895
est,2006,2.20382
est,2007,2.34076
est,2008,2.64004
est,2009,3.48828
est,2010,3.31372
est,2011,3.41722
est,2012,3.48544
est,2013,3.71722
est,2014,3.85371
est,2015,4.16506
est,2016,3.46582
est,2017,3.61673
est,2018,3.73792
est,2019,3.86536
eth,2010,14.38738
eth,2011,11.2722
eth,2015,6.61975
fin,1998,5.68206
fin,1999,5.90708
fin,2000,7.82542
fin,2001,8.43339
fin,2002,8.17738
fin,2003,8.16493
fin,2004,6.61626
fin,2005,6.57693
fin,2006,6.65958
fin,2007,6.82467
fin,2008,6.7852
fin,2009,6.91123
fin,2010,8.30962
fin,2011,9.36146
fin,2012,9.52046
fin,2013,14.0915
fin,2014,14.2478
fin,2015,14.58967
fin,2016,14.8495
fin,2017,14.85879
fin,2018,14.70184
fin,2019,13.07925
fji,2004,91.94495
fji,2008,7.86518
fra,1999,24.99021
fra,2000,25.03118
fra,2001,25.09919
fra,2002,25.11535
fra,2003,25.30908
fra,2004,25.30449
fra,2005,25.01645
fra,2006,25.23587
fra,2007,25.58834
fra,2008,25.91759
fra,2009,25.93223
fra,2010,26.1683
fra,2011,26.15038
fra,2012,26.1691
fra,2013,26.12119
fra,2014,25.87581
fra,2015,25.39105
fra,2016,25.28548
fra,2017,25.21068
fra,2018,25.20492
fra,2019,25.277
gab,1999,29.34148
gbr,1999,25.66068
gbr,2000,26.04832
gbr,2001,25.743
gbr,2002,26.80861
gbr,2003,26.33294
gbr,2004,28.90918
gbr,2005,29.51907
gbr,2006,24.9549
gbr,2007,24.86885
gbr,2008,25.9549
gbr,2009,27.44453
gbr,2010,29.31612
gbr,2011,29.42805
gbr,2012,39.36044
gbr,2013,66.03942
gbr,2014,69.49371
gbr,2015,70.82839
gbr,2017,74.03412
gbr,2018,74.76032
gbr,2019,75.62145
geo,2001,2.46676
geo,2002,2.21701
geo,2003,2.79797
geo,2004,3.14184
geo,2005,3.58057
geo,2006,4.4341
geo,2007,4.83107
geo,2008,5.33944
geo,2009,6.41419
geo,2013,11.06987
geo,2014,10.29002
geo,2015,10.22946
geo,2016,10.13297
geo,2017,9.94468
geo,2018,10.16457
geo,2019,10.80306
geo,2020,10.73046
gha,1999,7.12562
gha,2000,9.61967
gha,2001,10.47293
gha,2002,11.58323
gha,2005,14.21021
gha,2006,13.42269
gha,2007,14.85966
gha,2008,15.9719
gha,2009,14.94611
gha,2011,15.40252
gha,2012,15.90618
gha,2013,16.08492
gha,2014,16.22511
gha,2015,17.18413
gha,2016,16.77152
gha,2017,16.6983
gha,2018,16.128
gha,2019,15.49289
gha,2020,15.49235
gib,2001,5.35484
gib,2008,2.27001
gib,2009,1.62945
gib,2016,4.38095
gib,2017,7.45931
gib,2019,10.33843
gib,2020,11.44796
gin,2003,12.06639
gin,2004,9.29315
gin,2006,15.86455
gin,2008,23.32784
gin,2011,26.25089
gin,2014,39.3003
gnb,2000,12.75795
gnq,1999,23.23494
grc,1998,4.95375
grc,1999,5.02969
grc,2000,5.55984
grc,2001,5.81899
grc,2002,5.74799
grc,2003,5.96022
grc,2004,5.86272
grc,2005,5.53039
grc,2006,5.62401
grc,2007,5.18862
grc,2010,4.81119
grc,2011,4.66068
grc,2012,4.65902
grc,2013,4.36704
grc,2014,4.23667
grc,2015,4.26441
grc,2016,4.20472
grc,2017,4.31164
grc,2018,4.43702
grc,2019,4.4805
grd,2002,55.15311
grd,2003,59.6568
grd,2007,59.67841
grd,2008,62.3386
grd,2009,61.30904
grd,2010,62.26957
grd,2013,61.59363
grd,2014,62.82868
grd,2016,64.45291
grd,2017,63.74236
grd,2018,63.10892
gtm,2002,73.52832
gtm,2004,73.938
gtm,2005,73.86149
gtm,2006,73.67015
gtm,2007,74.04132
gtm,2008,74.11652
gtm,2009,67.33832
gtm,2010,62.49686
gtm,2011,60.30914
gtm,2012,61.09574
gtm,2013,62.28852
gtm,2014,62.31564
gtm,2015,62.73754
gtm,2016,63.40265
gtm,2017,63.44529
gtm,2018,63.00152
gtm,2019,63.15255
gtm,2020,63.08378
guy,1999,0.81309
guy,2003,1.78742
guy,2007,2.07483
guy,2008,2.50559
guy,2009,2.46328
guy,2010,6.23482
guy,2011,8.7058
guy,2012,7.934
hkg,2002,10.5863
hkg,2003,10.55913
hkg,2004,10.82108
hkg,2005,11.63691
hkg,2006,12.63771
hkg,2007,13.87659
hkg,2008,14.90598
hkg,2009,16.47951
hkg,2010,16.89814
hkg,2011,16.72805
hkg,2012,16.47034
hkg,2013,16.93855
hkg,2014,17.97096
hkg,2015,18.67486
hkg,2016,19.43533
hkg,2017,19.98107
hkg,2018,20.4093
hkg,2019,21.01246
hkg,2020,21.22556
hnd,2006,27.37777
hnd,2008,26.31593
hnd,2010,24.64924
hnd,2011,26.92534
hnd,2012,28.27621
hnd,2013,30.19167
hnd,2014,26.00979
hnd,2015,26.70782
hnd,2016,26.2633
hnd,2017,26.10908
hnd,2019,24.48306
hnd,2020,26.99252
hrv,1999,0.65372
hrv,2000,0.76266
hrv,2001,0.85595
hrv,2002,0.91436
hrv,2003,1.02165
hrv,2005,1.21763
hrv,2006,1.27805
hrv,2007,1.2994
hrv,2008,1.3538
hrv,2009,1.41581
hrv,2010,1.46893
hrv,2011,1.52523
hrv,2012,1.61522
hrv,2013,2.20125
hrv,2014,2.20977
hrv,2015,2.25261
hrv,2016,2.35432
hrv,2017,2.31493
hrv,2018,2.289
hrv,2019,2.34134
hun,1998,5.37335
hun,1999,6.39414
hun,2000,7.17439
hun,2001,8.44923
hun,2002,9.71927
hun,2003,10.27438
hun,2004,9.21897
hun,2005,9.75698
hun,2006,9.98128
hun,2007,10.76534
hun,2008,11.58485
hun,2009,12.35001
hun,2010,12.86382
hun,2011,13.35654
hun,2012,14.72759
hun,2013,21.35651
hun,2014,22.04529
hun,2015,22.38497
hun,2017,22.23213
hun,2018,22.44385
hun,2019,26.97043
idn,1998,45.20394
idn,1999,44.13671
idn,2001,42.70359
idn,2002,42.72116
idn,2003,42.93786
idn,2004,42.94235
idn,2005,44.16943
idn,2006,43.48848
idn,2007,47.11348
idn,2008,42.88536
idn,2009,43.27081
idn,2010,41.83039
idn,2011,41.44531
idn,2012,41.71284
idn,2013,40.91344
idn,2014,43.35569
idn,2015,41.18643
idn,2016,42.15903
idn,2017,41.49084
idn,2018,42.14046
ind,2000,42.37345
ind,2001,42.56313
ind,2002,41.99372
ind,2003,41.89291
ind,2013,47.99468
ind,2014,50.16532
ind,2015,50.17245
ind,2016,50.51277
ind,2018,51.13156
ind,2019,51.88804
ind,2020,51.44467
irl,1998,0.41439
irl,1999,0.3826
irl,2000,0.55492
irl,2001,0.4683
irl,2002,0.76739
irl,2003,0.66527
irl,2004,0.62828
irl,2005,0.59621
irl,2006,0.32187
irl,2007,0.66579
irl,2008,0.7648
irl,2009,0.7852
irl,2010,0.71746
irl,2011,0.69839
irl,2012,0.66045
irl,2014,0.72849
irl,2015,0.74661
irl,2016,0.62624
irl,2017,0.28881
irl,2018,0.21332
irl,2019,0.20786
irn,2003,6.71645
irn,2005,8.74974
irn,2006,7.01249
irn,2007,6.88503
irn,2008,6.65409
irn,2009,8.14779
irn,2010,10.52732
irn,2011,11.87682
irn,2012,11.94625
irn,2013,13.12401
irn,2015,13.55566
irn,2016,12.93692
irn,2017,13.05614
isl,1998,4.00301
isl,1999,3.78079
isl,2000,4.04569
isl,2001,4.18816
isl,2002,4.73631
isl,2003,4.09981
isl,2004,4.25076
isl,2005,5.85481
isl,2006,6.48083
isl,2007,6.79851
isl,2008,7.23307
isl,2009,11.9886
isl,2010,12.28981
isl,2011,12.39742
isl,2012,13.30584
isl,2013,13.53627
isl,2014,14.20997
isl,2015,13.9497
isl,2016,14.97013
isl,2017,14.73508
isl,2018,14.25038
isl,2019,13.84704
isr,2010,10.5167
isr,2011,11.93098
isr,2012,11.21126
isr,2013,11.39188
isr,2014,11.74242
isr,2015,11.73645
isr,2016,11.78018
isr,2017,11.98762
isr,2018,12.09622
isr,2019,12.09415
ita,1999,5.90419
ita,2000,5.11056
ita,2001,5.37227
ita,2002,5.21954
ita,2003,5.0104
ita,2004,4.69037
ita,2005,4.65283
ita,2006,4.8046
ita,2007,5.01445
ita,2008,5.28268
ita,2009,7.04018
ita,2010,8.35894
ita,2011,8.52017
ita,2012,7.263
ita,2013,7.03271
ita,2014,6.76068
ita,2015,6.93538
ita,2016,6.91303
ita,2017,6.8076
ita,2018,6.94023
ita,2019,7.06112
jam,2001,2.36536
jam,2002,2.9065
jam,2003,1.64867
jam,2004,5.79026
jam,2005,5.79381
jam,2008,4.48158
jam,2009,5.66022
jam,2010,5.14881
jam,2011,5.14972
jam,2013,3.43809
jam,2014,2.76215
jam,2015,1.78392
jam,2016,1.92885
jam,2017,1.84388
jam,2018,2.0258
jam,2019,2.43458
jam,2020,2.17004
jor,1999,16.50562
jor,2000,16.45677
jor,2002,16.20913
jor,2003,16.273
jor,2004,16.5686
jor,2006,16.98689
jor,2007,17.00669
jor,2008,18.08102
jor,2010,18.58345
jor,2011,18.68338
jor,2012,18.96623
jor,2013,19.33716
jor,2014,19.21699
jor,2017,21.4709
jor,2018,21.57841
jor,2019,21.72712
jor,2020,21.82278
jpn,2000,18.44176
jpn,2001,18.57907
jpn,2002,18.58739
jpn,2003,18.65042
jpn,2004,18.79666
jpn,2005,19.0265
jpn,2006,19.13653
jpn,2007,19.11632
jpn,2008,19.0361
jpn,2009,19.14623
jpn,2010,19.13178
jpn,2011,19.22492
jpn,2012,19.26341
jpn,2013,19.54468
jpn,2014,19.73536
jpn,2015,19.94722
jpn,2016,20.14904
jpn,2017,20.42335
jpn,2018,20.70575
jpn,2019,21.05814
kaz,1999,0.75033
kaz,2000,1.18085
kaz,2006,4.55757
kaz,2010,5.71779
kaz,2011,5.42209
kaz,2012,5.0836
kaz,2013,4.92312
kaz,2014,5.58484
kaz,2015,5.55079
kaz,2016,5.33475
kaz,2017,4.77789
kaz,2018,4.6918
kaz,2019,4.67053
kaz,2020,4.72481
ken,2007,11.34872
