geo,time,gc_tax_intt_cn
btn,2005,241250000
btn,2006,173371000
btn,2007,163932000
btn,2008,152139000
btn,2009,203864000
btn,2010,179754228
btn,2011,283394406
btn,2012,382386533.3
btn,2013,286730139.7
btn,2014,1356444000
btn,2015,1762433376.3
btn,2016,1752286060.59
btn,2017,1934828000
btn,2018,2170502931.01
bwa,1990,478610000
bwa,1991,762200000
bwa,1992,998900000
bwa,1993,823400000
bwa,1994,712200000
bwa,1995,829900000
bwa,1996,896500000
bwa,2006,6610840000
bwa,2007,7835250000
bwa,2008,7751780000
bwa,2009,7931730000
bwa,2010,6208300000
bwa,2011,8425640000
bwa,2012,14218360000
bwa,2013,13171790000
bwa,2014,15692493473.52
bwa,2015,15819320000
bwa,2016,11776660000
bwa,2017,17866555000
bwa,2018,14790160000
bwa,2019,13978300000
caf,2004,13527665590
caf,2008,16737835287.45
caf,2009,18635156677
caf,2010,21342595185
caf,2011,21076064865
caf,2012,50627094753
caf,2014,15149629417.778
caf,2015,17622935587
caf,2016,32774866689.36349
caf,2017,36234365073
caf,2018,45275413669.2751
can,1990,4237000000
can,1991,3742000000
can,1992,4125000000
can,1993,3368000000
can,1994,3758000000
can,1995,3037000000
can,1996,2649000000
can,1997,2715000000
can,1998,2681000000
can,1999,2289000000
can,2000,2441000000
can,2001,2971000000
can,2002,3181000000
can,2003,2981000000
can,2004,2922000000
can,2005,3314000000
can,2006,3517000000
can,2007,3794000000
can,2008,3966000000
can,2009,3681000000
can,2010,3436000000
can,2011,3839000000
can,2012,4002000000
can,2013,4181000000
can,2014,4512000000
can,2015,5169000000
can,2016,5449000000
can,2017,5583000000
can,2018,6630000000
can,2019,5481000000
che,1972,2921000000
che,1973,2987000000
che,1974,2802000000
che,1975,2939000000
che,1976,2834000000
che,1977,2920000000
che,1978,2990000000
che,1979,3002000000
che,1980,3171000000
che,1981,3244000000
che,1982,3266000000
che,1983,3382000000
che,1984,3393000000
che,1985,3449000000
che,1986,3758000000
che,1987,3773000000
che,1988,3960000000
che,1989,4096000000
che,1990,1200677796
che,1991,1221216959
che,1992,1228339851.59
che,1993,1173963099
che,1994,1223313479
che,1995,1197155773.45
che,1996,1358424105
che,1997,1093455632
che,1998,1034115236
che,1999,1098891338.01
che,2000,1096077885
che,2001,1066670873
che,2002,1091451233
che,2003,1089804286
che,2004,1054211980
che,2005,974058189
che,2006,1027449594
che,2007,1040330743
che,2008,1017108007
che,2009,1033402040.11
che,2010,1079416235.92
che,2011,1046326040.58
che,2012,1043845066.37
che,2013,1059339198.9
che,2014,1068410877.25
che,2015,1055710601.95
che,2016,1134339485.16
che,2017,1102681685.33
che,2018,1103429699.22
che,2019,1142771849.57
chl,1972,10000000
chl,1973,40000000
chl,1974,180000000
chl,1975,1040000000
chl,1976,2920000000
chl,1977,6790000000
chl,1978,9640000000
chl,1979,11250000000
chl,1980,14920000000
chl,1981,21370000000
chl,1982,13120000000
chl,1983,29650000000
chl,1984,53060000000
chl,1985,81280000000
chl,1986,80900000000
chl,1987,118990000000
chl,1988,114130000000
chl,1989,164460000000
chl,1990,222490000000
chl,1991,276260000000
chl,1992,334830000000
chl,1993,413110000000
chl,1994,429270000000
chl,1995,535550000000
chl,1996,616670000000
chl,1997,615720000000
chl,1998,612820000000
chl,1999,535490000000
chl,2000,548570000000
chl,2001,510240000000
chl,2002,436600000000
chl,2003,317390000000
chl,2004,259950000000
chl,2005,286000000000
chl,2006,314000000000
chl,2007,300420000000
chl,2008,311517000000
chl,2009,162987000000
chl,2010,269086855000
chl,2011,292935809000
chl,2012,313032000000
chl,2013,302780000000
chl,2014,337138300000
chl,2015,323485149000
chl,2016,308052493000
chl,2017,308006000000
chl,2018,346014808557.36798
chl,2019,321482713390
chn,2005,-296896790000
chn,2006,115750000000
chn,2007,145076890000
chn,2008,179010000000
chn,2009,150759765600
chn,2010,205446000000
chn,2011,258888000000
chn,2012,282491000000
chn,2013,267415890000
chn,2014,288863910000
chn,2015,260781080000
chn,2016,265177350000
chn,2017,304824768400
chn,2018,289756341800
civ,1990,175868000000
civ,1995,664000000000
civ,2001,552000000000
civ,2002,632300000000
civ,2003,644200000000
civ,2004,694300000000
civ,2005,637100000000
civ,2006,704400000000
civ,2007,735900000000
civ,2008,763300000000
civ,2009,747000000000
civ,2010,889600000000
civ,2011,626800000000
civ,2012,911400000000
civ,2013,1065640000000
civ,2014,1186016103514.30005
civ,2015,924761875610
civ,2016,982538642156
civ,2017,1087429791830.26001
civ,2018,1017538852303.31006
civ,2019,1122149659745.45996
cmr,1990,74320000000
cmr,1991,67710000000
cmr,1992,91800000000
cmr,1993,87640000000
cmr,1994,82950000000
cmr,1995,147960000000
cmr,1998,260020000000
cmr,1999,245120000000
cmr,2012,294105800000
cmr,2013,289709000000
cmr,2014,356600000000
cmr,2015,338100000000
cmr,2016,348400000000
cmr,2017,398900000000
cmr,2018,405946935951
cog,2001,43300000000
cog,2002,36100000000
cog,2003,43300000000
cog,2004,38992869579
cog,2005,34817970444
cog,2006,44900000000
cog,2007,44148000000
cog,2008,52901000000
cog,2009,61427719599
cog,2010,72105219184
cog,2011,91939207712
cog,2012,108530559489
cog,2013,142302756473
cog,2014,150269624060
cog,2015,143546300000
cog,2016,121781300000
cog,2017,105120571294
cog,2018,93149446115
col,1998,1646641000000
col,1999,1372620988636.96997
col,2000,1744097418324.1499
col,2003,1967454570829.46948
col,2008,5591131000000
col,2009,4667986000000
col,2010,5600386000000
col,2011,5271750000000
col,2012,4428638000000
col,2013,4336568000000
col,2014,3963426887797.68018
col,2015,4737629721861.5
col,2016,4188466586829.20947
col,2017,4167064471728.31982
col,2018,4001557468166.48975
col,2019,4328002698106.06982
cpv,2005,28886098
cpv,2006,4888708953
cpv,2007,5376341261
cpv,2008,5888183012
cpv,2009,5219071334
cpv,2010,5388477478
cpv,2011,6227687430
cpv,2012,5777735520
cpv,2013,5699746294
cpv,2014,5754437762
cpv,2015,6081559354
cpv,2016,6812687853
cpv,2017,7223627709
cri,1972,230000000
cri,1973,290000000
cri,1974,600000000
cri,1975,670000000
cri,1976,740000000
cri,1977,990000000
cri,1978,1120000000
cri,1979,1270000000
cri,1980,1390000000
cri,1981,2790000000
cri,1982,5000000000
cri,1983,6290000000
cri,1984,7650000000
cri,1985,8660000000
cri,1986,11490000000
cri,1987,16130000000
cri,1988,30010000000
cri,1989,33740000000
cri,1990,27710000000
cri,1991,31940000000
cri,1992,37280000000
cri,1993,41570000000
cri,1994,47080000000
cri,1995,63650000000
cri,1996,42200000000
cri,1997,55910000000
cri,1998,62850000000
cri,1999,51660000000
cri,2000,49900000000
cri,2001,55200000000
cri,2002,60200000000
cri,2003,71700000000
cri,2004,92338000000
cri,2005,111127000000
cri,2006,136226729982.82001
cri,2007,170532095040.98999
cri,2008,201564744351.89999
cri,2009,166500436471.44
cri,2010,186977330806.38
cri,2011,250252533867.17999
cri,2012,271079865004.76001
cri,2013,304776000000
cri,2014,337385685748.15002
cri,2015,377824242580.89001
cri,2016,445239317038.92999
cri,2017,460147646125.38
cri,2018,472304277202.98999
cri,2019,479669273220.53003
cyp,1972,24364656.55402
cyp,1973,28226095.81153
cyp,1974,19460970.41727
cyp,1975,13566295.44453
cyp,1976,18999648.0281
cyp,1977,37230425.40759
cyp,1978,39075714.96427
cyp,1979,43996487.11544
cyp,1980,56281331.47893
cyp,1981,64533876.44078
cyp,1982,80816848.17709
cyp,1983,94109767.391
cyp,1984,111759620.28042
cyp,1985,120422229.58819
cyp,1986,120593089.73233
cyp,1987,133937266.98948
cyp,1988,157635568.98137
cyp,1989,180274538.0796
cyp,1990,323548112.07695
cyp,1991,328452567.80454
cyp,1992,359601700.31253
cyp,1993,297215855.72998
cyp,1994,284429239.01161
cyp,1995,294904608.78153
cyp,1996,279014615.37673
cyp,1997,228610872.85613
cyp,1998,170860144.13762
cyp,1999,175473368.02933
cyp,2000,204007012.10032
cyp,2001,223314208.38787
cyp,2002,220751306.2258
cyp,2003,193584543.30792
cyp,2004,73982442.41159
cyp,2005,2562902.16206
cyp,2006,2562902.16206
cyp,2007,512580.43241
cyp,2008,1879461.58551
cyp,2009,700000
cyp,2010,1200000
cyp,2011,1900000
cyp,2012,1400000
cyp,2013,2400000
cyp,2014,100000
cyp,2015,3900000
cyp,2016,-1300000
cyp,2017,4800000
cyp,2018,4500000
cyp,2019,14900000
cze,1993,15170000000
cze,1994,17359000000
cze,1995,17413000000
cze,1996,19608000000
cze,1997,15070000000
cze,1998,13528000000
cze,1999,12107000000
cze,2000,13572000000
cze,2001,10030000000
cze,2002,9602000000
cze,2003,10381000000
cze,2004,3888000000
cze,2005,0
cze,2006,0
cze,2007,0
cze,2008,0
cze,2009,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
deu,1972,864083279.22161
deu,1973,516404800.00818
deu,1974,291436372.28184
deu,1975,40903350.4957
deu,1976,51129188.11962
deu,1977,51129188.11962
deu,1978,46016269.30766
deu,1979,46016269.30766
deu,1980,40903350.4957
deu,1981,40903350.4957
deu,1982,51129188.11962
deu,1983,46016269.30766
deu,1984,40903350.4957
deu,1985,30677512.87177
deu,1986,30677512.87177
deu,1987,25564594.05981
deu,1988,0
deu,1989,0
deu,1990,0
deu,1991,0
deu,1992,0
deu,1993,0
deu,1994,0
deu,1995,0
deu,1996,0
deu,1997,0
deu,1998,0
deu,1999,0
deu,2000,0
deu,2001,0
deu,2002,0
deu,2003,0
deu,2004,0
deu,2005,0
deu,2006,0
deu,2007,0
deu,2008,0
deu,2009,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,0
deu,2017,0
deu,2018,0
deu,2019,0
dnk,1972,1639000000
dnk,1973,653000000
dnk,1974,461000000
dnk,1975,466000000
dnk,1976,385000000
dnk,1977,243000000
dnk,1978,113000000
dnk,1979,121000000
dnk,1980,123000000
dnk,1981,114000000
dnk,1982,128000000
dnk,1983,143000000
dnk,1984,170000000
dnk,1985,174000000
dnk,1986,188000000
dnk,1987,171000000
dnk,1988,184000000
dnk,1989,185000000
dnk,1990,185000000
dnk,1991,0
dnk,1992,0
dnk,1993,0
dnk,1994,0
dnk,1995,0
dnk,1996,0
dnk,1997,0
dnk,1998,0
dnk,1999,0
dnk,2000,0
dnk,2001,0
dnk,2002,0
dnk,2003,0
dnk,2004,0
dnk,2005,0
dnk,2006,0
dnk,2007,0
dnk,2008,0
dnk,2009,0
dnk,2010,0
dnk,2011,0
dnk,2012,192000000
dnk,2013,196000000
dnk,2014,271000000
dnk,2015,313000000
dnk,2016,359000000
dnk,2017,345000000
dnk,2018,414000000
dnk,2019,536000000
dom,1972,140400000
dom,1973,166800000
dom,1974,232700000
dom,1975,334900000
dom,1976,257600000
dom,1977,299900000
dom,1978,255600000
dom,1979,281500000
dom,1980,294800000
dom,1981,280300000
dom,1982,195400000
dom,1983,259500000
dom,1984,355500000
dom,1985,578900000
dom,1986,724300000
dom,1987,1198800000
dom,1988,1933000000
dom,1989,2492400000
dom,1990,2928300000
dom,1991,4701200000
dom,1992,8161200000
dom,1993,9117100000
dom,1994,8565300000
dom,1995,9521900000
dom,1996,10183200000
dom,1997,13126600000
dom,1998,15008000000
dom,1999,17968400000
dom,2000,23216400000
dom,2001,19553408437.22
dom,2002,22194066394.29
dom,2003,17573023072.4599
dom,2004,37226162551.8193
dom,2005,37800129001.56249
dom,2006,26839246287.71
dom,2007,23303760528.743
dom,2008,24829855661.59
dom,2009,21942405231.27
dom,2010,23408352368.38
dom,2011,23003270629.85
dom,2012,23444139443
dom,2013,23795495561.45
dom,2014,26562847396.39
dom,2015,31187891280.71
dom,2016,33551085492.1721
dom,2017,35422277905.08
dom,2018,39323368721.98
dom,2019,39991059241.97
egy,1975,536000000
egy,1976,486000000
egy,1977,1218000000
egy,1978,976000000
egy,1979,965000000
egy,1981,1583000000
egy,1982,1864000000
egy,1983,1733000000
egy,1984,2034000000
egy,1985,2076000000
egy,1986,2060000000
egy,1987,1931000000
egy,1988,2537000000
egy,1989,2983000000
egy,1990,3039000000
egy,1991,3422000000
egy,1992,4941000000
egy,1993,5428000000
egy,1994,6585000000
egy,1995,7352000000
egy,1996,8255000000
egy,1997,8460000000
egy,2002,7296000000
egy,2003,8232000000
egy,2004,9234000000
egy,2005,7745000000
egy,2006,9653600000
egy,2007,10369500000
egy,2008,14021000000
egy,2009,14091000000
egy,2010,14702600000
egy,2011,13857900000
egy,2012,14788000000
egy,2013,16771000000
egy,2014,17673000000
egy,2015,21867000000
esp,1972,408087218.87659
esp,1973,515668385.56128
esp,1974,588991862.29611
esp,1975,683951774.78874
esp,1976,977846693.83241
esp,1977,1379322779.56078
esp,1978,1363095452.74242
esp,1979,1660596444.41239
esp,1980,834805812.98907
esp,1981,944190015.98692
esp,1982,1253110237.64019
esp,1983,1482095849.41041
esp,1984,1596288149.24333
esp,1985,2190689120.47889
esp,1986,1544601108.26632
esp,1987,1696657170.67542
esp,1988,1806642385.77765
esp,1989,1776591780.55846
esp,1990,1507338357.79453
esp,1991,1113074417.31876
esp,1992,619643479.61968
esp,1993,61303234.64715
esp,1994,12020242.08768
esp,2017,0
esp,2018,0
esp,2019,0
est,1991,15113.38563
est,1992,303493.12223
est,1993,486487.62931
est,1994,785896.05272
est,1995,500000
est,1996,30000
est,1997,50000
est,1998,10000
est,1999,0
est,2000,2260000
est,2001,2560000
est,2002,2450000
est,2003,3410000
est,2004,780000
est,2005,0
est,2006,0
est,2007,0
est,2008,0
est,2009,0
est,2010,0
est,2011,0
est,2012,0
est,2013,0
est,2014,0
est,2015,0
est,2016,0
est,2017,0
est,2018,0
est,2019,0
eth,1990,452500000
eth,1991,465600000
eth,1992,426000000
eth,1993,727700000
eth,1994,1268000000
eth,1995,1758000000
eth,1996,1895900000
eth,1997,2346500000
eth,1998,2295100000
eth,1999,2414500000
eth,2001,2831600000
eth,2002,3304900000
eth,2003,3633800000
eth,2004,5258400000
eth,2005,5780500000
eth,2006,6568400000
eth,2007,8246500000
eth,2008,11121100000
eth,2009,11848800000
eth,2010,17564500000
eth,2011,22972760000
eth,2012,33556237221.139
eth,2013,36830361623.34
eth,2014,24305531799.03
eth,2015,27234303188.85
eth,2016,33838706056.69
eth,2017,35303355393.35
eth,2018,48935888961.39
eth,2019,39448493030.66
fin,1972,80730204.70153
fin,1973,94353426.74491
fin,1974,113022286.58214
fin,1975,151200945.8889
fin,1976,112854098.65567
fin,1977,124122689.7286
fin,1978,107303897.08244
fin,1979,115545105.47906
fin,1980,174915443.51997
fin,1981,158769402.57967
fin,1982,172729000.47597
fin,1983,167346986.8292
fin,1984,177270074.49043
fin,1985,134886717.02213
fin,1986,147164435.65382
fin,1987,170206181.57905
fin,1988,247572627.75134
fin,1989,251272762.1335
fin,1990,243704305.44273
fin,1991,216962425.13535
fin,1992,238995043.50181
fin,1993,223521754.26735
fin,1994,259513970.53011
fin,1995,45000000
fin,1996,11000000
fin,1997,1000000
fin,1998,-1000000
fin,1999,-6000000
fin,2000,-8000000
fin,2001,-2000000
fin,2002,0
fin,2003,1000000
fin,2004,1000000
fin,2005,1000000
fin,2006,0
fin,2007,0
fin,2008,0
fin,2009,0
fin,2010,0
fin,2011,0
fin,2012,0
fin,2013,1000000
fin,2014,0
fin,2015,0
fin,2016,0
fin,2017,0
fin,2018,0
fin,2019,0
fji,1990,170530000
fji,1991,148620000
fji,1992,152080000
fji,1993,138190000
fji,1994,145770000
fji,1995,161400000
fji,1996,157290000
fji,2004,215582000
fji,2005,219780000
fji,2006,218709505
fji,2010,289281121.04889
fji,2011,304982440.42
fji,2012,346960872.43
fji,2013,407484865.32
fji,2014,492384969.7
fji,2015,531476030.56
fji,2016,547305884.94
fji,2017,569632068.73
fji,2018,596180726.86
fji,2019,581523288.51
fra,1972,167693918.96115
fra,1973,152449017.23741
fra,1974,60979606.89496
fra,1975,30489803.44748
fra,1976,30489803.44748
fra,1977,45734705.17122
fra,1978,45734705.17122
