geo,time,en_urb_lcty
alb,2015,449298
alb,2016,457892
alb,2017,466651
alb,2018,475577
alb,2019,484624
alb,2020,493712
alb,2021,502734
are,1960,33559
are,1961,35339
are,1962,37216
are,1963,39192
are,1964,41277
are,1965,43466
are,1966,45774
are,1967,48205
are,1968,52483
are,1969,61840
are,1970,72880
are,1971,85892
are,1972,101250
are,1973,119300
are,1974,140599
are,1975,165701
are,1976,186982
are,1977,201914
are,1978,218062
are,1979,235501
are,1980,254361
are,1981,272033
are,1982,288602
are,1983,306179
are,1984,324854
are,1985,344611
are,1986,366485
are,1987,390561
are,1988,416255
are,1989,443562
are,1990,472701
are,1991,503755
are,1992,536895
are,1993,572116
are,1994,609701
are,1995,649755
are,1996,693758
are,1997,741762
are,1998,793160
are,1999,848120
are,2000,906971
are,2001,969728
are,2002,1036922
are,2003,1108773
are,2004,1185712
are,2005,1267755
are,2006,1365099
are,2007,1477773
are,2008,1599922
are,2009,1731789
are,2010,1874729
are,2011,1969843
are,2012,2069924
are,2013,2174793
are,2014,2285131
are,2015,2401067
are,2016,2522885
are,2017,2650883
are,2018,2785376
are,2019,2833079
are,2020,2878344
are,2021,2921376
arg,1960,6761837
arg,1961,6919245
arg,1962,7071464
arg,1963,7227032
arg,1964,7386244
arg,1965,7548511
arg,1966,7714574
arg,1967,7884290
arg,1968,8057981
arg,1969,8235005
arg,1970,8416170
arg,1971,8566128
arg,1972,8707088
arg,1973,8849971
arg,1974,8995400
arg,1975,9143219
arg,1976,9293676
arg,1977,9446184
arg,1978,9601411
arg,1979,9759188
arg,1980,9919781
arg,1981,10049398
arg,1982,10165869
arg,1983,10283689
arg,1984,10403040
arg,1985,10523442
arg,1986,10645407
arg,1987,10768785
arg,1988,10893766
arg,1989,11019848
arg,1990,11147566
arg,1991,11276696
arg,1992,11407033
arg,1993,11538512
arg,1994,11671691
arg,1995,11806407
arg,1996,11942867
arg,1997,12080522
arg,1998,12219957
arg,1999,12361001
arg,2000,12503871
arg,2001,12647992
arg,2002,12808282
arg,2003,12979730
arg,2004,13153713
arg,2005,13329540
arg,2006,13507965
arg,2007,13688779
arg,2008,13872267
arg,2009,14057699
arg,2010,14245871
arg,2011,14364449
arg,2012,14449088
arg,2013,14533991
arg,2014,14619510
arg,2015,14705533
arg,2016,14792181
arg,2017,14879100
arg,2018,14966530
arg,2019,15057273
arg,2020,15153729
arg,2021,15257673
arm,1960,537759
arm,1961,558120
arm,1962,579282
arm,1963,601247
arm,1964,624076
arm,1965,647706
arm,1966,672265
arm,1967,697755
arm,1968,724248
arm,1969,751671
arm,1970,778158
arm,1971,803112
arm,1972,828904
arm,1973,855448
arm,1974,882882
arm,1975,911195
arm,1976,940457
arm,1977,970575
arm,1978,1001700
arm,1979,1026030
arm,1980,1041587
arm,1981,1057335
arm,1982,1073344
arm,1983,1089596
arm,1984,1106116
arm,1985,1122840
arm,1986,1139841
arm,1987,1157099
arm,1988,1174643
arm,1989,1181040
arm,1990,1174524
arm,1991,1168044
arm,1992,1161591
arm,1993,1155191
arm,1994,1148818
arm,1995,1142480
arm,1996,1136168
arm,1997,1129908
arm,1998,1123674
arm,1999,1117475
arm,2000,1111301
arm,2001,1105179
arm,2002,1100296
arm,2003,1095897
arm,2004,1091510
arm,2005,1087153
arm,2006,1082807
arm,2007,1078479
arm,2008,1074162
arm,2009,1069873
arm,2010,1065597
arm,2011,1061337
arm,2012,1062281
arm,2013,1065265
arm,2014,1068261
arm,2015,1071265
arm,2016,1074282
arm,2017,1077299
arm,2018,1080324
arm,2019,1083323
arm,2020,1086275
arm,2021,1089181
aus,1960,2134673
aus,1961,2183523
aus,1962,2233459
aus,1963,2284537
aus,1964,2336856
aus,1965,2390224
aus,1966,2445016
aus,1967,2549933
aus,1968,2659506
aus,1969,2773466
aus,1970,2892477
aus,1971,3016037
aus,1972,3041223
aus,1973,3066549
aus,1974,3092121
aus,1975,3117906
aus,1976,3143945
aus,1977,3170608
aus,1978,3197534
aus,1979,3224688
aus,1980,3252111
aus,1981,3279743
aus,1982,3317267
aus,1983,3355221
aus,1984,3393661
aus,1985,3432435
aus,1986,3471704
aus,1987,3511087
aus,1988,3550973
aus,1989,3591200
aus,1990,3631940
aus,1991,3673110
aus,1992,3709165
aus,1993,3745472
aus,1994,3782186
aus,1995,3819260
aus,1996,3856593
aus,1997,3837252
aus,1998,3817981
aus,1999,3798807
aus,2000,3779704
aus,2001,3760877
aus,2002,3789046
aus,2003,3817426
aus,2004,3846058
aus,2005,3874825
aus,2006,3903942
aus,2007,3967807
aus,2008,4032807
aus,2009,4098688
aus,2010,4165739
aus,2011,4233904
aus,2012,4309560
aus,2013,4386354
aus,2014,4464625
aus,2015,4544293
aus,2016,4625496
aus,2017,4708150
aus,2018,4792281
aus,2019,4870388
aus,2020,4967733
aus,2021,5061439
aut,1960,1626724
aut,1961,1627354
aut,1962,1626595
aut,1963,1625837
aut,1964,1625077
aut,1965,1624321
aut,1966,1623563
aut,1967,1622806
aut,1968,1622048
aut,1969,1621293
aut,1970,1620537
aut,1971,1618638
aut,1972,1609553
aut,1973,1600544
aut,1974,1591573
aut,1975,1582652
aut,1976,1573769
aut,1977,1564960
aut,1978,1556188
aut,1979,1547466
aut,1980,1538780
aut,1981,1531462
aut,1982,1532310
aut,1983,1533157
aut,1984,1534007
aut,1985,1534855
aut,1986,1535704
aut,1987,1536554
aut,1988,1537405
aut,1989,1538255
aut,1990,1539106
aut,1991,1539980
aut,1992,1541006
aut,1993,1542030
aut,1994,1543055
aut,1995,1544082
aut,1996,1545111
aut,1997,1546137
aut,1998,1547166
aut,1999,1548195
aut,2000,1549227
aut,2001,1552880
aut,2002,1574455
aut,2003,1596329
aut,2004,1618539
aut,2005,1640995
aut,2006,1656806
aut,2007,1670919
aut,2008,1690624
aut,2009,1710506
aut,2010,1730649
aut,2011,1751030
aut,2012,1771680
aut,2013,1792515
aut,2014,1813624
aut,2015,1834982
aut,2016,1856622
aut,2017,1878456
aut,2018,1900547
aut,2019,1915338
aut,2020,1929944
aut,2021,1944910
aze,1960,1005297
aze,1961,1029427
aze,1962,1054171
aze,1963,1079510
aze,1964,1105494
aze,1965,1132029
aze,1966,1159239
aze,1967,1187103
aze,1968,1215677
aze,1969,1244857
aze,1970,1274298
aze,1971,1303852
aze,1972,1334134
aze,1973,1365033
aze,1974,1396692
aze,1975,1429085
aze,1976,1462275
aze,1977,1496142
aze,1978,1530841
aze,1979,1557576
aze,1980,1574287
aze,1981,1591131
aze,1982,1608178
aze,1983,1625408
aze,1984,1642846
aze,1985,1660424
aze,1986,1678213
aze,1987,1696194
aze,1988,1714392
aze,1989,1727104
aze,1990,1733452
aze,1991,1739823
aze,1992,1746226
aze,1993,1752636
aze,1994,1759077
aze,1995,1765543
aze,1996,1772041
aze,1997,1778545
aze,1998,1785082
aze,1999,1793936
aze,2000,1805977
aze,2001,1818065
aze,2002,1830251
aze,2003,1842519
aze,2004,1854885
aze,2005,1867301
aze,2006,1884268
aze,2007,1905967
aze,2008,1945022
aze,2009,2002541
aze,2010,2061843
aze,2011,2104671
aze,2012,2129670
aze,2013,2154896
aze,2014,2180456
aze,2015,2206320
aze,2016,2232526
aze,2017,2258971
aze,2018,2285729
aze,2019,2313138
aze,2020,2341443
aze,2021,2370776
bdi,1960,45564
bdi,1961,49768
bdi,1962,54367
bdi,1963,59390
bdi,1964,64886
bdi,1965,70873
bdi,1966,75187
bdi,1967,79555
bdi,1968,84183
bdi,1969,89066
bdi,1970,94240
bdi,1971,100027
bdi,1972,106179
bdi,1973,112690
bdi,1974,119610
bdi,1975,126956
bdi,1976,134763
bdi,1977,143027
bdi,1978,151811
bdi,1979,161134
bdi,1980,167212
bdi,1981,172952
bdi,1982,178897
bdi,1983,185047
bdi,1984,191417
bdi,1985,197988
bdi,1986,204794
bdi,1987,211834
bdi,1988,219126
bdi,1989,226648
bdi,1990,234439
bdi,1991,242570
bdi,1992,251006
bdi,1993,259710
bdi,1994,268729
bdi,1995,278062
bdi,1996,287732
bdi,1997,297710
bdi,1998,308048
bdi,1999,318746
bdi,2000,329831
bdi,2001,341269
bdi,2002,353120
bdi,2003,365383
bdi,2004,388036
bdi,2005,412026
bdi,2006,437535
bdi,2007,464623
bdi,2008,493430
bdi,2009,523935
bdi,2010,556326
bdi,2011,590719
bdi,2012,627239
bdi,2013,666016
bdi,2014,707191
bdi,2015,750911
bdi,2016,797334
bdi,2017,846627
bdi,2018,898968
bdi,2019,954424
bdi,2020,1012996
bdi,2021,1074642
bel,1960,1484676
bel,1961,1491853
bel,1962,1499611
bel,1963,1507950
bel,1964,1516347
bel,1965,1524767
bel,1966,1533246
bel,1967,1541772
bel,1968,1550357
bel,1969,1558966
bel,1970,1567635
bel,1971,1576190
bel,1972,1584639
bel,1973,1593109
bel,1974,1601636
bel,1975,1610209
bel,1976,1618840
bel,1977,1627493
bel,1978,1636205
bel,1979,1644963
bel,1980,1653780
bel,1981,1660926
bel,1982,1664730
bel,1983,1668543
bel,1984,1672369
bel,1985,1676195
bel,1986,1680034
bel,1987,1683882
bel,1988,1687744
bel,1989,1691604
bel,1990,1695478
bel,1991,1699362
bel,1992,1703259
bel,1993,1707155
bel,1994,1711065
bel,1995,1714984
bel,1996,1728342
bel,1997,1741767
bel,1998,1755315
bel,1999,1768968
bel,2000,1782747
bel,2001,1796594
bel,2002,1810568
bel,2003,1824651
bel,2004,1838864
bel,2005,1853147
bel,2006,1867561
bel,2007,1882088
bel,2008,1896747
bel,2009,1911480
bel,2010,1926348
bel,2011,1941332
bel,2012,1956453
bel,2013,1971650
bel,2014,1986986
bel,2015,2002441
bel,2016,2018038
bel,2017,2033713
bel,2018,2049510
bel,2019,2065284
bel,2020,2080788
bel,2021,2095688
ben,1960,73080
ben,1961,77928
ben,1962,85036
ben,1963,92962
ben,1964,101640
ben,1965,111100
ben,1966,120007
ben,1967,129628
ben,1968,140036
ben,1969,151247
ben,1970,163372
ben,1971,176470
ben,1972,190638
ben,1973,205900
ben,1974,222408
ben,1975,240239
ben,1976,259527
ben,1977,280304
ben,1978,302776
ben,1979,323820
ben,1980,337106
ben,1981,350898
ben,1982,365275
ben,1983,380240
ben,1984,395841
ben,1985,412036
ben,1986,428918
ben,1987,446491
ben,1988,464809
ben,1989,483826
ben,1990,503649
ben,1991,524284
ben,1992,541575
ben,1993,553242
ben,1994,565177
ben,1995,577370
ben,1996,589843
ben,1997,602550
ben,1998,615549
ben,1999,628829
ben,2000,642413
ben,2001,656253
ben,2002,665557
ben,2003,666784
ben,2004,668016
ben,2005,669246
ben,2006,670480
ben,2007,671716
ben,2008,672957
ben,2009,674196
ben,2010,675440
ben,2011,676685
ben,2012,677935
ben,2013,679183
ben,2014,708578
ben,2015,757922
ben,2016,810702
ben,2017,867158
ben,2018,927545
ben,2019,991000
ben,2020,1056440
ben,2021,1122713
bfa,1960,59126
bfa,1961,63090
bfa,1962,67325
bfa,1963,71845
bfa,1964,76676
bfa,1965,81816
bfa,1966,87309
bfa,1967,93170
bfa,1968,99434
bfa,1969,107102
bfa,1970,115374
bfa,1971,124284
bfa,1972,133897
bfa,1973,144223
bfa,1974,155361
bfa,1975,167360
bfa,1976,182337
bfa,1977,200214
bfa,1978,219871
bfa,1979,241459
bfa,1980,265200
bfa,1981,291201
bfa,1982,319792
bfa,1983,351190
bfa,1984,385721
bfa,1985,423537
bfa,1986,452238
bfa,1987,472181
bfa,1988,493032
bfa,1989,514742
bfa,1990,537441
bfa,1991,561141
bfa,1992,585920
bfa,1993,611721
bfa,1994,638696
bfa,1995,666861
bfa,1996,696309
bfa,1997,739213
bfa,1998,795344
bfa,1999,855737
bfa,2000,920808
bfa,2001,990628
bfa,2002,1065850
bfa,2003,1146783
bfa,2004,1233987
bfa,2005,1327553
bfa,2006,1428359
bfa,2007,1514246
bfa,2008,1586762
bfa,2009,1662536
bfa,2010,1742041
bfa,2011,1825349
bfa,2012,1912763
bfa,2013,2004106
bfa,2014,2099945
bfa,2015,2200368
bfa,2016,2305593
bfa,2017,2415851
bfa,2018,2531381
bfa,2019,2652720
bfa,2020,2780331
bfa,2021,2914619
bgd,1960,507921
bgd,1961,543565
bgd,1962,602546
bgd,1963,667926
bgd,1964,740506
bgd,1965,820740
bgd,1966,909796
bgd,1967,1008515
bgd,1968,1118104
bgd,1969,1239251
bgd,1970,1373718
bgd,1971,1522776
bgd,1972,1688248
bgd,1973,1871169
bgd,1974,2056298
bgd,1975,2221055
bgd,1976,2399267
bgd,1977,2591228
bgd,1978,2798845
bgd,1979,3023097
bgd,1980,3265663
bgd,1981,3519136
bgd,1982,3775135
bgd,1983,4049756
bgd,1984,4344775
bgd,1985,4660384
bgd,1986,4999402
bgd,1987,5363083
bgd,1988,5753775
bgd,1989,6171735
bgd,1990,6620697
bgd,1991,7041281
bgd,1992,7344419
bgd,1993,7659719
bgd,1994,7989018
bgd,1995,8332474
bgd,1996,8691200
bgd,1997,9064318
bgd,1998,9454003
bgd,1999,9860440
bgd,2000,10284947
bgd,2001,10695828
bgd,2002,11083051
bgd,2003,11484292
bgd,2004,11900642
bgd,2005,12330879
bgd,2006,12777296
bgd,2007,13239874
bgd,2008,13719871
bgd,2009,14215877
bgd,2010,14730537
bgd,2011,15263828
bgd,2012,15816426
bgd,2013,16389029
bgd,2014,16982363
bgd,2015,17597177
bgd,2016,18234249
bgd,2017,18894385
bgd,2018,19578421
bgd,2019,20283552
bgd,2020,21005860
bgd,2021,21741090
bgr,1960,708061
bgr,1961,726557
bgr,1962,745562
bgr,1963,765065
bgr,1964,785106
bgr,1965,805615
bgr,1966,823420
bgr,1967,839217
bgr,1968,855339
bgr,1969,871726
bgr,1970,888449
bgr,1971,905494
bgr,1972,922889
bgr,1973,940570
bgr,1974,958614
bgr,1975,977004
bgr,1976,995774
bgr,1977,1014850
bgr,1978,1034320
bgr,1979,1054162
bgr,1980,1074414
bgr,1981,1094997
bgr,1982,1116004
bgr,1983,1137414
bgr,1984,1159265
bgr,1985,1181474
bgr,1986,1192558
bgr,1987,1192104
bgr,1988,1191649
bgr,1989,1191196
bgr,1990,1190742
bgr,1991,1190289
bgr,1992,1189835
bgr,1993,1184909
bgr,1994,1176648
bgr,1995,1168445
bgr,1996,1160287
bgr,1997,1152209
bgr,1998,1144176
bgr,1999,1136199
bgr,2000,1128266
bgr,2001,1120411
bgr,2002,1132680
bgr,2003,1145963
bgr,2004,1157368
bgr,2005,1168854
bgr,2006,1177565
bgr,2007,1185484
bgr,2008,1195578
bgr,2009,1205730
bgr,2010,1215983
bgr,2011,1226323
bgr,2012,1236765
bgr,2013,1244740
bgr,2014,1250228
bgr,2015,1255741
bgr,2016,1261286
bgr,2017,1266840
bgr,2018,1272418
bgr,2019,1276937
bgr,2020,1280968
bgr,2021,1284311
bhr,1960,64888
bhr,1961,67726
bhr,1962,70691
bhr,1963,73787
bhr,1964,77022
bhr,1965,79697
bhr,1966,81304
bhr,1967,82943
bhr,1968,84617
bhr,1969,86321
bhr,1970,88061
bhr,1971,89951
bhr,1972,92251
bhr,1973,94602
bhr,1974,97017
bhr,1975,99494
bhr,1976,102037
bhr,1977,104638
bhr,1978,107310
bhr,1979,110049
bhr,1980,112862
bhr,1981,115318
bhr,1982,116446
bhr,1983,117585
bhr,1984,118736
bhr,1985,119896
bhr,1986,121069
bhr,1987,122253
bhr,1988,123450
bhr,1989,124656
bhr,1990,125875
bhr,1991,127106
bhr,1992,128546
bhr,1993,130120
bhr,1994,131715
bhr,1995,133330
bhr,1996,134966
bhr,1997,136618
bhr,1998,138293
bhr,1999,139988
bhr,2000,141707
bhr,2001,145632
bhr,2002,157330
bhr,2003,169967
bhr,2004,183640
bhr,2005,198370
bhr,2006,214304
bhr,2007,231518
bhr,2008,250141
bhr,2009,270205
bhr,2010,292172
bhr,2011,317239
bhr,2012,344495
bhr,2013,374008
bhr,2014,406095
bhr,2015,440935
bhr,2016,478819
bhr,2017,519958
bhr,2018,564631
bhr,2019,600433
bhr,2020,634508
bhr,2021,663893
bih,1960,169319
bih,1961,174647
bih,1962,180741
bih,1963,187047
bih,1964,193583
bih,1965,200327
bih,1966,207317
bih,1967,214551
bih,1968,222047
bih,1969,229784
bih,1970,237801
bih,1971,245635
bih,1972,252320
bih,1973,259168
bih,1974,266212
bih,1975,273447
bih,1976,280889
bih,1977,288513
bih,1978,296354
bih,1979,304409
bih,1980,312694
bih,1981,319547
bih,1982,321659
bih,1983,323784
bih,1984,325926
bih,1985,328077
bih,1986,330245
bih,1987,332427
bih,1988,334627
bih,1989,336835
bih,1990,339061
bih,1991,340746
bih,1992,340814
bih,1993,340881
bih,1994,340949
bih,1995,341017
bih,1996,341085
bih,1997,341152
bih,1998,341220
bih,1999,341288
bih,2000,341355
bih,2001,341423
bih,2002,341491
bih,2003,341559
bih,2004,341626
bih,2005,341694
bih,2006,341762
bih,2007,341830
bih,2008,341898
bih,2009,341965
bih,2010,342033
bih,2011,342101
bih,2012,342169
bih,2013,342237
bih,2014,342305
bih,2015,342373
bih,2016,342441
bih,2017,342509
bih,2018,342577
bih,2019,342743
bih,2020,343089
bih,2021,343661
blr,1960,550710
blr,1961,580833
blr,1962,612649
blr,1963,646207
blr,1964,681653
blr,1965,718938
blr,1966,758319
blr,1967,799856
blr,1968,843731
blr,1969,889881
blr,1970,931566
blr,1971,966515
blr,1972,1002827
blr,1973,1040396
blr,1974,1079428
blr,1975,1119925
blr,1976,1161999
blr,1977,1205532
blr,1978,1250760
blr,1979,1289550
blr,1980,1319711
blr,1981,1350492
blr,1982,1382034
blr,1983,1414313
blr,1984,1447393
blr,1985,1481151
blr,1986,1515745
blr,1987,1551147
blr,1988,1587427
blr,1989,1610396
blr,1990,1617544
blr,1991,1624724
blr,1992,1631945
blr,1993,1639179
blr,1994,1646455
blr,1995,1653763
blr,1996,1661114
blr,1997,1668477
blr,1998,1675883
blr,1999,1685887
blr,2000,1700376
blr,2001,1714949
blr,2002,1729668
blr,2003,1744512
blr,2004,1759505
blr,2005,1774585
blr,2006,1789815
blr,2007,1804472
blr,2008,1818556
blr,2009,1832710
blr,2010,1849991
blr,2011,1868657
blr,2012,1887537
blr,2013,1906555
blr,2014,1925792
blr,2015,1945223
blr,2016,1964877
blr,2017,1984675
blr,2018,2004672
blr,2019,2016677
blr,2020,2028104
blr,2021,2038822
bol,1960,440242
bol,1961,454541
bol,1962,469325
bol,1963,484591
bol,1964,500375
bol,1965,516628
bol,1966,533432
bol,1967,550782
bol,1968,568722
bol,1969,587195
bol,1970,606294
bol,1971,626014
bol,1972,646405
bol,1973,667401
bol,1974,689109
bol,1975,711523
bol,1976,734698
bol,1977,756115
bol,1978,777365
bol,1979,799212
bol,1980,821704
bol,1981,844765
bol,1982,868507
bol,1983,892915
bol,1984,918045
bol,1985,943809
bol,1986,970334
bol,1987,997604
bol,1988,1025680
bol,1989,1054466
bol,1990,1084100
bol,1991,1114568
bol,1992,1145819
bol,1993,1176412
bol,1994,1207865
bol,1995,1240160
bol,1996,1273364
bol,1997,1307363
bol,1998,1342318
bol,1999,1378207
bol,2000,1415108
bol,2001,1452891
bol,2002,1475375
bol,2003,1494564
bol,2004,1514030
bol,2005,1533695
bol,2006,1553643
bol,2007,1573850
bol,2008,1594348
bol,2009,1615056
bol,2010,1636062
bol,2011,1657342
bol,2012,1678928
bol,2013,1700734
bol,2014,1722823
bol,2015,1745199
bol,2016,1767866
bol,2017,1790827
bol,2018,1814087
bol,2019,1835355
bol,2020,1857797
bol,2021,1881796
bra,1960,4493182
bra,1961,4681086
bra,1962,4878624
bra,1963,5084497
bra,1964,5299360
bra,1965,5522674
bra,1966,5865661
bra,1967,6262294
bra,1968,6686349
bra,1969,7137833
bra,1970,7620490
bra,1971,8004335
bra,1972,8380068
bra,1973,8772332
bra,1974,9183536
bra,1975,9614016
bra,1976,10065309
bra,1977,10536457
bra,1978,11030355
bra,1979,11547405
bra,1980,12089454
bra,1981,12383528
bra,1982,12628957
bra,1983,12879250
bra,1984,13134858
bra,1985,13394815
bra,1986,13660287
bra,1987,13931020
bra,1988,14207502
bra,1989,14488689
bra,1990,14775840
bra,1991,15068681
bra,1992,15288036
bra,1993,15493544
bra,1994,15702105
bra,1995,15913473
bra,1996,16127983
bra,1997,16344782
bra,1998,16564802
bra,1999,16787782
bra,2000,17014078
bra,2001,17260029
bra,2002,17511506
bra,2003,17766646
bra,2004,18025864
bra,2005,18288134
bra,2006,18554591
bra,2007,18824929
bra,2008,19099587
bra,2009,19377480
bra,2010,19659808
bra,2011,19901875
bra,2012,20143093
bra,2013,20386559
bra,2014,20633309
bra,2015,20883046
bra,2016,21136155
bra,2017,21391624
bra,2018,21650181
bra,2019,21846507
bra,2020,22043028
bra,2021,22237472
caf,1960,94350
caf,1961,102334
caf,1962,111006
caf,1963,120413
caf,1964,130626
caf,1965,141662
caf,1966,153199
caf,1967,164523
caf,1968,176702
caf,1969,189744
caf,1970,203770
caf,1971,218832
caf,1972,235031
caf,1973,252379
caf,1974,271035
caf,1975,291069
caf,1976,305885
caf,1977,315594
caf,1978,325626
caf,1979,335977
caf,1980,346672
caf,1981,357676
caf,1982,369045
caf,1983,380776
caf,1984,392897
caf,1985,405369
caf,1986,418254
caf,1987,431550
caf,1988,445286
caf,1989,456973
caf,1990,466876
caf,1991,476994
caf,1992,487345
caf,1993,497892
caf,1994,508682
caf,1995,519706
caf,1996,530984
caf,1997,542475
caf,1998,554231
caf,1999,566242
caf,2000,578530
caf,2001,591050
caf,2002,603859
caf,2003,616945
caf,2004,630334
caf,2005,643975
caf,2006,657931
caf,2007,672189
caf,2008,686777
caf,2009,701639
caf,2010,716845
caf,2011,732380
caf,2012,748273
caf,2013,764467
caf,2014,781034
caf,2015,797960
caf,2016,815276
caf,2017,832920
caf,2018,850946
caf,2019,869599
caf,2020,889231
caf,2021,910270
can,1960,2031108
can,1961,2114517
can,1962,2176403
can,1963,2240102
can,1964,2305756
can,1965,2373145
can,1966,2441566
can,1967,2500090
can,1968,2560101
can,1969,2621381
can,1970,2684215
can,1971,2744174
can,1972,2755944
can,1973,2767733
can,1974,2779588
can,1975,2791494
can,1976,2807079
can,1977,2855955
can,1978,2905750
can,1979,2956414
can,1980,3008032
can,1981,3061725
can,1982,3132656
can,1983,3205229
can,1984,3279588
can,1985,3355459
can,1986,3433952
can,1987,3523629
can,1988,3615776
can,1989,3710070
can,1990,3806957
can,1991,3904154
can,1992,3975528
can,1993,4048005
can,1994,4121907
can,1995,4197157
can,1996,4274256
can,1997,4355039
can,1998,4437464
can,1999,4521449
can,2000,4607142
can,2001,4693504
can,2002,4776698
can,2003,4861366
can,2004,4947655
can,2005,5035232
can,2006,5124530
can,2007,5215742
can,2008,5308706
can,2009,5403064
can,2010,5499233
can,2011,5592607
can,2012,5660142
can,2013,5728303
can,2014,5797381
can,2015,5867292
can,2016,5938144
can,2017,6009852
can,2018,6082425
can,2019,6139404
can,2020,6196731
can,2021,6254571
che,1960,535471
che,1961,546473
che,1962,562653
che,1963,579311
che,1964,596487
che,1965,614123
che,1966,632305
che,1967,651026
che,1968,670328
che,1969,690147
che,1970,710580
che,1971,718557
che,1972,717235
che,1973,715920
che,1974,714605
che,1975,713293
che,1976,711982
che,1977,710676
che,1978,709371
che,1979,708068
che,1980,706766
che,1981,721451
che,1982,748589
che,1983,776748
che,1984,806007
che,1985,836284
che,1986,867741
che,1987,900382
che,1988,934299
che,1989,969394
che,1990,1005859
che,1991,1027960
che,1992,1038718
che,1993,1049558
che,1994,1060527
che,1995,1071610
che,1996,1082824
che,1997,1094125
che,1998,1105559
che,1999,1117113
che,2000,1128804
che,2001,1140845
che,2002,1153230
che,2003,1165750
che,2004,1178424
che,2005,1191200
che,2006,1204132
che,2007,1217204
che,2008,1230437
che,2009,1243777
che,2010,1257280
che,2011,1270929
che,2012,1284746
che,2013,1298675
che,2014,1312774
che,2015,1327026
che,2016,1341453
che,2017,1356037
che,2018,1370779
che,2019,1383092
che,2020,1395356
che,2021,1407572
chl,1960,1979927
chl,1961,2047034
chl,1962,2106056
chl,1963,2166780
chl,1964,2229343
chl,1965,2293532
chl,1966,2359661
chl,1967,2427698
chl,1968,2497794
chl,1969,2569712
chl,1970,2646661
chl,1971,2738346
chl,1972,2833339
chl,1973,2931353
chl,1974,3032899
chl,1975,3137963
chl,1976,3246819
chl,1977,3359136
chl,1978,3475502
