geo,time,se_xpd_tert_zs
arm,2014,13.62262
arm,2015,12.68896
arm,2016,13.18401
arm,2017,12.99242
asm,1974,14.93689
asm,1975,9.82983
asm,1976,29.4441
asm,2006,11.18482
atg,1999,15.06368
atg,2002,6.71878
atg,2009,7.35313
aus,1978,24.75316
aus,1979,24.03427
aus,1980,23.17673
aus,1982,21.69845
aus,1983,31.67267
aus,1985,31.57621
aus,1986,32.29368
aus,1987,31.64317
aus,1988,33.46855
aus,1989,32.64205
aus,1990,33.42061
aus,1991,32.64821
aus,1992,31.8731
aus,1993,26.58342
aus,1994,28.86819
aus,1995,27.58676
aus,1996,29.61601
aus,2000,23.41993
aus,2005,22.19504
aus,2006,21.98008
aus,2007,22.50197
aus,2008,22.45879
aus,2009,22.11265
aus,2010,22.27661
aus,2011,23.20185
aus,2012,23.67862
aus,2013,25.9484
aus,2014,26.53865
aus,2015,28.85535
aus,2016,26.82461
aut,1970,15.06736
aut,1971,15.08724
aut,1972,15.36238
aut,1973,15.23795
aut,1974,15.67883
aut,1975,16.14828
aut,1976,16.10579
aut,1977,15.1926
aut,1978,14.84121
aut,1979,14.96101
aut,1980,14.94281
aut,1981,14.29035
aut,1982,14.95543
aut,1983,15.67647
aut,1984,17.42452
aut,1985,17.66651
aut,1986,19.80344
aut,1987,19.78005
aut,1988,20.45724
aut,1989,20.63494
aut,1990,20.34452
aut,1991,21.29734
aut,1992,20.96459
aut,1993,20.51477
aut,1995,21.50493
aut,1996,21.05007
aut,1998,26.23192
aut,1999,26.18606
aut,2000,25.00969
aut,2001,23.64181
aut,2002,22.57116
aut,2003,23.5198
aut,2004,26.12133
aut,2005,27.28277
aut,2006,27.16193
aut,2007,27.75351
aut,2008,27.19456
aut,2009,26.196
aut,2010,27.71448
aut,2011,26.85606
aut,2012,33.30418
aut,2013,32.33793
aut,2014,32.51695
aut,2015,32.63359
aut,2016,32.48871
aze,1992,11.16438
aze,1995,7.49753
aze,1996,7.30055
aze,1998,6.59794
aze,1999,6.12115
aze,2000,6.00557
aze,2001,6.01177
aze,2002,5.82049
aze,2003,5.57932
aze,2004,6.4163
aze,2005,6.94571
aze,2006,7.00232
aze,2007,7.94791
aze,2008,11.33714
aze,2009,13.96427
aze,2010,14.03889
aze,2011,14.62596
aze,2015,12.81609
aze,2016,17.08263
aze,2017,16.40216
bdi,1979,22.43367
bdi,1981,23.16542
bdi,1990,23.21511
bdi,1991,27.732
bdi,1992,24.69136
bdi,1994,19.51265
bdi,1995,17.52454
bdi,1996,18.62608
bdi,1999,24.30359
bdi,2000,26.92457
bdi,2001,27.76629
bdi,2002,24.93172
bdi,2004,18.28288
bdi,2005,15.30763
bdi,2008,21.20969
bdi,2009,18.34551
bdi,2010,18.03359
bdi,2011,17.45981
bdi,2012,20.57904
bdi,2013,24.23367
bel,1975,16.07792
bel,1976,15.93583
bel,1977,16.62011
bel,1978,18.92186
bel,1979,19.44842
bel,1980,18.59612
bel,1981,18.77643
bel,1982,18.39242
bel,1986,19.14323
bel,1987,19.06874
bel,1988,19.52517
bel,1993,17.38212
bel,1994,20.43844
bel,1995,20.497
bel,1996,21.45639
bel,2005,21.69712
bel,2008,21.31581
bel,2009,22.42587
bel,2010,22.16835
bel,2011,21.9973
bel,2013,21.84376
bel,2014,22.49618
bel,2015,22.12875
bel,2016,22.2845
ben,2000,21.75625
ben,2001,18.31953
ben,2002,21.68571
ben,2003,20.60177
ben,2004,19.48373
ben,2005,21.20287
ben,2006,20.64072
ben,2007,20.16098
ben,2008,17.6369
ben,2009,18.49557
ben,2010,15.6043
ben,2012,24.7532
ben,2013,21.03575
ben,2014,20.34996
ben,2015,22.14901
bfa,1978,35.73092
bfa,1980,33.84101
bfa,1983,30.83444
bfa,1985,30.82397
bfa,1988,0
bfa,1994,16.10354
bfa,1996,0
bfa,2005,9.57532
bfa,2006,11.12015
bfa,2007,15.20193
bfa,2010,18.8408
bfa,2011,15.31161
bfa,2012,17.50099
bfa,2013,21.71843
bfa,2014,12.2894
bfa,2015,13.65212
bgd,1979,22.13401
bgd,1980,21.90686
bgd,1981,15.8549
bgd,1982,12.73232
bgd,1983,11.55024
bgd,1984,11.48712
bgd,1985,10.57759
bgd,1986,9.62477
bgd,1987,9.2748
bgd,1990,8.24368
bgd,1991,9.08171
bgd,1992,10.18077
bgd,1993,8.50549
bgd,1997,4.73789
bgd,1999,10.96074
bgd,2000,10.11549
bgd,2001,10.10512
bgd,2002,11.1389
bgd,2003,9.1102
bgd,2004,11.54205
bgd,2006,12.92764
bgd,2007,11.4676
bgd,2008,13.26487
bgd,2009,13.50141
bgd,2011,10.29338
bgd,2012,14.73352
bgd,2016,33.27739
bgr,1970,13.11037
bgr,1971,16.76708
bgr,1972,17.57396
bgr,1973,17.27908
bgr,1974,15.31143
bgr,1975,15.13059
bgr,1976,16.13808
bgr,1977,19.67544
bgr,1978,15.98357
bgr,1979,16.701
bgr,1980,16.49181
bgr,1990,18.79169
bgr,1991,14.40011
bgr,1992,15.89511
bgr,1993,18.13206
bgr,1994,17.69536
bgr,1995,18.15598
bgr,1996,20.17427
bgr,1998,14.36013
bgr,2001,15.8498
bgr,2002,15.19467
bgr,2003,19.69626
bgr,2004,21.27294
bgr,2005,16.85969
bgr,2006,17.28856
bgr,2007,16.43187
bgr,2008,19.40024
bgr,2009,20.69422
bgr,2010,14.80771
bgr,2011,16.97615
bgr,2012,17.8056
bgr,2013,15.91611
bhr,1970,4.58422
bhr,1971,4.40986
bhr,1972,10.46193
bhr,2013,24.40469
blr,2004,24.67875
blr,2005,25.47756
blr,2006,26.71441
blr,2007,20.189
blr,2009,20.0739
blr,2010,17.1275
blr,2011,17.29592
blr,2012,17.87294
blr,2013,17.58319
blr,2014,16.89418
blr,2015,16.75625
blr,2016,16.10117
blr,2017,16.47839
blz,1999,6.41435
blz,2000,6.52924
blz,2004,10.76745
blz,2008,9.18919
blz,2009,10.91408
blz,2010,8.66601
blz,2013,13.56864
blz,2014,12.98805
blz,2015,11.81363
blz,2016,10.06137
blz,2017,9.47148
bmu,1973,10.69286
bmu,1975,11.52198
bmu,1985,22.63716
bmu,1990,35.10937
bmu,1991,27.30661
bmu,1992,23.01425
bmu,1998,1.85199
bmu,2010,13.48375
bmu,2014,18.23369
bmu,2017,16.98494
bra,1995,25.46756
bra,1998,21.43783
bra,1999,21.06649
bra,2000,22.07378
bra,2001,21.58902
bra,2002,23.5896
bra,2004,18.92012
bra,2005,18.99504
bra,2006,16.66423
bra,2007,16.17167
bra,2008,15.91005
bra,2009,15.98869
bra,2010,16.39821
bra,2011,16.76335
bra,2012,17.303
bra,2013,18.60182
bra,2014,19.27436
bra,2015,21.454
brb,1971,13.18595
brb,1972,12.87168
brb,1973,13.01985
brb,1974,12.81771
brb,1976,20.11263
brb,1977,22.70667
brb,1991,19.81777
brb,1999,32.10928
brb,2000,27.44123
brb,2001,29.06154
brb,2002,29.93282
brb,2003,28.6243
brb,2004,31.49998
brb,2005,31.57781
brb,2007,30.17642
brb,2008,30.08956
brb,2009,29.90298
brb,2010,32.50573
brb,2012,30.22184
brb,2013,37.02109
brb,2014,39.27677
brb,2016,31.08689
brb,2017,28.54073
brn,1970,5.47028
brn,1971,7.76357
brn,1972,9.68746
brn,1973,2.76511
brn,1974,3.66832
brn,1975,7.72218
brn,1976,6.37505
brn,1978,9.24283
brn,1979,11.52899
brn,1980,15.26308
brn,1981,17.30924
brn,1982,12.93189
brn,1987,10.29651
brn,1988,10.46441
brn,1989,1.95287
brn,1990,10.23052
brn,1991,2.12122
brn,1992,1.67929
brn,1993,1.16546
brn,2010,24.37979
brn,2014,31.92166
brn,2016,18.8945
btn,1971,0
btn,1972,1.38906
btn,1975,33.8131
btn,1978,4.84863
btn,1979,6.32184
btn,2005,14.06839
btn,2009,13.23095
btn,2010,15.11068
btn,2011,11.0392
btn,2014,10.3284
bwa,1971,7.66942
bwa,1972,11.61545
bwa,1973,14.25127
bwa,1974,14.18246
bwa,1975,12.90432
bwa,1976,12.70798
bwa,1977,15.67831
bwa,1978,14.2226
bwa,1979,5.9374
bwa,1980,13.80726
bwa,1983,16.25707
bwa,1984,15.40078
bwa,1985,14.60521
bwa,1986,18.86245
bwa,1987,14.32899
bwa,1988,10.78263
bwa,1990,19.1989
bwa,1992,14.61023
bwa,2005,27.86688
bwa,2007,27.49449
bwa,2009,41.50944
caf,1978,16.47236
caf,1986,18.75387
caf,1987,20.89812
caf,1990,21.2882
caf,1991,23.35783
caf,2006,22.81854
caf,2007,21.28217
caf,2008,17.48191
caf,2009,22.71604
caf,2010,20.47402
caf,2011,27.29113
can,1971,31.36184
can,1972,31.36655
can,1973,31.12949
can,1974,30.71697
can,1975,31.43102
can,1976,31.438
can,1977,29.61135
can,1978,29.07323
can,1979,30.57821
can,1980,29.79349
can,1981,29.90282
can,1982,29.37821
can,1983,30.06431
can,1984,30.931
can,1985,30.52069
can,1986,31.02303
can,1987,30.89166
can,1988,30.8411
can,1989,31.69809
can,1990,31.81251
can,1991,28.13155
can,1992,30.75022
can,1993,27.7808
can,1994,34.57579
can,1995,35.26796
can,1998,31.00068
can,2007,36.81221
can,2008,34.44431
can,2009,36.06861
can,2010,35.38945
can,2011,35.5994
che,1970,17.56728
che,1971,18.93137
che,1972,18.60307
che,1973,18.92359
che,1974,17.60462
che,1975,17.64809
che,1976,16.81163
che,1977,17.63708
che,1978,17.34708
che,1979,18.54749
che,1980,19.86338
che,1981,20.10699
che,1982,19.66839
che,1983,19.99105
che,1984,19.68156
che,1985,19.13421
che,1986,19.84031
che,1987,20.27419
che,1988,20.39868
che,1989,20.79405
che,1990,20.92507
che,1991,21.15714
che,1993,20.67873
che,1994,20.50509
che,1995,19.91414
che,1996,19.74487
che,1998,20.34507
che,1999,22.30876
che,2000,22.29218
che,2001,23.111
che,2002,24.22523
che,2003,27.0848
che,2004,27.942
che,2005,25.95954
che,2006,26.59321
che,2007,25.4512
che,2008,23.99906
che,2009,25.14305
che,2010,25.30709
che,2011,25.99618
che,2012,26.3081
che,2013,26.14603
che,2014,26.37799
che,2015,26.2626
che,2016,26.00316
chl,1974,47.93494
chl,1975,27.35102
chl,1978,32.45636
chl,1979,33.66482
chl,1980,35.8439
chl,1981,36.3581
chl,1987,20.76482
chl,1990,20.14737
chl,1993,20.79722
chl,1994,19.17723
chl,1995,17.64221
chl,1996,16.72845
chl,1997,16.52374
chl,1998,16.5246
chl,2000,14.53464
chl,2002,14.02741
chl,2003,13.1512
chl,2004,15.1174
chl,2005,13.96576
chl,2006,14.81158
chl,2007,15.31078
chl,2008,14.51448
chl,2009,15.60172
chl,2010,22.32997
chl,2011,21.79243
chl,2013,25.61457
chl,2014,24.69634
chl,2015,25.68189
chl,2016,25.39554
chl,2017,25.15363
chn,1971,13.92145
chn,1972,14.28223
chn,1973,15.73626
chn,1974,15.98394
chn,1975,15.98305
chn,1976,16.81709
chn,1977,16.54942
chn,1978,20.77436
chn,1979,26.3851
chn,1980,30.66925
chn,1981,31.57293
chn,1982,30.53421
chn,1983,32.53898
chn,1984,33.95889
chn,1985,34.1342
chn,1986,34.16858
chn,1987,32.1679
chn,1988,29.38277
chn,1992,25.93177
chn,1993,23.18865
chn,1994,21.38331
chn,1995,19.54807
chn,1996,19.66055
chn,1998,15.58072
chn,1999,23.98415
civ,1970,15.2677
civ,1972,13.94633
civ,1973,13.79976
civ,1974,18.83858
civ,1975,18.12563
civ,1976,15.93877
civ,1978,22.70772
civ,1979,23.8944
civ,1980,15.28025
civ,1992,14.81622
civ,1993,15.25327
civ,1994,16.71696
civ,1995,18.55619
civ,1996,18.26501
civ,1997,19.72602
civ,1998,23.51193
civ,1999,20.80258
civ,2000,22.04268
civ,2001,19.42326
civ,2002,17.32955
civ,2003,18.69688
civ,2004,20.22161
civ,2005,20
civ,2006,21.9331
civ,2007,23.9028
civ,2008,23.77474
civ,2009,21.93434
civ,2010,22.23469
civ,2011,25.85954
civ,2012,24.76669
civ,2013,24.89689
civ,2014,21.02246
civ,2015,21.4443
civ,2016,21.8988
civ,2017,26.03471
civ,2018,14.02777
cmr,1971,18.47117
cmr,1972,20.38072
cmr,1982,32.00739
cmr,1983,36.66842
cmr,1984,25.36063
cmr,1986,27.39245
cmr,1987,27.3806
cmr,1988,25.8742
cmr,1989,32.47118
cmr,1990,36.50361
cmr,1991,29.54301
cmr,1992,15.6134
cmr,2004,10.3624
cmr,2005,12.64325
cmr,2006,10.49811
cmr,2007,10.61487
cmr,2008,8.85137
cmr,2009,8.62576
cmr,2010,9.04275
cmr,2011,15.09368
cmr,2012,7.76979
cmr,2013,10.20724
cod,1980,30.51076
cod,1981,25.69367
cod,1982,23.43929
cod,1983,33.22206
cod,1984,25.99722
cod,1985,28.49055
cod,1986,25.99732
cod,1987,23.23173
cod,1988,35.41486
cod,2010,23.99784
cod,2013,21.95353
cod,2015,23.80564
cog,1970,9.30186
cog,1971,14.2855
cog,1973,17.4647
cog,1975,27.37136
cog,1978,22.02762
cog,1979,24.91557
cog,1980,25.62575
cog,1994,29.78581
cog,1995,27.52637
cog,2002,25.46646
cog,2005,25.91235
cog,2010,10.87259
col,1979,23.35616
col,1980,25.52646
col,1981,22.79936
col,1984,20.62349
col,1985,22.49012
col,1989,18.79159
col,1998,19.59094
col,1999,19.07028
col,2000,19.87775
col,2001,19.87471
col,2004,13.3083
col,2005,13.81403
col,2008,22.04587
col,2009,19.59373
col,2010,22.10541
col,2011,20.60527
col,2012,21.97269
col,2013,17.72644
col,2014,20.75521
col,2015,21.38159
col,2016,22.97659
col,2017,22.49238
col,2018,23.31461
com,1971,4.54609
com,1998,3.31705
com,2002,7.66893
com,2008,14.60796
com,2011,8.97309
com,2012,8.20401
com,2013,9.742
com,2014,7.74071
com,2015,10.41168
cpv,2002,17.51308
cpv,2006,11.15206
cpv,2008,11.27392
cpv,2009,13.96658
cpv,2011,16.57033
cpv,2013,15.81999
cpv,2014,17.47844
cpv,2015,18.42339
cpv,2016,17.64119
cpv,2017,17.15109
cri,1980,29.56944
cri,1982,37.10376
cri,1983,31.08849
cri,1986,43.22026
cri,1988,42.82559
cri,1989,42.26739
cri,1995,31.27259
cri,1996,28.48134
cri,1999,17.28584
cri,2000,19.43766
cri,2001,19.15676
cri,2002,18.81469
cri,2004,18.7763
cri,2006,20.92713
cri,2007,20.9087
cri,2008,20.90153
cri,2009,18.98625
cri,2010,18.41766
cri,2011,19.63842
cri,2012,19.68788
cri,2013,20.51479
cri,2014,21.68091
cri,2015,22.25432
cri,2016,22.95425
cri,2017,23.63856
cri,2018,23.13634
cub,1980,9.04242
cub,1991,18.06756
cub,1993,18.78736
cub,1994,19.01944
cub,1998,16.43377
cub,1999,15.92241
cub,2000,17.5713
cub,2001,17.10481
cub,2002,17.53864
cub,2004,21.77871
cub,2005,22.06052
cub,2006,22.89283
cub,2007,25.11732
cyp,1970,8.88695
cyp,1971,10.46719
cyp,1972,8.55856
cyp,1973,6.00202
cyp,1974,4.58963
cyp,1975,3.58137
cyp,1976,3.11275
cyp,1977,3.56046
cyp,1978,5.55522
cyp,1979,4.83
cyp,1980,4.14235
cyp,1981,3.85403
cyp,1982,3.8539
cyp,1984,4.21407
cyp,1985,4.36933
cyp,1986,4.28789
cyp,1987,4.54279
cyp,1988,4.14125
cyp,1989,3.8675
cyp,1990,3.81763
cyp,1991,3.8544
cyp,1992,6.32145
cyp,1993,5.8024
cyp,1994,6.25872
cyp,1995,7.14634
cyp,1999,14.7535
cyp,2000,17.12993
cyp,2001,12.82839
cyp,2002,14.43299
cyp,2003,21.26273
cyp,2004,22.01836
cyp,2005,22.86093
cyp,2006,23.52663
cyp,2007,23.31487
cyp,2008,24.98685
cyp,2009,25.76502
cyp,2010,20.45646
cyp,2011,20.44679
cyp,2013,22.40035
cyp,2014,20.80751
cyp,2015,20.70407
cyp,2016,20.78145
cze,1992,12.85927
cze,1993,18.74218
cze,1994,15.25442
cze,1995,14.96658
cze,1996,16.05364
cze,1998,18.91405
cze,1999,19.09867
cze,2000,18.97731
cze,2001,19.33629
cze,2002,19.99625
cze,2003,20.75441
cze,2004,21.50678
cze,2005,21.01366
cze,2006,26.69742
cze,2007,25.51026
cze,2008,23.70898
cze,2009,23.22273
cze,2010,22.53438
cze,2011,25.79253
cze,2012,23.42144
cze,2013,21.47734
cze,2014,20.03148
cze,2015,13.32785
cze,2016,12.59606
deu,1993,22.08193
deu,1994,22.20447
deu,1995,23.04705
deu,1996,23.35106
deu,1998,23.25234
deu,2006,25.18597
deu,2007,25.36404
deu,2008,26.65244
deu,2009,26.44158
deu,2010,27.16245
deu,2011,28.12803
deu,2012,26.78422
deu,2013,26.48312
deu,2014,26.58781
deu,2015,25.94906
deu,2016,25.98579
dji,1970,0
dji,1971,2.77056
dji,1979,14.62513
dji,2010,16.4995
dma,1989,2.38295
dma,2015,8.86249
dnk,1970,20.65032
dnk,1971,17.81064
dnk,1972,18.53976
dnk,1973,21.10052
dnk,1974,20.73998
dnk,1975,21.79594
dnk,1977,19.44313
dnk,1978,17.87803
dnk,1979,16.62879
dnk,1980,17.40874
dnk,1986,23.37884
dnk,1987,21.85535
dnk,1988,23.32637
dnk,1989,17.87843
dnk,1991,21.28125
dnk,1993,26.01291
dnk,1994,25.91195
dnk,1995,24.24841
dnk,1996,23.74403
dnk,1998,26.12616
dnk,1999,28.98839
dnk,2000,30.00131
dnk,2001,32.09439
dnk,2002,31.97987
dnk,2003,29.9952
dnk,2004,29.82436
dnk,2005,28.67793
dnk,2006,28.3821
dnk,2007,29.197
dnk,2008,28.30347
dnk,2009,27.64096
dnk,2010,27.32889
dnk,2011,27.90448
dnk,2012,29.99536
dnk,2013,26.89384
dnk,2014,30.68284
dom,1970,25.36899
dom,1982,23.56557
dom,1983,24.12465
dom,1984,20.67305
dom,1985,22.24228
dom,1993,13.29292
dom,1994,10.55549
dom,1995,9.34112
dom,1996,13.42928
dom,2007,14.535
dza,1979,13.91096
dza,1980,19.71122
dza,2008,26.97261
ecu,1970,16.53528
ecu,1971,9.88327
ecu,1977,23.03266
ecu,1984,21.56844
ecu,1985,20.49441
ecu,1986,17.91753
ecu,1995,23.21022
ecu,1999,8.00464
ecu,2000,5.16006
ecu,2009,30.20973
ecu,2010,35.78782
ecu,2011,33.45215
ecu,2012,34.49249
ecu,2013,32.25039
ecu,2014,40.37434
ecu,2015,43.51374
egy,1971,22.31814
egy,1972,23.2345
egy,1974,30.17472
egy,1975,30.71504
egy,1976,32.2882
egy,1977,29.9504
egy,1978,36.14397
egy,1980,38.1276
egy,1982,38.82118
egy,1983,38.04818
egy,1988,32.10359
egy,1989,32.65576
egy,1992,41.18938
egy,1993,39.6472
egy,1994,38.1923
egy,1995,39.36949
egy,1996,39.62225
eri,1996,0
eri,2001,14.04755
eri,2002,14.889
eri,2004,31.89752
esp,1970,19.25179
esp,1971,19.80518
esp,1972,16.13149
esp,1974,15.08795
esp,1976,16.25732
esp,1977,16.03191
esp,1978,14.80088
esp,1979,13.49335
esp,1987,14.69081
esp,1988,15.13185
esp,1989,16.02944
esp,1990,18.37728
esp,1991,18.97839
esp,1992,19.3079
esp,1993,17.81659
esp,1994,17.41762
esp,1995,18.09287
esp,1996,19.85609
esp,1998,19.78396
esp,1999,20.0789
esp,2000,21.78937
esp,2001,22.80482
esp,2002,22.84219
esp,2003,23.21864
esp,2004,22.8942
esp,2005,22.36546
esp,2006,22.25303
esp,2007,22.86417
esp,2008,23.07994
esp,2009,22.82928
esp,2010,23.43326
esp,2011,23.43326
esp,2012,22.30695
esp,2013,22.43703
esp,2014,22.49025
esp,2015,22.35801
esp,2016,21.79022
est,1992,19.37901
est,1993,15.90151
est,1994,16.26499
est,1995,17.67489
est,1996,19.35761
est,1997,18.42714
est,1998,16.67671
est,1999,16.7703
est,2001,19.55571
est,2002,19.7054
est,2003,19.26275
est,2004,17.3814
est,2005,18.94835
est,2007,21.97672
est,2008,19.87099
est,2009,22.06965
est,2010,21.73776
est,2011,25.08595
est,2012,21.82186
est,2013,28.22683
est,2014,26.23038
est,2015,27.04369
est,2016,27.11812
eth,1971,15.86699
eth,1972,18.50355
eth,1977,20.33452
eth,1978,16.67278
eth,1979,15.50456
eth,1980,20.06179
eth,1981,18.58082
eth,1982,17.85685
eth,1983,16.5917
eth,1984,15.85055
eth,1985,16.10216
eth,1986,16.27679
eth,1993,13.50904
eth,1996,15.01745
eth,1997,15.92996
eth,2009,39.12769
eth,2010,43.93656
eth,2011,44.87735
eth,2012,46.83746
eth,2013,42.71091
eth,2014,45.92157
eth,2015,47.8522
fin,1970,11.10335
fin,1971,11.08267
fin,1972,12.85344
fin,1973,13.61692
fin,1974,15.21888
fin,1975,15.49578
fin,1976,15.53431
fin,1979,21.17686
fin,1980,21.09017
fin,1981,21.09386
fin,1982,20.93651
fin,1983,20.23458
fin,1984,20.60349
fin,1985,21.03596
fin,1986,19.94489
fin,1987,21.3042
fin,1988,22.72688
fin,1989,23.81815
fin,1990,25.39611
fin,1991,28.29078
fin,1992,29.95806
fin,1993,28.22735
fin,1994,25.73164
fin,1995,28.41765
fin,1996,28.3269
fin,1999,33.8313
fin,2000,34.03043
fin,2001,32.94224
fin,2002,32.47478
fin,2003,32.03157
fin,2004,32.20137
fin,2005,31.81018
fin,2006,31.65186
fin,2007,31.36248
fin,2008,31.00429
fin,2009,31.74847
fin,2010,31.8473
fin,2011,32.0233
fin,2012,28.56467
fin,2013,28.04155
fin,2014,27.91297
fin,2015,26.69626
fin,2016,26.54204
fji,1979,6.9287
fji,1981,5.33414
fji,1983,9.99177
fji,1989,8.84355
fji,1998,16.11417
fji,1999,14.92464
fji,2000,14.41922
fji,2001,16.04438
fji,2002,13.61265
fji,2004,15.88924
fji,2011,12.95693
fji,2013,22.563
fra,1970,18.36914
fra,1971,18.24548
fra,1972,17.3819
fra,1973,16.99268
fra,1974,15.01425
fra,1975,14.3418
fra,1976,14.10462
fra,1977,13.87871
fra,1978,13.89264
fra,1979,13.81777
fra,1980,13.44494
fra,1981,13.75122
fra,1982,13.54187
fra,1983,13.35365
fra,1984,13.62549
fra,1985,14.09092
fra,1986,14.332
fra,1987,14.20306
fra,1988,14.37796
fra,1989,14.84783
fra,1990,15.28171
fra,1991,15.1721
fra,1992,15.84919
fra,1993,16.96847
fra,1994,16.76909
fra,1995,17.65063
fra,1996,18.14906
fra,1999,17.58146
fsm,1972,9.56564
gab,1992,0
gab,1998,9.80873
gab,2010,37.84394
gab,2011,34.09083
gab,2012,33.89354
gab,2013,45.35416
gab,2014,37.82598
gbr,1971,23.75912
gbr,1972,25.06369
gbr,1973,24.46063
gbr,1974,23.22398
gbr,1975,21.76194
gbr,1976,20.74074
gbr,1977,21.51866
gbr,1980,22.42626
gbr,1981,23.02427
gbr,1982,22.81192
gbr,1983,22.69803
gbr,1984,21.91608
gbr,1985,22.58611
gbr,1986,21.0873
gbr,1987,20.7827
gbr,1988,20.16751
gbr,1989,20.07865
gbr,1990,20.44396
gbr,1991,20.68082
gbr,1992,21.79378
gbr,1994,23.02001
gbr,1995,23.62598
gbr,1996,23.73445
gbr,1998,21.94441
gbr,1999,20.11308
gbr,2000,17.54055
gbr,2001,17.23762
gbr,2002,20.63792
gbr,2003,19.76077
gbr,2004,19.29337
gbr,2005,22.29214
gbr,2006,20.10144
gbr,2007,17.38604
gbr,2008,15.70931
gbr,2009,14.36972
gbr,2010,16.39469
gbr,2011,22.09704
gbr,2013,23.9586
gbr,2014,24.32627
gbr,2015,22.82077
gbr,2016,25.61589
geo,1994,17.69486
geo,2008,11.5767
geo,2011,11.1604
geo,2012,19.1708
geo,2016,11.08576
geo,2017,10.07808
gha,1971,27.00304
gha,1972,25.76102
gha,1974,19.78773
gha,1975,19.94042
gha,1976,16.03185
gha,1977,15.2477
gha,1979,2.2725
gha,1981,1.82328
gha,1982,2.16217
gha,1986,2.09448
gha,1987,15.2789
gha,1988,11.72626
gha,2001,14.19508
gha,2004,19.5374
gha,2005,22.0727
gha,2006,20.30182
gha,2007,26.01762
gha,2008,25.8532
gha,2009,23.87346
gha,2010,25.9484
gha,2011,13.12625
gha,2012,18.5205
gha,2013,19.4198
gha,2014,18.26524
gin,1984,23.55531
gin,1991,24.96345
gin,1992,20.73618
gin,1993,23.33649
gin,2004,25.77659
gin,2005,30.56197
gin,2008,34.42411
gin,2009,34.20871
gin,2010,36.23715
gin,2011,43.33534
gin,2012,33.38798
gin,2013,34.6366
gin,2014,39.14773
gin,2015,39.1215
gin,2016,36.68386
gin,2017,36.68386
gin,2018,17.2974
gmb,1985,13.41392
gmb,1986,12.39022
gmb,1989,13.401
gmb,1990,19.92708
gmb,1991,14.09832
gmb,1992,0
gmb,1995,19.20295
gmb,1996,22.87175
gmb,2001,26.55078
gmb,2002,27.61333
gmb,2003,26.00772
gmb,2004,15.47192
gmb,2005,14.26939
gmb,2006,13.76917
gmb,2007,15.00642
gmb,2008,9.03216
gmb,2009,8.73382
gmb,2010,9.88183
gmb,2011,7.63092
gmb,2012,7.36082
gmb,2013,10.72789
gmb,2014,14.56867
gmb,2015,11.32833
gnb,2010,5.01284
gnb,2011,6.34808
gnb,2012,5.78928
gnb,2013,3.89815
gnq,1998,30.12889
grc,1970,15.39659
grc,1971,19.72222
grc,1973,25.65756
grc,1974,26.74787
grc,1975,24.87307
grc,1976,27.12847
grc,1977,25.57905
grc,1978,23.10657
grc,1981,23.65537
grc,1982,23.02298
grc,1983,18.58294
grc,1984,24.3268
grc,1986,23.93714
grc,1987,23.69923
grc,1988,24.01699
grc,1989,24.87225
grc,1990,24.23389
grc,1991,23.92152
grc,1998,30.97601
grc,1999,29.11155
