geo,time,se_xpd_tert_zs
per,2017,16.66902
per,2018,15.77045
phl,1980,23.76222
phl,1982,24.58705
phl,1983,22.76391
phl,1986,24.37069
phl,1995,16.28035
phl,1996,17.83157
phl,1997,14.88658
phl,2000,13.81636
phl,2001,13.73492
phl,2002,14.04549
phl,2003,13.18942
phl,2004,13.44938
phl,2005,13.28004
phl,2007,10.60725
phl,2008,10.42069
phl,2009,11.95731
plw,2001,20.65623
png,1972,16.20947
png,1977,40.42654
pol,1991,18.89697
pol,1992,18.7789
pol,1993,17.44701
pol,1995,14.57636
pol,1996,11.1425
pol,1998,22.40185
pol,1999,16.41635
pol,2000,14.46334
pol,2001,15.69397
pol,2002,19.45415
pol,2003,19.14225
pol,2004,21.23072
pol,2005,21.76088
pol,2006,18.30544
pol,2007,19.00887
pol,2008,20.54401
pol,2009,21.021
pol,2010,22.77437
pol,2011,22.82327
pol,2012,23.38739
pol,2013,24.45544
pol,2014,24.09996
pol,2015,25.2831
pol,2016,22.84284
pri,1971,23.3869
pri,1972,21.50012
pri,1973,22.20537
pri,1974,37.47438
pri,1975,33.3584
pri,1976,31.10545
pri,1977,29.9077
pri,1978,28.41108
pri,2013,38.58278
pri,2014,36.77856
prt,1973,11.59452
prt,1974,9.97524
prt,1975,11.28907
prt,1976,10.39427
prt,1978,12.90576
prt,1979,12.0817
prt,1980,11.68775
prt,1981,11.87967
prt,1982,12.62888
prt,1983,13.20069
prt,1984,14.23351
prt,1985,14.6725
prt,1986,16.50741
prt,1987,17.42505
prt,1988,17.64969
prt,1989,18.36208
prt,1990,18.71233
prt,1991,16.41503
prt,1992,18.23476
prt,1993,16.39556
prt,1994,16.66402
prt,1995,18.42773
prt,1996,18.13371
prt,1999,18.66288
prt,2000,18.12878
prt,2001,18.39482
prt,2002,17.22855
prt,2003,18.03764
prt,2004,16.47826
prt,2005,18.12151
prt,2006,19.0438
prt,2007,22.67835
prt,2008,19.3389
prt,2009,18.5308
prt,2010,20.15411
prt,2011,19.69826
prt,2013,16.98511
prt,2014,17.82687
prt,2015,18.30429
pry,1970,21.26841
pry,1971,15.30425
pry,1985,23.57369
pry,1990,25.76929
pry,2000,17.27933
pry,2001,17.0771
pry,2002,16.46314
pry,2003,17.11378
pry,2004,15.91803
pry,2007,19.14574
pry,2010,18.53815
pry,2011,33.48379
pry,2012,22.39749
pry,2016,23.32598
qat,1971,6.86272
qat,1972,7.10883
qat,1973,2.58951
qat,1976,6.74711
qat,1977,9.62397
qat,1978,7.61042
rou,1996,16.82471
rou,2001,23.9117
rou,2002,19.89271
rou,2003,19.71489
rou,2004,21.27618
rou,2005,23.20413
rou,2006,20.95031
rou,2007,26.33482
rou,2008,27.46122
rou,2009,28.28296
rou,2010,28.47491
rou,2011,27.68195
rou,2012,26.16289
rou,2014,21.64806
rou,2015,21.16444
rou,2016,23.77858
rus,2000,16.1142
rus,2001,17.318
rus,2002,17.02082
rus,2003,18.46549
rus,2004,18.30417
rus,2005,21.05642
rus,2006,21.89651
rus,2008,23.11347
rus,2012,21.15174
rus,2013,21.89587
rus,2015,21.14236
rus,2016,21.60867
rwa,1977,14.78701
rwa,1978,12.46783
rwa,1979,14.75877
rwa,1980,13.53751
rwa,1981,10.4966
rwa,1987,16.37271
rwa,1988,15.74984
rwa,1989,16.49128
rwa,2000,34.65164
rwa,2007,25.41196
rwa,2008,25.40973
rwa,2010,22.74969
rwa,2011,18.43491
rwa,2012,13.26898
rwa,2013,14.0221
rwa,2015,20.85792
rwa,2018,19.82273
sau,1981,36.56608
sau,1982,36.15934
sau,1983,33.04263
sau,1984,34.12728
sau,1993,20.92857
sau,1994,21.77271
sau,1995,19.79734
sau,1996,19.43178
sau,1998,16.94127
sdn,1971,21.28138
sdn,1981,20.61263
sen,1998,23.10106
sen,2005,21.97784
sen,2006,23.50002
sen,2008,24.54635
sen,2009,26.05155
sen,2010,26.82413
sen,2011,28.08133
sen,2012,27.09486
sen,2013,33.58658
sen,2014,28.83961
sen,2015,32.10913
sen,2016,28.07454
sen,2018,32.84079
sgp,1971,15.77897
sgp,1972,16.69987
sgp,1973,17.0644
sgp,1974,18.0112
sgp,1975,18.96901
sgp,1976,21.67844
sgp,1977,14.91662
sgp,1978,15.04494
sgp,1979,15.01792
sgp,1980,15.87042
sgp,1981,15.9244
sgp,1982,24.38568
sgp,1983,32.48239
sgp,1988,34.03667
sgp,2008,32.59053
sgp,2009,34.41669
sgp,2010,35.0615
sgp,2011,35.63068
sgp,2012,38.03522
sgp,2013,35.28406
slb,1991,13.6618
sle,2007,18.71485
sle,2008,20.82963
sle,2009,19.75814
sle,2010,19.63902
sle,2011,17.92992
sle,2012,23.21997
sle,2013,25.92508
sle,2014,30.73061
sle,2016,52.14544
sle,2017,59.02014
sle,2018,46.3553
slv,1975,22.80476
slv,1998,8.80852
slv,2000,6.71292
slv,2002,7.21288
slv,2003,7.71088
slv,2005,11.14956
slv,2006,9.7437
slv,2007,9.84755
slv,2009,10.46343
slv,2010,12.2358
slv,2012,7.70415
slv,2013,8.20535
slv,2014,8.00372
slv,2015,7.87045
slv,2016,8.02682
slv,2017,9.37147
slv,2018,9.17133
smr,1975,7.36229
smr,1992,10.79493
smr,1994,15.43523
smr,1995,14.2165
smr,1996,13.58061
smr,2010,9.75786
smr,2011,10.76105
smr,2017,6.82856
som,1972,2.9004
som,1973,1.47493
srb,2007,25.8493
srb,2008,27.30179
srb,2009,27.63834
srb,2010,29.08181
srb,2011,29.19053
srb,2012,29.1241
srb,2015,30.11539
srb,2016,28.90675
srb,2017,29.93024
ssd,2011,25.33762
ssd,2013,23.1356
ssd,2014,24.68398
ssd,2015,27.60846
ssd,2016,50.43606
ssd,2017,31.462
stp,2012,16.12556
stp,2013,8.25518
stp,2014,9.60057
svk,1992,16.79946
svk,1993,16.13074
svk,1994,15.74074
svk,1995,16.74677
svk,1996,14.22986
svk,1997,16.61324
svk,1999,17.914
svk,2000,18.37292
svk,2001,20.52919
svk,2002,20.16012
svk,2003,19.65736
svk,2004,23.41223
svk,2005,21.00133
svk,2006,23.67552
svk,2007,21.80985
svk,2008,21.52906
svk,2009,19.7819
svk,2010,19.62595
svk,2011,23.37085
svk,2012,23.97934
svk,2013,23.66714
svk,2014,22.99878
svk,2015,29.909
svk,2016,21.29603
svn,1991,17.33235
svn,1992,19.60176
svn,1993,16.77559
svn,1994,19.03788
svn,1995,16.94913
svn,2001,21.75964
svn,2002,22.05622
svn,2003,22.32808
svn,2004,22.66374
svn,2005,22.02685
svn,2006,21.76796
svn,2007,23.30836
svn,2008,23.29824
svn,2009,24.25137
svn,2010,24.04664
svn,2011,24.19965
svn,2012,21.23822
svn,2013,20.53375
svn,2014,19.76357
svn,2015,19.86943
svn,2016,19.74007
swe,1979,13.1355
swe,1980,10.97892
swe,1981,10.02024
swe,1990,21.68196
swe,1991,19.89712
swe,1992,21.73449
swe,1993,25.32159
swe,1995,26.70113
swe,1996,27.20621
swe,1998,26.13898
swe,1999,26.97612
swe,2000,27.18328
swe,2001,28.031
swe,2002,28.32068
swe,2003,28.86776
swe,2004,28.46181
swe,2005,27.5075
swe,2006,26.80146
swe,2007,26.41938
swe,2008,27.00642
swe,2009,28.09298
swe,2010,29.02195
swe,2011,29.07621
swe,2012,25.28107
swe,2013,25.42273
swe,2014,25.27111
swe,2015,24.91335
swe,2016,24.08663
swz,1976,24.6622
swz,1977,24.10141
swz,1978,30.64074
swz,1979,12.51923
swz,1980,8.60361
swz,1981,11.15109
swz,1982,8.84153
swz,1987,20.03258
swz,1988,20.73563
swz,1989,26.23359
swz,1990,21.7413
swz,1994,33.44841
swz,1995,28.85429
swz,1996,28.56941
swz,1999,32.07311
swz,2000,36.75576
swz,2001,22.54109
swz,2002,22.44396
swz,2003,25.51797
swz,2004,26.63646
swz,2005,23.94046
swz,2006,21.31296
swz,2008,21.55277
swz,2009,21.82487
swz,2010,16.56769
swz,2011,12.83894
swz,2014,13.33282
syc,1970,0
syc,1971,0
syc,1972,0
syc,1974,0
syc,1975,0
syc,1976,0
syc,1984,0
syc,1985,0
syc,1986,0
syc,1988,0
syc,1989,0
syc,1994,7.45673
syc,1995,10.72748
syc,1996,12.95811
syc,1998,8.08032
syc,2002,17.44107
syc,2006,17.89537
syc,2012,1.69234
syc,2013,1.35168
syc,2014,1.12681
syc,2016,21.63562
syr,1972,19.74472
syr,1973,22.1235
syr,1975,19.85286
syr,1976,37.4881
syr,1977,32.55381
syr,1978,27.50068
syr,1979,27.35454
syr,1980,26.30541
syr,1981,26.04654
syr,1982,23.30029
syr,1984,27.83678
syr,1985,28.02524
syr,1986,23.83763
syr,1987,21.85545
syr,1988,24.57117
syr,1989,20.79032
syr,1996,22.50215
syr,2001,19.8567
syr,2002,20.99096
syr,2003,22.30566
syr,2004,24.82162
syr,2006,19.84422
syr,2007,21.33539
syr,2008,24.94433
syr,2009,24.22278
tca,1975,0
tca,1976,0
tca,1981,0.98232
tca,1999,1.09569
tca,2001,15.31445
tca,2002,22.92085
tca,2003,37.23388
tca,2015,22.42435
tca,2018,24.43859
tcd,1997,5.90719
tcd,1998,16.58222
tcd,2004,17.58674
tcd,2005,18.73033
tcd,2009,12.37664
tcd,2010,19.75874
tcd,2011,16.28402
tcd,2012,30.25849
tcd,2013,31.70084
tgo,1970,6.53689
tgo,1979,24.77841
tgo,1981,27.87083
tgo,1984,25.68592
tgo,1987,26.53303
tgo,1992,32.88113
tgo,1996,23.25413
tgo,1998,21.78398
tgo,1999,21.99061
tgo,2000,17.38879
tgo,2007,21.43496
tgo,2008,20.10267
tgo,2009,14.44607
tgo,2010,16.73141
tgo,2011,16.02238
tgo,2012,18.3499
tgo,2013,22.20916
tgo,2014,21.68921
tgo,2015,17.32638
tgo,2016,17.9328
tgo,2017,17.74125
tha,1971,15.72187
tha,1972,15.62063
tha,1973,13.14379
tha,1974,12.71704
tha,1975,12.13542
tha,1976,13.22216
tha,1977,12.77063
tha,1979,12.20616
tha,1980,13.77787
tha,1981,21.98276
tha,1982,14.69339
tha,1983,16.52201
tha,1984,17.04429
tha,1986,12.37452
tha,1987,13.06076
tha,1988,12.75729
tha,1989,13.36776
tha,1991,18.32085
tha,1992,20.18605
tha,1994,20.06257
tha,1995,21.52168
tha,1996,26.36125
tha,1997,21.32208
tha,1998,24.11521
tha,2000,20.30363
tha,2001,21.68781
tha,2004,20.61293
tha,2005,21.68546
tha,2006,23.7406
tha,2008,21.176
tha,2009,19.31806
tha,2010,16.50964
tha,2011,14.91674
tha,2012,14.41514
tha,2013,15.55332
tjk,1993,9.56857
tjk,1995,10.61026
tjk,1996,7.52142
tjk,2002,12.0546
tjk,2003,7.7825
tjk,2004,5.35162
tjk,2005,7.38621
tjk,2006,6.52913
tjk,2007,7.53539
tjk,2008,14.24787
tjk,2009,11.98067
tjk,2010,10.07537
tjk,2011,8.3976
tjk,2012,11.18098
tjk,2015,9.94552
tkm,2012,9.22805
tls,2009,8.13707
tls,2010,10.43287
tls,2011,19.79091
tls,2012,14.2412
tls,2013,3.924
tls,2014,4.11131
ton,1972,0.9539
ton,1984,5.07868
ton,1998,0
ton,2004,21.71697
tto,1980,17.42412
tto,1982,11.99649
tto,1983,20.95113
tto,1984,21.51176
tto,1985,17.85394
tto,1989,12.40807
tto,1990,11.50732
tun,1980,25.1021
tun,1981,23.10769
tun,1982,20.77035
tun,1983,20.7384
tun,1984,20.17942
tun,1985,19.68395
tun,1986,18.17836
tun,1990,20.66812
tun,1991,22.27984
tun,1992,21.22525
tun,1993,21.72327
tun,1994,21.09059
tun,1995,21.6716
tun,1996,21.47246
tun,1997,18.28724
tun,1999,21.53278
tun,2000,21.65496
tun,2001,22.05146
tun,2002,22.78215
tun,2003,24.41378
tun,2004,26.63196
tun,2005,24.13942
tun,2006,24.25454
tun,2007,24.59128
tun,2008,24.99928
tun,2009,27.02453
tun,2010,28.17329
tun,2012,28.12726
tun,2015,23.93817
tur,1978,19.10145
tur,1979,12.95043
tur,1981,31.30274
tur,1982,28.01306
tur,1983,26.20525
tur,1984,26.4773
tur,1985,26.65639
tur,1986,23.0026
tur,1993,25.18176
tur,1994,36.2577
tur,1995,34.7013
tur,1999,27.89706
tur,2000,30.91114
tur,2001,32.16322
tur,2002,33.77179
tur,2003,32.44209
tur,2004,27.89069
tur,2006,31.89635
tuv,1990,0
tza,1971,13.0344
tza,1972,12.68382
tza,1973,11.45005
tza,1974,15.98133
tza,1980,25.46615
tza,1989,13.16829
tza,1990,17.57196
tza,2004,18.6881
tza,2005,21.67976
tza,2006,24.23784
tza,2007,25.82277
tza,2008,29.85023
tza,2009,33.77568
tza,2010,28.29679
tza,2014,21.39933
uga,1971,23.17159
uga,1973,25.05605
uga,1974,28.3115
uga,1975,22.54323
uga,1976,21.53413
uga,1982,17.74673
uga,1983,17.38717
uga,1984,21.75112
uga,1985,14.1994
uga,1988,13.48465
uga,2004,11.86568
uga,2010,13.30047
uga,2011,10.56436
uga,2012,13.7023
uga,2013,16.15545
uga,2014,16.29501
ukr,1997,11.77267
ukr,2000,32.25602
ukr,2001,31.87787
ukr,2002,33.96365
ukr,2003,30.8986
ukr,2004,31.73469
ukr,2005,29.47957
ukr,2006,30.49106
ukr,2007,30.07421
ukr,2008,31.53146
ukr,2009,32.39608
ukr,2011,34.40325
ukr,2012,32.41283
ukr,2013,31.86929
ukr,2014,31.51813
ukr,2016,30.4587
ukr,2017,24.99049
ury,1979,20.82412
ury,1980,17.78881
ury,1984,21.52922
ury,1985,23.20469
ury,1986,25.6589
ury,1991,25.9211
ury,1992,25.82397
ury,1994,26.66829
ury,1995,25.96812
ury,1996,19.47496
ury,2000,20.47811
ury,2001,21.06631
ury,2002,21.47357
ury,2003,25.9395
ury,2004,24.29814
ury,2005,21.83285
ury,2006,22.00231
ury,2011,26.83334
ury,2016,25.11407
ury,2017,24.79632
usa,2013,27.22716
usa,2014,27.50228
vct,2005,3.70627
vct,2007,5.72991
vct,2009,5.41548
vct,2010,7.01034
ven,1970,28.75716
ven,1971,25.96124
ven,1972,27.22352
ven,1974,35.73565
ven,1975,37.49159
ven,1977,37.07275
ven,1980,40.67392
ven,1981,40.79597
ven,1982,45.04788
ven,1983,43.60716
ven,1984,45.50045
ven,1987,40.11041
ven,1988,37.5706
ven,1990,41.84016
ven,1992,30.29731
ven,1993,35.08676
ven,1994,34.73089
ven,2006,47.32643
ven,2007,43.48734
ven,2009,22.5991
vgb,1970,1.4658
vgb,1971,3.90625
vgb,1973,7.80886
vgb,2001,21.8355
vgb,2005,34.23076
vgb,2006,34.65842
vgb,2007,33.11331
vgb,2015,22.11944
vgb,2017,35.07155
vir,1971,26.0063
vir,1972,13.79884
vir,1973,14.45672
vir,1974,18.77045
vir,1975,12.37718
vir,1976,16.29082
vir,1977,20.43087
vir,1978,10.99628
vnm,2008,22.16482
vnm,2009,13.64026
vnm,2010,14.48051
vnm,2011,15.73494
vnm,2012,14.82523
vnm,2013,15.00896
vut,1994,6.38713
vut,1998,6.55304
vut,1999,6.78098
vut,2000,7.38561
vut,2001,10.46452
vut,2008,5.85659
wsm,1999,40.27053
wsm,2000,36.39634
wsm,2001,33.21909
wsm,2016,9.18175
zaf,1987,26.41817
zaf,1988,25.31181
zaf,1989,26.32381
zaf,1990,26.51544
zaf,1991,23.97831
zaf,1993,15.5893
zaf,1994,16.61957
zaf,1996,17.06743
zaf,1999,15.24196
zaf,2000,14.54785
zaf,2001,14.51083
zaf,2002,14.64847
zaf,2003,14.11076
zaf,2004,13.32329
zaf,2005,15.05485
zaf,2006,12.84803
zaf,2007,13.09539
zaf,2008,13.00968
zaf,2009,12.53358
zaf,2010,11.87729
zaf,2011,11.70836
zaf,2012,11.91283
zaf,2013,12.40889
zaf,2014,12.18509
zaf,2015,12.54746
zaf,2017,14.36148
zaf,2018,15.25153
zmb,1970,14.18226
zmb,1971,18.30647
zmb,1972,14.76643
zmb,1973,15.43898
zmb,1974,14.23005
zmb,1975,16.06815
zmb,1976,17.23334
zmb,1977,17.58817
zmb,1978,17.99438
zmb,1979,21.70023
zmb,1980,18.69236
zmb,1981,18.71473
zmb,1982,18.05561
zmb,1983,13.05641
zmb,1984,11.34211
zmb,1985,17.33347
zmb,1986,19.15257
zmb,1987,15.05165
zmb,1991,20.84587
zmb,1992,24.7041
zmb,1993,28.78335
zmb,1994,20.80363
zmb,1995,22.06442
zmb,2000,19.41007
zmb,2004,18.04966
zmb,2005,25.75265
zmb,2015,11.83535
zmb,2016,12.33514
zmb,2017,8.91604
zwe,1979,11.82297
zwe,1980,10.25553
zwe,1981,8.75204
zwe,1983,6.24612
zwe,1984,7.95475
zwe,1985,3.38927
zwe,1987,8.95671
zwe,1988,9.66354
zwe,1989,10.36307
zwe,1990,0
zwe,1992,13.37501
zwe,1994,17.35395
zwe,2010,22.81501
zwe,2012,19.69693
zwe,2013,18.97826
zwe,2014,16.83207
