geo,time,sl_srv_empl_zs
aut,2006,66.59
aut,2007,67.15
aut,2008,68.51
aut,2009,69.71
aut,2010,69.88
aut,2011,69.04
aut,2012,69.25
aut,2013,69.52
aut,2014,69.41
aut,2015,69.71
aut,2016,70.09
aut,2017,71.15
aut,2018,70.87
aut,2019,70.99
aze,1991,45.38
aze,1992,45.33
aze,1993,46.02
aze,1994,45.66
aze,1995,45.02
aze,1996,45.2
aze,1997,45.87
aze,1998,46.58
aze,1999,46.52
aze,2000,48.11
aze,2001,49.23
aze,2002,48.28
aze,2003,48.41
aze,2004,48.56
aze,2005,48.61
aze,2006,48.1
aze,2007,48.83
aze,2008,48.28
aze,2009,49.22
aze,2010,48.05
aze,2011,48.04
aze,2012,48.06
aze,2013,48.52
aze,2014,48.95
aze,2015,49.58
aze,2016,49.33
aze,2017,49.28
aze,2018,49.02
aze,2019,49.22
bdi,1991,5.34
bdi,1992,5.38
bdi,1993,5.37
bdi,1994,5.38
bdi,1995,5.37
bdi,1996,5.36
bdi,1997,5.43
bdi,1998,5.59
bdi,1999,5.79
bdi,2000,5.98
bdi,2001,6.22
bdi,2002,6.48
bdi,2003,6.66
bdi,2004,6.94
bdi,2005,7.16
bdi,2006,7.48
bdi,2007,7.76
bdi,2008,8.09
bdi,2009,8.41
bdi,2010,8.77
bdi,2011,9.12
bdi,2012,9.51
bdi,2013,9.92
bdi,2014,10.32
bdi,2015,10.23
bdi,2016,10.24
bdi,2017,10.22
bdi,2018,10.34
bdi,2019,10.45
bel,1991,65.8
bel,1992,66.48
bel,1993,67.91
bel,1994,68.23
bel,1995,69.07
bel,1996,69.62
bel,1997,69.8
bel,1998,70.52
bel,1999,71.84
bel,2000,72.28
bel,2001,73.13
bel,2002,72.43
bel,2003,73.36
bel,2004,72.84
bel,2005,73.28
bel,2006,73.35
bel,2007,73.72
bel,2008,73.78
bel,2009,75.04
bel,2010,75.27
bel,2011,75.47
bel,2012,77.07
bel,2013,76.94
bel,2014,77.39
bel,2015,77.39
bel,2016,77.49
bel,2017,78.08
bel,2018,77.94
bel,2019,78.24
ben,1991,28.98
ben,1992,29.11
ben,1993,29.35
ben,1994,29.34
ben,1995,29.65
ben,1996,29.93
ben,1997,30.31
ben,1998,30.69
ben,1999,31.14
ben,2000,31.7
ben,2001,32.29
ben,2002,32.84
ben,2003,33.33
ben,2004,33.91
ben,2005,34.31
ben,2006,34.88
ben,2007,35.61
ben,2008,36.29
ben,2009,36.79
ben,2010,37.28
ben,2011,37.84
ben,2012,38.5
ben,2013,39.29
ben,2014,40.05
ben,2015,40.49
ben,2016,41.14
ben,2017,41.85
ben,2018,42.64
ben,2019,43.42
bfa,1991,7.06
bfa,1992,7.16
bfa,1993,7.33
bfa,1994,7.53
bfa,1995,8.25
bfa,1996,9.16
bfa,1997,10.05
bfa,1998,11.06
bfa,1999,12.18
bfa,2000,13.23
bfa,2001,14.54
bfa,2002,15.89
bfa,2003,17.49
bfa,2004,19.08
bfa,2005,20.99
bfa,2006,22.89
bfa,2007,24.78
bfa,2008,26.85
bfa,2009,28.76
bfa,2010,31
bfa,2011,33.05
bfa,2012,34.97
bfa,2013,36.64
bfa,2014,38.07
bfa,2015,40.4
bfa,2016,42.86
bfa,2017,45.31
bfa,2018,47.67
bfa,2019,48.64
bgd,1991,16.91
bgd,1992,18.39
bgd,1993,20
bgd,1994,21.71
bgd,1995,23.58
bgd,1996,25.6
bgd,1997,25.2
bgd,1998,24.91
bgd,1999,24.67
bgd,2000,24.49
bgd,2001,26.4
bgd,2002,28.39
bgd,2003,30.51
bgd,2004,32.72
bgd,2005,35.05
bgd,2006,37.41
bgd,2007,36.87
bgd,2008,36.29
bgd,2009,35.68
bgd,2010,35.07
bgd,2011,35.38
bgd,2012,35.68
bgd,2013,35.97
bgd,2014,36.28
bgd,2015,36.58
bgd,2016,36.87
bgd,2017,38.98
bgd,2018,39.77
bgd,2019,40.38
bgr,1991,39.33
bgr,1992,40.81
bgr,1993,42.51
bgr,1994,44.13
bgr,1995,45.89
bgr,1996,47.39
bgr,1997,49.09
bgr,1998,50.57
bgr,1999,52.33
bgr,2000,53.97
bgr,2001,57.54
bgr,2002,56.63
bgr,2003,56.73
bgr,2004,56.34
bgr,2005,56.82
bgr,2006,57.42
bgr,2007,56.96
bgr,2008,56.1
bgr,2009,57.67
bgr,2010,60.21
bgr,2011,61.77
bgr,2012,62.24
bgr,2013,63.15
bgr,2014,62.88
bgr,2015,63.25
bgr,2016,63.46
bgr,2017,63.09
bgr,2018,63.31
bgr,2019,63.36
bhr,1991,69.04
bhr,1992,69.22
bhr,1993,68.97
bhr,1994,69.25
bhr,1995,69.48
bhr,1996,69.7
bhr,1997,69.9
bhr,1998,70.17
bhr,1999,70.28
bhr,2000,69.88
bhr,2001,69.86
bhr,2002,69.82
bhr,2003,69.47
bhr,2004,68.61
bhr,2005,67.63
bhr,2006,66.47
bhr,2007,65.37
bhr,2008,64.27
bhr,2009,64.35
bhr,2010,63.2
bhr,2011,63.7
bhr,2012,63.95
bhr,2013,63.82
bhr,2014,63.69
bhr,2015,63.77
bhr,2016,63.6
bhr,2017,63.51
bhr,2018,63.63
bhr,2019,63.81
bhs,1991,79.42
bhs,1992,79.45
bhs,1993,82.29
bhs,1994,81.66
bhs,1995,81.42
bhs,1996,80.21
bhs,1997,81.51
bhs,1998,81.17
bhs,1999,79.25
bhs,2000,78.88
bhs,2001,78.75
bhs,2002,79.6
bhs,2003,81.15
bhs,2004,79.49
bhs,2005,78.69
bhs,2006,79.19
bhs,2007,79.74
bhs,2008,80.82
bhs,2009,81.06
bhs,2010,81.18
bhs,2011,81.38
bhs,2012,81.42
bhs,2013,81.91
bhs,2014,82.13
bhs,2015,82.63
bhs,2016,82.76
bhs,2017,82.83
bhs,2018,83.15
bhs,2019,83.31
bih,1991,37.04
bih,1992,37.22
bih,1993,37.65
bih,1994,38.58
bih,1995,39.71
bih,1996,41.07
bih,1997,42.1
bih,1998,42.97
bih,1999,44.08
bih,2000,44.89
bih,2001,45.81
bih,2002,46.7
bih,2003,47.37
bih,2004,47.9
bih,2005,48.34
bih,2006,48.69
bih,2007,47.6
bih,2008,46.95
bih,2009,47.28
bih,2010,49.43
bih,2011,51.5
bih,2012,49.08
bih,2013,51.32
bih,2014,52.92
bih,2015,51.86
bih,2016,50.77
bih,2017,51.47
bih,2018,52.14
bih,2019,50.33
blr,1991,48.01
blr,1992,48.11
blr,1993,48.58
blr,1994,49.02
blr,1995,49.37
blr,1996,49.89
blr,1997,50.52
blr,1998,51.14
blr,1999,51.71
blr,2000,52.32
blr,2001,53.13
blr,2002,53.69
blr,2003,54.3
blr,2004,54.82
blr,2005,55.34
blr,2006,55.71
blr,2007,56.09
blr,2008,56.38
blr,2009,56.68
blr,2010,57.1
blr,2011,57.44
blr,2012,57.89
blr,2013,58.22
blr,2014,58.62
blr,2015,59.23
blr,2016,58.75
blr,2017,58.54
blr,2018,58.06
blr,2019,58.56
blz,1991,55.58
blz,1992,55.9
blz,1993,56.1
blz,1994,57.36
blz,1995,55.04
blz,1996,54.36
blz,1997,51.84
blz,1998,56.99
blz,1999,55.55
blz,2000,56.6
blz,2001,57.89
blz,2002,59.14
blz,2003,60.41
blz,2004,61.49
blz,2005,62.56
blz,2006,62.93
blz,2007,63.4
blz,2008,63.73
blz,2009,64.23
blz,2010,64.69
blz,2011,65.04
blz,2012,65.42
blz,2013,65.77
blz,2014,66.15
blz,2015,66.5
blz,2016,65.73
blz,2017,66.89
blz,2018,67.4
blz,2019,67.61
bol,1991,38.39
bol,1992,38.57
bol,1993,38.82
bol,1994,39.1
bol,1995,39.44
bol,1996,39.83
bol,1997,40.14
bol,1998,40.46
bol,1999,41.14
bol,2000,42.44
bol,2001,40.1
bol,2002,39.86
bol,2003,44.4
bol,2004,44.4
bol,2005,41.99
bol,2006,43.04
bol,2007,44.23
bol,2008,48.7
bol,2009,49.21
bol,2010,49.27
bol,2011,49.28
bol,2012,51.61
bol,2013,50.94
bol,2014,48.52
bol,2015,49.62
bol,2016,49.53
bol,2017,49.49
bol,2018,49.45
bol,2019,50.05
bra,1991,56.94
bra,1992,57.2
bra,1993,57.71
bra,1994,58.28
bra,1995,59.1
bra,1996,60.05
bra,1997,60.26
bra,1998,61
bra,1999,61.25
bra,2000,61.68
bra,2001,62.01
bra,2002,61.46
bra,2003,61.83
bra,2004,61.24
bra,2005,61.42
bra,2006,62.45
bra,2007,62.83
bra,2008,62.92
bra,2009,63.87
bra,2010,64.78
bra,2011,65.7
bra,2012,65.51
bra,2013,65.89
bra,2014,66.77
bra,2015,67.62
bra,2016,68.98
bra,2017,70.07
bra,2018,70.61
bra,2019,70.94
brb,1991,74.36
brb,1992,74.09
brb,1993,75.37
brb,1994,75.83
brb,1995,75.79
brb,1996,76.16
brb,1997,75.45
brb,1998,74.69
brb,1999,74.28
brb,2000,75.15
brb,2001,76.17
brb,2002,77.22
brb,2003,77.83
brb,2004,79.22
brb,2005,79.42
brb,2006,79.74
brb,2007,79.82
brb,2008,79.6
brb,2009,79.14
brb,2010,78.32
brb,2011,78.18
brb,2012,78.69
brb,2013,78.33
brb,2014,77.85
brb,2015,77.75
brb,2016,77.83
brb,2017,77.9
brb,2018,78.13
brb,2019,78.42
brn,1991,73.82
brn,1992,73.71
brn,1993,73.59
brn,1994,73.81
brn,1995,73.51
brn,1996,74.09
brn,1997,74.43
brn,1998,74.28
brn,1999,75.57
brn,2000,76.28
brn,2001,76.2
brn,2002,76.78
brn,2003,77.42
brn,2004,77.88
brn,2005,78.55
brn,2006,78.96
brn,2007,78.87
brn,2008,79.62
brn,2009,79.3
brn,2010,79.79
brn,2011,80.39
brn,2012,80.61
brn,2013,80.61
brn,2014,80.82
brn,2015,81.34
brn,2016,82.01
brn,2017,82.51
brn,2018,79.54
brn,2019,77.28
btn,1991,24.3
btn,1992,24.47
btn,1993,24.64
btn,1994,24.84
btn,1995,25.05
btn,1996,25.39
btn,1997,25.66
btn,1998,25.9
btn,1999,26.19
btn,2000,26.6
btn,2001,26.99
btn,2002,27.44
btn,2003,27.94
btn,2004,28.46
btn,2005,29.05
btn,2006,29.65
btn,2007,30.52
btn,2008,31.44
btn,2009,32.55
btn,2010,33.77
btn,2011,30.65
btn,2012,31.74
btn,2013,32.7
btn,2014,32.52
btn,2015,32.35
btn,2016,32.84
btn,2017,33.27
btn,2018,33.66
btn,2019,34.06
bwa,1991,58.64
bwa,1992,58.7
bwa,1993,58.69
bwa,1994,58.6
bwa,1995,58.77
bwa,1996,59.13
bwa,1997,58.4
bwa,1998,56.99
bwa,1999,58.04
bwa,2000,58.88
bwa,2001,57.88
bwa,2002,57.06
bwa,2003,56.14
bwa,2004,56.3
bwa,2005,56.48
bwa,2006,56.71
bwa,2007,56.79
bwa,2008,56.82
bwa,2009,56.8
bwa,2010,57.35
bwa,2011,57.88
bwa,2012,58.37
bwa,2013,59.12
bwa,2014,59.7
bwa,2015,60.09
bwa,2016,60.7
bwa,2017,61.26
bwa,2018,61.89
bwa,2019,62.49
caf,1991,15.1
caf,1992,15.06
caf,1993,15.12
caf,1994,15.28
caf,1995,15.49
caf,1996,15.49
caf,1997,15.74
caf,1998,15.99
caf,1999,16.24
caf,2000,16.31
caf,2001,16.67
caf,2002,17.02
caf,2003,16.98
caf,2004,17.44
caf,2005,17.69
caf,2006,18.11
caf,2007,18.53
caf,2008,18.85
caf,2009,19.52
caf,2010,20.07
caf,2011,20.66
caf,2012,21.34
caf,2013,20.52
caf,2014,20.96
caf,2015,21.61
caf,2016,22.25
caf,2017,22.85
caf,2018,23.4
caf,2019,23.89
can,1991,72.63
can,1992,73.37
can,1993,74.01
can,1994,73.98
can,1995,73.92
can,1996,74.14
can,1997,73.94
can,1998,73.89
can,1999,74.07
can,2000,74.19
can,2001,74.78
can,2002,74.65
can,2003,74.92
can,2004,74.93
can,2005,75.19
can,2006,75.78
can,2007,76.33
can,2008,76.6
can,2009,77.76
can,2010,78.04
can,2011,77.93
can,2012,77.78
can,2013,77.9
can,2014,78.11
can,2015,78.43
can,2016,78.75
can,2017,78.95
can,2018,78.94
can,2019,79.24
chanisl,1991,57.69
chanisl,1992,57.96
chanisl,1993,58.2
chanisl,1994,58.39
chanisl,1995,58.69
chanisl,1996,59.04
chanisl,1997,59.39
chanisl,1998,59.79
chanisl,1999,60.2
chanisl,2000,60.5
chanisl,2001,61.39
chanisl,2002,62.24
chanisl,2003,63.14
chanisl,2004,63.8
chanisl,2005,64.36
chanisl,2006,64.73
chanisl,2007,65.09
chanisl,2008,65.93
chanisl,2009,67.14
chanisl,2010,67.75
chanisl,2011,68.35
chanisl,2012,68.93
chanisl,2013,69.45
chanisl,2014,69.91
chanisl,2015,70.42
chanisl,2016,70.98
chanisl,2017,71.55
chanisl,2018,72.15
chanisl,2019,72.73
che,1991,66.49
che,1992,67.75
che,1993,68.23
che,1994,68.2
che,1995,67.13
che,1996,69.13
che,1997,70
che,1998,70.24
che,1999,70.53
che,2000,70.15
che,2001,71.2
che,2002,72.31
che,2003,73.33
che,2004,73.81
che,2005,73.64
che,2006,73.54
che,2007,73.45
che,2008,73.53
che,2009,74.61
che,2010,74.08
che,2011,74.21
che,2012,74.86
che,2013,74.68
che,2014,75.13
che,2015,75.81
che,2016,76.05
che,2017,76.38
che,2018,76.51
che,2019,77.07
chl,1991,54.61
chl,1992,55.51
chl,1993,56.22
chl,1994,57.73
chl,1995,58.24
chl,1996,58
chl,1997,58.29
chl,1998,60.03
chl,1999,62.15
chl,2000,62.17
chl,2001,62.48
chl,2002,62.64
chl,2003,63
chl,2004,63.04
chl,2005,63.89
chl,2006,63.86
chl,2007,64.31
chl,2008,64.74
chl,2009,65.74
chl,2010,66.44
chl,2011,66.36
chl,2012,66.19
chl,2013,66.65
chl,2014,67.11
chl,2015,67.34
chl,2016,67.51
chl,2017,68.01
chl,2018,68.46
chl,2019,68.78
chn,1991,18.9
chn,1992,19.8
chn,1993,21.2
chn,1994,23
chn,1995,24.8
chn,1996,26
chn,1997,26.4
chn,1998,26.7
chn,1999,26.9
chn,2000,27.49
chn,2001,27.69
chn,2002,28.59
chn,2003,29.3
chn,2004,30.6
chn,2005,31.4
chn,2006,32.2
chn,2007,32.4
chn,2008,33.2
chn,2009,34.1
chn,2010,34.6
chn,2011,35.7
chn,2012,36.1
chn,2013,38.5
chn,2014,40.6
chn,2015,42.23
chn,2016,43.5
chn,2017,44.91
chn,2018,45.61
chn,2019,47.25
civ,1991,33.81
civ,1992,33.9
civ,1993,34.01
civ,1994,34.16
civ,1995,34.5
civ,1996,34.91
civ,1997,35.19
civ,1998,35.64
civ,1999,35.99
civ,2000,36.22
civ,2001,36.72
civ,2002,37.07
civ,2003,37.44
civ,2004,37.96
civ,2005,38.52
civ,2006,39.07
civ,2007,39.59
civ,2008,40.18
civ,2009,40.75
civ,2010,41.29
civ,2011,41.35
civ,2012,42.26
civ,2013,43.01
civ,2014,43.7
civ,2015,44.4
civ,2016,45
civ,2017,45.59
civ,2018,46.26
civ,2019,46.99
cmr,1991,22.03
cmr,1992,22.06
cmr,1993,21.98
cmr,1994,22.12
cmr,1995,22.32
cmr,1996,22.56
cmr,1997,22.86
cmr,1998,23.16
cmr,1999,23.5
cmr,2000,23.85
cmr,2001,24.32
cmr,2002,24.99
cmr,2003,25.72
cmr,2004,26.61
cmr,2005,27.3
cmr,2006,28.1
cmr,2007,29
cmr,2008,30.24
cmr,2009,31.41
cmr,2010,32.71
cmr,2011,34.05
cmr,2012,35.44
cmr,2013,36.9
cmr,2014,38.31
cmr,2015,39.19
cmr,2016,39.96
cmr,2017,40.67
cmr,2018,41.41
cmr,2019,42.09
cod,1991,18.7
cod,1992,18.6
cod,1993,18.46
cod,1994,18.43
cod,1995,18.52
cod,1996,18.58
cod,1997,18.54
cod,1998,18.63
cod,1999,18.62
cod,2000,18.46
cod,2001,18.47
cod,2002,18.72
cod,2003,19.1
cod,2004,19.52
cod,2005,19.92
cod,2006,20.28
cod,2007,20.67
cod,2008,21.08
cod,2009,21.31
cod,2010,21.78
cod,2011,22.23
cod,2012,22.7
cod,2013,23.25
cod,2014,23.85
cod,2015,24.34
cod,2016,24.61
cod,2017,24.96
cod,2018,25.45
cod,2019,25.86
cog,1991,31.09
cog,1992,31.32
cog,1993,31.47
cog,1994,31.51
cog,1995,31.83
cog,1996,32.22
cog,1997,32.46
cog,1998,32.85
cog,1999,33.04
cog,2000,33.8
cog,2001,34.33
cog,2002,34.91
cog,2003,35.27
cog,2004,35.83
cog,2005,36.62
cog,2006,37.28
cog,2007,37.44
cog,2008,38.07
cog,2009,38.73
cog,2010,39.66
cog,2011,40.22
cog,2012,40.88
cog,2013,41.53
cog,2014,42.39
cog,2015,42.97
cog,2016,43.3
cog,2017,43.74
cog,2018,44.46
cog,2019,44.99
col,1991,56.52
col,1992,56.73
col,1993,56.94
col,1994,57.22
col,1995,57.51
col,1996,57.86
col,1997,58.26
col,1998,58.6
col,1999,58.88
col,2000,59.01
col,2001,59.38
col,2002,59.61
col,2003,59.88
col,2004,60.2
col,2005,60.42
col,2006,60.77
col,2007,61.12
col,2008,61.31
col,2009,61.56
col,2010,61.62
col,2011,61.53
col,2012,61.93
col,2013,63.76
col,2014,63.99
col,2015,64.17
col,2016,64.58
col,2017,64.05
col,2018,63.3
col,2019,64.11
com,1991,25.11
com,1992,25.38
com,1993,25.57
com,1994,25.61
com,1995,25.87
com,1996,26.03
com,1997,26.36
com,1998,26.65
com,1999,26.99
com,2000,27.75
com,2001,28.26
com,2002,28.82
com,2003,29.39
com,2004,30.03
com,2005,31.23
com,2006,32.44
com,2007,33.55
com,2008,34.88
com,2009,36.18
com,2010,37.53
com,2011,38.9
com,2012,40.24
com,2013,41.63
com,2014,42.96
com,2015,43.67
com,2016,44.46
com,2017,45.29
com,2018,46.09
com,2019,46.79
cpv,1991,52.07
cpv,1992,52.37
cpv,1993,52.63
cpv,1994,53.07
cpv,1995,53.49
cpv,1996,53.85
cpv,1997,54.26
cpv,1998,54.75
cpv,1999,55.26
cpv,2000,55.89
cpv,2001,56.13
cpv,2002,56.46
cpv,2003,56.81
cpv,2004,57.42
cpv,2005,57.88
cpv,2006,58.42
cpv,2007,59.17
cpv,2008,59.69
cpv,2009,59.96
cpv,2010,60.38
cpv,2011,60.99
cpv,2012,61.52
cpv,2013,62.07
cpv,2014,62.6
cpv,2015,63.15
cpv,2016,63.85
cpv,2017,64.48
cpv,2018,66.28
cpv,2019,67.6
cri,1991,55.77
cri,1992,56.08
cri,1993,56.67
cri,1994,56.57
cri,1995,58.36
cri,1996,59.18
cri,1997,59.22
cri,1998,60.02
cri,1999,60.22
cri,2000,61.32
cri,2001,60.94
cri,2002,61.52
cri,2003,62.51
cri,2004,63.05
cri,2005,63.12
cri,2006,64.2
cri,2007,64.48
cri,2008,65.95
cri,2009,68.09
cri,2010,68.99
cri,2011,69.85
cri,2012,71.55
cri,2013,73.62
cri,2014,71.17
cri,2015,68.54
cri,2016,69.18
cri,2017,68.97
cri,2018,67.93
cri,2019,69.22
cub,1991,45.84
cub,1992,45.77
cub,1993,46.58
cub,1994,48.9
cub,1995,52
cub,1996,52
cub,1997,52
cub,1998,53.01
cub,1999,53.79
cub,2000,53.79
cub,2001,55.28
cub,2002,56.79
cub,2003,58.18
cub,2004,59.51
cub,2005,60.78
cub,2006,61.98
cub,2007,63.23
cub,2008,63.34
cub,2009,63.71
cub,2010,64.33
cub,2011,63.16
cub,2012,61.56
cub,2013,64.19
cub,2014,64.21
cub,2015,64.24
cub,2016,64.6
cub,2017,64.98
cub,2018,65.19
cub,2019,65.49
cyp,1991,58.03
cyp,1992,59.34
cyp,1993,61
cyp,1994,62.75
cyp,1995,63.65
cyp,1996,65.43
cyp,1997,67.12
cyp,1998,68.39
cyp,1999,69.64
cyp,2000,70.83
cyp,2001,71.47
cyp,2002,71.56
cyp,2003,71.94
cyp,2004,71.52
cyp,2005,71.21
cyp,2006,73.09
cyp,2007,73.1
cyp,2008,72.72
cyp,2009,74.25
cyp,2010,75.8
cyp,2011,75.27
cyp,2012,76.92
cyp,2013,79.33
cyp,2014,79.05
cyp,2015,79.78
cyp,2016,79.31
cyp,2017,80.43
cyp,2018,81.17
cyp,2019,79.16
cze,1991,46.89
cze,1992,47.82
cze,1993,48.66
cze,1994,50.37
cze,1995,51.11
cze,1996,51.78
cze,1997,52.65
cze,1998,52.94
cze,1999,54.12
cze,2000,54.84
cze,2001,54.6
cze,2002,54.98
cze,2003,55.61
cze,2004,56.26
cze,2005,56.54
cze,2006,56.27
cze,2007,56.2
cze,2008,56.3
cze,2009,58.31
cze,2010,58.92
cze,2011,58.56
cze,2012,58.83
cze,2013,59.46
cze,2014,59.21
cze,2015,59.05
cze,2016,59.03
cze,2017,59.14
cze,2018,59.7
cze,2019,60.09
deu,1991,58.79
deu,1992,59.23
deu,1993,59.92
deu,1994,60.32
deu,1995,60.83
deu,1996,61.8
deu,1997,62.38
deu,1998,62.83
deu,1999,63.3
deu,2000,63.83
deu,2001,64.6
deu,2002,65.15
deu,2003,66.2
deu,2004,66.39
deu,2005,67.79
deu,2006,68.08
deu,2007,67.85
deu,2008,68.87
deu,2009,69.52
deu,2010,70.04
deu,2011,70.12
deu,2012,70.25
deu,2013,70.78
deu,2014,70.52
deu,2015,70.92
deu,2016,71.31
deu,2017,71.32
deu,2018,71.41
deu,2019,71.61
dji,1991,42.59
dji,1992,42.91
dji,1993,43.09
dji,1994,43.47
dji,1995,43.75
dji,1996,43.99
dji,1997,44.32
dji,1998,44.71
dji,1999,45.28
dji,2000,45.81
dji,2001,46.49
dji,2002,47.3
dji,2003,48.11
dji,2004,48.91
dji,2005,49.72
dji,2006,50.64
dji,2007,51.57
dji,2008,52.54
dji,2009,53.22
dji,2010,54.05
dji,2011,55.04
dji,2012,55.86
dji,2013,56.67
dji,2014,57.56
dji,2015,58.5
dji,2016,59.36
dji,2017,60.15
dji,2018,61.11
dji,2019,62
dnk,1991,67.64
dnk,1992,68.05
dnk,1993,68.75
dnk,1994,68.44
dnk,1995,68.53
dnk,1996,69.73
dnk,1997,70.03
dnk,1998,69.84
dnk,1999,69.75
dnk,2000,70.99
dnk,2001,71.06
dnk,2002,73.3
dnk,2003,73.56
dnk,2004,73.04
dnk,2005,72.93
dnk,2006,73.58
dnk,2007,73.53
dnk,2008,74.04
dnk,2009,76.67
dnk,2010,77.59
dnk,2011,77.57
dnk,2012,77.59
dnk,2013,77.77
dnk,2014,78.15
dnk,2015,78.08
dnk,2016,78.62
dnk,2017,78.95
dnk,2018,78.9
dnk,2019,79.23
dom,1991,51.46
dom,1992,51.86
dom,1993,52.25
dom,1994,52.84
dom,1995,53.44
dom,1996,54.1
dom,1997,54.46
dom,1998,56.79
dom,1999,57.16
dom,2000,59.76
dom,2001,61.98
dom,2002,63.23
dom,2003,63.53
dom,2004,62.6
dom,2005,63.74
dom,2006,63.95
dom,2007,64.67
dom,2008,65.87
dom,2009,68.66
dom,2010,69.1
dom,2011,69.79
dom,2012,70.07
dom,2013,71.82
dom,2014,70.95
dom,2015,71.92
dom,2016,72.06
dom,2017,71
dom,2018,71.08
dom,2019,72.4
dza,1991,49.73
dza,1992,50.01
dza,1993,50.42
dza,1994,50.81
dza,1995,51.05
dza,1996,51.35
dza,1997,51.76
dza,1998,52.05
dza,1999,52.47
dza,2000,52.76
dza,2001,53.28
dza,2002,53.48
dza,2003,53.59
dza,2004,54.26
