geo,time,sl_srv_empl_zs
lby,2002,47.79
lby,2003,47.64
lby,2004,48.09
lby,2005,47.95
lby,2006,48.19
lby,2007,48.54
lby,2008,48.74
lby,2009,49.36
lby,2010,49.96
lby,2011,51.82
lby,2012,53.15
lby,2013,55.12
lby,2014,56.96
lby,2015,58.37
lby,2016,59.34
lby,2017,58.8
lby,2018,58.65
lby,2019,59.17
lca,1991,52.7
lca,1992,53.15
lca,1993,53.59
lca,1994,51.05
lca,1995,50
lca,1996,52.21
lca,1997,59.23
lca,1998,58.11
lca,1999,59.07
lca,2000,58.36
lca,2001,60.45
lca,2002,62.15
lca,2003,63.6
lca,2004,64.17
lca,2005,62.72
lca,2006,63.21
lca,2007,64.76
lca,2008,65.32
lca,2009,66.16
lca,2010,67.26
lca,2011,68.12
lca,2012,69.05
lca,2013,70.1
lca,2014,71.09
lca,2015,71.81
lca,2016,72.56
lca,2017,73.31
lca,2018,73.83
lca,2019,75.34
lka,1991,30.58
lka,1992,34.98
lka,1993,38.2
lka,1994,35.96
lka,1995,35.61
lka,1996,40.26
lka,1997,36.97
lka,1998,34.26
lka,1999,34.77
lka,2000,35.37
lka,2001,35.86
lka,2002,36.6
lka,2003,37.15
lka,2004,37.72
lka,2005,38.27
lka,2006,38.91
lka,2007,39.49
lka,2008,40.07
lka,2009,40.67
lka,2010,42.64
lka,2011,42.79
lka,2012,42.93
lka,2013,43.78
lka,2014,44.8
lka,2015,45.57
lka,2016,46.51
lka,2017,45.52
lka,2018,46.56
lka,2019,47.15
lso,1991,25.77
lso,1992,25.99
lso,1993,26.16
lso,1994,26.42
lso,1995,26.65
lso,1996,26.98
lso,1997,27.29
lso,1998,27.6
lso,1999,27.94
lso,2000,28.47
lso,2001,29.05
lso,2002,29.56
lso,2003,30.36
lso,2004,31
lso,2005,31.78
lso,2006,32.53
lso,2007,33.37
lso,2008,34.28
lso,2009,34.99
lso,2010,35.64
lso,2011,36.47
lso,2012,37.41
lso,2013,38.2
lso,2014,38.91
lso,2015,39.59
lso,2016,40.46
lso,2017,41.05
lso,2018,41.65
lso,2019,42.39
ltu,1991,46.16
ltu,1992,47.14
ltu,1993,47.81
ltu,1994,48.71
ltu,1995,49.47
ltu,1996,50.19
ltu,1997,50.82
ltu,1998,51.38
ltu,1999,52.94
ltu,2000,53.98
ltu,2001,55.79
ltu,2002,53.99
ltu,2003,54.05
ltu,2004,55.51
ltu,2005,56.67
ltu,2006,56.6
ltu,2007,58.13
ltu,2008,61.42
ltu,2009,64.17
ltu,2010,66.61
ltu,2011,66.96
ltu,2012,66.12
ltu,2013,66.05
ltu,2014,66.11
ltu,2015,65.86
ltu,2016,66.89
ltu,2017,67.08
ltu,2018,67.05
ltu,2019,67.86
lux,1991,69.36
lux,1992,70.03
lux,1993,70.38
lux,1994,69.87
lux,1995,70.87
lux,1996,74.42
lux,1997,74.34
lux,1998,75.47
lux,1999,76.06
lux,2000,76.76
lux,2001,77.05
lux,2002,77.94
lux,2003,77.99
lux,2004,79.19
lux,2005,80.97
lux,2006,81.48
lux,2007,81.23
lux,2008,83.06
lux,2009,85.74
lux,2010,85.55
lux,2011,85.41
lux,2012,86
lux,2013,86.37
lux,2014,87.59
lux,2015,86.43
lux,2016,86.93
lux,2017,87.85
lux,2018,87.19
lux,2019,88.51
lva,1991,50.52
lva,1992,51.81
lva,1993,53.15
lva,1994,53.57
lva,1995,54.9
lva,1996,55.47
lva,1997,52.59
lva,1998,53.92
lva,1999,56.75
lva,2000,58.32
lva,2001,58.26
lva,2002,58.24
lva,2003,58.68
lva,2004,59.76
lva,2005,61.47
lva,2006,61.17
lva,2007,61.19
lva,2008,62.64
lva,2009,66.91
lva,2010,68.31
lva,2011,68.2
lva,2012,68.15
lva,2013,68.02
lva,2014,68.65
lva,2015,68.42
lva,2016,68.19
lva,2017,69.83
lva,2018,69.37
lva,2019,68.99
mac,1991,61.48
mac,1992,62.14
mac,1993,62.92
mac,1994,63.78
mac,1995,64.72
mac,1996,65.76
mac,1997,66.61
mac,1998,67.57
mac,1999,69.13
mac,2000,71.55
mac,2001,69.14
mac,2002,71.17
mac,2003,72.74
mac,2004,74.46
mac,2005,74.69
mac,2006,76.57
mac,2007,81.59
mac,2008,79.91
mac,2009,83.92
mac,2010,85.93
mac,2011,86.74
mac,2012,86.8
mac,2013,86.97
mac,2014,83.95
mac,2015,83.8
mac,2016,85.93
mac,2017,89.03
mac,2018,89.63
mac,2019,89.94
mar,1991,32.98
mar,1992,33.22
mar,1993,33.48
mar,1994,33.46
mar,1995,33.88
mar,1996,33.73
mar,1997,34.14
mar,1998,34.2
mar,1999,34.59
mar,2000,34.87
mar,2001,35.1
mar,2002,35.5
mar,2003,35.93
mar,2004,34.7
mar,2005,35.01
mar,2006,36.29
mar,2007,36.7
mar,2008,36.97
mar,2009,37.5
mar,2010,37.94
mar,2011,38.37
mar,2012,39.39
mar,2013,39.95
mar,2014,40.56
mar,2015,41.05
mar,2016,41.79
mar,2017,42.32
mar,2018,42.98
mar,2019,43.66
mda,1991,32.24
mda,1992,32.33
mda,1993,35.07
mda,1994,34.44
mda,1995,38.03
mda,1996,42.11
mda,1997,43.68
mda,1998,39.71
mda,1999,37.46
mda,2000,35.24
mda,2001,35.07
mda,2002,35.91
mda,2003,40.95
mda,2004,43.26
mda,2005,43.34
mda,2006,48.21
mda,2007,48.5
mda,2008,49.27
mda,2009,52.55
mda,2010,53.83
mda,2011,53.73
mda,2012,54.27
mda,2013,53.5
mda,2014,51.63
mda,2015,48
mda,2016,49.16
mda,2017,51.02
mda,2018,56.14
mda,2019,57.32
mdg,1991,13.51
mdg,1992,13.57
mdg,1993,13.65
mdg,1994,13.71
mdg,1995,13.81
mdg,1996,13.92
mdg,1997,14.07
mdg,1998,14.25
mdg,1999,14.48
mdg,2000,14.69
mdg,2001,14.97
mdg,2002,14.83
mdg,2003,15.31
mdg,2004,15
mdg,2005,14.62
mdg,2006,15.76
mdg,2007,16.99
mdg,2008,18.33
mdg,2009,19.38
mdg,2010,20.64
mdg,2011,22
mdg,2012,23.44
mdg,2013,24.06
mdg,2014,24.62
mdg,2015,25.16
mdg,2016,25.68
mdg,2017,26.16
mdg,2018,26.64
mdg,2019,27.15
mdv,1991,51.04
mdv,1992,51.26
mdv,1993,51.51
mdv,1994,51.81
mdv,1995,52.11
mdv,1996,52.52
mdv,1997,52.99
mdv,1998,53.5
mdv,1999,54.12
mdv,2000,55
mdv,2001,56.04
mdv,2002,57.09
mdv,2003,58.21
mdv,2004,60.38
mdv,2005,62.5
mdv,2006,64.48
mdv,2007,66.42
mdv,2008,67.98
mdv,2009,69.67
mdv,2010,70.11
mdv,2011,70.41
mdv,2012,70.88
mdv,2013,71.34
mdv,2014,71.64
mdv,2015,71.78
mdv,2016,72.01
mdv,2017,72.19
mdv,2018,72.26
mdv,2019,72.55
mex,1991,53.44
mex,1992,53.73
mex,1993,54.06
mex,1994,54.38
mex,1995,54.77
mex,1996,55
mex,1997,55.37
mex,1998,55.76
mex,1999,55.67
mex,2000,55.53
mex,2001,56.46
mex,2002,57.2
mex,2003,57.91
mex,2004,58.43
mex,2005,59.03
mex,2006,59.56
mex,2007,60
mex,2008,60.69
mex,2009,61.9
mex,2010,61.68
mex,2011,62.02
mex,2012,62.22
mex,2013,62.04
mex,2014,61.42
mex,2015,61.41
mex,2016,61.15
mex,2017,60.87
mex,2018,61.06
mex,2019,61.97
mkd,1991,36.81
mkd,1992,36.93
mkd,1993,37.27
mkd,1994,37.55
mkd,1995,37.83
mkd,1996,38.28
mkd,1997,38.79
mkd,1998,39.37
mkd,1999,40.07
mkd,2000,40.74
mkd,2001,41.86
mkd,2002,42.78
mkd,2003,44.05
mkd,2004,45.11
mkd,2005,46.27
mkd,2006,47.25
mkd,2007,50.42
mkd,2008,50.62
mkd,2009,50.97
mkd,2010,51.07
mkd,2011,51.26
mkd,2012,52.82
mkd,2013,50.88
mkd,2014,51.18
mkd,2015,51.64
mkd,2016,53.06
mkd,2017,53.21
mkd,2018,52.92
mkd,2019,54.95
mli,1991,17.77
mli,1992,17.77
mli,1993,17.89
mli,1994,18.03
mli,1995,18.12
mli,1996,18.39
mli,1997,18.61
mli,1998,18.95
mli,1999,19.26
mli,2000,19.35
mli,2001,20.07
mli,2002,20.33
mli,2003,20.84
mli,2004,21.02
mli,2005,21.44
mli,2006,21.74
mli,2007,22.05
mli,2008,22.41
mli,2009,22.77
mli,2010,23.23
mli,2011,23.77
mli,2012,24
mli,2013,24.32
mli,2014,25.3
mli,2015,29.47
mli,2016,28.38
mli,2017,28.63
mli,2018,29.34
mli,2019,30
mlt,1991,62.27
mlt,1992,62.51
mlt,1993,62.72
mlt,1994,62.96
mlt,1995,63.19
mlt,1996,63.59
mlt,1997,63.94
mlt,1998,64.28
mlt,1999,64.73
mlt,2000,65.21
mlt,2001,66.73
mlt,2002,66.13
mlt,2003,67.66
mlt,2004,68.3
mlt,2005,68.06
mlt,2006,69.63
mlt,2007,71.87
mlt,2008,72.65
mlt,2009,73.52
mlt,2010,73.15
mlt,2011,74.31
mlt,2012,76.79
mlt,2013,77.16
mlt,2014,77.99
mlt,2015,78.52
mlt,2016,78.97
mlt,2017,79.2
mlt,2018,80.41
mlt,2019,80.07
mmr,1991,21.58
mmr,1992,21.95
mmr,1993,21.49
mmr,1994,21.53
mmr,1995,22.82
mmr,1996,23.77
mmr,1997,24.94
mmr,1998,25.18
mmr,1999,25.31
mmr,2000,25.99
mmr,2001,26.28
mmr,2002,26.83
mmr,2003,27.7
mmr,2004,28.19
mmr,2005,28.56
mmr,2006,29.12
mmr,2007,29.39
mmr,2008,29.96
mmr,2009,30.36
mmr,2010,30.34
mmr,2011,30.74
mmr,2012,30.92
mmr,2013,31.06
mmr,2014,31.11
mmr,2015,31.54
mmr,2016,32.44
mmr,2017,33.45
mmr,2018,34.56
mmr,2019,34.21
mne,1991,63.54
mne,1992,63.75
mne,1993,63.89
mne,1994,63.95
mne,1995,63.97
mne,1996,63.9
mne,1997,63.97
mne,1998,64.13
mne,1999,64.69
mne,2000,65.13
mne,2001,65.7
mne,2002,66.37
mne,2003,67.27
mne,2004,69.74
mne,2005,72.14
mne,2006,73.02
mne,2007,73.81
mne,2008,74.15
mne,2009,74.91
mne,2010,75.07
mne,2011,74.98
mne,2012,76.8
mne,2013,77.67
mne,2014,76.76
mne,2015,74.82
mne,2016,74.79
mne,2017,74.98
mne,2018,73.08
mne,2019,73.44
mng,1991,36.52
mng,1992,37.45
mng,1993,38.23
mng,1994,38.56
mng,1995,35.93
mng,1996,36.01
mng,1997,34.35
mng,1998,34.44
mng,1999,34.98
mng,2000,37.22
mng,2001,37.99
mng,2002,40.74
mng,2003,41.38
mng,2004,43.7
mng,2005,43.3
mng,2006,43.89
mng,2007,44.74
mng,2008,44.18
mng,2009,45.05
mng,2010,50.24
mng,2011,49.63
mng,2012,46.81
mng,2013,49.76
mng,2014,51.3
mng,2015,51.26
mng,2016,50.65
mng,2017,52
mng,2018,52.73
mng,2019,53.11
moz,1991,13.07
moz,1992,12.96
moz,1993,13.12
moz,1994,13.23
moz,1995,13.28
moz,1996,13.56
moz,1997,13.91
moz,1998,14.27
moz,1999,14.74
moz,2000,14.83
moz,2001,15.38
moz,2002,15.82
moz,2003,16.14
moz,2004,16.41
moz,2005,16.65
moz,2006,17.03
moz,2007,17.36
moz,2008,17.67
moz,2009,17.95
moz,2010,18.25
moz,2011,18.61
moz,2012,18.97
moz,2013,19.34
moz,2014,19.74
moz,2015,20.14
moz,2016,20.41
moz,2017,20.7
moz,2018,20.96
moz,2019,21.19
mrt,1991,37.63
mrt,1992,37.84
mrt,1993,38.16
mrt,1994,38.32
mrt,1995,38.84
mrt,1996,39.29
mrt,1997,39.48
mrt,1998,39.96
mrt,1999,40.48
mrt,2000,40.75
mrt,2001,41.11
mrt,2002,41.54
mrt,2003,42.27
mrt,2004,42.83
mrt,2005,43.62
mrt,2006,44.77
mrt,2007,44.99
mrt,2008,45.31
mrt,2009,45.65
mrt,2010,46.18
mrt,2011,46.75
mrt,2012,47.33
mrt,2013,47.93
mrt,2014,48.52
mrt,2015,49.19
mrt,2016,49.68
mrt,2017,50.25
mrt,2018,50.81
mrt,2019,51.56
mus,1991,44.89
mus,1992,45.61
mus,1993,46.31
mus,1994,47
mus,1995,45.68
mus,1996,48.77
mus,1997,49.79
mus,1998,49.83
mus,1999,50.32
mus,2000,49.32
mus,2001,51.7
mus,2002,52.58
mus,2003,53.15
mus,2004,56.36
mus,2005,57.54
mus,2006,58.14
mus,2007,58.63
mus,2008,59.09
mus,2009,61.28
mus,2010,62.66
mus,2011,64.13
mus,2012,64.35
mus,2013,65.19
mus,2014,66.08
mus,2015,66.99
mus,2016,67.91
mus,2017,68.83
mus,2018,69.69
mus,2019,70.35
mwi,1991,11.77
mwi,1992,11.74
mwi,1993,11.96
mwi,1994,11.91
mwi,1995,12.21
mwi,1996,12.42
mwi,1997,12.56
mwi,1998,12.71
mwi,1999,12.86
mwi,2000,12.99
mwi,2001,12.93
mwi,2002,13.1
mwi,2003,13.4
mwi,2004,13.7
mwi,2005,13.92
mwi,2006,14.17
mwi,2007,14.59
mwi,2008,14.96
mwi,2009,15.36
mwi,2010,15.71
mwi,2011,16
mwi,2012,16.19
mwi,2013,16.5
mwi,2014,16.85
mwi,2015,17.09
mwi,2016,17.33
mwi,2017,17.65
mwi,2018,17.93
mwi,2019,18.27
mys,1991,46.17
mys,1992,46.59
mys,1993,46.88
mys,1994,47.3
mys,1995,47.69
mys,1996,48.41
mys,1997,49.05
mys,1998,49.44
mys,1999,49.93
mys,2000,49.46
mys,2001,51.76
mys,2002,53.09
mys,2003,53.71
mys,2004,55.31
mys,2005,55.64
mys,2006,55.11
mys,2007,56.81
mys,2008,57.37
mys,2009,59.49
mys,2010,59.09
mys,2011,59.68
mys,2012,59.18
mys,2013,59.37
mys,2014,59.67
mys,2015,60.01
mys,2016,61.14
mys,2017,60.99
mys,2018,62.26
mys,2019,62.72
nam,1991,36.67
nam,1992,38.51
nam,1993,40.05
nam,1994,41.76
nam,1995,43.59
nam,1996,45.43
nam,1997,47.24
nam,1998,50.29
nam,1999,53.37
nam,2000,56.41
nam,2001,56.08
nam,2002,55.84
nam,2003,55.49
nam,2004,55.2
nam,2005,55.6
nam,2006,56.15
nam,2007,56.63
nam,2008,57.05
nam,2009,57.31
nam,2010,57.84
nam,2011,58.32
nam,2012,58.75
nam,2013,54.17
nam,2014,55.85
nam,2015,58.53
nam,2016,60.6
nam,2017,60.98
nam,2018,61.19
nam,2019,61.75
ncl,1991,68.41
ncl,1992,68.56
ncl,1993,68.64
ncl,1994,68.82
ncl,1995,68.99
ncl,1996,69.36
ncl,1997,69.29
ncl,1998,69.76
ncl,1999,70.67
ncl,2000,71.59
ncl,2001,72.4
ncl,2002,73.24
ncl,2003,74.11
ncl,2004,75.04
ncl,2005,75.62
ncl,2006,75.69
ncl,2007,75.12
ncl,2008,74.89
ncl,2009,75.2
ncl,2010,75.4
ncl,2011,75
ncl,2012,74.83
ncl,2013,74.8
ncl,2014,75.23
ncl,2015,75.16
ncl,2016,75.16
ncl,2017,75.29
ncl,2018,75.32
ncl,2019,75.26
ner,1991,14.16
ner,1992,14.22
ner,1993,14.27
ner,1994,14.34
ner,1995,14.43
ner,1996,14.48
ner,1997,14.57
ner,1998,14.88
ner,1999,14.94
ner,2000,14.97
ner,2001,15.3
ner,2002,15.55
ner,2003,15.72
ner,2004,15.81
ner,2005,16.16
ner,2006,16.46
ner,2007,16.66
ner,2008,17.05
ner,2009,17.19
ner,2010,17.61
ner,2011,17.78
ner,2012,18.29
ner,2013,18.6
ner,2014,18.97
ner,2015,19.26
ner,2016,19.61
ner,2017,19.94
ner,2018,20.36
ner,2019,20.75
nga,1991,36.01
nga,1992,36.27
nga,1993,36.37
nga,1994,36.48
nga,1995,36.7
nga,1996,37.08
nga,1997,37.45
nga,1998,37.87
nga,1999,38.23
nga,2000,38.89
nga,2001,39.61
nga,2002,40.83
nga,2003,41.66
nga,2004,42.65
nga,2005,43.61
nga,2006,44.55
nga,2007,45.48
nga,2008,46.41
nga,2009,47.4
nga,2010,48.39
nga,2011,49.27
nga,2012,49.58
nga,2013,49.92
nga,2014,50.61
nga,2015,51.12
nga,2016,51.42
nga,2017,51.9
nga,2018,52.46
nga,2019,53.03
nic,1991,47.54
nic,1992,47.72
nic,1993,47.94
nic,1994,48.05
nic,1995,48.21
nic,1996,48.34
nic,1997,48.84
nic,1998,49.26
nic,1999,49.86
nic,2000,50.13
nic,2001,50.68
nic,2002,51.09
nic,2003,51.51
nic,2004,51.32
nic,2005,51.43
nic,2006,51.55
nic,2007,50.08
nic,2008,52.22
nic,2009,52.71
nic,2010,52.22
nic,2011,51.53
nic,2012,51.37
nic,2013,51.25
nic,2014,50.89
nic,2015,51.32
nic,2016,51.93
nic,2017,52.39
nic,2018,52.75
nic,2019,53.16
nld,1991,70.68
nld,1992,71.17
nld,1993,71.79
nld,1994,72.67
nld,1995,72.82
nld,1996,73.06
nld,1997,73.41
nld,1998,73.76
nld,1999,74.46
nld,2000,75.14
nld,2001,75.31
nld,2002,76.09
nld,2003,77.05
nld,2004,76.61
nld,2005,75.26
nld,2006,75.73
nld,2007,76.89
nld,2008,77.71
nld,2009,78.35
nld,2010,79.24
nld,2011,80.05
nld,2012,80.06
nld,2013,81.39
nld,2014,81.48
nld,2015,81.25
nld,2016,81.25
nld,2017,81.21
nld,2018,81.73
nld,2019,81.81
nor,1991,70.57
nor,1992,70.97
nor,1993,71.18
nor,1994,71.47
nor,1995,71.49
nor,1996,71.59
nor,1997,71.45
nor,1998,72.46
nor,1999,73.14
nor,2000,73.92
nor,2001,74.16
nor,2002,74.38
nor,2003,74.5
nor,2004,75.63
nor,2005,75.85
nor,2006,75.93
nor,2007,75.96
nor,2008,76.26
nor,2009,77.08
nor,2010,77.76
nor,2011,77.38
nor,2012,77.54
nor,2013,77.48
nor,2014,77.31
nor,2015,77.87
nor,2016,78.44
nor,2017,78.53
nor,2018,78.43
nor,2019,78.54
npl,1991,14.91
npl,1992,14.69
npl,1993,14.51
npl,1994,14.4
npl,1995,14.29
npl,1996,14.21
npl,1997,14.14
npl,1998,14.1
npl,1999,14.05
npl,2000,14.23
npl,2001,14.43
npl,2002,14.6
npl,2003,14.85
npl,2004,15.12
npl,2005,15.39
npl,2006,15.67
npl,2007,15.97
npl,2008,16.31
npl,2009,16.65
npl,2010,16.97
npl,2011,17.31
npl,2012,17.73
npl,2013,18.12
npl,2014,18.55
npl,2015,18.94
npl,2016,19.29
npl,2017,19.71
npl,2018,20.11
npl,2019,20.52
nzl,1991,63.47
nzl,1992,63.9
nzl,1993,64.18
nzl,1994,64.37
nzl,1995,65.34
nzl,1996,66.36
nzl,1997,67.32
nzl,1998,67.22
nzl,1999,67.48
nzl,2000,67.97
nzl,2001,67.99
nzl,2002,68.44
nzl,2003,69.58
nzl,2004,69.73
nzl,2005,70.72
nzl,2006,70.36
nzl,2007,70.84
nzl,2008,71.49
nzl,2009,72.63
nzl,2010,72.62
nzl,2011,73.04
nzl,2012,73.41
nzl,2013,73.74
nzl,2014,73.29
nzl,2015,72.28
nzl,2016,73.27
nzl,2017,73.22
nzl,2018,74.3
nzl,2019,74.87
omn,1991,82.7
omn,1992,82.82
omn,1993,83
omn,1994,83.76
omn,1995,84.41
omn,1996,85.03
omn,1997,84.44
omn,1998,83.96
omn,1999,83.33
omn,2000,82.42
omn,2001,80.88
omn,2002,79.29
omn,2003,77.56
omn,2004,75.61
omn,2005,73.25
omn,2006,70.64
omn,2007,67.97
omn,2008,65.2
omn,2009,62.37
omn,2010,57.97
omn,2011,58.92
omn,2012,59.3
omn,2013,60.31
omn,2014,61.32
omn,2015,62.2
omn,2016,63
omn,2017,63.54
omn,2018,63.39
omn,2019,63.99
pak,1991,33.59
pak,1992,33.78
pak,1993,33.99
pak,1994,34.22
pak,1995,34.48
pak,1996,34.79
pak,1997,35.07
pak,1998,35.38
pak,1999,35.75
pak,2000,36.06
pak,2001,36.44
pak,2002,36.82
pak,2003,37.15
pak,2004,36.88
pak,2005,36.62
pak,2006,35.88
pak,2007,35.39
pak,2008,35.19
pak,2009,35.71
pak,2010,35.19
pak,2011,34.74
pak,2012,34.79
pak,2013,34.84
pak,2014,34.89
pak,2015,34.97
pak,2016,34.13
pak,2017,35.85
pak,2018,37.6
pak,2019,38.13
pan,1991,58.25
pan,1992,58.03
pan,1993,59.3
pan,1994,61.7
pan,1995,61.13
pan,1996,61.48
pan,1997,62.99
pan,1998,64.17
pan,1999,64.37
pan,2000,65.66
pan,2001,64.63
pan,2002,65.65
pan,2003,65.3
pan,2004,66.35
pan,2005,67.14
pan,2006,65.98
pan,2007,65.98
pan,2008,63.02
pan,2009,62.79
pan,2010,63.87
pan,2011,64.71
pan,2012,65.04
pan,2013,63.51
pan,2014,64.22
pan,2015,66.61
pan,2016,66.25
pan,2017,66.96
pan,2018,67.03
pan,2019,67.88
per,1991,47.63
per,1992,47.75
per,1993,48.01
per,1994,48.49
per,1995,48.88
per,1996,49.21
per,1997,49.6
per,1998,49.87
per,1999,50.2
per,2000,50.65
per,2001,50.92
per,2002,51.38
per,2003,50.68
per,2004,51.36
per,2005,51.11
per,2006,52.07
per,2007,54.28
per,2008,54.64
per,2009,55.04
per,2010,55.42
per,2011,55.24
per,2012,55.53
per,2013,55.56
per,2014,55.6
per,2015,55.17
per,2016,55.41
per,2017,56.65
per,2018,56.82
per,2019,57.43
phl,1991,40.69
phl,1992,40.04
phl,1993,40.07
phl,1994,40.41
phl,1995,41.78
phl,1996,42.37
phl,1997,44.7
phl,1998,46.29
phl,1999,45.81
phl,2000,47.03
phl,2001,47.28
phl,2002,47.39
phl,2003,47.98
phl,2004,48.44
phl,2005,49.13
phl,2006,49.66
phl,2007,50.11
phl,2008,50.39
phl,2009,50.74
phl,2010,51.36
phl,2011,52.04
phl,2012,52.56
phl,2013,53.38
phl,2014,53.65
phl,2015,54.62
phl,2016,55.74
phl,2017,56.29
phl,2018,56.64
phl,2019,58.03
png,1991,23.14
png,1992,23.27
png,1993,23.44
png,1994,23.57
png,1995,23.54
png,1996,23.83
png,1997,23.84
png,1998,23.94
png,1999,23.69
png,2000,22.99
png,2001,23.32
png,2002,23.31
png,2003,23.5
png,2004,23.94
png,2005,24.3
png,2006,24.7
png,2007,25.4
png,2008,25.59
png,2009,26.16
png,2010,26.69
png,2011,27.24
png,2012,27.83
png,2013,27.91
png,2014,28.3
png,2015,29.08
png,2016,29.59
png,2017,29.93
png,2018,30.12
png,2019,30.63
pol,1991,38.24
pol,1992,40.05
pol,1993,41.46
pol,1994,42.83
pol,1995,43.99
pol,1996,45.25
pol,1997,46.45
pol,1998,47.61
pol,1999,48.99
pol,2000,50.27
pol,2001,50.07
pol,2002,51.83
pol,2003,53.26
pol,2004,53.36
pol,2005,53.37
pol,2006,54.23
pol,2007,54.53
pol,2008,54.14
pol,2009,55.61
pol,2010,56.64
pol,2011,56.42
pol,2012,57.01
pol,2013,57.46
pol,2014,57.97
pol,2015,57.93
pol,2016,57.97
pol,2017,58.11
pol,2018,58.57
pol,2019,58.71
pri,1991,72.41
pri,1992,72.55
pri,1993,72.71
pri,1994,73.31
pri,1995,74.35
pri,1996,75.63
pri,1997,75.53
pri,1998,75.67
pri,1999,75.6
pri,2000,75.84
pri,2001,76.31
pri,2002,78.07
pri,2003,78.41
pri,2004,78.49
pri,2005,78.91
pri,2006,79.09
pri,2007,79.69
pri,2008,80.39
pri,2009,80.84
pri,2010,81.17
pri,2011,81.48
pri,2012,81.73
pri,2013,82.01
pri,2014,82.28
pri,2015,82.58
pri,2016,82.88
pri,2017,83.19
pri,2018,83.52
pri,2019,83.7
prk,1991,25.29
prk,1992,25.9
prk,1993,26.5
prk,1994,27.07
prk,1995,27.77
prk,1996,28.48
prk,1997,29.4
prk,1998,30.1
prk,1999,30.4
prk,2000,31.1
prk,2001,31.64
prk,2002,32.35
prk,2003,33
prk,2004,33.62
prk,2005,34.11
prk,2006,34.93
prk,2007,35.73
prk,2008,36.23
prk,2009,37.02
prk,2010,37.75
prk,2011,38.4
prk,2012,39.01
prk,2013,39.63
prk,2014,40.23
prk,2015,40.95
prk,2016,41.37
prk,2017,42.24
prk,2018,43.11
prk,2019,43.45
prt,1991,54.27
prt,1992,54.82
prt,1993,55.58
prt,1994,55.76
prt,1995,56.34
prt,1996,56.53
prt,1997,55.7
prt,1998,50.86
prt,1999,52.86
prt,2000,52.88
prt,2001,53.38
prt,2002,54.04
prt,2003,54.37
prt,2004,56.64
prt,2005,57.56
prt,2006,57.78
prt,2007,57.92
prt,2008,59.57
prt,2009,60.75
prt,2010,61.55
prt,2011,62.94
prt,2012,64.04
prt,2013,66.07
prt,2014,67.49
prt,2015,68.12
prt,2016,68.59
prt,2017,68.86
prt,2018,69.11
prt,2019,69.83
pry,1991,46.98
pry,1992,47.18
pry,1993,47.46
pry,1994,47.76
pry,1995,48.15
pry,1996,48.44
pry,1997,48.79
pry,1998,49.13
pry,1999,49.46
pry,2000,49.64
pry,2001,49.97
pry,2002,50.58
pry,2003,52.68
pry,2004,50.61
pry,2005,52.2
pry,2006,52.82
pry,2007,53.08
pry,2008,55.65
pry,2009,54.36
pry,2010,55.18
pry,2011,56.66
pry,2012,56.98
pry,2013,59.71
pry,2014,58.78
pry,2015,60.56
pry,2016,59.25
pry,2017,59.73
pry,2018,61.34
pry,2019,63.14
pse,1991,51.41
pse,1992,50.7
pse,1993,50.33
pse,1994,49.32
pse,1995,49.41
pse,1996,50.12
pse,1997,49.86
pse,1998,49.08
pse,1999,48.24
pse,2000,51.82
pse,2001,59.48
pse,2002,60.9
pse,2003,58.18
pse,2004,59.23
pse,2005,58.9
pse,2006,59.58
pse,2007,60.18
pse,2008,63.55
pse,2009,63.86
pse,2010,63.51
pse,2011,62.46
pse,2012,61.82
pse,2013,61.38
pse,2014,61.58
pse,2015,62.61
pse,2016,62.41
pse,2017,62.43
pse,2018,62.37
pse,2019,63.59
pyf,1991,68.82
pyf,1992,69.04
pyf,1993,69.3
pyf,1994,69.56
pyf,1995,69.93
pyf,1996,70.22
pyf,1997,70.63
pyf,1998,71.15
pyf,1999,71.61
pyf,2000,72.04
pyf,2001,72.38
pyf,2002,72.67
pyf,2003,72.8
pyf,2004,73.03
pyf,2005,73.15
pyf,2006,73.35
pyf,2007,73.45
pyf,2008,73.67
pyf,2009,74.01
pyf,2010,74.47
pyf,2011,74.93
pyf,2012,75.26
pyf,2013,75.46
pyf,2014,75.69
pyf,2015,75.89
pyf,2016,76.07
pyf,2017,76.24
pyf,2018,76.4
pyf,2019,76.54
qat,1991,64.76
qat,1992,64.49
qat,1993,64.84
qat,1994,64.51
qat,1995,64.29
qat,1996,64.22
qat,1997,63.13
qat,1998,62.68
qat,1999,61.72
qat,2000,60.42
qat,2001,59.31
qat,2002,58.5
qat,2003,57.6
qat,2004,56.24
qat,2005,56.05
qat,2006,55.47
qat,2007,45.78
qat,2008,38.86
qat,2009,39.99
qat,2010,42.21
qat,2011,44.54
qat,2012,46.87
qat,2013,46.91
qat,2014,45.73
qat,2015,44.63
qat,2016,44.23
qat,2017,44.25
qat,2018,44.47
qat,2019,45.14
rou,1991,30.31
rou,1992,29.92
rou,1993,28.19
rou,1994,28.11
rou,1995,28.72
rou,1996,30.52
rou,1997,28.83
rou,1998,29.25
rou,1999,28.93
rou,2000,29
rou,2001,29.73
rou,2002,32.71
rou,2003,33.18
rou,2004,36.37
rou,2005,37.26
rou,2006,38.69
rou,2007,39.07
rou,2008,39.69
rou,2009,40.89
rou,2010,40.67
rou,2011,42.18
rou,2012,42.08
rou,2013,42.46
rou,2014,42.72
