geo,time,en_atm_ghgt_kt_ce
sur,2006,2810
sur,2007,2700
sur,2008,2890
sur,2009,3030
sur,2010,3360
sur,2011,3620
sur,2012,4090
sur,2013,3940
sur,2014,4380
sur,2015,4480
sur,2016,4060
sur,2017,3900
sur,2018,3780
svk,1990,66990
svk,1991,58950
svk,1992,56400
svk,1993,53710
svk,1994,51000
svk,1995,51580
svk,1996,51630
svk,1997,51430
svk,1998,50250
svk,1999,48790
svk,2000,46200
svk,2001,46830
svk,2002,46270
svk,2003,46560
svk,2004,45910
svk,2005,46790
svk,2006,46320
svk,2007,45340
svk,2008,45220
svk,2009,41570
svk,2010,43160
svk,2011,41670
svk,2012,39350
svk,2013,40000
svk,2014,37340
svk,2015,37770
svk,2016,38580
svk,2017,40480
svk,2018,39930
svn,1990,17760
svn,1991,16720
svn,1992,16460
svn,1993,17170
svn,1994,17250
svn,1995,18120
svn,1996,18940
svn,1997,19420
svn,1998,19150
svn,1999,18420
svn,2000,18120
svn,2001,19020
svn,2002,19090
svn,2003,19060
svn,2004,19290
svn,2005,19490
svn,2006,19850
svn,2007,19790
svn,2008,20780
svn,2009,18790
svn,2010,19080
svn,2011,19020
svn,2012,18420
svn,2013,17780
svn,2014,16230
svn,2015,16310
svn,2016,17130
svn,2017,17310
svn,2018,17170
swe,1990,68390
swe,1991,69040
swe,1992,71590
swe,1993,71550
swe,1994,73370
swe,1995,72910
swe,1996,78460
swe,1997,72200
swe,1998,72970
swe,1999,71650
swe,2000,67380
swe,2001,66330
swe,2002,67660
swe,2003,68610
swe,2004,67120
swe,2005,63460
swe,2006,61900
swe,2007,59780
swe,2008,58580
swe,2009,54620
swe,2010,60070
swe,2011,56110
swe,2012,53230
swe,2013,51530
swe,2014,50120
swe,2015,50050
swe,2016,49520
swe,2017,49070
swe,2018,46350
swz,1990,2700
swz,1991,2740
swz,1992,2690
swz,1993,2420
swz,1994,2770
swz,1995,2770
swz,1996,2590
swz,1997,2950
swz,1998,3000
swz,1999,3070
swz,2000,3010
swz,2001,2860
swz,2002,2910
swz,2003,2920
swz,2004,2930
swz,2005,2990
swz,2006,2890
swz,2007,2980
swz,2008,2920
swz,2009,2920
swz,2010,2920
swz,2011,2940
swz,2012,3010
swz,2013,3520
swz,2014,2950
swz,2015,3000
swz,2016,3200
swz,2017,3050
swz,2018,3120
syc,1990,220
syc,1991,240
syc,1992,240
syc,1993,260
syc,1994,280
syc,1995,280
syc,1996,320
syc,1997,430
syc,1998,520
syc,1999,610
syc,2000,670
syc,2001,730
syc,2002,630
syc,2003,650
syc,2004,850
syc,2005,790
syc,2006,840
syc,2007,750
syc,2008,810
syc,2009,620
syc,2010,560
syc,2011,520
syc,2012,570
syc,2013,540
syc,2014,600
syc,2015,650
syc,2016,690
syc,2017,740
syc,2018,780
syr,1990,58520
syr,1991,62880
syr,1992,64040
syr,1993,64520
syr,1994,67930
syr,1995,72090
syr,1996,75310
syr,1997,75760
syr,1998,79020
syr,1999,78010
syr,2000,78010
syr,2001,78530
syr,2002,79140
syr,2003,79490
syr,2004,81810
syr,2005,92940
syr,2006,96910
syr,2007,100590
syr,2008,101700
syr,2009,96470
syr,2010,95980
syr,2011,89570
syr,2012,75930
syr,2013,56280
syr,2014,49100
syr,2015,44380
syr,2016,44930
syr,2017,47540
syr,2018,46320
tcd,1990,15440
tcd,1991,21870
tcd,1992,22740
tcd,1993,23710
tcd,1994,24700
tcd,1995,25730
tcd,1996,28720
tcd,1997,29360
tcd,1998,30200
tcd,1999,32220
tcd,2000,35050
tcd,2001,33350
tcd,2002,37380
tcd,2003,41250
tcd,2004,44460
tcd,2005,48340
tcd,2006,49090
tcd,2007,50990
tcd,2008,52080
tcd,2009,52730
tcd,2010,55150
tcd,2011,57650
tcd,2012,60510
tcd,2013,62820
tcd,2014,65410
tcd,2015,70560
tcd,2016,75220
tcd,2017,77690
tcd,2018,80680
tgo,1990,4170
tgo,1991,4000
tgo,1992,3690
tgo,1993,3580
tgo,1994,3880
tgo,1995,3910
tgo,1996,4370
tgo,1997,4130
tgo,1998,5000
tgo,1999,5360
tgo,2000,5220
tgo,2001,4990
tgo,2002,5470
tgo,2003,6130
tgo,2004,5900
tgo,2005,6810
tgo,2006,6250
tgo,2007,5940
tgo,2008,6270
tgo,2009,7710
tgo,2010,7540
tgo,2011,8000
tgo,2012,7480
tgo,2013,7320
tgo,2014,7050
tgo,2015,7790
tgo,2016,8240
tgo,2017,8010
tgo,2018,8420
tha,1990,159660
tha,1991,171670
tha,1992,183570
tha,1993,199670
tha,1994,214480
tha,1995,233650
tha,1996,255050
tha,1997,262300
tha,1998,241560
tha,1999,253220
tha,2000,255430
tha,2001,266640
tha,2002,278010
tha,2003,291220
tha,2004,309760
tha,2005,319060
tha,2006,323430
tha,2007,336130
tha,2008,341850
tha,2009,340520
tha,2010,360560
tha,2011,362400
tha,2012,383440
tha,2013,395710
tha,2014,390010
tha,2015,392810
tha,2016,395180
tha,2017,413200
tha,2018,416950
tjk,1990,17790
tjk,1991,16920
tjk,1992,13900
tjk,1993,11070
tjk,1994,8600
tjk,1995,8010
tjk,1996,7370
tjk,1997,7620
tjk,1998,7550
tjk,1999,7080
tjk,2000,6720
tjk,2001,6760
tjk,2002,6810
tjk,2003,6970
tjk,2004,7530
tjk,2005,7610
tjk,2006,8060
tjk,2007,8730
tjk,2008,9080
tjk,2009,8740
tjk,2010,8780
tjk,2011,9060
tjk,2012,9840
tjk,2013,10260
tjk,2014,11700
tjk,2015,12280
tjk,2016,13650
tjk,2017,14200
tjk,2018,15210
tkm,1990,79180
tkm,1991,69950
tkm,1992,56190
tkm,1993,53180
tkm,1994,57440
tkm,1995,59380
tkm,1996,56920
tkm,1997,57690
tkm,1998,59910
tkm,1999,66860
tkm,2000,69800
tkm,2001,73010
tkm,2002,77390
tkm,2003,84550
tkm,2004,89020
tkm,2005,89500
tkm,2006,89920
tkm,2007,94440
tkm,2008,94570
tkm,2009,86290
tkm,2010,92070
tkm,2011,101660
tkm,2012,108940
tkm,2013,114270
tkm,2014,119770
tkm,2015,126150
tkm,2016,125940
tkm,2017,125620
tkm,2018,125080
tls,1990,450
tls,1991,520
tls,1992,530
tls,1993,560
tls,1994,640
tls,1995,670
tls,1996,690
tls,1997,690
tls,1998,720
tls,1999,600
tls,2000,670
tls,2001,1730
tls,2002,2780
tls,2003,3640
tls,2004,4420
tls,2005,5410
tls,2006,5760
tls,2007,6060
tls,2008,6420
tls,2009,6740
tls,2010,7050
tls,2011,6940
tls,2012,6920
tls,2013,6900
tls,2014,6860
tls,2015,6890
tls,2016,6770
tls,2017,6390
tls,2018,6190
ton,1990,250
ton,1991,270
ton,1992,250
ton,1993,260
ton,1994,270
ton,1995,260
ton,1996,240
ton,1997,250
ton,1998,240
ton,1999,260
ton,2000,240
ton,2001,230
ton,2002,240
ton,2003,260
ton,2004,270
ton,2005,280
ton,2006,290
ton,2007,270
ton,2008,270
ton,2009,280
ton,2010,260
ton,2011,250
ton,2012,260
ton,2013,260
ton,2014,270
ton,2015,270
ton,2016,310
ton,2017,340
ton,2018,350
tto,1990,15150
tto,1991,14060
tto,1992,13010
tto,1993,13560
tto,1994,14120
tto,1995,14290
tto,1996,14550
tto,1997,15100
tto,1998,15510
tto,1999,15710
tto,2000,15970
tto,2001,17110
tto,2002,17810
tto,2003,17160
tto,2004,17910
tto,2005,21690
tto,2006,24420
tto,2007,24460
tto,2008,23710
tto,2009,22950
tto,2010,25560
tto,2011,26410
tto,2012,25620
tto,2013,26520
tto,2014,25990
tto,2015,25600
tto,2016,22840
tto,2017,23070
tto,2018,22900
tun,1990,19850
tun,1991,20890
tun,1992,21640
tun,1993,23210
tun,1994,23200
tun,1995,23870
tun,1996,25370
tun,1997,26070
tun,1998,27450
tun,1999,28890
tun,2000,30470
tun,2001,31230
tun,2002,31310
tun,2003,31520
tun,2004,32670
tun,2005,33180
tun,2006,34230
tun,2007,34920
tun,2008,35050
tun,2009,35630
tun,2010,37960
tun,2011,36290
tun,2012,37240
tun,2013,37120
tun,2014,39360
tun,2015,40170
tun,2016,39730
tun,2017,40720
tun,2018,41100
tur,1990,206210
tur,1991,208670
tur,1992,216160
tur,1993,222670
tur,1994,217860
tur,1995,232440
tur,1996,250190
tur,1997,259320
tur,1998,260520
tur,1999,260420
tur,2000,284420
tur,2001,262240
tur,2002,272520
tur,2003,284410
tur,2004,290690
tur,2005,303230
tur,2006,332610
tur,2007,362550
tur,2008,361140
tur,2009,364560
tur,2010,374330
tur,2011,396910
tur,2012,411020
tur,2013,402240
tur,2014,427120
tur,2015,433850
tur,2016,460820
tur,2017,502670
tur,2018,502520
tuv,1990,20
tuv,1991,20
tuv,1992,20
tuv,1993,20
tuv,1994,20
tuv,1995,20
tuv,1996,20
tuv,1997,20
tuv,1998,20
tuv,1999,20
tuv,2000,20
tuv,2001,20
tuv,2002,20
tuv,2003,20
tuv,2004,20
tuv,2005,20
tuv,2006,20
tuv,2007,20
tuv,2008,20
tuv,2009,20
tuv,2010,20
tuv,2011,20
tuv,2012,20
tuv,2013,20
tuv,2014,20
tuv,2015,20
tuv,2016,30
tuv,2017,30
tuv,2018,30
tza,1990,44380
tza,1991,44600
tza,1992,44600
tza,1993,45000
tza,1994,45100
tza,1995,49200
tza,1996,47400
tza,1997,47000
tza,1998,50500
tza,1999,51400
tza,2000,49270
tza,2001,51370
tza,2002,56550
tza,2003,61730
tza,2004,62620
tza,2005,66440
tza,2006,64640
tza,2007,67750
tza,2008,70490
tza,2009,71630
tza,2010,75950
tza,2011,81790
tza,2012,87950
tza,2013,93940
tza,2014,97650
tza,2015,103820
tza,2016,104660
tza,2017,103330
tza,2018,105380
uga,1990,17970
uga,1991,18510
uga,1992,18840
uga,1993,19280
uga,1994,19030
uga,1995,19810
uga,1996,20530
uga,1997,21570
uga,1998,22970
uga,1999,22620
uga,2000,23060
uga,2001,23560
uga,2002,24500
uga,2003,26400
uga,2004,26640
uga,2005,28870
uga,2006,28370
uga,2007,31860
uga,2008,39060
uga,2009,40130
uga,2010,42960
uga,2011,43710
uga,2012,45660
uga,2013,46670
uga,2014,48380
uga,2015,50190
uga,2016,52850
uga,2017,53950
uga,2018,54870
ukr,1990,922420
ukr,1991,876810
ukr,1992,784360
ukr,1993,695290
ukr,1994,600000
ukr,1995,569420
ukr,1996,507740
ukr,1997,483340
ukr,1998,455470
ukr,1999,451860
ukr,2000,433670
ukr,2001,432520
ukr,2002,435210
ukr,2003,465770
ukr,2004,430870
ukr,2005,412020
ukr,2006,417430
ukr,2007,425720
ukr,2008,411730
ukr,2009,351800
ukr,2010,369850
ukr,2011,391160
ukr,2012,379030
ukr,2013,368050
ukr,2014,332020
ukr,2015,279070
ukr,2016,290100
ukr,2017,264100
ukr,2018,274510
ury,1990,28780
ury,1991,30390
ury,1992,32000
ury,1993,32540
ury,1994,32430
ury,1995,32630
ury,1996,33920
ury,1997,33600
ury,1998,33160
ury,1999,34180
ury,2000,32280
ury,2001,31920
ury,2002,32250
ury,2003,33150
ury,2004,35060
ury,2005,35240
ury,2006,37360
ury,2007,36320
ury,2008,38860
ury,2009,38420
ury,2010,36010
ury,2011,37550
ury,2012,38420
ury,2013,37420
ury,2014,36900
ury,2015,36660
ury,2016,37050
ury,2017,36110
ury,2018,36160
usa,1990,5960280
usa,1991,5918730
usa,1992,6000620
usa,1993,6108080
usa,1994,6199140
usa,1995,6260710
usa,1996,6426070
usa,1997,6675670
usa,1998,6709430
usa,1999,6706400
usa,2000,6861150
usa,2001,6806970
usa,2002,6646960
usa,2003,6706390
usa,2004,6787570
usa,2005,6801820
usa,2006,6707430
usa,2007,6797860
usa,2008,6619980
usa,2009,6194450
usa,2010,6442580
usa,2011,6214430
usa,2012,5968740
usa,2013,6108670
usa,2014,6129040
usa,2015,6003650
usa,2016,5907270
usa,2017,5842800
usa,2018,6023620
uzb,1990,198680
uzb,1991,201410
uzb,1992,191090
uzb,1993,222990
uzb,1994,200440
uzb,1995,191690
uzb,1996,194110
uzb,1997,188590
uzb,1998,199570
uzb,1999,206420
uzb,2000,226170
uzb,2001,230530
uzb,2002,234340
uzb,2003,229330
uzb,2004,231810
uzb,2005,228860
uzb,2006,251720
uzb,2007,249700
uzb,2008,259180
uzb,2009,232960
uzb,2010,238390
uzb,2011,242350
uzb,2012,230380
uzb,2013,232950
uzb,2014,226090
uzb,2015,222860
uzb,2016,230900
uzb,2017,234920
uzb,2018,235510
vct,1990,160
vct,1991,160
vct,1992,190
vct,1993,200
vct,1994,210
vct,1995,230
vct,1996,230
vct,1997,240
vct,1998,270
vct,1999,270
vct,2000,240
vct,2001,290
vct,2002,310
vct,2003,310
vct,2004,330
vct,2005,330
vct,2006,330
vct,2007,380
vct,2008,300
vct,2009,1070
vct,2010,330
vct,2011,310
vct,2012,480
vct,2013,300
vct,2014,370
vct,2015,300
vct,2016,350
vct,2017,350
vct,2018,370
ven,1990,179990
ven,1991,181780
ven,1992,185780
ven,1993,192120
ven,1994,194870
ven,1995,203390
ven,1996,217570
ven,1997,224300
ven,1998,222560
ven,1999,218780
ven,2000,228000
ven,2001,230800
ven,2002,237760
ven,2003,230160
ven,2004,233760
ven,2005,248500
ven,2006,241000
ven,2007,245280
ven,2008,257390
ven,2009,258180
ven,2010,260460
ven,2011,259660
ven,2012,279300
ven,2013,284140
ven,2014,285460
ven,2015,270980
ven,2016,257600
ven,2017,243570
ven,2018,233920
vnm,1990,72550
vnm,1991,75420
vnm,1992,77930
vnm,1993,84610
vnm,1994,90240
vnm,1995,96390
vnm,1996,104680
vnm,1997,112700
vnm,1998,122400
vnm,1999,126530
vnm,2000,134560
vnm,2001,139580
vnm,2002,153230
vnm,2003,161110
vnm,2004,178680
vnm,2005,187960
vnm,2006,194560
vnm,2007,207660
vnm,2008,219510
vnm,2009,240940
vnm,2010,258430
vnm,2011,257880
vnm,2012,258290
vnm,2013,268770
vnm,2014,283000
vnm,2015,327320
vnm,2016,341580
vnm,2017,340420
vnm,2018,376530
vut,1990,490
vut,1991,510
vut,1992,530
vut,1993,560
vut,1994,560
vut,1995,570
vut,1996,590
vut,1997,600
vut,1998,600
vut,1999,610
vut,2000,590
vut,2001,570
vut,2002,570
vut,2003,590
vut,2004,580
vut,2005,600
vut,2006,600
vut,2007,730
vut,2008,730
vut,2009,720
vut,2010,740
vut,2011,760
vut,2012,760
vut,2013,760
vut,2014,820
vut,2015,810
vut,2016,860
vut,2017,850
vut,2018,870
wsm,1990,360
wsm,1991,360
wsm,1992,360
wsm,1993,370
wsm,1994,410
wsm,1995,410
wsm,1996,420
wsm,1997,420
wsm,1998,420
wsm,1999,430
wsm,2000,440
wsm,2001,460
wsm,2002,470
wsm,2003,470
wsm,2004,490
wsm,2005,500
wsm,2006,510
wsm,2007,500
wsm,2008,490
wsm,2009,510
wsm,2010,520
wsm,2011,530
wsm,2012,540
wsm,2013,550
wsm,2014,570
wsm,2015,620
wsm,2016,660
wsm,2017,670
wsm,2018,690
yem,1990,12370
yem,1991,14020
yem,1992,14800
yem,1993,13920
yem,1994,14300
yem,1995,15820
yem,1996,16480
yem,1997,17820
yem,1998,19240
yem,1999,21070
yem,2000,22250
yem,2001,23840
yem,2002,24030
yem,2003,26980
yem,2004,28240
yem,2005,29330
yem,2006,29680
yem,2007,31410
yem,2008,33060
yem,2009,36970
yem,2010,35610
yem,2011,32390
yem,2012,31470
yem,2013,38350
yem,2014,38810
yem,2015,26050
yem,2016,22740
yem,2017,21970
yem,2018,21760
zaf,1990,312740
zaf,1991,308690
zaf,1992,305650
zaf,1993,314090
zaf,1994,320040
zaf,1995,330560
zaf,1996,340020
zaf,1997,353520
zaf,1998,359930
zaf,1999,339740
zaf,2000,344130
zaf,2001,378210
zaf,2002,393810
zaf,2003,415180
zaf,2004,442840
zaf,2005,442920
zaf,2006,445530
zaf,2007,465580
zaf,2008,497470
zaf,2009,476950
zaf,2010,499720
zaf,2011,484250
zaf,2012,503110
zaf,2013,513020
zaf,2014,525050
zaf,2015,501090
zaf,2016,501550
zaf,2017,514600
zaf,2018,513440
zmb,1990,45340
zmb,1991,44860
zmb,1992,44180
zmb,1993,42910
zmb,1994,41340
zmb,1995,38850
zmb,1996,34720
zmb,1997,33240
zmb,1998,32690
zmb,1999,28680
zmb,2000,25680
zmb,2001,26260
zmb,2002,28610
zmb,2003,31020
zmb,2004,31150
zmb,2005,32450
zmb,2006,30000
zmb,2007,30500
zmb,2008,30890
zmb,2009,29800
zmb,2010,32210
zmb,2011,32210
zmb,2012,36130
zmb,2013,37220
zmb,2014,37680
zmb,2015,38840
zmb,2016,39100
zmb,2017,39670
zmb,2018,40670
zwe,1990,32580
zwe,1991,32880
zwe,1992,33690
zwe,1993,30150
zwe,1994,29890
zwe,1995,29750
zwe,1996,31660
zwe,1997,30650
zwe,1998,31910
zwe,1999,34370
zwe,2000,31810
zwe,2001,32170
zwe,2002,29180
zwe,2003,26480
zwe,2004,26360
zwe,2005,26760
zwe,2006,25680
zwe,2007,26090
zwe,2008,24150
zwe,2009,25170
zwe,2010,28080
zwe,2011,30550
zwe,2012,30780
zwe,2013,30860
zwe,2014,29350
zwe,2015,31280
zwe,2016,29120
zwe,2017,28800
zwe,2018,31380
