geo,time,fm_lbl_bmny_zg
alb,1995,51.81987
alb,1996,43.83674
alb,1997,28.46602
alb,1998,20.63936
alb,1999,22.27111
alb,2000,12.02926
alb,2001,19.90646
alb,2002,3.74038
alb,2003,8.6733
alb,2004,13.46122
alb,2005,14.12521
alb,2006,16.04624
alb,2007,13.67503
alb,2008,7.66753
alb,2009,6.83707
alb,2010,12.4858
alb,2011,9.16779
alb,2012,4.97687
alb,2013,2.27611
alb,2014,4.01312
alb,2015,1.76472
alb,2016,3.88758
alb,2017,0.27464
alb,2018,-0.22101
alb,2019,4.31364
alb,2020,10.49019
are,1974,167.4599
are,1975,46.13868
are,1976,89.94581
are,1977,-7.2468
are,1978,13.10338
are,1979,3.67951
are,1980,29.10813
are,1981,23.66258
are,1982,15.64846
are,1983,8.01158
are,1984,28.96849
are,1985,6.43679
are,1986,4.38936
are,1987,5.49925
are,1988,5.8542
are,1989,8.65203
are,1990,-8.19776
are,1991,14.54282
are,1992,4.61592
are,1993,-1.57673
are,1994,7.89739
are,1995,10.21837
are,1996,6.85955
are,1997,9.04396
are,1998,4.19704
are,1999,11.45428
are,2000,15.32257
are,2001,21.94709
are,2002,10.52281
are,2003,15.17461
are,2004,23.7397
are,2005,30.64588
are,2006,23.30123
are,2007,41.40799
are,2008,21.27113
are,2009,8.07943
are,2010,6.27709
are,2011,5.07919
are,2012,4.48701
are,2013,22.74426
are,2014,7.9129
are,2015,5.45472
are,2016,3.2556
are,2017,4.13593
are,2018,2.53052
are,2019,8.00454
are,2020,4.63081
arg,1961,-0.35971
arg,1962,10.1083
arg,1963,33.11475
arg,1964,41.37931
arg,1965,27.00348
arg,1966,31.55007
arg,1967,53.80605
arg,1968,28.0678
arg,1969,20.91053
arg,1970,20.84063
arg,1971,8.69565
arg,1972,110
arg,1973,74.60317
arg,1974,54.54545
arg,1975,152.94118
arg,1976,353.48837
arg,1977,227.17949
arg,1978,172.57053
arg,1979,187.40656
arg,1980,91.7567
arg,1981,82.58034
arg,1982,165.2856
arg,1983,395.92426
arg,1984,654.96562
arg,1985,428.15195
arg,1986,113.01532
arg,1987,163.14249
arg,1988,442.80571
arg,1989,2235.18191
arg,1990,1113.27241
arg,1991,141.33704
arg,1992,62.48625
arg,1993,46.48083
arg,1994,17.64027
arg,1995,-2.80555
arg,1996,18.82056
arg,1997,25.53474
arg,1998,10.48809
arg,1999,4.08559
arg,2000,1.53103
arg,2001,-19.43622
arg,2002,19.70885
arg,2003,29.63485
arg,2004,21.42731
arg,2005,21.51392
arg,2006,20.26274
arg,2007,24.46563
arg,2008,8.0647
arg,2009,16.99992
arg,2010,33.10759
arg,2011,26.03166
arg,2012,34.82211
arg,2013,27.08106
arg,2014,29.82965
arg,2015,39.57186
arg,2016,41.54852
arg,2017,30.08434
arm,1993,1076.76791
arm,1994,740.35846
arm,1995,64.28557
arm,1996,35.07873
arm,1997,29.20044
arm,1998,36.71366
arm,1999,13.97051
arm,2000,38.55395
arm,2001,4.2848
arm,2002,33.97685
arm,2003,10.35074
arm,2004,22.2932
arm,2005,27.84121
arm,2006,32.8771
arm,2007,42.32875
arm,2008,2.37864
arm,2009,15.14612
arm,2010,11.82785
arm,2011,23.65542
arm,2012,19.46681
arm,2013,14.7811
arm,2014,8.33606
arm,2015,10.83989
arm,2016,17.48265
arm,2017,18.47097
arm,2018,7.44592
arm,2019,11.18409
arm,2020,8.96377
atg,1976,8.6434
atg,1977,-3.72245
atg,1978,10.42575
atg,1979,15.47777
atg,1980,11.18964
atg,1981,15.93977
atg,1982,13.47775
atg,1983,23.81779
atg,1984,5.67516
atg,1985,11.38214
atg,1986,18.13394
atg,1987,36.4971
atg,1988,17.90078
atg,1989,13.3403
atg,1990,3.63294
atg,1991,15.36149
atg,1992,10.0939
atg,1993,7.22801
atg,1994,8.89444
atg,1995,19.7103
atg,1996,-2.1079
atg,1997,7.14635
atg,1998,14.81049
atg,1999,24.83544
atg,2000,6.04903
atg,2001,4.93193
atg,2002,5.35397
atg,2003,15.57808
atg,2004,6.13443
atg,2005,8.84654
atg,2006,11.59084
atg,2007,11.36603
atg,2008,3.30288
atg,2009,-9.79296
atg,2010,0.24568
atg,2011,1.46543
atg,2012,2.58649
atg,2013,1.3436
atg,2014,1.39124
atg,2015,5.81673
atg,2016,-1.24511
atg,2017,7.24704
atg,2018,7.20847
atg,2019,-0.44876
atg,2020,-8.71953
aus,1961,4.7603
aus,1962,7.91941
aus,1963,10.45882
aus,1964,11.58599
aus,1965,5.16048
aus,1966,7.75643
aus,1967,9.0062
aus,1968,7.03436
aus,1969,9.52695
aus,1970,5.11584
aus,1971,8.7113
aus,1972,19.68123
aus,1973,21.30659
aus,1974,9.15809
aus,1975,20.55914
aus,1976,12.22876
aus,1977,5.92092
aus,1978,10.49024
aus,1979,11.60939
aus,1980,14.01483
aus,1981,9.88456
aus,1982,10.59522
aus,1983,13.23553
aus,1984,11.73517
aus,1985,17.9147
aus,1986,9.56325
aus,1987,16.02834
aus,1988,17.91438
aus,1989,31.01604
aus,1990,12.75768
aus,1991,1.18217
aus,1992,7.37904
aus,1993,5.72658
aus,1994,9.95926
aus,1995,8.51837
aus,1996,10.64895
aus,1997,7.31058
aus,1998,8.43036
aus,1999,11.70426
aus,2000,3.73991
aus,2001,10.93058
aus,2002,7.03592
aus,2003,12.76343
aus,2004,11.4183
aus,2005,8.50085
aus,2006,15.06319
aus,2007,18.23299
aus,2008,17.00474
aus,2009,3.20752
aus,2010,10.13078
aus,2011,7.96778
aus,2012,7.34792
aus,2013,6.74713
aus,2014,7.0329
aus,2015,5.98408
aus,2016,6.66619
aus,2017,4.52199
aus,2018,2.37382
aus,2019,14.05953
aus,2020,13.66823
aze,1993,825.81605
aze,1994,1116.54748
aze,1995,25.41965
aze,1996,17.09268
aze,1997,41.42524
aze,1998,-15.1713
aze,1999,20.06951
aze,2000,73.41245
aze,2001,-10.56753
aze,2002,14.47731
aze,2003,29.73034
aze,2004,47.51124
aze,2005,22.10257
aze,2006,86.81265
aze,2007,71.68319
aze,2008,44.03683
aze,2009,-0.29484
aze,2010,24.30348
aze,2011,32.06545
aze,2012,20.65806
aze,2013,14.98948
aze,2014,11.80307
aze,2015,-1.1487
aze,2016,-2.01086
aze,2017,9.0084
aze,2018,5.65747
aze,2019,19.97437
aze,2020,1.10683
bdi,1965,3.50746
bdi,1966,-1.15357
bdi,1967,19.40919
bdi,1968,3.12748
bdi,1969,3.98626
bdi,1970,26.99932
bdi,1971,22.54216
bdi,1972,-1.99107
bdi,1973,16.99156
bdi,1974,17.98391
bdi,1975,-3.8499
bdi,1976,51.67562
bdi,1977,26.95088
bdi,1978,28.95943
bdi,1979,8.06581
bdi,1980,3.40264
bdi,1981,30.24683
bdi,1982,-5.09814
bdi,1983,29.82747
bdi,1984,2.9517
bdi,1985,21.85074
bdi,1986,0.1345
bdi,1987,1.69278
bdi,1988,15.70665
bdi,1989,18.91099
bdi,1990,9.98691
bdi,1991,18.00197
bdi,1992,5.66595
bdi,1993,5.95227
bdi,1994,33.04366
bdi,1995,-7.97073
bdi,1996,18.74206
bdi,1997,8.4379
bdi,1998,-0.84597
bdi,1999,47.58568
bdi,2000,15.54486
bdi,2001,16.41187
bdi,2002,30.1856
bdi,2003,24.99857
bdi,2004,10.22712
bdi,2005,24.73143
bdi,2006,22.66151
bdi,2007,4.95449
bdi,2008,33.637
bdi,2009,17.08356
bdi,2010,24.97586
bdi,2011,6.99889
bdi,2012,16.06918
bdi,2013,12.48171
bdi,2014,12.19567
bdi,2015,-0.06408
bdi,2016,7.29603
bdi,2017,26.31713
bdi,2018,19.87019
bdi,2019,22.55114
bdi,2020,24.10677
ben,1963,3.58974
ben,1964,1.15512
ben,1965,0.32626
ben,1966,5.04065
ben,1967,-2.16718
ben,1968,15.49051
ben,1969,17.18044
ben,1970,17.24541
ben,1971,22.28759
ben,1972,13.32464
ben,1973,6.39706
ben,1974,24.77343
ben,1975,72.68687
ben,1976,-3.85448
ben,1977,13.99563
ben,1978,11.73893
ben,1979,4.41859
ben,1980,48.94332
ben,1981,24.31568
ben,1982,30.49207
ben,1983,-1.46082
ben,1984,15.17113
ben,1985,-0.08584
ben,1986,-2.22021
ben,1987,-11.2953
ben,1988,1.08259
ben,1989,6.46859
ben,1990,28.63155
ben,1991,10.66851
ben,1992,18.71318
ben,1993,-3.10004
ben,1994,47.90092
ben,1995,-1.83678
ben,1996,13.025
ben,1997,4.63993
ben,1998,-3.56075
ben,1999,34.79133
ben,2000,25.96471
ben,2001,0.73925
ben,2002,-11.84829
ben,2003,22.24409
ben,2004,-12.03065
ben,2005,16.86038
ben,2006,27.22721
ben,2007,18.89209
ben,2008,25.42225
ben,2009,8.0105
ben,2010,9.77015
ben,2011,9.3802
ben,2012,7.46034
ben,2013,17.33267
ben,2014,18.35158
ben,2015,6.13645
ben,2016,0.17547
ben,2017,1.04389
ben,2018,4.79889
ben,2019,6.01153
ben,2020,17.30189
bfa,1963,10.68841
bfa,1964,2.61866
bfa,1965,2.23285
bfa,1966,3.27613
bfa,1967,0.45317
bfa,1968,14.21053
bfa,1969,14.65438
bfa,1970,7.5333
bfa,1971,6.02307
bfa,1972,6.69823
bfa,1973,36.75068
bfa,1974,21.0341
bfa,1975,38.72127
bfa,1976,29.72617
bfa,1977,12.74404
bfa,1978,19.5148
bfa,1979,8.76632
bfa,1980,15.08585
bfa,1981,19.72641
bfa,1982,12.02681
bfa,1983,12.16044
bfa,1984,15.87329
bfa,1985,0.60161
bfa,1986,22.36129
bfa,1987,11.66228
bfa,1988,16.61193
bfa,1989,3.74435
bfa,1990,-0.49734
bfa,1991,4.46669
bfa,1992,3.95647
bfa,1993,7.9695
bfa,1994,29.38922
bfa,1995,22.25657
bfa,1996,5.17487
bfa,1997,17.72924
bfa,1998,1.04461
bfa,1999,2.55613
bfa,2000,7.50514
bfa,2001,-3.11493
bfa,2002,-3.01859
bfa,2003,69.07792
bfa,2004,-4.34147
bfa,2005,-2.4562
bfa,2006,10.31182
bfa,2007,7.9594
bfa,2008,26.9662
bfa,2009,23.45351
bfa,2010,17.95665
bfa,2011,14.38508
bfa,2012,15.5599
bfa,2013,10.85315
bfa,2014,11.01774
bfa,2015,19.4154
bfa,2016,11.66609
bfa,2017,21.07756
bfa,2018,10.44188
bfa,2019,9.09412
bfa,2020,17.8188
bgd,1975,5.38528
bgd,1976,18.95843
bgd,1977,24.06555
bgd,1978,26.31245
bgd,1979,22.54833
bgd,1980,20.99696
bgd,1981,16.81518
bgd,1982,12.07833
bgd,1983,40.34157
bgd,1984,36.29965
bgd,1985,13.6824
bgd,1986,16.25634
bgd,1987,18.81049
bgd,1988,13.65889
bgd,1989,18.63655
bgd,1990,10.39977
bgd,1991,13.70805
bgd,1992,12.03512
bgd,1993,10.51421
bgd,1994,19.334
bgd,1995,12.14877
bgd,1996,10.73424
bgd,1997,9.74279
bgd,1998,11.41402
bgd,1999,15.47135
bgd,2000,19.34713
bgd,2001,42.99762
bgd,2002,14.50043
bgd,2003,14.0683
bgd,2004,14.12932
bgd,2005,15.81339
bgd,2006,20.21562
bgd,2007,13.54835
bgd,2008,16.40721
bgd,2009,20.2444
bgd,2010,21.07886
bgd,2011,16.91537
bgd,2012,17.01132
bgd,2013,14.84981
bgd,2014,15.61022
bgd,2015,14.89234
bgd,2016,16.69776
bgd,2017,13.7394
bgd,2018,11.50617
bgd,2019,11.90527
bgd,2020,13.08489
bgr,1992,51.66505
bgr,1993,53.878
bgr,1994,77.48131
bgr,1995,40.464
bgr,1996,123.8892
bgr,1997,351.44862
bgr,1998,11.75614
bgr,1999,13.37365
bgr,2000,30.80031
bgr,2001,25.95804
bgr,2002,12.34464
bgr,2003,20.20424
bgr,2004,24.00794
bgr,2005,21.49319
bgr,2006,26.92733
bgr,2007,31.28588
bgr,2008,8.85665
bgr,2009,4.17213
bgr,2010,6.30451
bgr,2011,12.18132
bgr,2012,8.43229
bgr,2013,8.93577
bgr,2014,1.14403
bgr,2015,8.76554
bgr,2016,7.60686
bgr,2017,7.70576
bgr,2018,8.77829
bgr,2019,9.88239
bgr,2020,10.88416
bhr,1966,23.04174
bhr,1967,14.86679
bhr,1968,18.50913
bhr,1969,10.20664
bhr,1970,16.53829
bhr,1971,29.57864
bhr,1972,20.17531
bhr,1973,13.37346
bhr,1974,46.36176
bhr,1975,26.32878
bhr,1976,64.92585
bhr,1977,19.07923
bhr,1978,19.47004
bhr,1979,2.55041
bhr,1980,26.66372
bhr,1981,35.49365
bhr,1982,-41.77371
bhr,1983,93.68917
bhr,1984,-3.51908
bhr,1985,9.12668
bhr,1986,-2.00784
bhr,1987,9.40848
bhr,1988,4.04233
bhr,1989,4.44929
bhr,1990,-11.56314
bhr,1991,23.20851
bhr,1992,4.86036
bhr,1993,5.72782
bhr,1994,5.98352
bhr,1995,7.42458
bhr,1996,3.10196
bhr,1997,7.84852
bhr,1998,16.75676
bhr,1999,4.1241
bhr,2000,10.22129
bhr,2001,9.24097
bhr,2002,10.33846
bhr,2003,6.357
bhr,2004,4.14724
bhr,2005,21.99123
bhr,2006,14.89358
bhr,2007,39.29978
bhr,2008,19.67983
bhr,2009,5.8097
bhr,2010,10.50946
bhr,2011,3.40133
bhr,2012,4.05281
bhr,2013,8.2022
bhr,2014,6.51156
bhr,2015,2.94603
bhs,1970,-8.56574
bhs,1971,3.05011
bhs,1972,8.08668
bhs,1973,1.41809
bhs,1974,0.53038
bhs,1975,9.64029
bhs,1976,19.55381
bhs,1977,2.67106
bhs,1978,13.4355
bhs,1979,15.39428
bhs,1980,14.67465
bhs,1981,10.96866
bhs,1982,15.55413
bhs,1983,13.07165
bhs,1984,9.34993
bhs,1985,5.8251
bhs,1986,9.89104
bhs,1987,15.658
bhs,1988,8.38343
bhs,1989,7.89933
bhs,1990,16.82216
bhs,1991,6.63353
bhs,1992,5.4872
bhs,1993,16.12693
bhs,1994,8.72793
bhs,1995,8.54946
bhs,1996,5.62427
bhs,1997,23.47733
bhs,1998,16.24335
bhs,1999,10.56449
bhs,2000,9.31223
bhs,2001,4.90999
bhs,2002,2.98081
bhs,2003,3.6769
bhs,2004,9.22039
bhs,2005,10.83548
bhs,2006,7.76137
bhs,2007,10.52912
bhs,2008,5.25517
bhs,2009,1.66483
bhs,2010,2.66084
bhs,2011,1.8878
bhs,2012,-0.34631
bhs,2013,0.86477
bhs,2014,0.48107
bhs,2015,-0.22911
bhs,2016,8.68994
bhs,2017,1.32542
bih,1998,22.01155
bih,1999,27.52175
bih,2000,11.2504
bih,2001,77.78765
bih,2002,10.23371
bih,2003,8.37798
bih,2004,24.29731
bih,2005,18.20266
bih,2006,22.62154
bih,2007,20.71751
bih,2008,4.06655
bih,2009,2.16892
bih,2010,7.22357
bih,2011,5.79893
bih,2012,3.41481
bih,2013,7.94042
bih,2014,7.30324
bih,2015,7.98119
bih,2016,8.31412
bih,2017,9.49983
bih,2018,9.38125
bih,2019,8.85292
bih,2020,7.27725
blr,1995,158.4137
blr,1996,52.4269
blr,1997,111.35961
blr,1998,276.00421
blr,1999,132.65205
blr,2000,219.26779
blr,2001,58.78201
blr,2002,49.02853
blr,2003,54.34536
blr,2004,49.98117
blr,2005,42.20928
blr,2006,39.2605
blr,2007,39.98746
blr,2008,26.34081
blr,2009,23.08049
blr,2010,31.89198
blr,2011,121.23945
blr,2012,45.05445
blr,2013,19.84765
blr,2014,23.8667
blr,2015,36.54154
blr,2016,3.79608
blr,2017,17.42621
blr,2018,8.49307
blr,2019,12.20548
blr,2020,4.72269
blz,1977,2.58452
blz,1978,26.5559
blz,1979,3.23577
blz,1980,12.77818
blz,1981,8.88757
blz,1982,6.15981
blz,1983,18.46181
blz,1984,4.36761
blz,1985,8.47313
blz,1986,18.69888
blz,1987,21.37361
blz,1988,4.3294
blz,1989,13.94499
blz,1990,15.15165
blz,1991,10.09719
blz,1992,12.97351
blz,1993,3.27456
blz,1994,8.37997
blz,1995,18.19333
blz,1996,7.58151
blz,1997,11.5392
blz,1998,5.8838
blz,1999,15.76711
blz,2000,12.41811
blz,2001,10.20251
blz,2002,2.93708
blz,2003,4.93065
blz,2004,13.1531
blz,2005,6.57351
blz,2006,16.47508
blz,2007,15.3711
blz,2008,13.27888
blz,2009,6.43416
blz,2010,-0.1144
blz,2011,5.28086
blz,2012,11.00888
blz,2013,1.35295
blz,2014,7.89332
blz,2015,7.5615
blz,2016,2.64908
blz,2017,-0.36849
blz,2018,2.65189
blz,2019,4.64127
blz,2020,11.92263
bol,1961,18.08976
bol,1962,13.97388
bol,1963,19.97264
bol,1964,21.55074
bol,1965,16.67448
bol,1966,25.94975
bol,1967,7.12576
bol,1968,12.66294
bol,1969,10.22149
bol,1970,14.76216
bol,1971,18.05875
bol,1972,25.92642
bol,1973,32.74971
bol,1974,44.31379
bol,1975,23.22812
bol,1976,47.47494
bol,1977,29.41176
bol,1978,12.99961
bol,1979,14.84991
bol,1980,39.03904
bol,1981,27.21718
bol,1982,230.4174
bol,1983,172.74972
bol,1984,1428.91564
bol,1985,6987.87684
bol,1986,184.37174
bol,1987,94.94492
bol,1988,27.83952
bol,1989,21.43313
bol,1990,52.86552
bol,1991,50.73288
bol,1992,34.47368
bol,1993,33.70273
bol,1994,24.21142
bol,1995,7.65772
bol,1996,39.83794
bol,1997,18.96452
bol,1998,13.42319
bol,1999,3.23058
bol,2000,1.55312
bol,2001,26.02197
bol,2002,-5.8015
bol,2003,14.22091
bol,2004,-5.10857
bol,2005,13.84542
bol,2006,23.3591
bol,2007,26.94018
bol,2008,24.69155
bol,2009,10.12822
bol,2010,12.63371
bol,2011,22.96629
bol,2012,19.3685
bol,2013,18.10871
bol,2014,15.64384
bol,2015,13.14005
bol,2016,0.00249
bol,2017,9.99016
bol,2018,4.13052
bol,2019,-1.56148
bol,2020,9.27933
bra,1961,45.70201
bra,1962,63.12684
bra,1963,64.37613
bra,1964,78.51118
bra,1965,73.66475
bra,1966,21.07878
bra,1967,51.70965
bra,1968,43.52502
bra,1969,31.43844
bra,1970,28.73528
bra,1971,37.88349
bra,1972,25
bra,1973,43.07692
bra,1974,35.48387
bra,1975,42.85714
bra,1976,38.88889
bra,1977,44.8
bra,1978,45.58011
bra,1979,73.05503
bra,1980,61.40351
bra,1981,88.11141
bra,1982,84.03756
bra,1983,135.8124
bra,1984,270.12566
bra,1985,322.46729
bra,1986,289.21157
bra,1987,213.66791
bra,1988,2732.9506
bra,1989,1904.88859
bra,1990,640.86851
bra,1991,501.61659
bra,1992,1749.38273
bra,1993,3280.65273
bra,1994,1102.38325
bra,1995,44.30215
bra,1996,31.0349
bra,1997,17.24332
bra,1998,12.01935
bra,1999,18.11534
bra,2000,19.70464
bra,2001,38.40781
bra,2002,6.14362
bra,2003,18.58425
bra,2004,13.56683
bra,2005,18.3523
bra,2006,16.7581
bra,2007,22.01997
bra,2008,17.88246
bra,2009,15.69468
bra,2010,13.71889
bra,2011,16.57793
bra,2012,13.2069
bra,2013,10.13769
bra,2014,12.91189
bra,2015,11.55897
bra,2016,11.3908
bra,2017,4.19015
bra,2018,7.10421
bra,2019,8.13626
bra,2020,17.02427
brb,1967,19.57731
brb,1968,32.37209
brb,1969,7.44905
brb,1970,15.43492
brb,1971,18.35694
brb,1972,14.98325
brb,1973,2.4438
brb,1974,20.12029
brb,1975,17.02754
brb,1976,12.90798
brb,1977,9.98566
brb,1978,24.0595
brb,1979,26.54107
brb,1980,14.13213
brb,1981,14.62483
brb,1982,8.75415
brb,1983,11.2253
brb,1984,7.42077
brb,1985,9.12739
brb,1986,7.84198
brb,1987,18.01254
brb,1988,11.10385
brb,1989,2.67972
brb,1990,13.55327
brb,1991,-0.7341
brb,1992,5.32761
brb,1993,3.58387
brb,1994,7.55459
brb,1995,4.75493
brb,1996,17.94499
brb,1997,6.14754
brb,1998,7.93677
brb,1999,7.13233
brb,2000,9.59827
brb,2001,34.22778
brb,2002,15.3748
brb,2003,4.61676
brb,2004,11.72919
brb,2005,16.88577
brb,2006,5.3452
brb,2007,20.91231
brb,2008,1.15401
brb,2009,0.57302
brb,2013,3.75871
brb,2014,3.16823
brb,2015,6.12165
brb,2016,4.15288
brb,2017,1.21505
brb,2018,-0.18861
brn,2000,47.66083
brn,2001,-11.93038
brn,2002,1.88542
brn,2003,4.07106
brn,2004,15.83467
brn,2005,-4.49742
brn,2006,2.11689
brn,2007,6.70615
brn,2008,9.57876
brn,2009,9.65561
brn,2010,4.80705
brn,2011,10.05489
brn,2012,0.89908
brn,2013,1.46627
brn,2014,3.22113
brn,2015,-1.75937
brn,2016,1.50927
brn,2017,-0.44159
brn,2018,2.83752
brn,2019,4.26896
brn,2020,-0.42967
btn,1984,13.06223
btn,1985,26.43052
btn,1986,7.4569
btn,1987,10.81027
btn,1988,30.98643
btn,1989,34.9316
btn,1990,10.47619
btn,1991,29.57916
btn,1992,13.52743
btn,1993,22.36925
btn,1994,23.34192
btn,1995,35.63228
btn,1996,8.951
btn,1997,58.94169
btn,1998,13.94444
btn,1999,32.04636
btn,2000,17.37451
btn,2001,7.85236
btn,2002,43.11631
btn,2003,5.08098
btn,2004,16.17303
btn,2005,12.98919
btn,2006,18.6631
btn,2007,11.77574
btn,2008,26.17091
btn,2009,25.84459
btn,2010,16.64379
btn,2011,4.38871
btn,2012,5.79018
btn,2013,3.74654
btn,2014,25.91498
btn,2015,3.88728
btn,2016,23.53443
btn,2017,17.32736
btn,2018,6.55036
btn,2019,12.42647
btn,2020,28.00164
bwa,1977,25.99362
bwa,1978,11.39673
bwa,1979,64.52802
bwa,1980,19.02812
bwa,1981,-4.37474
bwa,1982,8.45129
bwa,1983,28.74532
bwa,1984,16.64506
bwa,1985,51.10195
bwa,1986,8.74955
bwa,1987,67.17258
bwa,1988,21.21577
bwa,1989,46.31535
bwa,1990,-13.98581
bwa,1991,41.56764
bwa,1992,13.25075
bwa,1993,-14.43592
bwa,1994,12.80957
bwa,1995,12.25709
bwa,1996,18.77858
bwa,1997,28.64273
bwa,1998,39.43031
bwa,1999,26.33309
bwa,2000,1.38637
bwa,2001,72.39276
bwa,2002,23.26331
bwa,2003,14.3146
bwa,2004,10.70974
bwa,2005,14.40286
bwa,2006,8.96191
bwa,2007,31.45976
bwa,2008,21.46094
bwa,2009,-1.30263
bwa,2010,10.70163
bwa,2011,4.44032
bwa,2012,9.99403
bwa,2013,8.43467
bwa,2014,4.59331
bwa,2015,19.8755
bwa,2016,5.39108
bwa,2017,2.71695
bwa,2018,8.31895
bwa,2019,7.99008
bwa,2020,5.89246
caf,1964,4.35835
caf,1965,29.00232
caf,1966,2.69784
caf,1967,9.28196
caf,1968,28.1891
caf,1969,-3.82548
caf,1970,10.30807
caf,1971,0.88381
caf,1972,16.04953
caf,1973,4.26774
caf,1974,29.45265
caf,1975,0.5742
caf,1976,41.96634
caf,1977,7.1395
caf,1978,10.16867
caf,1979,20.11062
caf,1980,34.95303
caf,1981,23.83643
caf,1982,-4.20368
caf,1983,11.71246
caf,1984,7.52863
caf,1985,10.01475
caf,1986,2.2218
caf,1987,3.64522
caf,1988,-6.26818
caf,1989,12.42088
caf,1990,-3.54352
caf,1991,-4.24125
caf,1992,-3.34335
caf,1993,12.81926
caf,1994,78.52121
caf,1995,4.27534
caf,1996,4.86533
caf,1997,-7.72526
caf,1998,-16.14745
caf,1999,11.06475
caf,2000,2.37869
caf,2001,-1.98893
caf,2002,-5.0815
caf,2003,-7.63975
caf,2004,13.07436
caf,2005,18.28398
caf,2006,-4.59345
caf,2007,-6.31039
caf,2008,18.42805
caf,2009,11.71117
caf,2010,16.12918
caf,2011,13.79417
caf,2012,1.55529
caf,2013,5.61622
caf,2014,14.57992
caf,2015,5.3125
caf,2016,5.75008
caf,2017,10.30301
caf,2018,14.04838
caf,2019,8.91639
can,1961,8.47143
can,1962,2.85261
can,1963,11.61787
can,1964,9.93926
can,1965,10.27122
can,1966,28.75427
can,1967,14.65261
can,1968,14.10059
can,1969,8.46403
can,1970,9.71578
can,1971,9.99614
can,1972,14.50647
can,1973,21.14996
can,1974,19.07492
can,1975,15.87919
can,1976,18.26845
can,1977,14.74759
can,1978,16.79828
can,1979,17.84664
can,1980,12.11181
can,1981,29.64616
can,1982,5.95545
can,1983,2.4003
can,1984,7.45856
can,1985,7.17715
can,1986,8.59087
can,1987,8.50209
can,1988,12.23264
can,1989,13.39134
can,1990,8.09337
can,1991,3.88295
can,1992,6.40098
can,1993,1.9051
can,1994,4.63057
can,1995,4.82999
can,1996,4.04524
can,1997,4.37212
can,1998,2.42054
can,1999,5.36227
can,2000,6.6233
can,2001,125.031
can,2002,2.65553
can,2003,0.51067
can,2004,5.46311
can,2005,9.64519
can,2006,12.47949
can,2007,-25.55069
can,2008,14.92177
che,1961,10.31221
che,1962,13.78315
che,1963,8.83766
che,1964,11.88281
che,1965,6.94581
che,1966,7.40658
che,1967,7.88194
che,1968,11.97396
che,1969,14.23396
che,1970,10.26838
che,1971,10.99693
che,1972,10.56507
che,1973,5.18048
che,1974,-17.05073
che,1975,7.52484
che,1976,9.01264
che,1977,6.75398
che,1978,11.28449
che,1979,9.51695
che,1980,0.48048
che,1981,8.37822
che,1982,18.58186
che,1983,3.88784
che,1984,13.76486
che,1985,4.17119
che,1986,3.33382
che,1987,10.56976
che,1988,5.42453
che,1989,6.28318
che,1990,0.83471
che,1991,2.33105
che,1992,2.59696
che,1993,8.89798
che,1994,4.15614
che,1995,4.60608
che,1996,9.56672
che,1997,6.62421
che,1998,5.09824
