geo,time,se_pre_enrl_tc_zs
svn,1985,12.41173
svn,1986,12.08037
svn,1987,11.90998
svn,1988,12.07742
svn,1989,11.88831
svn,1990,11.57944
svn,1991,11.32799
svn,1992,10.12475
svn,1993,11.13392
svn,1994,11.54695
svn,1995,11.17172
svn,1996,10.96733
svn,1997,11.00772
svn,1998,10.2427
svn,1999,10.89747
svn,2000,11.03544
svn,2001,10.63347
svn,2002,10.41181
svn,2003,10.04037
svn,2004,9.36212
svn,2005,9.39089
svn,2006,9.21824
svn,2007,9.16603
svn,2008,9.18833
svn,2009,9.17091
svn,2010,9.23715
svn,2011,9.16371
svn,2012,9.15306
svn,2013,9.18952
svn,2014,9.15729
svn,2015,9.09206
svn,2016,9.1063
swe,1973,8.15796
swe,1993,16.33821
swe,1994,17.32597
swe,1995,17.93981
swe,1997,19.89764
swe,1998,21.17881
swe,2001,9.28495
swe,2002,9.60172
swe,2003,9.6575
swe,2004,9.69381
swe,2005,10.19018
swe,2006,9.67494
swe,2007,9.88362
swe,2013,5.99969
swe,2014,5.51507
swe,2015,5.63498
swe,2016,5.55522
swe,2017,5.51912
swz,1976,23.95522
swz,1978,58.75
swz,1990,19.26164
swz,1993,23.50735
swz,2010,10.78742
swz,2011,12.47494
syc,1973,37.60976
syc,1974,38.04878
syc,1978,27.66234
syc,1979,22.8481
syc,1980,28.21978
syc,1981,30.94444
syc,1982,29.1405
syc,1983,31.03191
syc,1984,28.27273
syc,1985,29.17431
syc,1986,26.22047
syc,1987,24.00746
syc,1988,19.65455
syc,1989,19.97688
syc,1991,18.61143
syc,1992,18.17614
syc,1993,17.85714
syc,1994,18.09714
syc,1995,18.46591
syc,1996,18.12222
syc,1998,17.03093
syc,1999,16.47179
syc,2000,14.87864
syc,2001,14.23077
syc,2002,13.88614
syc,2003,14.71271
syc,2004,15.01587
syc,2005,14.95238
syc,2006,15.17742
syc,2007,14.84293
syc,2008,14.18932
syc,2009,15.17098
syc,2010,12.65086
syc,2011,16.66286
syc,2012,17.44767
syc,2013,15.07692
syc,2014,16.55738
syc,2015,17.56471
syc,2016,16.67742
syc,2017,16.3545
syc,2018,18.24405
syr,1971,36.56708
syr,1972,34.84157
syr,1973,32.81628
syr,1974,32.60616
syr,1975,33.55193
syr,1976,33.08004
syr,1977,33.43573
syr,1978,31.43834
syr,1979,31.15471
syr,1980,30.98952
syr,1981,31.06377
syr,1982,32.06037
syr,1983,32.16868
syr,1984,33.1817
syr,1985,34.78178
syr,1986,30.56607
syr,1987,28.74148
syr,1988,28.86524
syr,1989,27.8647
syr,1990,25.81876
syr,1991,26.76233
syr,1992,26.40651
syr,1993,23.05941
syr,1994,22.5199
syr,1995,22.36828
syr,1996,21.84503
syr,1997,22.171
syr,1998,21.78031
syr,1999,23.54249
syr,2000,25.69749
syr,2001,24.53753
syr,2002,25.64829
syr,2003,21.76544
syr,2004,21.81863
syr,2005,21.97287
syr,2006,23.77022
syr,2007,23.60062
syr,2008,18.73722
syr,2009,17.1785
syr,2010,19.643
syr,2011,18.66427
syr,2013,15.91497
tca,1976,15.83333
tca,2001,13.78378
tca,2002,12.65714
tca,2003,11.78571
tca,2018,43.08
tcd,1972,23.04
tcd,1995,24.97015
tcd,2010,35.0562
tcd,2011,34.0137
tcd,2012,35.17311
tcd,2015,29.04082
tcd,2016,31.93213
tgo,1971,61.93421
tgo,1972,50.2377
tgo,1973,55.54688
tgo,1974,52.7029
tgo,1975,46.58209
tgo,1976,50.54887
tgo,1977,42.64063
tgo,1978,42.52778
tgo,1979,40.77778
tgo,1980,38.82635
tgo,1981,33.5913
tgo,1982,33.96226
tgo,1983,28.55015
tgo,1984,26.9621
tgo,1985,26.81792
tgo,1986,26.75824
tgo,1987,32.16993
tgo,1988,29.69688
tgo,1989,29.17015
tgo,1990,27.12766
tgo,1991,28.58747
tgo,1994,26.6481
tgo,1995,25.56456
tgo,1996,23.21525
tgo,1997,22.36461
tgo,1998,20.69155
tgo,1999,19.86042
tgo,2000,16.90323
tgo,2001,16.2291
tgo,2002,16.70442
tgo,2003,18.45809
tgo,2004,20.22118
tgo,2006,23.7209
tgo,2007,25.46163
tgo,2008,29.20404
tgo,2009,25.20381
tgo,2010,26.05711
tgo,2011,30.5374
tgo,2012,32.68218
tgo,2013,29.24426
tgo,2014,30.00836
tgo,2015,30.6783
tgo,2017,29.19395
tgo,2018,28.43509
tha,1971,47.0266
tha,1983,22.46328
tha,1984,21.82612
tha,1985,21.59572
tha,1986,20.29288
tha,1987,20.71414
tha,1988,20.44303
tha,1989,20.73617
tha,1990,21.57804
tha,1991,22.64746
tha,1992,21.05812
tha,1993,20.20356
tjk,1981,8.32878
tjk,1991,13.93415
tjk,1993,11.54926
tjk,1994,12.2397
tjk,1995,12.26354
tjk,1997,10.77793
tjk,1999,10.80312
tjk,2000,10.41235
tjk,2001,11.14313
tjk,2002,12.45143
tjk,2003,13.4571
tjk,2004,13.72058
tjk,2005,13.83084
tjk,2006,13.11097
tjk,2007,12.63379
tjk,2008,12.91679
tjk,2009,13.19482
tjk,2010,12.46512
tjk,2011,13.04051
tjk,2012,12.64704
tjk,2013,13.48207
tjk,2014,13.91489
tjk,2015,14.37041
tjk,2016,12.93017
tjk,2017,11.43659
tls,2005,29.48101
tls,2015,30.86667
tls,2016,31.99195
tls,2017,33.17933
tls,2018,31.79643
ton,1975,22.72
ton,1998,9.60684
ton,1999,18.12791
ton,2012,11.36686
ton,2014,12.37126
ton,2015,10.53271
tto,1990,13.79508
tto,2000,12.81792
tto,2001,12.93572
tto,2003,15.73094
tto,2004,13.45254
tto,2005,13.94236
tto,2007,13.53385
tun,1988,28.93823
tun,1990,25.35632
tun,1992,26.68248
tun,1998,21.39339
tun,1999,20.23658
tun,2000,20.40553
tun,2001,19.74603
tun,2002,19.22967
tun,2014,16.84561
tun,2015,15.77954
tun,2016,15.23958
tur,1971,22.70811
tur,1972,23.13636
tur,1973,21.6875
tur,1974,19.81661
tur,1975,21.12393
tur,1978,18.39015
tur,1979,18.49638
tur,1981,17.90458
tur,1982,20.00717
tur,1983,19.74138
tur,1984,19.81494
tur,1985,24.81166
tur,1986,19.95917
tur,1987,16.57604
tur,1988,16.66731
tur,1989,16.23356
tur,1990,15.46839
tur,1991,16.83088
tur,1992,16.64042
tur,1993,15.84045
tur,1994,16.09216
tur,1995,16.27698
tur,1997,17.52181
tur,1998,17.59165
tur,1999,15.2805
tur,2000,16.02931
tur,2001,15.61951
tur,2002,15.93024
tur,2003,16.91443
tur,2004,18.74799
tur,2005,19.73541
tur,2006,26.31019
tur,2007,25.86676
tur,2008,27.09401
tur,2009,27.42707
tur,2010,22.95753
tur,2011,23.08748
tur,2012,20.92865
tur,2013,17.12826
tur,2014,16.73054
tur,2015,17.00022
tur,2017,17.19803
tuv,2001,17.675
tuv,2014,12.67797
tuv,2015,10.67606
tuv,2016,10.62121
tuv,2018,8.4375
tza,2004,53.52967
tza,2005,57.28301
tza,2006,45.85957
tza,2007,43.05969
tza,2009,52.17431
tza,2010,56.60683
tza,2012,113.27962
tza,2014,76.9389
tza,2016,104.35773
tza,2017,113.9653
uga,2007,26.83585
uga,2008,39.67925
uga,2010,25.1282
uga,2012,30.83395
uga,2013,29.21899
uga,2014,28.25841
uga,2015,22.38963
uga,2016,21.39487
uga,2017,22.03151
ukr,1971,10.63556
ukr,1981,9.13867
ukr,1982,9.2153
ukr,1983,9.0083
ukr,1984,8.92738
ukr,1985,8.49326
ukr,1986,8.06186
ukr,1987,8.01044
ukr,1988,7.97481
ukr,1989,9.53343
ukr,1990,9.48317
ukr,1991,9.12324
ukr,1992,8.836
ukr,1993,8.25819
ukr,1994,8.18068
ukr,1999,7.73215
ukr,2000,7.70686
ukr,2001,7.73718
ukr,2002,7.98662
ukr,2003,8.15718
ukr,2004,8.26779
ukr,2005,8.43618
ukr,2006,8.32971
ukr,2007,8.50271
ukr,2008,8.63742
ukr,2009,8.74491
ukr,2010,8.7574
ukr,2011,9.01237
ukr,2012,9.3458
ury,1984,30.52354
ury,1985,27.38171
ury,1986,29.5655
ury,1992,28.35333
ury,1994,26.57897
ury,1995,25.66088
ury,1996,25.9013
ury,1998,30.96733
ury,1999,31.2744
ury,2000,28.34777
ury,2001,28.24264
ury,2002,28.9661
ury,2003,27.68046
ury,2004,26.79954
ury,2005,26.52882
ury,2006,27.75139
ury,2007,23.3887
ury,2008,24.74162
ury,2009,24.67588
ury,2010,26.30997
usa,2014,13.81997
usa,2015,13.75664
usa,2017,14.27951
uzb,1981,18.12277
uzb,1986,16.06452
uzb,1989,15.66625
uzb,1990,15.526
uzb,1991,15.02561
uzb,1992,14.46436
uzb,1993,11.90954
uzb,1994,11.64172
uzb,1995,11.14672
uzb,1999,9.36143
uzb,2000,9.56728
uzb,2001,9.74147
uzb,2002,9.78774
uzb,2003,9.59743
uzb,2004,9.28847
uzb,2005,9.23904
uzb,2006,9.27489
uzb,2007,9.2711
uzb,2008,9.17491
uzb,2009,8.91879
uzb,2010,8.69691
uzb,2011,9.2596
uzb,2012,9.6539
uzb,2013,9.9033
uzb,2014,9.97808
uzb,2015,10.76957
uzb,2016,10.86654
uzb,2017,11.57645
uzb,2018,11.58494
vct,1987,12.5731
vct,1991,13.84444
vct,1994,14.28571
vct,2004,11.42308
vct,2009,7.7381
vct,2013,7.08889
vct,2015,10.47649
vct,2016,7.38771
vct,2017,7.88496
vct,2018,5.58667
ven,1971,34.73615
ven,1972,35.15313
ven,1973,35.01705
ven,1974,34.7696
ven,1975,35.92874
ven,1976,35.95901
ven,1977,36.06594
ven,1978,36.76601
ven,1979,35.9169
ven,1980,35.10983
ven,1981,25.54637
ven,1982,27.63394
ven,1983,27.45135
ven,1984,26.90858
ven,1985,25.95491
ven,1986,25.4206
ven,1987,23.70248
ven,1988,23.14581
ven,1989,22.99715
ven,1990,23.10556
ven,1991,24.34655
ven,1992,24.27476
ven,1993,23.56148
ven,1994,23.22223
ven,1995,23.53288
ven,1996,21.79878
ven,1997,22.46549
vgb,1975,11.375
vgb,1976,15.5
vgb,1979,21.36364
vgb,1981,19.93333
vgb,1983,8.7619
vgb,1984,12.66667
vgb,1995,9.26923
vgb,1999,13.38235
vgb,2000,13.43902
vgb,2001,13.27907
vgb,2002,13.65217
vgb,2003,12.58
vgb,2004,13.53061
vgb,2005,14.17778
vgb,2006,14.51111
vgb,2009,13.2
vgb,2011,10.9359
vgb,2015,10.09412
vgb,2016,8.27368
vir,1991,20.11628
vir,1992,21.66667
vir,1993,21.53719
vnm,1977,33.43674
vnm,1978,28.12366
vnm,1979,26.4501
vnm,1980,27.13053
vnm,1981,27.70114
vnm,1982,24.27663
vnm,1983,23.30159
vnm,1985,26.02642
vnm,1986,25.89368
vnm,1987,23.79298
vnm,1990,22.21037
vnm,1991,23.46942
vnm,1992,21.4341
vnm,1993,21.94805
vnm,1994,24.96983
vnm,1995,26.56277
vnm,1996,25.74314
vnm,1997,24.79502
vnm,1998,23.78148
vnm,1999,23.1816
vnm,2000,22.05068
vnm,2001,21.43757
vnm,2002,20.5693
vnm,2003,20.76639
vnm,2004,20.39125
vnm,2011,19.31548
vnm,2012,19.08136
vnm,2013,18.87107
vnm,2014,17.63441
vnm,2015,17.42302
vnm,2016,17.13565
vnm,2017,17.58267
vnm,2018,17.27017
vut,1970,14.6087
vut,1971,20.05882
vut,1973,26.16667
vut,1974,25.08696
vut,1976,26.2439
vut,1977,24.48077
vut,1980,24.22449
vut,1999,9.84217
vut,2001,10.49398
vut,2007,15.53846
vut,2008,14.97176
vut,2009,13.62469
vut,2010,13.70316
vut,2013,15.35443
vut,2015,15.51085
wsm,1970,16
wsm,1974,24.4
wsm,1975,24.075
wsm,1976,22.01042
wsm,1992,13.05495
wsm,2000,41.79845
wsm,2001,41.45736
wsm,2007,14.57962
wsm,2008,14.64643
wsm,2009,13.64548
wsm,2010,11.59736
wsm,2011,11.7485
wsm,2012,10.19825
wsm,2014,11.47576
wsm,2015,12.15
wsm,2016,11.83871
wsm,2017,13.21311
wsm,2018,11.74943
yem,1991,15.13835
yem,1992,15.94264
yem,1994,17.64559
yem,1999,16.55438
yem,2003,15.32261
yem,2004,14.67306
yem,2005,15.26124
yem,2010,15.31848
yem,2011,15.07604
yem,2016,26.41455
zaf,1994,27.23639
zaf,1996,23.51172
zaf,1999,35.9339
zaf,2000,34.90116
zaf,2001,38.89666
zaf,2002,35.28189
zaf,2003,35.37039
zaf,2004,35.54382
zaf,2005,31.39266
zaf,2006,33.04599
zaf,2007,33.19098
zaf,2008,32.71231
zaf,2009,33.57823
zaf,2011,32.59743
zaf,2012,32.93779
zaf,2013,32.02908
zaf,2014,29.64376
zwe,1995,30.10043
zwe,2003,22.87748
zwe,2012,34.69439
zwe,2013,37.44245
