geo,time,se_prm_enrl_fe_zs
syc,2014,49.26237
syc,2015,49.62113
syc,2016,49.61696
syc,2017,50.03873
syc,2018,50.14042
syr,1971,36.31906
syr,1972,37.39459
syr,1973,38.36333
syr,1974,39.02652
syr,1975,39.21292
syr,1976,39.63589
syr,1977,40.12523
syr,1978,40.58048
syr,1979,41.10336
syr,1980,42.31615
syr,1981,42.91863
syr,1982,43.71375
syr,1983,44.21967
syr,1984,44.8377
syr,1985,45.36721
syr,1986,45.85885
syr,1987,46.2968
syr,1988,46.38752
syr,1989,46.43756
syr,1990,46.4779
syr,1991,46.49637
syr,1992,46.50155
syr,1993,46.6406
syr,1994,46.66025
syr,1995,46.66996
syr,1996,46.64604
syr,1997,46.71837
syr,1998,47.02024
syr,1999,46.83908
syr,2000,46.99671
syr,2001,47.19715
syr,2002,47.23981
syr,2003,47.5393
syr,2004,47.58615
syr,2005,47.76513
syr,2006,47.83757
syr,2007,47.8428
syr,2008,47.9095
syr,2009,47.93169
syr,2010,47.91126
syr,2011,48.0219
syr,2012,48.00448
syr,2013,48.09031
tca,1972,50.02792
tca,1978,47.39953
tca,1994,51.42857
tca,1997,49.14177
tca,1999,48.573
tca,2000,47.72052
tca,2001,49.21875
tca,2002,48.94712
tca,2003,48.83978
tca,2004,50.87388
tca,2005,51.08108
tca,2009,48.5991
tca,2014,49.18776
tca,2015,48.50601
tca,2018,48.77717
tcd,1971,25.20655
tcd,1972,25.09999
tcd,1973,26.10022
tcd,1974,25.36383
tcd,1975,26.55249
tcd,1976,26.27581
tcd,1977,26.7197
tcd,1985,27.37609
tcd,1986,28.23415
tcd,1987,28.23096
tcd,1988,28.58447
tcd,1989,29.58004
tcd,1990,30.46334
tcd,1991,31.01063
tcd,1992,32.05213
tcd,1993,32.10239
tcd,1994,32.32234
tcd,1995,32.48097
tcd,1996,32.89963
tcd,1997,34.25186
tcd,1998,35.35295
tcd,1999,36.74262
tcd,2000,37.78744
tcd,2001,38.72208
tcd,2002,39.12741
tcd,2003,39.70473
tcd,2004,39.46981
tcd,2005,40.1337
tcd,2006,40.24941
tcd,2007,40.88966
tcd,2008,41.09397
tcd,2009,41.19106
tcd,2010,42.01653
tcd,2011,42.58751
tcd,2012,42.84657
tcd,2013,43.01192
tcd,2014,42.89009
tcd,2015,43.28837
tcd,2016,43.36174
tgo,1971,31.00589
tgo,1972,31.67232
tgo,1973,32.22468
tgo,1974,32.95388
tgo,1975,33.6562
tgo,1976,34.73209
tgo,1977,35.75614
tgo,1978,36.91806
tgo,1979,37.93505
tgo,1980,38.54611
tgo,1981,39.15207
tgo,1982,39.384
tgo,1983,39.52804
tgo,1984,39.10065
tgo,1985,38.58928
tgo,1986,38.32126
tgo,1987,38.26214
tgo,1988,38.59881
tgo,1989,38.75249
tgo,1990,39.28533
tgo,1991,39.51422
tgo,1992,39.97453
tgo,1994,40.00024
tgo,1995,40.49692
tgo,1996,40.89102
tgo,1997,41.49753
tgo,1998,42.18434
tgo,1999,43.0758
tgo,2000,43.82005
tgo,2001,44.2829
tgo,2002,44.89378
tgo,2003,45.24251
tgo,2004,45.62185
tgo,2005,45.94279
tgo,2006,46.25192
tgo,2007,46.39655
tgo,2008,46.73139
tgo,2009,45.99858
tgo,2010,47.36343
tgo,2011,47.56901
tgo,2012,47.92226
tgo,2013,48.23437
tgo,2014,48.402
tgo,2015,48.6356
tgo,2016,48.63565
tgo,2017,48.69193
tgo,2018,48.95802
tha,1971,46.80925
tha,1972,46.91627
tha,1973,47.01056
tha,1974,47.0446
tha,1975,47.19506
tha,1976,47.28659
tha,1977,47.4456
tha,1978,47.54119
tha,1981,48.19675
tha,1991,48.55967
tha,1992,48.60131
tha,1993,48.50706
tha,1998,48.50609
tha,1999,48.26154
tha,2000,48.28739
tha,2001,48.39119
tha,2002,48.34699
tha,2004,48.38611
tha,2005,48.14422
tha,2006,48.40894
tha,2007,48.36085
tha,2008,48.35827
tha,2009,48.41484
tha,2010,48.36357
tha,2011,48.36027
tha,2012,48.34392
tha,2013,48.36159
tha,2014,49.01976
tha,2015,47.12686
tha,2016,48.65536
tha,2017,48.52812
tha,2018,48.52339
tjk,1991,48.87298
tjk,1992,48.81211
tjk,1993,48.45902
tjk,1994,48.5271
tjk,1995,48.61287
tjk,1996,48.02804
tjk,1997,48.67538
tjk,1998,48.15806
tjk,1999,47.9483
tjk,2000,47.4423
tjk,2001,47.39685
tjk,2002,48.07609
tjk,2003,48.02786
tjk,2004,47.98441
tjk,2005,48.17149
tjk,2006,47.9513
tjk,2007,48.15098
tjk,2008,48.09801
tjk,2009,48.11698
tjk,2010,48.13676
tjk,2011,48.0276
tjk,2012,48.18592
tjk,2013,48.1777
tjk,2014,48.36216
tjk,2015,48.30699
tjk,2016,48.27063
tjk,2017,48.28128
tkm,2014,48.90688
tls,2004,47.07848
tls,2005,46.89386
tls,2008,47.46776
tls,2009,47.56429
tls,2010,47.88444
tls,2011,47.85816
tls,2012,47.91665
tls,2013,48.14932
tls,2014,48.65709
tls,2015,48.62641
tls,2016,48.47072
tls,2017,48.2873
tls,2018,48.2605
ton,1970,47.84775
ton,1971,47.33796
ton,1972,48.02004
ton,1973,47.28547
ton,1974,47.61399
ton,1975,47.64278
ton,1976,47.52491
ton,1977,47.50721
ton,1978,47.71921
ton,1979,47.63472
ton,1981,47.4833
ton,1982,47.23669
ton,1983,47.28397
ton,1984,47.58584
ton,1985,47.95816
ton,1986,47.68212
ton,1990,47.90582
ton,1991,47.73434
ton,1992,47.78485
ton,1993,47.606
ton,1994,46.83192
ton,1995,46.8172
ton,1996,46.44955
ton,1997,46.11965
ton,1998,46.19077
ton,1999,46.43389
ton,2000,46.64311
ton,2001,47.20836
ton,2002,47.13826
ton,2003,46.92303
ton,2004,46.92339
ton,2005,47.2992
ton,2006,47.12237
ton,2007,47.02818
ton,2008,46.71507
ton,2009,47.34733
ton,2010,47.151
ton,2011,47.33165
ton,2012,47.56126
ton,2013,47.86389
ton,2014,47.66864
ton,2015,47.41491
tto,1971,49.28995
tto,1972,49.15695
tto,1973,49.17749
tto,1974,49.42942
tto,1975,49.50848
tto,1976,49.73547
tto,1977,49.4118
tto,1978,49.61647
tto,1979,49.61401
tto,1980,49.40664
tto,1981,50.00269
tto,1982,49.52784
tto,1983,50.00029
tto,1984,49.59308
tto,1985,49.70614
tto,1986,49.73501
tto,1987,49.47832
tto,1988,49.51303
tto,1989,49.41108
tto,1990,49.79037
tto,1991,49.28657
tto,1992,49.33149
tto,1993,49.32244
tto,1994,49.37158
tto,1995,49.23762
tto,1996,49.17634
tto,1997,49.17141
tto,1998,49.04372
tto,1999,49.12488
tto,2000,49.06249
tto,2001,48.84595
tto,2002,49.08752
tto,2003,48.60745
tto,2004,48.51107
tto,2005,48.61029
tto,2007,48.51584
tto,2008,48.4566
tto,2009,48.3768
tto,2010,48.45984
tun,1971,38.99243
tun,1972,38.71917
tun,1973,38.69721
tun,1974,38.45798
tun,1975,38.59183
tun,1976,39.06251
tun,1977,39.22851
tun,1978,39.72979
tun,1979,40.43902
tun,1980,40.81119
tun,1981,41.57882
tun,1982,42.42209
tun,1983,43.03482
tun,1984,43.73552
tun,1985,44.11232
tun,1986,44.50805
tun,1987,44.57382
tun,1988,44.72751
tun,1989,45.13075
tun,1990,45.47623
tun,1991,45.80821
tun,1992,46.06802
tun,1993,46.38824
tun,1994,46.62186
tun,1995,46.86052
tun,1996,47.10816
tun,1997,47.27675
tun,1998,47.30637
tun,1999,47.37647
tun,2000,47.43467
tun,2001,47.60122
tun,2002,47.62161
tun,2003,47.67399
tun,2004,47.70452
tun,2005,47.73254
tun,2006,47.74068
tun,2007,47.74378
tun,2008,47.81981
tun,2009,47.98828
tun,2010,48.0089
tun,2011,48.05773
tun,2012,48.20321
tun,2013,48.06126
tun,2014,48.14546
tun,2015,48.1586
tun,2016,48.21524
tun,2017,48.09085
tun,2018,48.02835
tur,1971,42.30573
tur,1972,42.93664
tur,1973,43.48827
tur,1974,43.93372
tur,1975,44.34105
tur,1976,44.567
tur,1977,44.74428
tur,1978,44.98582
tur,1979,45.11106
tur,1981,45.41016
tur,1982,46.03246
tur,1984,46.69849
tur,1985,47.03746
tur,1986,47.18936
tur,1987,47.12683
tur,1988,47.15271
tur,1989,47.09241
tur,1990,47.09725
tur,1991,47.07007
tur,1992,47.08003
tur,1993,47.16663
tur,1994,47.38229
tur,1995,47.40454
tur,1997,47.16735
tur,1999,46.9714
tur,2000,46.96787
tur,2001,47.2118
tur,2002,47.40866
tur,2003,47.52749
tur,2004,47.75011
tur,2005,47.85957
tur,2006,48.07867
tur,2007,48.2723
tur,2008,48.39254
tur,2009,48.57516
tur,2010,48.67974
tur,2011,48.7715
tur,2012,48.6408
tur,2013,48.82417
tur,2014,48.87686
tur,2015,48.81608
tur,2016,48.81839
tur,2017,48.69883
tuv,1984,45.93254
tuv,1986,46.55512
tuv,1987,46.78472
tuv,1990,49.16335
tuv,1993,47.02509
tuv,1994,47.69553
tuv,1998,45.94785
tuv,1999,47.57353
tuv,2000,48.12129
tuv,2001,50.24527
tuv,2002,51.13016
tuv,2003,50.52083
tuv,2004,49.92877
tuv,2005,48.34483
tuv,2006,47.94521
tuv,2014,47.43139
tuv,2015,47.51344
tuv,2016,46.97885
tuv,2018,46.52568
tza,1970,39.45443
tza,1971,39.44092
tza,1972,39.57367
tza,1973,40.12769
tza,1974,40.79016
tza,1975,41.9564
tza,1976,43.19384
tza,1977,44.27401
tza,1978,45.62104
tza,1979,46.41334
tza,1980,47.0697
tza,1981,47.68648
tza,1982,48.32047
tza,1983,49.07357
tza,1984,49.39672
tza,1985,49.85016
tza,1986,50.04671
tza,1987,49.834
tza,1988,49.74344
tza,1989,49.54869
tza,1990,49.53433
tza,1991,49.36901
tza,1992,49.10742
tza,1993,49.17206
tza,1994,49.35085
tza,1995,49.40537
tza,1996,49.45991
tza,1997,49.62751
tza,1998,49.70323
tza,1999,49.8867
tza,2000,49.5147
tza,2001,49.31272
tza,2002,48.97433
tza,2003,48.71953
tza,2004,48.80406
tza,2005,48.87143
tza,2006,49.09881
tza,2007,49.31816
tza,2008,49.34457
tza,2009,49.66846
tza,2010,50.07582
tza,2011,50.45235
tza,2012,50.16171
tza,2013,50.60338
tza,2014,50.77531
tza,2015,50.83528
tza,2016,50.62297
tza,2017,50.31895
tza,2018,50.09162
uga,1970,38.78265
uga,1971,38.97446
uga,1972,39.85709
uga,1974,40.88277
uga,1975,40.1047
uga,1976,41.15853
uga,1977,41.36332
uga,1978,41.56876
uga,1979,42.19324
uga,1980,42.88274
uga,1981,42.64759
uga,1982,42.59277
uga,1983,43.46368
uga,1984,43.52494
uga,1985,44
uga,1986,45.20252
uga,1987,45
uga,1988,44
uga,1989,44.53011
uga,1990,44.37247
uga,1991,44.79066
uga,1992,43.85025
uga,1993,44.20002
uga,1994,48.03732
uga,1995,45.602
uga,1996,46.30359
uga,1997,46.59305
uga,1998,47.26974
uga,1999,47.49105
uga,2000,48.23072
uga,2001,48.87584
uga,2002,49.4009
uga,2003,49.26726
uga,2004,49.39975
uga,2005,49.57601
uga,2006,49.84839
uga,2007,49.86266
uga,2008,49.93508
uga,2009,49.98621
uga,2010,50.09643
uga,2011,50.11564
uga,2012,50.07671
uga,2013,50.12226
uga,2015,50.1149
uga,2016,50.38689
uga,2017,50.28032
ukr,1993,48.79373
ukr,1994,48.85941
ukr,1998,48.60336
ukr,1999,48.59229
ukr,2000,48.62777
ukr,2001,48.73053
ukr,2002,48.68918
ukr,2003,48.72498
ukr,2004,48.59818
ukr,2005,48.64787
ukr,2006,48.64945
ukr,2007,48.68237
ukr,2008,48.78503
ukr,2009,48.74607
ukr,2010,48.79522
ukr,2011,48.87233
ukr,2012,48.93492
ukr,2013,48.95548
ukr,2014,49.01842
ukr,2015,49.02797
ukr,2016,48.99609
ukr,2017,48.9128
ukr,2018,48.89225
ury,1970,47.77659
ury,1971,49.02869
ury,1972,48.99307
ury,1973,49.3184
ury,1974,48.73809
ury,1975,48.65035
ury,1976,48.68521
ury,1977,48.67663
ury,1978,50.59253
ury,1979,48.50338
ury,1980,48.69267
ury,1981,48.43342
ury,1983,48.57358
ury,1984,48.61012
ury,1985,48.70254
ury,1986,48.80144
ury,1987,48.76545
ury,1988,48.71756
ury,1989,48.67914
ury,1990,48.72263
ury,1991,48.69259
ury,1992,48.6131
ury,1993,48.61947
ury,1994,48.58607
ury,1995,48.5734
ury,1996,48.63401
ury,1997,48.62129
ury,1998,48.63194
ury,1999,48.58743
ury,2000,48.52453
ury,2001,48.41458
ury,2002,48.4002
ury,2003,48.36641
ury,2004,48.31829
ury,2005,48.36158
ury,2006,48.30509
ury,2007,48.2922
ury,2008,48.22124
ury,2009,48.13918
ury,2010,48.15947
ury,2011,48.20959
ury,2012,48.22312
ury,2013,48.26571
ury,2014,48.3254
ury,2015,48.31537
ury,2016,48.32056
ury,2017,48.45141
usa,2005,48.54702
usa,2010,48.65033
usa,2011,49.0147
usa,2012,48.54171
usa,2013,48.71871
usa,2014,48.83788
usa,2015,48.93702
usa,2016,48.91652
usa,2017,48.75848
uzb,1981,48.59813
uzb,1986,48.5794
uzb,1989,49.05523
uzb,1990,49.20236
uzb,1991,49.0635
uzb,1992,49.1983
uzb,1993,49.47154
uzb,1994,49.05073
uzb,1995,48.40703
uzb,1996,48.44639
uzb,1997,49.13393
uzb,1998,49.04679
uzb,1999,49.13419
uzb,2000,49.04574
uzb,2001,48.91169
uzb,2002,48.68276
uzb,2003,48.95697
uzb,2004,48.70204
uzb,2005,48.64689
uzb,2006,48.63488
uzb,2007,48.51926
uzb,2008,48.60082
uzb,2009,48.57164
uzb,2010,48.45301
uzb,2011,48.34564
uzb,2012,48.37393
uzb,2013,48.38957
uzb,2014,48.39801
uzb,2015,48.39757
uzb,2016,48.37809
uzb,2017,48.3306
uzb,2018,48.30576
vct,1971,49.40301
vct,1972,49.44816
vct,1974,48.80908
vct,1975,49.16039
vct,1976,48.52659
vct,1982,48.54631
vct,1984,48.06716
vct,1986,48.52408
vct,1987,48.92044
vct,1991,49.22833
vct,1994,48.50837
vct,1998,47.51925
vct,1999,47.53503
vct,2000,48.1885
vct,2001,48.33613
vct,2002,48.38941
vct,2003,48.66069
vct,2004,48.36907
vct,2005,47.02654
vct,2007,48.25465
vct,2008,47.38604
vct,2009,47.78322
vct,2010,47.66193
vct,2011,48.70912
vct,2012,48.49033
vct,2013,48.13726
vct,2014,48.67059
vct,2015,48.84748
vct,2016,48.87321
vct,2017,49.0327
vct,2018,49.34839
ven,1971,49.66209
ven,1972,49.59708
ven,1973,49.56256
ven,1974,49.53234
ven,1975,49.47076
ven,1976,49.38292
ven,1977,49.30084
ven,1978,49.34606
ven,1979,49.37373
ven,1980,49.34087
ven,1983,49.84392
ven,1984,49.01858
ven,1985,48.85997
ven,1986,48.9001
ven,1987,48.92389
ven,1988,48.9798
ven,1989,49.0453
ven,1991,48.7489
ven,1992,48.54634
ven,1993,48.45068
ven,1996,48.63927
ven,1997,48.45271
ven,1999,48.52433
ven,2000,48.52823
ven,2001,48.50748
ven,2002,48.4664
ven,2003,48.43559
ven,2004,48.41302
ven,2005,48.44629
ven,2006,48.35449
ven,2007,48.27472
ven,2008,48.26449
ven,2009,48.24436
ven,2010,48.19643
ven,2011,48.26757
ven,2012,48.39436
ven,2013,48.53248
ven,2014,48.40171
ven,2015,48.27519
ven,2016,48.27719
ven,2017,48.28194
vgb,1971,45.26902
vgb,1972,49.04083
vgb,1973,48.73714
vgb,1974,49.0364
vgb,1975,49.76077
vgb,1976,49.71374
vgb,1979,48.16468
vgb,1981,49.74671
vgb,1983,49.1787
vgb,1984,47.03019
vgb,1985,47.7042
vgb,1990,46.52406
vgb,1991,47.09402
vgb,1992,47.19607
vgb,1994,48.1215
vgb,1995,48.22857
vgb,1999,48.96627
vgb,2000,49.76644
vgb,2001,49.65766
vgb,2002,48.95055
vgb,2003,47.8777
vgb,2004,48.19405
vgb,2005,48.24017
vgb,2006,48.34075
vgb,2007,48.81735
vgb,2009,49.04092
vgb,2010,48.57857
vgb,2011,48.02422
vgb,2012,48.2933
vgb,2013,47.82609
vgb,2014,47.48245
vgb,2015,46.72424
vgb,2016,46.66062
vgb,2017,46.91062
vir,1991,45.88309
vir,1993,46.60341
vnm,1976,49.30987
vnm,1977,49.70874
vnm,1978,46.79851
vnm,1979,47.96295
vnm,1980,47.74671
vnm,1981,47.32731
vnm,1985,47.84747
vnm,1986,47.55631
vnm,1991,48.84849
vnm,1995,48.71521
vnm,1998,47.7368
vnm,1999,47.23844
vnm,2000,47.70818
vnm,2001,47.65362
vnm,2002,47.51649
vnm,2003,47.49267
vnm,2004,47.32154
vnm,2005,47.47631
vnm,2006,47.90538
vnm,2007,47.80038
vnm,2009,47.93241
vnm,2010,47.26326
vnm,2011,47.34723
vnm,2012,48.55201
vnm,2013,47.73635
vnm,2014,47.92565
vnm,2015,47.8702
vnm,2016,47.94899
vnm,2017,47.85385
vnm,2018,47.84365
vut,1970,43.74247
vut,1971,45.3173
vut,1972,45.51069
vut,1973,45.28361
vut,1974,44.81194
vut,1975,44.93158
vut,1976,44.74538
vut,1977,44.64817
vut,1978,44.87074
vut,1979,44.75801
vut,1980,45.53387
vut,1981,45.60059
vut,1989,46.276
vut,1990,47.06796
vut,1991,46.69365
vut,1992,46.78113
vut,1993,47.12548
vut,1994,47.20071
vut,1997,47.5037
vut,1998,47.68667
vut,1999,47.62765
vut,2000,47.58367
vut,2001,47.8647
vut,2002,48.01975
vut,2003,48.05017
vut,2004,47.76951
vut,2005,47.69271
vut,2006,47.79007
vut,2007,47.3623
vut,2008,47.68483
vut,2009,47.23698
vut,2010,47.34427
vut,2013,47.26919
vut,2015,47.33404
wsm,1970,48.53651
wsm,1971,46.44058
wsm,1972,48.77916
wsm,1973,48.06626
wsm,1975,51.09153
wsm,1976,48.16752
wsm,1977,47.79612
wsm,1978,47.63599
wsm,1979,48.10421
wsm,1980,47.6011
wsm,1981,47.85547
wsm,1982,48.1259
wsm,1983,48.0196
wsm,1986,48.36745
wsm,1994,47.39702
wsm,1995,47.56214
wsm,1996,47.59542
wsm,1997,48.09459
wsm,1998,48.69711
wsm,1999,47.64992
wsm,2000,48.09106
wsm,2001,48.11834
wsm,2002,47.96594
wsm,2003,47.84443
wsm,2004,47.96472
wsm,2005,47.88464
wsm,2006,47.80115
wsm,2007,47.95482
wsm,2009,47.51374
wsm,2010,48.11636
wsm,2011,48.58339
wsm,2012,48.50514
wsm,2014,48.37012
wsm,2015,48.17489
wsm,2016,48.37108
wsm,2017,48.09408
wsm,2018,48.00592
yem,1999,34.94765
yem,2001,37.59339
yem,2002,38.79206
yem,2003,39.81002
yem,2004,40.45478
yem,2005,41.59905
yem,2008,43.63826
yem,2010,43.97531
yem,2011,43.93983
yem,2012,44.28364
yem,2013,44.65651
yem,2016,45.59546
zaf,1970,49.71619
zaf,1986,49.39828
zaf,1987,49.34378
zaf,1988,49.32029
zaf,1989,49.61815
zaf,1990,49.61132
zaf,1991,49.56456
zaf,1994,49.00608
zaf,1995,49.35029
zaf,1997,49.17367
zaf,1998,49.1842
zaf,1999,49.09614
zaf,2000,48.57137
zaf,2001,48.87664
zaf,2002,48.92059
zaf,2003,48.83876
zaf,2004,48.73135
zaf,2005,48.73822
zaf,2006,48.71663
zaf,2007,48.84431
zaf,2008,48.84031
zaf,2009,48.74514
zaf,2010,48.63908
zaf,2011,48.56058
zaf,2012,48.50688
zaf,2013,48.48119
zaf,2014,48.56082
zaf,2015,47.82259
zaf,2016,48.70814
zaf,2017,48.65321
zmb,1970,44.48069
zmb,1971,44.87114
zmb,1972,44.88908
zmb,1973,45.07648
zmb,1974,45.21138
zmb,1975,45.43646
zmb,1976,45.70802
zmb,1977,46.12939
zmb,1978,46.46227
zmb,1979,46.68316
zmb,1980,46.78157
zmb,1981,47.07655
zmb,1982,47.07906
zmb,1983,47.06986
zmb,1984,46.94621
zmb,1985,47.13502
zmb,1986,47.3707
zmb,1988,47.56163
zmb,1994,47.76422
zmb,1995,47.83779
zmb,1996,47.71296
zmb,1998,47.92931
zmb,1999,47.79377
zmb,2000,48.07863
zmb,2001,48.17922
zmb,2002,48.076
zmb,2004,48.66727
zmb,2005,48.67011
zmb,2006,49.33719
zmb,2007,49.05
zmb,2008,49.25295
zmb,2009,49.52974
zmb,2010,50.10781
zmb,2011,49.63909
zmb,2012,49.97305
zmb,2013,49.89592
zmb,2014,49.85046
zmb,2015,49.80078
zmb,2016,50.18126
zmb,2017,50.24968
zwe,1970,44.97582
zwe,1971,45.21497
zwe,1972,45.16911
zwe,1973,45.2356
zwe,1974,45.48291
zwe,1975,45.79779
zwe,1976,46.03802
zwe,1977,46.48867
zwe,1978,46.61725
zwe,1979,46.51422
zwe,1981,47.96012
zwe,1982,48.04006
zwe,1983,48.14878
zwe,1984,48.33106
zwe,1985,48.47295
zwe,1986,48.78883
zwe,1987,49.08692
zwe,1988,49.2643
zwe,1989,49.55016
zwe,1990,49.74778
zwe,1991,49.10255
zwe,1992,49.59733
zwe,1995,49.25205
zwe,1996,49.23829
zwe,1998,49.19881
zwe,1999,49.13135
zwe,2000,49.12274
zwe,2001,49.20609
zwe,2002,49.38101
zwe,2003,49.47874
zwe,2012,49.55658
zwe,2013,49.50317
