geo,time,ny_gnp_mktp_kd_zg
irn,1970,11.1078
irn,1971,14.50461
irn,1972,14.66501
irn,1973,8.76307
irn,1974,7.47273
irn,1975,-2.05428
irn,1976,16.59337
irn,1977,-4.35056
irn,1978,-14.24939
irn,1979,-8.65654
irn,1980,-27.26021
irn,1981,-5.20715
irn,1982,26.29787
irn,1983,8.65982
irn,1984,-8.83879
irn,1985,1.95264
irn,1986,-10.20124
irn,1987,0.50111
irn,1988,-5.46184
irn,1989,6.03448
irn,1990,13.85257
irn,1991,12.5853
irn,1992,2.76468
irn,1993,1.01091
irn,1994,-1.84708
irn,1995,2.26055
irn,1996,5.23196
irn,1997,0.68163
irn,1998,2.2898
irn,1999,1.17372
irn,2000,5.762
irn,2001,0.90937
irn,2002,7.34311
irn,2003,8.6194
irn,2004,4.06374
irn,2005,3.15978
irn,2006,5.22328
irn,2007,8.4054
irn,2008,0.30203
irn,2009,0.65456
irn,2010,5.84468
irn,2011,2.63719
irn,2012,-6.83915
irn,2013,-0.2046
irn,2014,4.20997
irn,2015,-1.37495
irn,2016,13.4282
irn,2017,3.6574
irn,2018,-5.75015
irn,2019,-7.14067
irn,2020,3.12554
irq,2008,15.41812
irq,2009,2.84571
irq,2010,5.05035
irq,2011,6.19461
irq,2012,14.70546
irq,2013,6.54372
irq,2014,0.07781
irq,2015,4.60204
irq,2016,13.83957
irq,2017,-1.7593
irq,2018,2.53883
irq,2019,6.23212
isr,1996,5.60501
isr,1997,3.48907
isr,1998,4.19193
isr,1999,2.52964
isr,2000,6.72997
isr,2001,2.32289
isr,2002,0.33948
isr,2003,1.20863
isr,2004,5.69949
isr,2005,6.33555
isr,2006,6.26701
isr,2007,6.37918
isr,2008,1.66264
isr,2009,0.65047
isr,2010,6.26764
isr,2011,6.09108
isr,2012,1.57774
isr,2013,5.33118
isr,2014,5.59175
isr,2015,2.00457
isr,2016,4.40356
isr,2017,4.80537
isr,2018,4.43686
isr,2019,3.25509
isr,2020,-2.61134
ita,1971,1.8537
ita,1972,3.74562
ita,1973,6.88028
ita,1974,4.96486
ita,1975,-1.98904
ita,1976,7.04322
ita,1977,2.66871
ita,1978,3.27222
ita,1979,6.23592
ita,1980,3.50557
ita,1981,0.21105
ita,1982,0.32384
ita,1983,1.26213
ita,1984,3.22434
ita,1985,2.67952
ita,1986,2.57504
ita,1987,3.37476
ita,1988,4.24096
ita,1989,3.21141
ita,1990,1.30577
ita,1991,1.35924
ita,1992,0.68132
ita,1993,-0.61559
ita,1994,1.99465
ita,1995,3.22946
ita,1996,1.51715
ita,1997,2.35944
ita,1998,1.71233
ita,1999,1.9943
ita,2000,3.59483
ita,2001,2.02781
ita,2002,0.11072
ita,2003,0.10108
ita,2004,1.75048
ita,2005,1.14549
ita,2006,2.03163
ita,2007,1.16602
ita,2008,-1.93474
ita,2009,-4.47549
ita,2010,1.56329
ita,2011,0.66805
ita,2012,-2.85505
ita,2013,-1.89112
ita,2014,0.17553
ita,2015,0.07291
ita,2016,2.2939
ita,2017,1.9421
ita,2018,1.47553
ita,2019,0.17318
ita,2020,-8.59721
jam,2008,0.47139
jam,2009,-5.70165
jam,2010,0.31554
jam,2011,1.94786
jam,2012,1.56687
jam,2013,-0.42055
jam,2014,0.88901
jam,2015,-0.07809
jam,2016,0.17545
jam,2017,2.42241
jam,2018,0.89767
jam,2019,1.93485
jam,2020,-10.43603
jor,1977,9.07701
jor,1978,14.60735
jor,1979,20.81709
jor,1980,10.9829
jor,1981,18.40387
jor,1982,6.97994
jor,1983,-3.13699
jor,1984,2.19203
jor,1985,-3.2052
jor,1986,4.62722
jor,1987,1.22449
jor,1988,-0.08417
jor,1989,-9.98586
jor,1990,-0.58564
jor,1991,-1.35299
jor,1992,16.34248
jor,1993,5.4863
jor,1994,5.29734
jor,1995,7.1785
jor,1996,1.9934
jor,1997,4.62416
jor,1998,3.99917
jor,1999,3.24588
jor,2000,7.05018
jor,2001,5.82134
jor,2002,4.82888
jor,2003,4.66555
jor,2004,9.56604
jor,2005,8.34424
jor,2006,8.4225
jor,2007,8.47026
jor,2008,6.0117
jor,2009,4.78081
jor,2010,0.13656
jor,2011,2.62834
jor,2012,2.10317
jor,2013,2.83763
jor,2014,3.23068
jor,2015,2.48976
jor,2016,2.35027
jor,2017,2.36464
jor,2018,1.97346
jor,2019,2.44013
jor,2020,-1.84358
jpn,1971,4.7747
jpn,1972,8.55659
jpn,1973,8.0523
jpn,1974,-1.38153
jpn,1975,3.15591
jpn,1976,3.97604
jpn,1977,4.42183
jpn,1978,5.34653
jpn,1979,5.59422
jpn,1980,2.69516
jpn,1981,4.06208
jpn,1982,3.53991
jpn,1983,3.61895
jpn,1984,4.58454
jpn,1985,5.42021
jpn,1986,3.30121
jpn,1987,4.95242
jpn,1988,6.82826
jpn,1989,4.95515
jpn,1990,4.87537
jpn,1991,3.35877
jpn,1992,1.00987
jpn,1993,-0.48721
jpn,1994,0.92872
jpn,1995,2.64998
jpn,1996,3.5135
jpn,1997,1.08829
jpn,1998,-1.34495
jpn,1999,-0.34351
jpn,2000,2.98955
jpn,2001,0.4981
jpn,2002,-0.0576
jpn,2003,1.69232
jpn,2004,2.50616
jpn,2005,2.08388
jpn,2006,1.81055
jpn,2007,1.86153
jpn,2008,-1.63351
jpn,2009,-5.81637
jpn,2010,4.23143
jpn,2011,0.22929
jpn,2012,1.22592
jpn,2013,2.65888
jpn,2014,0.55552
jpn,2015,1.82749
jpn,2016,0.34342
jpn,2017,1.87155
jpn,2018,0.63728
jpn,2019,0.32983
kaz,1994,-12.83582
kaz,1995,-8.34767
kaz,1996,0.21544
kaz,1997,1.3818
kaz,1998,-1.84196
kaz,1999,0.97749
kaz,2000,6.56531
kaz,2001,15.09811
kaz,2002,10.7937
kaz,2003,7.95855
kaz,2004,8.20467
kaz,2005,5.25085
kaz,2006,7.10902
kaz,2007,7.08561
kaz,2008,-1.03155
kaz,2009,8.02022
kaz,2010,2.60545
kaz,2011,3.06601
kaz,2012,6.71102
kaz,2013,11.22571
kaz,2014,4.77797
kaz,2015,7.92808
kaz,2016,-3.52963
kaz,2017,2.07352
kaz,2018,1.38707
kaz,2019,4.10645
kaz,2020,3.69423
ken,1965,2.43009
ken,1966,14.3372
ken,1967,3.17872
ken,1968,8.33582
ken,1969,9.28253
ken,1970,-4.3325
ken,1971,22.24102
ken,1972,16.86642
ken,1973,3.41843
ken,1974,4.79426
ken,1975,1.54694
ken,1976,0.8532
ken,1977,9.81824
ken,1978,7.07019
ken,1979,7.5832
ken,1980,6.34251
ken,1981,3.8487
ken,1982,0.90595
ken,1983,1.97113
ken,1984,1.58846
ken,1985,4.34814
ken,1986,7.12836
ken,1987,5.81957
ken,1988,5.8785
ken,1989,5.6461
ken,1990,3.02562
ken,1991,1.0058
ken,1992,-0.62337
ken,1993,-1.70578
ken,1994,3.59553
ken,1995,6.03008
ken,1996,5.81493
ken,1997,0.97909
ken,1998,3.66707
ken,1999,1.90523
ken,2000,0.90873
ken,2001,3.69331
ken,2002,0.7313
ken,2003,2.75666
ken,2004,5.33836
ken,2005,6.71408
ken,2006,6.23206
ken,2007,6.67592
ken,2008,0.57024
ken,2009,-9.91941
ken,2010,9.09953
ken,2011,7.669
ken,2012,3.60291
ken,2013,3.03567
ken,2014,5.4641
ken,2015,6.38566
ken,2016,13.99431
ken,2017,3.30007
ken,2018,5.98348
ken,2019,4.88382
ken,2020,-0.39583
kgz,1992,-13.6961
kgz,1993,-15.76413
kgz,1994,-21.83406
kgz,1995,-5.72765
kgz,1996,7.70428
kgz,1997,8.20125
kgz,1998,1.20531
kgz,1999,2.07099
kgz,2000,5.05268
kgz,2001,7.88428
kgz,2002,0.36583
kgz,2003,7.38903
kgz,2004,5.38909
kgz,2005,1.06712
kgz,2006,5.22146
kgz,2007,8.97242
kgz,2008,5.3155
kgz,2009,3.13305
kgz,2010,-2.8979
kgz,2011,0.63647
kgz,2012,9.39099
kgz,2013,7.38267
kgz,2014,5.76471
kgz,2015,4.15968
kgz,2016,2.64022
kgz,2017,5.10441
kgz,2018,5.74226
kgz,2019,-2.56974
kgz,2020,-3.41034
khm,1996,5.15781
khm,1997,5.36125
khm,1998,4.05275
khm,1999,11.53854
khm,2000,9.46215
khm,2001,7.86648
khm,2002,5.65556
khm,2003,9.15515
khm,2004,10.08559
khm,2005,12.56246
khm,2006,10.95117
khm,2007,10.93093
khm,2008,5.96002
khm,2009,-0.25099
khm,2010,5.77064
khm,2011,6.83833
khm,2012,6.58534
khm,2013,8.50244
khm,2014,6.08586
khm,2015,5.85696
khm,2016,6.83067
khm,2017,6.8488
khm,2018,6.46126
khm,2019,8.24361
khm,2020,-0.81
kir,2009,-5.48998
kir,2010,5.41091
kir,2011,-3.10506
kir,2012,14.21589
kir,2013,13.29197
kir,2014,15.29966
kir,2015,22.72767
kir,2016,-9.55769
kir,2017,8.53457
kir,2018,0.85582
kor,1961,7.3474
kor,1962,3.81146
kor,1963,8.67049
kor,1964,9.71503
kor,1965,7.76138
kor,1966,12.951
kor,1967,10.27084
kor,1968,12.73335
kor,1969,14.29002
kor,1970,9.06514
kor,1971,9.12745
kor,1972,6.509
kor,1973,14.72357
kor,1974,9.83477
kor,1975,6.40065
kor,1976,13.68497
kor,1977,12.54666
kor,1978,11.70101
kor,1979,8.08763
kor,1980,-2.453
kor,1981,6.70888
kor,1982,8.86619
kor,1983,13.22056
kor,1984,10.08055
kor,1985,6.88853
kor,1986,11.33215
kor,1987,13.9541
kor,1988,12.55954
kor,1989,7.66545
kor,1990,10.12487
kor,1991,10.77678
kor,1992,6.16081
kor,1993,6.87581
kor,1994,9.12035
kor,1995,9.4725
kor,1996,7.91592
kor,1997,5.95753
kor,1998,-5.93333
kor,1999,11.74063
kor,2000,9.60278
kor,2001,4.84974
kor,2002,8.06926
kor,2003,3.17348
kor,2004,5.39222
kor,2005,3.74571
kor,2006,5.71573
kor,2007,5.8404
kor,2008,3.29993
kor,2009,0.61359
kor,2010,7.12625
kor,2011,4.15037
kor,2012,2.82068
kor,2013,2.76825
kor,2014,3.05008
kor,2015,2.64793
kor,2016,3.00434
kor,2017,3.2045
kor,2018,2.89733
kor,2019,2.69149
kor,2020,-0.94035
kos,2009,2.09195
kos,2010,4.8917
kos,2011,7.19592
kos,2012,2.51878
kos,2013,4.5075
kos,2014,3.06331
kos,2015,5.34286
kos,2016,5.17136
kos,2017,5.61855
kos,2018,3.08679
kos,2019,5.37003
kos,2020,-5.16693
kwt,2011,8.05067
kwt,2012,6.23427
kwt,2013,3.54849
kwt,2014,1.70958
kwt,2015,-0.93992
kwt,2016,2.63117
kwt,2017,-1.06273
kwt,2018,0.7234
kwt,2019,0.32581
lao,2001,5.65541
lao,2002,6.07571
lao,2003,4.2362
lao,2004,7.63062
lao,2005,8.69854
lao,2006,4.90955
lao,2007,10.04798
lao,2008,6.52055
lao,2009,9.5399
lao,2010,4.64883
lao,2011,6.97452
lao,2012,9.40819
lao,2013,8.72251
lao,2014,8.64644
lao,2015,7.31114
lao,2016,6.90044
lbn,1991,24.66401
lbn,1992,18.72563
lbn,1993,9.09759
lbn,1994,9.41681
lbn,1995,7.25374
lbn,1996,10.01976
lbn,1997,0.25511
lbn,1998,2.52624
lbn,1999,-0.16719
lbn,2000,2.0186
lbn,2001,1.4642
lbn,2002,-1.11056
lbn,2003,-10.22812
lbn,2004,23.74217
lbn,2005,5.93799
lbn,2006,3.18089
lbn,2007,11.71591
lbn,2008,7.48653
lbn,2009,8.00387
lbn,2010,7.24573
lbn,2011,1.64107
lbn,2012,2.65876
lbn,2013,3.64641
lbn,2014,1.98362
lbn,2015,0.50654
lbn,2016,0.96094
lbn,2017,2.12928
lbn,2018,-1.89176
lbn,2019,-7.80434
lbn,2020,-22.43538
lka,1962,6.54803
lka,1963,1.02681
lka,1964,4.92114
lka,1965,1.9932
lka,1966,5.75332
lka,1967,6.3002
lka,1968,4.46491
lka,1969,8.71991
lka,1970,-1.4972
lka,1971,-0.53065
lka,1972,0.50622
lka,1973,6.28026
lka,1974,2.54152
lka,1975,5.25774
lka,1976,-0.55418
lka,1977,5.33776
lka,1978,11.41609
lka,1979,14.88167
lka,1980,7.01288
lka,1981,4.12265
lka,1982,5.80685
lka,1983,3.19711
lka,1984,2.35014
lka,1985,7.90929
lka,1986,4.36921
lka,1987,1.70982
lka,1988,2.67723
lka,1989,1.78002
lka,1990,6.47687
lka,1991,4.49188
lka,1992,5.00743
lka,1993,7.14301
lka,1994,4.9716
lka,1995,4.84859
lka,1996,3.67861
lka,1997,6.6643
lka,1998,4.21922
lka,1999,4.06324
lka,2000,5.91653
lka,2001,-1.47077
lka,2002,4.24469
lka,2003,6.54725
lka,2004,5.38645
lka,2005,6.02228
lka,2006,7.524
lka,2007,7.10442
lka,2008,4.70289
lka,2009,4.67238
lka,2010,8.05809
lka,2011,8.52751
lka,2012,8.2983
lka,2013,2.76317
lka,2014,5.00296
lka,2015,4.70441
lka,2016,4.25728
lka,2017,3.58613
lka,2018,3.18864
lka,2019,2.14036
lka,2020,-3.35548
lso,1967,10.83677
lso,1968,-0.31156
lso,1969,1.57799
lso,1970,2.24173
lso,1971,5.14634
lso,1972,0.03236
lso,1973,26.56222
lso,1974,11.94595
lso,1975,-12.78724
lso,1976,12.38777
lso,1977,21.73061
lso,1978,17.89124
lso,1979,3.35717
lso,1980,-2.10217
lso,1981,1.76767
lso,2008,3.32839
lso,2009,-5.01917
lso,2010,3.29891
lso,2011,-1.82991
lso,2012,2.85049
lso,2013,0.47216
lso,2014,-0.81918
lso,2015,3.97655
lso,2016,4.74202
lso,2017,-3.48437
lso,2018,-0.32528
lso,2019,-0.47479
ltu,2005,8.46008
ltu,2006,7.06504
ltu,2007,9.01291
ltu,2008,3.33738
ltu,2009,-10.11748
ltu,2010,-1.20291
ltu,2011,3.64736
ltu,2012,3.649
ltu,2013,4.51833
ltu,2014,4.59586
ltu,2015,-0.5004
ltu,2016,2.52212
ltu,2017,4.22571
ltu,2018,4.59266
ltu,2019,4.13271
ltu,2020,0.47366
lux,1971,1.89355
lux,1972,8.08742
lux,1973,3.89984
lux,1974,0.38555
lux,1975,2.80433
lux,1976,7.56156
lux,1977,2.12962
lux,1978,1.94548
lux,1979,-6.30626
lux,1980,-10.55489
lux,1981,-17.59508
lux,1982,27.79782
lux,1983,24.16793
lux,1984,2.61185
lux,1985,6.54205
lux,1986,7.23028
lux,1987,5.37352
lux,1988,5.80412
lux,1989,6.82509
lux,1990,6.51616
lux,1991,9.79425
lux,1992,0.57134
lux,1993,2.93304
lux,1994,-0.36392
lux,1995,5.32171
lux,1996,1.52641
lux,1997,9.92183
lux,1998,1.74334
lux,1999,4.48832
lux,2000,4.84196
lux,2001,6.19062
lux,2002,-7.4093
lux,2003,-6.86204
lux,2004,20.41908
lux,2005,3.26099
lux,2006,-8.04674
lux,2007,21.1982
lux,2008,-3.45409
lux,2009,-27.21688
lux,2010,8.00342
lux,2011,2.62174
lux,2012,11.79874
lux,2013,-3.67671
lux,2014,3.24621
lux,2015,-9.56452
lux,2016,9.12425
lux,2017,9.22223
lux,2018,0.97777
lux,2019,-2.58852
lux,2020,3.30096
lva,1996,2.49127
lva,1997,8.9237
lva,1998,6.24941
lva,1999,1.1533
lva,2000,6.54739
lva,2001,6.76645
lva,2002,6.94972
lva,2003,7.73878
lva,2004,6.61236
lva,2005,11.84728
lva,2006,10.35263
lva,2007,9.31477
lva,2008,-1.53408
lva,2009,-7.08789
lva,2010,-9.80483
lva,2011,1.43815
lva,2012,6.40402
lva,2013,2.49819
lva,2014,2.26006
lva,2015,3.2663
lva,2016,2.70039
lva,2017,3.198
lva,2018,2.50604
lva,2019,2.60729
lva,2020,-2.11544
mar,1967,10.29457
mar,1968,9.60975
mar,1969,8.6268
mar,1970,5.65256
mar,1971,5.21916
mar,1972,2.37208
mar,1973,3.39638
mar,1974,5.88709
mar,1975,7.50447
mar,1976,10.50319
mar,1977,5.88519
mar,1978,1.73439
mar,1979,4.46478
mar,1980,3.37627
mar,1981,-2.89985
mar,1982,8.71154
mar,1983,1.40492
mar,1984,6.8663
mar,1985,4.67374
mar,1986,11.34763
mar,1987,-0.60907
mar,1988,10.7319
mar,1989,3.07307
mar,1990,4.10647
mar,1991,6.9467
mar,1992,-1.7702
mar,1993,-1.3222
mar,1994,11.19807
mar,1995,-5.83597
mar,1996,13.29465
mar,1997,-1.64458
mar,1998,7.9209
mar,1999,1.1529
mar,2000,1.79855
mar,2001,7.45591
mar,2002,3.44458
mar,2003,6.16799
mar,2004,5.21275
mar,2005,3.85426
mar,2006,7.45784
mar,2007,3.73197
mar,2008,6.07532
mar,2009,3.00034
mar,2010,3.83366
mar,2011,4.9413
mar,2012,2.6832
mar,2013,5.22124
mar,2014,1.65792
mar,2015,4.95232
mar,2016,1.02348
mar,2017,4.2155
mar,2018,3.15951
mar,2019,2.58721
mar,2020,-5.84247
mda,1997,1.55141
mda,1998,-7.85245
mda,1999,-2.35606
mda,2000,4.11321
mda,2001,8.63359
mda,2002,10.16111
mda,2003,8.29005
mda,2004,9.13654
mda,2005,7.19296
mda,2006,3.23399
mda,2007,0.92929
mda,2008,8.03608
mda,2009,-9.27436
mda,2010,9.0278
mda,2011,5.5297
mda,2012,1.81015
mda,2013,9.12428
mda,2014,4.29822
mda,2015,-2.9719
mda,2016,4.12634
mda,2017,4.92136
mda,2018,3.38198
mda,2019,4.11799
mda,2020,-8.00108
mdg,1961,2.11737
mdg,1962,2.22665
mdg,1963,-1.00545
mdg,1964,4.00807
mdg,1965,-0.42475
mdg,1970,5.50982
mdg,1971,3.602
mdg,1972,-0.83423
mdg,1973,-2.76705
mdg,1974,1.53701
mdg,1975,1.46997
mdg,1976,-3.06894
mdg,1977,2.90505
mdg,1978,-2.63956
mdg,1979,9.49639
mdg,1980,0.39036
mdg,1981,-10.76239
mdg,1982,-2.02712
mdg,1983,0.36035
mdg,1984,0.43839
mdg,1985,1.48299
mdg,1986,1.83676
mdg,1987,-0.73172
mdg,1988,3.27341
mdg,1989,4.08079
mdg,1990,4.88876
mdg,1991,-7.01963
mdg,1992,2.20487
mdg,1993,2.3243
mdg,1994,-0.71333
mdg,1995,1.74614
mdg,1996,3.16873
mdg,1997,3.96039
mdg,1998,4.15282
mdg,1999,5.05899
mdg,2000,4.80813
mdg,2001,6.1782
mdg,2002,-12.3715
mdg,2003,9.82685
mdg,2004,5.62196
mdg,2005,4.06561
mdg,2006,5.15859
mdg,2007,7.27329
mdg,2008,6.81355
mdg,2009,-4.33188
mdg,2010,0.26864
mdg,2011,1.7051
mdg,2012,1.44699
mdg,2013,2.05828
mdg,2014,4.07543
mdg,2015,1.98575
mdg,2016,3.60443
mdg,2017,5.01521
mdg,2018,3.16529
mdg,2019,3.46609
mdg,2020,-6.54408
mdv,2015,4.55214
mdv,2016,7.4407
mdv,2017,7.46795
mdv,2018,7.11238
mdv,2019,6.34094
mdv,2020,-32.32482
mex,1961,5.13023
mex,1962,4.83033
mex,1963,8.07471
mex,1964,11.44734
mex,1965,6.5252
mex,1966,5.69134
mex,1967,7.96199
mex,1968,9.33011
mex,1969,3.32006
mex,1970,6.27792
mex,1971,3.71174
mex,1972,8.21578
mex,1973,8.16483
mex,1974,5.51311
mex,1975,5.29041
mex,1976,4.00181
mex,1977,3.22658
mex,1978,8.82127
mex,1979,9.48959
mex,1980,8.87886
mex,1981,7.6183
mex,1982,-3.77455
mex,1983,-2.34587
mex,1984,3.93776
mex,1985,3.17272
mex,1986,-3.81695
mex,1987,2.65965
mex,1988,2.33347
mex,1989,4.35414
mex,1990,5.6222
mex,1991,4.79864
mex,1992,3.63466
mex,1993,2.23041
mex,1994,4.84818
mex,1995,-7.57679
mex,1996,7.17062
mex,1997,7.74242
mex,1998,5.16074
mex,1999,3.12731
mex,2000,4.96866
mex,2001,-0.12003
mex,2002,0.09155
mex,2003,1.41549
mex,2004,4.18499
mex,2005,1.6709
mex,2006,5.07203
mex,2007,2.12974
mex,2008,1.43491
mex,2009,-5.54792
mex,2010,5.65756
mex,2011,3.22977
mex,2012,3.29561
mex,2013,0.36822
mex,2014,3.31897
mex,2015,3.19542
mex,2016,2.52617
mex,2017,2.16742
mex,2018,2.06293
mex,2019,-0.41144
mex,2020,-8.78922
mhl,2005,4.11291
mhl,2006,-2.37411
mhl,2007,3.59399
mhl,2008,-8.90868
mhl,2009,3.36816
mhl,2010,2.9282
mhl,2011,0.23656
mhl,2012,-6.37172
mhl,2013,7.54362
mhl,2014,3.34882
mhl,2015,9.34885
mhl,2016,-0.20953
mhl,2017,1.78734
mhl,2018,2.32894
mhl,2019,2.79449
mhl,2020,-3.96521
mkd,1991,-5.67315
mkd,1992,-8.36793
mkd,1993,-6.99673
mkd,1994,-1.08892
mkd,1995,-0.72026
mkd,1996,0.97188
mkd,1997,1.25321
mkd,1998,3.39577
mkd,1999,3.91697
mkd,2000,4.37278
mkd,2001,-1.99646
mkd,2002,1.09173
mkd,2003,2.148
mkd,2004,5.29013
mkd,2005,3.53261
mkd,2006,6.57874
mkd,2007,1.91276
mkd,2008,9.33311
mkd,2009,0.12155
mkd,2010,2.656
mkd,2011,1.98473
mkd,2012,-0.86616
mkd,2013,2.68511
mkd,2014,4.12302
mkd,2015,2.41541
mkd,2016,1.79939
mkd,2017,1.10169
mkd,2018,2.55496
mkd,2019,3.41413
mkd,2020,-4.38734
mli,1968,3.34049
mli,1969,0.00602
mli,1970,5.28391
mli,1971,3.84923
mli,1972,6.06862
mli,1973,-1.6902
mli,1974,-1.95289
mli,1975,11.12741
mli,1976,14.10906
mli,1977,7.26448
mli,1978,-0.63203
mli,1979,8.55685
mli,1986,3.23114
mli,1987,0.19717
mli,1988,7.16081
mli,1991,12.32693
mli,1992,-3.3693
mli,1993,3.51738
mli,1994,2.60141
mli,1995,0.24664
mli,1996,7.00131
mli,1997,4.62156
mli,1998,7.72598
mli,1999,6.2673
mli,2000,0.23786
mli,2001,11.0577
mli,2002,1.71088
mli,2003,12.24447
mli,2004,1.61526
mli,2005,6.61112
mli,2006,4.06495
mli,2007,3.58952
mli,2008,5.28182
mli,2009,3.05364
mli,2010,5.99009
mli,2011,3.47944
mli,2012,-1.07738
mli,2013,2.96042
mli,2014,7.79119
mli,2015,6.63609
mli,2016,5.30275
mli,2017,4.79048
mli,2018,5.14254
mli,2019,4.1647
mli,2020,-2.04791
mlt,2001,3.05218
mlt,2002,2.71152
mlt,2003,2.92624
mlt,2004,0.1524
mlt,2005,0.75852
mlt,2006,1.48412
mlt,2007,3.79752
mlt,2008,7.41389
mlt,2009,-4.72531
mlt,2010,5.62521
mlt,2011,3.35863
mlt,2012,1.71467
mlt,2013,5.16027
mlt,2014,7.29391
mlt,2015,9.107
mlt,2016,-0.61802
mlt,2017,7.45845
mlt,2018,8.32853
mlt,2019,5.41313
mlt,2020,-8.53278
mmr,2012,6.14619
mmr,2013,8.03301
mmr,2014,7.65434
mmr,2015,3.01677
mmr,2016,11.80669
mmr,2017,6.2809
mmr,2018,6.16517
mmr,2019,6.329
mmr,2020,3.77419
mne,2007,6.38809
mne,2008,7.54049
mne,2009,-6.9545
mne,2010,1.83645
mne,2011,4.77346
mne,2012,-1.90013
mne,2013,3.83929
mne,2014,1.18182
mne,2015,4.29044
mne,2016,1.62725
mne,2017,6.01538
mne,2018,4.15171
mne,2019,4.01579
mne,2020,-14.91798
mng,2011,16.8534
mng,2012,12.73268
mng,2013,14.50003
mng,2014,4.96242
mng,2015,2.48967
mng,2016,1.30247
mng,2017,-2.15479
mng,2018,14.17128
mng,2019,3.02218
mng,2020,-2.67663
moz,1992,-8.01754
moz,1993,10.99895
moz,1994,6.44878
moz,1995,3.42535
moz,1996,12.63136
moz,1997,11.87837
moz,1998,9.21399
moz,1999,12.1385
moz,2000,-0.15145
moz,2001,11.27206
moz,2002,2.18375
moz,2003,16.04624
moz,2004,8.32604
moz,2005,4.4221
moz,2006,6.47641
moz,2007,9.11861
moz,2008,7.86121
moz,2009,9.60177
moz,2010,5.62482
moz,2011,9.08587
moz,2012,8.68669
moz,2013,7.09505
moz,2014,6.54296
moz,2015,5.87515
moz,2016,3.52807
moz,2017,2.74399
moz,2018,4.64024
moz,2019,2.30908
mrt,1969,-0.56717
mrt,1970,13.5504
mrt,1971,1.37092
mrt,1972,-0.25876
mrt,1973,-2.77205
mrt,1974,13.16255
mrt,1975,-8.47043
mrt,1976,4.041
mrt,1977,1.03178
mrt,1978,2.01331
mrt,1979,5.0517
mrt,1980,4.14217
mrt,1981,1.52892
mrt,1982,-1.99672
mrt,1983,2.68597
mrt,1984,-1.77235
mrt,1985,1.46231
mrt,1986,4.78052
mrt,1987,2.01088
mrt,1988,2.60205
mrt,1989,5.58506
mrt,1990,-1.52484
mrt,1991,2.86388
mrt,1992,2.08327
mrt,1993,5.28795
mrt,1994,-3.25312
mrt,1995,9.85022
mrt,1996,10.17695
mrt,1997,-4.28757
mrt,1998,3.23834
mrt,1999,3.86815
mrt,2000,-4.51742
mrt,2001,-3.03285
mrt,2002,5.91085
mrt,2003,6.74353
mrt,2004,4.66492
mrt,2005,8.08392
mrt,2006,13.72774
mrt,2007,-1.48348
mrt,2008,0.62544
mrt,2009,1.62692
mrt,2010,0.1446
mrt,2011,2.65019
mrt,2012,3.91207
mrt,2013,4.39476
mrt,2014,3.48715
mrt,2015,6.51504
mrt,2016,2.17865
mrt,2017,6.73915
mrt,2018,5.50339
mrt,2019,4.96496
mrt,2020,-1.90352
mus,2007,7.77257
mus,2008,4.26485
mus,2009,2.23784
mus,2010,3.00494
mus,2011,3.14973
mus,2012,8.48359
mus,2013,6.85601
mus,2014,3.74024
mus,2015,4.08407
mus,2016,3.57287
mus,2017,5.09411
mus,2018,5.29056
mus,2019,3.34974
mus,2020,-17.17191
mys,1961,9.18737
mys,1962,7.54397
mys,1963,7.52623
mys,1964,4.77944
mys,1965,7.35002
mys,1966,8.0482
mys,1967,5.63756
mys,1968,8.02344
mys,1969,3.54487
mys,1970,6.94778
mys,1971,8.97771
mys,1972,9.63426
mys,1973,10.65493
mys,1974,7.46255
mys,1975,2.00336
mys,1976,10.68023
mys,1977,7.65394
mys,1978,6.11017
mys,1979,9.18238
mys,1980,8.30962
mys,1981,7.26933
mys,1982,4.89261
mys,1983,4.51216
mys,1984,7.01415
mys,1985,-1.23732
mys,1986,2.2937
mys,1987,5.42891
mys,1988,10.58188
mys,1989,8.93953
mys,1990,10.35096
mys,1991,8.77558
mys,1992,8.57541
mys,1993,10.37426
mys,1994,9.21475
mys,1995,9.80763
mys,1996,9.95572
mys,1997,6.61629
mys,1998,-7.57561
mys,1999,4.46942
mys,2000,7.63969
mys,2001,1.56281
mys,2002,6.10804
mys,2003,6.86583
mys,2004,6.89157
mys,2005,6.04106
mys,2006,7.20499
mys,2007,7.15047
mys,2008,3.70398
mys,2009,-0.37554
mys,2010,6.16889
mys,2011,6.14806
mys,2012,4.04268
mys,2013,5.11933
mys,2014,6.02836
mys,2015,5.76214
mys,2016,4.42575
mys,2017,5.73093
mys,2018,4.53052
mys,2019,4.97101
mys,2020,-5.05904
nam,1981,11.47206
nam,1982,-2.25741
nam,1983,1.34299
nam,1984,-2.44258
nam,1985,-12.96387
nam,1986,10.55562
nam,1987,15.03271
nam,1988,-5.44477
nam,1989,7.81566
nam,1990,8.75855
nam,1991,9.8679
nam,1992,4.75877
nam,1993,-1.81435
nam,1994,1.62751
nam,1995,6.08887
nam,1996,1.18529
nam,1997,3.87064
nam,1998,3.95689
nam,1999,0.79271
nam,2000,5.6296
nam,2001,0.39319
nam,2002,6.49101
nam,2003,7.35252
nam,2004,8.79741
nam,2005,-0.1128
nam,2006,7.80465
nam,2007,3.25056
nam,2008,2.69579
nam,2009,0.04199
