geo,time,ny_gnp_mktp_kd_zg
aze,1997,5.80661
aze,1998,10.34603
aze,1999,10.01892
aze,2000,6.78037
aze,2001,9.33974
aze,2002,8.86213
aze,2003,9.76549
aze,2004,6.66214
aze,2005,19.43418
aze,2006,31.20621
aze,2007,20.37329
aze,2008,16.72012
aze,2009,16.08405
aze,2010,6.99379
aze,2011,-1.8421
aze,2012,3.89023
bdi,1998,5.14382
bdi,1999,-1.4756
bdi,2000,2.02452
bdi,2001,-0.80204
bdi,2002,4.19236
bdi,2003,-1.80131
bdi,2004,4.09293
bdi,2005,2.17889
bdi,2006,6.36491
bdi,2007,3.7207
bdi,2008,5.03881
bdi,2009,3.09274
bdi,2010,5.56679
bdi,2011,3.78592
bdi,2012,4.97286
bdi,2013,5.29848
bdi,2014,3.89781
bdi,2015,-3.71498
bdi,2016,-0.57001
bdi,2017,0.35852
bdi,2018,2.01903
bdi,2019,1.89119
bdi,2020,0.63826
bel,1971,3.84879
bel,1972,5.33191
bel,1973,6.22643
bel,1974,4.53914
bel,1975,-1.97206
bel,1976,5.66984
bel,1977,0.39263
bel,1978,2.74217
bel,1979,1.93455
bel,1980,4.24102
bel,1981,-0.11032
bel,1982,0.17531
bel,1983,0.23997
bel,1984,2.69431
bel,1985,1.97183
bel,1986,1.87746
bel,1987,2.5964
bel,1988,4.70329
bel,1989,3.21068
bel,1990,3.2863
bel,1991,2.20426
bel,1992,1.51298
bel,1993,0.00637
bel,1994,3.98194
bel,1995,2.14007
bel,1996,1.44507
bel,1997,3.89981
bel,1998,1.96327
bel,1999,3.42199
bel,2000,3.94528
bel,2001,0.38676
bel,2002,1.56796
bel,2003,1.21674
bel,2004,3.01636
bel,2005,2.17075
bel,2006,2.73829
bel,2007,3.62857
bel,2008,1.43879
bel,2009,-2.52407
bel,2010,2.51338
bel,2011,0.31725
bel,2012,2.8846
bel,2013,0.60518
bel,2014,1.22489
bel,2015,1.37413
bel,2016,0.81758
bel,2017,1.57287
bel,2018,1.78147
bel,2019,2.23201
bel,2020,-5.56493
ben,1961,3.15098
ben,1962,-3.42946
ben,1963,4.73912
ben,1964,6.66413
ben,1965,5.30441
ben,1966,3.8338
ben,1967,0.97216
ben,1968,3.50163
ben,1969,2.52561
ben,1970,2.10012
ben,1971,-1.69951
ben,1972,6.91959
ben,1975,-5.49935
ben,1978,1.31765
ben,1979,6.6144
ben,1980,6.42727
ben,1981,9.91982
ben,1982,2.00299
ben,1983,-5.06347
ben,1984,6.1695
ben,1985,8.4425
ben,1986,2.31427
ben,1987,-1.37187
ben,1988,3.69285
ben,1989,-3.81598
ben,1990,9.55601
ben,1991,4.65646
ben,1992,0.8869
ben,1993,7.81817
ben,1994,1.63345
ben,1995,6.1876
ben,1996,4.36862
ben,1997,6.40373
ben,1998,4.75577
ben,1999,5.56074
ben,2000,5.83789
ben,2001,5.28589
ben,2002,4.35709
ben,2003,3.39892
ben,2004,4.53801
ben,2005,2.05092
ben,2006,3.78272
ben,2007,5.82082
ben,2008,5.38249
ben,2009,2.09442
ben,2010,1.89181
ben,2011,3.38385
ben,2012,4.34048
ben,2013,7.23637
ben,2014,6.45715
ben,2015,1.41433
ben,2016,3.27077
ben,2017,5.43007
ben,2018,6.79509
ben,2019,6.87391
ben,2020,3.80935
bfa,1966,1.0988
bfa,1967,8.83639
bfa,1968,3.10908
bfa,1969,2.04276
bfa,1970,0.521
bfa,1971,1.29021
bfa,1972,2.1736
bfa,1973,0.6667
bfa,1974,7.96212
bfa,1975,1.86046
bfa,1976,8.91529
bfa,1977,-0.60537
bfa,1978,5.90366
bfa,1979,3.94883
bfa,1980,1.13708
bfa,1981,3.85748
bfa,1982,9.52869
bfa,1983,0.29479
bfa,1984,-1.4627
bfa,1985,8.51282
bfa,1986,8.06547
bfa,1987,-0.34939
bfa,1988,5.64843
bfa,1989,2.20899
bfa,1990,-0.37755
bfa,1991,9.00982
bfa,1992,0.16633
bfa,1993,3.21913
bfa,1994,1.19517
bfa,1995,6.04782
bfa,1996,11.75793
bfa,1997,5.95402
bfa,1998,7.2953
bfa,1999,7.61562
bfa,2000,1.65888
bfa,2001,6.36181
bfa,2002,3.79148
bfa,2003,7.59397
bfa,2004,4.79056
bfa,2005,8.45591
bfa,2006,7.01514
bfa,2007,4.10184
bfa,2008,5.70772
bfa,2009,2.1273
bfa,2010,6.53403
bfa,2011,5.36901
bfa,2012,8.08456
bfa,2013,5.68056
bfa,2014,2.58358
bfa,2015,3.65457
bfa,2016,5.97446
bfa,2017,6.98243
bfa,2018,7.26444
bfa,2019,3.10605
bgd,1974,9.3235
bgd,1975,-4.2307
bgd,1976,5.57601
bgd,1977,2.31531
bgd,1978,7.20008
bgd,1979,4.96019
bgd,1980,1.15047
bgd,1981,9.17724
bgd,1982,2.11447
bgd,1983,5.11371
bgd,1984,4.61462
bgd,1985,2.28871
bgd,1986,4.47811
bgd,1987,4.18333
bgd,1988,2.35531
bgd,1989,2.75855
bgd,1990,5.42985
bgd,1991,3.50748
bgd,1992,5.70604
bgd,1993,4.97047
bgd,1994,4.3402
bgd,1995,5.00388
bgd,1996,4.03939
bgd,1997,4.65357
bgd,1998,5.18062
bgd,1999,4.8618
bgd,2000,5.48356
bgd,2001,4.87253
bgd,2002,4.74451
bgd,2003,4.75521
bgd,2004,5.61596
bgd,2005,6.64594
bgd,2006,7.95744
bgd,2007,7.80428
bgd,2008,7.12614
bgd,2009,5.25642
bgd,2010,5.783
bgd,2011,6.25362
bgd,2012,6.97947
bgd,2013,5.6084
bgd,2014,4.73564
bgd,2015,6.36091
bgd,2016,6.4084
bgd,2017,5.8778
bgd,2018,8.12317
bgd,2019,8.03411
bgd,2020,3.93134
bgr,1981,5.36598
bgr,1982,2.49355
bgr,1983,3.72799
bgr,1984,3.63295
bgr,1985,2.55537
bgr,1986,3.9694
bgr,1987,5.62067
bgr,1988,10.2944
bgr,1989,-4.09983
bgr,1990,-13.72881
bgr,1991,-9.76915
bgr,1992,0.17583
bgr,1993,-1.53506
bgr,1994,1.65009
bgr,1995,2.09813
bgr,1996,4.37771
bgr,1997,-13.78711
bgr,1998,4.89489
bgr,1999,-7.9936
bgr,2000,3.53956
bgr,2001,6.30561
bgr,2002,7.70005
bgr,2003,4.82105
bgr,2004,6.08694
bgr,2005,6.18453
bgr,2006,4.0561
bgr,2007,1.51177
bgr,2008,8.89187
bgr,2009,-1.83914
bgr,2010,2.68388
bgr,2011,0.96194
bgr,2012,2.6478
bgr,2013,-1.41802
bgr,2014,2.31842
bgr,2015,1.0717
bgr,2016,2.97965
bgr,2017,1.46841
bgr,2018,2.11221
bgr,2019,4.57386
bgr,2020,-3.70955
bhr,2001,1.56787
bhr,2002,2.14736
bhr,2003,6.94329
bhr,2004,7.09225
bhr,2005,8.10035
bhr,2006,6.79945
bhr,2007,8.90192
bhr,2008,3.71216
bhr,2009,-3.86105
bhr,2010,4.80082
bhr,2011,-3.58964
bhr,2012,16.83317
bhr,2013,4.80767
bhr,2014,3.13722
bhr,2015,2.28535
bhr,2016,3.68179
bhr,2017,4.10043
bhr,2018,2.21027
bhr,2019,1.81462
bhs,1990,-2.72797
bhs,1991,-4.30694
bhs,1992,-1.11434
bhs,1993,-1.02184
bhs,1994,3.09966
bhs,1995,20.68366
bhs,1996,11.5287
bhs,1997,-12.78125
bhs,1998,-4.90886
bhs,1999,13.69937
bhs,2000,4.05476
bhs,2001,1.97387
bhs,2002,2.88445
bhs,2003,-0.82167
bhs,2004,1.14324
bhs,2005,3.02162
bhs,2006,2.28322
bhs,2007,1.34307
bhs,2008,-0.52638
bhs,2009,-4.98404
bhs,2010,0.92628
bhs,2011,0.84444
bhs,2012,2.25793
bhs,2013,-3.82654
bhs,2014,1.0718
bhs,2015,1.17637
bhs,2016,-0.46369
bhs,2017,1.83405
bhs,2018,0.34534
bhs,2019,2.69559
bhs,2020,-15.00765
bih,2001,1.3934
bih,2002,3.81633
bih,2003,2.84258
bih,2004,5.15462
bih,2005,3.27802
bih,2006,4.45929
bih,2007,5.83555
bih,2008,6.16316
bih,2009,-2.84492
bih,2010,-1.24704
bih,2011,0.14299
bih,2012,-0.84792
bih,2013,2.88642
bih,2014,0.66799
bih,2015,2.96503
bih,2016,2.59327
bih,2017,2.14308
bih,2018,4.01035
bih,2019,3.10071
bih,2020,-3.74037
blr,1991,-1.2
blr,1992,-9.6
blr,1993,-7.6
blr,1994,-12.02322
blr,1995,-10.346
blr,1996,2.97469
blr,1997,11.12147
blr,1998,8.38692
blr,1999,3.57822
blr,2000,5.71916
blr,2001,4.74972
blr,2002,5.07356
blr,2003,7.37738
blr,2004,11.38117
blr,2005,9.26784
blr,2006,9.89271
blr,2007,8.08852
blr,2008,10.18006
blr,2009,-0.45906
blr,2010,7.44878
blr,2011,4.87877
blr,2012,1.55915
blr,2013,-0.36607
blr,2014,2.22916
blr,2015,-5.15334
blr,2016,-2.6173
blr,2017,3.38127
blr,2018,3.26375
blr,2019,2.09265
blr,2020,-2.52474
blz,1981,1.4293
blz,1982,-2.03627
blz,1983,-2.37532
blz,1984,1.14382
blz,1985,0.27349
blz,1986,6.65687
blz,1987,11.14975
blz,1988,10.02351
blz,1989,12.22932
blz,1990,12.22525
blz,1991,11.41171
blz,1992,11.23249
blz,1993,5.83043
blz,1994,-1.09335
blz,1995,1.38082
blz,1996,0.98553
blz,1997,4.27182
blz,1998,2.51237
blz,1999,8.03649
blz,2000,11.86615
blz,2001,3.19284
blz,2002,5.19247
blz,2003,7.68737
blz,2004,2.76582
blz,2005,2.75559
blz,2006,4.88278
blz,2007,-1.90365
blz,2008,4.17021
blz,2009,5.98159
blz,2010,-0.16322
blz,2011,5.21082
blz,2012,1.15187
blz,2013,1.52268
blz,2014,3.27407
blz,2015,5.36483
blz,2016,-0.77042
blz,2017,1.1385
blz,2018,1.78971
blz,2019,1.55516
blz,2020,-10.02585
bmu,2015,0.59572
bmu,2016,-1.20063
bmu,2017,4.7167
bmu,2018,-1.37917
bmu,2019,-1.44533
bmu,2020,-4.94045
bol,1977,4.00737
bol,1978,1.18638
bol,1979,-1.09969
bol,1980,-3.1967
bol,1981,-0.0658
bol,1982,-4.94828
bol,1983,-3.50208
bol,1984,-0.11269
bol,1985,-2.25995
bol,1986,-3.38852
bol,1987,3.94573
bol,1988,3.70115
bol,1989,4.12302
bol,1990,5.10009
bol,1991,5.95536
bol,1992,2.8448
bol,1993,4.24359
bol,1994,5.22118
bol,1995,4.62803
bol,1996,4.60216
bol,1997,5.28606
bol,1998,5.62082
bol,1999,-0.02068
bol,2000,2.20801
bol,2001,1.77314
bol,2002,2.45957
bol,2003,1.46296
bol,2004,3.3624
bol,2005,4.89874
bol,2006,5.17012
bol,2007,4.31332
bol,2008,6.67357
bol,2009,2.76982
bol,2010,3.18969
bol,2011,5.57204
bol,2012,2.74005
bol,2013,6.64082
bol,2014,7.06707
bol,2015,7.14357
bol,2016,5.93905
bol,2017,2.94637
bol,2018,4.77475
bol,2019,2.59456
bol,2020,-7.94472
bra,1971,11.74133
bra,1972,12.23251
bra,1973,13.59161
bra,1974,8.56367
bra,1975,4.57582
bra,1976,10.03841
bra,1977,4.76211
bra,1978,4.28514
bra,1979,6.39271
bra,1980,8.5906
bra,1981,-5.09934
bra,1982,-0.20988
bra,1983,-3.88719
bra,1984,5.38737
bra,1985,8.51877
bra,1986,8.59694
bra,1987,4.3199
bra,1988,-0.34163
bra,1989,12.9462
bra,1990,-11.35162
bra,1991,1.35357
bra,1992,-0.20818
bra,1993,4.37627
bra,1994,4.32968
bra,1995,6.7536
bra,1996,0.98063
bra,1997,2.8749
bra,1998,-0.92345
bra,1999,-0.29866
bra,2000,6.94939
bra,2001,1.02422
bra,2002,2.89914
bra,2003,1.34202
bra,2004,5.98349
bra,2005,3.26058
bra,2006,4.35464
bra,2007,6.48438
bra,2008,4.7507
bra,2009,0.05272
bra,2010,6.56692
bra,2011,4.50325
bra,2012,1.99602
bra,2013,4.19177
bra,2014,0.02232
bra,2015,-3.56013
bra,2016,-3.5154
bra,2017,1.5915
bra,2018,0.82517
bra,2019,1.52288
bra,2020,-3.32608
brn,1991,3.14594
brn,1992,4.75858
brn,1993,0.30457
brn,1994,3.1454
brn,1995,4.47871
brn,1996,2.87832
brn,1997,-1.47117
brn,1998,-0.55851
brn,1999,3.05216
brn,2000,2.84942
brn,2001,2.74404
brn,2002,3.8721
brn,2003,2.90396
brn,2004,0.50432
brn,2005,0.38751
brn,2006,4.39772
brn,2007,0.65892
brn,2008,-1.97956
brn,2009,-1.76558
brn,2010,1.37891
brn,2011,1.158
brn,2012,1.24513
brn,2013,-0.50633
brn,2014,-1.34432
brn,2015,4.51277
brn,2016,-0.90353
brn,2017,0.45342
brn,2018,-4.64047
brn,2019,5.96033
btn,1991,-2.98099
btn,1992,1.61924
btn,1993,3.73912
btn,1994,7.88009
btn,1995,1.42872
btn,1996,7.0788
btn,1997,8.20919
btn,1998,-1.37771
btn,1999,4.84935
btn,2000,24.71421
btn,2001,8.41968
btn,2002,9.32077
btn,2003,7.00187
btn,2004,5.94755
btn,2005,8.26929
btn,2006,8.16517
btn,2007,17.24454
btn,2008,3.27653
btn,2009,5.29438
btn,2010,10.08318
btn,2011,7.17643
btn,2012,3.37903
btn,2013,3.20266
btn,2014,5.73083
btn,2015,6.63261
btn,2016,6.39627
btn,2017,4.53215
btn,2018,2.72567
btn,2019,5.6772
btn,2020,-7.25495
bwa,1976,10.64738
bwa,1977,12.01204
bwa,1978,14.3328
bwa,1979,12.14859
bwa,1980,8.07926
bwa,1981,15.78835
bwa,1982,11.49815
bwa,1983,8.72305
bwa,1984,4.06988
bwa,1985,6.3618
bwa,1986,8.539
bwa,1987,7.54327
bwa,1988,25.27721
bwa,1989,11.05822
bwa,1990,12.63412
bwa,1991,11.46796
bwa,1992,3.79082
bwa,1993,5.47911
bwa,1994,-6.07029
bwa,1995,11.08066
bwa,1996,1.54838
bwa,1997,10.68444
bwa,1998,5.12499
bwa,1999,2.98403
bwa,2000,0.6775
bwa,2001,3.69911
bwa,2002,-3.06888
bwa,2003,8.13375
bwa,2004,1.51811
bwa,2005,6.2294
bwa,2006,8.91919
bwa,2007,9.25275
bwa,2008,6.81368
bwa,2009,-4.36033
bwa,2010,6.06977
bwa,2011,8.51534
bwa,2012,5.22399
bwa,2013,8.44082
bwa,2014,8.9622
bwa,2015,-4.56521
bwa,2016,6.40269
bwa,2017,3.94678
bwa,2018,3.11332
bwa,2019,2.34258
bwa,2020,-8.01045
caf,2010,5.39686
caf,2011,4.1201
caf,2012,5.07651
caf,2013,-36.16066
caf,2014,0.18644
caf,2015,4.51816
caf,2016,4.85135
caf,2017,7.59247
caf,2018,6.01839
caf,2019,3.25326
caf,2020,-2.48456
can,1998,2.52047
can,1999,3.90427
can,2000,5.71636
can,2001,1.18993
can,2002,3.79638
can,2003,3.89603
can,2004,4.24448
can,2005,5.1354
can,2006,4.70533
can,2007,7.06791
can,2008,0.98854
can,2009,-3.13215
can,2010,2.78788
can,2011,3.22072
can,2012,1.8931
can,2013,2.59459
can,2014,2.77868
can,2015,0.78398
can,2016,1.32386
can,2017,2.97272
can,2018,2.32625
can,2019,2.31729
can,2020,-5.05995
che,1996,0.73641
che,1997,3.93772
che,1998,3.47905
che,1999,2.47882
che,2000,4.93189
che,2001,-0.92734
che,2002,-1.19998
che,2003,3.77714
che,2004,2.44557
che,2005,4.87526
che,2006,3.11756
che,2007,-2.4657
che,2008,-4.28853
che,2009,6.41468
che,2010,7.18794
che,2011,-2.51241
che,2012,2.35142
che,2013,1.72816
che,2014,0.67212
che,2015,2.73165
che,2016,0.38603
che,2017,0.65733
che,2018,0.22039
che,2019,1.62448
che,2020,-2.31193
chl,1961,5.42641
chl,1962,3.96554
chl,1963,5.86028
chl,1964,2.4686
chl,1965,0.6224
chl,1966,10.71308
chl,1967,3.20306
chl,1968,3.60365
chl,1969,4.11458
chl,1970,2.42851
chl,1971,10.55361
chl,1972,-0.4904
chl,1973,-5.17135
chl,1974,2.02991
chl,1975,-14.78398
chl,1976,4.31182
chl,1977,11.0338
chl,1978,7.33372
chl,1979,8.37677
chl,1980,7.97471
chl,1981,5.67805
chl,1982,-13.50783
chl,1983,-6.05063
chl,1984,3.09236
chl,1985,2.50705
chl,1986,6.82958
chl,1987,8.53154
chl,1988,7.32515
chl,1989,10.89543
chl,1990,4.63972
chl,1991,7.91151
chl,1992,12.12262
chl,1993,7.25342
chl,1994,3.99626
chl,1995,9.40455
chl,1996,7.39588
chl,1997,7.5476
chl,1998,5.09208
chl,1999,-0.98322
chl,2000,4.75082
chl,2001,3.52187
chl,2002,2.60663
chl,2003,1.92667
chl,2004,4.58661
chl,2005,4.96863
chl,2006,1.48978
chl,2007,5.84377
chl,2008,8.50195
chl,2009,-0.92634
chl,2010,5.36333
chl,2011,6.05659
chl,2012,7.61466
chl,2013,4.26471
chl,2014,3.04105
chl,2015,3.2238
chl,2016,1.55212
chl,2017,0.05888
chl,2018,3.34687
chl,2019,1.90261
chl,2020,-6.63835
chn,1996,10.03251
chn,1997,9.49813
chn,1998,7.40972
chn,1999,7.90822
chn,2000,8.57566
chn,2001,8.09754
chn,2002,9.51347
chn,2003,10.42007
chn,2004,10.45634
chn,2005,10.92396
chn,2006,13.26862
chn,2007,14.68785
chn,2008,10.07284
chn,2009,8.55979
chn,2010,10.34225
chn,2011,8.99854
chn,2012,8.62704
chn,2013,7.14426
chn,2014,8.43609
chn,2015,6.39648
chn,2016,6.82608
chn,2017,7.34181
chn,2018,6.42188
chn,2019,6.12157
chn,2020,1.91107
civ,2009,4.99802
civ,2010,6.44418
civ,2011,-5.01593
civ,2012,9.08361
civ,2013,9.24838
civ,2014,49.67592
civ,2015,6.79544
civ,2016,7.0871
civ,2017,6.54603
civ,2018,5.93382
civ,2019,7.55775
civ,2020,1.59771
cmr,1968,7.64358
cmr,1969,7.41875
cmr,1970,4.00328
cmr,1971,5.56685
cmr,1972,4.2898
cmr,1973,-0.42499
cmr,1974,11.68028
cmr,1975,13.70591
cmr,1976,-5.80143
cmr,1977,0.39742
cmr,1978,41.74947
cmr,1979,9.0458
cmr,1980,-11.77822
cmr,1981,24.97619
cmr,1982,10.68451
cmr,1983,7.5985
cmr,1984,9.91832
cmr,1985,8.45958
cmr,1986,8.44094
cmr,1987,-2.10569
cmr,1988,-7.01743
cmr,1989,-2.98923
cmr,1990,-8.00465
cmr,1991,-5.62196
cmr,1992,-2.01073
cmr,1993,-7.60859
cmr,1994,1.17627
cmr,1995,2.73823
cmr,1996,4.14097
cmr,1997,4.26833
cmr,1998,5.88949
cmr,1999,4.85836
cmr,2000,1.90348
cmr,2001,3.66644
cmr,2002,5.54126
cmr,2003,7.65597
cmr,2004,8.22757
cmr,2005,1.81255
cmr,2006,5.13018
cmr,2007,3.43647
cmr,2008,3.45249
cmr,2009,3.65811
cmr,2010,2.33738
cmr,2011,3.34728
cmr,2012,4.10588
cmr,2013,4.57788
cmr,2014,6.85184
cmr,2015,5.08358
cmr,2016,4.21728
cmr,2017,3.34805
cmr,2018,3.92373
cmr,2019,3.15879
cmr,2020,0.46694
cod,1995,-1.43317
cod,1996,7.14741
cod,1997,-6.11415
cod,1998,-1.06417
cod,1999,-7.60024
cod,2000,0.08758
cod,2001,-5.10706
cod,2002,4.77181
cod,2003,6.37539
cod,2004,6.22063
cod,2005,4.76265
cod,2006,6.40105
cod,2007,5.49084
cod,2008,3.3493
cod,2009,5.43068
cod,2010,6.83309
cod,2011,5.59076
cod,2012,6.16912
cod,2013,3.99112
cod,2014,10.03811
cod,2015,9.00012
cod,2016,8.83404
cod,2017,2.8096
cod,2018,6.02359
cod,2019,3.94384
cod,2020,1.86501
cog,1961,7.95911
cog,1962,5.4632
cog,1963,-3.81189
cog,1964,3.84294
cog,1965,3.62008
cog,1966,1.2743
cog,1967,2.56056
cog,1968,7.34728
cog,1969,7.23244
cog,1970,5.95642
cog,1971,7.92974
cog,1972,9.19836
cog,1973,5.99801
cog,1974,8.67831
cog,1975,7.11308
cog,1976,0.47769
cog,1977,-8.87727
cog,1978,5.9098
cog,1979,8.42683
cog,1980,15.06822
cog,1981,20.68782
cog,1982,21.60578
cog,1983,3.92397
cog,1984,9.77628
cog,1985,-0.75124
cog,1986,-0.88591
cog,1987,0.13453
cog,1988,-6.11541
cog,1989,1.38159
cog,1990,-3.05169
cog,1991,3.56885
cog,1992,5.22091
cog,1993,-5.82849
cog,1994,-2.85096
cog,1995,-16.47182
cog,1996,3.69086
cog,1997,12.11596
cog,1998,12.50563
cog,1999,-13.9887
cog,2000,-3.59099
cog,2001,11.68418
cog,2002,4.76764
cog,2003,-0.16982
cog,2004,-1.63084
cog,2005,16.32526
cog,2006,20.98605
cog,2007,-6.45564
cog,2008,8.20358
cog,2009,20.78102
cog,2010,7.65989
cog,2011,-0.72391
cog,2012,15.86107
cog,2013,2.99326
cog,2014,11.1408
cog,2015,-5.43157
cog,2016,-13.09126
cog,2017,-13.24242
cog,2018,-7.9658
cog,2019,-6.52479
cog,2020,2.28147
col,1969,5.72278
col,1970,5.78571
col,1971,6.12959
col,1972,7.61966
col,1973,6.94109
col,1974,6.35558
col,1975,1.36799
col,1976,4.78224
col,1977,4.85517
col,1978,8.6741
col,1979,5.85425
col,1980,4.39959
col,1981,1.69449
col,1982,-0.21723
col,1983,0.91629
col,1984,2.31088
col,1985,2.42524
col,1986,5.42588
col,1987,5.06141
col,1988,5.18771
col,1989,1.9692
col,1990,5.50129
col,1991,2.56152
col,1992,4.47766
col,1993,6.32817
col,1994,6.85737
col,1995,5.30321
col,1996,1.65033
col,1997,3.36114
col,1998,1.06259
col,1999,-4.07349
col,2000,2.36247
col,2001,1.40578
col,2002,2.28996
col,2003,3.1846
col,2004,5.23763
col,2005,5.82603
col,2006,6.5828
col,2007,6.27947
col,2008,2.73867
col,2009,1.54106
col,2010,3.78164
col,2011,6.16259
col,2012,4.4104
col,2013,5.46993
col,2014,5.1623
col,2015,4.71277
col,2016,2.42221
col,2017,0.56662
col,2018,1.74833
col,2019,3.54192
col,2020,-6.41331
com,1981,3.69479
com,1982,6.56849
com,1983,4.22827
com,1984,4.0298
com,1985,2.01855
com,1986,1.92003
com,1987,1.89712
com,1988,2.34092
com,1989,-2.21131
com,1990,4.5328
com,1991,-5.35435
com,1992,9.57549
com,1993,2.55541
com,1994,-5.5217
com,1995,3.72752
com,1996,-1.451
com,1997,4.00032
com,1998,1.11791
com,1999,2.07889
com,2000,10.89719
com,2001,2.42558
com,2002,1.95285
com,2003,2.03299
com,2004,1.82373
com,2005,2.92577
com,2006,2.69785
com,2007,1.20415
com,2008,3.59857
com,2009,3.25557
com,2010,3.84922
com,2011,4.11688
com,2012,3.1084
com,2013,4.69077
com,2014,2.2144
com,2015,1.40803
com,2016,3.46369
com,2017,3.84907
com,2018,2.71096
cpv,2008,6.05981
cpv,2009,-1.22008
cpv,2010,-0.45888
cpv,2011,4.53112
cpv,2012,0.74155
cpv,2013,1.59915
cpv,2014,-0.96588
cpv,2015,2.33684
cpv,2016,4.83646
cpv,2017,3.83813
cpv,2018,5.70199
cpv,2019,5.89614
cpv,2020,-15.02786
cri,1961,1.63752
cri,1962,4.38039
cri,1963,7.29027
cri,1964,3.11675
cri,1965,7.80748
cri,1966,6.94756
cri,1967,5.5274
