person,time,annual_income
abdullah_al_rajhi,2007,88686000
abdullah_al_rajhi,2008,106656000
abdullah_al_rajhi,2009,59508000
abdullah_al_rajhi,2010,75279000
abdullah_al_rajhi,2011,80100000
abdullah_al_rajhi,2012,68640000
abdullah_al_rajhi,2013,67848000
abdullah_al_rajhi,2014,72864000
abdullah_al_rajhi,2015,55025999
abdullah_al_rajhi,2016,42797999
abdullah_al_rajhi,2017,57000000
abdullah_bin_sulaiman_al_rajhi,2020,52268999
abdullah_bin_sulaiman_al_rajhi,2021,34320000
abdullah_bin_sulaiman_al_rajhi,2022,61920000
abdulsamad_rabiu,2014,36432000
abdulsamad_rabiu,2015,30569999
abdulsamad_rabiu,2016,33627000
abdulsamad_rabiu,2019,44880000
abdulsamad_rabiu,2020,79779000
abdulsamad_rabiu,2021,129360000
abdulsamad_rabiu,2022,178020000
abhay_firodia,2015,35155500
abhay_firodia,2016,36684000
abhay_firodia,2017,57000000
abhay_firodia,2018,68760000
abhay_firodia,2019,53295000
abhay_firodia,2020,41265000
abhay_firodia,2021,63360000
abhay_firodia,2022,72240000
abhay_soi,2022,33540000
abhay_vakil,2020,85281000
abhay_vakil,2021,121440000
abigail_johnson,2002,344946000
abigail_johnson,2003,314634000
abigail_johnson,2004,353388000
abigail_johnson,2005,418320000
abigail_johnson,2006,428249999
abigail_johnson,2007,443430000
abigail_johnson,2008,499950000
abigail_johnson,2009,330600000
abigail_johnson,2010,376395000
abigail_johnson,2011,362052000
abigail_johnson,2012,321360000
abigail_johnson,2013,391668000
abigail_johnson,2014,525228000
abigail_johnson,2015,409637999
abigail_johnson,2016,400466999
abigail_johnson,2017,432000000
abigail_johnson,2018,455535000
abigail_johnson,2019,437580000
abigail_johnson,2020,297108000
abigail_johnson,2021,551760000
abigail_johnson,2022,546960000
abilio_dos_santos_diniz,2002,44121000
abilio_dos_santos_diniz,2004,46878000
abilio_dos_santos_diniz,2005,45318000
abilio_dos_santos_diniz,2006,54815999
abilio_dos_santos_diniz,2007,64809000
abilio_dos_santos_diniz,2008,66660000
abilio_dos_santos_diniz,2009,49590000
abilio_dos_santos_diniz,2010,98190000
abilio_dos_santos_diniz,2011,108936000
abilio_dos_santos_diniz,2012,112320000
abilio_dos_santos_diniz,2013,114108000
abilio_dos_santos_diniz,2014,85008000
abilio_dos_santos_diniz,2015,134508000
abilio_dos_santos_diniz,2016,103937999
abilio_dos_santos_diniz,2017,99000000
abilio_dos_santos_diniz,2018,100275000
abilio_dos_santos_diniz,2019,86955000
abilio_dos_santos_diniz,2020,63273000
abilio_dos_santos_diniz,2021,68640000
abilio_dos_santos_diniz,2022,69660000
achal_bakeri,2015,32098499
achal_bakeri,2016,33627000
achal_bakeri,2017,39000000
achal_bakeri,2018,45840000
achal_bakeri,2019,30855000
achal_bakeri,2020,27510000
achal_bakeri,2021,34320000
acharya_balakrishna,2017,111000000
acharya_balakrishna,2018,343800000
acharya_balakrishna,2019,185130000
acharya_balakrishna,2020,145803000
acharya_balkrishna,2017,75000000
acharya_balkrishna,2018,180495000
acharya_balkrishna,2019,137445000
acharya_balkrishna,2020,30261000
acharya_balkrishna,2021,58080000
acharya_balkrishna,2022,49020000
achmad_hamami,2012,68640000
achmad_hamami,2013,49344000
achmad_hamami,2014,48576000
achmad_hamami,2015,39741000
achmad_hamami,2016,30569999
adam_bowen,2019,30855000
adam_foroughi,2022,33540000
adam_kwok,2019,70125000
adam_kwok,2020,57771000
adam_kwok,2021,68640000
adam_kwok,2022,59340000
adam_kwok_kai_fai,2018,254985000
adam_kwok_kai_fai,2019,224400000
adam_kwok_kai_fai,2020,214578000
adam_kwok_kai_fai,2021,195360000
adam_kwok_kai_fai,2022,167700000
adam_neumann,2016,45854999
adam_neumann,2017,75000000
adam_neumann,2018,71625000
adam_neumann,2019,115005000
adam_neumann,2022,36120000
adi_godrej,2003,42207000
adi_godrej,2004,72120000
adi_godrej,2005,66233999
adi_godrej,2006,89075999
adi_godrej,2007,139851000
adi_godrej,2008,183315000
adi_godrej,2009,109098000
adi_godrej,2010,170196000
adi_godrej,2011,233892000
adi_godrej,2012,74880000
adi_godrej,2013,111024000
adi_godrej,2014,106260000
adi_godrej,2015,146736000
adi_godrej,2016,67254000
adi_godrej,2017,75000000
adi_godrej,2018,83085000
adi_godrej,2019,75735000
adi_godrej,2020,52269000
adi_godrej,2021,63360000
adi_godrej,2022,64500000
adrian_paval,2022,25800000
aerin_lauder,2014,33396000
aerin_lauder,2015,42797999
aerin_lauder,2016,64196999
aerin_lauder,2017,48000000
aerin_lauder,2018,71625000
aerin_lauder,2019,70125000
aerin_lauder,2020,57771000
aerin_lauder,2021,100320000
aerin_lauder,2022,90300000
agnete_kirk_thinggaard,2018,154710000
agnete_kirk_thinggaard,2019,131835000
agnete_kirk_thinggaard,2020,167811000
agnete_kirk_thinggaard,2021,229680000
agnete_kirk_thinggaard,2022,211560000
ahmet_calik,2008,49995000
ahmet_calik,2009,33060000
ahmet_calik,2010,32730000
ahmet_calik,2011,41652000
ahmet_calik,2012,40560000
ahmet_calik,2013,52428000
ahmet_calik,2014,33396000
ahmet_calik,2015,42797999
ahmet_calik,2016,39741000
ahmet_calik,2017,42000000
ahmet_calik,2018,45840000
ahmet_calik,2019,53295000
ahmet_calik,2020,41265000
ahmet_calik,2021,39600000
ahmet_calik,2022,38700000
ahmet_nazif_zorlu,2005,34860000
ahmet_nazif_zorlu,2006,37686000
ahmet_nazif_zorlu,2007,61398000
ahmet_nazif_zorlu,2008,76659000
ahmet_nazif_zorlu,2009,42978000
ahmet_nazif_zorlu,2010,49095000
ahmet_nazif_zorlu,2011,57672000
ahmet_nazif_zorlu,2012,43680000
ahmet_nazif_zorlu,2013,43176000
ahmet_nazif_zorlu,2014,36432000
ahmet_nazif_zorlu,2015,42797999
ahmet_nazif_zorlu,2016,39741000
ahmet_nazif_zorlu,2017,39000000
ahmet_nazif_zorlu,2018,40110000
ahmet_nazif_zorlu,2021,29040000
ahsen_ozokur,2008,39996000
ahsen_ozokur,2010,36003000
ahsen_ozokur,2011,44856000
ahsen_ozokur,2012,40560000
ahsen_ozokur,2013,37008000
ahsen_ozokur,2014,47058000
ahsen_ozokur,2015,51968999
ai_lihua,2017,30000000
ai_lihua,2018,37245000
ai_lihua,2020,27510000
ai_lihua,2021,29040000
ai_lihua,2022,41280000
ai_luming,2018,31515000
ai_luming,2021,34320000
ai_luming,2022,36119999
aidan_barclay,2022,38700000
airat_shaimiev,2013,33924000
airat_shaimiev,2014,33396000
airat_shaimiev,2015,35155500
airat_shaimiev,2017,33000000
airat_shaimiev,2018,34380000
airat_shaimiev,2019,36465000
airat_shaimiev,2020,30261000
airat_shaimiev,2021,36960000
airat_shaimiev,2022,30960000
aiyawatt_srivaddhanaprabha,2019,165495000
aiyawatt_srivaddhanaprabha,2020,101787000
ajay_banga,2022,28380000
ajay_jaisinghani,2022,25800000
ajay_kalsi,2011,54468000
ajay_kalsi,2012,65520000
ajay_kalsi,2013,64764000
ajay_kalsi,2014,56166000
ajay_kalsi,2017,36000000
ajay_kalsi,2018,34380000
ajay_parekh,2020,38514000
ajay_parekh,2021,42240000
ajay_parekh,2022,54180000
ajay_piramal,2010,32730000
ajay_piramal,2011,44856000
ajay_piramal,2012,43680000
ajay_piramal,2013,49344000
ajay_piramal,2014,44022000
ajay_piramal,2015,61139999
ajay_piramal,2016,55025999
ajay_piramal,2017,111000000
ajay_piramal,2018,140385000
ajay_piramal,2019,123420000
ajay_piramal,2020,46767000
ajay_piramal,2021,105600000
ajay_piramal,2022,108360000
akio_nitori,2011,38448000
akio_nitori,2012,37440000
akio_nitori,2013,30840000
akio_nitori,2014,39468000
akio_nitori,2015,50440499
akio_nitori,2016,61139999
akio_nitori,2017,90000000
akio_nitori,2018,126060000
akio_nitori,2019,98175000
akio_nitori,2020,101787000
akio_nitori,2021,137280000
akio_nitori,2022,103200000
akira_mori,2002,136374000
akira_mori,2003,157317000
akira_mori,2004,86544000
akira_mori,2005,111551999
akira_mori,2006,154170000
akira_mori,2007,194427000
akira_mori,2008,249975000
akira_mori,2009,138852000
akira_mori,2010,206199000
akira_mori,2011,217872000
akira_mori,2012,109200000
akira_mori,2013,154200000
akira_mori,2014,127512000
akira_mori,2015,113108999
akira_mori,2016,149793000
akira_mori,2017,132000000
akira_mori,2018,180495000
akira_mori,2019,131835000
akira_mori,2020,93534000
akira_mori,2021,105600000
akira_mori,2022,95460000
alain_bouchard,2013,35466000
alain_bouchard,2014,53130000
alain_bouchard,2015,76425000
alain_bouchard,2016,82538999
alain_bouchard,2017,99000000
alain_bouchard,2018,94545000
alain_bouchard,2019,103785000
alain_bouchard,2020,85281000
alain_bouchard,2021,110880000
alain_bouchard,2022,129000000
alain_merieux,2005,34860000
alain_merieux,2006,54815999
alain_merieux,2007,71631000
alain_merieux,2008,93324000
alain_merieux,2009,79344000
alain_merieux,2010,130920000
alain_merieux,2011,137772000
alain_merieux,2012,115440000
alain_merieux,2013,95604000
alain_merieux,2014,115368000
alain_merieux,2015,106994999
alain_merieux,2016,100880999
alain_merieux,2017,120000000
alain_merieux,2018,91680000
alain_merieux,2019,140250000
alain_merieux,2020,162309000
alain_merieux,2021,216480000
alain_merieux,2022,172860000
alain_taravella,2012,31200000
alain_taravella,2013,30840000
alain_taravella,2014,39468000
alain_taravella,2015,39741000
alain_taravella,2016,42797999
alain_taravella,2017,45000000
alain_taravella,2018,63030000
alain_taravella,2019,53295000
alain_taravella,2020,35763000
alain_taravella,2021,52800000
alain_taravella,2022,49020000
alain_wertheimer,2014,273240000
alain_wertheimer,2015,290415000
alain_wertheimer,2016,336269999
alain_wertheimer,2017,354000000
alain_wertheimer,2018,372450000
alain_wertheimer,2019,409530000
alain_wertheimer,2020,470421000
alain_wertheimer,2021,910800000
alain_wertheimer,2022,804960000
alan_auerbach,2015,36684000
alan_casden,2006,41112000
alan_casden,2007,54576000
alan_casden,2008,66660000
alan_casden,2009,56202000
alan_casden,2010,62187000
alan_casden,2011,60876000
alan_casden,2012,37440000
alan_g_hassenfeld,2019,36465000
alan_g_hassenfeld,2020,35763000
alan_g_hassenfeld,2021,34320000
alan_g_hassenfeld,2022,36119999
alan_gerry,2002,52143000
alan_gerry,2004,39666000
alan_gerry,2005,41832000
alan_gerry,2006,44537999
alan_gerry,2007,47754000
alan_gerry,2008,53328000
alan_gerry,2009,36366000
alan_gerry,2010,36003000
alan_gerry,2011,38448000
alan_gerry,2012,37440000
alan_gerry,2013,40092000
alan_gerry,2014,42504000
alan_gerry,2015,42797999
alan_gerry,2016,42797999
alan_gerry,2017,45000000
alan_gerry,2018,40110000
alan_gerry,2019,39270000
alan_gerry,2020,41265000
alan_gerry,2021,39600000
alan_gerry,2022,38700000
alan_howard,2010,58914000
alan_howard,2011,57672000
alan_howard,2012,62400000
alan_howard,2013,49344000
alan_howard,2014,48576000
alan_howard,2015,48911999
alan_howard,2016,45854999
alan_howard,2017,42000000
alan_howard,2018,37245000
alan_howard,2019,44880000
alan_howard,2020,46767000
alan_howard,2021,73920000
alan_howard,2022,82560000
alan_miller_1,2021,34320000
alan_miller_1,2022,38700000
alan_parker,2020,49518000
alan_parker,2021,34320000
alan_parker,2022,46440000
alan_rydge,2014,31878000
alan_rydge,2015,36684000
alan_rydge,2016,36684000
alan_rydge,2017,33000000
alan_rydge,2018,31515000
alan_rydge,2019,28050000
alan_rydge,2021,26400000
alan_rydge,2022,25800000
alan_sugar,2018,34380000
alan_sugar,2019,28050000
alan_sugar,2020,27510000
alan_sugar,2021,36959999
alan_sugar,2022,46440000
alan_trefler,2017,48000000
alan_trefler,2018,54435000
alan_trefler,2019,64515000
alan_trefler,2020,68775000
alan_trefler,2021,126720000
alan_trefler,2022,74820000
alan_zekelman,2020,30261000
alan_zekelman,2021,31680000
alan_zekelman,2022,43860000
albert_avdolyan,2021,26400000
albert_berner,2015,36684000
albert_berner,2016,33627000
albert_berner,2017,45000000
albert_berner,2018,54435000
albert_berner,2019,53295000
albert_blokker,2014,42504000
albert_frere,2002,40110000
albert_frere,2003,38370000
albert_frere,2004,43272000
albert_frere,2005,62747999
albert_frere,2006,102779999
albert_frere,2007,105741000
albert_frere,2008,106656000
albert_frere,2009,79344000
albert_frere,2010,85098000
albert_frere,2011,99324000
albert_frere,2012,112320000
albert_frere,2013,114108000
albert_frere,2014,148764000
albert_frere,2015,149793000
albert_frere,2016,149793000
albert_frere,2017,147000000
albert_frere,2018,177630000
albert_gubay,2010,36003000
albert_shigaboutdinov,2013,35466000
albert_shigaboutdinov,2014,33396000
albert_shigaboutdinov,2015,32098499
albert_shigaboutdinov,2017,30000000
albert_shigaboutdinov,2018,31515000
albert_shigaboutdinov,2019,33660000
albert_shigaboutdinov,2020,27510000
albert_shigaboutdinov,2021,31680000
albert_shigaboutdinov,2022,33540000
albert_ueltschi,2002,48132000
albert_ueltschi,2003,38370000
albert_ueltschi,2004,50484000
albert_ueltschi,2005,52290000
albert_ueltschi,2006,47963999
albert_ueltschi,2007,61398000
albert_ueltschi,2008,76659000
albert_ueltschi,2009,46284000
albert_ueltschi,2010,62187000
albert_ueltschi,2011,64080000
albert_ueltschi,2012,59280000
albert_von_thurn_und_taxis,2002,56154000
albert_von_thurn_und_taxis,2003,57554999
albert_von_thurn_und_taxis,2004,75726000
albert_von_thurn_und_taxis,2005,69720000
albert_von_thurn_und_taxis,2006,65093999
albert_von_thurn_und_taxis,2007,68220000
albert_von_thurn_und_taxis,2008,76659000
albert_von_thurn_und_taxis,2009,69426000
albert_von_thurn_und_taxis,2010,72006000
albert_von_thurn_und_taxis,2011,64080000
albert_von_thurn_und_taxis,2012,46800000
albert_von_thurn_und_taxis,2013,46260000
albert_von_thurn_und_taxis,2014,48576000
albert_yeung,2011,44856000
albert_yeung,2012,34320000
albert_yeung,2013,43176000
albert_yeung,2014,33396000
albert_yeung,2015,39741000
albert_yeung,2016,33627000
albert_yeung,2017,45000000
albert_yeung,2018,45840000
albert_yeung,2019,36465000
alberto_alcocer,2008,39996000
alberto_alcocer,2009,36366000
alberto_alcocer,2010,39276000
alberto_alcocer,2011,38448000
alberto_alcocer,2012,31200000
alberto_alcocer,2014,30360000
alberto_alcocer,2015,39741000
alberto_alcocer,2016,33627000
alberto_alcocer,2017,36000000
alberto_alcocer,2018,40110000
alberto_alcocer,2019,39270000
alberto_alcocer,2020,27510000
alberto_alcocer,2021,36960000
alberto_alcocer,2022,33540000
alberto_bailleres_gonzalez,2002,60165000
alberto_bailleres_gonzalez,2003,65228999
alberto_bailleres_gonzalez,2004,82938000
alberto_bailleres_gonzalez,2005,94122000
alberto_bailleres_gonzalez,2006,95927999
alberto_bailleres_gonzalez,2007,170550000
alberto_bailleres_gonzalez,2008,326634000
alberto_bailleres_gonzalez,2009,188442000
alberto_bailleres_gonzalez,2010,271659000
alberto_bailleres_gonzalez,2011,381276000
alberto_bailleres_gonzalez,2012,514800000
alberto_bailleres_gonzalez,2013,561288000
alberto_bailleres_gonzalez,2014,376464000
alberto_bailleres_gonzalez,2015,317928000
alberto_bailleres_gonzalez,2016,210932999
alberto_bailleres_gonzalez,2017,324000000
alberto_bailleres_gonzalez,2018,306555000
alberto_bailleres_gonzalez,2019,207570000
alberto_bailleres_gonzalez,2020,176064000
alberto_bailleres_gonzalez,2021,242880000
alberto_benavides,2013,61680000
alberto_bombassei,2014,36432000
alberto_bombassei,2015,45854999
alberto_bombassei,2016,48911999
alberto_bombassei,2021,63360000
alberto_bombassei,2022,54180000
alberto_chiesi,2017,41999999
alberto_chiesi,2018,40109999
alberto_chiesi,2019,44880000
alberto_chiesi,2020,49518000
alberto_chiesi,2021,60719999
alberto_chiesi,2022,67080000
alberto_cortina,2008,39996000
alberto_cortina,2009,36366000
alberto_cortina,2010,39276000
alberto_cortina,2011,38448000
alberto_cortina,2012,31200000
alberto_cortina,2013,30840000
alberto_cortina,2014,42504000
alberto_cortina,2015,42797999
alberto_cortina,2017,33000000
alberto_cortina,2018,40110000
alberto_cortina,2019,42075000
alberto_cortina,2020,30261000
alberto_cortina,2021,39600000
alberto_cortina,2022,33540000
alberto_j_safra,2022,46440000
alberto_palatchi,2018,31515000
alberto_palatchi,2019,30855000
alberto_palatchi,2020,33012000
alberto_palatchi,2021,39600000
alberto_palatchi,2022,43860000
alberto_prada,2015,55025999
alberto_prada,2016,30569999
alberto_prada,2017,42000000
alberto_prada,2018,40110000
alberto_prada,2019,33660000
alberto_prada,2021,52800000
alberto_prada,2022,43860000
alberto_roemmers,2013,33924000
alberto_roemmers,2014,36432000
alberto_roemmers,2015,33627000
alberto_roemmers,2016,30569999
alberto_roemmers,2017,60000000
alberto_roemmers,2018,51570000
alberto_roemmers,2019,84150000
alberto_roemmers,2020,66024000
alberto_roemmers,2021,58080000
alberto_roemmers,2022,61920000
alberto_siccardi,2020,35763000
alberto_siccardi,2021,58080000
alberto_siccardi,2022,61920000
albrecht_knauf,2022,28380000
alceu_elias_feldmann,2019,61710000
alceu_elias_feldmann,2020,57771000
alceu_elias_feldmann,2021,142560000
alceu_elias_feldmann,2022,67080000
aldo_bensadoun,2015,51968999
aldo_bensadoun,2016,33627000
aldo_bensadoun,2017,30000000
aldo_bensadoun,2020,30261000
alec_gores,2003,61391999
alec_gores,2004,57696000
alec_gores,2005,45318000
alec_gores,2006,44537999
alec_gores,2007,40932000
alec_gores,2008,49995000
alec_gores,2009,42978000
alec_gores,2010,52368000
alec_gores,2011,51264000
alec_gores,2012,59280000
alec_gores,2013,58596000
alec_gores,2014,60720000
alec_gores,2015,64196999
alec_gores,2016,64196999
alec_gores,2017,63000000
alec_gores,2018,60165000
alec_gores,2019,61710000
alec_gores,2020,55020000
alec_gores,2021,79200000
alec_gores,2022,67080000
alejandro_bailleres_gual,2022,172860000
alejandro_bulgheroni,2011,163404000
alejandro_bulgheroni,2012,159120000
alejandro_bulgheroni,2013,169620000
alejandro_bulgheroni,2014,166980000
alejandro_bulgheroni,2015,162020999
alejandro_bulgheroni,2016,137565000
alejandro_bulgheroni,2017,99000000
alejandro_bulgheroni,2018,85950000
alejandro_bulgheroni,2019,86955000
alejandro_bulgheroni,2020,74277000
alejandro_bulgheroni,2021,87120000
alejandro_bulgheroni,2022,49020000
alejandro_santo_domingo,2012,296400000
alejandro_santo_domingo,2013,360828000
alejandro_santo_domingo,2014,336996000
alejandro_santo_domingo,2015,134508000
alejandro_santo_domingo,2016,149793000
alejandro_santo_domingo,2017,141000000
alejandro_santo_domingo,2018,123195000
alejandro_santo_domingo,2019,95370000
alejandro_santo_domingo,2020,57771000
alejandro_santo_domingo,2021,76560000
alejandro_santo_domingo,2022,67080000
alessandra_garavoglia,2020,55020000
alessandra_garavoglia,2021,92400000
alessandra_garavoglia,2022,79980000
alex_atallah,2022,56760000
alex_beard,2012,65520000
alex_beard,2013,64764000
alex_beard,2014,59202000
alex_beard,2015,48911999
alex_beard,2017,42000000
alex_beard,2018,51570000
alex_beard,2019,42075000
alex_beard,2021,39600000
alex_beard,2022,59340000
alex_birkenstock,2021,44880000
alex_birkenstock,2022,43860000
alex_chesterman,2022,25800000
alex_shevchenko,2022,103200000
alexander_abramov,2004,36060000
alexander_abramov,2005,80178000
alexander_abramov,2006,167874000
alexander_abramov,2007,191016000
alexander_abramov,2008,383295000
alexander_abramov,2009,145464000
alexander_abramov,2010,199653000
alexander_abramov,2011,240300000
alexander_abramov,2012,168480000
alexander_abramov,2013,141864000
alexander_abramov,2014,115368000
alexander_abramov,2015,137565000
alexander_abramov,2016,110051999
alexander_abramov,2017,135000000
alexander_abramov,2018,148980000
alexander_abramov,2019,173910000
alexander_abramov,2020,151305000
alexander_abramov,2021,200640000
alexander_abramov,2022,141900000
alexander_dzhaparidze,2008,56661000
alexander_dzhaparidze,2010,36003000
alexander_dzhaparidze,2011,67284000
alexander_dzhaparidze,2012,56160000
alexander_dzhaparidze,2013,70932000
alexander_dzhaparidze,2014,63756000
alexander_dzhaparidze,2015,45854999
alexander_dzhaparidze,2016,36684000
alexander_dzhaparidze,2017,39000000
alexander_dzhaparidze,2018,45840000
alexander_dzhaparidze,2019,28050000
alexander_dzhaparidze,2020,33012000
alexander_frolov,2006,78798000
alexander_frolov,2007,81864000
alexander_frolov,2008,183315000
alexander_frolov,2009,59508000
alexander_frolov,2010,91644000
alexander_frolov,2011,105732000
alexander_frolov,2012,74880000
alexander_frolov,2013,61680000
alexander_frolov,2014,45540000
alexander_frolov,2015,55025999
alexander_frolov,2016,45854999
alexander_frolov,2017,54000000
alexander_frolov,2018,63030000
alexander_frolov,2019,75735000
alexander_frolov,2020,66024000
alexander_frolov,2021,89760000
alexander_frolov,2022,59340000
alexander_girda,2011,32040000
alexander_karp,2015,36684000
alexander_karp,2016,48911999
alexander_karp,2017,48000000
alexander_karp,2018,37245000
alexander_karp,2019,36465000
alexander_karp,2020,35763000
alexander_karp,2021,55440000
alexander_karp,2022,28380000
alexander_klyachin,2017,39000000
alexander_klyachin,2018,42975000
alexander_klyachin,2019,47685000
alexander_klyachin,2020,44016000
alexander_klyachin,2021,42240000
alexander_knaster,2007,37521000
alexander_knaster,2008,59994000
alexander_knaster,2010,36003000
alexander_knaster,2011,41652000
alexander_knaster,2012,43680000
alexander_knaster,2013,52428000
alexander_knaster,2014,63756000
alexander_knauf,2021,29040000
alexander_knauf,2022,28380000
alexander_lebedev,2005,55775999
alexander_lebedev,2006,119909999
alexander_lebedev,2007,126207000
alexander_lebedev,2008,103323000
alexander_lebedev,2010,65460000
alexander_lebedev,2011,67284000
alexander_lebedev,2012,34320000
alexander_lutsenko,2013,33924000
alexander_lutsenko,2015,33627000
alexander_lutsenko,2021,31680000
alexander_machkevich,2005,34860000
alexander_machkevich,2006,68520000
alexander_machkevich,2007,64809000
alexander_machkevich,2008,109989000
alexander_machkevich,2009,39672000
alexander_machkevich,2010,108009000
alexander_machkevich,2011,118548000
alexander_machkevich,2012,87360000
alexander_machkevich,2013,64764000
alexander_machkevich,2014,51612000
alexander_machkevich,2015,67254000
alexander_machkevich,2016,45854999
alexander_machkevich,2017,57000000
alexander_machkevich,2018,65895000
alexander_machkevich,2019,67320000
alexander_machkevitch,2017,39000000
alexander_machkevitch,2018,48705000
alexander_machkevitch,2019,50490000
alexander_machkevitch,2020,49518000
alexander_machkevitch,2021,39600000
alexander_machkevitch,2022,30960000
alexander_mamut,2008,39996000
alexander_mamut,2010,49095000
alexander_mamut,2011,73692000
alexander_mamut,2012,65520000
alexander_mamut,2013,70932000
alexander_mamut,2014,69828000
alexander_mamut,2015,76425000
alexander_mamut,2016,73368000
alexander_mamut,2017,75000000
alexander_mamut,2018,68760000
alexander_mamut,2019,70125000
alexander_mamut,2020,63273000
alexander_mamut,2021,60720000
alexander_mamut,2022,54180000
alexander_nesis,2010,45822000
alexander_nesis,2011,80100000
alexander_nesis,2012,96720000
alexander_nesis,2013,101772000
alexander_nesis,2014,91080000
alexander_nesis,2015,76425000
alexander_nesis,2016,88652999
alexander_nesis,2017,72000000
alexander_nesis,2018,54435000
alexander_nesis,2019,56100000
alexander_nesis,2020,60522000
alexander_nesis,2021,76560000
alexander_nesis,2022,49020000
alexander_otto,2018,338070000
alexander_otto,2019,300135000
alexander_otto,2020,137550000
alexander_otto,2021,311520000
alexander_otto,2022,281220000
alexander_ponomarenko,2008,46662000
alexander_ponomarenko,2010,36003000
alexander_ponomarenko,2011,54468000
alexander_ponomarenko,2012,53040000
alexander_ponomarenko,2013,64764000
alexander_ponomarenko,2014,69828000
alexander_ponomarenko,2015,73368000
alexander_ponomarenko,2016,70311000
alexander_ponomarenko,2017,90000000
alexander_ponomarenko,2018,97410000
alexander_ponomarenko,2019,89760000
alexander_ponomarenko,2020,90783000
alexander_ponomarenko,2021,76560000
alexander_ponomarenko,2022,49020000
alexander_putilov,2011,35244000
alexander_putilov,2013,41634000
alexander_putilov,2014,36432000
alexander_rovt,2009,33060000
alexander_rovt,2010,45822000
alexander_rovt,2011,54468000
alexander_rovt,2012,37440000
alexander_rovt,2013,37008000
alexander_rovt,2014,33396000
alexander_rovt,2015,36684000
alexander_rovt,2016,39741000
alexander_rovt,2017,39000000
alexander_rovt,2018,37245000
alexander_rovt,2019,36465000
alexander_rovt,2020,35763000
alexander_samwer,2015,51968999
alexander_samwer,2018,31515000
alexander_samwer,2021,31680000
alexander_shchukin,2011,57672000
alexander_shnaider,2010,42549000
alexander_sixt,2022,33540000
alexander_skorobogatko,2008,46662000
alexander_skorobogatko,2010,36003000
alexander_skorobogatko,2011,54468000
alexander_skorobogatko,2012,53040000
alexander_skorobogatko,2013,64764000
alexander_skorobogatko,2014,69828000
alexander_skorobogatko,2015,73368000
alexander_skorobogatko,2016,70311000
alexander_skorobogatko,2017,90000000
alexander_skorobogatko,2018,97410000
alexander_skorobogatko,2019,89760000
alexander_skorobogatko,2020,90783000
alexander_skorobogatko,2021,76560000
alexander_skorobogatko,2022,51600000
alexander_spanos,2005,38346000
alexander_spanos,2006,44537999
alexander_spanos,2007,37521000
alexander_spanos,2008,36663000
alexander_spanos,2009,33060000
alexander_spanos,2010,36003000
alexander_spanos,2011,35244000
alexander_spanos,2012,34320000
alexander_spanos,2013,30840000
alexander_spanos,2014,33396000
alexander_spanos,2015,38212500
alexander_spanos,2016,51968999
