income_3groups,time,income_mountain_50bracket_shape_for_log
middle_income,1939,"32462,33701,33187,32916,35834,46806,71448,114169,174011,252074,368261,584345,1021537,1873380,3601394,6959448,12614570,20197592,30133735,42550019,56019812,69009899,81838942,92660544,98722850,93262029,80223537,64250799,47051652,30427854,17947965,9506638,4587307,2141928,1022779,522522,260742,123552,63885,36519,20955,11311,5970,3157,1725,943,513,276,134,84"
middle_income,1940,"32764,34546,34256,33559,35621,45127,67823,107543,162419,231046,330412,522195,925052,1711936,3344224,6611162,11852996,18842331,28449588,40598405,54481555,68612299,82684928,92625643,96246807,89271551,76977829,62172041,46685924,31442285,19241058,10467198,5104821,2364001,1100389,546377,269661,121008,60399,34912,19947,10618,5493,2855,1514,815,435,229,102,69"
middle_income,1941,"32597,36037,37352,37691,40357,50308,74605,116860,173761,242733,343032,537273,949814,1806760,3616003,7071775,12338581,19483968,29419519,41945648,56482190,70821820,84298906,91457797,92605318,84851831,74111901,61404186,48294682,34598023,22347142,12776128,6419363,2979876,1352437,624716,305026,136144,62326,34651,19260,10021,5128,2650,1387,736,382,192,88,43"
middle_income,1942,"32247,36781,39184,40388,43956,54560,79758,122085,178089,246696,349257,544918,959524,1862703,3814413,7503595,13072434,20627378,31166565,44399290,59614861,73976407,86073875,91378459,90297430,81381464,70886018,59713626,48428611,36149860,24511472,14670553,7631369,3587655,1601770,702270,337019,156153,67343,35105,19212,9913,5050,2604,1334,712,360,164,84,41"
middle_income,1943,"31872,37295,40414,41964,45258,54871,79270,121640,179217,253786,367199,568906,981657,1920913,3999999,7899312,13646144,21440432,32284582,45926022,61317574,75499784,85937598,89697726,86537661,78106141,68591436,58735521,48651267,37437054,26306607,16408518,8861130,4253409,1899419,812216,377819,181805,76760,36961,19931,10222,5155,2618,1330,690,355,169,79,43"
middle_income,1944,"30859,36945,40689,43076,47491,58635,83397,123275,176437,248780,361223,556452,953993,1899699,4028189,7992585,13729825,21599218,32658760,46140944,60061434,71828129,80404568,81979111,79341459,73170948,65401899,56972148,48393367,38213285,27617117,17817364,9945764,4877143,2187118,922652,413267,202389,85211,38037,20135,10256,5078,2550,1276,650,341,165,81,40"
middle_income,1945,"32584,38533,42352,45373,52743,68618,97713,137131,186303,260959,390554,620492,1067836,2100782,4442593,8820684,15041490,23542254,35344081,49743607,64184659,77219144,85533976,86472939,80608086,71806354,62410378,53084204,43953251,34559146,25259817,16283852,9078183,4453936,1971932,826125,382504,186176,76886,35352,18997,9673,4794,2406,1219,618,316,152,79,34"
middle_income,1946,"35780,40711,44547,49646,60131,78344,102609,132094,178673,267569,425557,682965,1150498,2276201,4858766,9477192,15954145,24760176,37129459,52590380,71077894,88320584,95809960,92653464,83893129,71934026,60533462,50788176,41923002,32549924,23109018,14384573,7671994,3623853,1601911,713454,352777,160724,64927,33409,19738,10630,5126,2450,1212,601,329,141,77,37"
middle_income,1947,"37256,42052,45782,51767,63098,82490,107953,138619,188034,282244,447029,712487,1170784,2197349,4564481,8980331,15386148,24018537,36020158,51289174,69301528,87364816,96387854,95391104,88744912,77466267,65444353,54560994,44380514,33640785,23330685,14260145,7498382,3505501,1549480,703369,351570,156923,63847,33440,19971,10927,5322,2537,1270,639,325,164,85,32"
middle_income,1948,"37915,43274,47432,53271,64128,83126,109509,141368,189823,280852,441391,700705,1136692,2035412,4059190,8085272,14476506,23145290,35168964,50992019,69150662,86655054,98430888,99592157,93305164,83012215,70590399,58096688,47102807,35756642,24976453,15465089,8260792,3894218,1723114,775741,387548,176739,70910,35849,21353,11819,5803,2781,1393,714,382,186,96,42"
middle_income,1949,"39885,44888,48419,53755,64376,83527,109961,141383,188389,277556,436880,695719,1126996,1996668,3925141,7810325,14235847,23090552,35097500,50884120,69913877,87491423,100308501,102424230,98012529,89387595,77765693,64141368,51116020,37784060,25535413,15377665,8062957,3766713,1659802,758346,386337,176341,72582,37315,22105,12224,6064,2940,1515,791,426,208,100,52"
middle_income,1950,"38507,44351,48308,53593,63451,81599,108458,140542,184722,264686,410485,653141,1049152,1809969,3497210,7008581,13066098,21693184,33172729,48337512,67274111,84883886,97917404,102424128,100256876,92707231,81329704,67560271,53694176,40036096,27673789,17067495,9192559,4386796,1919642,838839,417693,197790,78469,35854,19225,10415,5531,2879,1504,768,417,217,99,47"
middle_income,1951,"40428,48432,55278,64227,78985,106281,152983,225511,346755,566787,962222,1607961,2586279,4165214,6948380,11827857,19356064,29607586,42205253,57865239,75339935,91175611,102683863,107535587,104782282,96837477,84828841,70875595,56589067,42586950,29999834,18956524,10458764,5072534,2222990,943935,455022,221595,86684,36156,18769,10140,5376,2806,1464,759,389,181,93,37"
middle_income,1952,"40732,49081,55710,63826,76140,100144,144267,215117,331366,537437,910393,1531737,2478931,3988482,6624328,11233173,18379362,28257896,40411981,55812824,73256848,89969095,102056830,108497791,107093497,100008516,87813394,73624133,58995894,44325914,31417370,20005893,11121589,5430263,2384452,1002096,476553,234815,92296,37440,19250,10375,5533,2902,1504,774,391,175,90,32"
middle_income,1953,"40878,49697,57061,65686,77617,100642,144424,217378,337399,546627,921767,1548135,2510038,4049843,6703551,11276703,18371044,28067372,40103131,55583307,73857485,91356249,103730319,110341928,109091428,102147935,90413601,76614528,62026837,46872726,33459636,21546834,12119763,5977320,2645693,1103528,511346,253825,100385,38863,19479,10485,5589,2926,1526,775,376,173,84,33"
middle_income,1954,"42616,51020,57480,64894,75091,95727,136881,206504,320455,517051,871044,1475360,2416291,3900062,6478498,10971160,17967059,27484120,39300920,54162262,72187703,89897145,103010387,109993679,109886091,104072970,94276419,81169331,66075817,49581399,34699273,21914360,12095097,5888163,2599383,1084345,506667,250570,98884,39161,19681,10598,5658,2995,1560,822,392,182,96,33"
middle_income,1955,"44545,54875,63030,71671,81927,101153,140160,209038,323305,519014,868460,1473948,2428112,3917242,6528747,11108502,18376529,28422535,41107476,56588525,75199461,93000956,106085599,112567822,112662481,107049127,98067946,85158886,70308884,53747140,38079883,24576463,13891146,6875613,3072641,1281242,573625,287005,116533,43421,20850,11129,5953,3117,1627,852,411,187,97,34"
middle_income,1956,"45471,56087,63947,71670,80763,98491,136210,205746,323675,524003,876684,1488985,2459081,3964081,6608271,11436268,19361487,29849552,42823057,58153537,76455930,94733989,109199838,115997724,116030033,110658695,102075137,89109082,74069325,56945006,40064532,25768102,14533020,7172962,3202185,1335035,592882,296110,120895,44698,21034,11106,5901,3096,1603,852,401,191,93,34"
middle_income,1957,"46512,57231,64981,72283,80196,95228,128643,192673,303459,492547,826020,1416010,2364624,3824395,6411774,11214442,19167748,29563730,42618886,58007680,76067551,93985367,108718398,116387689,118284926,113854150,105652147,92837893,77650408,60086387,42030128,26889556,15107821,7428126,3311310,1381571,608585,303059,124619,45760,20883,10776,5652,2917,1499,780,359,167,83,34"
middle_income,1958,"48374,58750,65937,72211,78800,91778,122417,182508,286086,459851,765125,1314530,2222448,3627518,6104500,10787115,18623713,28881912,41771636,56786907,73978469,91801773,107531984,116814045,120861044,118261226,110186474,96975426,81055817,62338509,43051841,27092865,14976745,7264917,3215624,1346083,599506,293644,118360,44028,20025,10214,5306,2723,1377,716,326,153,69,23"
middle_income,1959,"47566,59093,67037,73215,78898,89683,116365,171937,270807,437202,726254,1243225,2112551,3485871,5961252,10757401,18838723,29247756,42247120,57624875,74786147,92539591,107184923,116259180,120852322,119518183,112061098,99656633,83871429,65701584,46236593,29769540,16894451,8343497,3708559,1543311,663153,327506,136239,47617,20456,10254,5287,2708,1363,711,321,160,72,23"
middle_income,1960,"48025,59850,67903,73655,78100,86316,108348,157789,250293,408851,679945,1156728,1970635,3276174,5604110,10206837,18102669,28303381,40982690,56032713,72530491,90663125,105987717,116757552,121969583,122891786,116752521,105666763,89439801,70822956,50014820,31961473,18130564,8956636,3979393,1665127,713072,348578,147697,52512,22062,10786,5559,2841,1438,749,342,166,86,24"
middle_income,1961,"48871,60998,69067,74597,78390,85123,103848,148281,234303,384569,641103,1087658,1853783,3086668,5230799,9484802,16976241,26895656,38932420,53031148,68601968,86155207,102049426,114674673,122150976,127085217,122662575,112175489,94933654,75460775,53319668,33794968,19128922,9452845,4203561,1765935,755135,364948,155737,56101,23233,11104,5679,2921,1474,776,363,170,87,31"
middle_income,1962,"47854,61118,70260,77033,82234,89492,107064,148903,231871,380813,637944,1083647,1849297,3103685,5309558,9678035,17633735,28595358,41827633,56625722,72152473,88646674,103705382,115306794,123197299,129814153,126384668,116798993,99230501,79716974,57199122,36759816,21206031,10676132,4796107,2017482,847745,405956,179223,64103,25321,11695,5911,3029,1545,807,389,188,95,33"
middle_income,1963,"47858,61883,71786,79286,85433,93276,110664,151816,235101,389059,659122,1124628,1915004,3186747,5354912,9552751,17237046,28222318,41869288,57115888,72861029,89250782,103742206,114650210,123713266,131825119,130671977,121759247,103976361,83922560,60714769,39259443,22881059,11655675,5277359,2223892,927427,439839,198544,71597,27534,12355,6146,3192,1622,874,433,200,120,46"
middle_income,1964,"46049,61094,71852,80049,87151,95523,112044,150389,230028,383975,663791,1150416,1974280,3286565,5434078,9430546,16795883,27473035,40983946,56673744,73050410,90179857,106702878,117659793,126225530,133845869,135606576,127793817,110682039,90361989,66631400,43618409,25799725,13408941,6175277,2630616,1098554,513100,238719,89402,34012,14959,7314,3804,1953,1065,569,274,158,75"
middle_income,1965,"5402,8858,13745,22466,36307,56981,87477,136739,221685,374951,650759,1128584,1926524,3165275,5127934,8739835,15470161,25391219,38022341,52753934,68086453,84433751,101041666,112850589,120655243,125925996,125886712,113326761,89987238,63951175,39686578,20845200,10202924,4820838,2248875,1077830,526421,250557,132958,71691,33045,14474,7011,3701,1958,1095,615,319,180,102"
middle_income,1966,"5286,8798,13624,22346,36004,56221,85783,132691,213365,360491,630127,1102523,1896089,3145154,5130496,8747663,15556302,25796116,38940858,54353081,69608051,85289292,101442380,114148922,122045049,128243064,131245375,119832758,96475312,68927796,43409596,23111050,11327862,5368765,2511419,1199490,584342,277269,145084,79453,37324,16121,7617,3946,2075,1131,634,333,187,110"
middle_income,1967,"5061,8784,13681,21780,34909,54074,81871,125133,199136,336130,593591,1053008,1828404,3068258,5146633,9109908,16446664,26874865,39881495,55773360,71591231,87288295,102647458,115289310,123152546,129957911,135023394,125608614,102994264,73885870,47033261,25191683,12327689,5821436,2716249,1294069,626578,292760,150267,82977,39146,16326,7343,3703,1930,1037,575,300,159,96"
middle_income,1968,"4611,8485,13521,22453,37601,60933,95035,143886,217958,346049,590337,1040467,1809373,3056847,5165552,9161219,16720650,27886275,42013234,59498767,77038294,93802864,109223772,120693216,127265020,132460770,137587147,130868728,110530437,80572938,52338992,28749627,14065467,6628509,3080990,1456574,701896,325961,159967,87441,41506,16826,7178,3493,1792,933,510,238,119,72"
middle_income,1969,"4438,8152,12847,21059,34840,56403,88960,136392,206995,322589,536732,935999,1635279,2798802,4766403,8536593,16017494,27270352,41344426,59063066,76991704,93831391,109585370,121031492,127654694,131529695,136801174,133135669,116033809,86576350,57396133,32632030,16155468,7647032,3551263,1671210,804192,374168,177396,96765,47734,19371,7866,3737,1917,1014,551,273,130,82"
middle_income,1970,"3797,7518,12064,19144,31035,49653,77839,118810,179826,280966,474278,849130,1512724,2619687,4518634,8110315,15390516,26942354,41443191,59792605,78487215,95081748,110061917,122011380,130058457,134539215,139507628,137148545,122598174,93587631,63119219,36713625,18347148,8677682,4014799,1886475,908853,422835,195630,105262,53132,21600,8357,3764,1883,982,548,259,118,72"
middle_income,1971,"3546,7201,11646,18109,29341,47164,74310,114516,174855,273464,456929,810898,1444640,2519161,4394980,8003319,15625838,28700749,45049030,64521584,83819982,99387731,112975139,124073099,131519120,136631912,142418618,141572667,127741957,98822911,67537918,40038838,20347605,9708160,4511733,2123439,1025671,481748,221484,117775,60964,25536,9829,4347,2175,1136,608,297,131,80"
middle_income,1972,"3360,7081,11362,17410,27347,43427,67710,103613,156832,241785,396070,698472,1258769,2234519,3987909,7415514,14706328,27416207,43445760,62760151,82550332,98723552,112538085,123395241,130389144,136462082,142606146,142136210,128282809,100807029,69827485,42323729,22062440,10598242,4914233,2317912,1128437,533339,241677,125509,66089,28194,10584,4489,2179,1134,610,299,141,66"
middle_income,1973,"4073,8726,14231,22003,33940,53053,82812,128553,197777,306941,500614,907668,1883934,4277537,9758807,19956006,34003268,50151166,64217745,77067599,92190136,104480625,115077831,124732042,131170748,136006896,139542365,135040806,117465341,89319321,59400722,34667160,18083695,8860010,4294811,2174302,1100753,513267,242107,134222,73078,31934,11656,4630,2162,1091,557,288,129,50"
middle_income,1974,"4458,9518,15516,24061,37097,57666,89434,137777,209981,321542,510376,889044,1786408,4017072,9237886,19246553,33375376,49754677,64350991,76840323,92104511,104898354,115976192,125949778,132458219,136282122,138542824,131653499,111044083,80603632,51540494,29361008,15321889,7676525,3821017,1969543,1001034,459923,197979,87664,40793,19230,9220,4451,2122,1018,514,264,113,39"
middle_income,1975,"4354,9446,15251,23510,36177,56221,87870,137336,214027,337102,553324,992987,2023269,4536120,10280807,20780372,34825904,50658771,64841601,77080455,92615308,106231075,117765661,127770199,134299723,137852059,140078228,133957459,113942607,82613635,52601335,29822621,15569812,7821801,3883223,1991837,1011773,462708,197647,87714,40723,18976,8961,4208,1921,870,404,185,68,24"
middle_income,1976,"3774,8944,14542,22117,33403,50711,77888,120670,188160,297413,486368,858609,1712735,3800439,8710365,18265902,31770655,47088697,61510750,72996405,88367804,103693501,116951795,128365783,136019029,140069727,142355935,137200567,115787101,83219954,52325741,29197103,15124233,7690961,3924788,2070771,1081301,512619,224359,100530,47004,21930,10311,4758,2152,958,448,202,78,27"
middle_income,1977,"3707,9100,14752,22211,33170,49751,75410,115952,180738,286401,468377,815376,1582086,3431974,7826921,16741683,30252995,46064379,61116920,73139270,88604255,104974070,118738209,129799460,137067440,140990688,143275374,140243584,120073139,87620582,55845317,31532886,16469907,8396087,4266976,2232352,1166884,558183,243108,107037,49327,22793,10617,4888,2206,970,456,201,77,28"
middle_income,1978,"3867,9563,15477,23142,34163,50804,76513,116894,181011,283442,454341,771814,1482534,3246117,7494613,16342721,30212036,46627755,62570456,75505012,91539418,108496366,122364586,133213350,139801114,141951859,140754058,136174264,115901592,83529401,53061727,30211123,16080279,8296265,4244571,2231860,1156378,545009,239939,109781,51124,23499,10860,5007,2267,1015,474,211,88,29"
middle_income,1979,"4115,9742,15594,22963,33159,48220,71624,109278,171988,278413,465904,813799,1538964,3249871,7327341,15873953,29645593,46241840,62683478,75741594,91656666,109082182,123767176,134593298,140795858,142227280,138396210,128464389,106074111,76172647,48068173,27475894,15074770,8035962,4229379,2270761,1212729,586343,255791,114082,52515,24020,11141,5181,2364,1064,488,224,101,31"
middle_income,1980,"4260,10065,15975,23303,33369,48159,70981,107467,166990,263455,423696,709166,1298170,2702437,6100566,13645303,26963936,44037247,61765235,76188113,92407597,110784751,127681984,140274512,146621498,146457751,140927106,129926350,106927869,77044146,49031560,28345373,15677810,8414853,4442898,2387991,1281193,624632,272651,121036,55334,25326,11786,5615,2674,1263,628,307,146,60"
middle_income,1981,"5041,10736,16868,24742,35888,52515,78111,118158,181846,281502,440835,717886,1287508,2650557,5943437,13333265,26876722,44826198,63851374,79590717,95760343,113945807,130723539,142533370,148383273,146982666,140592243,127435880,100382319,67656070,42180903,24502182,13214749,7003559,3717213,2010682,1070136,535267,250268,115889,53355,24415,11345,5387,2560,1216,593,300,142,67"
middle_income,1982,"5129,10999,17434,25580,36674,52583,76765,114894,178206,285651,472489,805530,1451187,2903322,6323995,13778861,27561530,46155944,66022048,82718577,99134539,117907950,134567975,146106486,151740384,148796311,138897554,119910172,90498229,59298188,36192370,21140921,11860875,6558126,3599293,1980094,1073997,549978,261423,122081,56931,26736,12891,6387,3181,1626,869,485,244,114"
middle_income,1983,"5592,11907,18659,27201,39086,56815,84558,128600,201292,323006,529310,882854,1538449,2967068,6220832,13397531,27488918,47580209,69220334,87437589,104419928,122962481,138004338,147248890,151637120,148750240,139395859,121594678,92681544,60601481,36816442,21344717,11928396,6600984,3607627,1975300,1075147,557504,267307,124677,58075,27497,13502,6791,3375,1674,849,435,199,89"
middle_income,1984,"7079,14913,22958,32624,45411,63865,92041,136584,209208,327035,518444,844800,1463771,2787603,5812557,12626188,26394943,46919342,69744717,88973746,106504342,125344503,140146380,149082158,153075530,149975585,141136369,123442400,94976500,62512360,37915939,21885429,12271168,6808321,3706576,2024153,1104495,573168,272494,124772,56846,26392,12638,6069,2795,1267,603,310,154,69"
middle_income,1985,"7230,15165,23233,32915,45829,64695,92974,136427,205197,315596,496126,805656,1379809,2567124,5289095,11810277,26130185,47966886,70544348,88991207,106270512,125468518,141454245,151792941,156371391,153443054,144703903,127217471,98381450,64496359,39073769,22447017,12512315,6863267,3662282,1966709,1067951,550569,257703,116012,51509,23375,10904,5159,2408,1193,672,426,244,125"
middle_income,1986,"5742,12130,18764,26793,37597,53331,77405,115358,176676,275489,434935,704450,1206796,2324095,5167253,12648950,30270006,58871649,87088204,106476611,119511025,133703329,147581793,157486748,161754478,157576680,149009830,132381159,104549158,70236575,43111101,25209270,14444052,8186324,4486337,2455073,1373704,743665,368959,176510,84949,42596,22201,11891,6541,3828,2435,1616,1009,479"
middle_income,1987,"6506,13575,20612,28818,39465,54343,76605,111778,171802,277825,466059,780669,1279976,2094935,3398895,5642475,10169997,19064463,33540624,53839345,79658836,106491359,129368677,146319523,152932452,147789591,135731705,117521551,90742943,60420826,36919198,21635724,12270600,6928463,3877125,2163498,1191161,632094,319231,157165,76174,37747,19866,11176,6524,3844,2302,1366,786,354"
middle_income,1988,"7187,15156,23451,33585,47352,67105,96828,142567,217257,343497,559859,907294,1442352,2315848,3706631,6049847,10571606,19229154,33650784,55105961,81502836,108553836,132038937,149033608,155239993,149206846,135918265,119132020,93428703,62228335,37743624,21897374,12395321,6966828,3884026,2173626,1195861,637824,326720,162847,80164,40753,21985,12581,7363,4330,2542,1473,829,358"
middle_income,1989,"6141,12816,19545,27462,37921,52831,75505,111870,175390,290846,500959,854039,1411144,2299656,3650368,5888128,10480754,19448803,33428632,54145020,81748200,110793167,135349100,152436547,158749268,152383248,138267174,119359764,94896638,64046341,39018442,22622922,12693325,7107540,4008423,2262286,1258898,695055,375735,201495,108344,60536,35480,21824,13794,8767,5552,3408,1954,858"
middle_income,1990,"5251,11133,17460,25373,36301,52604,77669,117937,187459,311524,534720,903961,1483099,2407778,3828197,6354039,11559042,21123423,34325577,52808425,77553524,103314512,125928188,145131607,156952644,154937733,142354016,123449193,95783807,63154732,37866530,21632610,12054030,6655576,3702157,2036218,1090648,582650,306274,159113,82200,43939,24490,14289,8601,5280,3283,2019,1197,534"
middle_income,1991,"6574,13792,21204,29990,41567,58360,84739,127575,202049,333591,564371,937503,1518869,2441813,3809551,6249076,11431988,21169970,34800165,53898404,79319944,105795264,128709404,146605721,156729301,154035865,143421375,123000989,90647445,58429029,35168983,20228783,11462328,6380698,3555164,1948307,1033108,544926,283026,146213,77108,42506,24449,14320,8375,4900,2884,1669,931,411"
middle_income,1992,"8776,18201,27387,37673,50782,69420,99255,148354,234104,382513,634836,1036999,1656849,2608236,4047494,6690634,12191076,22083710,36055420,56090712,82203600,109484288,135153719,154664112,163351996,156720274,140761034,116710224,85508720,55563208,33191260,19036748,10760411,5941399,3272581,1749245,906218,466167,234500,114649,56247,28667,15321,8366,4650,2628,1523,880,490,231"
middle_income,1993,"9584,19773,29505,40407,54448,74684,106747,158026,243617,387504,634345,1043824,1692670,2703304,4492063,8784569,19788675,42841554,73142374,96373931,114168101,132329991,153312389,168402961,170452943,158046628,136163061,108106897,78003074,51468486,31719349,19078856,11063207,6295691,3563808,1953841,1043818,549782,282484,142682,73736,39663,22142,12627,7372,4353,2589,1530,871,396"
middle_income,1994,"9422,19346,28871,39444,52813,71560,100644,146057,219627,339205,539058,870336,1402003,2261430,3885226,7744511,17711351,39453273,69591176,94014146,114482775,135413606,156545791,168455618,166133437,152825224,130780647,104512697,76473593,51513726,32354268,19606767,11524212,6571987,3745820,2104700,1150572,611453,317567,163779,85825,46216,25588,14434,8279,4847,2865,1700,988,456"
middle_income,1995,"9243,18912,28590,39669,53855,73438,103585,151098,229457,357708,566949,894863,1391771,2190691,3763571,7457485,16565750,36085170,66586322,94828684,119382117,144041845,164408252,175616129,173595036,159573687,134407897,103676030,72318768,46828775,29412856,18231887,11060895,6606462,3858141,2195722,1229200,671414,355825,186959,98496,52532,28376,15521,8652,4919,2842,1650,943,430"
middle_income,1996,"8559,17358,25824,35202,47222,64512,92935,140762,224804,369829,616555,1010714,1606843,2532016,4230618,7938577,16717471,34852664,64576104,94729195,121821040,149203912,172119767,184219505,178458366,159044878,130778049,99214425,69280363,45040225,28290706,17503063,10667487,6378018,3730524,2142041,1202949,657225,355210,194527,106931,59027,32880,18493,10593,6182,3620,2129,1213,548"
middle_income,1997,"8630,17842,27192,38150,52538,72702,103960,153393,236030,376519,618764,1032997,1736781,3118532,8704172,29641650,77270664,142131492,221221308,294676691,326495635,325344720,309343726,275064969,233690664,192121258,150714344,111284976,76234187,47934109,29390873,17830497,10762264,6467779,3788028,2126375,1151958,616768,332444,182564,100099,54445,29419,15999,8821,4952,2802,1597,881,393"
middle_income,1998,"9316,19446,29598,41351,56352,77011,107862,154605,226535,337852,516172,805959,1268497,2012243,3387383,6236150,11656795,19529688,31250676,50735155,80113018,117657871,152538701,175934688,180763310,168035840,143393705,113103249,83028983,56359450,35443612,21176348,12375156,6986484,3921359,2195982,1212961,659255,358246,195985,106347,57320,30654,16350,8702,4692,2565,1422,752,317"
middle_income,1999,"3583,7966,13538,21742,34451,54158,85170,132570,206134,322192,510699,830589,1407065,2697014,8647242,30650482,74696529,122735856,179016047,237235769,273077320,287639247,292467136,273907901,236899278,195133535,153931343,115960726,83034714,56034740,35188680,20897455,12072149,6825150,3824260,2126687,1153037,603243,313732,166582,88480,46738,24590,12991,6966,3789,2097,1162,618,259"
middle_income,2000,"3868,8635,14651,23368,36562,56111,85083,127397,190635,290309,454808,733001,1282566,2819503,8885180,28377996,67606827,112891021,164360330,221694034,264490822,287056184,297085158,287371286,252115374,208837902,165278453,124635138,89454601,60716387,38853731,23447420,13708398,7798349,4348153,2399355,1303701,689050,356860,186121,97953,51852,27550,14531,7726,4120,2214,1186,612,266"
middle_income,2001,"4477,10245,17936,29255,45933,69497,102281,147932,213974,316263,480326,742202,1169186,2144826,7066099,25427096,64400580,108278384,156815936,211413690,257065254,284577174,297974283,293813004,263763256,218761996,170026905,124488749,85789513,54756744,33183462,20028095,11930264,7025412,4053995,2293094,1259527,661811,335938,168865,86121,43884,22168,11115,5519,2736,1365,657,306,124"
middle_income,2002,"3524,8055,14017,22488,34429,50549,72293,102920,150429,232144,376723,617895,986730,1728681,5785717,22302605,59353475,101513707,148023156,200596664,250138475,287667504,309471297,313090447,289494369,241298371,183648118,132693016,91679613,58697114,35104412,21106272,12540313,7370279,4299939,2438418,1321644,688885,350850,175582,86646,42014,20543,10471,5678,3324,2075,1321,797,366"
middle_income,2003,"3387,7733,13581,22384,35917,55934,84889,126136,186543,279399,429206,670720,1060072,1787410,4666389,16823565,48147042,94636229,150923668,222741331,294397458,338041135,354697335,349182234,316273600,257516404,193681662,138806352,96323586,63962126,40065458,24271051,14286379,8212461,4581875,2459377,1286393,668062,343788,176691,90674,45778,22906,11373,5833,3178,1913,1216,761,356"
middle_income,2004,"2425,5489,9531,15572,24811,38605,58718,87845,132528,205901,331612,548413,933731,1795462,4594384,14126148,37842367,80309438,140131289,207831206,285282833,338215478,357077789,353642450,327846539,274634697,210879723,151932107,104678734,69172969,43202215,25794504,15047638,8510150,4701694,2516122,1307095,676720,351043,181448,94886,50411,27150,14703,7988,4377,2471,1409,800,352"
middle_income,2005,"2715,5890,9730,15274,24107,38362,61067,96396,152010,241370,388417,631578,1039089,1865930,4256886,11933304,30132146,63716413,119842048,191482184,273222859,339755381,366607256,365045166,345219772,298527978,233437807,168826886,116372077,76513359,47643769,28731971,17101934,9851084,5435411,2896680,1508726,785177,416206,222774,120473,65814,35528,18848,9810,5131,2765,1542,839,361"
middle_income,2006,"2129,4492,7330,11429,17856,28106,44386,69555,108905,172164,277596,458664,790873,1495514,3156874,8292105,24151908,59996211,116648097,185787063,258863918,324455207,357544389,365097046,351687909,313151448,251216987,182393922,125050785,82029927,51611980,31946868,18846998,10927333,6094234,3235881,1687723,874988,454972,233855,120495,62674,32844,17496,9427,5292,3114,1909,1144,532"
middle_income,2007,"4176,8713,13790,20459,29805,43305,62817,90409,129859,190765,294366,479338,825906,1569609,3516487,10002050,31987638,91906344,214275697,380778979,498659348,527093821,503100432,461980679,416233429,359722514,284516474,205281348,139923040,92192613,57773964,36073141,21599447,12407640,6862465,3629559,1874232,952376,477616,241730,127859,71163,40397,22425,12006,6143,2990,1404,635,242"
middle_income,2008,"2157,4610,7780,12703,20549,32947,51950,79912,121107,186588,301293,523107,991052,2053592,4807573,12907529,37008377,99730439,227829321,409642060,551153095,587902498,555953429,499264906,442324658,381965205,307102397,225571233,154647694,100588136,63409016,39185349,23439520,13606340,7543240,3970715,2015666,1003514,499946,259672,140466,77201,42352,23316,12915,7033,3668,1861,909,372"
middle_income,2009,"2605,5495,8730,13139,19422,28768,42991,64859,99318,157023,259978,461454,904718,1955149,4627227,12189600,35021270,95821424,224309546,408579931,564487795,611569217,586539027,532093495,470475821,403746832,321869031,233833972,156895479,101330746,63502770,39181566,23406016,13332844,7335512,3832341,1907098,949672,478000,243638,127345,68031,37207,20920,12023,6933,3911,2127,1112,471"
middle_income,2010,"1584,3292,5179,7882,12025,18831,30397,50421,85715,148911,263960,486115,961313,2065377,4739448,11477596,31134419,84843513,203669187,383392871,549181629,608546084,594856368,552423344,495582575,433484008,352515298,258715975,175500122,113857187,70987428,43174100,25747686,14834976,8305600,4433175,2229282,1084918,523901,260865,136052,72888,40013,22357,12476,6839,3576,1786,844,326"
middle_income,2011,"1159,2523,4316,7410,13319,24375,44192,76551,125568,199649,319090,540270,1004791,2046831,4498482,10151105,25187645,66854300,166282737,335471383,519848080,610919367,619344793,580717405,521909910,461430475,379118182,281024291,190633740,122442215,75853051,46523668,27918027,16205063,8969670,4702662,2374008,1171230,566111,275164,138823,72476,38759,21046,11531,6283,3335,1694,792,297"
middle_income,2012,"777,1694,2824,4612,7828,13658,24719,44841,80098,141434,249491,445445,838888,1709818,3831983,8861896,21940674,58750046,150036682,314029040,502431359,603000218,618639979,582456906,522675358,461069634,378469704,277662098,184277954,116153540,70992062,42530077,25124178,14492509,7949880,4191929,2152608,1097704,560448,283871,144037,74491,39431,21128,11354,6074,3196,1623,756,283"
middle_income,2013,"1007,2232,3742,6099,10221,17547,31293,56428,100331,172833,291145,494798,898180,1782068,3813777,8324582,18944635,47923220,123242746,274444796,474509595,599934571,624937920,602792002,549818298,488444068,406728645,304633200,205396263,129790263,78880786,46418683,26905058,15215528,8216879,4285377,2214091,1156365,597284,298243,144080,68675,32760,16179,8425,4594,2580,1441,764,310"
middle_income,2014,"1260,2922,5331,9354,16136,26601,42136,64819,98810,154767,254965,443080,825211,1681352,3695360,8230917,18992556,47926128,122639414,278591269,496841134,641847070,662643762,631782749,578882514,513236889,427389219,319235659,212681348,131484428,78006049,45220735,25669534,14256703,7716494,4091672,2164769,1142057,584874,293059,145354,71915,36092,18835,10198,5700,3252,1883,1064,455"
middle_income,2015,"826,1875,3250,5440,9292,15816,27151,47305,83607,148901,264329,467494,862132,1739079,3803907,8449439,19209205,47142909,116611511,263454733,479455218,638776091,668612459,637940325,604419010,554841030,480505286,374286817,259102529,165286077,100996628,59937921,34243695,18911430,10105509,5259103,2692595,1370195,690375,347600,172166,82836,38959,18587,9268,4842,2615,1440,777,321"
