west_and_rest,time,income_mountain_50bracket_shape_for_log
west,2047,"0,275,5284,9415,12856,15452,17177,18007,18209,19323,26257,46443,86139,141721,195626,220171,203213,176640,206619,332950,487035,605023,778128,1135878,1769732,2982881,5253827,9490607,17462166,31862303,55641688,85989982,118665925,135889169,125310526,96602391,65097501,39411789,21430700,10967431,5451760,2666682,1334217,784295,459037,182295,46904,13624,6300,3424"
west,2048,"0,196,4909,9105,12579,15221,16991,17854,18049,18960,25163,44076,82128,136872,191724,219474,205305,177500,200842,320763,476074,595273,758997,1099827,1708944,2869221,5062679,9134236,16762395,30552221,53670127,83617403,116584830,135570626,127046136,99165754,67442694,41196022,22580027,11583709,5769943,2828785,1405800,815287,483867,200424,52846,15016,6773,3655"
west,2049,"0,124,4373,8798,12289,14978,16790,17698,17904,18619,24159,41833,78250,132093,187731,218615,207459,178992,196380,310166,467333,590249,749371,1081715,1682584,2812545,4952146,8901340,16289701,29557984,51924049,81285630,114268257,134881961,128453393,101545316,69717222,42948028,23731705,12211526,6093986,2992735,1478282,845515,507714,218771,59002,16398,7225,3872"
west,2050,"0,59,3850,8484,11999,14737,16593,17543,17753,18309,23226,39737,74509,127344,183540,217390,209412,180814,192700,299777,457667,583989,737213,1056568,1640234,2727080,4791146,8585952,15677815,28396955,50004496,78867733,111874027,134136359,130003912,104141515,72184250,44804061,24949677,12871202,6440328,3177663,1568700,885676,536691,241386,68085,19011,8107,4207"
west,2051,"0,0,3345,8164,11707,14495,16389,17380,17604,18021,22375,37674,70715,122339,178831,215255,210203,181298,187320,286391,443102,571576,718081,1023386,1590022,2637491,4635192,8291848,15110449,27331945,48213351,76647230,109571200,133289074,131309220,106588976,74618792,46666214,26179695,13542586,6779429,3344198,1641257,911701,555368,257836,73650,19466,7838,3988"
west,2052,"0,0,2866,7841,11413,14248,16183,17209,17452,17764,21581,35746,67166,117581,174311,213331,211503,182967,183994,275489,431116,562428,702685,992210,1536693,2534672,4448619,7951468,14491307,26234144,46434300,74525420,107356976,132471313,132634848,109049388,77024174,48453375,27358749,14187119,7112700,3518890,1726935,947165,579578,278776,82539,21572,8303,4082"
west,2053,"0,0,2572,7504,11116,13998,15972,17042,17304,17516,20832,33919,63731,112886,169731,211170,212624,184740,181062,264677,418282,551967,685648,957969,1477504,2419324,4230000,7547057,13741989,24900744,44285515,71928700,104616188,131149293,133678737,111639186,79912040,50856162,29113868,15211976,7665007,3803009,1865761,1008321,615765,305690,94420,24906,9447,4667"
west,2054,"0,0,2120,7171,10816,13747,15763,16873,17161,17287,20166,32243,60521,108375,165217,208931,213829,187182,179607,255734,407565,546022,679315,943670,1449889,2355935,4083226,7208868,13084885,23721252,42275057,69416669,101875081,129737488,134504443,114040315,82666032,53176078,30842674,16240298,8217714,4083264,2001187,1065720,648165,331186,106527,28232,10536,5263"
west,2055,"0,0,1682,6824,10515,13489,15549,16703,17017,17081,19536,30611,57374,103795,160464,206155,214402,189128,177855,246096,394781,536273,666318,917745,1407060,2279562,3946201,6956230,12584379,22785617,40616772,67278512,99420940,128300962,135146326,116213169,85153319,55240388,32340642,17138162,8695183,4325615,2120294,1115334,675722,354829,118719,31555,11460,5661"
west,2056,"0,0,1324,6474,10210,13230,15335,16534,16872,16882,18965,28994,54042,98779,154952,202193,213618,189802,175145,235566,380490,524354,650433,886508,1354425,2190473,3796244,6692517,12088210,21896292,39027327,65129107,96811281,126590198,135584955,118385180,87768289,57441280,33966563,18120764,9218908,4595344,2256221,1174093,707001,380567,132723,35603,12564,6100"
west,2057,"0,0,1149,6124,9907,12971,15107,16360,16726,16697,18436,27576,51209,94432,150228,199080,213884,192005,174602,227609,368751,515788,640673,865726,1318321,2126740,3680798,6483452,11657732,21069789,37517551,63099237,94462768,125056885,135957740,120342257,90153586,59483256,35472229,19046679,9709829,4843286,2378634,1224656,732786,403786,146411,39512,13542,6478"
west,2058,"0,0,809,5773,9600,12708,14890,16185,16584,16519,17961,26273,48514,90191,145489,195752,213909,194223,174619,220524,357474,507718,632854,848803,1287923,2072095,3579656,6310594,11298103,20336916,36093201,61044337,91969715,123216334,136082857,122219804,92610023,61636611,37066826,20058076,10253398,5123613,2522815,1288036,763293,428817,161746,44147,14749,6963"
west,2059,"0,0,479,5425,9293,12442,14673,16004,16439,16354,17527,25141,46325,86673,141569,193284,214948,197907,176730,216313,349078,503403,632049,843911,1276844,2049773,3527868,6217015,11080658,19869726,35086822,59450060,89848682,121353301,135846013,123572411,94618756,63534326,38519500,21013069,10776248,5392902,2659148,1346360,789774,451344,176652,48592,15757,7373"
west,2060,"0,0,231,5066,8991,12173,14447,15819,16295,16194,17122,23938,43639,82202,136196,188799,213521,199048,176534,210012,338155,496593,630846,840836,1269070,2042283,3501611,6134030,10852738,19370167,34017609,57648833,87400323,119010160,135274456,125002819,96935315,65771881,40233539,22145971,11410388,5729614,2836371,1428878,828677,480104,195530,55066,17783,8329"
west,2061,"0,0,165,4706,8688,11899,14221,15641,16150,16045,16747,22921,41639,78833,132247,185939,213944,202328,178779,206038,328392,488701,625500,829672,1247696,2004517,3422452,6003060,10600942,18866562,33016184,55977867,85129553,116707265,134444521,126082344,99081381,68034854,42106924,23450241,12157560,6123600,3034420,1517524,868300,508662,214908,61603,19703,9326"
west,2062,"0,0,105,4173,8387,11623,13998,15456,16008,15909,16415,21960,39742,75569,128310,182973,214197,205619,181489,202943,319206,481071,621341,821537,1232295,1979564,3364700,5892812,10377921,18392363,32034388,54350212,83056786,114676107,133875412,127322143,101192982,70103501,43700675,24524720,12758946,6434522,3189920,1584724,895076,529692,231332,66920,20798,9751"
west,2063,"0,0,50,3661,8084,11341,13770,15273,15866,15767,16105,21000,37614,71837,123531,178678,212624,206955,182392,198090,307074,468259,609365,799797,1190867,1908327,3230831,5659130,9952468,17622948,30727424,52351324,80694313,112431276,133221137,128790073,103716903,72619305,45660744,25885390,13520546,6838726,3400187,1684640,938966,559496,253504,75509,23119,10535"
west,2064,"0,0,44,3168,7771,11061,13536,15089,15721,15635,15834,20100,35582,68175,118752,174197,210673,207863,183039,193098,294337,454063,596056,777264,1149814,1842012,3112603,5454509,9604352,17024000,29708455,50710585,78663983,110274871,132352189,129817045,105872473,74896212,47516970,27203305,14303806,7266919,3624637,1792856,986538,590412,276612,84782,25650,11429"
west,2065,"0,0,0,2699,7457,10779,13304,14898,15580,15513,15583,19288,33690,64686,114073,169689,208570,208701,183998,188897,282472,440778,585342,761750,1123130,1798807,3029039,5308104,9335987,16511082,28770893,49139710,76725215,108174227,131431826,130775779,107975023,77117622,49286166,28455884,15021345,7644904,3815000,1880591,1020813,612501,295308,92125,26905,11532"
west,2066,"0,0,0,2426,7135,10493,13074,14714,15432,15390,15366,18534,31995,61516,109751,165586,206956,210511,186859,187935,275266,434500,587542,769001,1131065,1810917,3037533,5285571,9237395,16211270,28043611,47645916,74690843,105753456,130008510,131208319,109734573,79277329,51227777,29943444,15928358,8144235,4066605,1998512,1070246,642111,318479,102231,29635,12633"
west,2067,"0,0,0,1994,6812,10209,12845,14527,15294,15274,15167,17880,30302,58315,105233,160963,204400,211081,188409,185471,265107,421633,576810,753049,1100559,1760437,2947738,5128807,8962941,15696308,27117761,46053104,72643674,103370678,128653368,131925592,111896945,81724436,53235217,31400928,16815445,8630779,4320783,2127042,1126285,673814,343559,114369,33094,13709"
west,2068,"0,0,0,1576,6478,9920,12609,14340,15155,15159,14981,17281,28719,55318,100874,156457,201799,211808,190640,184491,257102,411267,569761,743137,1079035,1723592,2882247,5021004,8793576,15376254,26497480,44898626,71058572,101410103,127324195,132212657,113474468,83667318,54981999,32695487,17647072,9098956,4560763,2245542,1176702,702139,367245,126607,36694,15032"
west,2069,"0,0,0,1228,6146,9632,12370,14147,15016,15047,14822,16734,27106,52231,96230,151391,198208,211130,191035,181008,245094,394083,551742,714946,1026011,1636890,2738070,4774177,8402384,14763181,25527570,43377062,69196557,99280669,126067344,132824273,115547918,86113114,57041286,34194191,18561538,9591588,4810787,2369645,1228836,728878,389663,138684,39939,15884"
west,2070,"0,0,0,1070,5810,9348,12134,13958,14875,14940,14673,16236,25668,49432,91972,146730,195089,211291,193126,180608,237672,383026,543485,705045,1005050,1601260,2680104,4670248,8204404,14364194,24787083,42018029,67408398,97185568,124739034,133327831,117499170,88389745,58869368,35454121,19314784,9988703,5017771,2479078,1275894,752421,410917,151314,43465,16608"
west,2071,"0,0,0,746,5479,9063,11896,13769,14732,14833,14539,15796,24327,46768,87797,142002,191633,210948,194750,179858,229602,369976,531767,690531,976625,1551009,2595044,4522141,7953776,13929186,24051203,40727039,65663723,95033380,123081520,133452967,119193621,90676622,60949161,37011277,20304582,10543198,5305552,2624421,1339227,782646,434737,165443,47477,17576"
west,2072,"0,0,0,435,5142,8775,11651,13576,14590,14729,14417,15418,23137,44301,83814,137399,188162,210572,196702,180123,223707,360162,526043,687915,967558,1527187,2540547,4399011,7713071,13473063,23234606,39222073,63551693,92524377,121164562,133404315,120970825,93204468,63294054,38829402,21496411,11218511,5664931,2810969,1425710,824609,465052,183947,53523,19252"
west,2073,"0,0,0,194,4798,8488,11402,13388,14445,14621,14298,15058,21968,41882,79841,132671,184358,209728,198222,180094,217181,347835,514373,674768,942304,1483767,2472185,4279906,7517642,13155441,22719490,38233468,61964075,90431094,119290510,133045247,122303071,95316183,65335764,40429867,22574689,11842677,5996256,2981027,1502609,859881,491198,200934,58806,20547"
west,2074,"0,0,0,138,4462,8205,11154,13189,14302,14527,14194,14728,20861,39547,75914,127847,180220,208319,199091,179436,209901,334128,501421,663374,925277,1456095,2421181,4169844,7299894,12728552,21944065,36835605,59912869,87949577,117137334,132640370,123936033,97911960,67806885,42345777,23847020,12560513,6377144,3178352,1594034,901083,519763,219966,65069,22042"
west,2075,"0,0,0,88,3949,7923,10902,12993,14153,14424,14093,14435,19818,36999,71457,122132,174776,205331,198554,178074,202844,320870,488333,650010,899011,1403423,2328258,4012132,7046100,12290997,21199531,35542315,58035069,85762630,115176156,132133525,125332835,100301709,70176067,44227483,25127151,13293557,6768986,3381780,1689008,943095,548431,240163,72345,24015"
west,2076,"0,0,0,42,3458,7636,10643,12794,14010,14320,14006,14181,18943,35090,68049,117780,170951,204265,200494,180024,200000,312702,483601,655153,909571,1413363,2339863,4017020,7024039,12198987,20887200,34679631,56365873,83580591,112947626,131175272,126279626,102288267,72279910,45959120,26361701,13997836,7147978,3578565,1781091,982546,575852,261410,80846,26369"
west,2077,"0,0,0,37,2982,7345,10388,12592,13861,14218,13917,13957,18122,33092,64407,112923,166212,201768,200574,179709,194080,298638,465451,630479,862303,1327384,2189530,3747451,6568466,11448894,19745886,33064085,54271089,81461492,111215453,130917466,127813548,104810851,74804152,47991470,27812559,14866482,7631413,3837122,1911062,1043568,614149,288196,92015,29828"
west,2078,"0,0,0,0,2532,7048,10130,12393,13710,14115,13830,13756,17294,30835,60184,107068,159955,197148,198105,176683,185447,281885,445868,610222,830644,1272555,2102281,3609989,6359832,11120419,19186783,32106606,52664343,79504315,109212657,130115654,128841606,106937792,77036853,49751408,29044739,15601845,8038946,4053478,2018798,1090924,643474,310685,101620,32443"
west,2079,"0,0,0,0,2291,6743,9865,12185,13551,14012,13749,13576,16611,29148,56958,102609,155491,194814,198708,177842,182268,271448,433529,599564,812938,1237848,2043015,3503140,6165045,10771267,18600002,31212790,51266379,77891345,107543665,129507528,129907560,108959336,79037507,51221255,30005129,16152643,8334974,4213442,2102320,1126617,666327,330943,111128,34936"
west,2080,"0,0,0,0,1870,6439,9597,11980,13395,13905,13666,13422,16019,27351,53366,97425,149917,190989,197823,178093,179082,261330,420917,588284,793990,1198157,1971099,3377323,5949981,10391854,17928411,30156100,49625506,76000241,105495920,128427291,130533542,110855303,81327087,53211562,31511335,17092997,8872877,4507421,2257415,1199641,707470,360614,125860,39948"
west,2081,"0,0,0,0,1477,6125,9332,11768,13238,13807,13591,13290,15462,25874,50438,93114,145316,188025,197790,179139,176523,251179,407091,575238,773565,1156601,1894376,3236953,5705087,9983689,17235958,29066324,47896799,73915208,103221247,127238323,131247193,113020610,83851939,55316119,33090761,18052647,9400044,4784138,2399845,1264419,742797,387487,139682,44154"
west,2082,"0,0,0,0,1141,5808,9069,11557,13082,13703,13516,13168,14977,24538,47779,89093,141052,185478,198556,181888,177132,246145,401290,577121,784038,1176078,1929057,3292389,5770636,10013679,17138355,28707000,46831567,72293518,101126545,125744069,131325696,114339243,85643291,56962344,34265691,18804113,9828563,5004719,2507905,1309039,766075,407555,150477,47028"
west,2083,"0,0,0,0,1000,5492,8800,11340,12918,13591,13447,13047,14530,23234,45116,84954,136444,182188,198232,183255,175974,238098,389424,566945,770022,1145138,1866221,3171441,5551539,9615318,16403852,27493322,45022946,70297566,99185543,124768138,132085261,116391795,88014576,58952884,35740287,19730309,10347037,5275908,2647068,1370932,797254,432047,164324,51205"
west,2084,"0,0,0,0,691,5179,8528,11119,12751,13477,13367,12936,14132,22032,42619,80962,131847,178710,197646,184571,175274,231121,379152,560499,765080,1133612,1842524,3119098,5436080,9386881,15963197,26741001,43618954,68398657,96910244,123255115,132314988,118082166,90261576,60956371,37269258,20710348,10905453,5572172,2799462,1440161,831519,458150,180028,56303"
west,2085,"0,0,0,0,397,4861,8261,10897,12582,13366,13296,12839,13763,20936,40294,77189,127561,175696,197969,187642,177217,226861,368584,545887,736902,1074874,1739935,2937952,5127379,8906820,15245632,25745968,42121549,66411017,94560522,121561677,132386049,119943849,92868240,63334703,39133968,21937721,11600933,5958814,3010385,1542117,881001,492167,201205,64530"
west,2086,"0,0,0,0,166,4534,7992,10670,12413,13250,13223,12755,13442,19880,38024,73369,122934,171851,196838,188713,176924,220817,357959,537484,729063,1056307,1700469,2862474,4982032,8658908,14819188,25075235,41002816,64847954,92682520,120060609,132291178,121313308,94861675,65220345,40613787,22930742,12166691,6261633,3171266,1619080,918424,519914,219382,70831"
west,2087,"0,0,0,0,117,4213,7732,10441,12243,13124,13142,12676,13152,18874,35800,69578,118210,167660,195082,188918,175388,212520,342789,521468,711406,1028260,1659080,2805631,4876041,8440725,14400594,24405551,39925971,63280021,90845431,118456766,132133027,122737889,96971107,67203864,42107690,23883884,12674014,6517034,3297463,1672305,939264,536937,232149,74249"
west,2088,"0,0,0,0,75,3727,7462,10208,12069,13004,13072,12605,12894,17996,33844,66127,113904,164013,194300,191217,178091,211742,339370,523764,723123,1045150,1681498,2837272,4907253,8432307,14226719,23928212,38908027,61464588,88608225,116302244,131428234,123818693,98990574,69299026,43807298,25086684,13380633,6903238,3502681,1771579,984981,567251,252611,81549"
west,2089,"0,0,0,0,36,3253,7189,9970,11886,12880,12998,12536,12663,17293,32303,63302,110364,161225,194511,194878,182568,212489,335277,520741,722018,1034480,1648832,2769825,4776440,8209031,13826525,23206343,37783048,59832587,86849030,114804593,131277808,125241984,101079176,71196786,45161839,25992978,13906264,7209121,3684372,1868954,1031495,598309,275114,90724"
