un_sdg_region,time,income_mountain_50bracket_shape_for_log
un_oceania_exc_australia_and_new_zealand,2049,"0,0,0,15,36,60,89,135,220,426,935,2484,6734,16956,40546,88721,178391,334879,576769,880481,1283046,1799721,2214393,2399912,2257743,1884388,1409807,945174,607394,369768,210738,114855,61350,31774,16193,8016,4085,2269,1361,862,555,353,223,139,85,50,29,14,7,3"
un_oceania_exc_australia_and_new_zealand,2050,"0,0,0,14,36,60,89,134,216,409,886,2321,6314,16000,38371,84629,171156,323114,561417,865969,1264624,1786028,2218983,2425884,2304596,1937408,1462427,985778,635067,388482,222216,121508,65005,33751,17263,8560,4347,2400,1433,904,580,371,234,145,89,53,31,16,7,4"
un_sub_saharan_africa,1800,"21956,32460,46320,70817,103699,155427,240219,383747,629455,1039208,1683141,2603084,3812853,5259837,6691602,7712183,7921502,7280391,6125190,4819547,3565903,2502760,1689342,1114528,725413,470605,307336,203357,136770,93565,65036,45675,32132,22522,15613,10661,7130,4664,2978,1857,1126,669,386,221,119,62,32,17,6,2"
un_sub_saharan_africa,1801,"21931,32428,46260,70714,103537,155144,239731,382870,627917,1036577,1679014,2597875,3807955,5257594,6694278,7720615,7932965,7290970,6133168,4826089,3571312,2506861,1692396,1116754,726978,471687,308082,203867,137136,93827,65226,45818,32234,22598,15668,10702,7158,4684,2993,1867,1134,671,388,222,120,61,32,17,6,2"
un_sub_saharan_africa,1802,"21869,32353,46163,70592,103354,154872,239295,382142,626671,1034428,1675466,2593232,3803965,5256980,6699044,7730356,7943854,7299816,6139445,4831386,3575986,2510656,1695321,1118884,728471,472715,308789,204350,137471,94061,65394,45938,32323,22660,15714,10737,7183,4701,3004,1873,1138,674,388,223,121,63,32,17,6,2"
un_sub_saharan_africa,1803,"21823,32299,46089,70491,103210,154650,238929,381533,625637,1032699,1672714,2589706,3800862,5256341,6702813,7738659,7953543,7307923,6145499,4836848,3580981,2514776,1698511,1121216,730112,473843,309567,204878,137844,94321,65578,46070,32418,22729,15767,10773,7211,4718,3017,1882,1145,677,392,223,123,63,32,17,6,2"
un_sub_saharan_africa,1804,"22010,32564,46480,71041,103965,155666,240260,383226,627730,1035102,1675044,2591539,3802281,5257137,6704579,7742186,7958084,7311936,6148364,4839622,3583890,2517465,1700673,1122746,731066,474413,309868,205016,137888,94314,65548,46031,32384,22712,15758,10771,7213,4724,3019,1885,1148,679,393,224,123,63,33,17,6,2"
un_sub_saharan_africa,1805,"21963,32515,46412,70946,103818,155419,239833,382484,626464,1033091,1672335,2588982,3802009,5262428,6718980,7763808,7975268,7317611,6145582,4836156,3581785,2516829,1701078,1123495,731799,475038,310366,205399,138179,94528,65704,46150,32474,22778,15804,10807,7239,4739,3034,1894,1153,683,396,226,124,63,33,17,6,2"
un_sub_saharan_africa,1806,"21890,32415,46283,70773,103564,155036,239238,381530,624919,1030526,1668171,2583301,3796119,5258642,6719611,7769592,7985141,7328807,6156221,4845644,3589820,2523043,1705629,1126693,733976,476499,311348,206054,138629,94838,65923,46306,32586,22861,15863,10847,7267,4761,3047,1905,1160,686,399,227,124,63,34,17,6,2"
un_sub_saharan_africa,1807,"21837,32338,46189,70656,103408,154821,238930,381005,623877,1028229,1663081,2574212,3785120,5247115,6704430,7751249,7979348,7343723,6184556,4872882,3611382,2537935,1715011,1132528,737585,478727,312736,206926,139188,95207,66167,46478,32704,22946,15924,10890,7299,4783,3061,1913,1165,691,400,227,125,63,35,17,6,2"
un_sub_saharan_africa,1808,"21801,32306,46143,70600,103326,154694,238721,380667,623338,1027483,1662340,2574816,3790534,5263164,6738331,7797240,8008881,7341659,6162227,4851354,3596195,2529011,1710640,1130555,736796,478521,312770,207052,139339,95345,66286,46571,32780,23003,15967,10925,7321,4797,3072,1921,1168,695,403,229,126,64,35,18,6,2"
un_sub_saharan_africa,1809,"21757,32248,46069,70505,103191,154489,238405,380156,622498,1026101,1660209,2572269,3789043,5265486,6747114,7809828,8019651,7347559,6165767,4854682,3599642,2532180,1713228,1132495,738183,479497,313448,207515,139662,95575,66448,46686,32865,23067,16009,10956,7344,4814,3081,1926,1175,697,404,229,127,64,35,18,6,2"
un_sub_saharan_africa,1810,"21692,32162,45967,70364,102982,154158,237850,379172,620744,1022921,1654596,2563384,3776325,5248206,6722916,7786473,8016213,7370357,6200867,4886477,3623849,2548520,1723585,1138978,742190,481952,314977,208473,140276,95974,66717,46874,32995,23156,16076,11002,7376,4836,3097,1936,1180,701,406,231,129,65,35,18,6,2"
un_sub_saharan_africa,1811,"21673,32143,45947,70346,102963,154141,237851,379227,620976,1023772,1657237,2570807,3794878,5287629,6792148,7855724,8043067,7343379,6154274,4846990,3597130,2533075,1715409,1134805,740155,481057,314600,208369,140284,96024,66780,46932,33043,23196,16103,11022,7393,4848,3106,1941,1183,701,409,230,129,66,35,18,6,2"
un_sub_saharan_africa,1812,"21562,31991,45702,70026,102483,153409,236724,377516,618555,1020735,1654225,2568480,3790688,5280382,6785097,7855812,8053121,7359989,6172183,4863301,3610729,2543446,1722888,1140034,743692,483403,316145,209383,140960,96482,67096,47149,33199,23312,16185,11080,7433,4875,3125,1953,1191,709,413,234,129,68,35,18,6,2"
un_sub_saharan_africa,1813,"21488,31890,45582,69878,102262,153071,236157,376514,616708,1017136,1647173,2555510,3767873,5241859,6724749,7801858,8046125,7408785,6240790,4923090,3655027,2572373,1740618,1150746,750088,487173,318411,210738,141786,96998,67424,47373,33350,23413,16255,11131,7468,4900,3139,1962,1198,711,415,236,131,68,36,18,6,2"
un_sub_saharan_africa,1814,"21432,31822,45487,69770,102109,152825,235738,375769,615390,1014829,1643338,2550354,3762848,5239304,6726380,7808269,8058459,7425513,6258990,4939568,3668588,2582525,1747767,1155621,753319,489298,319799,211649,142396,97412,67714,47573,33493,23515,16331,11185,7503,4923,3157,1977,1205,716,418,239,131,70,37,20,6,2"
un_sub_saharan_africa,1815,"21415,31811,45481,69785,102138,152869,235813,375886,615613,1015412,1644985,2555267,3776185,5269359,6782334,7873491,8095578,7417768,6228655,4911803,3649410,2571607,1742489,1153295,752440,489117,319873,211825,142596,97585,67860,47687,33584,23585,16382,11219,7530,4944,3170,1985,1209,718,419,240,131,70,37,20,6,2"
un_sub_saharan_africa,1816,"21319,31688,45323,69589,101855,152439,235111,374632,613290,1011078,1637282,2543900,3763443,5259609,6778705,7881446,8116975,7448838,6259159,4936513,3667885,2584379,1751013,1158910,756071,491468,321426,212867,143316,98096,68233,47958,33782,23719,16473,11284,7572,4970,3187,1991,1217,725,421,240,132,70,37,21,6,2"
un_sub_saharan_africa,1817,"21267,31543,45088,69247,101318,151540,233547,371891,608639,1003873,1627000,2531147,3751564,5253436,6779606,7893466,8141850,7482065,6291028,4961785,3686464,2597421,1760122,1165125,760221,494235,323267,214087,144118,98636,68592,48200,33947,23830,16544,11325,7597,4984,3197,2001,1220,726,423,242,133,71,37,21,6,2"
un_sub_saharan_africa,1818,"20886,31066,44484,68512,100370,150259,231737,369212,604608,997767,1617889,2518920,3738488,5243153,6773151,7895453,8161027,7517200,6330529,4995342,3712230,2615693,1772560,1173478,765725,497831,325647,215641,145141,99311,69043,48496,34140,23950,16617,11369,7622,4998,3201,2002,1223,726,424,241,134,70,37,21,6,3"
un_sub_saharan_africa,1819,"21183,31398,44880,69017,100986,150909,232240,369005,602601,992546,1608138,2507057,3734001,5259762,6826900,7973893,8227243,7546220,6334704,4993207,3712661,2618615,1775932,1176092,767354,498808,326117,215859,145187,99276,68992,48438,34085,23906,16576,11333,7597,4977,3186,1993,1212,721,420,237,130,70,36,20,6,3"
un_sub_saharan_africa,1820,"21053,31130,44482,68467,100195,149725,230333,365783,597098,983864,1596673,2496779,3732413,5274272,6863054,8027820,8287330,7600075,6377413,5024844,3735943,2635292,1787417,1183764,772262,501969,328096,217108,145945,99747,69284,48619,34205,23978,16617,11357,7608,4984,3188,1992,1214,721,420,236,130,71,36,20,7,3"
un_sub_saharan_africa,1821,"20980,30953,44210,68110,99677,148937,229032,363558,593319,977689,1587411,2484862,3719582,5262450,6854778,8043772,8346504,7696118,6473761,5098529,3787259,2669409,1809936,1198445,781715,508018,332034,219658,147622,100865,70044,49148,34580,24246,16809,11494,7699,5047,3233,2020,1230,731,427,241,132,71,37,20,7,3"
un_sub_saharan_africa,1822,"21165,31128,44408,68398,100087,149562,230058,365242,596116,982475,1595219,2496297,3736808,5294216,6912351,8124447,8427284,7757950,6516075,5130124,3811501,2687501,1823005,1207338,787364,511547,334150,220962,148426,101377,70380,49367,34732,24348,16881,11539,7737,5072,3247,2032,1238,736,430,243,132,71,37,20,7,3"
un_sub_saharan_africa,1823,"21016,30862,44024,67919,99505,148857,229247,364354,595220,982113,1597113,2503154,3752772,5328751,6972352,8206853,8519865,7845120,6588555,5186084,3851912,2715775,1842746,1220997,796579,517711,338255,223719,150276,102641,71242,49960,35136,24620,17055,11651,7800,5113,3272,2040,1246,742,432,244,132,70,39,20,7,3"
un_sub_saharan_africa,1824,"20678,30276,43203,66858,98096,147006,226805,361195,591109,977228,1592539,2502914,3763886,5362948,7041966,8310687,8640660,7959804,6672935,5237643,3882686,2734550,1853332,1227011,801117,522001,342259,227070,152804,104387,72379,50660,35554,24864,17197,11728,7847,5133,3283,2051,1256,746,437,247,137,72,39,20,8,3"
un_sub_saharan_africa,1825,"21013,30551,43504,67208,98448,147297,226835,360775,590023,975798,1591991,2505636,3773906,5389577,7096682,8399157,8749103,8064674,6758362,5299847,3926267,2764263,1872923,1239812,809326,527303,345750,229441,154476,105603,73285,51344,36075,25256,17486,11936,7990,5229,3344,2090,1274,757,441,251,136,72,39,20,8,3"
un_sub_saharan_africa,1826,"21156,30696,43631,67393,98641,147464,226939,360771,589726,975190,1591013,2505184,3777479,5406884,7144299,8486779,8864591,8180924,6853535,5368180,3973784,2796549,1893587,1252902,817777,533174,350009,232606,156802,107317,74544,52268,36755,25746,17831,12172,8133,5319,3396,2112,1284,757,436,246,134,71,36,19,8,3"
un_sub_saharan_africa,1827,"21619,31316,44466,68528,100094,149255,228970,362753,590909,974190,1586087,2495846,3766903,5405455,7181348,8578418,8999623,8331038,6974482,5448592,4026952,2830784,1912605,1261896,821829,535396,351263,232992,156395,106304,73233,50887,35497,24712,17049,11602,7747,5067,3241,2020,1235,732,425,240,129,70,37,18,8,3"
un_sub_saharan_africa,1828,"22340,32086,45641,70316,102524,152370,232817,367201,595572,978110,1588250,2496087,3767425,5409309,7207007,8646756,9109290,8458197,7091058,5541451,4096668,2879081,1943122,1278799,829494,537727,350692,231137,154102,104029,71208,49203,34187,23755,16378,11158,7462,4897,3144,1968,1208,719,421,236,128,69,36,18,8,2"
un_sub_saharan_africa,1829,"22330,32093,45966,71107,103663,153740,234170,368251,595855,977825,1588670,2500767,3781509,5439567,7264460,8739355,9225624,8575383,7189755,5615070,4148282,2914096,1966105,1293281,838169,542796,353561,232812,155115,104693,71670,49537,34439,23938,16510,11248,7526,4936,3165,1985,1217,724,425,238,130,68,36,18,8,2"
un_sub_saharan_africa,1830,"22359,32196,46478,72293,105529,156411,237768,372939,601757,985257,1598543,2515715,3806507,5483720,7340889,8846504,9337909,8668165,7258121,5667367,4190283,2947527,1990859,1310163,849111,549758,357926,235630,156971,105941,72525,50121,34835,24204,16684,11354,7591,4973,3186,1996,1221,725,424,238,128,66,35,17,8,2"
un_sub_saharan_africa,1831,"22710,32688,47374,73780,107478,158769,240456,375852,604745,988230,1602104,2522897,3823741,5520787,7407928,8942927,9448221,8773400,7348899,5740561,4245685,2987922,2018743,1328388,860677,556985,362446,238504,158854,107199,73395,50726,35260,24499,16881,11479,7662,5011,3207,2003,1223,722,422,237,127,67,34,17,7,3"
un_sub_saharan_africa,1832,"23202,33413,48622,75776,110143,162092,244322,380038,608936,992075,1606106,2529418,3838994,5557993,7483208,9054459,9565006,8866174,7424013,5804743,4298507,3029586,2050885,1351548,875715,565670,367154,241130,160597,108604,74638,51835,36208,25261,17458,11897,7956,5208,3329,2081,1266,751,435,243,130,68,35,18,7,3"
un_sub_saharan_africa,1833,"22375,32295,47410,74577,108658,160063,241258,375355,601957,982573,1595061,2520755,3841647,5591663,7573593,9194148,9706926,8973561,7510441,5880989,4360650,3075934,2085031,1375750,891307,574449,371601,243321,161852,109562,75487,52629,36903,25823,17882,12200,8163,5347,3415,2134,1300,765,441,246,131,68,34,19,7,4"
un_sub_saharan_africa,1834,"22109,31949,46939,73993,107858,158875,239416,372463,597561,975592,1584059,2504847,3830138,5619550,7677952,9355332,9872566,9104417,7602665,5950139,4413154,3113213,2110180,1392096,900947,579441,374125,244752,162836,110233,75891,52816,36928,25745,17759,12074,8053,5263,3358,2093,1275,749,431,243,129,67,36,18,7,4"
un_sub_saharan_africa,1835,"21514,31113,46595,74350,108862,160536,241738,375430,601128,979453,1587944,2508448,3836002,5636526,7734425,9469357,10035599,9273872,7735400,6040692,4469349,3146072,2127829,1399217,901468,576782,370292,240780,159239,107178,73415,50895,35523,24792,17144,11705,7846,5155,3306,2073,1267,751,432,246,129,69,36,18,7,3"
un_sub_saharan_africa,1836,"20909,30362,46113,74263,109208,161431,243368,378118,605427,986228,1598415,2524172,3858549,5673726,7806538,9577582,10160059,9395144,7837312,6118942,4528489,3188917,2156837,1417062,911296,581777,372601,241771,159595,107289,73430,50899,35538,24822,17183,11745,7884,5187,3336,2092,1282,759,440,249,133,70,35,18,7,3"
un_sub_saharan_africa,1837,"20152,29332,45227,73556,108632,160951,242948,377690,604972,986196,1599568,2528799,3872000,5710657,7891452,9712556,10310383,9531010,7944060,6192579,4578597,3223674,2180152,1432182,921028,588051,376729,244564,161523,108644,74394,51597,36043,25181,17443,11921,8001,5265,3385,2123,1303,775,450,254,135,72,35,18,7,3"
un_sub_saharan_africa,1838,"20774,30259,46835,75927,111764,164862,247490,382681,610349,992527,1607934,2541286,3890859,5742652,7950720,9800639,10415404,9640892,8047988,6284851,4657202,3285221,2223553,1459820,936932,596413,380652,246163,161996,108623,74194,51361,35827,25006,17301,11823,7932,5216,3353,2104,1286,766,445,249,135,70,35,17,7,3"
un_sub_saharan_africa,1839,"21148,30823,47616,77101,113441,167181,250555,386645,615406,999182,1617539,2556244,3914275,5783126,8026531,9916328,10548019,9762288,8146738,6358145,4711597,3325987,2253312,1480468,951047,605932,386964,250264,164674,110417,75467,52293,36532,25539,17707,12113,8135,5357,3443,2166,1326,788,456,256,140,72,37,18,7,3"
un_sub_saharan_africa,1840,"21291,31252,48332,78261,115150,169697,254053,391469,622115,1008704,1631300,2576737,3943756,5824161,8085533,10000320,10657903,9885525,8263976,6455248,4785574,3379697,2290451,1504524,965188,613381,390180,251085,164338,109680,74727,51692,36097,25253,17517,12005,8075,5324,3429,2163,1325,790,458,257,140,73,36,18,7,3"
un_sub_saharan_africa,1841,"21805,32016,49334,79765,117166,172323,257369,395511,626844,1014299,1638946,2589874,3967326,5868539,8166375,10113362,10789935,10018877,8379241,6540969,4843959,3419315,2316929,1522009,976953,621335,395633,254782,166861,111390,75912,52527,36682,25671,17815,12210,8214,5417,3489,2201,1347,803,463,259,141,73,38,19,7,3"
un_sub_saharan_africa,1842,"22853,33567,51118,81780,119528,175207,260952,400178,633229,1023486,1652870,2612051,4002201,5921443,8245757,10219046,10910390,10137126,8483396,6624848,4907376,3465547,2349381,1543660,990733,629862,400836,257942,168827,112627,76719,53062,37047,25921,17988,12326,8295,5475,3527,2222,1363,814,471,263,143,73,39,19,7,3"
un_sub_saharan_africa,1843,"23992,35254,53071,84034,122248,178598,265199,405666,640740,1034655,1670514,2640138,4044762,5980960,8327476,10321377,11023878,10244411,8576254,6702236,4969228,3514799,2388300,1571524,1009043,641337,407693,261998,171183,114014,77554,53572,37359,26115,18105,12403,8343,5503,3542,2231,1364,815,470,262,141,74,38,18,8,3"
un_sub_saharan_africa,1844,"24146,35528,53179,83895,121950,178146,264694,405371,641118,1036786,1676716,2654217,4072440,6034026,8422780,10459273,11182703,10390607,8691432,6785347,5025686,3552632,2414219,1589041,1020396,648418,412016,264659,172832,115070,78253,54033,37688,26347,18280,12530,8437,5567,3585,2258,1384,825,477,268,144,76,39,18,8,2"
un_sub_saharan_africa,1845,"24540,36115,53738,84489,122830,179594,267152,409575,648286,1049467,1698732,2691633,4131921,6116302,8500348,10513416,11252863,10498437,8820408,6905507,5113187,3613394,2458287,1616413,1034471,654431,413736,264389,171733,113741,77002,52952,36827,25717,17841,12240,8254,5451,3519,2216,1360,815,473,266,141,74,38,18,8,2"
un_sub_saharan_africa,1846,"25643,37835,55849,87023,125886,183327,271968,416106,657565,1063257,1719625,2724164,4182987,6191633,8584175,10599578,11355219,10617518,8942914,7009548,5189886,3665298,2491498,1636163,1044803,659272,415505,264741,171454,113224,76480,52486,36463,25466,17687,12160,8218,5447,3523,2222,1370,820,480,270,148,75,39,21,8,2"
un_sub_saharan_africa,1847,"26058,38434,56381,87495,126330,183759,272415,416567,658167,1064748,1724465,2738277,4215570,6254128,8685296,10748800,11525673,10767239,9062205,7098351,5249955,3703530,2514731,1650454,1054581,665620,419449,267168,172984,114213,77129,52920,36763,25674,17836,12268,8301,5502,3567,2257,1394,841,490,276,152,80,41,22,9,4"
un_sub_saharan_africa,1848,"26269,38879,56861,87950,126805,184277,273054,417390,659027,1065640,1726145,2743880,4231991,6292165,8772947,10902186,11708987,10927200,9184806,7193385,5322699,3754277,2546089,1670146,1068537,674796,424879,270259,174758,115304,77835,53391,37086,25895,17996,12392,8394,5573,3625,2305,1429,865,505,289,160,86,46,24,9,4"
un_sub_saharan_africa,1849,"26915,39798,57695,88877,127776,185360,274442,419387,661898,1070201,1733343,2754684,4244217,6305834,8815872,11003337,11858262,11085206,9325088,7309723,5408586,3810322,2575412,1684927,1076301,679256,427582,271951,175834,115994,78286,53688,37294,26040,18101,12471,8454,5622,3663,2330,1450,880,521,296,164,87,47,26,10,4"
un_sub_saharan_africa,1850,"27024,40049,57680,88659,127321,184550,273106,417141,658120,1064096,1724383,2744003,4234672,6302936,8848811,11112902,12029908,11269895,9477156,7415395,5479777,3850971,2591899,1692598,1081204,683045,430574,274262,177509,117213,79143,54306,37737,26364,18344,12653,8587,5723,3738,2384,1490,908,540,313,177,97,55,29,14,4"
un_sub_saharan_africa,1851,"26912,39909,56705,86780,124285,180126,266907,408594,646246,1047448,1700319,2708176,4182647,6234672,8792093,11148970,12177657,11471809,9650239,7531959,5546429,3883970,2606605,1699502,1085006,685665,432775,276034,178924,118306,79965,54924,38205,26716,18605,12846,8733,5831,3812,2441,1528,935,560,327,189,105,60,33,15,4"
un_sub_saharan_africa,1852,"28065,41484,58791,89425,127604,184271,271974,414618,653024,1054970,1708215,2715678,4186511,6227847,8770189,11125411,12182248,11525893,9731333,7615313,5615491,3933609,2638351,1716203,1091160,687295,433119,276026,178772,118065,79683,54644,37962,26517,18456,12735,8656,5778,3781,2423,1521,932,561,329,191,107,62,36,17,6"
un_sub_saharan_africa,1853,"27113,40114,57108,87387,125167,181379,268542,410513,648054,1049064,1701813,2708651,4176050,6208025,8738853,11106013,12207719,11600423,9822257,7689834,5667682,3967859,2660849,1731382,1100308,692637,436285,277802,179717,118515,79856,54660,37904,26434,18371,12657,8587,5719,3729,2384,1492,910,547,320,183,103,60,33,17,5"
un_sub_saharan_africa,1854,"27713,41019,58324,88864,126889,183326,270721,413037,651166,1053371,1708130,2716687,4184023,6213544,8749594,11132293,12237515,11625639,9843005,7713078,5694510,3994255,2682460,1746290,1109032,697181,438294,278503,179767,118290,79548,54361,37651,26237,18220,12549,8510,5666,3695,2359,1475,902,540,316,182,101,60,33,17,5"
un_sub_saharan_africa,1855,"26935,39890,56929,87128,124805,180718,267321,408372,644705,1044082,1695388,2698285,4156216,6172502,8703404,11116253,12285817,11729667,9950349,7784890,5743265,4029805,2707546,1763813,1121102,704833,442898,280952,180985,118801,79710,54344,37569,26142,18122,12465,8442,5613,3652,2326,1449,883,528,308,174,97,56,31,15,5"
un_sub_saharan_africa,1856,"27015,39973,57165,87566,125453,181546,268400,409821,646921,1048141,1703857,2716233,4193868,6246674,8824441,11236570,12338908,11693447,9888404,7743879,5721568,4021209,2707281,1766669,1124575,708029,445322,282790,182383,119898,80562,54996,38038,26454,18310,12562,8486,5625,3651,2318,1437,868,510,290,159,83,44,23,12,5"
un_sub_saharan_africa,1857,"26070,38560,55306,85164,122323,177410,262826,402069,636008,1032491,1682448,2686299,4149033,6178732,8732820,11175267,12364858,11812183,10039146,7876449,5811484,4073435,2740085,1788971,1139845,718175,451846,286852,184856,121363,81415,55486,38318,26595,18365,12569,8467,5597,3620,2292,1415,852,496,280,153,78,40,21,9,3"
un_sub_saharan_africa,1858,"26623,39438,56468,86565,123909,179126,264637,403941,638076,1035381,1688072,2697483,4172300,6224963,8812460,11262041,12415226,11803023,10007460,7857276,5810378,4082838,2751568,1797890,1145319,721016,453238,287573,185215,121519,81468,55480,38290,26557,18322,12527,8430,5566,3601,2278,1405,843,494,276,152,76,40,21,9,3"
un_sub_saharan_africa,1859,"25793,38111,54694,84339,121184,175831,260659,399118,632262,1028442,1680094,2688143,4161875,6214960,8804155,11271523,12458760,11876731,10087438,7924285,5858876,4113401,2768176,1806067,1150006,723911,455115,288706,185926,121941,81713,55625,38375,26602,18350,12543,8435,5568,3598,2276,1403,843,493,276,152,76,40,21,9,3"
un_sub_saharan_africa,1860,"26152,38592,55247,85019,122019,176783,261537,399513,631209,1024705,1673156,2678018,4149030,6199463,8786436,11268999,12492123,11941454,10160117,7990044,5908701,4147856,2792404,1822768,1160432,730170,458844,290829,187070,122539,82001,55753,38426,26609,18336,12518,8411,5540,3573,2256,1389,835,485,273,148,75,41,20,8,3"
un_sub_saharan_africa,1861,"26171,38546,55139,84859,121897,176668,261379,399196,630599,1024169,1675027,2686858,4171182,6238263,8828487,11294342,12514955,11964695,10186619,8021892,5938907,4171681,2807399,1831931,1166172,733688,460910,291956,187619,122768,82046,55720,38351,26528,18260,12449,8354,5499,3542,2232,1372,821,478,269,147,74,40,20,8,3"
un_sub_saharan_africa,1862,"27282,40242,57497,87910,125753,181568,267700,407636,642681,1043231,1708143,2747909,4281491,6418806,9028817,11387888,12456128,11830901,10076534,7950869,5903589,4161891,2808628,1836277,1170455,737090,463319,293638,188701,123499,82542,56056,38571,26672,18344,12494,8375,5506,3542,2229,1365,819,476,268,144,74,40,20,8,3"
un_sub_saharan_africa,1863,"27171,40318,57934,88722,126953,183129,269608,409825,644670,1044028,1706115,2740914,4265492,6388586,9007036,11403699,12522984,11914648,10148516,8000955,5937620,4190129,2830991,1852180,1181223,744217,468015,296697,190759,124904,83511,56743,39053,27017,18579,12654,8482,5576,3587,2254,1385,828,480,270,146,73,40,20,8,3"
un_sub_saharan_africa,1864,"29042,43836,63179,95658,135493,193211,281071,422213,656458,1051968,1702892,2712593,4187696,6228917,8778428,11230544,12507154,12051935,10343971,8194766,6093233,4296471,2900349,1896125,1207698,759572,476756,301654,193553,126546,84466,57339,39422,27245,18729,12761,8556,5628,3627,2285,1404,840,486,273,148,74,40,20,8,3"
un_sub_saharan_africa,1865,"29219,44537,64527,97729,138409,197148,286323,429188,665880,1065941,1726179,2756212,4271261,6381263,9003464,11404267,12524282,11932934,10216525,8115649,6055556,4277083,2888368,1888875,1204094,758333,476437,301870,193857,126882,84747,57556,39581,27355,18800,12802,8585,5650,3640,2291,1409,844,487,277,148,75,40,19,8,3"
un_sub_saharan_africa,1866,"28796,44054,63861,96746,137009,195105,283397,425010,659862,1057193,1713011,2736209,4243039,6346311,8983330,11424910,12588753,12023167,10311571,8200122,6117137,4313099,2908922,1902097,1212955,764289,480111,303907,194878,127273,84825,57465,39433,27197,18653,12678,8486,5574,3586,2253,1384,830,481,271,146,73,40,19,9,3"
un_sub_saharan_africa,1867,"28780,43926,63521,96202,136176,193879,281533,422096,655056,1049067,1698745,2710388,4195905,6261050,8865223,11363735,12644309,12172306,10473092,8334568,6214398,4378239,2948035,1922564,1222457,768355,481759,304409,194940,127182,84695,57352,39344,27130,18606,12644,8457,5554,3577,2242,1378,824,480,270,147,75,40,19,9,3"
un_sub_saharan_africa,1868,"28942,44198,63815,96528,136499,194150,281661,421924,654262,1047283,1695452,2704985,4188303,6251513,8862630,11386063,12695941,12250937,10557398,8401880,6260020,4404363,2961298,1928995,1225177,769301,481874,304141,194526,126786,84351,57085,39141,26981,18502,12571,8412,5527,3556,2237,1376,823,481,271,147,76,42,19,8,3"
un_sub_saharan_africa,1869,"28741,43950,63211,95341,134668,191558,278348,418024,650219,1043571,1692215,2701115,4183530,6249100,8875419,11427592,12761505,12327218,10633157,8465087,6303147,4428804,2972920,1933609,1226753,769732,481867,303857,194142,126409,84027,56832,38949,26839,18402,12508,8371,5503,3543,2231,1374,822,478,272,147,77,41,20,8,3"
un_sub_saharan_africa,1870,"29075,44452,63633,95587,134677,191155,277198,415475,645067,1033772,1675383,2674408,4144292,6195941,8819331,11416983,12829890,12473000,10792876,8580227,6376338,4471702,2991566,1938198,1225772,767345,479835,302446,193224,125788,83536,56414,38590,26539,18175,12344,8255,5420,3485,2191,1344,803,466,265,141,73,39,18,8,3"
un_sub_saharan_africa,1871,"27442,42158,60286,90767,128066,182156,264993,399072,623457,1005988,1642152,2636497,4105716,6160970,8802186,11465154,12948645,12632878,10954746,8695663,6437421,4495497,2993852,1932982,1220917,764082,478356,302072,193515,126425,84313,57203,39300,27146,18657,12684,8477,5553,3553,2219,1346,796,458,256,134,69,37,17,7,3"
un_sub_saharan_africa,1872,"26289,40413,57759,87033,123021,175461,256222,387687,608725,986811,1616801,2599796,4044121,6042873,8587333,11184270,12796639,12751026,11277802,9041245,6701405,4663301,3089799,1984406,1246119,774043,480949,301938,192608,125308,83076,55890,37992,25942,17625,11863,7859,5110,3248,2019,1220,722,415,236,124,64,35,17,6,3"
un_sub_saharan_africa,1873,"26083,40099,57307,86329,122016,174075,254337,385160,605482,983158,1614946,2604169,4061776,6077405,8644710,11296444,12941208,12853480,11332510,9067731,6702842,4648850,3070719,1965640,1232119,764290,474374,297505,189662,123368,81816,55090,37498,25659,17477,11805,7856,5126,3275,2051,1251,746,436,250,134,71,37,17,8,4"
un_sub_saharan_africa,1874,"25217,38067,54090,81852,116229,166902,245163,373074,589125,961247,1587128,2572643,4035005,6068068,8662311,11372959,13099613,13035597,11469372,9150709,6730514,4642957,3057113,1952294,1222039,757831,470387,295166,188290,122638,81554,55121,37676,25888,17701,12000,8012,5253,3378,2128,1305,785,461,268,146,80,41,22,9,5"
un_sub_saharan_africa,1875,"24268,35892,50795,77336,110517,160035,236369,361168,572001,936359,1552483,2528523,3981645,6000509,8573171,11293214,13154952,13234355,11723147,9370053,6856243,4695012,3076487,1957243,1220990,754903,466705,291412,184760,119627,79246,53483,36603,25237,17343,11842,7963,5270,3421,2177,1354,826,488,288,157,86,46,22,10,3"
un_sub_saharan_africa,1876,"23685,34796,49148,75038,107556,156453,231700,354735,562540,922421,1532395,2502431,3949578,5966272,8544052,11276468,13182333,13331642,11861600,9510514,6954024,4757984,3116982,1981015,1234733,762860,471147,293799,186018,120223,79520,53580,36636,25239,17342,11839,7967,5273,3423,2179,1356,826,490,287,155,84,44,21,9,3"
un_sub_saharan_africa,1877,"22923,33720,48163,73945,106615,155506,230728,353394,560322,918429,1525204,2490539,3932484,5950483,8565805,11367720,13331869,13477165,11952344,9548153,6967607,4760819,3117397,1980161,1232629,759836,467479,290035,182447,117167,77013,51612,35178,24203,16635,11377,7679,5101,3327,2131,1333,816,484,286,157,85,43,22,9,3"
