global,time,income_mountain_50bracket_shape_for_log
world,2031,"6258,16563,29280,47920,76184,120354,188446,303257,499146,843129,1462633,2576691,4563348,7815681,13341850,22833908,39207133,68304239,114201747,178937338,270856253,412559490,616070069,817800553,903357693,851953081,761138429,687285684,612774909,524792425,442623175,372446098,299060845,219707285,147181432,90224850,50211709,25316388,12271930,5992907,2975191,1515539,864057,470186,178323,54541,21546,10676,5553,2820"
world,2032,"6385,16518,29576,49408,79043,124895,195623,315414,518280,873217,1508714,2643545,4627334,7792134,13151181,22320401,38167033,66546831,111913173,175760511,265223726,401403467,600132810,808497225,910270106,868934581,775615493,697860554,623871917,536447723,452836927,381075750,306757082,226497282,152538373,94033915,52781444,26767153,12995342,6336048,3146674,1595841,903702,498560,194907,60016,23280,11437,5949,3020"
world,2033,"6120,16192,29357,49710,80011,126799,199370,322053,528673,888659,1529594,2668507,4634748,7726767,12941259,21849331,37246914,64950699,109834307,173014180,260545761,392138882,586463746,799793264,916401369,885440121,790468599,708405169,633798871,546389319,461273873,388365225,313736467,233092126,157900339,97927809,55450576,28304521,13766974,6700951,3326055,1679196,943471,527235,212753,65989,25117,12280,6395,3277"
world,2034,"5737,15682,28735,49202,79648,126469,198946,321072,526265,882790,1515515,2637834,4569609,7588711,12660568,21334854,36310833,63333671,107713429,170380065,256484980,384321617,574587178,791186936,920716512,900063234,804354030,718340689,643122093,555996917,469542863,395536786,320740659,239931617,163611260,102194258,58429884,30080916,14685783,7144784,3545658,1782850,992406,560517,233888,73386,27483,13383,6963,3592"
world,2035,"5610,14809,27988,48620,79066,125548,197218,317556,519427,869273,1488589,2585671,4479237,7434913,12378382,20850601,35437711,61789563,105645686,167922499,252959280,377681367,564390130,783235957,924190310,913632141,817863292,728285729,652179651,565124486,477214126,402090750,327231992,246471241,169141281,106350341,61335705,31826533,15587680,7581354,3763334,1886866,1040621,593262,255772,81155,29913,14486,7544,3924"
world,2036,"5353,14067,27187,47966,78510,124629,195386,313436,511265,852943,1456459,2524317,4377000,7276066,12100083,20389773,34617082,60307122,103576105,165423405,249496683,371391367,554619986,775123072,926892175,926736353,831529325,738280885,660855511,573879708,484749042,408510079,333687631,253029987,174734209,110577062,64275547,33595714,16498743,8020426,3980447,1991171,1088385,625598,278510,89649,32600,15693,8190,4291"
world,2037,"5092,13131,26194,46846,77215,122815,192491,308139,501959,835841,1424147,2463643,4276194,7124194,11833930,19948105,33831385,58862044,101493199,162936388,246255640,365644466,545323510,766752483,928503570,938970988,845085453,748352148,669344335,582361992,492055044,414606502,339882347,259456748,180419241,115048665,67488434,35613398,17573018,8549202,4239379,2115265,1144137,660461,302926,98991,35378,16912,8858,4676"
world,2038,"4884,12253,25235,45863,76253,121451,189992,302813,491798,816376,1387358,2396412,4164601,6960265,11555764,19493893,33043588,57424074,99383965,160455709,243192074,360339502,536254861,757866445,929055639,950633891,858935897,758793896,677644937,590575768,499367953,420718781,346136716,265977021,186253135,119575077,70626630,37529388,18570716,9029963,4475165,2232016,1196922,693480,327548,109061,38358,18020,9347,4898"
world,2039,"4733,11351,24177,44711,75147,119862,187192,296905,480666,795126,1347008,2322941,4041204,6780902,11261526,19024490,32256766,56003204,97241778,157929538,240139752,355230179,527279319,748497332,928459169,961438731,872694183,769474451,686186959,598979943,506893755,426854642,352276580,272368314,192046382,124164540,73895137,39623126,19708287,9596568,4754574,2369934,1259151,730404,354737,120819,41942,19448,10068,5322"
world,2040,"4579,10626,23087,43241,73675,117947,184212,291031,469924,774888,1308791,2253163,3921106,6603003,10966155,18541167,31450513,54542804,94971201,155169649,236835088,350017765,518392561,738972346,927208724,971743399,886581439,780484995,694780370,607379536,514548078,433076453,358410103,278747345,197879512,128815818,77205056,41751718,20862754,10170891,5032868,2506789,1319980,765217,381066,132527,45276,20652,10686,5669"
world,2041,"4441,9748,22039,41416,71128,114572,179328,282753,455889,750065,1264215,2174436,3787748,6407413,10653841,18041753,30648082,53116288,92724359,152443409,233574500,344961454,509529019,729167526,925351737,981862835,901120566,791852713,703212497,615473778,522069983,439152405,364257769,284940489,203651473,133458169,80485191,43902962,22029740,10750637,5311162,2644558,1381613,799617,408053,145570,49133,21963,11319,5985"
world,2042,"4336,8996,21075,39882,69236,112228,175933,276615,444996,729978,1227545,2109267,3674443,6239167,10380514,17587404,29901796,51749742,90483215,149682882,230339625,340181655,501182349,719365731,922420140,990624818,915018731,803256087,711644779,623468545,529534684,445297007,370207351,291215253,209583294,138270388,83911907,46165698,23273115,11371141,5608194,2792197,1447768,834761,435289,159383,53171,23285,11949,6319"
world,2043,"4206,8238,20043,38096,66527,108341,170219,267246,429899,704794,1184742,2036388,3550845,6058440,10096447,17124421,29163997,50425211,88285411,146919668,227049550,335310278,492616810,708890050,918525781,998992661,929494585,815448678,720421409,631359626,536676712,450937271,375681635,297294156,215623078,143319678,87578639,48638102,24660948,12078171,5952624,2965892,1527629,875756,465516,175440,58238,25045,12819,6787"
world,2044,"4076,7796,19032,36394,63962,104795,165216,259218,416768,682320,1145423,1967392,3430390,5878603,9815846,16666946,28444739,49147963,86127476,144189596,223852386,330682141,484470815,698311009,913355668,1005823719,943293481,827617719,729406991,639574438,544280304,457025305,381350769,303382103,221681838,148342689,91181572,51100961,26044118,12771106,6286956,3134248,1605404,915470,495926,192736,63810,26856,13601,7185"
world,2045,"3954,7130,18063,34600,61394,101247,159991,250956,403422,660199,1107636,1901946,3315536,5704592,9541668,16208265,27707391,47837506,83888167,141285347,220436395,326012101,476527734,687634817,907172224,1011648575,957000201,840218717,738747562,648143169,552304065,463373644,387117967,309408521,227561414,153194988,94694791,53515730,27435384,13474677,6621698,3298699,1679137,950558,522911,208768,68555,28087,14156,7482"
world,2046,"3834,6510,17119,33095,59565,99049,156908,245639,393679,642353,1074691,1841801,3206612,5536123,9276844,15762892,26988884,46564622,81674841,138340873,216882026,321175042,468508547,676697778,900030516,1016566610,970749794,853189731,748141947,656324120,559895471,469511826,392747155,315495058,233828778,158491823,98575249,56193142,29001310,14271527,7010260,3495288,1772177,995341,554983,228617,75226,30092,15012,7904"
world,2047,"3722,5989,16236,31467,57133,96119,153055,239459,383025,623721,1041570,1782694,3101487,5374298,9027797,15346785,26328848,45403990,79615897,135570044,213629344,316879918,461155384,666035837,892118691,1020302711,984055901,866065787,757263984,663955960,567146965,475565401,398235113,321417612,240005570,163834721,102599676,58992022,30680195,15153523,7447879,3716955,1877319,1044592,588561,250038,82733,32482,16098,8472"
world,2048,"3612,5708,15353,30069,55082,93214,148933,232997,372082,605052,1008835,1724459,2997749,5210164,8775409,14920649,25647605,44224142,77507809,132610433,210063592,312321242,453802109,655482943,883790254,1023161871,996785728,879005570,766716604,671969204,574726142,481809543,403696914,327252276,246220503,169247817,106705925,61852838,32399482,16029648,7872201,3928823,1977372,1089770,619471,271147,90305,34825,17116,9017"
world,2049,"3504,5389,14299,28268,51202,87337,140757,221188,353846,576475,962172,1646379,2866453,5006485,8473139,14434226,24899271,43000532,75382841,129619630,206541523,307986965,446838023,644958922,874467340,1024452143,1008727847,892195340,776815730,680518122,582726069,488330122,409104295,332918798,252231557,174582036,110825116,64748700,34184075,16964347,8328977,4156726,2086809,1139835,652749,294287,98946,37491,18224,9569"
world,2050,"3397,5093,13284,26882,48820,83949,136115,213975,341405,555057,924433,1579489,2749300,4818033,8189790,13971573,24178200,41818894,73307061,126564131,202796523,303369105,439724333,634180352,864405058,1024688593,1020506308,906096276,787467117,689043384,590511367,494858219,414435266,338554418,258370227,180087553,115083822,67696040,35999256,17903908,8791123,4394300,2207147,1195800,688680,320251,109702,40952,19563,10155"
world,2051,"3293,4847,12312,25535,46162,79931,130474,205401,327339,532160,885667,1512632,2635737,4638524,7928565,13551779,23525780,40740855,71356472,123591688,199177609,299099961,433305890,624085050,854816122,1024882342,1032177613,919925996,797777399,696710007,597357286,500659102,419166475,343831975,264239506,185567394,119457845,70747056,37901897,18906774,9277718,4631344,2319630,1243542,717525,341792,117915,42823,20087,10384"
world,2052,"3189,4677,11364,24378,44426,77431,127124,200291,318146,516049,856643,1460084,2544306,4490399,7711372,13186528,22932359,39755895,69538921,120710517,195612235,294789685,426797634,613543122,844115757,1023642038,1043099690,933773892,808503683,704843050,604832961,507112687,424291865,349150834,270025300,190929529,123694745,73653906,39726064,19872499,9752067,4871244,2442551,1299886,751553,367591,129236,46138,21144,10785"
world,2053,"3090,4512,10633,23358,42988,74955,123701,195154,309203,500542,828878,1409821,2455845,4342051,7487980,12810270,22306812,38714494,67638253,117661589,191804953,290321526,420349011,603073221,832803386,1020836464,1052632976,947420368,819543685,713114904,612102133,513376763,429236937,354332560,275871625,196706977,128611938,77301302,42207628,21258652,10464454,5228421,2622169,1383904,798501,399848,143854,50922,23069,11788"
world,2054,"2994,4359,9719,22363,41776,72881,120703,190425,300592,485310,801098,1358808,2364272,4183752,7242999,12397983,21613418,37582550,65640160,114451858,187754222,285526677,413731417,592395688,820879122,1016829926,1061338693,961083776,830847114,721605058,619726050,520171125,434711079,359914699,281966703,202640387,133597388,80964817,44717009,22674073,11188945,5585854,2799549,1464899,842064,430882,158871,55813,25014,12852"
world,2055,"2901,4215,8878,21275,40170,70310,117023,184937,291244,469543,773485,1309375,2276447,4031271,7007249,12004162,20942805,36484517,63692233,111252441,183674615,280765305,407517004,582611178,809475508,1012063207,1068875857,974392921,842482563,730409435,627701972,527178147,440177147,365154550,287658005,208253487,138273261,84372239,47015212,23971375,11843647,5906005,2960215,1537715,880246,459439,173510,60372,26617,13627"
world,2056,"2843,4134,8240,20313,38730,67940,113644,179995,282785,454833,747159,1262350,2193337,3884088,6772701,11610588,20263866,35375156,61762134,108081722,179628163,276025308,401202590,572590325,797451081,1006640172,1076287922,988527268,854669204,739205714,635240257,533758475,445232539,370025084,293167496,213935322,143151423,87968587,49487319,25382724,12561213,6260526,3141321,1622514,924163,491142,190518,65964,28546,14489"
world,2057,"2753,3999,7758,19315,37773,66870,112648,178662,279507,447512,731372,1229723,2128538,3759714,6568385,11261543,19649937,34356982,59945680,104990979,175540818,271194209,394932979,562970000,785911624,1000798257,1082584526,1001670236,866330951,747778591,642867801,540690268,450761094,375230491,298755128,219526851,147861190,91443592,51873766,26763251,13260767,6600999,3312298,1700844,963457,520784,207513,71610,30454,15372"
world,2058,"2667,3875,7074,18684,38220,67671,113684,179577,278839,443108,719258,1202020,2071027,3646936,6381739,10942120,19080640,33410545,58249074,102009809,171448821,266276253,388689316,553534816,773976385,993652398,1087826335,1015048666,878518220,756579465,650297449,547352620,456076174,380200450,304299492,225265810,152793278,95124890,54407437,28267908,14033840,6982422,3508355,1793869,1008644,552661,226232,77965,32549,16314"
world,2059,"2581,3748,6439,18445,39609,69888,116209,182086,279980,440517,708671,1175218,2013041,3530592,6185417,10608117,18486949,32432427,56565236,99097553,167445682,261414744,382431261,543950311,761287012,985059140,1091936430,1028620013,891830225,766747594,658951296,554886419,461773604,384918626,309220165,230266227,157116061,98449046,56745691,29689957,14772514,7345230,3692284,1880026,1049333,581918,244514,84102,34409,17162"
world,2060,"2496,3627,5893,18297,42274,74504,122095,189021,286647,444723,706643,1159215,1967483,3426721,5995324,10275456,17888797,31431389,54845654,96103428,163231219,256350597,376178345,534741511,748877785,975777757,1094876444,1041728864,905351806,776904414,667363048,562024725,467085450,389302488,314055984,235589864,161945632,102270737,59456498,31364684,15665120,7795786,3925865,1994195,1104028,617947,267021,92458,37408,18639"
world,2061,"2446,3570,5705,18456,46131,81332,131157,200518,299760,457559,716249,1159557,1946524,3359595,5849683,9996155,17346019,30462798,53129196,93102539,158905651,251061423,369808535,525735874,736704315,965950420,1096674413,1054024502,918400575,786971232,675805154,569631855,473008626,394028487,318858820,240699125,166658431,106138494,62337936,33225977,16680698,8308501,4182928,2116695,1161309,654926,290664,101182,40487,20233"
world,2062,"2365,3458,5385,17553,48514,86759,138656,210181,310647,467550,722259,1154618,1916377,3277154,5681267,9690829,16781712,29491219,51476744,90267421,154815028,246132588,363981334,517566087,725216859,955872492,1097493594,1066073204,931596465,796549454,683328521,576616984,478960912,399010297,323963087,245950200,171314319,109785734,64902231,34835439,17539154,8729876,4391809,2214981,1204782,683829,311036,108525,42620,21216"
world,2063,"2288,3345,5087,16302,49913,90701,144448,217820,319106,474780,725529,1147400,1885932,3199668,5525858,9413322,16266020,28598086,49939599,87547797,150728512,241088220,357951605,509133321,713276034,944955488,1097183809,1078024954,945587757,807286512,691451021,583399881,484217262,403076355,328434348,251071015,176204950,113815533,67829563,36753505,18574574,9252441,4656840,2344662,1264031,720805,337140,119428,46265,22768"
world,2064,"2214,3239,4889,14668,49010,90919,144941,218568,319199,472134,717343,1127496,1842289,3110517,5360389,9130036,15752208,27720780,48445645,84889017,146574025,235826504,351716220,500638356,701099053,933251160,1095432034,1088341908,958884320,818024639,699907067,590943418,490420215,407912962,333440083,256452612,181281165,117984539,70864132,38743327,19687561,9826368,4950242,2490953,1331476,760664,364554,130884,49929,24238"
world,2065,"2141,3137,4681,12972,46816,88130,140761,213147,311653,460230,698028,1094365,1782903,3003490,5172432,8819940,15206524,26798209,46912398,82231920,142428762,230572795,345438196,491908486,688077992,920197471,1092417850,1098731460,973668862,830701419,709537589,599074749,496895967,412637791,338095804,261350780,185892356,121778559,73607850,40555118,20671386,10315806,5191456,2608769,1383070,791115,387612,140604,52496,25082"
world,2066,"2068,3032,4505,11733,46980,89819,143035,216014,314360,460716,693444,1078573,1744395,2922317,5016525,8550994,14716663,25943299,45479801,79728360,138467777,225549814,339619717,484193291,676627357,908075806,1088785438,1107779431,987358463,842517611,718538106,606576534,502958023,416877775,342158211,265812792,190367609,125688356,76637685,42690809,21903844,10956972,5506155,2760698,1450974,829345,415412,153480,56901,27131"
world,2067,"2002,2931,4346,10246,45452,89780,143467,216788,314546,458204,685209,1058312,1700153,2833657,4849260,8263283,14196444,25037500,44002481,77192160,134328249,220113066,333168034,475891623,664445127,894771614,1083390557,1115355846,1000642626,854435808,727964697,614910056,510136821,422329161,347186225,271105278,195467879,129954654,79765497,44818375,23135870,11600256,5832193,2928618,1529217,871740,445807,168284,61683,28876"
world,2068,"1956,2886,4289,9311,43774,89378,142994,216379,313569,454720,676525,1038923,1660998,2759674,4711903,8025849,13758584,24233315,42622226,74748097,130260985,214719899,326804300,467914086,652720283,881357866,1077094743,1122411306,1014038448,866778116,737603147,623471387,517548254,427943640,352037218,275896248,199992085,133740269,82635233,46793644,24310739,12222388,6140551,3083896,1600342,909727,474016,182776,66463,30835"
world,2069,"1886,2792,4147,8423,39903,84922,136735,208123,302559,438711,652283,999963,1595480,2646561,4514541,7702347,13207494,23296831,41117114,72247866,126263036,209548472,320791669,460382932,641576603,868301154,1070349812,1128405600,1026822298,878323887,746333971,631000812,524263096,433264854,357098543,281336577,205371924,138301835,85996391,49085583,25637832,12907736,6480135,3256841,1680123,950095,503142,198298,71523,32655"
world,2070,"1821,2698,3999,7890,36362,81176,131768,201653,293847,425719,631919,966273,1537854,2546588,4339713,7416620,12717220,22442631,39721684,69896571,122424818,204493882,314895043,453189702,631413114,856336810,1063744065,1134035785,1040190284,890514345,755197166,638140166,530340999,437840650,361364613,286107111,210216801,142403425,88944872,51045659,26762364,13477536,6764437,3408072,1751591,985691,530177,213850,76525,34136"
world,2071,"1752,2610,3866,7192,33344,77966,127447,196000,286324,414798,615123,938709,1490433,2462591,4188638,7163899,12278781,21676172,38462038,67742487,118765279,199467480,308753719,445490966,620479911,842999986,1054954510,1137590140,1052425271,902678742,765011430,646743235,537869948,443472924,365996020,290907498,215044408,146627132,92204369,53330763,28132881,14206167,7126666,3591800,1837410,1027062,559204,230624,81948,35837"
world,2072,"1692,2518,3736,6564,30541,75560,124701,192482,281686,407452,602534,916248,1449229,2386718,4050581,6936359,11891889,20999968,37349315,65807877,115362402,194586657,302576539,437449335,608421590,827029258,1042611566,1139038836,1065693657,917212587,776608689,655581845,545005780,448690387,370524670,295973569,220463960,151520209,96041643,56093943,29846042,15138425,7606520,3840730,1958092,1085758,597310,253013,89950,38527"
world,2073,"1624,2432,3613,6018,26551,68107,113910,177790,262725,382408,568190,867208,1375910,2272487,3867055,6652517,11438098,20247036,36163749,63835288,111961460,189778049,296738525,430158220,597852398,812863097,1031302695,1139891715,1077424462,930222949,787312691,664427963,552515811,454404563,375220336,300789574,225401525,155888166,99460102,58544885,31385569,15983148,8036429,4061554,2064580,1136332,630706,273610,97062,40757"
world,2074,"1563,2349,3491,5734,22838,59904,101756,160983,241249,354579,530715,814948,1299466,2155368,3682104,6368195,10991309,19509600,35008955,61931829,108625112,184860097,290829298,423270539,588504940,800341353,1020777375,1140223758,1088209603,942101199,796878871,672176168,559106743,459509103,379457592,305458976,230633508,160762738,103346965,61338110,33137625,16931982,8520822,4312433,2188318,1195127,667957,297089,105587,43428"
world,2075,"1505,2277,3398,5447,19632,53136,91863,146973,222854,329841,495803,763928,1221178,2031039,3482496,6051413,10474366,18620106,33552456,59626036,104940068,179602245,284511770,415900350,578804675,787324555,1009205735,1139118179,1098330825,954565940,807337310,680959884,566859271,465730426,384446262,310380437,235803293,165510752,107187259,64136788,34930726,17914331,9022938,4570458,2314985,1253956,704611,321316,114907,46417"
world,2076,"1447,2199,3281,5142,17345,48819,85666,137901,210840,313255,471410,726811,1161521,1931640,3315567,5783814,10049436,17904917,32395810,57747048,101827106,175007579,278991662,409735915,570885560,776080940,997978611,1136551393,1106701874,965760948,816910290,689196995,574075004,471470181,388865706,314767384,240532130,169903804,110811209,66829399,36714044,18890910,9526584,4829991,2443297,1313146,741741,347548,125932,50069"
world,2077,"1395,2117,3168,4936,15536,46866,83715,135009,207275,307996,462202,710362,1130501,1872520,3205418,5589016,9709124,17270636,31287446,55856295,98553491,169936672,272688141,402522051,561808043,763663050,986141367,1134160874,1116128272,978152986,827133710,697039287,580592661,476897331,393288782,319539338,245663848,174743334,114794038,69779244,38703737,20028822,10126222,5140395,2600572,1387945,786091,377506,139014,54735"
world,2078,"1341,2040,3062,4712,13662,43233,78313,127606,198242,296439,445849,685960,1090867,1804098,3085883,5382902,9358316,16630915,30181204,54003053,95393549,165024541,266614269,395729328,553288401,751411739,973250876,1129662724,1124035228,990527351,838009552,705614525,587790968,482852036,397941878,324268261,250715980,179529316,118757645,72626434,40582118,21097308,10689324,5432553,2750685,1458449,826592,405588,151439,58766"
world,2079,"1288,1969,2957,4521,12273,39842,73292,119993,188247,283087,426728,657918,1047141,1732692,2967619,5188272,9039662,16054811,29174232,52309564,92444784,160223663,260415096,388706703,544691785,739486750,960663853,1125145927,1131780082,1002906424,848488531,713643266,594485427,488894378,402999736,329317420,255957656,184290750,122515917,75205260,42211912,22001993,11158055,5679355,2883514,1521954,863503,433063,164617,63111"
world,2080,"1239,1896,2854,4355,10756,34777,64268,106401,170047,259001,394268,613391,983003,1634912,2813353,4944195,8664672,15440501,28160858,50683291,89781510,155912910,254745455,381841850,535596649,726006495,945879557,1117608688,1137161017,1015042282,860376630,723529412,602998753,495975544,408316311,334176729,260873284,188971792,126547028,78256766,44342202,23257038,11837309,6038823,3074747,1615127,914292,467559,181873,69409"
world,2081,"1192,1825,2754,4196,9503,30073,56155,94254,153994,238031,366065,574472,926155,1547269,2673173,4716682,8300159,14813022,27083953,48920867,86830208,151140136,248443013,374496288,526838262,714123184,932759791,1110756784,1142308686,1026770579,871768627,732457001,610376326,502144200,413085233,338853664,265992919,194113501,131000100,81588558,46690192,24634757,12569483,6414983,3270715,1708997,963730,501407,199183,75395"
world,2082,"1143,1757,2655,4038,8573,27507,52286,88213,145787,226908,349997,550247,887276,1482203,2561648,4524503,7978619,14233141,26041068,47182311,83913578,146342251,241885505,366552843,517214474,701348691,918678406,1103204794,1147504947,1039498722,884440362,742977442,619218559,509390705,418392260,343427457,270579468,198390195,134644678,84363187,48570701,25773742,13186748,6725016,3426656,1780268,1000044,527671,212956,79702"
world,2083,"1100,1689,2563,3890,7977,26029,50820,85733,142443,222292,342469,537184,863009,1436084,2474612,4364811,7706023,13741505,25153371,45684283,81355741,142040750,235821662,359258315,508601560,689937522,904881498,1094099324,1150581902,1050708699,895664862,751796749,626470348,515612183,423467318,348442001,276088008,203842893,139280157,87755572,50900750,27146946,13918242,7099802,3623887,1875746,1048674,561102,231582,86489"
world,2084,"1060,1674,2599,3987,7701,25056,50026,84253,140175,219212,337348,527135,842718,1397822,2407651,4247713,7498064,13344404,24373951,44273982,78954803,138009646,230060352,352083267,499732589,677692730,889673540,1083467415,1152711315,1062761642,908563275,762096015,634728391,522313966,428307459,352808755,280872941,208730029,143602579,91042075,53220751,28548597,14676669,7487586,3824645,1972572,1096808,594022,250994,93645"
world,2085,"1022,1602,2505,3843,7041,23616,48618,82141,137137,214878,330311,514981,820444,1355924,2328349,4102834,7256568,12913443,23582592,42918917,76674946,134205309,224605256,345286072,491038790,665543482,874183444,1071551461,1153393888,1073665174,920893211,772305791,643233205,529323093,433399916,357169191,285606483,213865770,148327135,94755605,55918771,30232343,15597014,7980525,4091722,2106127,1162264,635855,276205,103990"
world,2086,"988,1533,2415,3711,6448,20943,43190,73659,125006,198767,308670,484947,776838,1288527,2218330,3919521,6963143,12418927,22709212,41447369,74239597,130202032,218663102,337790289,481913895,653643495,859326320,1059499789,1152701583,1083572465,932880126,783145676,652871474,537613734,439729730,362356264,290665342,218837964,152635156,98104106,58316349,31733433,16412862,8400075,4314311,2218969,1218712,673100,299374,112922"
world,2087,"954,1462,2326,3584,6446,20333,41982,71406,120831,192829,299416,469812,751551,1244831,2140567,3781592,6727784,11993347,21915115,40073715,71866961,126285328,212970512,330904462,473653197,643058198,845709412,1047363856,1150997695,1092869928,944716078,793631967,661715116,545075965,445527826,367038942,295356903,223688929,156946304,101491854,60697205,33183639,17167247,8770838,4500450,2306566,1257659,699092,316798,118752"
world,2088,"922,1396,2240,3459,6217,19457,41209,70220,118212,189021,293260,459083,732764,1210267,2075458,3662229,6524360,11634938,21254530,38936989,69885549,122963675,207963284,324877936,466734689,634382304,833800367,1035613756,1148607431,1101596900,955971084,803176210,669293555,551072161,450006733,370346547,299006185,227903057,160982626,104913359,63278951,34918394,18146712,9282236,4768557,2441382,1322244,738723,342056,128519"
world,2089,"892,1335,2165,3371,5871,17628,37107,63858,108846,177091,277509,436971,700058,1158140,1988299,3515581,6282874,11207850,20447644,37498559,67377363,118789527,201510129,316688167,457243028,623294462,820623463,1024127358,1146692626,1111020101,969253315,815135706,679041525,558819879,455755541,374631465,303279583,232368645,164968157,107990804,65378306,36258253,18891119,9683361,4993218,2561012,1379360,774477,367309,139578"
world,2090,"860,1273,2085,3254,5566,15868,33589,58436,100515,166346,263033,416066,668692,1107616,1902688,3367626,6030329,10764207,19626121,36071438,64985342,114926075,195539872,309033884,448074599,612265189,807341015,1012399137,1144460581,1120380210,981901861,826061408,687798395,566000104,461497503,378974501,307605530,236750012,168973536,111317056,67846001,37913240,19870733,10216902,5277832,2709236,1451600,817357,395826,152109"
world,2091,"833,1216,2003,3137,5456,16265,34606,59812,101051,166306,261428,410880,657226,1083389,1853074,3271369,5853265,10434252,18965428,34834261,62760301,111239634,189901026,301789867,439668527,602162730,794186187,999121741,1139366647,1127025765,993185865,836738062,696789800,573768255,467911359,383894000,312392620,241633648,173495300,115060231,70559592,39703925,20889679,10761993,5567529,2859889,1523136,858628,424908,166349"
world,2092,"804,1172,2003,3195,5542,16415,35466,61281,102188,167694,262864,410698,652551,1068610,1820387,3211269,5742655,10203344,18450718,33755251,60643293,107512836,184090064,294127554,430634989,591179978,780261195,984958143,1133400779,1134012777,1006300715,849415019,707051506,581916032,474067791,388159539,316415271,245952679,177683427,118666274,73249666,41564987,21988684,11348683,5872618,3020401,1601875,903257,454977,180068"
world,2093,"776,1142,2056,3373,5770,16239,35797,62087,102856,169235,265466,412685,650833,1058091,1796739,3172771,5669184,10018604,17986622,32706872,58528036,103710380,178233858,286706683,422328728,581512245,768036404,971954776,1126834704,1138899511,1017215081,860185657,715829408,589218735,480057264,392784585,321006491,250884177,182456551,122735347,76263301,43642466,23214668,11999771,6207420,3194647,1685845,949097,486297,195514"
world,2094,"752,1084,1972,3252,5488,15623,35379,61645,101419,166732,261282,404907,636358,1029745,1741385,3068089,5486310,9702917,17395455,31631139,56627226,100358647,172861286,279440569,413688310,571087830,754861345,958019364,1119354907,1143662400,1029187634,872689136,726301903,597707132,486404150,396976858,324679966,254905613,186576588,126437375,79123623,45669476,24433777,12659811,6546843,3369260,1768579,993304,517416,211763"
world,2095,"724,1026,1889,3137,5215,14876,34598,60689,99397,163416,256072,395828,620412,999727,1683958,2960448,5297992,9383727,16811294,30574158,54776325,97006769,167430778,272166182,405346529,561534040,742971741,944635466,1110707546,1145959163,1038760985,883299806,735419832,605375522,492786309,401876413,329498387,260149713,191798828,131006575,82568177,48039071,25837527,13412317,6935515,3571573,1865562,1042906,550736,229721"
world,2096,"702,973,1804,3023,4982,13913,33247,59007,96290,158638,249170,384808,602082,966808,1623278,2848844,5103146,9054333,16210161,29485012,52896509,93705386,162216307,265039790,396880028,551124032,729502360,929964746,1101720813,1148981164,1050273754,895726420,745865924,613575019,499167507,406473329,333548252,264455413,196158284,135022815,85881822,50514546,27334495,14229050,7362402,3802187,1982034,1103056,589419,251041"
world,2097,"676,923,1722,2911,4778,13023,32343,58090,94550,155698,244580,376794,587745,939728,1570649,2747019,4917531,8734690,15625742,28439177,51162012,90786002,157574397,258806135,389526141,542077278,717727917,916132685,1091492596,1149675378,1059855902,906762615,755390242,621857461,506146159,411753761,338144617,269152845,200498996,138613290,88624484,52413451,28498476,14864560,7684667,3968221,2060628,1140882,615434,266012"
world,2098,"653,885,1678,2902,4777,12215,31505,57226,93096,153279,241319,371298,576948,917651,1527171,2665643,4770764,8469359,15105266,27428607,49352383,87582632,152336432,251396593,380685692,531722597,704656046,900209768,1078357637,1148561476,1069981670,919881773,767658026,632291803,514477485,417508311,342564451,273778838,205232777,142857166,91981563,54818025,30000089,15698020,8118398,4191625,2166357,1189801,646294,284070"
world,2099,"634,849,1624,2884,4779,11682,30907,56735,92179,151519,238905,366945,567851,898363,1488728,2593526,4643216,8248331,14682603,26599401,47849284,84867451,147772897,244690855,372504525,522089794,693002804,886566451,1066613604,1146604054,1077901486,930858028,778287361,641873932,522495643,423459436,347109494,278158384,209565830,146586523,94898498,56943817,31354025,16453995,8516065,4404029,2273775,1243162,681303,305836"
world,2100,"610,819,1552,2845,4755,11604,31102,57497,93465,152553,239934,366801,563895,885344,1456943,2526614,4517867,8015512,14200710,25616856,46021439,81571933,142398903,236976515,363458906,512130587,681597406,872924565,1054530074,1144450601,1086541318,942924736,789148009,650698360,529190750,428381811,351445736,283115820,214921671,151358184,98667599,59665296,33065305,17386293,9010611,4671560,2409479,1307997,720882,330746"
