main_religion_2008,time,income_mountain_50bracket_shape_for_log
eastern_religions,2046,"0,0,0,49,121,265,644,1383,2236,3419,5272,8230,13069,21170,35892,67893,151830,369605,1003876,3103145,10278504,32599643,90623764,206753473,358480443,449859440,443761067,390524292,353203260,322117262,273354239,210829175,147273897,91772743,53363078,30013075,16150217,8118253,3545182,1408176,623058,355911,192000,84061,40053,20662,10529,5316,2701,1379"
eastern_religions,2047,"0,0,0,41,113,250,605,1346,2206,3366,5200,8107,12858,20781,35057,65412,143956,347620,932795,2859235,9444417,30144775,84700925,196488482,348472406,447158558,447541049,394303147,354704164,323813086,276646040,214825692,151355043,95118983,55575493,31315441,16938983,8611665,3819888,1536361,672960,379271,207145,91604,43076,22059,11144,5574,2829,1456"
eastern_religions,2048,"0,0,0,35,107,246,619,1403,2339,3606,5601,8778,13959,22506,37532,68170,144354,338620,881888,2646541,8674412,27843500,79080250,186618017,338288306,443786443,450372242,397706094,356120785,325561102,280084706,218968133,155594978,98650096,57883502,32625373,17693336,9048557,4045214,1628342,699144,388226,214742,95500,44107,22420,11268,5606,2850,1478"
eastern_religions,2049,"0,0,0,32,100,243,589,1354,2284,3533,5479,8588,13641,21942,36481,65608,136775,317985,817418,2433226,7954707,25689044,73703495,176754419,327317219,439463527,452819542,401552259,358012925,327394147,283412239,222994587,159708782,102171665,60213825,34005893,18534522,9559376,4330950,1761663,747444,408750,229127,103742,47563,24133,12151,6035,3058,1582"
eastern_religions,2050,"0,0,0,26,94,237,604,1393,2390,3711,5786,9092,14428,23074,37832,66345,133715,302804,757583,2220674,7237266,23577594,68448553,166916740,315813960,434327478,454813108,405655909,360146173,329186765,286651291,227161382,163957765,105874463,62653318,35444401,19389934,10053828,4597999,1877413,784158,420799,238011,108996,49225,24735,12366,6084,3068,1593"
eastern_religions,2051,"0,0,0,21,89,219,566,1269,2165,3399,5373,8567,13802,22360,37022,64925,129651,291507,719463,2075220,6690105,21813167,63823508,157957695,305086071,429622632,456999760,409905926,362138794,330320365,288979823,230439222,167403794,109102321,64805793,36736723,20192985,10537725,4880444,2014491,838222,444002,253559,118492,53313,26746,13348,6532,3286,1713"
eastern_religions,2052,"0,0,0,15,85,218,568,1280,2228,3521,5574,8896,14359,23294,38583,67137,131359,289351,696395,1954767,6190726,20084550,59118881,148605904,293436301,423892448,458714357,414299802,364517957,331765781,291628322,234047400,171130607,112479226,67068632,38104132,21025752,11027067,5163960,2148670,886257,461152,265371,126291,56408,28179,14036,6833,3409,1765"
eastern_religions,2053,"0,0,0,14,80,217,589,1342,2381,3800,6052,9678,15602,25240,41462,70907,134457,287053,668942,1825579,5702644,18506589,54865747,139803174,281706354,417194716,459394983,418294380,366748028,333084136,294113512,237763541,175079781,116085102,69535957,39617668,21953168,11575429,5489144,2306432,948331,485111,280547,136307,60745,30241,15064,7322,3642,1880"
eastern_religions,2054,"0,0,0,9,73,200,558,1284,2315,3723,5916,9468,15260,24681,40504,69008,129572,273844,630357,1693581,5242198,17017935,50913257,131352216,269905697,409707481,459384867,422187051,369069956,334340041,296492469,241473118,179100821,119786435,72146318,41225664,22916987,12127225,5811764,2459304,1005602,504685,292508,144772,64315,31894,15926,7751,3857,1993"
eastern_religions,2055,"0,0,0,4,68,191,514,1172,2116,3406,5441,8765,14205,23094,38032,64808,121155,255170,584842,1561329,4820259,15693709,47387174,123675920,258543012,401535947,458288203,425445154,371396950,335655826,298923338,245155778,183047127,123411108,74740257,42848412,23896588,12696986,6152537,2624286,1069100,525726,304478,153258,67774,33248,16509,7979,3935,2040"
eastern_religions,2056,"0,0,0,0,65,182,502,1124,2029,3296,5296,8587,13967,22756,37436,63432,117019,243148,550339,1446724,4418003,14334553,43592176,115512066,246612276,393179359,457809167,429802002,374291391,336846396,300758145,248314453,186682929,126939928,77399923,44553881,24934807,13303924,6514553,2798460,1136212,547131,316794,162891,72337,35252,17472,8415,4124,2112"
eastern_religions,2057,"0,0,0,0,60,175,474,1081,1982,3223,5183,8409,13685,22310,36680,61973,113182,232312,519239,1342637,4056015,13145342,40314162,108245919,235491755,384488264,456143376,432759523,376377842,337729683,302671244,251717519,190527650,130640190,80207695,46348444,25998356,13926111,6896336,2991826,1216430,576002,331932,173479,77240,37378,18527,8919,4351,2226"
eastern_religions,2058,"0,0,0,0,53,162,504,1171,2139,3532,5759,9432,15399,25061,40907,68168,121059,239070,515001,1280789,3765020,12095787,37280732,101216377,224081572,374641057,453800468,436047341,379150627,338917685,304396590,254868759,194188864,134232017,83043353,48206707,27103292,14577261,7294831,3199372,1304952,607925,348114,185012,82951,39846,19752,9496,4600,2329"
eastern_religions,2059,"0,0,0,0,46,149,495,1188,2213,3683,6021,9871,16083,26113,42421,70094,122426,236361,498682,1209524,3483360,11085543,34281038,94147824,212449948,364165706,451118924,439408802,382259009,340257180,306089005,258001110,197866643,137859096,85948034,50106738,28223136,15238393,7697963,3410630,1395389,640305,363898,196523,88960,42479,21064,10121,4882,2462"
eastern_religions,2060,"0,0,0,0,39,138,458,1125,2114,3543,5785,9503,15510,25232,41020,67711,117540,224823,470522,1125477,3203746,10157127,31609068,87748055,201484389,353382959,447560419,442100713,385508770,341786726,307838244,260984659,201307166,141334007,88777106,51944369,29298042,15892722,8107163,3635882,1496465,677303,381360,209021,95731,45466,22565,10865,5216,2624"
eastern_religions,2061,"0,0,0,0,32,130,450,1148,2165,3662,6034,9953,16279,26443,42856,70364,120632,225798,461346,1070627,2971679,9325758,29125551,81632473,190722365,342184507,443505681,444486075,388637895,343114943,309140383,263737807,204785496,144941049,91830450,53974100,30495213,16620807,8555194,3885778,1612060,722112,402481,223425,103641,48966,24328,11762,5652,2843"
eastern_religions,2062,"0,0,0,0,32,123,427,1094,2091,3560,5898,9760,16026,26163,42558,69995,119463,221447,448148,1018596,2772145,8623377,27023448,76400667,180981221,330967411,438616375,446466518,391941363,344317349,309888347,265873776,207957394,148405822,94863052,55995012,31702434,17357718,9000766,4135109,1728165,764963,421253,236528,111213,52233,25939,12562,6015,3002"
eastern_religions,2063,"0,0,0,0,27,115,404,1065,2015,3445,5745,9568,15796,25891,42276,69624,118337,217340,436112,972915,2592478,7962366,24980022,71167244,171191530,319585506,433596573,448688474,395931835,346351655,311075903,267973730,210725582,151267274,97426458,57652847,32685406,17957225,9368674,4352089,1830355,799694,433072,244358,115824,54161,27229,13478,6568,3287"
eastern_religions,2064,"0,0,0,0,22,105,371,1014,1942,3340,5588,9325,15405,25225,41130,67597,114245,207930,413691,909845,2387998,7281673,22938874,65954341,161201390,307327853,427209323,449409234,399354997,348475290,312709606,270774225,214260523,154802645,100532039,59699327,33922968,18714420,9821022,4610848,1951359,844610,451032,256329,123017,57013,28510,14065,6805,3381"
eastern_religions,2065,"0,0,0,0,18,96,338,961,1865,3225,5398,9011,14896,24412,39789,65303,109857,198307,391509,849779,2192831,6619505,20867325,60507184,150536498,293994243,420027094,450451382,404202355,352155630,315085732,273632704,217557941,157937804,103337505,61507497,34978897,19344833,10189154,4817910,2037940,869640,458829,264276,129255,59702,29861,14801,7191,3571"
eastern_religions,2066,"0,0,0,0,13,87,310,909,1797,3125,5224,8708,14383,23515,38249,62662,104941,188116,369548,795156,2028079,6078771,19194395,56047260,141409419,281858215,412975297,450737229,407943213,354577661,316486578,275761388,220622655,161073418,106152479,63365673,36102219,20022615,10587222,5062140,2159676,914090,472960,272667,134955,62021,31218,15772,7841,3964"
eastern_religions,2067,"0,0,0,0,9,78,280,835,1610,2785,4694,7895,13138,21615,35254,57722,96351,171873,336648,720202,1827305,5490019,17478279,51677707,132316315,269229182,404608811,449799712,411115193,356834021,317959940,278190924,224191146,164833891,109547514,65738321,37571704,20926864,11126203,5385130,2323932,982197,500611,289276,145894,67168,33752,17084,8511,4285"
eastern_religions,2068,"0,0,0,0,6,72,261,798,1568,2731,4618,7780,12971,21310,34690,56658,94328,167524,325754,686345,1702203,5043176,16038130,47808976,123977710,257034188,395980021,448707113,414221075,359052565,319075429,280159670,227356235,168271272,112740596,68019633,38983395,21774385,11618247,5684103,2469150,1040118,521584,301305,154253,70875,35394,17882,8899,4480"
eastern_religions,2069,"0,0,0,0,3,69,247,799,1626,2851,4819,8071,13365,21757,35103,56890,93911,164583,315104,653626,1589290,4637038,14703233,44130188,115934955,244977040,386915494,447010439,417233944,361255936,320158394,281899807,230309616,171621030,115965564,70441128,40547149,22731722,12183812,6025125,2643017,1114231,550806,317740,165365,76241,37922,19162,9528,4786"
eastern_religions,2070,"0,0,0,0,0,62,219,744,1559,2762,4688,7867,13082,21399,34701,56539,93781,164328,313302,644866,1535206,4372294,13692437,41150687,109116747,233989463,377593652,444548599,420003125,363448914,321007825,283155809,232787726,174514705,118838103,72655155,41964727,23585171,12687087,6338701,2808723,1185699,577924,332784,175996,81481,40349,20413,10178,5111"
eastern_religions,2071,"0,0,0,0,0,55,210,709,1536,2738,4667,7838,13039,21291,34464,56005,92494,160637,302934,616615,1440999,4040464,12587722,38030438,101960906,222456650,367438621,441519284,422302106,365450108,322014874,284864719,235869803,178030930,122189748,75215189,43585750,24535724,13241523,6675253,2984756,1260442,604133,345941,185510,86250,42435,21467,10706,5356"
eastern_religions,2072,"0,0,0,0,0,48,190,691,1576,2871,4952,8390,14052,23149,38527,67174,122358,228745,426743,796222,1633561,4073949,11882948,35146691,94337728,209257434,354567434,436939896,425203817,369199415,324417100,286907133,238893994,181386322,125464321,77863851,45337323,25600899,13887697,7077654,3207833,1365456,648107,368724,200441,94186,46175,23400,11692,5847"
eastern_religions,2073,"0,0,0,0,0,41,172,639,1508,2760,4780,8108,13611,22615,38918,73016,144567,285438,532343,946329,1787906,4087661,11265586,32693887,87823529,197615671,342617779,432032256,426964433,371948296,326063488,288582946,241717812,184648108,128691983,80486725,47048762,26604971,14489667,7446607,3408049,1455022,681471,384749,211619,100224,48862,24742,12342,6144"
eastern_religions,2074,"0,0,0,0,0,37,167,602,1472,2724,4723,8015,13464,22471,39382,77438,162335,334508,631163,1097004,1957810,4165395,10866660,30812128,82530282,187810990,331941802,427491365,428160758,373569372,326391340,289032062,243577405,187434370,131726252,83084234,48794376,27642549,15121337,7830128,3615309,1548492,717071,402634,224973,108101,52617,26677,13350,6653"
eastern_religions,2075,"0,0,0,0,0,32,150,543,1346,2508,4371,7452,12566,20961,36605,71936,151902,316543,604069,1056926,1875590,3932622,10111297,28558566,76898834,177564894,320386230,422197247,429464004,376555178,328030273,290241692,245824953,190326724,134672468,85622163,50493690,28679408,15771014,8233654,3846214,1659670,762929,424790,239692,116589,56596,28709,14359,7120"
eastern_religions,2076,"0,0,0,0,0,28,144,514,1306,2475,4326,7373,12452,20871,37227,76797,170601,366797,704090,1209866,2055593,4055707,9886719,27207934,72812795,169129581,309300212,415582824,428679144,377868144,328583179,291041044,247972608,193256790,137731513,88279164,52218185,29698754,16390231,8609110,4063101,1763229,805307,445369,253942,125258,60743,30833,15416,7633"
eastern_religions,2077,"0,0,0,0,0,23,130,471,1244,2404,4181,7096,11917,19858,35112,72005,160767,349353,679769,1180979,2006502,3915547,9393772,25594519,68433486,160489772,298478381,409892262,429238149,380531030,330065150,291939589,249696521,195646813,140116280,90445525,53601866,30494130,16849749,8877885,4221527,1833567,822957,446314,254262,125348,60088,30699,15622,7896"
eastern_religions,2078,"0,0,0,0,0,18,118,434,1205,2368,4158,7072,11925,19898,34940,70498,156165,339547,665529,1164177,1970513,3788677,8929543,24030046,64058250,151454744,286253042,402230664,428522371,383131338,331754078,293079430,251794167,198691850,143293410,93327434,55554547,31715868,17622085,9351709,4505938,1979916,888287,477324,273739,137299,65911,33686,17132,8624"
eastern_religions,2079,"0,0,0,0,0,13,105,397,1183,2404,4233,7197,12104,20157,35044,69416,152157,330404,651133,1144245,1926173,3639779,8410705,22377817,59624286,142402260,274069799,394746250,428233392,386249506,333479692,293935698,253349749,201417088,146338549,96151167,57552164,32997340,18445351,9867156,4821998,2144806,963042,512964,295512,150627,72366,36920,18750,9410"
eastern_religions,2080,"0,0,0,0,0,10,96,362,1083,2251,3984,6776,11395,18980,33266,68062,156953,355961,721111,1275792,2107768,3808178,8296895,21061157,55135040,132688578,260934242,385775424,426826283,389350229,336009384,295625856,255629563,204537872,149519425,98993403,59520999,34230292,19210958,10328296,5102820,2289532,1025450,539950,311666,160878,77158,39234,19906,9954"
eastern_religions,2081,"0,0,0,0,0,6,91,347,1072,2278,4075,6979,11756,19559,33803,67297,152606,344747,702381,1250824,2063493,3670755,7830606,19617182,51265675,124325870,248565135,376178342,424369137,392071420,338786815,297469142,257759624,207552972,152732269,101930985,61597211,35523350,20005142,10810788,5401687,2443820,1093694,569599,329088,171924,82383,41738,21181,10604"
eastern_religions,2082,"0,0,0,0,0,3,81,311,988,2161,3891,6677,11262,18730,32210,63442,143760,326808,673501,1210647,1997578,3508034,7350332,18202925,47560005,116439242,236869444,367099935,422115136,394591224,341085528,299044347,259734102,210378012,155686010,104663458,63591896,36767456,20745123,11246667,5678536,2593614,1160174,597304,344696,182188,87390,44099,22347,11145"
eastern_religions,2083,"0,0,0,0,0,0,78,298,959,2154,3911,6738,11399,18986,32425,62619,139809,316437,655490,1185293,1952719,3379908,6946608,16980877,44291494,109251016,225261371,356833983,418680882,396546330,343249033,300547012,261617819,213185060,158801613,107620739,65863341,38300638,21728118,11859057,6067563,2802984,1259542,644261,371667,199278,96370,48612,24659,12299"
eastern_religions,2084,"0,0,0,0,0,0,64,261,841,1951,3575,6174,10497,17576,30101,58115,130523,298391,626896,1148137,1901274,3257362,6566236,15784298,40996483,101784390,213170951,345915669,415111969,399204499,346326287,302375173,263476837,215993079,161920189,110599619,68162316,39791340,22620901,12378398,6383581,2972737,1336724,676374,389154,210918,102361,51463,26157,13079"
eastern_religions,2085,"0,0,0,0,0,0,65,270,837,1949,3606,6293,10703,17905,30337,57176,126036,286820,606763,1121163,1860463,3150159,6222281,14701722,37964024,94704902,201251930,334342262,410989916,401566880,349685755,304504114,265422539,218747683,164937025,113499701,70447395,41280053,23517603,12919030,6720661,3158195,1422636,711963,407932,223371,108932,54514,27694,13835"
eastern_religions,2086,"0,0,0,0,0,0,58,247,761,1888,3513,6085,10317,17218,29058,54157,118677,270931,579277,1082396,1804162,3032287,5911171,13757035,35222784,88094462,190048318,322915308,405894219,402578787,351870396,306241645,267557883,221922209,168387216,116717603,72975744,42946099,24540373,13567411,7136423,3393328,1534995,760788,433968,240253,118227,59059,30076,15093"
eastern_religions,2087,"0,0,0,0,0,0,49,221,710,1873,3505,6047,10186,16934,28365,52095,112870,257654,555642,1049751,1760984,2939263,5635936,12909426,32788947,82149426,179530388,311297659,400629940,404020711,354932611,308335149,269195416,224263885,171168288,119528986,75241836,44440587,25460041,14150426,7506711,3606134,1638505,804985,456591,255056,126563,63144,32228,16176"
