un_sdg_ldc,time,income_mountain_50bracket_shape_for_log
un_not_least_developed,1994,"18637,37502,57300,80703,110503,151012,211135,306122,463956,733160,1208471,2059393,3744720,8409891,21562098,53096448,121630225,240533949,428542177,573143984,584477836,518083987,419602028,332037222,263751103,217363399,188056886,174114504,173039988,177827502,176447320,151333255,110341165,69883281,39881084,20365360,9483251,4371705,2015154,829167,369835,320762,249204,106668,25458,6738,3387,1927,1085,507"
un_not_least_developed,1995,"13923,28191,44021,63834,90458,128299,186313,279773,438384,717106,1221316,2152289,4127590,9205954,21762982,49637747,110088860,221064887,399293759,568673637,601704656,540559856,438141669,345055699,275317791,227972294,196097052,179776997,177465479,181239285,180229048,155826877,113924611,72624301,41193550,21237966,9963347,4586356,2147864,923504,389345,310513,260115,124747,32644,7699,3491,1919,1052,485"
un_not_least_developed,1996,"13774,27553,42109,59220,81133,111880,160534,243769,396289,687161,1242117,2250454,3949754,6788576,14215215,39294322,101850412,209402371,380592429,557770781,623168149,569034584,468886378,369992919,290312069,233068065,195473043,176896696,175591298,182270638,182724897,159114444,116118330,75227535,43286199,22181182,10313234,4690379,2133503,906707,344859,245735,292120,214654,86345,19677,5136,2466,1340,607"
un_not_least_developed,1997,"14855,30027,46296,65550,89953,123648,177125,268533,429944,717235,1234874,2162593,3760916,6615359,14711295,41438012,105390922,212747101,381009498,554770761,619252371,566170492,471800183,378314882,301202012,243167265,202694229,181114168,178643395,185309818,185850148,161798091,119388866,77367004,44717232,23172400,10978185,5150760,2350004,1042306,455870,298461,294681,199838,76576,16767,4204,1933,1003,458"
un_not_least_developed,1998,"16977,34792,54014,77246,107503,150250,214665,313765,468465,722863,1171715,2006914,3525512,6500219,15670526,45235735,113370265,224694826,389609991,553238664,611767965,562449625,473943116,384543874,307764803,249454545,208239338,184324026,178097166,184446612,186098423,163115135,123525249,81240704,47862666,24480117,11797374,5572978,2487566,1085400,491396,348841,319409,188788,61931,12787,3827,1802,922,426"
un_not_least_developed,1999,"12019,25152,40742,60976,87979,125386,181497,270970,421286,683690,1159460,2042346,3623908,6597791,15582333,44849205,108700939,207857299,372522282,557070631,633271968,587815215,498326312,404885779,319280895,251524682,204390354,178704443,173012685,181793859,185279961,165153534,126045901,84233759,49401964,25742423,12442601,5841791,2701196,1241344,550947,370505,334018,193388,62359,13489,4043,1665,807,370"
un_not_least_developed,2000,"8550,18598,31968,51431,80556,124958,192406,292365,439000,664743,1047438,1769758,3209771,6410397,15633414,42490406,101737169,198164371,359350506,545261231,630486047,589570683,504393754,420431547,337402821,267594232,216362082,186048642,177864482,185467331,190074331,171684885,131490639,88065158,51697688,26894759,13039564,6115890,2850021,1319924,543745,291757,335651,298507,151318,45333,10088,2267,838,377"
un_not_least_developed,2001,"39640,76975,105332,126622,144345,163771,193765,247316,343719,521418,862020,1543411,2857776,5521183,13612004,39085301,97563938,192243354,350865241,538675678,632092597,595755482,512918015,432318710,353476106,280862225,224378633,190624015,180491735,188049024,193963041,175963753,135223286,90677937,53514136,27823079,13775779,6582238,3178474,1545784,677296,356344,343045,286005,137524,35988,6711,1649,637,285"
un_not_least_developed,2002,"33376,67731,99219,128996,156007,178199,196444,218584,263213,372946,625951,1167215,2222150,4349348,11234577,34294807,89350868,181222924,335001953,520280080,624304644,603349196,528257472,453246220,378587294,302422963,237062933,197660170,184707332,191715734,197215841,179392657,138287700,92279782,54948890,29144081,14162083,6769698,3391254,1657791,688193,380266,332288,209714,73584,16028,5139,2420,1237,566"
un_not_least_developed,2003,"5562,11854,20009,31693,48966,73950,109883,162869,247106,397242,690343,1281420,2423763,4546816,10139072,28607860,76940203,168624976,321298477,508913479,626229665,616822332,547923225,472723964,395418732,312490167,243606683,201379639,187052900,196326916,202582308,184432286,141460592,94052095,56840551,30231835,14957851,7338936,3541303,1708908,782017,451127,338580,179914,54199,11898,4817,2543,1328,599"
un_not_least_developed,2004,"6653,12927,19407,27389,39285,59248,93731,151366,244074,391465,640212,1111216,2064386,4067871,9264734,24672560,64411542,150373400,303894029,487624098,615696801,624905204,560266483,485385588,413019276,333507941,263336834,216770476,197942695,202442766,208382945,189772019,147206847,99174172,58720005,30474313,15019485,7310485,3551456,1735504,759814,407663,352585,237763,88572,19270,5623,2742,1485,703"
un_not_least_developed,2005,"7151,13832,20375,27883,38393,54764,81682,127742,209386,354617,615553,1103288,2041521,3910540,8435617,21370973,54369038,129002840,275802332,465429778,603383437,630933158,575494524,500429911,432560864,357990937,285374811,232670681,208622878,210004194,214427860,195932837,151966443,101280998,60437566,32114336,16115050,7841289,3868608,1873566,900065,493351,369132,238003,88787,19293,5430,2565,1354,654"
un_not_least_developed,2006,"6031,11456,16493,21984,29697,43087,68393,114666,193836,321302,527352,896514,1651527,3269180,6905663,16969377,46916957,122621725,267617974,457689695,593344060,623684857,575672294,507721170,443832930,375205755,304471561,247604742,219228655,216644819,221124373,201672342,157196076,106434556,64061315,34164654,17088457,8471262,4210108,2037558,958006,482745,378686,286064,123894,29683,6875,2948,1561,755"
un_not_least_developed,2007,"5709,11632,17931,25795,36795,53861,82290,129936,207054,326952,515468,844101,1510838,2959685,6295691,15389447,42279641,111871523,249678142,436682899,578296822,616493373,580019839,518857044,458537049,395666769,325537039,263671619,228423209,221820926,225893161,210413720,166692241,113957006,68778958,37230260,18765982,9350553,4674409,2099417,887099,519305,408044,240508,86538,23873,9796,4606,1880,654"
un_not_least_developed,2008,"3152,6546,10827,17794,30361,53383,92304,151080,232395,340067,487966,736628,1277330,2573947,5838028,14883464,40815626,106963660,239942824,425738009,570542215,612279233,580723145,522903237,465136281,407626743,343166348,283244596,245790696,234232761,233950393,213889621,169306964,115088361,69530891,37062817,18537973,9029884,4443040,2032046,991677,606086,402876,197720,60725,15901,6324,2881,1374,632"
un_not_least_developed,2009,"4700,8990,13212,18164,24718,34028,47877,69140,103620,165587,286778,536666,1074934,2269153,5109170,12863796,36063279,97577692,226858249,411021881,566174730,612739981,588881757,538141620,482935612,425937605,358928064,294247110,252467035,239147369,237564072,217609880,173034736,119121152,71335929,37882235,18781570,8800741,3944994,1854205,897865,507105,395483,239864,83689,18706,6164,3119,1624,750"
un_not_least_developed,2010,"2957,6096,10061,17233,30656,54342,91208,141777,204739,279408,371959,522475,862483,1734917,4019706,10346276,29644189,83187914,201865302,380760052,545054500,603543466,591529984,553980541,504289368,451973141,385666977,315865763,270594932,254014136,248389323,223376510,178431021,121661970,73419633,39331288,18957241,8542102,3978738,1881749,938995,540692,256644,85162,34526,17606,8636,3903,1734,763"
un_not_least_developed,2011,"2782,5619,8590,12817,20697,36766,67893,120116,196223,294644,414800,581520,901640,1667441,3659586,8818965,23377585,64690642,163844404,332149375,515064332,605674201,616986831,583924140,532513436,481182059,413230591,340215788,287450840,263677169,254739241,226528902,179317028,122610436,74171059,39965063,19508825,9018144,4190049,2000917,1004378,583209,336183,132558,38898,15276,7967,4071,2068,951"
un_not_least_developed,2012,"2159,4361,6816,9971,14833,23616,41534,76197,136164,227582,356034,535338,838880,1508934,3287717,7955302,20739072,57258557,148225196,311353289,498163810,598722492,618755320,591067841,543756101,498920407,437485545,363672849,306030802,275630287,262696568,232824384,181693822,124538412,75043467,40093058,19974021,9070707,4146158,2069199,1043934,593380,348058,133604,35987,12600,6410,3437,1772,812"
un_not_least_developed,2013,"1582,3343,5313,7916,12033,19857,36622,70342,129444,216958,331358,478780,732700,1333475,2926195,6924387,17045556,45521072,120325756,270523021,468567956,593397075,622104331,608434874,568940083,525072645,464949873,390666717,327234717,290168041,271511579,239050815,184759558,126285977,75904629,41096173,20122575,9302684,4351768,2099740,1139198,654762,302143,94872,26902,10682,4942,2554,1394,685"
un_not_least_developed,2014,"23187,48854,74732,101904,128100,148139,157749,155593,146413,146258,186648,318472,633114,1344494,3017887,6969474,16684598,43326015,112462742,255741828,455489694,588698592,616118879,605845855,580122346,542854408,486838281,411812370,342723691,300084661,279795370,244404090,185938818,124489524,75853800,42298048,21533255,10287085,4704164,2215312,1158311,617662,283800,95862,29871,15152,8634,4584,2276,995"
un_not_least_developed,2015,"2112,5582,12110,24814,46353,78124,118541,163076,205091,242692,284519,366364,588281,1213843,2876757,6908544,16494997,41764488,105642329,240382047,437970508,585314079,618547634,602904226,589215633,559255877,507022343,430132456,355310428,306291340,282229498,249816943,192416061,129748434,79419004,43687777,21723267,10473491,4927203,2380440,1271556,721973,344251,111375,31450,13528,7117,3638,1853,912"
un_not_least_developed,2016,"3790,7714,12894,21949,38599,66992,109063,162643,220714,274885,325962,410430,642239,1296389,2997558,7105318,16842704,41527818,102432163,230516706,423086308,576047777,615217542,603132035,592818667,573104290,522427189,445437335,367499803,314563544,287377764,253868296,199220939,136753781,83758498,46105224,23481816,11176604,5297008,2594072,1289942,696217,370180,141738,40457,14479,6782,3286,1596,706"
un_not_least_developed,2017,"42308,81751,110165,127915,135385,132952,123043,111694,108660,130434,203883,371274,712771,1413981,2971818,6641315,15409198,37183843,89905484,206024154,400645592,573068446,624506714,610130307,601606214,582320767,536962936,463417311,386219793,327283968,296355690,260132319,203677043,141508726,86741010,48304634,24437929,11573238,5447005,2603405,1280742,730017,413122,158176,43752,14772,6859,3375,1681,773"
un_not_least_developed,2018,"6721,12748,18826,26612,39028,59879,92485,137547,192665,253609,322258,426750,659393,1259700,2800753,6602651,15441229,35733423,81628679,180058107,353657201,544944643,636289352,631668100,618015730,607062884,562280280,484752631,398207764,335283488,300835688,264639717,209635409,146389501,90904530,50896716,25502133,12521420,6107355,2999239,1452150,798750,514272,245838,72872,18854,7745,3699,1744,753"
un_not_least_developed,2019,"6775,12726,18213,23633,29558,36347,44996,58325,84019,136695,239352,426384,773472,1489703,3096714,6852819,15394120,34520161,77076069,166683888,325303881,522597635,648903338,658741953,625963659,605088471,567719016,496387057,413601947,346578182,308773791,270162912,214202099,151219144,96040053,55379374,28707387,14056184,6850050,3392772,1696834,932708,538285,228785,62129,18067,7834,3691,1700,729"
un_not_least_developed,2020,"6927,13357,19124,24980,31597,39372,49797,66771,99862,165712,289425,512141,930222,1779582,3659823,8019290,17999931,40691235,90622489,193217458,361998819,542940691,636398541,634005509,609627781,596159684,565035577,499099285,418025696,350736399,310736838,267831467,209114777,145962800,91984898,52595364,27014844,13162197,6396883,3165112,1594629,892702,509947,207716,56177,17371,7700,3714,1774,779"
un_not_least_developed,2021,"5721,12472,18305,24288,31028,39044,49918,67445,100542,165147,286698,508947,923777,1750272,3528954,7580291,16682810,36537366,79365859,168241879,324058049,515147516,633586343,646560260,617994418,601485592,576756806,518789900,439531572,367779632,322314444,279568785,221898075,157674412,100925372,58700916,30703401,15077239,7343254,3636995,1817093,987316,574325,256678,73735,21618,9286,4458,2146,960"
un_not_least_developed,2022,"4886,11915,17851,23985,30905,39162,50337,68219,101342,165459,286215,509476,926148,1751153,3503220,7427088,16053052,34183098,72139563,150429636,293894498,488271872,632335170,666171359,637571696,616033885,590895200,533560075,451633193,376174644,327048975,284802546,228523760,164354487,106381780,62538528,33083423,16340945,7986182,3962018,1974616,1052946,613845,288946,86841,24791,10313,4972,2429,1122"
un_not_least_developed,2023,"4587,11956,18112,24563,31999,41357,54758,76793,115907,188422,323063,573397,1032279,1925139,3771430,7792622,16274303,33263208,67649149,137289438,268915035,460585634,623225049,677046118,652464948,626959013,602195621,548773043,467257605,389056468,335727882,292130715,235434783,170240465,110904753,65582165,34908767,17263783,8435339,4180218,2081743,1102826,643641,311203,96422,27556,11376,5527,2712,1289"
un_not_least_developed,2024,"4659,12094,18468,25186,33206,43935,59972,86370,131508,212703,364804,641929,1146942,2113885,4055619,8153983,16380853,32451886,63681263,125549015,244923049,430823504,609368187,685426546,668389836,638035055,611983327,563479058,484373507,404704389,347053400,300677347,242428720,175696868,114828881,68126731,36370629,17980199,8769700,4339342,2159088,1139403,664781,325891,103082,29816,12351,6025,2979,1443"
un_not_least_developed,2025,"4672,12240,18806,25839,34515,46649,65365,95592,146156,236808,405996,710941,1262659,2301093,4341089,8432922,16397866,31671988,60149107,115347185,222670364,400173816,590711535,690430118,685225153,650570979,621743984,577404813,501226175,420744986,359112255,309712815,249704301,181366602,118968954,70893706,38016645,18814609,9162287,4526699,2250632,1181054,687815,342576,110823,32148,13226,6465,3210,1561"
un_not_least_developed,2026,"4643,12455,19307,26814,36536,50770,72990,108237,166160,271606,463739,808913,1428567,2567458,4729340,8768852,16519140,31090485,57372236,107058682,203696974,371383453,568465653,690612109,700395977,663615097,631260629,590155684,517703808,437106142,371854719,319137128,257119718,187072813,123109925,73689705,39692801,19670120,9561108,4716133,2343248,1223067,711237,359706,118893,34666,14124,6920,3448,1694"
un_not_least_developed,2027,"5013,12898,20166,28505,39933,57539,84652,127002,197180,324770,551999,956965,1674306,2966504,5209639,9129511,16611143,30408791,54878096,100021715,187290886,344911888,544238538,687206826,713942598,677740345,641177254,601792119,533189588,452894299,384698437,328669557,264555768,192745902,127244186,76524187,41436541,20577184,9983166,4913581,2438681,1265445,733846,376471,127207,37071,14908,7283,3654,1799"
un_not_least_developed,2028,"5179,13424,21259,30767,44411,65834,98438,149008,236012,389231,660809,1141284,1974301,3416910,5644124,9446798,16563888,29657081,52738321,94161720,173275921,320739961,518858033,680123630,725045490,692272172,651471668,612324720,547778099,468253175,397749739,338559547,272304296,198638412,131541113,79467301,43271465,21538947,10432686,5123347,2540956,1311672,758630,394828,136489,39940,15896,7788,3911,1932"
un_not_least_developed,2029,"5635,13985,22504,33373,49631,74949,113271,173796,278959,460785,780700,1339941,2299865,3820619,5983229,9627163,16303344,28803769,50819423,89242312,161495686,299292382,494528174,670829708,733656257,706359963,661645318,621641808,561047754,482668657,410363471,348371099,280183267,204833737,136147463,82649505,45292940,22619113,10945888,5362486,2658424,1365333,786667,415395,147378,43357,17032,8325,4202,2087"
un_not_least_developed,2030,"5885,14424,23735,35976,54610,83382,126784,197640,318823,528083,893664,1523059,2586676,4116009,6215760,9655140,15908273,27915498,49123024,85273521,152115287,281139173,472243581,659788930,739730845,719644179,671787350,629950335,572603764,495605589,422072854,357925635,288135526,211258893,140983608,85996230,47455555,23782682,11500095,5616736,2782708,1421796,815679,437178,159415,47232,18405,9005,4599,2317"
un_not_least_developed,2031,"5922,14735,24698,38173,58737,90379,138118,217765,351988,583413,986865,1673125,2801741,4313580,6358190,9596691,15518602,27147603,47787585,82246157,144716813,265996257,452400396,647780248,743325868,731157725,681193143,637256729,582592118,507205240,432766934,367012563,296055174,218024362,146237353,89687086,49895591,25128085,12159289,5925590,2935382,1492313,850580,462315,173692,51808,19912,9732,5008,2543"
un_not_least_developed,2032,"6094,14763,25187,39545,61291,94682,145254,230366,372676,617631,1043499,1764498,2920376,4405581,6391785,9451578,15089711,26361004,46530769,79722886,138704061,253358246,435045334,635653478,745364286,741602946,690559342,644424694,591555252,517523806,442189532,375201272,303516010,224684525,151523118,93457865,52443989,26566359,12875155,6263999,3103845,1570705,889030,489972,189841,57027,21510,10417,5366,2721"
un_not_least_developed,2033,"5885,14529,25203,39952,62311,96672,149189,237478,384172,635766,1071786,1808209,2972217,4439210,6381430,9311032,14710274,25631796,45364405,77522685,133624228,242506468,419795672,624058289,747024480,751772049,700346271,651540104,599325461,526129556,449846235,382068613,310273917,231159817,156820039,97316423,55093150,28091938,13639722,6624654,3280639,1652471,927837,518045,207327,62776,23211,11184,5777,2951"
un_not_least_developed,2034,"5566,14119,24812,39624,61989,96366,148978,237276,383763,634517,1068500,1800981,2957145,4405564,6304745,9125003,14290806,24833742,44102475,75360055,129093515,232882928,406003003,612430386,747153026,760222523,709238285,658083633,606519405,534444980,457372762,388845635,317076136,237893516,162475046,101552932,58056425,29859527,14553577,7065557,3498402,1754911,975965,550796,228123,69961,25454,12219,6307,3246"
un_not_least_developed,2035,"5453,13331,24184,38883,60982,94850,146648,233490,377473,623475,1048977,1766902,2908106,4342414,6207309,8944682,13897836,24068721,42892013,73419033,125227783,224558661,393932322,601599072,746750823,767790575,717721764,664469695,613235280,542101291,464164309,394910031,323306324,244293388,167928706,105667734,60939510,31592003,15447753,7497529,3713325,1857282,1023216,582980,249671,77524,27762,13243,6845,3550"
un_not_least_developed,2036,"5254,12689,23427,37852,59527,92747,143428,227998,368236,607244,1020572,1718108,2838814,4261926,6097799,8769878,13527121,23324340,41661387,71438398,121433186,216510698,382060026,590483992,745657092,774994889,726436784,670992045,619635551,549425739,470825035,400834985,329493422,250706938,173441318,109850396,63854823,33346838,16350316,7931503,3927357,1959729,1069894,614663,272026,85787,30311,14368,7439,3888"
un_not_least_developed,2037,"5039,11853,22563,36613,57755,90238,139648,221625,357563,588754,988208,1662857,2759265,4171354,5979063,8591983,13161387,22582090,40424964,69530454,117963969,209098839,370679519,579238319,743596910,781380117,734910173,677462078,625736432,556393517,477197669,406401153,335402850,256983010,179044295,114277456,67043158,35350277,17416167,8455250,4183274,2082030,1124590,648921,296078,94914,32955,15508,8055,4255"
un_not_least_developed,2038,"4828,11066,21685,35388,56022,87785,135863,215068,346491,569429,954185,1605014,2673854,4073764,5853087,8410727,12805026,21861845,39220065,67727148,114792485,202213608,359496779,567549224,740561443,787213395,743520689,684146099,631529213,563016117,483517119,411938161,341341566,263335298,184785286,118752012,70152104,37249067,18403711,8930046,4415584,2196746,1176215,681266,320297,104752,35780,16517,8487,4443"
un_not_least_developed,2039,"4683,10262,20795,34124,54158,85003,131623,207818,334598,549124,918923,1546195,2585387,3972949,5726676,8236377,12475203,21181306,38039582,65955876,111722711,195578757,348336565,555389995,736432138,792295002,751902820,690886536,637357747,569686493,489979860,417492135,347188868,269588343,190511337,123307139,73402756,39333370,19536181,9493765,4693243,2333544,1237687,717692,347173,116305,39238,17865,9166,4842"
un_not_least_developed,2040,"4540,9650,19925,32873,52274,82177,127391,200675,322916,529261,884447,1488578,2496128,3867318,5590522,8042243,12117678,20447935,36754046,64019713,108490697,188960470,337256171,543153741,731695576,797031701,760379295,697899683,643176569,576275650,496476553,423040233,352955085,275777426,196242963,127903499,76682452,41444541,20680396,10061990,4967867,2468182,1297208,751733,373041,127733,42402,18969,9728,5148"
un_not_least_developed,2041,"4403,8900,19066,31640,50449,79706,123799,194556,312671,511387,852980,1435319,2412024,3768441,5467225,7871559,11808753,19793375,35568488,62216194,105433446,182647259,326171811,530665460,726248001,801599179,769183479,704952536,648647115,582494491,502851727,428478246,358473674,281812479,201937685,132506936,79942801,43585572,21841937,10638729,5244391,2604817,1358068,785616,399687,140556,46129,20203,10313,5437"
un_not_least_developed,2042,"4269,8225,18206,30436,48590,77079,119961,188165,302213,493389,821787,1383024,2328105,3668158,5342539,7700226,11509775,19160676,34407537,60470048,102559954,176780628,315606313,518182381,719650506,804934276,777300522,712033369,654137130,588598873,509129173,433926196,364039920,287887893,207763214,137262404,83338800,45830839,23075171,11253303,5537883,2750366,1422973,820021,426473,154087,49996,21423,10879,5733"
un_not_least_developed,2043,"4136,7589,17357,29297,46887,74691,116521,182113,292050,475844,791461,1332406,2245695,3568595,5221679,7537682,11237517,18582509,33322168,58812292,99793083,171069028,304971061,505182100,712122887,807965439,785754587,719634518,659760646,594451530,514978507,438799432,369084989,293740670,213682066,142246270,86969686,48282781,24451112,11953420,5878283,2921728,1501485,860224,456234,169855,54891,23067,11684,6158"
un_not_least_developed,2044,"4007,7196,16507,28159,45145,72299,113180,176638,282940,460066,763864,1285350,2166600,3469430,5100119,7370778,10961325,18004133,32235611,57172346,97132356,165691422,294716402,492076964,703404879,809810092,793576204,727104175,665437302,600501940,521224493,444095782,374323052,299608893,219626880,147209736,90540957,50727816,25824034,12640403,6209132,3087997,1578000,899196,486194,186876,60288,24773,12403,6517"
un_not_least_developed,2045,"3888,6643,15675,27048,43414,69801,109536,170735,273190,443685,735843,1238294,2087362,3367722,4974707,7196325,10675237,17410314,31103859,55422982,94348234,160373044,284566867,478740385,693416013,810599394,801052373,734902923,671559362,607048700,528018849,449737034,379711152,305442571,225410427,152013115,94028477,53128989,27207959,13339912,6541475,3250926,1650732,933606,512738,202631,64855,25908,12897,6783"
un_not_least_developed,2046,"3766,6106,14868,25981,41800,67605,106528,165881,264888,429267,710401,1194446,2011997,3268448,4853179,7028893,10405078,16846478,30006183,53697455,91606394,155215775,274621383,465405498,682684800,810734248,808450871,742780321,677419585,612924315,534168361,455016055,384871032,311287294,231554200,157246373,97875593,55788020,28763430,14130690,6926433,3445350,1742425,977565,544295,222164,71322,27781,13680,7157"
un_not_least_developed,2047,"3653,5659,14118,24931,40209,65500,103756,161430,257265,416134,687413,1154865,1943714,3177829,4745645,6882054,10171012,16350038,29019902,52144228,89205212,150718136,265406238,452408873,671323623,809986842,815428541,750480212,682897622,618139484,539883611,460126433,389825242,316924304,237580403,162508997,101856807,58562822,30428316,15004456,7359152,3664086,1845838,1025774,577244,243213,78600,30025,14677,7672"
un_not_least_developed,2048,"3543,5397,13344,23918,38716,63029,100165,155835,247931,400566,660812,1109755,1867303,3071460,4616853,6705977,9900329,15810873,27965967,50443375,86578350,146094640,256278783,439610377,659687852,808552077,821767044,758124575,688594858,623633080,545849600,465366669,394712102,322447019,243629186,167831546,105913265,61395537,32131267,15871095,7777966,3872740,1944016,1069855,607505,263928,85934,32212,15602,8162"
un_not_least_developed,2049,"3434,5148,12421,22884,36964,60332,96516,150363,238842,385515,635207,1066122,1793661,2966831,4491893,6538382,9649360,15317807,26996942,48852853,84138001,141794455,247506907,426650267,646936015,805628407,827310557,765914418,694807723,629516070,552131577,470798479,399500850,327782721,249465099,173072250,109983602,64264903,33900629,16796941,8229489,4097527,2051623,1118850,640150,286691,94371,34748,16650,8686"
un_not_least_developed,2050,"3326,4912,11535,21932,35532,58131,93570,145814,230920,371988,611698,1025320,1724192,2865050,4368964,6370500,9395088,14821318,26006657,47172924,81544568,137399060,238788240,413542674,633585216,801749843,832597413,774163596,701417830,635330414,558200360,476258355,404219307,333086959,255431033,178486059,114193041,67184968,35700189,17727494,8686404,4332029,2170124,1173739,675439,312270,104894,38060,17903,9221"
un_not_least_developed,2051,"3222,4688,10721,20971,33997,55626,90051,140412,221932,357466,587464,984087,1655561,2763734,4248586,6210776,9160541,14371033,25091197,45598905,79173978,133476009,230860351,401112431,620741503,797854951,837779931,782218401,707639738,640263790,563335836,481001699,408345220,338039776,261133749,183878085,118521420,70211894,37589359,18722583,9168362,4566208,2280817,1220385,703621,333406,112859,39786,18337,9398"
un_not_least_developed,2052,"3122,4532,9906,20065,32685,53560,87304,136439,215118,346113,567800,949324,1596661,2673489,4142312,6072521,8959576,13983551,24280971,44168659,76994400,129751811,223064799,388303527,606939666,792679043,842349112,790144194,714053866,645446246,568944439,486308161,412827447,343018298,266746570,189148224,122708927,73091672,39397702,19678812,9636947,4802636,2401663,1275496,736905,358761,123914,42930,19295,9738"
un_not_least_developed,2053,"3023,4386,9304,19174,31377,51493,84556,132478,208312,334429,547222,912962,1535229,2577151,4024234,5916509,8731907,13565818,23426614,42658234,74724179,126038303,215534176,375615609,592648938,786013792,845719217,797782040,720655023,650626006,574201740,491273101,416989411,347755350,272356762,194799359,127558177,76701750,41858027,21052812,10342443,5155875,2578951,1358130,783018,390499,138230,47522,21105,10674"
un_not_least_developed,2054,"2927,4235,8552,18304,30135,49373,81591,128182,201121,322600,527006,877846,1476192,2483038,3907343,5762009,8505457,13156588,22578562,41108146,72317259,122107111,207968368,362743883,577836628,778101971,848347328,805185922,727244400,655811953,579672467,496713276,421673435,352903605,278226568,200613328,132479751,80330367,44347397,22456479,11059944,5509099,2753794,1437605,825665,420984,152904,52211,22914,11665"
un_not_least_developed,2055,"2834,4093,7872,17449,28926,47237,78475,123667,193632,310326,506235,842029,1415993,2385318,3782456,5595012,8258429,12721523,21699332,39523725,69941498,118418761,201097029,350869353,563617225,769451548,849970529,812112475,734013770,661224427,585444659,502322862,426308294,357681432,283677716,206100065,137088732,83701772,46625204,23741920,11707693,5825115,2911989,1508937,862963,449004,167215,56575,24381,12366"
un_not_least_developed,2056,"2743,3952,7243,16606,27761,45222,75552,119488,186759,298946,486734,808326,1359082,2291272,3660711,5434305,8023477,12317549,20879987,38030662,67700889,114870375,194219982,338613411,548651949,760059013,851684196,819830223,741267520,666578485,590735391,507484585,430521100,362080564,288940215,211651284,141897256,87260473,49075983,25140803,12417838,6175164,3090390,1592119,905909,480124,183861,61951,26171,13147"
un_not_least_developed,2057,"2655,3819,6853,15762,26625,43368,73256,116532,181913,290690,472132,782143,1313423,2212328,3557337,5299474,7823947,11969196,20145328,36628718,65526219,111421009,187721240,326952450,534318394,750235118,852372878,826377371,747824207,671584263,596012389,512920020,435147470,366778506,294261063,217102309,146532040,90694865,51439452,26507961,13109510,6510950,3258579,1668785,944218,509169,200489,67376,27941,13947"
un_not_least_developed,2058,"2569,3696,6307,14985,25741,41730,70752,112946,175965,280558,454719,751915,1262029,2125291,3441191,5148708,7605055,11604316,19399263,35197334,63267045,107922448,181504202,315630131,519714478,739123512,852267006,833068819,754822104,676803983,601077611,518091985,439576755,371260965,299558985,222717669,151400103,94342350,53955037,28002686,13876917,6889008,3452606,1760558,988618,540543,218888,73524,29901,14812"
un_not_least_developed,2059,"2484,3569,5772,14346,25144,40682,69042,110420,171524,272433,439958,725262,1215530,2044372,3330168,5004443,7395024,11256411,18696486,33848497,61125741,104555548,175413463,304222588,504518232,726760909,851359775,839910034,762699266,683132863,607143050,524006795,444305287,375457611,304212386,227582726,155654987,97632043,56275498,29415344,14610491,7248860,3634669,1845471,1028474,569232,236802,79440,31623,15584"
un_not_least_developed,2060,"2401,3449,5319,13633,24519,39594,67142,107610,166677,263715,424597,698241,1168715,1963499,3217355,4860157,7189880,10925243,18021425,32514518,58966956,101259226,169667583,293329143,489595154,713573194,849131584,845907635,770490730,689315819,612944031,529552437,448691935,379353483,308809103,232794953,160431486,101426902,58972725,31083146,15499537,7697443,3866984,1958749,1082532,604830,259037,87608,34524,16997"
un_not_least_developed,2061,"2324,3336,5065,12868,23714,38340,64830,104431,161633,254945,409488,671805,1123056,1884382,3102360,4710735,6972126,10572331,17324105,31156777,56727283,97793850,163868014,282507998,474653679,699790627,846163584,851437233,778040488,695520926,618792592,535529731,453619148,383526448,313325231,237762147,165073113,105258378,61834536,32933602,16509140,8206762,4122030,2079979,1139002,641275,282326,96120,37457,18506"
un_not_least_developed,2062,"2246,3225,4824,12011,23320,37843,63589,102683,158523,248549,397186,648719,1081138,1809718,2989487,4563125,6757521,10229120,16662901,29889063,54656044,94699483,158807629,272840950,460722500,686006303,842330984,856476176,785351063,700992741,623626724,540851109,458549846,387941927,318136465,242871265,169658561,108869731,64380721,34533718,17362674,8625369,4329204,2177086,1181677,669613,302329,103233,39443,19394"
un_not_least_developed,2063,"2173,3116,4601,11056,22343,36414,61249,99697,153989,240658,383680,625069,1039753,1738500,2882179,4426237,6561634,9918855,16065874,28727438,52698722,91695958,153787646,263013039,446141739,671275319,837460474,861512616,793450015,707592254,628975451,545918588,462766560,391433302,322311874,247848281,174476942,112861716,67287302,36439874,18391223,9143922,4591816,2305303,1240016,706025,328066,113897,42938,20841"
un_not_least_developed,2064,"2099,3011,4430,10194,21373,35017,58703,96207,148811,232025,369229,600366,997283,1666930,2773519,4288732,6370009,9625943,15507731,27608035,50730728,88635737,148841136,253511648,431634905,656012475,831227310,864804453,800500807,713877183,634412996,551580912,467823164,395632576,326983002,253067609,179473309,116990756,70301839,38419213,19498501,9714557,4883233,2450284,1306576,745296,355085,125093,46448,22223"
