unhcr_region,time,income_mountain_50bracket_shape_for_log
unhcr_americas,1816,"425,763,1541,3037,5211,8867,15322,27403,50980,96205,180304,329164,566184,934822,1479285,2114088,2681696,3078117,3326137,3328771,3091606,2646919,2001977,1402606,936868,562418,327108,190574,109470,63197,37628,22904,13959,8432,5040,2992,1760,1049,623,362,206,127,60,26,10,6,0,0,0,0"
unhcr_americas,1817,"433,773,1573,3105,5342,9084,15700,28113,52298,98639,184686,336725,578069,953240,1506802,2149816,2722951,3123227,3377757,3385918,3151403,2704169,2047652,1436022,959686,576112,335030,195153,112074,64659,38470,23394,14246,8604,5134,3055,1790,1062,635,369,210,128,60,27,11,6,0,0,0,0"
unhcr_americas,1818,"436,784,1634,3253,5613,9561,16516,29516,54668,102571,191003,346274,591932,974736,1539078,2194151,2779077,3188740,3447754,3453005,3209979,2751637,2077429,1452090,969800,582143,338935,197572,113501,65482,38898,23588,14310,8616,5131,3052,1794,1070,641,373,212,132,60,27,11,7,0,0,0,0"
unhcr_americas,1819,"444,795,1625,3228,5569,9469,16375,29324,54524,102687,191975,349215,597878,985364,1555664,2215373,2803418,3216671,3486230,3506323,3278152,2827273,2147719,1509477,1010595,607175,352981,205580,118003,67999,40401,24541,14918,8999,5357,3179,1868,1105,665,388,217,133,62,28,12,7,0,0,0,0"
unhcr_americas,1820,"445,803,1668,3306,5689,9681,16717,29936,55564,104536,195234,354713,606799,1001223,1583126,2252940,2848188,3268684,3547327,3573598,3346830,2886247,2189839,1539563,1029471,617531,358952,208952,119875,69048,41004,24883,15106,9112,5421,3217,1887,1119,673,390,221,135,64,28,12,7,0,0,0,0"
unhcr_americas,1821,"454,807,1705,3448,5990,10241,17799,32003,59641,112156,208866,377633,640710,1052732,1652279,2315572,2882795,3284450,3560938,3590574,3376137,2935817,2235861,1568859,1052453,633390,368209,214441,123009,70711,41809,25231,15244,9154,5425,3215,1889,1119,676,396,230,132,69,29,13,8,0,0,0,0"
unhcr_americas,1822,"453,807,1778,3700,6387,10777,18470,32849,60813,113924,211743,382216,647759,1065367,1668882,2332188,2897091,3301790,3588614,3634408,3433757,3022938,2322892,1626185,1095917,662689,383743,223259,127541,72559,42439,25464,15352,9227,5488,3251,1918,1131,682,398,234,131,74,30,14,10,0,0,0,0"
unhcr_americas,1823,"454,810,1830,3776,6505,10967,18770,33334,61566,115092,213451,384780,651868,1069589,1676363,2350881,2929667,3344720,3647516,3711506,3517618,3096708,2376819,1667137,1120470,675736,391420,227693,130295,74462,43754,26339,15911,9590,5719,3405,2014,1202,727,430,248,139,79,31,14,10,0,0,0,0"
unhcr_americas,1824,"463,825,1960,4154,7086,11739,19724,34500,62876,116325,213780,382880,647000,1067370,1682792,2360348,2976154,3426393,3670292,3700298,3545852,3192405,2478163,1738350,1172025,711334,412973,240885,137204,77104,44223,26012,15432,9185,5472,3286,1972,1192,736,439,262,153,91,43,25,11,1,0,0,0"
unhcr_americas,1825,"455,816,1882,4091,7023,11627,19484,33949,61715,114114,210062,377798,643249,1068897,1694724,2384962,3008326,3466013,3712929,3755446,3609947,3275673,2562924,1794954,1212984,741709,431093,251930,144097,81282,46684,27488,16319,9737,5813,3498,2108,1285,804,482,293,173,101,54,26,10,4,0,0,0"
unhcr_americas,1826,"457,818,1863,4111,7097,11749,19707,34364,62478,115559,212718,382207,650353,1082514,1712911,2404569,3029997,3495298,3748256,3804180,3675859,3357931,2645362,1858711,1258645,772195,448611,262026,149832,84411,48351,28417,16842,10034,5982,3591,2169,1317,821,497,298,174,103,57,27,10,5,0,0,0"
unhcr_americas,1827,"458,823,1864,4131,7143,11797,19741,34297,62145,114685,210954,379557,647810,1079788,1719230,2431139,3079367,3559579,3818827,3885870,3762921,3442456,2714525,1904104,1284774,787016,456007,266271,152270,85660,48995,28798,17116,10255,6155,3725,2262,1379,853,523,310,183,104,60,27,10,5,0,0,0"
unhcr_americas,1828,"464,826,1883,4190,7253,11963,20006,34723,62841,115834,212892,383080,654751,1092602,1736727,2451778,3103891,3593404,3862124,3946584,3841547,3532012,2796803,1967628,1329043,814912,472062,275393,157352,88374,50419,29559,17535,10474,6288,3794,2299,1399,869,531,317,186,105,63,26,10,6,0,0,0"
unhcr_americas,1829,"457,827,1921,4120,7131,11859,20027,35057,63752,117712,216195,388289,662550,1105988,1757851,2483461,3148180,3651850,3934932,4024520,3920972,3591129,2835532,2020368,1373946,840954,489934,285845,163184,91693,52377,30632,18048,10647,6276,3721,2221,1334,817,493,296,168,96,57,20,10,3,0,0,0"
unhcr_americas,1830,"468,840,1828,4254,7484,12429,20827,36191,65486,120515,220814,395782,673675,1119941,1777051,2509724,3169854,3668770,3939725,4036988,3952629,3691871,2988410,2117264,1441213,897130,519213,302090,172000,95411,53409,30790,18025,10640,6299,3743,2241,1340,825,495,299,172,101,60,24,10,6,0,0,0"
unhcr_americas,1831,"471,840,1898,4528,7820,12557,20338,34388,61353,112596,207429,375531,647035,1091083,1756042,2499534,3143568,3628971,3904850,4041742,4011787,3809502,3180303,2293894,1573781,1009777,594454,348941,199685,110567,61192,34787,20091,11702,6852,4048,2413,1439,888,533,322,189,113,62,28,13,10,0,0,0"
unhcr_americas,1832,"471,842,1798,4504,7966,12884,20929,35438,63237,116038,213502,385244,660249,1108020,1776321,2518759,3154906,3644112,3935275,4095896,4081962,3861574,3254816,2388425,1645904,1073660,646950,385705,222982,124157,68566,38685,22143,12767,7385,4300,2527,1486,908,538,330,190,114,63,27,14,10,1,0,0"
unhcr_americas,1833,"466,840,1671,4205,7429,11987,19396,32786,58718,108596,201787,368226,637525,1077192,1741076,2482926,3115270,3608204,3927453,4143271,4201020,4003015,3418145,2556253,1773265,1174070,721484,435581,253687,141575,78008,43666,24710,14038,8003,4606,2680,1574,959,567,345,203,118,65,30,16,10,2,0,0"
unhcr_americas,1834,"466,836,1860,4667,8186,13214,21414,36116,64215,117444,215320,387285,662010,1105330,1778919,2540552,3201829,3726956,4069788,4295223,4332199,4132484,3487398,2550142,1755700,1138756,676978,397246,226628,124850,68340,38264,21727,12437,7130,4122,2412,1409,856,507,306,179,99,56,27,12,9,0,0,0"
unhcr_americas,1835,"454,827,1715,4429,7881,12703,20511,34468,61306,112674,208036,377051,649195,1089143,1764373,2534853,3206295,3743879,4104495,4356105,4428966,4235243,3615046,2682715,1853823,1218405,738615,440200,254519,141479,77704,43474,24678,14084,8073,4663,2721,1597,971,580,352,212,116,68,33,16,10,3,0,0"
unhcr_americas,1836,"450,824,1659,4324,7679,12342,19874,33324,59286,109313,202757,369487,640275,1077798,1753621,2534165,3221077,3773436,4156781,4443852,4551507,4353978,3734099,2794468,1935755,1280991,785243,471264,273579,152364,83694,46715,26388,14977,8539,4916,2866,1683,1022,615,374,225,123,71,38,17,10,4,0,0"
unhcr_americas,1837,"448,823,1807,4751,8468,13625,21930,36680,64709,117960,216033,388845,667674,1114276,1804170,2615584,3347221,3935612,4333052,4612071,4671062,4445260,3769799,2764007,1898684,1237977,741706,437408,251302,139306,76432,42903,24493,14100,8149,4749,2798,1652,1009,609,369,218,124,69,36,16,10,3,0,0"
unhcr_americas,1838,"450,825,1855,4838,8587,13821,22260,37248,65682,119674,218969,393799,676534,1130371,1833966,2665733,3416003,4017984,4431527,4728011,4792425,4556481,3854261,2818911,1934613,1257986,748412,438300,250656,138637,76058,42705,24367,14026,8105,4725,2783,1649,1006,610,371,217,124,69,34,16,10,2,0,0"
unhcr_americas,1839,"452,826,1681,4527,8094,13016,20900,34903,61786,113304,208881,378868,656072,1103899,1801450,2620112,3360203,3983657,4462576,4838375,4963670,4700234,3994705,2971985,2048459,1355934,833006,500235,290976,162724,89738,50273,28540,16296,9343,5408,3177,1883,1147,702,427,252,146,81,41,22,10,6,0,0"
unhcr_americas,1840,"447,818,1886,4996,8841,14178,22730,37788,66202,119751,217666,389677,668537,1116728,1816999,2656417,3443053,4123525,4651711,5045281,5133094,4857736,4087628,2981231,2044947,1327934,789108,460882,263029,145351,79564,44584,25413,14629,8451,4925,2906,1715,1043,636,385,228,129,71,34,17,10,3,0,0"
unhcr_americas,1841,"444,814,2004,5240,9153,14591,23301,38566,67184,120837,218522,389644,667616,1115712,1816619,2670074,3489348,4211361,4769065,5179671,5284420,5035853,4229423,3060142,2097891,1348700,790165,456590,258868,142573,77982,43797,25108,14567,8495,4996,2973,1773,1085,667,412,240,142,76,39,18,10,4,0,0"
unhcr_americas,1842,"446,822,2075,5343,9271,14707,23387,38551,66936,120181,217254,387524,663818,1107515,1803843,2651023,3466036,4193061,4774994,5239382,5420762,5243376,4447601,3241268,2234599,1434791,839341,483887,273615,150265,81824,45690,26070,15067,8765,5137,3045,1824,1109,686,418,251,143,77,41,18,10,4,0,0"
unhcr_americas,1843,"723,1269,2705,6432,10974,17185,26937,43702,74621,131916,235395,415573,705929,1168513,1888441,2745459,3559926,4271620,4842876,5304794,5483665,5290264,4508766,3308260,2285072,1480212,874018,506551,286994,157381,85188,47121,26581,15172,8692,5030,2936,1730,1037,639,388,233,132,69,36,16,10,3,0,0"
unhcr_americas,1844,"2653,4343,7157,12818,19837,28895,41805,62211,97542,160313,271024,461596,766415,1247342,1982738,2830320,3603024,4244315,4759754,5203958,5429170,5258115,4575111,3466868,2428311,1615182,992409,595432,345913,192556,104957,57941,32499,18362,10420,5978,3472,2048,1229,758,463,277,161,86,45,22,11,7,0,0"
unhcr_americas,1845,"3661,5971,9871,17397,26585,38134,54041,78266,118615,188171,308066,510705,831617,1330152,2077592,2939405,3714586,4334399,4815020,5217775,5432562,5261879,4606841,3525845,2484205,1665602,1035407,627299,367674,206289,113255,62876,35464,20149,11481,6602,3834,2264,1360,839,516,311,183,98,51,25,13,8,0,0"
unhcr_americas,1846,"3801,6271,10351,18254,27969,40233,57137,82859,125524,199074,326119,541620,884155,1414912,2205166,3102132,3886667,4467899,4900346,5256107,5445486,5263884,4615636,3558892,2527635,1705317,1070078,653784,385303,216981,119495,66499,37563,21347,12165,6981,4053,2393,1433,886,546,334,197,103,55,25,13,9,0,0"
unhcr_americas,1847,"3849,6235,10270,18639,28853,41541,58962,85454,129493,205580,337449,561251,917388,1467852,2271422,3186743,4009676,4616067,5055769,5393847,5564609,5319509,4627003,3587181,2554821,1725679,1098425,681664,406292,229706,126239,69771,39141,22096,12506,7116,4085,2390,1412,860,530,318,185,105,48,24,12,8,0,0"
unhcr_americas,1848,"3926,6365,10313,18698,29109,42010,59745,86735,131634,209197,343787,572020,934303,1493102,2301319,3220757,4058094,4678407,5121740,5443477,5633118,5430383,4775959,3736456,2680868,1824695,1168193,728068,436555,248003,136761,75598,42401,23876,13477,7646,4371,2543,1498,914,560,340,195,117,53,25,13,10,0,0"
unhcr_americas,1849,"3976,6451,10641,19403,30032,43208,61239,88540,133707,211303,345422,572578,933700,1491831,2302180,3238162,4114901,4789365,5292090,5677631,5877080,5619375,4888257,3792831,2705701,1832949,1169329,727050,434605,247127,136732,76059,42943,24437,13956,8015,4654,2754,1643,1016,626,381,221,134,58,30,15,10,1,0"
unhcr_americas,1850,"4032,6539,10771,19676,30540,43958,62317,90109,136066,215072,351534,582546,949069,1512137,2332542,3276778,4152028,4821535,5326402,5738623,5981656,5771157,5057359,3949005,2830345,1922404,1229102,763449,455086,257484,141356,77820,43463,24422,13769,7816,4474,2617,1539,946,578,349,201,117,55,25,14,10,0,0"
unhcr_americas,1851,"3693,6221,10348,19629,31078,45039,63806,91693,137224,214649,348114,573478,928830,1482456,2294572,3222660,4125218,4848752,5377249,5762267,6027592,5878496,5242305,4165174,3035814,2105716,1369895,858701,515523,292084,160174,87442,48189,26600,14796,8304,4726,2747,1603,973,596,355,213,119,61,28,15,10,1,0"
unhcr_americas,1852,"3916,6548,10516,19398,30910,44828,63492,91222,136583,214051,348340,576140,936242,1500624,2322722,3252207,4124733,4790728,5279026,5648521,5987819,5970389,5463947,4431847,3279907,2311244,1530474,969251,587467,332673,181062,97452,52693,28295,15245,8276,4567,2576,1461,865,525,309,176,102,49,23,12,9,0,0"
unhcr_americas,1853,"4391,7243,11287,19163,29678,42732,60620,87584,132103,208557,341891,568812,927957,1495568,2301110,3194514,4048473,4712145,5189021,5525432,5915175,6069502,5710456,4762579,3598838,2562150,1730314,1103355,674982,384742,209620,112552,60493,32141,16972,8995,4852,2669,1479,847,498,289,158,82,44,15,10,1,0,0"
unhcr_americas,1854,"4691,7685,11916,20057,30921,44375,62855,90752,136731,215581,352705,585218,951391,1530878,2340652,3226156,4066592,4730998,5227906,5590077,6021425,6216478,5867934,4907098,3716790,2651270,1794477,1145785,701619,400402,218341,117233,63033,33542,17735,9410,5088,2801,1552,885,520,300,167,84,46,17,10,1,0,0"
unhcr_americas,1855,"4697,7711,12017,20841,32422,46609,65920,94876,142316,223003,362316,597020,963627,1544236,2354417,3233382,4080529,4785835,5352778,5783025,6257313,6426950,6016723,4994307,3767679,2687755,1812933,1158015,707532,402276,218959,117383,63084,33537,17775,9447,5116,2812,1561,885,518,301,168,84,46,15,10,1,0,0"
unhcr_americas,1856,"4485,7263,11253,19291,30030,43293,61512,89266,135481,215003,353396,587033,951626,1534905,2351858,3237313,4099220,4804814,5370470,5810666,6331195,6593486,6259086,5246875,3977963,2833333,1909707,1215304,741923,421598,228461,121965,65317,34666,18265,9654,5197,2845,1582,901,531,308,167,90,44,16,10,2,0,0"
unhcr_americas,1857,"4068,6669,10493,18947,30128,43784,62319,90317,136762,216303,354079,585128,941249,1514060,2329050,3199604,4066828,4852136,5528558,6057263,6621698,6857174,6454751,5369035,4050885,2881445,1933155,1228883,748274,423397,228864,121880,65191,34584,18301,9712,5261,2900,1628,930,546,313,175,93,50,17,10,2,0,0"
unhcr_americas,1858,"3696,6153,9763,18054,29188,42813,61311,89301,135878,215916,354799,587264,943780,1519205,2341651,3226643,4120489,4937478,5629825,6166289,6738444,6993751,6607493,5529223,4195136,2994308,2013963,1278311,777404,439849,237709,126452,67524,35773,18898,10009,5398,2966,1659,944,554,327,174,95,51,16,10,2,0,0"
unhcr_americas,1859,"3795,6317,9974,17810,28657,42062,60485,88621,135765,217147,358749,595593,959205,1548717,2380958,3274915,4180686,4993877,5667572,6187139,6766564,7077876,6750847,5708376,4363004,3126706,2120438,1353826,830562,474784,258751,138553,74242,39434,20788,10984,5897,3219,1792,1014,591,345,187,101,52,18,10,4,0,0"
unhcr_americas,1860,"3651,6130,9734,16882,27171,39982,57671,84832,130530,209647,347455,577266,929730,1507599,2325045,3209685,4113643,4943338,5643020,6210004,6856732,7274660,7012559,5999291,4618823,3316274,2270417,1456271,898312,516054,282107,151450,81103,42932,22442,11749,6245,3387,1881,1055,613,359,191,105,52,18,10,2,0,0"
unhcr_americas,1861,"3756,6296,9973,17915,29049,42772,61497,89992,137507,219172,360734,596748,958652,1547802,2389262,3322127,4269727,5121470,5828162,6393890,7029931,7387400,7069309,6006442,4607753,3310363,2253753,1442393,886614,508333,277889,148960,79737,42284,22240,11715,6264,3418,1893,1076,624,365,197,115,53,20,10,5,0,0"
unhcr_americas,1862,"4075,6753,10631,18115,28948,42278,60449,88051,134029,213062,350313,580194,934571,1513269,2349494,3279118,4215494,5055818,5786840,6402061,7101575,7571917,7319290,6283157,4845706,3480838,2389181,1535285,949586,548381,301078,162132,86972,46141,24137,12639,6715,3643,2019,1140,663,386,207,118,56,19,10,3,0,0"
unhcr_americas,1863,"3958,6594,10412,16406,25228,36669,52610,77141,118548,190333,315792,527739,855743,1395554,2194860,3095270,4018827,4878239,5646037,6322304,7073666,7764203,7715363,6812312,5307177,3800847,2602394,1676517,1039579,608875,340169,187218,102580,55651,29605,15683,8362,4537,2495,1396,797,449,241,126,69,24,10,5,0,0"
unhcr_americas,1864,"3889,6514,10295,16055,24556,35565,50673,73657,112185,178798,295430,493869,803463,1318275,2099597,2998927,3941687,4822848,5590111,6291411,7080731,7875169,7955437,7144598,5631762,4055661,2786389,1805781,1124641,666700,379681,214004,120285,67032,36686,19996,10965,6110,3451,1979,1152,665,372,205,105,50,23,10,6,0"
unhcr_americas,1865,"3104,5297,8472,14595,24468,36470,52688,77076,117823,188276,311363,520194,843554,1367388,2161652,3093488,4092743,5067700,5963110,6736097,7530887,8182313,8035355,6998071,5406929,3861701,2640132,1689887,1040241,604569,335002,182215,98533,52875,27928,14730,7838,4248,2343,1312,759,437,241,133,67,31,10,6,0,0"
unhcr_americas,1866,"2669,4631,7471,13292,22657,34045,49490,72770,111804,179698,298787,502018,818123,1328606,2112789,3047525,4066451,5096608,6077935,6928182,7761075,8381002,8179606,7107875,5517144,3971249,2743692,1766937,1090102,631871,348782,188759,101343,53827,28128,14683,7762,4185,2301,1295,751,434,238,132,69,29,10,6,0,0"
unhcr_americas,1867,"1872,3388,5589,9410,15480,23602,35272,53664,85743,143326,246941,427807,713842,1182224,1919588,2824890,3818980,4847897,5873897,6830649,7805942,8684233,8709020,7741005,6052787,4336988,2969388,1911006,1179452,688397,383645,210160,114314,61632,32657,17242,9171,4960,2723,1525,870,498,269,143,76,27,11,6,0,0"
unhcr_americas,1868,"1877,3416,5655,9460,15523,23630,35202,53254,84488,140281,240401,415417,693226,1146790,1868957,2766476,3761190,4794666,5843031,6863606,7906502,8862368,8951500,8010733,6291756,4520197,3103406,2004473,1239325,728883,413123,231468,128833,70964,38408,20666,11182,6130,3407,1920,1099,629,342,185,97,34,16,10,1,0"
unhcr_americas,1869,"1880,3436,5721,9163,14204,21427,32048,48857,78182,130813,225455,392053,659829,1101913,1821447,2715553,3701762,4763986,5838542,6885669,7956928,8973948,9160681,8300470,6590704,4760132,3270649,2117481,1315873,781318,447595,253304,142550,79595,43817,24047,13293,7467,4264,2462,1446,849,481,271,143,65,33,17,10,5"
unhcr_americas,1870,"2194,3884,6375,10540,17042,25560,37535,55961,87388,142832,241254,412684,686748,1131805,1861487,2775325,3771798,4840408,5976677,7119777,8281552,9298054,9377606,8363235,6555706,4709059,3236293,2091127,1294016,761491,432024,241988,134565,74096,40136,21632,11738,6448,3597,2021,1153,662,358,193,95,44,17,10,2,0"
unhcr_americas,1871,"2508,4411,7193,11669,18632,27698,40201,58990,90357,145098,241640,410128,683233,1126977,1865852,2802502,3818886,4892391,6000585,7110502,8246606,9298621,9481153,8579963,6823227,4947727,3420198,2222944,1385370,822119,469545,264203,147506,81665,44566,24227,13265,7362,4158,2366,1366,791,439,243,123,59,25,13,9,0"
unhcr_americas,1872,"2755,4786,7757,12156,18512,27360,39920,58983,90725,146235,243775,413177,689638,1133571,1872023,2823089,3857780,4960020,6081275,7196565,8322416,9417068,9701143,8844704,7052399,5103929,3501672,2265205,1404404,832244,475963,268871,151373,84681,46767,25798,14339,8095,4641,2683,1571,922,523,291,157,77,36,19,10,6"
unhcr_americas,1873,"3631,6063,9660,14969,22508,32859,47317,68734,103318,162408,264289,438485,723405,1177364,1932186,2903941,3951457,5038859,6077977,7103363,8196868,9338999,9781840,9073402,7344129,5372157,3689412,2397739,1486559,883401,510754,292795,167348,95007,53270,29806,16803,9582,5555,3251,1928,1141,654,375,201,105,51,27,14,10"
unhcr_americas,1874,"3768,6254,9955,15555,23584,34745,50455,73720,110919,174217,282822,467067,768025,1239245,2008869,3005843,4058216,5122544,6183315,7286975,8452709,9594699,9924506,9117527,7357832,5395924,3746973,2435968,1508255,888387,505900,284835,159722,88832,48788,26818,14857,8343,4770,2763,1616,947,540,299,162,83,38,20,10,6"
unhcr_americas,1875,"3846,6299,9972,15570,23648,34984,51042,74865,112800,177479,288885,478260,790354,1282665,2086549,3139308,4261104,5381266,6391900,7390458,8432895,9517938,9916720,9228013,7530680,5554853,3839408,2501975,1547572,913740,523892,298598,170548,96708,54012,30164,16981,9678,5601,3292,1952,1157,666,374,209,104,52,27,14,10"
unhcr_americas,1876,"4319,6904,10799,16752,25301,37317,54368,79831,120107,188110,304900,502658,829068,1343150,2171530,3249377,4391613,5517216,6533455,7561337,8634379,9728893,10087370,9349242,7606074,5597745,3862319,2501093,1539597,902947,512993,289981,164977,93294,51972,29022,16359,9329,5403,3170,1884,1115,648,359,200,103,49,26,14,10"
unhcr_americas,1877,"4762,7508,11665,18008,27086,39802,57951,85129,127845,199433,322330,529391,869863,1402923,2244823,3328498,4467807,5567529,6522403,7499047,8570404,9752181,10228530,9588691,7882934,5853733,4059474,2639822,1625320,950847,538206,302923,171713,96775,53667,29835,16759,9531,5519,3236,1922,1141,658,373,211,104,52,27,15,10"
unhcr_americas,1878,"4612,7169,11056,17060,25777,38157,55964,82605,124414,194431,315063,519657,858360,1391604,2236879,3358491,4545991,5679424,6605895,7529832,8574489,9772388,10360073,9840031,8185433,6117759,4258200,2779167,1716605,1008920,573590,324903,185811,105461,58624,32634,18349,10441,6030,3538,2093,1239,719,405,234,110,57,31,17,10"
unhcr_americas,1879,"4864,7430,11301,17795,27908,41588,60851,89182,132922,205229,328789,535838,875119,1409112,2248846,3385402,4582261,5683712,6487377,7186823,8064354,9210776,10186112,10125399,8852262,6838447,4809763,3175301,1997721,1192464,688513,396041,231295,136203,78907,45501,26460,15493,9187,5507,3333,2017,1201,702,404,213,109,59,31,17"
unhcr_americas,1880,"5547,8290,12424,20757,40694,63600,92007,130710,187120,276055,423416,663919,1044919,1619907,2502093,3653526,4775131,5637684,6207016,6715207,7364201,8397538,9600222,10094994,9306045,7557830,5576313,3753544,2396375,1421617,796385,437589,244211,139942,79347,44116,24624,13819,7911,4635,2778,1675,1006,600,350,192,100,54,28,14"
unhcr_americas,1881,"5727,8450,12561,20943,42285,66705,96784,137597,196877,289804,443313,692836,1083643,1674008,2572923,3728838,4841745,5695254,6259601,6748084,7377545,8395757,9609255,10191284,9521858,7856230,5887648,3986636,2541772,1497734,832994,452834,248521,140473,78990,43524,24094,13430,7664,4487,2692,1631,981,587,348,189,106,55,29,15"
unhcr_americas,1882,"5834,8490,12476,19707,40559,65165,95243,135856,194469,285785,436566,681949,1064675,1641151,2510302,3652617,4776755,5643321,6193042,6641433,7219297,8252415,9596803,10366808,9965668,8437062,6467599,4431104,2837360,1682154,932099,498312,266268,146716,81186,44044,23984,13133,7331,4193,2480,1487,889,535,318,174,100,54,25,13"
unhcr_americas,1883,"6308,9060,13179,20672,42077,67458,98788,141527,203569,299830,458276,714325,1109002,1706278,2593518,3726355,4843423,5705210,6258942,6697772,7284592,8361729,9754963,10563439,10183098,8654763,6657852,4574167,2930968,1735093,958536,510677,272247,149969,82920,44932,24493,13440,7515,4312,2543,1521,916,551,326,180,101,59,25,13"
