unhcr_region,time,income_mountain_50bracket_shape_for_log
unhcr_europe,2053,"0,0,965,3056,5140,7525,10175,13106,16168,18851,21393,24073,27405,32072,38549,47912,63731,92688,144372,234064,400875,731979,1400445,2744696,5503706,11004068,20801396,36285529,56216297,76273240,87875373,94010412,101334312,103787791,89518847,61695984,35801411,18128544,8456277,3837332,1725918,792685,414036,257139,147337,65938,27423,12988,6347,3272"
unhcr_europe,2054,"0,0,792,2875,4910,7245,9846,12700,15698,18345,20852,23486,26728,31279,37591,46604,61627,89090,138284,224009,382497,696495,1331056,2608753,5231481,10472504,19826545,34793916,54274295,74614593,86929392,93322015,100540796,103881434,91123372,63775428,37486903,19164829,9003133,4097562,1847372,846586,435152,267745,155476,70855,29335,13818,6748,3476"
unhcr_europe,2055,"0,0,657,2687,4688,6965,9520,12321,15300,17963,20450,23058,26223,30651,36819,45605,60012,86285,133549,215965,367147,665917,1270317,2486164,4982821,9988103,18966506,33494093,52561756,73070886,85987107,92577426,99592175,103691746,92458043,65752421,39149572,20210652,9565379,4370097,1977571,905747,459171,279536,164357,76480,31622,14796,7235,3718"
unhcr_europe,2056,"0,0,551,2502,4466,6692,9202,11951,14925,17604,20103,22708,25853,30258,36379,45076,59155,84641,130429,210063,354393,638117,1212078,2364123,4724287,9472909,18100701,32225190,50938330,71595785,85124612,91916496,98627465,103349427,93593049,67652684,40809328,21284322,10145338,4649053,2111285,967078,484239,291442,173259,82253,34041,15791,7718,3951"
unhcr_europe,2057,"0,0,442,2295,4252,6431,8880,11575,14482,17155,19615,22194,25274,29567,35562,44019,57550,81883,125694,202163,340177,610875,1157299,2253214,4497898,9017897,17297231,30969886,49294289,70022157,84160846,91207666,97673502,102964279,94654140,69558667,42506085,22398739,10753165,4943080,2251337,1030975,510535,303504,182143,88196,36595,16822,8206,4195"
unhcr_europe,2058,"0,0,353,2092,4044,6172,8576,11235,14133,16835,19324,21971,25074,29367,35383,43867,57300,81299,124486,199899,335238,598526,1127923,2187054,4332542,8646581,16587275,29785571,47686562,68337346,83029866,90372808,96675049,102532945,95633338,71465853,44231009,23534183,11361720,5239478,2393974,1097222,540339,317807,191830,94638,39438,17978,8773,4469"
unhcr_europe,2059,"0,0,259,1941,3840,5920,8278,10889,13763,16503,19026,21710,24843,29132,35140,43599,56912,80560,123057,197137,329058,584170,1095872,2118572,4168441,8296358,15930789,28659772,46136779,66682288,81980344,89679482,95780523,101979526,96358100,73205622,45870330,24663443,11992496,5551226,2545802,1167774,570377,331079,201156,101230,42495,19191,9360,4750"
unhcr_europe,2060,"0,0,231,1750,3645,5671,7983,10533,13363,16090,18599,21256,24323,28521,34383,42594,55339,77870,118548,189895,317019,562348,1052597,2034211,3999812,7954488,15279120,27505939,44531053,64872883,80730770,88797775,94790304,101364428,97075189,75117283,47728602,25972083,12731350,5920307,2728045,1254840,609226,348432,212270,108860,46168,20682,10078,5095"
unhcr_europe,2061,"0,0,165,1567,3452,5430,7686,10199,12992,15764,18312,20989,24061,28207,33982,42017,54320,75931,115090,183861,305605,539417,1006186,1941221,3813238,7587429,14628324,26435004,43124634,63289434,79672029,88076132,93865127,100593777,97500475,76801902,49459428,27227786,13448727,6279334,2903119,1336864,644696,363443,222022,115970,49714,22064,10731,5413"
unhcr_europe,2062,"0,0,105,1406,3266,5195,7408,9869,12606,15394,17933,20610,23664,27730,33391,41242,53137,73848,111435,177363,293111,514566,957177,1842691,3618488,7220944,13991993,25373112,41702346,61633248,78525574,87372822,93067188,99871705,97883299,78453875,51182866,28501170,14178774,6644362,3079330,1418720,680019,378041,231424,123064,53377,23513,11417,5759"
unhcr_europe,2063,"0,0,50,1245,3088,4968,7131,9548,12250,15037,17588,20263,23274,27284,32864,40615,52218,72300,108651,172391,283407,494564,917420,1763447,3449158,6872965,13368994,24338171,40320165,59981328,77323932,86606435,92218818,99015601,98079165,80048389,52966346,29872083,14988699,7062379,3287081,1519237,726208,398506,243740,131866,58007,25458,12361,6247"
unhcr_europe,2064,"0,0,44,1129,2910,4749,6858,9227,11882,14657,17204,19825,22762,26617,32003,39497,50643,69819,104641,165998,272718,474109,876180,1681345,3280614,6529116,12734212,23249078,38801799,58114575,75860067,85659788,91331412,98170465,98335067,81753417,54916837,31405252,15929071,7583747,3566035,1663019,795604,430271,261162,143236,63896,27676,13232,6610"
unhcr_europe,2065,"0,0,0,984,2741,4535,6595,8910,11515,14295,16829,19446,22379,26174,31483,38850,49722,68215,101816,161107,263933,456173,838632,1605340,3124715,6212433,12164070,22297498,37496805,56497579,74595044,84874751,90581461,97281682,98360380,83179292,56673650,32806700,16769391,8020878,3780571,1766533,842416,449529,271689,151028,68288,29426,13988,6974"
unhcr_europe,2066,"0,0,0,810,2575,4329,6344,8612,11135,13869,16402,18959,21860,25560,30709,37883,48314,65928,97916,154653,253354,437211,802607,1533889,2977707,5907988,11597329,21340386,36177515,54866683,73298612,84087648,89878863,96399546,98318560,84538619,58441227,34243183,17646136,8484109,4008455,1877381,893342,470887,283360,159619,73319,31485,14903,7405"
unhcr_europe,2067,"0,0,0,664,2417,4129,6100,8327,10802,13513,16005,18524,21326,24894,29875,36829,46882,63545,93617,147194,240177,410326,746638,1424279,2772555,5536518,10958834,20316534,34790394,53185590,71919148,83275895,89250007,95597450,98291989,85937236,60329857,35791555,18585162,8969741,4252681,1999835,954276,500034,298824,169940,79356,34035,16043,7943"
unhcr_europe,2068,"0,0,0,550,2258,3934,5861,8042,10470,13154,15665,18163,20964,24468,29367,36239,46099,62227,91185,142699,231906,393431,710971,1351133,2624308,5230729,10393575,19397250,33492858,51581410,70555376,82448965,88564472,94651202,98012886,87078927,62111981,37332235,19595437,9546349,4561138,2162826,1035000,537367,318412,182805,86817,37134,17262,8516"
unhcr_europe,2069,"0,0,0,461,2103,3746,5625,7759,10141,12800,15319,17784,20547,23991,28781,35561,45261,61020,89219,139736,228084,388134,701845,1330683,2568541,5073353,10005553,18607728,32181420,49817661,68903221,81403110,87852563,93797272,97793923,88218844,63915813,38894854,20609910,10100798,4839706,2303011,1102182,567206,333471,193142,93313,40012,18500,9092"
unhcr_europe,2070,"0,0,0,369,1927,3572,5400,7487,9824,12467,15000,17461,20235,23633,28360,35010,44537,59816,87074,136085,222260,377997,681339,1287013,2478229,4881918,9623732,17900115,31018761,48250727,67391520,80428943,87143201,92872801,97394310,89172965,65657837,40447192,21632619,10660961,5119378,2442314,1167958,596026,347428,202548,99271,42571,19550,9606"
unhcr_europe,2071,"0,0,0,294,1760,3393,5188,7225,9550,12260,14919,17479,20362,23841,28628,35363,44955,60287,87506,136420,222543,377347,676154,1269525,2433197,4747308,9313196,17293549,29965507,46782767,65856094,79363377,86341307,91892412,96880783,89971612,67336866,41997981,22694490,11246880,5409803,2588199,1237243,625930,361279,211857,105464,45371,20690,10104"
unhcr_europe,2072,"0,0,0,217,1627,3227,4974,6971,9242,11927,14614,17182,20072,23493,28223,34838,44207,58932,84805,131287,213453,360567,644095,1205499,2303540,4491697,8837674,16526392,28801507,45287986,64316711,78326808,85580281,90972956,96333059,90720200,69104635,43705006,23922181,11971444,5800866,2797970,1342896,675021,384323,225585,113809,48998,21953,10593"
unhcr_europe,2073,"0,0,0,194,1466,3063,4763,6723,8944,11639,14346,16906,19781,23161,27771,34265,43418,57566,82177,126492,205098,344770,611468,1137495,2169977,4236878,8356008,15738231,27590686,43748353,62674459,77220097,84816883,90121797,95811097,91452611,70921106,45475266,25202341,12734315,6218126,3024396,1458701,730218,410870,241441,123640,53553,23629,11271"
unhcr_europe,2074,"0,0,0,138,1318,2903,4564,6477,8653,11302,14005,16557,19393,22684,27162,33469,42313,55827,79173,121277,196067,328404,579887,1076397,2054881,4011042,7926740,15024310,26484513,42360414,61168589,76223484,84187661,89377904,95227808,91984683,72556867,47114298,26400067,13428892,6578187,3211358,1551609,773042,430412,253226,131471,57396,25073,11848"
unhcr_europe,2075,"0,0,0,88,1183,2750,4374,6245,8366,10968,13681,16217,19055,22352,26750,32934,41584,54673,77143,117751,190182,318222,560699,1038538,1978678,3847798,7594829,14444208,25539611,41139341,59779392,75252720,83511785,88575919,94479863,92280594,74036945,48671072,27559432,14105607,6932870,3397661,1645983,817274,450610,265500,139944,61835,26884,12655"
unhcr_europe,2076,"0,0,0,42,1051,2600,4186,6020,8103,10673,13451,16018,18878,22198,26604,32768,41378,54269,76222,115926,186930,312294,547824,1010403,1920456,3717365,7300148,13888104,24600077,39904570,58311931,74177021,82823258,87886188,93770611,92506293,75449613,50233509,28759251,14814435,7303443,3590447,1743523,863241,471416,277713,148495,66377,28729,13450"
unhcr_europe,2077,"0,0,0,37,951,2456,4008,5799,7844,10380,13216,15839,18745,22094,26523,32703,41331,54152,75727,114514,183855,306188,535257,983606,1861265,3582169,7009021,13331352,23616252,38512058,56613533,72876193,81936102,87075756,92997411,92773051,77002684,52002333,30160328,15691724,7805367,3874120,1896733,939926,508258,297928,161099,72849,31215,14377"
unhcr_europe,2078,"0,0,0,0,830,2312,3833,5587,7608,10200,13202,15985,19009,22521,27021,33242,41860,54522,75628,113604,181884,302850,526979,960142,1806539,3463433,6750004,12838644,22771891,37352094,55172327,71749329,81192988,86387733,92211533,92873854,78406917,53668369,31430848,16394388,8136771,4043011,1985835,985030,530358,310683,169799,77591,33046,15044"
unhcr_europe,2079,"0,0,0,0,694,2180,3664,5377,7350,9878,12819,15557,18491,21928,26326,32418,40950,53406,73930,110504,176012,291840,505429,917669,1724075,3296357,6418515,12246843,21824272,36039413,53548479,70434690,80360652,85772577,91534096,93042055,79876190,55470267,32875248,17278236,8605688,4284059,2109676,1044607,557236,325290,179698,83350,35566,16148"
unhcr_europe,2080,"0,0,0,0,562,2046,3499,5177,7105,9548,12480,15220,18148,21570,25890,31879,40270,52436,72283,107574,171060,283684,489808,885039,1658754,3166731,6150588,11746401,20983160,34842609,52032798,69164089,79543270,85158780,90803081,93045809,81162862,57172759,34266582,18144992,9071031,4525018,2236022,1106752,585653,340555,189931,89327,38056,17096"
unhcr_europe,2081,"0,0,0,0,468,1918,3342,4978,6867,9264,12226,15017,17960,21403,25721,31718,40073,52104,71441,105562,166800,275243,471671,845235,1576443,3006506,5830595,11152381,20027835,33520693,50453478,67886369,78830533,84709306,90188228,93025175,82406428,58930387,35734284,19077716,9573111,4777815,2364489,1167951,612566,354394,199408,95210,40666,18201"
unhcr_europe,2082,"0,0,0,0,391,1785,3187,4789,6643,9014,12066,14963,17983,21479,25819,31785,40098,51990,70940,104240,164089,270248,461170,821304,1523869,2898453,5599257,10700550,19253147,32368041,48987797,66570924,77985959,84154988,89520852,92939314,83544195,60624078,37151190,19954575,10030239,5001630,2482399,1226893,638305,367639,209362,101755,43646,19438"
unhcr_europe,2083,"0,0,0,0,314,1639,3042,4602,6415,8729,11818,14772,17847,21391,25752,31725,40074,52008,70829,103694,162641,267018,453144,802398,1481011,2803462,5394517,10291495,18533567,31233565,47508569,65189202,77142404,83620234,88866178,92761280,84565337,62280874,38579617,20884600,10534630,5257555,2615180,1291810,667059,381374,218480,107632,46247,20421"
unhcr_europe,2084,"0,0,0,0,250,1500,2897,4420,6195,8443,11558,14556,17656,21235,25604,31563,39868,51646,69995,101736,158541,258954,437007,770077,1417049,2677917,5141671,9835206,17786214,30118312,46137279,63886680,76355516,83132159,88232402,92532437,85497463,63923260,40033408,21838804,11050933,5514118,2752888,1361122,697787,396423,228722,114297,49322,21638"
unhcr_europe,2085,"0,0,0,0,184,1390,2757,4246,5980,8151,11226,14243,17317,20836,25119,30928,39065,50584,68412,99116,154146,251964,425664,749189,1373179,2586136,4944970,9433387,17067752,28958904,44651468,62358627,75336220,82465072,87558561,92272456,86395316,65669381,41657120,22971431,11690461,5847122,2930877,1452888,741513,417290,241369,122456,53363,23352"
unhcr_europe,2086,"0,0,0,0,166,1254,2620,4074,5768,7865,10893,13916,16970,20449,24652,30335,38278,49555,66868,96635,150317,246714,418661,737562,1348276,2533909,4826073,9171716,16540348,27984817,43312795,60856689,74252262,81684091,86772552,91847674,87136807,67335412,43239409,24088073,12319344,6167895,3097500,1536659,780650,435822,252892,130139,57205,24956"
unhcr_europe,2087,"0,0,0,0,117,1126,2493,3906,5571,7618,10618,13671,16735,20187,24318,29875,37655,48708,65545,94298,146122,239267,404802,710354,1295075,2432755,4630457,8816644,15960609,27039756,42121513,59586128,73450612,81185413,86189713,91375910,87700240,68876747,44742856,25144576,12874378,6407843,3195898,1575507,793879,439491,255944,133297,58967,25749"
unhcr_europe,2088,"0,0,0,0,75,1016,2359,3749,5377,7356,10329,13389,16427,19869,23962,29409,37041,47822,64105,91636,141183,230413,388768,678657,1230186,2310543,4406888,8413703,15341462,26097698,40934815,58239305,72496226,80514738,85462920,90743237,88125684,70420833,46353576,26378361,13631164,6838968,3440758,1707390,859400,471054,273760,144164,64126,27519"
unhcr_europe,2089,"0,0,0,0,36,902,2230,3590,5180,7130,10040,13118,16150,19580,23611,28977,36460,47037,62878,89410,136927,222253,373014,647560,1170773,2198258,4190080,8007394,14703680,25156804,39797800,56961593,71590922,79920125,84883579,90203983,88535545,71918359,47929266,27553970,14309610,7187369,3621303,1800259,903362,490646,284950,152025,68365,29244"
unhcr_europe,2090,"0,0,0,0,32,814,2108,3438,4989,6890,9633,12622,15567,18869,22762,27937,35198,45439,60667,85868,130816,211543,354493,614498,1109159,2079684,3966743,7610251,14064107,24166053,38513525,55479919,70529790,79291192,84438454,89802528,89033924,73449865,49547922,28786873,15035324,7572171,3824867,1906983,955600,514964,298560,161259,73526,31465"
unhcr_europe,2091,"0,0,0,0,0,714,1989,3291,4799,6660,9295,12267,15169,18390,22195,27239,34290,44300,59051,83210,126083,203243,340421,590139,1064780,1996974,3812232,7316124,13570728,23335482,37357902,54061282,69430938,78584706,83911984,89264777,89337971,74894592,51187596,30049105,15753846,7913607,3981956,1982823,990583,529712,306756,167603,77541,33424"
unhcr_europe,2092,"0,0,0,0,0,594,1871,3149,4618,6438,8996,11945,14825,18011,21776,26726,33691,43573,58082,81525,122952,197481,330336,571628,1028766,1923547,3661581,7016084,13053602,22504503,36233654,52715672,68376584,77875971,83334503,88603107,89452744,76205938,52809160,31359752,16555442,8341393,4205347,2100523,1049105,556926,321500,177303,83010,35700"
unhcr_europe,2093,"0,0,0,0,0,481,1761,3006,4444,6232,8678,11554,14359,17478,21172,26015,32870,42663,56939,79765,119751,191577,319913,552961,993491,1852726,3513470,6708186,12496455,21592839,34956728,51203561,67133269,77050966,82796261,88092749,89716725,77633717,54552646,32750312,17409239,8796701,4440297,2223600,1109906,584616,335978,186937,88716,38183"
unhcr_europe,2094,"0,0,0,0,0,401,1645,2872,4279,6030,8415,11300,14113,17187,20836,25548,32178,41546,55071,76525,114165,182024,303666,524237,941482,1758200,3342773,6396309,11985764,20829424,33944422,50029479,66195833,76468784,82293837,87373928,89590991,78690592,56086694,34058136,18251529,9250033,4671316,2344809,1169959,611880,349834,195945,93981,40301"
unhcr_europe,2095,"0,0,0,0,0,334,1533,2741,4114,5849,8187,11039,13848,16887,20469,25097,31570,40770,54062,74996,111371,176798,293978,506008,906382,1688541,3205242,6128088,11524543,20086151,32771289,48499539,64772031,75517916,81759905,86894871,89752096,79969301,57804993,35479958,19160723,9741829,4921868,2474546,1234126,640946,364329,205525,100041,43092"
unhcr_europe,2096,"0,0,0,0,0,266,1409,2617,3953,5629,7818,10494,13146,15958,19257,23485,29477,38036,50394,69726,103373,164349,274551,474449,853139,1598768,3063502,5889534,11148483,19549470,31970983,47498157,63759465,74784956,81165742,86150138,89500677,80881413,59319844,36807944,20010656,10158071,5093078,2542933,1260119,649035,367221,208557,102590,44354"
unhcr_europe,2097,"0,0,0,0,0,214,1288,2489,3794,5430,7543,10090,12638,15335,18492,22553,28328,36669,48716,67427,99667,157743,262173,451075,810904,1524110,2927097,5636477,10723288,18910399,30956084,46225813,62517101,73992883,80684296,85594587,89353123,81820231,60850198,38151336,20921460,10666105,5352633,2678806,1328824,681663,383806,219403,109610,47776"
unhcr_europe,2098,"0,0,0,0,0,156,1193,2367,3640,5239,7381,10007,12635,15405,18604,22641,28339,36458,48187,66261,97258,153111,253239,432639,770809,1440961,2769455,5336581,10189875,18156086,29920518,45055016,61442111,73319105,80230758,85026535,89072729,82612642,62374622,39543546,21886707,11204723,5631108,2826304,1403560,716572,400432,229766,116375,51050"
unhcr_europe,2099,"0,0,0,0,0,141,1074,2247,3492,5041,7148,9757,12405,15168,18338,22328,27914,35941,47526,65321,95636,150221,248304,423482,750504,1394076,2670940,5132709,9784258,17499071,28886153,43774192,60171102,72511748,79688838,84447577,88713083,83296556,63910718,40993886,22921522,11793535,5940494,2991931,1487593,756371,419666,241465,123981,54911"
unhcr_europe,2100,"0,0,0,0,0,100,963,2130,3350,4845,6861,9255,11727,14294,17241,20941,26194,33784,44735,61415,89567,140100,231251,394870,702058,1309208,2517080,4854368,9297951,16795658,27828135,42443156,58767825,71589524,79166824,84010472,88467420,84066498,65519136,42517990,24023824,12427829,6273788,3170330,1580368,801405,441250,254119,132058,58961"
unhcr_middle_east_north_africa,1800,"923,1624,2917,5044,8486,14034,23108,39240,68086,118445,207009,346933,568591,898925,1286744,1680923,1987431,2031359,1938532,1773496,1513889,1182360,861282,598168,386564,236770,141590,83615,49497,29766,18136,11026,6616,3942,2325,1381,812,499,275,161,85,42,19,10,8,0,0,0,0,0"
unhcr_middle_east_north_africa,1801,"927,1630,2927,5063,8518,14087,23212,39430,68447,119119,208217,348909,571728,903669,1292927,1688190,1995384,2038701,1944770,1778669,1518319,1186109,864174,600317,388151,237794,142218,84000,49722,29904,18226,11072,6655,3956,2343,1388,814,501,276,162,85,42,20,10,8,0,0,0,0,0"
unhcr_middle_east_north_africa,1802,"928,1631,2932,5070,8541,14138,23297,39611,68792,119735,209313,350703,574581,908034,1298635,1694967,2003312,2046433,1951358,1784277,1523090,1190131,867281,602592,389866,238918,142914,84422,49976,30058,18319,11132,6690,3976,2354,1397,824,502,278,162,86,42,20,10,8,0,0,0,0,0"
unhcr_middle_east_north_africa,1803,"931,1633,2944,5090,8569,14190,23404,39815,69179,120445,210577,352754,577888,913010,1305123,1702626,2011703,2054164,1957864,1789538,1527359,1193572,869890,604466,391228,239801,143454,84743,50170,30170,18388,11182,6718,3992,2365,1403,825,504,279,163,86,42,20,10,8,0,0,0,0,0"
unhcr_middle_east_north_africa,1804,"932,1638,2949,5104,8597,14243,23495,39998,69539,121121,211765,354707,581007,917741,1311303,1709987,2020013,2061947,1964322,1794789,1531760,1197324,872812,606626,392883,240883,144122,85156,50415,30325,18478,11237,6750,4016,2376,1411,826,506,279,165,87,42,20,10,8,0,0,0,0,0"
unhcr_middle_east_north_africa,1805,"938,1645,2961,5119,8629,14304,23598,40204,69936,121844,213040,356803,584353,922799,1317879,1717743,2028473,2069738,1970873,1800099,1536085,1200834,875453,608532,394281,241794,144670,85495,50618,30451,18552,11284,6786,4035,2386,1419,828,508,279,166,88,42,20,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1806,"939,1649,2966,5135,8661,14343,23696,40395,70300,122519,214261,358782,587538,927614,1324165,1725202,2036894,2077611,1977399,1805398,1540531,1204611,878407,610710,395937,242887,145350,85912,50864,30594,18656,11341,6817,4056,2397,1427,834,512,281,166,88,42,20,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1807,"942,1653,2971,5148,8685,14400,23798,40583,70671,123210,215492,360793,590759,932481,1330531,1732797,2045489,2085667,1984157,1810935,1545122,1208348,881213,612741,397413,243842,145926,86251,51079,30716,18726,11392,6851,4075,2405,1429,839,514,283,166,89,42,20,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1808,"946,1659,2981,5171,8733,14491,23963,40906,71267,124320,217641,364885,598556,946646,1354159,1773196,2103243,2135316,1992307,1780348,1502030,1173182,861257,604056,394576,243350,146306,86888,51694,31261,19177,11741,7118,4272,2544,1523,903,556,309,183,96,53,27,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1809,"947,1662,2987,5187,8757,14541,24065,41100,71659,125035,218902,366939,601861,951661,1360747,1781127,2112250,2143746,1999238,1785860,1506435,1176685,863890,605945,395948,244246,146844,87227,51889,31383,19248,11794,7148,4288,2558,1530,904,558,312,183,96,53,27,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1810,"947,1666,2998,5203,8788,14592,24173,41302,72052,125749,220172,369011,605193,956717,1367330,1788913,2120987,2151858,2005839,1791157,1510885,1180506,866919,608199,397658,245374,147543,87649,52150,31528,19347,11849,7190,4310,2567,1533,907,558,312,183,96,55,27,10,9,0,0,0,0,0"
unhcr_middle_east_north_africa,1811,"949,1672,3005,5226,8826,14653,24286,41529,72478,126550,221610,371401,609083,962703,1375483,1799281,2132987,2163295,2015379,1798237,1515568,1182672,866517,606388,396036,244193,146828,87293,51999,31479,19327,11868,7213,4335,2589,1551,917,564,314,188,97,55,27,10,10,0,0,0,0,0"
unhcr_middle_east_north_africa,1812,"951,1676,3010,5237,8849,14716,24391,41748,72903,127347,223010,373724,612857,968393,1383009,1808434,2142976,2172112,2022207,1803099,1519121,1185400,868586,607894,397198,244963,147316,87604,52189,31596,19407,11908,7236,4356,2600,1558,922,567,315,188,98,55,28,10,10,0,0,0,0,0"
unhcr_middle_east_north_africa,1813,"953,1683,3020,5256,8882,14776,24507,41969,73340,128154,224471,376125,616727,974175,1390542,1817341,2152314,2180114,2028377,1807501,1522706,1188670,871271,609950,398824,246059,147996,88021,52446,31742,19507,11971,7273,4379,2613,1567,926,572,318,188,98,55,28,10,10,0,0,0,0,0"
unhcr_middle_east_north_africa,1814,"956,1688,3025,5268,8914,14834,24607,42197,73762,128936,225861,378402,620418,979727,1397879,1826250,2162214,2189068,2036041,1814716,1530752,1194646,873261,610045,398121,244910,147049,87361,52007,31470,19328,11875,7226,4359,2616,1569,933,573,319,188,99,57,28,10,10,0,0,0,0,0"
unhcr_middle_east_north_africa,1815,"961,1695,3032,5283,8946,14891,24721,42414,74195,129741,227316,380849,624426,985856,1406229,1836916,2174449,2200597,2045019,1819754,1531305,1194090,873437,609922,398527,245754,147813,88000,52484,31825,19571,12024,7321,4416,2651,1591,941,578,321,191,100,57,28,11,10,1,0,0,0,0"
unhcr_middle_east_north_africa,1816,"963,1699,3042,5302,8984,14961,24848,42656,74661,130598,228836,383339,628448,991866,1414052,1846158,2184130,2208983,2051692,1824643,1535105,1197233,875873,611690,399837,246619,148338,88315,52685,31939,19644,12075,7348,4435,2660,1597,944,579,323,191,101,57,28,11,10,1,0,0,0,0"
unhcr_middle_east_north_africa,1817,"966,1700,3051,5321,9012,15008,24961,42879,75088,131403,230276,385706,632272,997595,1421550,1855124,2193849,2217567,2058389,1829565,1539002,1200617,878593,613700,401406,247662,148985,88723,52927,32086,19737,12133,7386,4463,2675,1605,950,581,324,192,101,57,29,11,10,1,0,0,0,0"
unhcr_middle_east_north_africa,1818,"969,1705,3064,5343,9047,15081,25080,43122,75552,132273,231811,388227,636326,1003654,1429423,1864559,2204119,2226722,2066767,1839067,1551118,1208865,879905,612132,398587,244522,146589,87117,51884,31420,19326,11904,7270,4413,2662,1601,953,585,327,192,101,58,29,11,10,1,0,0,0,0"
unhcr_middle_east_north_africa,1819,"967,1710,3089,5405,9151,15273,25424,43725,76604,134037,234615,392357,642208,1011481,1438555,1873796,2212026,2231186,2067250,1835955,1549014,1209271,883181,618082,404296,248440,148856,88194,52288,31498,19277,11809,7173,4315,2579,1540,909,554,307,178,92,51,25,10,7,0,0,0,0,0"
unhcr_middle_east_north_africa,1820,"970,1716,3098,5412,9184,15316,25507,43886,76908,134586,235569,393806,644378,1014438,1441606,1876072,2213416,2232398,2070841,1843520,1561044,1221993,893313,625497,407655,248712,147947,87056,51262,30687,18710,11441,6937,4158,2483,1479,877,534,294,170,86,47,22,10,4,0,0,0,0,0"
unhcr_middle_east_north_africa,1821,"969,1711,3083,5392,9155,15266,25411,43689,76541,133896,234436,392142,641581,1010948,1438669,1875262,2217682,2242353,2081971,1855663,1574439,1233822,900646,629847,409779,249547,148281,87144,51223,30605,18635,11384,6901,4145,2472,1476,872,533,293,169,86,47,21,10,2,0,0,0,0,0"
unhcr_middle_east_north_africa,1822,"969,1711,3088,5392,9148,15258,25382,43585,76294,133263,233158,389916,637552,1004956,1431530,1868430,2215602,2247540,2092350,1869911,1592534,1251155,912621,638743,414818,251027,148081,86405,50431,29930,18133,11027,6661,3980,2365,1407,830,506,278,158,78,41,19,6,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1823,"966,1711,3092,5408,9173,15308,25451,43677,76410,133506,234041,391918,639161,1005340,1430719,1865030,2208576,2243514,2090502,1872280,1598540,1260963,923892,649554,423633,257331,152145,88776,51735,30621,18496,11217,6754,4014,2381,1415,827,504,276,155,80,39,19,3,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1824,"965,1703,3079,5392,9147,15282,25417,43586,76302,133662,235412,395035,642506,1008710,1433840,1866572,2207026,2243797,2091648,1876167,1604155,1267976,930029,654522,427376,259812,153689,89687,52263,30931,18688,11338,6825,4072,2409,1433,843,509,279,157,81,40,20,3,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1825,"960,1694,3064,5377,9131,15258,25387,43526,76202,133593,235743,396270,644189,1011510,1438371,1870883,2208697,2248043,2097740,1884324,1612263,1275477,934815,656915,428069,259255,152654,88678,51498,30392,18326,11121,6704,4002,2377,1421,836,511,277,155,80,39,20,1,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1826,"955,1688,3051,5357,9108,15214,25312,43373,75957,133387,236170,398096,646431,1014046,1441590,1872691,2206851,2248326,2098301,1887494,1617818,1283279,942193,663235,433099,262636,154750,89902,52179,30762,18554,11252,6789,4055,2413,1433,846,517,284,159,84,39,20,1,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1827,"944,1664,2999,5251,8907,14822,24550,41799,72962,128358,228442,388905,637433,1007340,1439205,1875015,2215060,2261828,2111512,1899878,1629323,1294077,950975,669974,438038,265837,156694,91040,52818,31137,18768,11395,6872,4107,2440,1453,857,522,285,161,84,39,20,2,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1828,"940,1655,2994,5241,8890,14812,24542,41796,72956,128402,228807,390119,639212,1010260,1443917,1879002,2215159,2262255,2112063,1902978,1634441,1301081,957432,675353,442212,268654,158468,92093,53429,31499,18985,11532,6958,4161,2478,1471,870,529,287,164,87,39,21,2,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1829,"940,1649,2978,5220,8865,14758,24437,41582,72537,127599,227390,388028,635871,1005757,1439731,1876378,2216828,2269530,2120755,1912441,1644290,1311026,965802,681935,447129,271858,160437,93239,54074,31863,19190,11655,7037,4211,2501,1491,884,537,290,166,87,40,22,2,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1830,"944,1659,3009,5282,8993,15051,25023,42777,74877,131624,234141,397089,644139,1011314,1442424,1875013,2210289,2264427,2118415,1915248,1650530,1319019,971565,685209,448690,272586,160854,93478,54168,31901,19225,11694,7069,4243,2529,1514,889,543,298,171,87,41,22,2,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1831,"942,1653,2994,5271,8965,15010,24945,42615,74649,131540,234979,399549,647132,1014752,1446768,1877878,2209113,2264387,2118922,1918295,1655717,1326225,978324,690851,453109,275584,162756,94599,54807,32267,19448,11826,7151,4286,2565,1528,907,549,301,173,92,41,22,2,0,0,0,0,0,0"
unhcr_middle_east_north_africa,1832,"985,1700,3034,5267,8884,14726,24207,40788,70786,124883,224487,387759,640537,1020326,1464654,1896840,2221656,2271978,2123915,1924321,1662955,1334145,983940,694131,454536,275855,162538,94240,54466,31989,19269,11720,7096,4269,2555,1530,913,553,307,174,92,42,22,2,0,0,0,0,0,0"
