unicef_region,time,income_mountain_50bracket_shape_for_log
na,2073,"0,0,0,0,0,0,0,0,0,2,120,1380,8078,26885,62656,112267,159385,176630,149367,105422,109715,203673,315193,369939,444052,677253,1149929,1942934,3326908,5844351,10358020,18060443,29917668,43231838,54611624,61847059,62596100,55446437,42887893,29039548,16962520,9081178,4662777,2320959,1119254,618443,365454,149898,38267,11139"
na,2074,"0,0,0,0,0,0,0,0,0,2,95,1172,7174,24852,59135,107979,156004,176497,152439,107977,106272,194529,308679,367888,436785,655346,1111160,1879338,3213131,5628368,9952466,17322464,28814945,42105271,53697482,61514874,63074337,56655065,44288010,30332935,17911689,9629478,4957551,2478967,1194159,648909,385852,164859,43147,12146"
na,2075,"0,0,0,0,0,0,0,0,0,1,74,989,6280,22482,54908,102530,150884,174090,152977,108081,100346,181739,296464,357943,417631,613278,1039068,1767721,3029885,5313467,9431436,16510187,27743027,41174461,53075184,61306584,63515091,57771013,45632646,31607482,18871390,10191356,5259793,2640026,1271077,679463,405614,180341,48685,13418"
na,2076,"0,0,0,0,0,0,0,0,0,0,61,834,5586,20832,51855,98622,147657,174002,156629,112581,100583,177263,297709,374391,447523,652004,1096591,1855608,3128397,5387783,9387789,16145125,26869979,40138468,52147611,60693734,63534695,58446064,46648391,32681940,19757885,10713372,5544839,2792127,1344272,707590,424039,196664,55354,15060"
na,2077,"0,0,0,0,0,0,0,0,0,0,46,699,4905,19051,48488,94103,143373,172277,158163,114545,97455,166421,284692,359631,417690,592862,991363,1677665,2843762,4933759,8702605,15202632,25755534,39273386,51751238,60729656,64029168,59504311,47932933,33926758,20756193,11323121,5885707,2979232,1441682,750719,450041,216978,64279,17831"
na,2078,"0,0,0,0,0,0,0,0,0,0,36,580,4249,17040,44625,88750,137845,168904,157886,114905,93150,154655,272000,350600,403856,563247,943163,1612647,2745062,4758732,8418236,14720005,24972026,38416309,51060198,60339954,64126875,60232923,49027195,35053281,21693985,11906696,6209817,3152231,1529290,786401,470234,234241,72014,19854"
na,2079,"0,0,0,0,0,0,0,0,0,0,26,479,3704,15559,41684,84629,133804,167242,159730,118051,92399,146761,263424,347533,400460,550767,919383,1578091,2690052,4660142,8233875,14401268,24460240,37909217,50755143,60233206,64301871,60794944,49758048,35730561,22235588,12241586,6392842,3257354,1589566,809604,483286,248476,79081,21394"
na,2080,"0,0,0,0,0,0,0,0,0,0,20,397,3227,13934,38344,79801,128705,164226,160368,120787,92439,140206,255654,344620,395902,532587,881050,1519191,2596294,4481664,7910910,13881181,23685091,37088303,50067091,59744677,64154332,61281645,50785307,36912940,23309438,12957922,6811551,3492155,1719077,869349,514316,271853,91357,25599"
na,2081,"0,0,0,0,0,0,0,0,0,0,14,327,2805,12653,35697,75830,124535,161935,161558,123867,92565,133018,246019,339304,389711,513172,837596,1440502,2460169,4247035,7508867,13232584,22713908,35982388,49146500,59275222,64259252,62114950,52072347,38202708,24451524,13696757,7224228,3713319,1838377,922774,540505,292569,102588,28831"
na,2082,"0,0,0,0,0,0,0,0,0,0,11,268,2429,11505,33312,72163,120708,160018,163452,128465,95552,130304,242859,345322,406371,537353,868988,1491492,2546373,4354098,7602277,13225519,22357580,35322890,48450752,58627344,63867150,62178330,52678043,39082004,25230270,14255163,7547661,3879364,1923662,956307,554035,305673,110325,30574"
na,2083,"0,0,0,0,0,0,0,0,0,0,8,215,2085,10365,30878,68314,116441,157232,164050,131380,96337,124029,233081,339390,401180,520496,826174,1407102,2399435,4098284,7132212,12415102,21243059,34228392,47817899,58494396,64212337,62988060,53826666,40233898,26250950,14950526,7945009,4090443,2037431,1007145,576771,324115,121624,33954"
na,2084,"0,0,0,0,0,0,0,0,0,0,5,174,1801,9332,28624,64621,112209,154279,164411,134331,97795,119065,224879,336416,403115,518996,816023,1387798,2361705,4008400,6935331,12049175,20535688,33250250,46863220,57894845,64097429,63434403,54809612,41360988,27302680,15691712,8373491,4320212,2161338,1063482,601152,343115,134138,37953"
na,2085,"0,0,0,0,0,0,0,0,0,0,4,141,1544,8441,26602,61263,108433,152003,165992,139573,102919,118821,219919,331468,392802,490430,761089,1288583,2196615,3745364,6532216,11496755,19712266,32102709,45674224,57061531,63900999,64097120,56130124,42795952,28638076,16644540,8920812,4629301,2336295,1149196,639449,369032,151397,44737"
na,2086,"0,0,0,0,0,0,0,0,0,0,2,112,1317,7543,24567,57748,104190,148670,165759,142248,104898,115287,212374,328546,395936,490659,750432,1264588,2150758,3660503,6369337,11238805,19285462,31470294,45039279,56521570,63601103,64253980,56801312,43699483,29564217,17355899,9339672,4856899,2462702,1211104,666498,388913,165644,49577"
na,2087,"0,0,0,0,0,0,0,0,0,0,1,89,1117,6705,22603,54287,99875,145041,164972,144147,105803,109733,200349,317602,387402,474898,718366,1213520,2071982,3530797,6142607,10905022,18781567,30722651,44341364,55972266,63401086,64552663,57621089,44728382,30559273,18097467,9762346,5078914,2578683,1263377,685200,402443,176450,52299"
na,2088,"0,0,0,0,0,0,0,0,0,0,1,71,946,5982,20874,51162,95996,142006,165263,148367,111375,112359,200942,326093,410330,508737,760296,1267169,2144865,3614873,6169417,10805757,18384238,29827568,43348833,55049739,62860070,64596968,58316339,45740658,31584387,18911327,10245204,5342564,2723218,1334758,714597,421757,191593,57949"
na,2089,"0,0,0,0,0,0,0,0,0,0,0,57,801,5420,19550,48620,92797,139671,166251,153466,118058,115775,199987,328174,419065,514850,751315,1233255,2072063,3484913,5926007,10369956,17774925,29023426,42722189,54735814,62900204,65029405,59112486,46609183,32337930,19507799,10609316,5563458,2864604,1415551,751220,444696,209587,65473"
na,2090,"0,0,0,0,0,0,0,0,0,0,0,44,670,4788,17985,45639,88790,135965,165100,155624,121025,114630,193136,323169,421499,519433,752643,1233245,2071236,3480741,5897865,10293492,17586591,28586030,42184390,54141883,62442544,64830359,59430656,47296067,33160766,20226826,11097423,5853994,3028373,1501991,789590,467619,227314,73079"
na,2091,"0,0,0,0,0,0,0,0,0,0,0,33,560,4205,16508,42766,84861,132258,163894,157940,124741,114981,187776,318727,423243,521277,746711,1216863,2038023,3419186,5766017,10001901,17061140,27741997,41280602,53424463,62102856,64929679,60077560,48298537,34219897,21123747,11678386,6193985,3219578,1603135,834109,492579,246867,82452"
na,2092,"0,0,0,0,0,0,0,0,0,0,0,26,462,3669,15095,39955,80909,128352,162257,159770,128256,115746,183420,316265,429542,531648,753708,1222263,2054651,3476004,5873505,10073404,16930393,27141963,40380569,52482250,61398489,64679931,60469842,49149333,35186788,22003815,12268796,6533241,3405261,1703260,879151,517107,265772,91092"
na,2093,"0,0,0,0,0,0,0,0,0,0,0,18,383,3195,13790,37277,76991,124254,160043,160723,130653,114842,175435,306340,423695,524568,735176,1185811,1991533,3371294,5695013,9758220,16434038,26393351,39555942,51809809,61021265,64742211,61105044,50172224,36256361,22925509,12869324,6874126,3589641,1802644,922888,539452,284029,100561"
na,2094,"0,0,0,0,0,0,0,0,0,0,0,14,314,2822,12846,35327,74192,121859,160315,165508,138822,122001,177437,307485,430047,530905,728907,1155343,1920953,3236356,5453931,9316009,15728126,25391164,38458491,50965562,60616225,64884829,61888366,51389886,37514955,24010258,13592654,7293457,3820340,1929002,982237,569911,306846,112867"
na,2095,"0,0,0,0,0,0,0,0,0,0,0,9,255,2420,11662,32887,70412,117711,157633,165936,141114,121778,170276,297272,423291,523340,707266,1104503,1825745,3085398,5219929,8903175,14993559,24247819,37165262,49890928,60147913,65114248,62797345,52792207,38938960,25201859,14384167,7745111,4064106,2059291,1040954,597079,327065,124390"
na,2096,"0,0,0,0,0,0,0,0,0,0,0,7,209,2056,10545,30543,66703,113543,154788,166226,143650,122592,165125,290051,421787,526308,707139,1097697,1809925,3050039,5140485,8722274,14654619,23620848,36266629,48924989,59364485,64703209,62971966,53641120,40178591,26468496,15263006,8266028,4352249,2221526,1120726,635597,353173,139405"
na,2097,"0,0,0,0,0,0,0,0,0,0,0,5,167,1749,9491,28283,62993,109169,151371,165594,145029,121963,157389,277249,410386,514229,684359,1056438,1743465,2947429,4988879,8480088,14295266,23154914,35734396,48560059,59244510,64886799,63341003,54262591,40936255,27158901,15768048,8562033,4505970,2302040,1153646,646813,363617,146583"
na,2098,"0,0,0,0,0,0,0,0,0,0,0,3,133,1484,8424,25928,59056,104337,147148,163761,144818,119166,146375,257969,386054,477482,620061,953345,1575974,2693454,4629659,7990419,13714863,22527496,35028159,47822426,58631413,64893570,63964350,55419950,42213467,28299332,16580604,9041962,4768227,2441252,1216001,671151,380219,157631"
na,2099,"0,0,0,0,0,0,0,0,0,0,0,2,107,1254,7545,23973,55690,100225,143798,163195,146797,120188,141592,248232,378701,473340,611593,939110,1562900,2675912,4604185,7957309,13728889,22501197,34692397,47306900,57979455,64435625,63926761,55850558,42914733,29084779,17199054,9418142,4981332,2562645,1276303,697777,399486,171328"
na,2100,"0,0,0,0,0,0,0,0,0,0,0,1,85,1058,6724,22125,52429,96143,140326,162390,148621,121342,137055,237911,369325,465319,593163,895735,1479827,2522469,4334238,7463314,12888457,21267390,33096958,46015871,57305711,64676615,64989670,57384746,44491797,30468862,18166054,9961550,5284494,2735247,1363610,735603,423189,188122"
sa,1800,"851,1868,4106,9161,20353,44684,98058,215883,476853,1015737,2066261,3984752,6964014,11286468,17706547,24248199,30216982,34224143,33807598,27680897,19027345,11767874,7043859,4180132,2479152,1486424,907237,564043,356682,228461,147499,95125,60509,37586,22701,13311,7604,4250,2345,1279,692,370,194,92,46,20,7,0,0,0"
sa,1801,"854,1875,4123,9197,20431,44850,98433,216700,478643,1019378,2073304,3997446,6983543,11316963,17750875,24303105,30281713,34288587,33858798,27711241,19042461,11775951,7048336,4182757,2480814,1487513,907966,564512,356990,228663,147634,95210,60557,37616,22718,13325,7608,4252,2345,1280,692,370,194,92,46,20,7,0,0,0"
sa,1802,"866,1904,4189,9338,20738,45516,99927,219991,485853,1033652,2100028,4043452,7047058,11414337,17879097,24437564,30420012,34379198,33858967,27631327,18950250,11712746,7009347,4159829,2467717,1479984,903560,561855,355334,227613,146942,94741,60236,37398,22577,13238,7556,4222,2327,1269,688,369,191,91,45,20,7,0,0,0"
sa,1803,"881,1932,4251,9479,21045,46190,101427,223295,493102,1047984,2126861,4089668,7110878,11512165,18007895,24572606,30558865,34470129,33859050,27550995,18857588,11649226,6970165,4136788,2454547,1472412,899131,559172,353676,226556,146248,94276,59919,37180,22437,13148,7504,4191,2314,1263,683,367,188,90,44,19,7,0,0,0"
sa,1804,"895,1959,4315,9624,21359,46858,102941,226623,500396,1062413,2153862,4136128,7175000,11610536,18137169,24708190,30698115,34561029,33858663,27470191,18764726,11585617,6930941,4113722,2441368,1464833,894695,556496,352014,225494,145555,93809,59590,36965,22296,13058,7450,4162,2298,1253,679,362,188,88,43,19,7,0,0,0"
sa,1805,"907,1991,4383,9776,21697,47583,104558,230202,508155,1077692,2182278,4184282,7240698,11712604,18266396,24844700,30835260,34644565,33848991,27386123,18675218,11525416,6894035,4092075,2429004,1457724,890528,553971,350438,224493,144894,93364,59286,36757,22159,12974,7401,4135,2280,1243,673,359,187,87,43,19,6,0,0,0"
sa,1806,"921,2022,4452,9929,22033,48311,106185,233804,515960,1093091,2210952,4232977,7307379,11816444,18397777,24983032,30973429,34729138,33838901,27300609,18583357,11463424,6856083,4069866,2416326,1450445,886259,551391,348829,223475,144226,92912,58971,36550,22025,12888,7350,4107,2268,1235,669,359,185,87,43,19,6,0,0,0"
sa,1807,"934,2052,4519,10083,22373,49038,107823,237406,523781,1108487,2239582,4281501,7373592,11919301,18528014,25120601,31111613,34813266,33829069,27215803,18493106,11402719,6818871,4048038,2403862,1443272,882049,548844,347242,222463,143556,92462,58665,36343,21892,12804,7299,4079,2252,1226,664,354,185,87,43,19,6,0,0,0"
sa,1808,"949,2081,4589,10239,22711,49767,109459,241025,531625,1123943,2268323,4330214,7440054,12022559,18658757,25258692,31250306,34897682,33819155,27130628,18402479,11341766,6781499,4026123,2391342,1436074,877821,546284,345648,221449,142892,92012,58352,36132,21754,12721,7248,4050,2236,1218,658,351,185,87,42,19,6,0,0,0"
sa,1809,"965,2114,4660,10397,23049,50506,111113,244671,539526,1139533,2297374,4379597,7507805,12128242,18792822,25399579,31390542,34983448,33808922,27043485,18308300,11277885,6742435,4003316,2378335,1428594,873431,543630,343998,220399,142206,91547,58035,35919,21615,12635,7198,4020,2218,1209,653,351,181,86,41,19,6,0,0,0"
sa,1810,"977,2146,4732,10556,23403,51270,112814,248439,547674,1155546,2327079,4429580,7575958,12234442,18925431,25540437,31530844,35067099,33796908,26957948,18219445,11218690,6706713,3982865,2366862,1422038,869586,541297,342534,219459,141581,91116,57742,35722,21489,12552,7154,3995,2204,1203,649,349,179,84,40,18,6,0,0,0"
sa,1811,"992,2180,4809,10725,23771,52067,114596,252391,556148,1172180,2357835,4480761,7645562,12343335,19058448,25682620,31670413,35147106,33780359,26871674,18133520,11161660,6671924,3962524,2355243,1415363,865652,538912,341039,218505,140954,90695,57448,35522,21363,12475,7105,3969,2190,1194,646,345,177,83,40,18,5,0,0,0"
sa,1812,"1007,2213,4881,10893,24137,52854,116364,256313,564554,1188690,2388377,4531647,7714932,12451908,19191582,25825605,31811623,35230184,33768310,26790171,18051270,11106933,6638518,3942995,2344092,1408965,861886,536630,339611,217597,140353,90285,57168,35335,21240,12402,7061,3942,2174,1188,640,343,177,82,40,18,5,0,0,0"
sa,1813,"1023,2246,4958,11067,24524,53717,118361,261053,575899,1213739,2438721,4620006,7846498,12678057,19545378,26120510,31848548,35006172,33472502,26618456,17972587,11089430,6643970,3952934,2353911,1417691,869269,542642,344353,221255,143079,92261,58568,36313,21913,12849,7349,4127,2292,1266,686,371,195,91,44,20,7,0,0,0"
sa,1814,"1039,2281,5034,11238,24900,54524,120163,265076,584551,1230762,2470249,4672589,7918570,12791541,19685007,26265460,31992803,35091813,33469073,26543031,17893512,11036339,6611262,3933719,2342943,1411401,865570,540397,342948,220360,142484,91854,58284,36119,21787,12770,7303,4098,2279,1255,682,370,191,90,43,19,7,0,0,0"
sa,1815,"1054,2315,5114,11411,25283,55342,122001,269143,593305,1248019,2502293,4726166,7992393,12908056,19828643,26414635,32140965,35181570,33468099,26468366,17813525,10982315,6578020,3914246,2331836,1405046,861838,538146,341538,219461,141889,91446,58001,35931,21663,12691,7258,4071,2262,1246,678,366,189,88,43,19,7,0,0,0"
sa,1816,"1071,2351,5194,11593,25680,56206,123931,273445,602475,1266051,2535588,4780992,8067854,13026994,19972032,26565074,32289469,35268673,33464549,26395549,17739513,10932861,6547605,3896422,2321678,1399236,858407,536070,340238,218628,141337,91062,57738,35749,21544,12620,7213,4047,2252,1240,675,363,189,88,43,19,7,0,0,0"
sa,1817,"1088,2387,5280,11784,26090,57100,125925,277878,611920,1284605,2569784,4836958,8145051,13148705,20117369,26718329,32440160,35356523,33460911,26323991,17667985,10885203,6518321,3879289,2311914,1393669,855106,534075,338988,217825,140802,90691,57483,35577,21432,12549,7169,4025,2238,1232,672,361,188,87,43,19,7,0,0,0"
sa,1818,"1105,2426,5366,11973,26505,58003,127932,282369,621462,1303353,2604371,4893623,8223330,13272154,20265137,26874604,32594328,35447748,33460010,26254208,17597511,10838160,6489393,3862367,2302274,1388171,851852,532109,337755,217034,140273,90331,57226,35403,21320,12479,7127,4001,2225,1224,669,360,186,87,43,19,6,0,0,0"
sa,1819,"1124,2462,5449,12166,26925,58913,129973,286905,631121,1322347,2639439,4951184,8303106,13398112,20416560,27035553,32753902,35544375,33463763,26187869,17529436,10792763,6461547,3846120,2293040,1382903,848729,530228,336566,216270,139771,89978,56981,35236,21205,12410,7088,3978,2211,1218,663,358,186,87,42,19,6,0,0,0"
sa,1820,"1141,2503,5537,12361,27354,59843,132042,291514,640929,1341665,2675203,5010163,8385469,13528704,20574600,27203565,32919965,35647502,33471927,26123305,17460489,10746221,6433196,3829737,2283751,1377604,845589,528337,335385,215517,139263,89629,56737,35068,21098,12342,7049,3952,2198,1210,661,353,186,87,41,19,6,0,0,0"
sa,1821,"1158,2539,5621,12544,27761,60715,133999,295868,650187,1359789,2708479,5064216,8459136,13644647,20710751,27345549,33057912,35719457,33452767,26039996,17383558,10697540,6405154,3814819,2275802,1373125,842898,526664,334294,214788,138765,89279,56493,34903,20993,12278,7008,3929,2189,1202,655,353,184,85,40,18,6,0,0,0"
sa,1822,"1157,2538,5620,12543,27749,60695,133950,295761,650006,1359633,2708702,5066153,8465486,13655450,20734733,27384674,33111893,35791899,33536993,26118729,17440874,10734331,6428492,3829673,2284941,1378603,846221,528703,335559,215594,139280,89609,56708,35037,21079,12326,7040,3951,2196,1208,659,353,187,87,40,18,6,0,0,0"
sa,1823,"1160,2544,5626,12563,27796,60795,134177,296236,651118,1362202,2714339,5078240,8488832,13693682,20800356,27478777,33232344,35936184,33688462,26249696,17532873,10792272,6464324,3851902,2298469,1386733,851167,531754,337481,216810,140067,90124,57031,35243,21204,12401,7089,3974,2210,1217,665,355,188,88,41,18,6,0,0,0"
sa,1824,"1164,2547,5639,12585,27837,60905,134395,296719,652232,1364763,2719981,5090346,8512239,13732015,20866192,27573237,33353271,36081096,33840665,26381340,17625359,10850508,6500361,3874256,2312070,1394907,856148,534821,339407,218039,140859,90635,57358,35451,21328,12477,7131,3999,2225,1225,668,357,188,88,42,20,6,0,0,0"
sa,1825,"1164,2550,5648,12603,27885,60996,134604,297179,653306,1367232,2725374,5101888,8534512,13768170,20929040,27664168,33470700,36222259,33992607,26517338,17724461,10914326,6540182,3898526,2326438,1403344,861179,537851,341258,219187,141577,91094,57653,35633,21444,12550,7174,4026,2245,1234,674,365,190,89,43,21,6,0,0,0"
sa,1826,"1167,2557,5657,12624,27928,61099,134823,297651,654407,1369763,2730959,5113882,8557693,13805984,20993888,27756715,33588554,36363237,34141124,26649741,17823341,10980735,6582160,3924016,2341330,1411764,865898,540546,342833,220120,142139,91434,57855,35745,21505,12580,7188,4036,2248,1240,677,365,190,89,43,21,6,0,0,0"
sa,1827,"1169,2559,5665,12643,27974,61198,135037,298112,655490,1372270,2736481,5125783,8580725,13843573,21058464,27849100,33706641,36505115,34293069,26785799,17922001,11044487,6622385,3948936,2356117,1420498,871163,543741,344786,221337,142905,91916,58167,35943,21627,12657,7237,4066,2270,1255,684,370,194,91,43,23,6,0,0,0"
sa,1828,"1170,2567,5674,12664,28019,61300,135254,298587,656586,1374805,2742080,5137826,8604087,13881757,21124130,27943042,33826622,36649696,34447091,26922416,18020052,11107200,6661402,3972706,2370171,1428726,876048,546663,346566,222436,143599,92359,58448,36118,21738,12724,7279,4097,2283,1263,693,375,196,92,44,24,7,0,0,0"
sa,1829,"1174,2570,5683,12683,28064,61393,135466,299045,657659,1377282,2747510,5149476,8626614,13918287,21187732,28036271,33947942,36794815,34599356,27056404,18120443,11175528,6704313,3998101,2384702,1436922,880769,549466,348261,223484,144249,92760,58691,36264,21811,12761,7300,4098,2285,1260,691,374,195,92,43,23,7,0,0,0"
sa,1830,"1175,2575,5691,12701,28113,61499,135682,299516,658768,1379844,2753176,5161698,8650394,13957272,21254960,28132939,34071841,36943606,34755833,27191985,18215886,11235735,6741625,4021301,2398847,1445410,885922,552638,350258,224748,145058,93288,59023,36472,21944,12839,7343,4127,2302,1273,695,378,196,93,43,23,7,0,0,0"
sa,1831,"1177,2576,5698,12724,28158,61599,135900,299990,659873,1382396,2758840,5173943,8674235,13996368,21322421,28229975,34196247,37093053,34913061,27328259,18311820,11296267,6779151,4044633,2413074,1453947,891103,555834,352254,226013,145876,93811,59362,36683,22075,12912,7391,4150,2315,1279,699,379,198,93,43,23,7,0,0,0"
sa,1832,"1183,2587,5721,12779,28277,61859,136478,301262,662673,1388239,2770387,5195356,8709655,14053276,21408516,28343513,34333464,37239609,35051192,27438467,18388664,11346041,6810932,4064677,2425144,1461017,895253,558290,353719,226902,146418,94152,59566,36813,22148,12963,7416,4172,2327,1287,704,382,200,95,44,24,7,0,0,0"
sa,1833,"1187,2599,5747,12833,28398,62127,137068,302564,665522,1394180,2782192,5217369,8746282,14112473,21497865,28461018,34474977,37390979,35191339,27546461,18460717,11391246,6839220,4082622,2436256,1467728,899339,560798,355286,227889,147056,94548,59821,36966,22241,13019,7450,4188,2339,1296,710,384,202,96,44,24,8,0,0,0"
sa,1834,"1194,2609,5772,12890,28520,62398,137655,303869,668385,1400140,2794018,5239375,8782841,14171436,21586754,28577988,34616941,37545213,35335877,27659376,18536081,11437094,6866460,4098823,2445649,1472907,902165,562373,356186,228411,147349,94721,59909,37006,22256,13021,7446,4188,2334,1295,713,383,204,96,44,24,7,0,0,0"
sa,1835,"1199,2619,5802,12945,28647,62669,138258,305187,671266,1406151,2805924,5261514,8819542,14230535,21675682,28694567,34757122,37696082,35477373,27772342,18614117,11486381,6896769,4116759,2455864,1478517,905238,564084,357152,228962,147664,94893,60004,37058,22283,13031,7457,4193,2344,1302,714,388,207,97,45,24,9,0,0,0"
sa,1836,"1204,2632,5827,13004,28767,62936,138854,306495,674144,1412154,2817854,5283718,8856440,14290048,21765244,28811745,34897467,37845936,35617047,27883164,18690917,11535945,6928183,4136465,2467625,1485343,909271,566485,358599,229851,148211,95233,60215,37187,22363,13083,7490,4215,2360,1313,721,391,209,99,46,24,10,0,0,0"
sa,1837,"1211,2643,5850,13057,28890,63208,139447,307806,677010,1418122,2829656,5305590,8892605,14348136,21853167,28928939,35040436,37998897,35759937,27994821,18767798,11584912,6958633,4155623,2479459,1492465,913583,569123,360237,230878,148861,95651,60482,37352,22461,13138,7523,4236,2369,1318,723,394,211,101,47,24,10,0,0,0"
sa,1838,"1214,2655,5878,13114,29015,63477,140037,309116,679911,1424141,2841576,5327725,8929308,14407229,21942787,29047658,35184399,38152419,35902805,28105523,18843063,11632712,6988958,4175338,2491882,1499974,918119,571895,361950,231953,149546,96078,60748,37518,22562,13198,7558,4256,2382,1322,731,397,211,101,48,24,10,0,0,0"
sa,1839,"1223,2665,5904,13168,29140,63747,140641,310456,682835,1430248,2853718,5350361,8966987,14468144,22034708,29168492,35329831,38307924,36046667,28216338,18917068,11679106,7017961,4193778,2503346,1506882,922315,574474,363550,232964,150186,96491,61007,37673,22658,13256,7588,4273,2393,1329,734,397,211,101,49,24,10,0,0,0"
sa,1840,"1226,2678,5930,13229,29265,64022,141247,311790,685763,1436359,2865843,5372942,9004504,14528670,22125812,29287730,35472637,38460211,36188259,28328668,18995364,11729946,7050353,4214291,2515601,1513988,926504,576972,365053,233883,150749,96841,61224,37807,22741,13310,7619,4298,2408,1338,740,402,213,103,50,24,12,0,0,0"
sa,1841,"1232,2691,5957,13287,29392,64296,141856,313135,688714,1442518,2878091,5395773,9042523,14590154,22218587,29409692,35619392,38617103,36333366,28440429,19070034,11776796,7079655,4232946,2527191,1520976,930740,579578,366678,234902,151402,97252,61483,37968,22836,13364,7651,4316,2419,1345,742,403,215,103,51,25,12,0,0,0"
sa,1842,"1237,2700,5975,13328,29480,64491,142278,314060,690779,1446961,2887215,5413670,9074154,14641615,22300684,29522006,35758506,38774404,36488731,28568044,19157957,11832156,7114114,4254619,2540537,1528992,935596,582558,368534,236079,152152,97728,61788,38157,22955,13430,7695,4337,2431,1351,749,407,217,103,52,25,12,0,0,0"
sa,1843,"1240,2707,5991,13367,29573,64689,142711,315006,692888,1451487,2896514,5431908,9106517,14694645,22386015,29640239,35906695,38944910,36664457,28710758,19236659,11860474,7124870,4265196,2550411,1537146,942125,587355,371932,238454,153823,98910,62621,38744,23361,13709,7880,4463,2509,1401,779,424,226,111,56,25,15,0,0,0"
sa,1844,"1244,2714,6006,13402,29658,64880,143133,315954,695003,1456056,2905940,5450488,9139701,14749462,22474876,29765188,36066979,39133776,36863385,28877814,19332787,11889509,7113904,4243898,2534987,1530973,941598,589034,374127,240483,155493,100223,63610,39466,23865,14053,8101,4599,2587,1446,802,437,234,114,58,27,17,0,0,0"
sa,1845,"1247,2722,6024,13440,29748,65076,143570,316910,697145,1460620,2915252,5468729,9172186,14803090,22564205,29897014,36245507,39356777,37120624,29116304,19478158,11905452,7044096,4154122,2472148,1499357,928874,585377,374395,242164,157389,101886,64938,40467,24596,14563,8434,4813,2719,1527,847,464,245,122,61,29,17,2,0,0"
sa,1846,"1251,2731,6039,13481,29835,65268,143987,317842,699226,1465103,2924473,5486831,9204201,14855187,22647325,30010637,36386020,39515803,37278990,29248855,19571224,11963589,7079044,4175419,2484710,1506806,933461,588186,376109,243233,158085,102345,65246,40669,24727,14643,8486,4846,2739,1539,853,467,247,124,62,30,17,3,0,0"
sa,1847,"1254,2739,6059,13520,29923,65468,144418,318774,701317,1469604,2933721,5504998,9236349,14907505,22730885,30125012,36527792,39675988,37437488,29380475,19663569,12021852,7114489,4197058,2497665,1514572,938280,591234,378051,244484,158895,102877,65589,40887,24858,14726,8540,4872,2756,1549,857,470,252,125,62,30,17,3,0,0"
sa,1848,"1256,2746,6078,13556,30009,65661,144839,319708,703382,1474068,2942918,5523045,9268171,14958967,22812517,30235654,36663819,39829130,37587850,29508102,19763653,12096017,7165042,4226377,2511441,1520798,940896,592395,378664,244824,159079,102956,65615,40879,24832,14698,8513,4853,2742,1542,862,467,249,122,61,30,18,2,0,0"
sa,1849,"1261,2755,6095,13601,30099,65844,145245,320595,705378,1478355,2951731,5540320,9298568,15008013,22890525,30341558,36794514,39976298,37732718,29631792,19859258,12168119,7214978,4256899,2527844,1528870,944753,594291,379647,245341,159326,103061,65628,40853,24790,14662,8483,4836,2734,1534,854,464,250,122,61,29,18,2,0,0"
sa,1850,"1264,2763,6107,13631,30172,66002,145592,321362,707110,1482206,2960001,5557304,9330208,15062596,22983782,30475723,36966357,40174125,37882270,29673431,19859308,12225460,7271993,4307402,2567353,1548668,945732,590178,373225,238191,152968,98012,61849,38096,22811,13266,7532,4200,2324,1278,697,372,194,91,36,15,8,0,0,0"
sa,1851,"1267,2775,6141,13698,30319,66336,146323,322969,710619,1489486,2974291,5583935,9376077,15139478,23105341,30644660,37163792,40364234,38045767,29779601,19889757,12205571,7244115,4286199,2561087,1549171,948240,592855,375360,239758,154132,98864,62459,38530,23117,13483,7683,4304,2392,1324,727,391,206,93,41,15,8,0,0,0"
sa,1852,"1293,2825,6257,13964,30901,67597,149134,329225,723944,1515724,3022700,5663557,9487473,15316136,23324729,30890426,37419489,40536921,38086035,29707338,19797249,12133641,7197594,4259921,2547436,1542143,944210,590501,373909,238796,153462,98410,62148,38317,22978,13389,7625,4272,2373,1310,721,385,200,91,41,15,8,0,0,0"
sa,1853,"1317,2875,6374,14225,31474,68842,151914,335406,737127,1541682,3070591,5742095,9596414,15488091,23537807,31132587,37684644,40741992,38192328,29726149,19771301,12048459,7096444,4164462,2477050,1495220,917918,574364,365066,234666,151683,97686,61901,38290,23062,13513,7741,4374,2454,1367,759,410,213,100,46,17,7,0,0,0"
sa,1854,"1341,2941,6526,14542,32132,70222,154920,341998,750915,1568582,3119730,5820593,9703980,15654938,23733005,31343227,37899781,40888208,38230072,29684489,19723570,12010650,7063775,4140093,2459889,1483179,911012,570240,362679,233436,151038,97305,61645,38120,22946,13437,7699,4350,2441,1361,754,409,212,99,46,18,7,0,0,0"
sa,1855,"1459,3651,7950,16979,36122,76635,165211,358687,778110,1612416,3188707,5918355,9820981,15799210,23825640,31337609,37817555,40713570,38048042,29649228,19871648,12201699,7210322,4252845,2549750,1555411,964353,603804,381044,242705,155446,99200,62190,37987,22617,13133,7466,4192,2328,1284,705,377,198,88,44,15,7,0,0,0"
sa,1856,"1481,3704,8068,17245,36700,77889,168030,365041,791215,1636726,3230508,5980373,9891846,15876701,23837651,31247393,37689041,40615620,38062043,29831825,20108949,12378100,7322556,4332183,2612873,1610330,1006941,633835,400906,255183,163126,103560,64701,39486,23474,13583,7672,4257,2325,1261,682,362,189,90,41,14,7,0,0,0"
