g77_and_oecd_countries,time,income_mountain_50bracket_shape_for_log
others,1918,"17352,23794,31870,43099,59854,88003,137684,229507,412896,788957,1576977,3048818,5454455,8890401,13102383,17208226,19642460,19966422,18775051,16562092,13426291,10011545,6864193,4357628,2586292,1454849,794558,428852,235289,129610,72058,40586,23137,13384,8123,5118,3270,2092,1321,813,492,293,171,95,52,30,14,8,4,1"
others,1919,"22499,29690,39306,52895,74318,111259,177175,304548,562540,1110605,2195273,4073458,6919637,10629221,14941245,18585640,20555071,20151302,17923866,14750991,11518120,8533661,5885009,3764559,2246742,1260461,686826,369752,201421,110448,61394,34867,19903,11706,7251,4619,2982,1916,1214,750,457,272,162,92,52,28,14,7,4,1"
others,1920,"21775,28524,37334,50047,70413,105809,169065,292485,545376,1088689,2174427,4057056,6900119,10615941,14945810,18550903,20479693,20256180,18389653,15291399,11852025,8701245,5965070,3801101,2258716,1263955,687204,369585,201360,110395,61378,34855,19878,11676,7226,4609,2979,1916,1218,760,463,278,165,97,55,33,18,8,5,2"
others,1921,"26664,34389,44527,59184,82944,124048,198521,347650,657050,1325525,2599670,4690103,7677400,11407586,15560749,18872606,20733521,20450311,18091617,14626286,11142510,8176799,5646024,3628116,2158781,1205003,651529,348382,187674,101723,56152,31539,17811,10456,6466,4131,2687,1737,1106,692,424,259,154,93,52,30,17,9,4,2"
others,1922,"23378,30370,39120,51375,70022,101529,156397,260191,471619,923871,1855822,3509131,6050714,9446872,13571964,17576703,20283696,21138187,20085488,17204223,13386603,9782971,6705943,4273481,2547008,1426115,775265,414794,224342,121017,65681,36109,19832,11128,6647,4143,2652,1709,1084,677,414,248,146,84,46,26,13,7,2,1"
others,1923,"20988,27489,35407,45993,61365,86427,129120,205459,357099,670129,1348060,2647800,4788761,7877061,11800600,16188310,19532346,21339025,21278932,19399245,15660888,11467524,7810044,4964388,2955570,1673320,921359,499930,275085,152009,84286,47153,26605,15159,9044,5660,3635,2351,1504,950,588,358,213,123,67,36,19,9,4,1"
others,1924,"16968,23111,30161,39008,51125,69366,99146,148920,238984,419058,794317,1604838,3132684,5602511,9159112,13597979,17894568,20404921,21341348,21339478,19279519,15038908,10407499,6614724,3924258,2212353,1222853,666027,364343,203440,114030,63868,35868,20359,11687,7026,4398,2793,1787,1133,707,436,261,155,88,48,27,13,6,3"
others,1925,"12033,17445,23539,30801,40388,54298,76182,111723,172594,285756,515235,1005471,2039452,3915547,6896522,10990230,15465290,18888396,20300280,21349210,21499832,18895643,14093773,9161808,5435251,3037730,1664652,903305,492903,272315,154444,87334,48804,27577,15679,8991,5398,3333,2093,1325,834,520,320,193,113,65,34,19,9,4"
others,1926,"10148,15121,20956,27617,36230,48270,66968,96712,146312,234855,408582,771739,1560970,3081005,5636209,9402444,13881897,18000384,20085039,21268127,22200506,20818259,16351548,10941715,6590623,3703528,2011803,1089664,586812,320496,178547,100749,55798,30722,17125,9418,5311,3133,1880,1149,707,434,263,157,92,52,30,14,7,5"
others,1927,"9684,14491,20267,26695,34855,46031,63109,90183,134835,213827,367831,691346,1405855,2827781,5292697,8997536,13468447,17695865,20029165,21362490,22590907,21672269,17327461,11672287,7024170,3936214,2127667,1147935,615775,334361,184469,103547,56939,30883,16982,9085,4895,2774,1587,937,560,338,200,120,68,40,23,12,5,4"
others,1928,"8862,13420,19088,25283,32995,43368,58956,83625,124047,195018,331960,620547,1264854,2591329,4972908,8618228,13034372,17228962,19701172,21124620,22533176,22187503,18398980,12788135,7849548,4443963,2406022,1294944,693451,375826,206083,115705,63776,34538,18949,10162,5431,3047,1736,1018,611,364,219,132,73,42,24,12,6,3"
others,1929,"8656,13152,18733,24826,32398,42577,57855,81976,121287,189761,320767,595694,1209397,2486298,4789567,8363991,12852018,17285690,20031262,21413897,22765579,22484210,18797388,13169405,8145334,4637975,2517663,1355476,726255,393638,215634,121087,66806,36186,19831,10652,5690,3188,1818,1065,640,382,231,138,78,46,25,11,6,4"
others,1930,"8046,12655,18091,23990,31177,40710,54680,76636,112214,173703,290612,537876,1094312,2290144,4518713,8050970,12543506,17010998,19938937,21389473,22793329,22943468,19748552,14059333,8717027,4966810,2698771,1448340,778565,422256,231397,130395,72364,39404,21581,11639,6166,3390,1911,1105,658,396,239,143,83,47,27,11,6,4"
others,1931,"7916,12564,17811,23488,30431,39639,53051,74062,108011,166626,279349,520323,1069083,2255509,4478884,8044655,12640565,17297967,20454209,21956573,23280898,23286735,19878883,14008624,8605827,4879563,2647651,1421500,764986,415189,227663,128196,70992,38591,21105,11324,5949,3251,1822,1049,627,376,227,133,76,44,24,11,7,4"
others,1932,"7649,11863,16679,21972,28665,37702,51157,72567,107798,170113,293304,563288,1185389,2509768,4964988,8789873,13412397,17833211,20693902,22362357,23789649,23495767,19474647,13347396,8047753,4519955,2443955,1317191,710336,387327,213506,120426,66730,36330,19946,10642,5575,3057,1708,991,593,360,217,131,74,42,21,11,6,3"
others,1933,"6454,10431,14721,19575,25676,33966,46308,66136,98965,156881,271257,522595,1104729,2363508,4730454,8488799,13119058,17616937,20758884,22611539,24127567,23980569,20136440,13936647,8444797,4755955,2575711,1386694,747951,407661,224349,126568,70211,38221,20919,11154,5807,3154,1751,1011,604,366,222,135,77,43,25,12,6,3"
others,1934,"4980,9165,13090,17708,23237,30695,41538,58890,87574,137470,233862,444858,931417,2020007,4145136,7647305,12144023,16660313,20314267,22775661,24560657,24732455,21334682,15234459,9485014,5426578,2966629,1597081,867420,472042,258849,145808,81242,44362,24106,12908,6635,3493,1905,1073,637,380,229,140,82,49,27,13,6,4"
others,1935,"3657,7096,10517,14583,19309,25525,34452,48362,71265,110397,182839,335597,689928,1503431,3202958,6210920,10467432,15125301,19258195,22491308,24738774,25500627,23165908,17501329,11385351,6685441,3718361,2009090,1098601,597252,327837,182221,102735,56567,30466,16433,8374,4195,2222,1194,682,402,245,147,87,52,27,16,7,3"
others,1936,"3433,5591,8484,11692,15585,20712,28229,39995,59710,93739,156267,287130,592845,1302867,2832129,5619888,9712556,14346133,18548366,22130447,24689588,25810112,24201084,18979074,12665423,7560178,4236450,2293220,1249824,678834,371860,205361,115711,63826,34349,18525,9494,4716,2463,1304,734,432,261,160,96,57,30,17,8,3"
others,1937,"3232,4696,7041,9555,12694,16866,23127,32982,49746,79011,132412,242356,500169,1104592,2448574,4983363,8871741,13465893,17768425,21724595,24781669,26289788,25143573,20390727,13968381,8501588,4815850,2625761,1427653,778697,426353,234580,132377,73401,39632,21246,10964,5384,2729,1420,778,449,271,165,98,59,34,22,9,3"
others,1938,"3294,4616,6506,8695,11516,15400,21397,31037,47708,77101,131191,244044,512381,1145399,2550112,5173712,9133070,13725753,17949618,21959977,25148311,26707673,25467607,20483565,13921394,8436535,4764238,2594907,1414408,771140,422981,233215,131733,73018,39470,21270,11010,5467,2824,1494,833,490,295,179,108,64,36,22,10,5"
others,1939,"3332,4575,6317,8348,11003,14636,20272,29326,44913,72429,122840,227180,476569,1068897,2399602,4927742,8825175,13440219,17751052,21898009,25292157,26965933,25910394,21261602,14649959,8949858,5073879,2771102,1507408,822562,450943,248580,140517,78104,42350,22830,11896,5923,3050,1618,900,531,323,198,118,73,41,23,11,5"
others,1940,"3529,4774,6431,8408,11042,14774,20672,30261,47058,76803,132071,249904,535035,1215448,2708186,5464113,9594110,14370154,18806216,23032724,26202221,27385444,25566901,20271256,13597847,8161176,4583008,2490265,1361333,740840,406957,225237,127159,70301,37937,20502,10562,5280,2785,1496,859,515,316,197,118,73,42,23,13,6"
others,1941,"3628,4818,6349,8238,10798,14492,20381,30059,47122,77293,133656,254689,547910,1253439,2777848,5580969,9859612,14947127,19790548,24127899,27220109,28013401,25450675,19488908,12820978,7628944,4268436,2318474,1275419,695777,383077,212953,120315,66516,36008,19628,10161,5203,2853,1600,958,598,380,240,146,91,53,28,17,7"
others,1942,"3775,4997,6587,8551,11244,15159,21414,31765,50084,82728,144706,282746,622971,1432881,3153467,6217893,10627884,15601605,20210671,24694303,27831117,28240565,25054253,18745289,12204027,7217165,4028903,2192716,1210192,663581,366918,205581,116287,64358,35063,19140,9988,5232,2931,1689,1037,650,414,263,162,98,56,31,18,7"
others,1943,"3841,5163,7061,9268,12177,16342,22850,33576,52231,84709,145702,279934,605825,1394658,3029369,5981375,10540349,16121491,21673567,26160539,28784087,28536556,24761573,18174183,11660486,6824508,3789121,2063414,1138967,625783,346467,195110,110086,60743,33126,17982,9360,4949,2785,1624,1005,635,408,258,157,95,55,31,17,8"
others,1944,"3901,5374,7443,9838,12969,17491,24610,36435,57670,96148,172562,357097,811539,1884033,4039146,7556988,12050458,16610220,21258918,26263719,29160517,28409497,23971214,17168615,10931535,6363991,3530372,1935664,1074055,594420,330382,187540,105670,58336,31996,17377,9108,4923,2814,1672,1054,669,427,274,166,101,57,32,15,9"
others,1945,"4166,5744,7859,10432,13937,19157,27728,43202,73358,136599,290859,658221,1527800,3336625,6119289,9394245,12429796,16139783,21431422,26669368,29128941,27669819,22583788,15908955,10097737,5872844,3269136,1813458,1013280,564572,315124,179756,101096,55781,30719,16653,8770,4816,2778,1672,1063,678,436,275,169,101,59,33,17,8"
others,1946,"4254,5809,7719,10174,13583,18775,27482,43456,74892,142143,308340,704551,1645431,3557267,6394521,9632236,12588613,16501086,22096115,27389059,29614726,27767298,22386738,15512142,9726216,5611269,3112930,1730294,964556,538258,301036,171745,96381,53128,29381,15915,8450,4731,2770,1701,1091,703,454,288,176,107,60,33,18,10"
others,1947,"3774,5027,6700,8714,11456,15414,21847,32853,53642,93763,181634,406690,951677,2237612,4679027,8156093,12070994,15821048,20833234,26816438,30413096,29532454,24548420,17523804,11270454,6647812,3737395,2076581,1166016,651249,363800,207127,116942,64660,35484,19308,10150,5497,3158,1899,1201,774,505,317,198,117,67,38,20,9"
others,1948,"3101,4125,5643,7349,9497,12332,16658,23628,35477,56545,94372,174682,370657,866114,1947732,3936904,7287310,12416784,19608576,27797869,33315110,32979969,28195788,20919005,13808570,8378321,4764276,2639377,1479289,823528,459399,258184,146620,81398,44411,24409,12877,6790,3842,2248,1398,894,581,372,234,141,83,46,24,13"
others,1949,"2854,3888,5359,7045,9106,11773,15657,21889,32211,50508,83429,150527,312920,734302,1718261,3616241,6938227,12084124,18898827,26205272,31552932,32875369,29570465,22873453,15536235,9705628,5615281,3126079,1743468,970217,540399,301402,171362,95423,52097,28553,15214,7964,4428,2579,1590,1027,670,438,280,175,105,61,34,17"
others,1950,"2689,3692,5091,6833,8893,11531,15220,21106,30799,47955,79884,143932,303843,726727,1743405,3804575,7365299,12358835,18089506,23787099,29727229,32986893,30837205,24444013,16998265,10780208,6345192,3567095,1989046,1111036,619259,345007,196683,109935,60029,32628,17405,8997,4865,2795,1697,1091,715,471,304,194,117,69,40,21"
others,1951,"2726,3741,5100,6725,8672,11166,14646,20210,29402,45523,75064,134837,281522,670616,1606082,3435634,6658566,11683092,18349052,25627716,31505588,33897056,31251996,24761598,17240727,10791234,6286418,3505179,1946557,1076093,597291,332754,189366,105415,57315,31162,16537,8560,4680,2701,1645,1057,691,452,292,183,109,65,35,19"
others,1952,"2666,3734,5118,6796,8772,11274,14696,20052,28877,44097,72133,128535,266702,634182,1536920,3324657,6497061,11464203,18033969,25309423,31569281,34795390,32402578,25685774,17907275,11281421,6650263,3734196,2080273,1155651,642955,358612,204199,113709,61612,33213,17524,8955,4800,2733,1644,1052,689,451,291,180,110,63,35,19"
others,1953,"2636,3668,4978,6586,8483,10857,14078,19040,27233,41241,66968,118787,246518,586730,1435140,3103252,6044568,10723610,17237487,25014753,31886784,35548930,33761226,27100555,19121810,12067494,7094460,3969683,2200811,1215519,673063,374431,212638,118191,63884,34341,18074,9189,4870,2726,1613,1014,656,420,268,165,100,59,33,17"
others,1954,"2614,3595,4904,6549,8501,10917,14147,19022,27045,40533,65263,114962,237534,565398,1395264,3034936,5922196,10502938,16898344,24711456,31881972,36195233,34980843,28291103,19957204,12672081,7485325,4192945,2318874,1280150,707091,392173,221948,122873,65891,34968,18129,9001,4619,2503,1434,887,563,363,229,145,89,54,30,15"
others,1955,"2461,3388,4627,6228,8067,10295,13237,17517,24475,36144,57019,98104,198088,462722,1154538,2561780,5024796,8988047,14868545,22859762,31454821,37077063,36936949,30991645,22306850,14340177,8545664,4810993,2646782,1456519,799345,441412,248132,137480,73613,38721,20037,9834,4891,2567,1415,854,530,339,215,134,83,50,29,16"
others,1956,"2326,3254,4484,6034,7857,10038,12884,16899,23359,34176,53178,90450,177931,411143,1052782,2419131,4906311,9010725,14881621,22317741,29831607,35957241,37708984,32750762,24024585,15728117,9533207,5453140,3007546,1662540,910475,502172,280809,156120,83627,43457,22325,10764,5124,2584,1346,772,468,297,187,118,74,43,25,15"
others,1957,"2338,3281,4512,6064,7864,10023,12797,16677,22847,33181,51222,86968,173918,407506,1041278,2365238,4700753,8491596,14109004,21783211,30383027,36988183,38599389,33935011,25230744,16540924,9977638,5668293,3112311,1704773,926621,508118,282963,155999,83078,43113,22093,10680,5126,2578,1334,758,451,282,174,109,70,40,23,14"
others,1958,"2231,3208,4361,5875,7621,9714,12357,16014,21718,31317,47787,80483,159446,372645,970275,2259463,4579542,8413975,14027665,21402123,29403730,36093255,38953313,35331579,26851862,17946964,10963096,6298394,3466893,1901882,1030860,563139,312641,172906,92424,47809,24475,11806,5601,2799,1436,803,480,302,189,118,74,45,26,15"
others,1959,"2354,3361,4555,6097,7883,10009,12701,16421,22239,32037,49037,83944,174083,420890,1089908,2453573,4815970,8568910,14100380,21777795,30641539,37626888,39546883,35263104,26859356,18040016,10967545,6243324,3413834,1854377,995972,540429,299963,163653,86504,44697,22834,11139,5485,2818,1484,850,506,312,192,120,75,44,27,13"
others,1960,"2149,3189,4333,5828,7545,9586,12106,15498,20601,29163,43746,72655,146266,350344,922890,2146475,4293285,7758173,12897020,20269301,29310452,37183187,40310526,37211876,29189835,20115487,12460720,7213956,3960057,2159426,1156215,623961,344110,188651,100286,51716,26454,12899,6263,3207,1664,942,558,341,212,130,80,49,27,15"
others,1961,"2088,3151,4317,5820,7558,9590,12063,15355,20182,28202,41818,67384,127358,289943,753384,1815122,3752273,6939371,11719724,18719151,27865872,36801748,41117632,38887762,31398280,22237965,14056609,8264915,4568086,2504512,1343281,724619,397366,219527,117746,60860,31309,15297,7236,3614,1811,979,570,345,209,132,80,48,28,15"
others,1962,"2112,3203,4387,5859,7544,9491,11866,15028,19646,27333,40477,64645,116527,251063,625570,1550600,3326402,6329508,10938197,17666719,26763439,36263774,41497991,39943042,33078165,24144705,15701830,9351604,5217485,2864038,1547232,834676,456113,253555,137285,71655,36835,18289,8600,4145,2034,1047,593,349,213,131,80,47,28,13"
others,1963,"2291,3437,4662,6162,7850,9805,12198,15392,20148,28149,41906,67361,118397,244845,582158,1441358,3141759,6055695,10555007,17070755,26252032,36443413,42334869,40469543,33786048,25304297,16788398,10108770,5675947,3102648,1680635,905330,494433,275239,149639,78602,40576,20469,9702,4634,2273,1143,639,370,222,135,82,49,27,14"
others,1964,"1984,3098,4326,5796,7485,9393,11667,14616,18755,25501,36987,57452,97716,193032,447693,1134671,2558409,5064274,9022068,14773888,23165945,33495713,42049957,42889665,37178623,28554546,19512020,11990065,6853921,3747662,2038143,1091048,592358,327714,179330,94814,48668,24743,11816,5549,2708,1327,712,401,237,143,86,50,30,14"
others,1965,"1898,3011,4277,5732,7488,9424,11724,14650,18687,25117,36023,55061,91478,171972,381851,959396,2219511,4498374,8165686,13516749,21348735,31696382,41569578,44317952,39342745,30760032,21474316,13405955,7735584,4245190,2323865,1246449,676332,373117,206061,110081,56603,29042,13954,6435,3110,1478,765,423,245,147,87,50,28,16"
others,1966,"1833,2948,4261,5740,7638,9673,12068,15047,19095,25381,36000,54160,88016,156556,326224,788418,1871381,3909373,7285910,12269524,19472121,29518839,40161034,45131761,41387912,33156054,23894108,15300685,8954462,4952143,2714288,1462258,791363,434921,241980,130711,67749,34768,17043,7854,3712,1742,863,465,262,156,91,54,31,16"
others,1967,"1462,2898,4261,5745,7764,9877,12358,15371,19403,25522,35815,53189,85132,145916,289078,662184,1596279,3430481,6543183,11231618,17904025,27474617,38547476,45491467,43407795,35455119,26068002,17049806,10118418,5648704,3097423,1681654,908819,498107,278443,151786,79473,40667,20197,9290,4245,1955,912,471,256,145,85,50,29,14"
others,1968,"1385,2791,4190,5648,7710,9844,12340,15316,19242,25015,34677,50960,80333,134530,252918,555177,1341829,2965992,5803543,10209643,16454640,25520329,36764784,45331449,45171152,37839305,28345715,18857618,11374970,6417821,3521293,1925416,1040957,571525,318167,175557,92941,47574,23967,11102,4939,2241,1000,484,249,141,79,47,25,12"
