landlocked,time,income_mountain_50bracket_shape_for_log
landlocked,1883,"5929,9211,14087,21862,33689,52338,81933,130218,216724,380828,663591,1146477,1967319,3241366,4930668,6697829,8100331,8942423,9177427,8942835,8384089,7464563,6065675,4520968,3138330,2040145,1259854,749421,443323,257704,145354,82027,47908,29141,18179,11337,7067,4420,2782,1702,1037,599,329,192,105,61,34,12,8,0"
landlocked,1884,"6046,9343,14192,21968,33843,52575,82306,130410,215171,374348,652315,1133959,1955570,3232816,4932907,6725353,8152034,9004737,9244452,9008868,8437225,7515485,6120204,4561335,3188615,2084318,1296845,774959,458820,267401,151178,85294,49655,30005,18655,11640,7228,4487,2806,1709,1035,590,331,186,105,61,32,13,9,0"
landlocked,1885,"5810,8932,13568,21061,32587,50956,80264,127578,210445,366050,640184,1118392,1937412,3218168,4937661,6763406,8207935,9054400,9268635,9007295,8442482,7566736,6216891,4654564,3271140,2149625,1349546,812284,481802,281392,159328,89992,52360,31579,19606,12258,7605,4695,2911,1759,1063,609,336,197,112,61,32,13,9,0"
landlocked,1886,"5326,8342,13092,20717,32648,51828,82387,131354,216910,376109,655852,1150356,1996647,3315613,5073384,6887679,8246942,8985031,9046473,8639330,8116889,7503967,6412189,4927014,3516953,2328798,1468927,889120,523792,302526,170213,94617,53156,30592,18014,10738,6373,3726,2188,1258,745,413,223,125,75,43,15,4,0,0"
landlocked,1887,"5239,8437,13218,20766,32480,51206,81066,128569,208087,352500,614043,1071842,1853115,3095623,4783626,6650062,8214513,9186984,9385428,9015915,8449497,7753029,6575178,4988016,3526919,2325270,1459857,884550,522288,304031,173797,97991,55235,31582,18388,10821,6282,3580,2044,1154,658,364,181,101,60,34,5,0,0,0"
landlocked,1888,"6254,9739,14975,23120,35678,55617,87229,136996,219421,367961,634223,1101095,1895898,3152660,4856104,6733197,8271230,9201829,9379925,9015969,8463547,7804376,6643683,5037491,3555299,2337864,1464609,885121,521565,303167,173041,97513,54960,31415,18333,10778,6264,3561,2043,1144,651,365,181,102,62,31,8,0,0,0"
landlocked,1889,"6790,10332,15768,24279,37425,58360,91415,143170,229554,386198,663725,1150054,1975827,3268342,5009699,6886563,8348159,9185762,9312384,8937272,8403143,7804561,6693565,5082872,3580272,2347102,1468059,886192,521126,302406,172403,97098,54633,31189,18176,10711,6228,3552,2037,1143,648,367,186,101,62,30,8,0,0,0"
landlocked,1890,"6808,10255,15638,24058,37199,58157,91311,143201,229755,386618,663851,1150814,1981801,3281016,5025936,6909030,8365498,9190344,9315672,8946892,8422010,7854956,6782805,5176609,3666758,2418353,1510291,906273,527329,303800,172665,97041,54495,30993,18033,10705,6278,3580,2053,1147,657,371,189,106,64,36,9,0,0,0"
landlocked,1891,"6334,9499,14655,22885,36085,57282,90956,143913,235316,402621,695744,1212379,2085483,3425674,5207993,7049947,8378417,9098987,9176255,8813398,8358105,7911652,6927179,5289074,3718145,2431247,1499001,879261,503808,287384,162210,90755,50870,28941,16978,10107,5888,3342,1922,1069,607,338,169,89,52,32,3,0,0,0"
landlocked,1892,"5971,8987,13896,21704,34246,54512,87021,138172,224150,381589,659105,1145475,1973825,3266865,5007095,6913123,8405098,9277843,9441732,9118484,8627706,8123860,7055118,5319997,3658254,2367522,1466036,871808,502940,288759,164122,92328,51957,29581,17339,10434,6169,3517,2013,1115,625,347,174,88,52,32,0,0,0,0"
landlocked,1893,"5628,8529,13229,20635,32495,51685,82755,132099,213281,359127,620628,1075893,1851093,3080616,4747353,6647178,8279860,9330669,9627161,9402563,8930793,8373808,7246130,5433393,3737565,2422180,1496657,888574,510970,292582,165892,93078,52195,29543,17182,10299,6058,3414,1921,1067,582,318,153,76,50,19,0,0,0,0"
landlocked,1894,"5421,8129,12624,19555,30766,48870,78321,125585,203170,338764,584154,1013637,1739358,2898149,4487847,6315034,8012682,9239991,9694784,9578744,9192240,8650934,7532441,5677180,3925431,2565457,1592630,941527,539258,307873,174366,97626,54504,30758,17890,10705,6270,3525,1961,1100,588,316,155,75,48,20,0,0,0,0"
landlocked,1895,"5727,8469,12998,20008,31490,50067,80220,128093,205872,343680,592606,1025407,1766130,2951802,4566562,6420575,8081331,9204480,9610844,9514464,9138107,8640204,7578148,5743506,3984868,2621651,1636576,976002,559930,318932,180355,100761,56003,31415,18094,10821,6398,3595,1983,1093,584,320,156,79,45,24,4,0,0,0"
landlocked,1896,"5735,8367,12807,19616,30736,48677,77843,124399,199943,330606,567527,983425,1688773,2817517,4374888,6177203,7887380,9161121,9706000,9684975,9357129,8858203,7806682,5925315,4101828,2704442,1689804,1014609,583653,331682,187378,104705,58249,32660,18679,11148,6642,3750,2028,1115,598,320,154,84,44,24,5,0,0,0"
landlocked,1897,"6473,9381,14186,21454,33205,52031,82370,130385,207446,340150,579262,995584,1700358,2830508,4386679,6182551,7877008,9117200,9633968,9603547,9302339,8865239,7911026,6063426,4218467,2799140,1756362,1061500,613810,348537,196985,110132,61224,34312,19535,11608,6974,3949,2128,1147,616,330,161,86,46,27,8,0,0,0"
landlocked,1898,"8026,11683,17612,26257,39629,60475,93289,144425,225360,361750,604248,1024091,1727469,2846217,4388135,6165398,7848605,9061340,9544753,9480981,9186674,8802047,7966441,6185050,4359522,2944525,1879109,1145700,667824,378980,214168,119869,66573,37377,21258,12579,7572,4292,2299,1228,654,355,171,92,51,28,10,2,0,0"
landlocked,1899,"7917,11357,16476,24151,36232,55211,85402,133122,209900,339833,572639,981666,1666928,2755379,4265931,6005403,7669443,8895792,9384213,9323605,9092613,8857414,8225108,6580035,4752118,3261302,2088614,1259578,724260,406364,223778,120487,64999,35946,20333,12058,7260,4122,2210,1198,648,355,170,87,45,30,6,0,0,0"
landlocked,1900,"8174,11505,16517,24181,36364,55608,86338,134938,212713,344396,580699,994202,1686773,2786758,4308448,6055702,7715559,8890030,9316630,9239604,9071389,8934158,8417694,6779643,4861884,3289805,2066447,1223214,694251,384275,209217,111020,59352,32564,18204,10734,6535,3731,1989,1066,581,323,146,75,40,18,0,0,0,0"
landlocked,1901,"8171,11449,16384,23938,35988,55029,85505,133817,211259,341709,575391,985813,1673527,2767094,4285951,6035763,7709272,8900965,9307321,9198618,9065599,9010854,8592574,6966351,4976610,3349509,2092264,1234824,699284,387941,211621,111815,59355,32303,17925,10497,6332,3569,1901,1030,573,313,143,74,30,17,0,0,0,0"
landlocked,1902,"7731,10745,15264,22161,33276,50987,79643,125583,200115,325144,547011,943118,1609531,2667791,4144881,5881401,7590166,8960418,9547084,9475559,9271791,9110812,8642839,7015576,5032305,3412004,2149436,1267822,718456,394370,213355,112424,59569,32473,17991,10554,6524,3787,2017,1073,595,324,149,69,30,16,0,0,0,0"
landlocked,1903,"7264,9825,13751,19856,30026,46852,74841,120290,194120,319750,548084,953977,1640009,2735092,4256262,6058268,7847271,9181120,9647283,9448148,9145531,8914700,8545338,7011873,5045408,3423281,2156078,1270509,717898,393514,213026,112174,59346,32304,17881,10515,6519,3776,2013,1056,585,322,145,68,30,17,0,0,0,0"
landlocked,1904,"7135,9633,13451,19318,28993,44975,71694,115406,187262,308402,524357,913919,1570381,2614153,4071489,5811118,7547349,9001941,9659249,9563181,9326148,9132141,8785160,7270089,5258548,3580909,2273148,1349620,778579,428317,231664,122515,65140,35620,19619,11277,7024,4202,2269,1168,643,350,164,72,37,21,0,0,0,0"
landlocked,1905,"7490,10075,14033,20130,30230,47164,75483,121434,195501,321488,551197,956771,1640795,2731468,4242215,6032414,7810898,9118239,9546302,9329107,9041858,8856183,8648579,7264039,5337831,3696456,2392479,1429351,837142,462272,248729,131337,69859,38330,21123,11943,7364,4496,2462,1248,666,368,175,81,44,24,1,0,0,0"
landlocked,1906,"7594,10180,14148,20300,30574,47870,76888,123737,198613,327108,562113,972537,1665469,2770777,4295981,6105838,7883322,9119747,9490931,9250823,8949780,8779285,8637057,7319381,5418964,3796855,2498249,1502798,893774,501094,269299,142256,75715,41590,22974,12777,7750,4864,2741,1375,705,395,187,94,52,25,5,0,0,0"
landlocked,1907,"7667,10247,14229,20432,30814,48443,78023,125522,200997,332071,571575,986356,1688295,2809524,4351418,6186797,7965159,9152814,9508490,9265646,8950367,8760982,8624594,7323561,5407517,3822912,2563939,1557645,924087,517248,278640,148339,79237,43458,23961,13308,8065,5042,2821,1419,722,409,190,100,54,26,7,0,0,0"
landlocked,1908,"7446,9867,13635,19468,29256,45934,74154,120190,194086,319262,547906,950074,1625804,2702845,4195200,5973202,7757075,9102543,9572590,9394145,9109914,8933151,8824900,7563729,5582414,3933174,2634554,1602923,956594,539600,292849,158086,85602,47290,26200,14546,8769,5520,3132,1588,816,447,210,109,54,31,7,0,0,0"
landlocked,1909,"7308,9620,13230,18841,28299,44458,72023,117306,190428,313231,536635,932898,1596805,2654633,4125531,5885961,7666268,9083485,9627376,9482209,9205236,9041683,8957499,7748541,5710985,4004629,2670985,1625526,981118,567154,309646,167638,91242,50591,28150,15506,9176,5872,3442,1759,874,471,230,116,57,34,7,0,0,0"
landlocked,1910,"7347,9660,13204,18691,27921,43669,70572,115139,187720,308413,524366,911961,1558724,2584716,4017039,5748514,7504443,9017187,9695329,9602468,9351918,9198495,9112366,7943142,5847506,4104463,2747987,1680307,1016785,595696,326774,177373,97049,54102,30312,16724,9788,6298,3785,1951,956,512,248,122,61,34,8,0,0,0"
landlocked,1911,"7599,9976,13630,19340,28977,45496,73750,120111,194447,318811,544957,943053,1608469,2669836,4146905,5917698,7709494,9117866,9625781,9445405,9151076,9021798,9059524,8036059,5974768,4216850,2848239,1749191,1054266,617573,337850,182766,99582,55300,30902,16980,9864,6359,3853,1992,958,512,245,125,61,35,8,0,0,0"
landlocked,1912,"7648,10018,13616,19156,28386,44244,71415,116396,189346,309736,524524,909133,1550349,2568259,3999031,5734831,7502815,9024997,9674228,9540490,9273297,9182215,9225319,8285455,6180890,4386120,3006121,1873376,1125531,669013,367771,198107,107435,59532,33402,18367,10483,6725,4179,2200,1042,541,271,132,65,36,10,0,0,0"
landlocked,1913,"7743,10137,13750,19276,28473,44204,71241,116264,189697,310246,521635,901826,1534156,2531200,3926463,5622787,7336981,8905805,9686315,9627766,9390159,9330770,9409707,8575396,6441096,4545104,3090473,1914270,1149516,682349,375276,202341,109772,60902,34193,18818,10751,6914,4283,2253,1081,562,277,142,65,35,11,0,0,0"
landlocked,1914,"7882,10299,13983,19760,29557,46150,74576,121657,197415,320899,539136,926677,1567960,2583559,4012550,5748564,7532747,9117017,9848050,9778146,9565024,9550068,9659580,8731589,6448660,4367577,2793818,1690499,1036707,614773,339382,184100,100970,56463,31630,17381,10179,6615,3997,2050,996,528,262,133,63,26,7,0,0,0"
landlocked,1915,"7892,10306,13921,19757,29568,46096,74477,121671,197885,321371,537413,922521,1558227,2563350,3984376,5730273,7531887,9180074,10003105,9965058,9783504,9815034,9905593,8856033,6468203,4310562,2705584,1642774,1009453,598859,329478,177461,96937,54129,30389,16779,9971,6584,3999,2053,1003,537,273,136,70,29,8,0,0,0"
landlocked,1916,"7966,10451,14106,20014,29886,46594,75405,123522,201234,327161,548056,941267,1593183,2644960,4149837,5985796,7903814,9441427,10013936,9869256,9657142,9706307,9841944,8723237,6375126,4323347,2760789,1715076,1063556,656940,364607,191920,102530,56720,31924,17562,10007,6625,4278,2277,1064,536,269,135,67,28,8,0,0,0"
landlocked,1917,"8276,10859,14694,21038,31709,49963,81368,132861,213675,347500,588861,1003492,1700040,2841316,4442846,6392820,8349732,9595208,9907832,9667865,9448044,9572935,9773016,8638231,6345740,4328099,2772726,1724808,1069741,656098,360274,186782,98094,53634,29997,16401,9393,6276,4036,2111,962,499,248,125,59,26,7,0,0,0"
landlocked,1918,"8835,11618,15969,23428,36237,58337,96006,157123,255129,428298,741514,1315102,2310630,3808573,5753920,7572160,8604331,9060569,8989468,8607010,8566979,9013764,9503421,8566997,6445209,4449623,2861715,1764973,1083699,635868,339750,171936,87547,46755,25655,13879,8279,5636,3415,1678,783,432,218,104,58,24,5,0,0,0"
landlocked,1919,"9347,12411,17431,26221,41171,66878,109653,177336,289978,496743,870010,1562571,2685077,4316042,6198715,7649485,8470508,8804219,8682794,8399334,8469517,9065227,9626250,8601137,6398026,4333205,2786625,1744290,1081556,627911,333801,169183,86051,45739,24861,13428,8200,5548,3277,1588,759,426,217,106,58,23,7,0,0,0"
landlocked,1920,"9592,12808,18031,27195,42887,69619,113288,181469,298237,511070,888222,1589266,2721088,4352237,6251070,7699060,8499951,8815141,8686716,8420074,8513999,9122742,9656716,8584073,6420309,4439448,2872602,1807982,1123745,679703,364367,182063,91623,48550,26581,14203,8162,5609,3588,1796,788,408,204,96,52,21,3,0,0,0"
landlocked,1921,"9991,13350,18939,28727,45823,74672,121066,193795,322523,556491,982318,1760440,2960240,4650012,6404012,7617462,8319265,8558075,8386189,8133856,8229823,8877447,9590955,9069137,6998834,4797336,3029356,1819047,1072030,589099,311300,156506,77816,40584,21670,11936,7672,5027,2747,1274,628,354,179,86,41,19,1,0,0,0"
landlocked,1922,"9875,13068,18186,26850,42086,68070,110495,176254,287910,491306,844282,1504353,2603648,4199016,6179225,7786430,8617789,8949963,8777270,8385471,8370702,8963817,9688197,8928600,6826395,4849926,3190690,1948445,1181478,702127,374938,186908,93030,48847,26617,14167,8098,5578,3558,1749,737,370,182,84,50,15,3,0,0,0"
landlocked,1923,"9811,12890,17664,25610,39510,63381,103057,164651,264826,447108,757066,1318509,2302657,3784675,5765004,7749931,8836099,9239144,9057309,8539583,8386083,8878927,9624659,9268020,7199878,5034861,3271660,2008376,1219501,747600,409056,203906,101237,53072,28988,15441,8421,5698,3901,2046,847,400,195,89,53,15,5,0,0,0"
landlocked,1924,"9718,12715,17171,24354,36677,58053,94167,150993,239594,398050,670312,1131110,1929948,3239437,5010564,7199177,8928797,9607172,9490815,8939178,8563315,8866786,9429381,9400316,7682600,5433137,3601680,2211870,1327987,819246,463642,233334,115321,60214,32986,17838,9441,6014,4324,2449,1043,444,220,97,60,17,7,0,0,0"
landlocked,1925,"9697,12640,16898,23704,34987,54592,88248,142366,225366,367424,618843,1036406,1724706,2855949,4465268,6453477,8465746,9722342,9780394,9226370,8617216,8597708,9258111,9757608,8591420,6097544,3990330,2431846,1437869,879377,505148,257525,127575,66248,36262,19740,10396,6399,4636,2744,1206,496,233,117,64,23,8,0,0,0"
landlocked,1926,"9747,12660,16797,23297,33948,52373,84407,137222,218802,352375,592026,995019,1648725,2704480,4241592,6152930,8169103,9739381,10039901,9530819,9006678,8991748,9520902,9821134,8505974,6041871,4005684,2468215,1470908,905572,533736,273888,135277,70030,38267,20935,10949,6507,4771,2973,1345,523,246,117,66,21,8,0,0,0"
landlocked,1927,"9802,12743,16836,23118,33269,50745,81436,133147,214670,344083,575211,973167,1614727,2645664,4170069,6073265,8089713,9759965,10156893,9602175,8965074,8806002,9236099,9608468,8748943,6344840,4234297,2655741,1627923,1019500,634833,340933,172574,90449,50246,28257,15182,8518,5899,3882,1889,741,320,150,83,34,20,10,0,0"
landlocked,1928,"9870,12833,17194,24439,35355,53600,85183,138564,223594,354887,581663,980209,1618482,2634072,4149686,6066959,8092224,9904860,10505786,9940088,9151187,8681688,8834542,9140586,8679081,6511021,4314762,2735844,1706606,1079690,692931,392010,205731,109652,61304,34642,18831,10288,6759,4536,2320,922,398,182,99,49,28,11,10,0"
landlocked,1929,"10069,13102,17464,24726,35571,53666,85034,138214,223285,354306,579562,976199,1610416,2614458,4120096,6036859,8058021,9886088,10521925,9984733,9188138,8659452,8788824,9157136,8840258,6738307,4463033,2827292,1766149,1117383,726566,419192,219527,116044,64514,36341,19741,10569,6814,4719,2527,1016,414,189,94,50,27,11,9,0"
landlocked,1930,"10230,13321,17690,24841,35525,53251,83990,136493,221438,351868,571938,964828,1594419,2582443,4067813,5997593,8032343,9939550,10719580,10241296,9477774,9013591,9146613,9447229,8833717,6462207,4232602,2671428,1690866,1081825,713653,415146,216074,113949,63341,35641,19293,10223,6593,4685,2571,1029,407,176,93,44,25,11,8,0"
landlocked,1931,"10464,13653,18110,25378,36302,54327,85561,138933,225409,357853,580258,977760,1615239,2610461,4104839,6052054,8115301,10073779,10922714,10494740,9801622,9448002,9563921,9708277,8683521,6067722,3863383,2408727,1566630,1025242,692568,408250,211234,111040,61480,34421,18526,9673,6218,4575,2589,1046,391,165,87,37,21,12,5,0"
landlocked,1932,"10768,14098,18664,26131,37499,56205,88523,143510,232032,367096,595066,999651,1648630,2660957,4186795,6175826,8296871,10301507,11150441,10725326,10052701,9796523,9953962,10022571,8473517,5625542,3472095,2166765,1444644,964691,658176,381552,196318,103673,57317,31811,16848,8758,5820,4342,2413,950,351,151,78,35,20,11,7,0"
landlocked,1933,"10944,14340,18948,26378,37656,56033,87858,142346,230951,365975,589727,989931,1634018,2629943,4130876,6110371,8213495,10264057,11261585,10897374,10195864,9911450,10271766,10586519,8655720,5517286,3349102,2106607,1426647,964999,669581,398460,204720,107349,58986,32669,17354,8865,5733,4433,2608,1062,369,161,78,35,20,12,4,0"
landlocked,1934,"11006,14485,19057,26268,37059,54540,84805,137253,224355,358377,572229,957534,1588960,2549810,3984249,5912714,7970086,10043670,11337194,11191432,10544992,10343213,10783171,10987150,8671870,5459414,3341692,2110801,1432911,971410,676105,404475,207434,108620,59634,33020,17575,8959,5751,4508,2715,1112,395,163,86,31,20,12,2,0"
landlocked,1935,"11003,14575,19122,26160,36486,53006,81426,130989,215022,347594,553361,915060,1531237,2457800,3817567,5653396,7654840,9653271,11250283,11564815,10990652,10763302,11228998,11396523,8961527,5623101,3441524,2132348,1414152,940675,643990,369915,186969,98052,53600,29314,15243,7763,5341,4227,2437,958,347,150,74,31,11,0,0,0"
landlocked,1936,"11129,14772,19407,26412,36538,52644,80289,128642,211363,343511,548085,900142,1507933,2417785,3738487,5513709,7470697,9398818,11022717,11555020,11040806,10651660,11008215,11498511,9813867,6330065,3818515,2302093,1484910,968705,655038,373747,188072,97994,53432,29229,15173,7772,5417,4269,2437,953,349,152,75,31,9,0,0,0"
landlocked,1937,"11192,14974,19697,26749,36712,52414,79205,126140,207042,337757,540848,881864,1474463,2367033,3651594,5369309,7287124,9177601,10775213,11533437,11198651,10776159,10969994,11252764,10204823,7004542,4199448,2514281,1614670,1057423,723628,444246,226147,115242,62077,33940,17970,8919,5528,4581,2947,1265,433,176,78,38,10,2,0,0"
landlocked,1938,"11593,15716,20809,28291,38736,55147,82898,131141,213833,346916,552526,896282,1494315,2389441,3670867,5390478,7314561,9195751,10766313,11483159,11105948,10612310,10784280,11212364,10437534,7357475,4593635,2792538,1730714,1095508,732107,435348,219937,112150,60474,33067,17424,8729,5662,4602,2815,1154,402,159,78,34,10,1,0,0"
