country,time,matfootp_cap
civ,1996,1.51
civ,1997,1.59
civ,1998,1.54
civ,1999,1.55
civ,2000,1.39
civ,2001,1.32
civ,2002,1.31
civ,2003,1.35
civ,2004,1.25
civ,2005,1.24
civ,2006,1.12
civ,2007,1.15
civ,2008,1.08
civ,2009,1.07
civ,2010,1.04
civ,2011,0.95
civ,2012,0.97
civ,2013,0.99
civ,2014,1
civ,2015,0.98
civ,2016,0.95
civ,2017,0.93
cmr,1990,2.3
cmr,1991,2.57
cmr,1992,2.12
cmr,1993,2.31
cmr,1994,1.89
cmr,1995,1.76
cmr,1996,1.79
cmr,1997,1.84
cmr,1998,1.84
cmr,1999,1.82
cmr,2000,1.76
cmr,2001,1.74
cmr,2002,1.69
cmr,2003,1.65
cmr,2004,1.65
cmr,2005,1.73
cmr,2006,1.62
cmr,2007,1.63
cmr,2008,1.61
cmr,2009,1.91
cmr,2010,1.86
cmr,2011,1.81
cmr,2012,1.84
cmr,2013,1.87
cmr,2014,1.87
cmr,2015,1.87
cmr,2016,1.88
cmr,2017,1.88
cod,1990,3.68
cod,1991,3.74
cod,1992,3.21
cod,1993,3.19
cod,1994,2.98
cod,1995,2.66
cod,1996,2.55
cod,1997,2.63
cod,1998,2.74
cod,1999,2.49
cod,2000,2.34
cod,2001,2.29
cod,2002,2.23
cod,2003,2.32
cod,2004,2.36
cod,2005,2.45
cod,2006,2.29
cod,2007,2.19
cod,2008,2.12
cod,2009,2.17
cod,2010,2.13
cod,2011,2.07
cod,2012,2.15
cod,2013,2.12
cod,2014,2.06
cod,2015,2.03
cod,2016,2.02
cod,2017,1.99
cog,1990,2.56
cog,1991,4.93
cog,1992,2.69
cog,1993,2.37
cog,1994,2.04
cog,1995,2.13
cog,1996,1.99
cog,1997,1.9
cog,1998,1.86
cog,1999,1.6
cog,2000,1.5
cog,2001,1.58
cog,2002,1.76
cog,2003,1.84
cog,2004,1.94
cog,2005,1.97
cog,2006,2.01
cog,2007,2.3
cog,2008,2.4
cog,2009,2.44
cog,2010,2.38
cog,2011,2.35
cog,2012,2.35
cog,2013,2.44
cog,2014,2.4
cog,2015,2.39
cog,2016,2.27
cog,2017,2.26
col,1990,6.06
col,1991,6.2
col,1992,6.12
col,1993,6.48
col,1994,6.87
col,1995,7.36
col,1996,7.1
col,1997,7.05
col,1998,6.94
col,1999,6.72
col,2000,6.74
col,2001,5.97
col,2002,6.11
col,2003,6.83
col,2004,7.3
col,2005,7.51
col,2006,8.11
col,2007,8.65
col,2008,8.69
col,2009,8.83
col,2010,8.92
col,2011,9.72
col,2012,10.16
col,2013,10.09
col,2014,10.29
col,2015,10.36
col,2016,10.61
col,2017,10.69
cpv,1990,5.47
cpv,1991,20.47
cpv,1992,6.8
cpv,1993,6.72
cpv,1994,6.78
cpv,1995,6.89
cpv,1996,6.44
cpv,1997,6.04
cpv,1998,5.86
cpv,1999,6.46
cpv,2000,6.47
cpv,2001,6.26
cpv,2002,7.02
cpv,2003,7.39
cpv,2004,7.7
cpv,2005,8.41
cpv,2006,8.95
cpv,2007,9.52
cpv,2008,9.38
cpv,2009,8.61
cpv,2010,8.59
cpv,2011,8.49
cpv,2012,8.41
cpv,2013,8.31
cpv,2014,8.38
cpv,2015,8.5
cpv,2016,8.57
cpv,2017,8.71
cri,1990,5.3
cri,1991,6.37
cri,1992,5.35
cri,1993,5.87
cri,1994,6.37
cri,1995,6.23
cri,1996,6.47
cri,1997,6.53
cri,1998,6.74
cri,1999,6.7
cri,2000,7.19
cri,2001,6.61
cri,2002,6.55
cri,2003,6.41
cri,2004,6.42
cri,2005,6.38
cri,2006,7.19
cri,2007,7.37
cri,2008,7.16
cri,2009,6.91
cri,2010,7.08
cri,2011,7.47
cri,2012,7.61
cri,2013,7.82
cri,2014,8.01
cri,2015,8.08
cri,2016,8.1
cri,2017,8.19
cub,1990,16.33
cub,1991,15.18
cub,1992,12.79
cub,1993,10.23
cub,1994,10.16
cub,1995,9.71
cub,1996,10.41
cub,1997,10.53
cub,1998,10.17
cub,1999,10.37
cub,2000,10.04
cub,2001,9.75
cub,2002,9.75
cub,2003,9.11
cub,2004,8.85
cub,2005,7.67
cub,2006,7.82
cub,2007,8.43
cub,2008,8.78
cub,2009,8.49
cub,2010,8.09
cub,2011,8.71
cub,2012,8.45
cub,2013,8.76
cub,2014,8.23
cub,2015,8.09
cub,2016,7.99
cub,2017,7.86
cyp,1990,21.27
cyp,1991,32.25
cyp,1992,27.05
cyp,1993,25.15
cyp,1994,22.9
cyp,1995,25.6
cyp,1996,27.05
cyp,1997,27.1
cyp,1998,35.4
cyp,1999,37.15
cyp,2000,40.9
cyp,2001,39.04
cyp,2002,40.63
cyp,2003,39.72
cyp,2004,41.11
cyp,2005,41.65
cyp,2006,41.39
cyp,2007,43.57
cyp,2008,44.67
cyp,2009,36.4
cyp,2010,36.68
cyp,2011,34.37
cyp,2012,34.92
cyp,2013,33.87
cyp,2014,34.29
cyp,2015,34.74
cyp,2016,27.11
cyp,2017,27.53
cze,1990,9.18
cze,1991,8.12
cze,1992,12.31
cze,1993,15.91
cze,1994,15.96
cze,1995,16.36
cze,1996,17.11
cze,1997,15.88
cze,1998,15.97
cze,1999,15.81
cze,2000,16.21
cze,2001,16.46
cze,2002,18.02
cze,2003,18.65
cze,2004,20.18
cze,2005,20.8
cze,2006,21.19
cze,2007,22.35
cze,2008,23.46
cze,2009,22.46
cze,2010,21.97
cze,2011,22.25
cze,2012,22.43
cze,2013,21.86
cze,2014,22.19
cze,2015,22.53
cze,2016,22.7
cze,2017,22.99
deu,1990,19.25
deu,1991,19.46
deu,1992,20.94
deu,1993,19.84
deu,1994,20.36
deu,1995,19.9
deu,1996,19.17
deu,1997,18.51
deu,1998,19.68
deu,1999,20.31
deu,2000,20.21
deu,2001,19.09
deu,2002,18.85
deu,2003,19.85
deu,2004,20.82
deu,2005,20.72
deu,2006,21.04
deu,2007,21.8
deu,2008,22.02
deu,2009,21.29
deu,2010,20.91
deu,2011,21.05
deu,2012,21.55
deu,2013,21.88
deu,2014,22.22
deu,2015,22.59
deu,2016,22.57
deu,2017,22.84
dji,1990,3.17
dji,1991,13.93
dji,1992,3.08
dji,1993,2.82
dji,1994,2.71
dji,1995,2.42
dji,1996,2.3
dji,1997,2.36
dji,1998,2.49
dji,1999,2.53
dji,2000,2.83
dji,2001,2.6
dji,2002,2.88
dji,2003,2.69
dji,2004,2.47
dji,2005,2.72
dji,2006,2.67
dji,2007,2.73
dji,2008,2.33
dji,2009,2.38
dji,2010,2.25
dji,2011,2.25
dji,2012,2.24
dji,2013,2.36
dji,2014,2.37
dji,2015,2.38
dji,2016,2.32
dji,2017,2.34
dnk,1990,15.03
dnk,1991,19.63
dnk,1992,16.94
dnk,1993,17.28
dnk,1994,18.08
dnk,1995,18.85
dnk,1996,18.14
dnk,1997,17.75
dnk,1998,21.62
dnk,1999,21.49
dnk,2000,23.18
dnk,2001,21.47
dnk,2002,22.59
dnk,2003,22.76
dnk,2004,23.85
dnk,2005,25.04
dnk,2006,26.19
dnk,2007,28.15
dnk,2008,27.86
dnk,2009,25.44
dnk,2010,24.13
dnk,2011,24.27
dnk,2012,24.17
dnk,2013,24.1
dnk,2014,24.2
dnk,2015,24.34
dnk,2016,24.42
dnk,2017,24.6
dom,1990,4.12
dom,1991,4.7
dom,1992,4.35
dom,1993,4.17
dom,1994,4.17
dom,1995,4.4
dom,1996,4.4
dom,1997,4.64
dom,1998,4.64
dom,1999,4.87
dom,2000,4.96
dom,2001,4.5
dom,2002,5.63
dom,2003,4.57
dom,2004,4.26
dom,2005,4.91
dom,2006,5.01
dom,2007,5.05
dom,2008,5.23
dom,2009,4.75
dom,2010,5.28
dom,2011,5.79
dom,2012,6.14
dom,2013,6.27
dom,2014,6.55
dom,2015,6.55
dom,2016,6.71
dom,2017,6.73
dza,1990,1.88
dza,1991,1.98
dza,1992,1.88
dza,1993,1.83
dza,1994,1.76
dza,1995,1.85
dza,1996,1.91
dza,1997,1.66
dza,1998,2.15
dza,1999,2.03
dza,2000,1.89
dza,2001,1.97
dza,2002,2
dza,2003,2.12
dza,2004,2.23
dza,2005,2.16
dza,2006,2.17
dza,2007,2.24
dza,2008,2.35
dza,2009,2.82
dza,2010,2.72
dza,2011,2.81
dza,2012,2.94
dza,2013,3.09
dza,2014,3.01
dza,2015,3.04
dza,2016,3.06
dza,2017,3.08
ecu,1990,6.92
ecu,1991,7.85
ecu,1992,7
ecu,1993,7.16
ecu,1994,7.85
ecu,1995,7.99
ecu,1996,7.9
ecu,1997,7.85
ecu,1998,7.98
ecu,1999,6.68
ecu,2000,6.78
ecu,2001,7.5
ecu,2002,7.89
ecu,2003,7.73
ecu,2004,8
ecu,2005,7.88
ecu,2006,8.19
ecu,2007,8.58
ecu,2008,9.33
ecu,2009,10.06
ecu,2010,9.88
ecu,2011,10.01
ecu,2012,10.07
ecu,2013,10.56
ecu,2014,10.62
ecu,2015,10.7
ecu,2016,10.76
ecu,2017,10.85
egy,1990,4.11
egy,1991,4.03
egy,1992,3.85
egy,1993,4.08
egy,1994,4.08
egy,1995,4.29
egy,1996,4.48
egy,1997,4.67
egy,1998,5.03
egy,1999,5.15
egy,2000,4.76
egy,2001,4.72
egy,2002,4.57
egy,2003,4.04
egy,2004,4.19
egy,2005,4.7
egy,2006,5.02
egy,2007,5.26
egy,2008,5.62
egy,2009,5.7
egy,2010,5.26
egy,2011,4.98
egy,2012,5.15
egy,2013,4.93
egy,2014,4.88
egy,2015,4.88
egy,2016,4.86
egy,2017,4.88
eri,1990,0.27
eri,1991,3.08
eri,1992,0.46
eri,1993,1.25
eri,1994,1.75
