country,time,freligion_idea
cod,1997,40.48137
cod,1998,41.14659
cod,1999,42.92357
cod,2000,42.92357
cod,2001,43.81175
cod,2002,39.35736
cod,2003,47.85471
cod,2004,47.85471
cod,2005,44.42903
cod,2006,47.85471
cod,2007,47.85471
cod,2008,47.85471
cod,2009,47.85471
cod,2010,41.16968
cod,2011,49.15
cod,2012,49.15
cod,2013,49.15
cod,2014,49.52206
cod,2015,45.7475
cod,2016,31.96275
cod,2017,29.97227
cod,2018,29.97227
cod,2019,33.90039
cog,1975,31.40983
cog,1976,31.40983
cog,1977,31.40983
cog,1978,31.40983
cog,1979,37.2442
cog,1980,35.67491
cog,1981,39.74498
cog,1982,39.74498
cog,1983,37.36907
cog,1984,33.90308
cog,1985,28.83387
cog,1986,32.23709
cog,1987,32.23709
cog,1988,33.90308
cog,1989,37.36907
cog,1990,38.54336
cog,1991,46.08501
cog,1992,50.91954
cog,1993,54.90953
cog,1994,54.90953
cog,1995,54.90953
cog,1996,54.90953
cog,1997,48.38589
cog,1998,51.23135
cog,1999,51.23135
cog,2000,51.23135
cog,2001,51.23135
cog,2002,51.23135
cog,2003,51.23135
cog,2004,51.23135
cog,2005,51.23135
cog,2006,51.23135
cog,2007,51.23135
cog,2008,51.23135
cog,2009,51.23135
cog,2010,51.23135
cog,2011,51.23135
cog,2012,51.23135
cog,2013,50.22575
cog,2014,50.22575
cog,2015,47.27284
cog,2016,50.22575
cog,2017,50.22575
cog,2018,47.201
cog,2019,48.38589
col,1975,51.27234
col,1976,51.27234
col,1977,51.27234
col,1978,51.27234
col,1979,51.27234
col,1980,51.27234
col,1981,54.62002
col,1982,54.62002
col,1983,54.62002
col,1984,54.62002
col,1985,48.2758
col,1986,48.2758
col,1987,48.2758
col,1988,48.2758
col,1989,48.2758
col,1990,49.49682
col,1991,64.23172
col,1992,71.47559
col,1993,71.47559
col,1994,71.47559
col,1995,71.47559
col,1996,71.47559
col,1997,71.47559
col,1998,71.47559
col,1999,71.47559
col,2000,71.47559
col,2001,65.83458
col,2002,71.47559
col,2003,71.47559
col,2004,71.47559
col,2005,71.47559
col,2006,71.47559
col,2007,71.47559
col,2008,71.47559
col,2009,80.79616
col,2010,67.43641
col,2011,76.60229
col,2012,76.60229
col,2013,66.45977
col,2014,67.3049
col,2015,61.94453
col,2016,61.94453
col,2017,75.14998
col,2018,58.6298
col,2019,53.01728
cpv,1975,54.16711
cpv,1976,70.53503
cpv,1977,70.53503
cpv,1978,70.53503
cpv,1979,70.53503
cpv,1980,70.53503
cpv,1981,64.11272
cpv,1982,64.11272
cpv,1983,72.72709
cpv,1984,72.72709
cpv,1985,72.72709
cpv,1986,72.72709
cpv,1987,72.72709
cpv,1988,72.72709
cpv,1989,72.72709
cpv,1990,72.72709
cpv,1991,72.72709
cpv,1992,80.44813
cpv,1993,80.44813
cpv,1994,80.44813
cpv,1995,80.44813
cpv,1996,80.44813
cpv,1997,80.44813
cpv,1998,80.44813
cpv,1999,80.44813
cpv,2000,80.44813
cpv,2001,80.44813
cpv,2002,80.44813
cpv,2003,80.44813
cpv,2004,80.44813
cpv,2005,80.44813
cpv,2006,80.44813
cpv,2007,80.44813
cpv,2008,80.44813
cpv,2009,80.44813
cpv,2010,80.44813
cpv,2011,80.44813
cpv,2012,80.44813
cpv,2013,76.17118
cpv,2014,76.17118
cpv,2015,78.96518
cpv,2016,78.96518
cpv,2017,77.63866
cpv,2018,77.63866
cpv,2019,74.94166
cri,1975,63.52441
cri,1976,63.52441
cri,1977,63.52441
cri,1978,63.52441
cri,1979,63.52441
cri,1980,65.8316
cri,1981,67.3566
cri,1982,67.3566
cri,1983,67.3566
cri,1984,67.3566
cri,1985,67.3566
cri,1986,67.3566
cri,1987,67.3566
cri,1988,67.3566
cri,1989,67.3566
cri,1990,63.01109
cri,1991,69.60543
cri,1992,65.56216
cri,1993,65.56216
cri,1994,65.56216
cri,1995,69.60543
cri,1996,69.60543
cri,1997,69.60543
cri,1998,69.60543
cri,1999,69.60543
cri,2000,69.60543
cri,2001,69.60543
cri,2002,69.60543
cri,2003,69.60543
cri,2004,69.60543
cri,2005,69.60543
cri,2006,69.60543
cri,2007,65.56216
cri,2008,69.60543
cri,2009,63.61022
cri,2010,63.61022
cri,2011,65.56216
cri,2012,69.60543
cri,2013,59.82899
cri,2014,69.60543
cri,2015,62.75692
cri,2016,67.36195
cri,2017,71.84216
cri,2018,69.29193
cri,2019,63.4823
cub,1975,0.16117
cub,1976,0.16117
cub,1977,0.16117
cub,1978,0.16117
cub,1979,0.16117
cub,1980,0.16117
cub,1981,6.71372
cub,1982,6.71372
cub,1983,0
cub,1984,0
cub,1985,0
cub,1986,0
cub,1987,0
cub,1988,0
cub,1989,0
cub,1990,6.71372
cub,1991,0
cub,1992,14.96935
cub,1993,14.96935
cub,1994,14.96935
cub,1995,20.52977
cub,1996,25.7016
cub,1997,25.7016
cub,1998,28.83387
cub,1999,30.74861
cub,2000,30.74861
cub,2001,30.74861
cub,2002,30.74861
cub,2003,30.74861
cub,2004,30.74861
cub,2005,30.74861
cub,2006,30.74861
cub,2007,30.74861
cub,2008,30.74861
cub,2009,30.74861
cub,2010,30.74861
cub,2011,30.74861
cub,2012,30.74861
cub,2013,30.74861
cub,2014,30.74861
cub,2015,30.74861
cub,2016,33.71185
cub,2017,33.71185
cub,2018,30.74861
cub,2019,32.35489
cyp,1975,52.05734
cyp,1976,58.9123
cyp,1977,58.9123
cyp,1978,58.9123
cyp,1979,58.9123
cyp,1980,58.9123
cyp,1981,61.15528
cyp,1982,61.15528
cyp,1983,61.15528
cyp,1984,54.90953
cyp,1985,51.37309
cyp,1986,57.11559
cyp,1987,61.15528
cyp,1988,61.15528
cyp,1989,61.15528
cyp,1990,64.91584
cyp,1991,64.91584
cyp,1992,64.91584
cyp,1993,49.3712
cyp,1994,52.71708
cyp,1995,52.71708
cyp,1996,64.91584
cyp,1997,52.71708
cyp,1998,64.91584
cyp,1999,64.91584
cyp,2000,64.91584
cyp,2001,64.91584
cyp,2002,64.91584
cyp,2003,52.71708
cyp,2004,62.29921
cyp,2005,62.29921
cyp,2006,62.29921
cyp,2007,68.45972
cyp,2008,58.56292
cyp,2009,58.56292
cyp,2010,58.56292
cyp,2011,56.222
cyp,2012,58.56292
cyp,2013,56.12176
cyp,2014,56.12176
cyp,2015,56.12176
cyp,2016,61.35203
cyp,2017,58.50339
cyp,2018,56.12176
cyp,2019,56.61415
cze,1975,18.66101
cze,1976,18.66101
cze,1977,18.66101
cze,1978,18.66101
cze,1979,18.66101
cze,1980,18.66101
cze,1981,22.4652
cze,1982,18.10636
cze,1983,18.10636
cze,1984,18.10636
cze,1985,21.25743
cze,1986,21.25743
cze,1987,21.25743
cze,1988,21.25743
cze,1989,21.25743
cze,1990,84.16016
cze,1991,90.80873
cze,1992,90.80873
cze,1993,90.80873
cze,1994,90.80873
cze,1995,90.80873
cze,1996,90.80873
cze,1997,84.16016
cze,1998,90.80873
cze,1999,90.80873
cze,2000,90.80873
cze,2001,90.80873
cze,2002,84.16016
cze,2003,90.80873
cze,2004,84.16016
cze,2005,84.16016
cze,2006,84.16016
cze,2007,100
cze,2008,100
cze,2009,100
cze,2010,100
cze,2011,100
cze,2012,100
cze,2013,92.6445
cze,2014,66.90891
cze,2015,58.50339
cze,2016,62.56347
cze,2017,59.07572
cze,2018,60.18161
cze,2019,59.26338
deu,1975,82.81485
deu,1976,82.81485
deu,1977,82.81485
deu,1978,82.81485
deu,1979,82.81485
deu,1980,77.99913
deu,1981,78.64899
deu,1982,78.64899
deu,1983,78.64899
deu,1984,78.64899
deu,1985,78.64899
deu,1986,78.64899
deu,1987,78.64899
deu,1988,78.64899
deu,1989,78.64899
deu,1990,69.30833
deu,1991,69.30833
deu,1992,69.30833
deu,1993,65.13804
deu,1994,65.13804
deu,1995,59.07344
deu,1996,59.07344
deu,1997,59.07344
deu,1998,59.07344
deu,1999,59.07344
deu,2000,59.07344
deu,2001,59.07344
deu,2002,59.07344
deu,2003,59.07344
deu,2004,59.07344
deu,2005,59.07344
deu,2006,59.07344
deu,2007,59.07344
deu,2008,59.07344
deu,2009,59.07344
deu,2010,59.07344
deu,2011,63.0681
deu,2012,63.0681
deu,2013,61.05594
deu,2014,57.59541
deu,2015,58.5944
deu,2016,58.5944
deu,2017,60.24308
deu,2018,59.48597
deu,2019,59.48597
dnk,1975,88.89168
dnk,1976,88.89168
dnk,1977,88.89168
dnk,1978,88.89168
dnk,1979,88.89168
dnk,1980,88.89168
dnk,1981,89.16314
dnk,1982,89.16314
dnk,1983,89.16314
dnk,1984,89.16314
dnk,1985,89.16314
dnk,1986,89.16314
dnk,1987,89.16314
dnk,1988,89.16314
dnk,1989,89.16314
dnk,1990,89.16314
dnk,1991,89.16314
dnk,1992,89.16314
dnk,1993,89.16314
dnk,1994,89.16314
dnk,1995,89.16314
dnk,1996,89.16314
dnk,1997,89.16314
dnk,1998,89.16314
dnk,1999,89.16314
dnk,2000,89.16314
dnk,2001,89.16314
dnk,2002,89.16314
dnk,2003,89.16314
dnk,2004,89.16314
dnk,2005,82.08795
dnk,2006,89.16314
dnk,2007,89.16314
dnk,2008,89.16314
dnk,2009,89.16314
dnk,2010,92.6445
dnk,2011,92.6445
dnk,2012,85.7189
dnk,2013,84.28849
dnk,2014,78.86511
dnk,2015,74.77168
dnk,2016,74.77168
dnk,2017,72.80099
dnk,2018,59.47799
dnk,2019,59.47799
dom,1975,63.75857
dom,1976,63.75857
dom,1977,63.75857
dom,1978,68.38953
dom,1979,68.38953
dom,1980,68.38953
dom,1981,69.72694
dom,1982,69.72694
dom,1983,69.72694
dom,1984,69.72694
dom,1985,69.72694
dom,1986,69.72694
dom,1987,69.72694
dom,1988,69.72694
dom,1989,69.72694
dom,1990,69.72694
dom,1991,69.72694
dom,1992,69.72694
dom,1993,69.72694
dom,1994,69.72694
dom,1995,69.72694
dom,1996,69.72694
dom,1997,69.72694
dom,1998,72.45297
dom,1999,72.45297
dom,2000,72.45297
dom,2001,72.45297
dom,2002,72.45297
dom,2003,72.45297
dom,2004,72.45297
dom,2005,72.45297
dom,2006,72.45297
dom,2007,76.88352
dom,2008,78.59956
dom,2009,78.59956
dom,2010,78.59956
dom,2011,78.59956
dom,2012,78.59956
dom,2013,75.41581
dom,2014,64.26186
dom,2015,61.35669
dom,2016,67.38189
dom,2017,70.28313
dom,2018,66.23744
dom,2019,67.36195
dza,1975,27.56318
dza,1976,27.56318
dza,1977,27.56318
dza,1978,27.56318
dza,1979,30.19577
dza,1980,30.19577
dza,1981,34.8317
dza,1982,34.8317
dza,1983,34.8317
dza,1984,32.86488
dza,1985,28.71191
dza,1986,32.86488
dza,1987,34.8317
dza,1988,39.01379
dza,1989,38.20864
dza,1990,34.83196
dza,1991,29.15135
dza,1992,29.15135
dza,1993,34.83196
dza,1994,30.44521
dza,1995,34.83196
dza,1996,30.44521
dza,1997,34.83196
dza,1998,34.83196
dza,1999,30.34274
dza,2000,28.80483
dza,2001,28.80483
dza,2002,34.39995
dza,2003,34.39995
dza,2004,25.13448
dza,2005,25.13448
dza,2006,28.80483
dza,2007,25.13448
dza,2008,28.80483
dza,2009,25.13448
dza,2010,25.13448
dza,2011,25.13448
dza,2012,25.13448
dza,2013,28.80483
dza,2014,25.13448
dza,2015,28.80483
dza,2016,27.37442
dza,2017,28.88311
dza,2018,30.5251
dza,2019,32.12365
ecu,1975,64.81806
ecu,1976,64.81806
ecu,1977,70.43951
ecu,1978,70.43951
ecu,1979,70.43951
ecu,1980,73.01081
ecu,1981,65.13804
ecu,1982,70.85498
ecu,1983,75.17274
ecu,1984,75.17274
ecu,1985,75.17274
ecu,1986,70.85498
ecu,1987,70.85498
ecu,1988,70.85498
ecu,1989,70.85498
ecu,1990,70.85498
ecu,1991,70.85498
ecu,1992,70.85498
ecu,1993,75.17274
ecu,1994,75.17274
ecu,1995,75.17274
ecu,1996,75.17274
ecu,1997,75.17274
ecu,1998,75.17274
ecu,1999,75.17274
ecu,2000,75.17274
ecu,2001,75.17274
ecu,2002,75.17274
ecu,2003,75.17274
ecu,2004,75.17274
ecu,2005,75.17274
ecu,2006,75.17274
ecu,2007,71.36873
ecu,2008,71.36873
ecu,2009,71.36873
ecu,2010,66.15721
ecu,2011,66.15721
ecu,2012,66.15721
ecu,2013,65.05538
ecu,2014,65.05538
ecu,2015,65.05538
ecu,2016,61.61709
ecu,2017,72.13691
ecu,2018,72.13691
ecu,2019,72.13691
egy,1975,34.96224
egy,1976,34.96224
egy,1977,34.96224
egy,1978,34.96224
egy,1979,33.89537
egy,1980,33.89537
egy,1981,36.05079
egy,1982,36.05079
egy,1983,38.48887
egy,1984,32.0408
egy,1985,25.71008
egy,1986,30.0847
egy,1987,25.71008
egy,1988,25.71008
egy,1989,25.71008
egy,1990,25.71008
egy,1991,25.71008
egy,1992,25.71008
egy,1993,25.71008
egy,1994,25.71008
egy,1995,25.71008
egy,1996,25.71008
egy,1997,25.71008
egy,1998,25.71008
egy,1999,25.71008
egy,2000,29.25899
egy,2001,29.25899
egy,2002,29.25899
egy,2003,29.25899
egy,2004,29.25899
egy,2005,29.25899
egy,2006,29.25899
egy,2007,29.25899
egy,2008,29.25899
egy,2009,29.25899
egy,2010,29.25899
egy,2011,29.25899
egy,2012,32.02188
egy,2013,29.25899
egy,2014,21.50341
egy,2015,18.69401
egy,2016,21.50341
egy,2017,21.50341
egy,2018,21.50341
egy,2019,23.73169
eri,1993,34.83818
eri,1994,29.74356
eri,1995,29.74356
eri,1996,33.85145
eri,1997,23.73169
eri,1998,23.73169
eri,1999,23.73169
eri,2000,21.50341
eri,2001,9.21383
eri,2002,9.21383
eri,2003,9.21383
eri,2004,9.21383
eri,2005,9.21383
eri,2006,9.21383
eri,2007,9.21383
eri,2008,9.21383
eri,2009,9.21383
eri,2010,9.21383
eri,2011,9.21383
eri,2012,9.21383
eri,2013,14.96935
eri,2014,14.96935
eri,2015,8.02795
eri,2016,14.96935
eri,2017,14.96935
eri,2018,14.96935
eri,2019,9.21383
esp,1975,36.05392
esp,1976,37.71482
esp,1977,52.87908
esp,1978,66.84069
esp,1979,80.10226
esp,1980,80.10226
esp,1981,80.79616
esp,1982,78.80026
esp,1983,78.80026
esp,1984,78.80026
esp,1985,78.80026
esp,1986,78.80026
esp,1987,78.80026
esp,1988,78.80026
esp,1989,78.80026
esp,1990,78.80026
esp,1991,78.80026
esp,1992,78.80026
esp,1993,78.80026
esp,1994,78.80026
esp,1995,78.80026
esp,1996,78.80026
esp,1997,72.13691
esp,1998,78.80026
esp,1999,72.13691
esp,2000,78.80026
esp,2001,72.13691
esp,2002,78.80026
esp,2003,72.13691
esp,2004,78.80026
esp,2005,72.13691
esp,2006,72.13691
esp,2007,72.13691
esp,2008,72.13691
esp,2009,64.2576
esp,2010,64.2576
esp,2011,72.13691
esp,2012,64.2576
esp,2013,62.44877
esp,2014,62.44877
esp,2015,62.44877
esp,2016,62.44877
esp,2017,62.44877
esp,2018,62.44877
esp,2019,62.44877
est,1991,72.52244
est,1992,60.68275
est,1993,60.68275
est,1994,60.68275
est,1995,60.68275
est,1996,60.68275
est,1997,60.68275
est,1998,60.68275
est,1999,60.68275
est,2000,60.68275
est,2001,60.68275
est,2002,78.64899
est,2003,78.64899
est,2004,78.64899
est,2005,78.64899
est,2006,78.64899
est,2007,78.64899
est,2008,78.64899
est,2009,78.64899
est,2010,78.64899
est,2011,78.64899
est,2012,78.64899
est,2013,76.79046
est,2014,76.79046
est,2015,76.79046
est,2016,76.88352
est,2017,76.88352
est,2018,75.41581
est,2019,67.3566
eth,1975,23.11578
eth,1976,23.11578
eth,1977,23.11578
eth,1978,23.11578
eth,1979,23.11578
eth,1980,23.11578
eth,1981,21.94588
eth,1982,14.96935
eth,1983,14.96935
eth,1984,14.96935
eth,1985,14.96935
eth,1986,14.96935
eth,1987,19.99778
eth,1988,19.99778
eth,1989,27.99458
eth,1990,27.99458
eth,1991,40.48137
eth,1992,59.08508
eth,1993,64.25222
eth,1994,64.25222
eth,1995,55.68705
eth,1996,64.25222
eth,1997,64.25222
eth,1998,45.38128
eth,1999,50.56326
eth,2000,56.03671
eth,2001,50.56326
eth,2002,45.38128
eth,2003,50.56326
eth,2004,56.03671
eth,2005,50.56326
eth,2006,56.03671
eth,2007,50.56326
eth,2008,50.56326
eth,2009,50.04304
eth,2010,45.09192
eth,2011,45.09192
eth,2012,36.54579
eth,2013,34.56919
eth,2014,34.56919
eth,2015,34.56919
eth,2016,31.96554
eth,2017,39.18717
eth,2018,38.99876
eth,2019,41.62805
fin,1975,82.02256
fin,1976,82.02256
fin,1977,82.02256
fin,1978,82.02256
fin,1979,82.02256
fin,1980,82.02256
fin,1981,82.736
fin,1982,82.736
fin,1983,82.736
fin,1984,82.736
fin,1985,82.736
fin,1986,82.736
fin,1987,82.736
fin,1988,82.736
fin,1989,82.736
fin,1990,82.736
fin,1991,82.736
fin,1992,82.736
fin,1993,82.736
fin,1994,82.736
fin,1995,82.736
fin,1996,82.736
fin,1997,74.54885
fin,1998,82.736
fin,1999,82.736
fin,2000,82.736
fin,2001,74.54885
fin,2002,82.736
fin,2003,82.736
fin,2004,82.736
fin,2005,82.736
fin,2006,82.736
fin,2007,82.736
fin,2008,82.736
fin,2009,82.736
fin,2010,82.736
fin,2011,74.54885
fin,2012,82.736
fin,2013,78.96518
fin,2014,73.04013
fin,2015,73.04013
fin,2016,73.04013
fin,2017,76.17118
fin,2018,76.17118
fin,2019,64.02599
fra,1975,76.93102
fra,1976,76.93102
fra,1977,76.93102
fra,1978,76.93102
fra,1979,76.93102
fra,1980,76.93102
fra,1981,77.52716
fra,1982,77.52716
fra,1983,77.52716
fra,1984,77.52716
fra,1985,77.52716
fra,1986,77.52716
fra,1987,77.52716
fra,1988,77.52716
fra,1989,77.52716
fra,1990,77.52716
fra,1991,77.52716
fra,1992,77.52716
fra,1993,72.80099
fra,1994,72.80099
fra,1995,72.80099
fra,1996,72.80099
fra,1997,72.80099
fra,1998,65.21689
fra,1999,65.21689
fra,2000,65.21689
fra,2001,65.21689
fra,2002,65.21689
fra,2003,65.21689
fra,2004,65.21689
fra,2005,65.21689
fra,2006,65.21689
fra,2007,72.80099
fra,2008,71.35197
fra,2009,64.00236
fra,2010,63.21118
fra,2011,61.01748
fra,2012,63.21118
fra,2013,63.21118
fra,2014,56.7043
fra,2015,56.7043
fra,2016,56.7043
fra,2017,55.41781
fra,2018,55.41781
fra,2019,54.61184
gab,1975,45.2938
gab,1976,45.2938
gab,1977,45.2938
gab,1978,45.2938
gab,1979,45.2938
gab,1980,49.54869
gab,1981,53.75222
gab,1982,53.75222
gab,1983,53.75222
gab,1984,53.75222
gab,1985,44.83837
gab,1986,47.70079
gab,1987,44.83837
gab,1988,41.67425
gab,1989,44.83837
gab,1990,54.50251
gab,1991,54.0521
gab,1992,57.04558
gab,1993,61.56784
gab,1994,61.56784
gab,1995,57.04558
gab,1996,57.04558
gab,1997,61.56784
gab,1998,57.04558
gab,1999,57.04558
gab,2000,57.04558
gab,2001,61.56784
gab,2002,57.04558
gab,2003,61.56784
gab,2004,61.56784
gab,2005,57.04558
gab,2006,61.56784
gab,2007,61.56784
gab,2008,61.56784
gab,2009,69.29193
gab,2010,74.12712
gab,2011,74.12712
gab,2012,74.12712
gab,2013,72.94541
gab,2014,72.94541
gab,2015,66.45977
gab,2016,68.59715
gab,2017,73.86427
gab,2018,69.95773
gab,2019,63.90725
gbr,1975,66.99635
gbr,1976,66.99635
gbr,1977,66.99635
gbr,1978,66.99635
gbr,1979,66.99635
gbr,1980,72.63903
gbr,1981,73.62229
gbr,1982,68.71627
gbr,1983,73.62229
gbr,1984,68.71627
gbr,1985,73.62229
gbr,1986,68.71627
gbr,1987,73.62229
gbr,1988,73.62229
gbr,1989,73.62229
gbr,1990,73.62229
gbr,1991,73.62229
gbr,1992,73.62229
gbr,1993,73.62229
gbr,1994,73.62229
gbr,1995,73.62229
gbr,1996,73.62229
gbr,1997,73.62229
gbr,1998,73.62229
gbr,1999,73.62229
gbr,2000,78.86511
gbr,2001,78.86511
gbr,2002,74.77168
gbr,2003,80.44813
gbr,2004,80.44813
gbr,2005,80.44813
gbr,2006,80.44813
gbr,2007,74.77168
gbr,2008,80.44813
gbr,2009,80.44813
gbr,2010,76.69128
gbr,2011,82.17936
gbr,2012,80.44813
gbr,2013,71.05264
gbr,2014,71.05264
gbr,2015,72.52244
gbr,2016,68.52352
gbr,2017,71.36873
gbr,2018,71.36873
gbr,2019,68.51849
geo,1991,41.87088
geo,1992,49.26738
geo,1993,49.26738
geo,1994,59.21539
geo,1995,59.21539
geo,1996,58.33438
geo,1997,53.68503
geo,1998,46.5293
geo,1999,46.5293
geo,2000,42.25456
geo,2001,42.25456
geo,2002,41.0781
geo,2003,46.5293
geo,2004,56.7363
geo,2005,57.00687
geo,2006,59.22486
geo,2007,62.8167
geo,2008,62.8167
geo,2009,60.25381
geo,2010,56.7043
geo,2011,54.24542
geo,2012,57.17109
geo,2013,54.61184
geo,2014,54.67098
geo,2015,59.82899
geo,2016,53.00171
geo,2017,54.13659
geo,2018,54.13659
geo,2019,53.3803
gha,1975,69.84384
gha,1976,69.84384
gha,1977,69.84384
gha,1978,69.84384
gha,1979,69.84384
gha,1980,69.84384
gha,1981,70.83722
gha,1982,61.78987
gha,1983,53.18678
gha,1984,58.81624
gha,1985,55.45564
gha,1986,55.45564
gha,1987,50.61275
gha,1988,50.61275
gha,1989,47.88439
gha,1990,53.71415
gha,1991,56.75824
gha,1992,60.02488
gha,1993,65.30873
gha,1994,71.05264
gha,1995,71.05264
gha,1996,71.05264
gha,1997,71.05264
gha,1998,67.21043
gha,1999,69.64576
gha,2000,63.21118
gha,2001,63.21118
gha,2002,67.43641
gha,2003,83.07997
gha,2004,83.07997
gha,2005,76.58465
gha,2006,73.70252
gha,2007,76.58465
gha,2008,76.58465
gha,2009,79.6737
gha,2010,86.12808
gha,2011,86.12808
gha,2012,86.12808
gha,2013,73.80349
gha,2014,73.80349
gha,2015,73.80349
gha,2016,73.86427
gha,2017,73.86427
gha,2018,72.45297
gha,2019,68.52352
gin,1975,47.21225
gin,1976,47.21225
gin,1977,47.21225
gin,1978,47.21225
gin,1979,47.21225
gin,1980,47.21225
gin,1981,55.9144
gin,1982,55.9144
gin,1983,56.69254
gin,1984,58.01867
gin,1985,67.12282
gin,1986,67.12282
gin,1987,67.12282
gin,1988,55.41092
gin,1989,55.41092
gin,1990,55.41092
gin,1991,59.81998
gin,1992,59.81998
gin,1993,67.12282
gin,1994,67.12282
gin,1995,67.12282
gin,1996,67.12282
gin,1997,62.29158
gin,1998,67.12282
gin,1999,55.41092
gin,2000,55.41092
gin,2001,55.41092
gin,2002,59.81998
gin,2003,59.81998
gin,2004,59.81998
gin,2005,60.84292
gin,2006,60.84292
gin,2007,60.84292
gin,2008,60.84292
gin,2009,59.81998
gin,2010,69.30833
gin,2011,64.09489
gin,2012,64.09489
gin,2013,61.90536
gin,2014,61.90536
gin,2015,61.90536
gin,2016,61.90536
gin,2017,65.55283
gin,2018,67.43946
gin,2019,58.57687
gmb,1975,64.6963
gmb,1976,64.6963
gmb,1977,64.6963
gmb,1978,64.6963
gmb,1979,64.6963
gmb,1980,64.6963
gmb,1981,66.23016
gmb,1982,66.23016
gmb,1983,66.23016
gmb,1984,66.23016
gmb,1985,66.23016
gmb,1986,66.23016
gmb,1987,66.23016
gmb,1988,66.23016
gmb,1989,66.23016
gmb,1990,66.23016
gmb,1991,66.23016
gmb,1992,66.23016
gmb,1993,66.23016
gmb,1994,61.4613
gmb,1995,56.69254
gmb,1996,56.69254
gmb,1997,56.69254
gmb,1998,56.69254
gmb,1999,56.69254
gmb,2000,55.9144
gmb,2001,54.52452
gmb,2002,54.52452
gmb,2003,54.52452
gmb,2004,54.52452
gmb,2005,54.52452
gmb,2006,54.52452
gmb,2007,54.52452
gmb,2008,45.92346
gmb,2009,54.52452
gmb,2010,54.52452
gmb,2011,54.52452
gmb,2012,54.52452
gmb,2013,47.201
gmb,2014,41.489
gmb,2015,40.25662
gmb,2016,41.489
gmb,2017,66.21952
gmb,2018,69.64576
gmb,2019,69.64576
gnb,1975,48.11366
gnb,1976,48.11366
gnb,1977,48.11366
gnb,1978,48.11366
gnb,1979,48.11366
gnb,1980,48.11366
gnb,1981,50.91954
gnb,1982,50.91954
gnb,1983,50.91954
gnb,1984,50.91954
gnb,1985,50.91954
gnb,1986,50.91954
gnb,1987,50.91954
gnb,1988,50.91954
gnb,1989,50.91954
gnb,1990,51.9919
gnb,1991,51.9919
gnb,1992,51.9919
gnb,1993,53.28784
gnb,1994,53.28784
gnb,1995,53.28784
gnb,1996,53.28784
gnb,1997,53.28784
gnb,1998,50.77138
gnb,1999,53.28784
gnb,2000,53.28784
gnb,2001,47.65594
gnb,2002,52.26568
gnb,2003,52.26568
gnb,2004,59.63148
gnb,2005,51.25091
gnb,2006,54.80081
gnb,2007,57.94685
gnb,2008,63.06471
gnb,2009,63.06471
gnb,2010,65.05538
gnb,2011,65.05538
gnb,2012,65.05538
gnb,2013,72.94541
gnb,2014,72.94541
gnb,2015,72.94541
gnb,2016,72.94541
gnb,2017,71.84216
gnb,2018,71.84216
gnb,2019,69.30833
gnq,1975,9.52305
gnq,1976,9.52305
gnq,1977,9.52305
gnq,1978,9.52305
gnq,1979,19.31505
gnq,1980,51.91619
gnq,1981,55.44017
gnq,1982,44.87273
gnq,1983,55.44017
gnq,1984,55.44017
gnq,1985,44.87273
gnq,1986,41.0781
gnq,1987,44.87273
gnq,1988,41.0781
gnq,1989,44.87273
gnq,1990,44.87273
gnq,1991,41.0781
gnq,1992,44.87273
gnq,1993,51.11121
gnq,1994,55.44017
gnq,1995,55.44017
gnq,1996,47.28479
gnq,1997,47.28479
gnq,1998,47.28479
gnq,1999,51.11121
gnq,2000,51.11121
gnq,2001,51.11121
gnq,2002,51.11121
gnq,2003,51.11121
gnq,2004,44.87273
gnq,2005,44.87273
gnq,2006,51.92369
gnq,2007,51.92369
gnq,2008,55.96135
gnq,2009,55.96135
gnq,2010,55.96135
gnq,2011,55.96135
gnq,2012,55.96135
gnq,2013,55.96135
gnq,2014,46.23295
gnq,2015,46.23295
gnq,2016,51.92369
gnq,2017,54.62002
gnq,2018,54.62002
gnq,2019,54.62002
grc,1975,53.87729
grc,1976,57.54449
grc,1977,57.54449
grc,1978,57.54449
grc,1979,57.54449
grc,1980,57.54449
grc,1981,59.63148
grc,1982,60.68275
grc,1983,49.95997
grc,1984,49.95997
grc,1985,52.52517
grc,1986,49.95997
grc,1987,52.52517
grc,1988,49.95997
grc,1989,49.95997
grc,1990,49.95997
grc,1991,49.95997
grc,1992,52.52517
grc,1993,54.80081
grc,1994,52.33637
grc,1995,52.33637
grc,1996,54.80081
grc,1997,54.80081
grc,1998,54.80081
grc,1999,54.80081
grc,2000,52.33637
grc,2001,52.33637
grc,2002,52.33637
grc,2003,52.33637
grc,2004,54.80081
grc,2005,52.33637
grc,2006,54.80081
grc,2007,52.33637
grc,2008,52.33637
grc,2009,54.80081
grc,2010,54.13659
grc,2011,51.57055
grc,2012,51.57055
grc,2013,48.31211
grc,2014,51.37309
grc,2015,51.37309
grc,2016,51.37309
grc,2017,48.5575
grc,2018,52.52517
grc,2019,49.89704
gtm,1975,39.06831
gtm,1976,35.6051
gtm,1977,34.22449
gtm,1978,34.22449
gtm,1979,34.22449
gtm,1980,33.31625
gtm,1981,31.02854
gtm,1982,31.02854
gtm,1983,32.10181
gtm,1984,41.02316
gtm,1985,41.0781
gtm,1986,49.49682
gtm,1987,55.96135
gtm,1988,55.96135
gtm,1989,55.96135
gtm,1990,55.96135
gtm,1991,55.96135
gtm,1992,49.35728
