country,time,wn_bothhouses_c
irn,2019,5.88
irn,2020,5.59
irn,2021,5.59
irq,1948,0
irq,1949,0
irq,1950,0
irq,1951,0
irq,1952,0
irq,1953,0
irq,1954,0
irq,1955,0
irq,1956,0
irq,1957,0
irq,1958,0
irq,1959,0.49
irq,1960,0.94
irq,1961,1.37
irq,1962,1.77
irq,1963,2.15
irq,1964,2.51
irq,1965,2.85
irq,1966,3.18
irq,1967,3.48
irq,1968,3.77
irq,1969,4.05
irq,1970,4.31
irq,1971,4.57
irq,1972,4.81
irq,1973,5.04
irq,1974,5.26
irq,1975,5.47
irq,1976,5.67
irq,1977,5.86
irq,1978,6.05
irq,1979,6.23
irq,1980,6.4
irq,1981,8.1
irq,1982,9.8
irq,1983,11.5
irq,1984,13.2
irq,1985,12.72
irq,1986,12.24
irq,1987,11.76
irq,1988,11.28
irq,1989,10.8
irq,1990,10.17
irq,1991,9.54
irq,1992,8.91
irq,1993,8.29
irq,1994,7.66
irq,1995,7.03
irq,1996,6.4
irq,1997,6.7
irq,1998,7
irq,1999,7.3
irq,2000,7.6
irq,2001,12.73
irq,2002,17.67
irq,2003,22.44
irq,2004,27.05
irq,2005,31.5
irq,2006,30.06
irq,2007,28.73
irq,2008,27.48
irq,2009,26.32
irq,2010,25.23
irq,2011,25.26
irq,2012,25.28
irq,2013,25.29
irq,2014,25.3
irq,2015,25.29
irq,2016,25.28
irq,2017,25.26
irq,2018,25.23
irq,2019,25.23
irq,2020,26.44
irq,2021,28.88
isl,1946,1.92
isl,1947,2.56
isl,1948,3.21
isl,1949,3.85
isl,1950,2.88
isl,1951,1.92
isl,1952,0.96
isl,1953,0
isl,1954,0.64
isl,1955,1.28
isl,1956,1.92
isl,1957,2.78
isl,1958,3.26
isl,1959,3.57
isl,1960,3.28
isl,1961,2.91
isl,1962,2.4
isl,1963,1.67
isl,1964,1.67
isl,1965,1.67
isl,1966,1.67
isl,1967,1.67
isl,1968,2.5
isl,1969,3.33
isl,1970,4.17
isl,1971,5
isl,1972,5
isl,1973,5
isl,1974,5
isl,1975,5
isl,1976,5
isl,1977,5
isl,1978,5
isl,1979,5
isl,1980,7.5
isl,1981,10
isl,1982,12.5
isl,1983,15
isl,1984,16.46
isl,1985,17.89
isl,1986,19.28
isl,1987,20.63
isl,1988,21.43
isl,1989,22.22
isl,1990,23.02
isl,1991,23.81
isl,1992,24.21
isl,1993,24.6
isl,1994,25
isl,1995,25.4
isl,1996,27.78
isl,1997,30.16
isl,1998,32.54
isl,1999,34.92
isl,2000,33.73
isl,2001,32.54
isl,2002,31.35
isl,2003,30.16
isl,2004,31.11
isl,2005,31.75
isl,2006,32.2
isl,2007,32.54
isl,2008,35.98
isl,2009,42.86
isl,2010,42.06
isl,2011,41.27
isl,2012,40.48
isl,2013,39.68
isl,2014,42.06
isl,2015,43.49
isl,2016,44.44
isl,2017,38.1
isl,2018,38.1
isl,2019,38.1
isl,2020,39.68
isl,2021,47.62
isr,1949,10.83
isr,1950,10
isr,1951,9.17
isr,1952,9.17
isr,1953,9.17
isr,1954,9.17
isr,1955,9.17
isr,1956,8.75
isr,1957,8.33
isr,1958,7.92
isr,1959,7.5
isr,1960,7.92
isr,1961,8.33
isr,1962,8.13
isr,1963,7.92
isr,1964,7.71
isr,1965,7.5
isr,1966,7.29
isr,1967,7.08
isr,1968,6.88
isr,1969,6.67
isr,1970,6.67
isr,1971,6.67
isr,1972,6.67
isr,1973,6.67
isr,1974,6.67
isr,1975,6.67
isr,1976,6.67
isr,1977,6.67
isr,1978,6.88
isr,1979,7.08
isr,1980,7.29
isr,1981,7.5
isr,1982,7.78
isr,1983,8.06
isr,1984,8.33
isr,1985,7.92
isr,1986,7.5
isr,1987,7.08
isr,1988,6.67
isr,1989,7.29
isr,1990,7.92
isr,1991,8.54
isr,1992,9.17
isr,1993,9.52
isr,1994,9.88
isr,1995,10.24
isr,1996,10.6
isr,1997,10.95
isr,1998,11.31
isr,1999,11.67
isr,2000,12.5
isr,2001,13.33
isr,2002,14.17
isr,2003,15
isr,2004,14.72
isr,2005,14.44
isr,2006,14.17
isr,2007,15.28
isr,2008,16.39
isr,2009,17.5
isr,2010,19.33
isr,2011,20.56
isr,2012,21.43
isr,2013,22.08
isr,2014,24.05
isr,2015,24.83
isr,2016,24.74
isr,2017,24.58
isr,2018,24.27
isr,2019,23.33
isr,2020,26.67
isr,2021,30
ita,1946,3.78
ita,1947,4.69
ita,1948,5.24
ita,1949,5.03
ita,1950,4.8
ita,1951,4.57
ita,1952,4.33
ita,1953,4.08
ita,1954,3.93
ita,1955,3.77
ita,1956,3.62
ita,1957,3.47
ita,1958,3.31
ita,1959,3.39
ita,1960,3.47
ita,1961,3.54
ita,1962,3.61
ita,1963,3.68
ita,1964,3.53
ita,1965,3.38
ita,1966,3.24
ita,1967,3.09
ita,1968,2.94
ita,1969,2.99
ita,1970,3.05
ita,1971,3.1
ita,1972,3.15
ita,1973,3.89
ita,1974,4.62
ita,1975,5.36
ita,1976,6.09
ita,1977,6.27
ita,1978,6.44
ita,1979,6.62
ita,1980,6.67
ita,1981,6.72
ita,1982,6.76
ita,1983,6.81
ita,1984,7.81
ita,1985,8.81
ita,1986,9.8
ita,1987,10.8
ita,1988,10.35
ita,1989,9.91
ita,1990,9.46
ita,1991,9.02
ita,1992,8.58
ita,1993,10.77
ita,1994,12.97
ita,1995,11.51
ita,1996,10.04
ita,1997,9.72
ita,1998,9.44
ita,1999,9.19
ita,2000,8.97
ita,2001,8.77
ita,2002,9.92
ita,2003,11.19
ita,2004,12.62
ita,2005,14.24
ita,2006,16.07
ita,2007,18.08
ita,2008,20.08
ita,2009,22.91
ita,2010,24.76
ita,2011,26.05
ita,2012,27.02
ita,2013,27.76
ita,2014,28.52
ita,2015,29.5
ita,2016,30.82
ita,2017,32.7
ita,2018,35.58
ita,2019,35.26
ita,2020,35.26
ita,2021,35.83
jam,1967,5.41
jam,1968,5.68
jam,1969,5.95
jam,1970,6.22
jam,1971,6.49
jam,1972,6.76
jam,1973,7.59
jam,1974,8.39
jam,1975,9.15
jam,1976,9.88
jam,1977,10.49
jam,1978,11.11
jam,1979,11.73
jam,1980,12.35
jam,1981,12.35
jam,1982,12.35
jam,1983,12.35
jam,1984,11.73
jam,1985,11.11
jam,1986,10.49
jam,1987,9.88
jam,1988,9.26
jam,1989,8.64
jam,1990,9.57
jam,1991,10.49
jam,1992,11.42
jam,1993,12.35
jam,1994,12.35
jam,1995,12.35
jam,1996,12.35
jam,1997,12.35
jam,1998,12.59
jam,1999,12.84
jam,2000,13.09
jam,2001,13.33
jam,2002,13.58
jam,2003,13.58
jam,2004,13.58
jam,2005,13.58
jam,2006,13.58
jam,2007,13.58
jam,2008,13.4
jam,2009,13.19
jam,2010,12.96
jam,2011,12.7
jam,2012,23.81
jam,2013,18.57
jam,2014,17.26
jam,2015,16.67
jam,2016,16.33
jam,2017,16.93
jam,2018,17.78
jam,2019,19.05
jam,2020,30.95
jam,2021,30.95
jor,1946,0
jor,1947,0
jor,1948,0
jor,1949,0
jor,1950,0
jor,1951,0
jor,1952,0
jor,1953,0
jor,1954,0
jor,1955,0
jor,1956,0
jor,1957,0
jor,1958,0
jor,1959,0
jor,1960,0
jor,1961,0
jor,1962,0
jor,1963,0
jor,1964,0
jor,1965,0
jor,1966,0
jor,1967,0
jor,1968,0
jor,1969,0
jor,1970,0
jor,1971,0
jor,1972,0
jor,1973,0
jor,1974,0
jor,1975,0
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,0.42
jor,1986,0.61
jor,1987,0.71
jor,1988,0.78
jor,1989,0.83
jor,1990,1.25
jor,1991,1.67
jor,1992,2.08
jor,1993,2.5
jor,1994,2.14
jor,1995,1.88
jor,1996,1.67
jor,1997,1.5
jor,1998,2.4
jor,1999,3.36
jor,2000,4.38
jor,2001,5.47
jor,2002,6.63
jor,2003,7.88
jor,2004,8.64
jor,2005,10.91
jor,2006,9.09
jor,2007,8.48
jor,2008,9.8
jor,2009,11.05
jor,2010,12.22
jor,2011,11.67
jor,2012,11.6
jor,2013,11.59
jor,2014,12.07
jor,2015,12.52
jor,2016,12.96
jor,2017,13.48
jor,2018,14.23
jor,2019,15.38
jor,2020,11.79
jor,2021,11.79
jpn,1946,8.37
jpn,1947,3.49
jpn,1948,3.13
jpn,1949,2.58
jpn,1950,4.8
jpn,1951,2.93
jpn,1952,1.93
jpn,1953,3.35
jpn,1954,2.7
jpn,1955,1.71
jpn,1956,6
jpn,1957,3.63
jpn,1958,2.36
jpn,1959,5.2
jpn,1960,1.5
jpn,1961,3.21
jpn,1962,6.4
jpn,1963,1.5
jpn,1964,3.35
jpn,1965,6.83
jpn,1966,3.27
jpn,1967,1.44
jpn,1968,5.2
jpn,1969,1.65
jpn,1970,2.85
jpn,1971,5.18
jpn,1972,1.43
jpn,1973,3.36
jpn,1974,7.14
jpn,1975,3.15
jpn,1976,1.17
jpn,1977,6.4
jpn,1978,3.55
jpn,1979,2.15
jpn,1980,3.41
jpn,1981,3.42
jpn,1982,3.42
jpn,1983,3.42
jpn,1984,3.55
jpn,1985,3.67
jpn,1986,3.8
jpn,1987,5.12
jpn,1988,7.5
jpn,1989,13.1
jpn,1990,2.34
jpn,1991,6.41
jpn,1992,14.68
jpn,1993,2.74
jpn,1994,6.42
jpn,1995,13.89
jpn,1996,4.6
jpn,1997,8.78
jpn,1998,17.06
jpn,1999,10.66
jpn,2000,7.29
jpn,2001,15.38
jpn,2002,9.9
jpn,2003,7.08
jpn,2004,13.64
jpn,2005,8.03
jpn,2006,11.3
jpn,2007,17.77
jpn,2008,14.52
jpn,2009,11.25
jpn,2010,18.18
jpn,2011,11.36
jpn,2012,7.92
jpn,2013,17.15
jpn,2014,9.47
jpn,2015,13.87
jpn,2016,18.18
jpn,2017,16.63
jpn,2018,15.44
jpn,2019,14.51
jpn,2020,14.41
jpn,2021,14.29
kaz,1990,6.67
kaz,1991,7.4
kaz,1992,8.38
kaz,1993,9.76
kaz,1994,11.86
kaz,1995,12.15
kaz,1996,11.94
kaz,1997,11.78
kaz,1998,11.67
kaz,1999,11.58
kaz,2000,11.22
kaz,2001,10.45
kaz,2002,7.69
kaz,2003,9.48
kaz,2004,10.39
kaz,2005,5.13
kaz,2006,13.01
kaz,2007,15.89
kaz,2008,3.8
kaz,2009,3.9
kaz,2010,4.05
kaz,2011,4.26
kaz,2012,24.3
kaz,2013,18.83
kaz,2014,6.38
kaz,2015,22.99
kaz,2016,26.64
kaz,2017,10.64
kaz,2018,19.4
kaz,2019,22.08
kaz,2020,24.52
kaz,2021,24.68
ken,1963,0
ken,1964,0.2
ken,1965,0.39
ken,1966,0.58
ken,1967,0.78
ken,1968,0.97
ken,1969,1.16
ken,1970,1.63
ken,1971,2.09
ken,1972,2.56
ken,1973,3.02
ken,1974,3.49
ken,1975,3.37
ken,1976,3.26
ken,1977,3.14
ken,1978,3.02
ken,1979,2.91
ken,1980,2.62
ken,1981,2.33
ken,1982,2.03
ken,1983,1.74
ken,1984,1.6
ken,1985,1.46
ken,1986,1.32
ken,1987,1.19
ken,1988,1.06
ken,1989,1.57
ken,1990,2.05
ken,1991,2.52
ken,1992,2.97
ken,1993,2.97
ken,1994,2.97
ken,1995,2.97
ken,1996,2.97
ken,1997,2.97
ken,1998,3.88
ken,1999,4.74
ken,2000,5.58
ken,2001,6.38
ken,2002,7.14
ken,2003,7.59
ken,2004,8.04
ken,2005,8.48
ken,2006,8.93
ken,2007,9.38
ken,2008,10.27
ken,2009,11.08
ken,2010,11.82
ken,2011,12.5
ken,2012,13.12
ken,2013,13.7
ken,2014,16.78
ken,2015,19.32
ken,2016,21.45
ken,2017,23.26
ken,2018,23.26
ken,2019,23.26
ken,2020,23.24
ken,2021,22.97
kgz,1990,6.29
kgz,1991,6.33
kgz,1992,6.38
kgz,1993,6.44
kgz,1994,6.53
kgz,1995,6.67
kgz,1996,6.4
kgz,1997,6.02
kgz,1998,5.45
kgz,1999,4.45
kgz,2000,2.33
kgz,2001,1.62
kgz,2002,1.08
kgz,2003,0.64
kgz,2004,0.29
kgz,2005,0
kgz,2006,13.94
kgz,2007,25.56
kgz,2008,24.67
kgz,2009,23.94
kgz,2010,23.33
kgz,2011,22.5
kgz,2012,21.67
kgz,2013,20.83
kgz,2014,20
kgz,2015,19.17
kgz,2016,19.17
kgz,2017,19.17
kgz,2018,19.17
kgz,2019,19.17
kgz,2020,17.09
kgz,2021,20.45
khm,1955,0
khm,1956,0.31
khm,1957,0.67
khm,1958,1.12
khm,1959,0.81
khm,1960,0.52
khm,1961,0.25
khm,1962,0
khm,1963,0
khm,1964,0
khm,1965,0
khm,1966,0
khm,1967,0.56
khm,1968,1.04
khm,1969,1.45
khm,1970,1.81
khm,1971,2.13
khm,1972,2.41
khm,1973,7.75
khm,1974,12.02
khm,1975,15.5
khm,1976,18.4
khm,1977,18.44
khm,1978,18.5
khm,1979,18.57
khm,1980,18.66
khm,1981,18.8
khm,1982,18.97
khm,1983,19.15
khm,1984,19.32
khm,1985,19.49
khm,1986,19.66
khm,1987,21.37
khm,1988,18.72
khm,1989,16.1
khm,1990,13.5
khm,1991,10.92
khm,1992,8.37
khm,1993,5.83
khm,1994,6.31
khm,1995,6.79
khm,1996,7.26
khm,1997,7.73
khm,1998,8.2
khm,1999,13.11
khm,2000,11.76
khm,2001,10.87
khm,2002,10.23
khm,2003,9.76
khm,2004,11.2
khm,2005,12.67
khm,2006,14.17
khm,2007,15.23
khm,2008,16.26
khm,2009,17.07
khm,2010,17.89
khm,2011,18.7
khm,2012,19.51
khm,2013,20.33
khm,2014,19.15
khm,2015,18.17
khm,2016,17.35
khm,2017,16.65
khm,2018,16.04
khm,2019,19.25
khm,2020,19.79
khm,2021,19.25
kir,1978,0
kir,1979,0
kir,1980,0
kir,1981,0
kir,1982,0
kir,1983,0
kir,1984,0
kir,1985,0
kir,1986,0
kir,1987,0
kir,1988,0
kir,1989,0
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,1.21
kir,1996,2.41
kir,1997,3.59
kir,1998,4.76
kir,1999,4.76
kir,2000,4.76
kir,2001,4.76
kir,2002,4.76
kir,2003,4.76
kir,2004,4.65
kir,2005,4.55
kir,2006,4.44
kir,2007,4.35
kir,2008,5.43
kir,2009,6.52
kir,2010,7.61
kir,2011,8.7
kir,2012,8.15
kir,2013,7.61
kir,2014,7.07
kir,2015,6.52
kir,2016,6.52
kir,2017,6.52
kir,2018,6.52
kir,2019,6.52
kir,2020,6.67
kir,2021,6.67
kna,1984,6.67
kna,1985,6.67
kna,1986,6.67
kna,1987,6.67
kna,1988,6.67
kna,1989,6.67
kna,1990,6.56
kna,1991,6.45
kna,1992,6.35
kna,1993,6.25
kna,1994,9.68
kna,1995,13.33
kna,1996,13.33
kna,1997,13.33
kna,1998,13.33
kna,1999,13.33
kna,2000,13.33
kna,2001,10
kna,2002,6.67
kna,2003,3.33
kna,2004,0
kna,2005,1.11
kna,2006,2.22
kna,2007,3.33
kna,2008,4.44
kna,2009,5.56
kna,2010,6.67
kna,2011,8
kna,2012,9.33
kna,2013,10.67
kna,2014,12
kna,2015,13.33
kna,2016,13.33
kna,2017,13.33
kna,2018,13.33
kna,2019,13.33
kna,2020,25
kna,2021,25
kor,1948,0.5
kor,1949,0.73
kor,1950,0.95
kor,1951,0.84
kor,1952,0.73
kor,1953,0.61
kor,1954,0.49
kor,1955,0.71
kor,1956,0.92
kor,1957,1.11
kor,1958,1.29
kor,1959,0.76
kor,1960,0.34
kor,1961,0.53
kor,1962,0.78
kor,1963,1.14
kor,1964,1.29
kor,1965,1.43
kor,1966,1.57
kor,1967,1.71
kor,1968,1.92
kor,1969,2.11
kor,1970,2.29
kor,1971,2.45
kor,1972,4.02
kor,1973,5.48
kor,1974,5.06
kor,1975,4.65
kor,1976,4.24
kor,1977,3.85
kor,1978,3.46
kor,1979,3.39
kor,1980,3.32
kor,1981,3.26
kor,1982,3.17
kor,1983,3.08
kor,1984,2.99
kor,1985,2.9
kor,1986,2.59
kor,1987,2.29
kor,1988,2.01
kor,1989,2.01
kor,1990,2.01
kor,1991,2.01
kor,1992,2.01
kor,1993,2.26
kor,1994,2.51
kor,1995,2.76
kor,1996,3.01
kor,1997,3.73
kor,1998,4.11
kor,1999,4.34
kor,2000,4.5
kor,2001,5.41
kor,2002,6.5
kor,2003,7.83
kor,2004,9.47
kor,2005,10.1
kor,2006,10.93
kor,2007,12.07
kor,2008,13.71
kor,2009,14.2
kor,2010,14.69
kor,2011,15.18
kor,2012,15.67
kor,2013,16.07
kor,2014,16.33
kor,2015,16.52
kor,2016,16.67
kor,2017,16.67
kor,2018,16.67
kor,2019,16.67
kor,2020,19
kor,2021,18.64
kwt,1962,0
kwt,1963,0
kwt,1964,0
kwt,1965,0
kwt,1966,0
kwt,1967,0
kwt,1968,0
kwt,1969,0
kwt,1970,0
kwt,1971,0
kwt,1972,0
kwt,1973,0
kwt,1974,0
kwt,1975,0
kwt,1976,0
kwt,1977,0
kwt,1978,0
kwt,1979,0
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1987,0
kwt,1988,0
kwt,1989,0
kwt,1990,0
kwt,1991,0
kwt,1992,0
kwt,1993,0.58
kwt,1994,1.2
kwt,1995,1.84
kwt,1996,2.52
kwt,1997,3.23
kwt,1998,3.97
kwt,1999,4.76
kwt,2000,3.14
kwt,2001,1.87
kwt,2002,0.84
kwt,2003,0
kwt,2004,0.51
kwt,2005,1.03
kwt,2006,1.54
kwt,2007,2.31
kwt,2008,3.08
kwt,2009,7.69
kwt,2010,5.61
kwt,2011,4.7
kwt,2012,4.19
kwt,2013,80
kwt,2014,8
kwt,2015,3.4
kwt,2016,1.74
kwt,2017,2.37
kwt,2018,3.27
kwt,2019,4.62
kwt,2020,1.54
kwt,2021,1.61
lao,1955,0
lao,1956,0
lao,1957,0
lao,1958,0
lao,1959,0
lao,1960,0
lao,1961,0
lao,1962,0
lao,1963,0
lao,1964,0
lao,1965,0
lao,1966,0
lao,1967,0
lao,1968,0.68
lao,1969,1.36
lao,1970,2.03
lao,1971,2.71
lao,1972,3.39
lao,1973,4.91
lao,1974,6.71
lao,1975,8.89
lao,1976,8.58
lao,1977,8.31
lao,1978,8.06
lao,1979,7.83
lao,1980,7.63
lao,1981,7.43
lao,1982,7.26
lao,1983,7.1
lao,1984,6.94
lao,1985,6.8
lao,1986,6.67
lao,1987,6.55
lao,1988,6.44
lao,1989,6.33
lao,1990,7.41
lao,1991,8.43
lao,1992,9.41
lao,1993,12.07
lao,1994,14.57
lao,1995,16.92
lao,1996,19.13
lao,1997,21.21
lao,1998,21.58
lao,1999,21.94
lao,2000,22.29
lao,2001,22.62
lao,2002,22.94
lao,2003,23.53
lao,2004,24.11
lao,2005,24.67
lao,2006,25.22
lao,2007,25.17
lao,2008,25.12
lao,2009,25.08
lao,2010,25.04
lao,2011,25
lao,2012,25.55
lao,2013,26.08
lao,2014,26.58
lao,2015,27.06
lao,2016,27.52
lao,2017,27.52
lao,2018,27.52
lao,2019,27.52
lao,2020,27.52
lao,2021,21.95
lbn,1947,0
lbn,1948,0
lbn,1949,0
lbn,1950,0
lbn,1951,0
lbn,1952,0
lbn,1953,0
lbn,1954,0
lbn,1955,0
lbn,1956,0
lbn,1957,0
lbn,1958,0
lbn,1959,0
lbn,1960,0
lbn,1961,0
lbn,1962,0
lbn,1963,0
lbn,1964,0
lbn,1965,0
lbn,1966,0
lbn,1967,0
lbn,1968,0
lbn,1969,0
lbn,1970,0
lbn,1971,0
lbn,1972,0
lbn,1973,0.15
lbn,1974,0.29
lbn,1975,0.44
lbn,1976,0.57
lbn,1977,0.71
lbn,1978,0.84
lbn,1979,0.96
lbn,1980,1.08
lbn,1981,1.2
lbn,1982,1.32
lbn,1983,1.44
lbn,1984,1.55
lbn,1985,1.65
lbn,1986,1.76
lbn,1987,1.86
lbn,1988,1.96
lbn,1989,2.06
lbn,1990,2.16
lbn,1991,2.25
lbn,1992,2.34
lbn,1993,2.34
lbn,1994,2.34
lbn,1995,2.34
lbn,1996,2.34
lbn,1997,2.34
lbn,1998,2.34
lbn,1999,2.34
lbn,2000,2.34
lbn,2001,2.81
lbn,2002,3.28
lbn,2003,3.75
lbn,2004,4.22
lbn,2005,4.69
lbn,2006,4.3
lbn,2007,3.91
lbn,2008,3.52
lbn,2009,3.13
lbn,2010,3.3
lbn,2011,3.47
lbn,2012,3.65
lbn,2013,3.82
lbn,2014,3.99
lbn,2015,4.17
lbn,2016,4.34
lbn,2017,4.51
lbn,2018,4.69
lbn,2019,4.69
lbn,2020,4.69
lbn,2021,4.69
lbr,1994,5.71
lbr,1995,8.75
lbr,1996,10.23
lbr,1997,11.11
lbr,1998,10.27
lbr,1999,9.38
lbr,2000,8.43
lbr,2001,7.44
lbr,2002,6.38
lbr,2003,5.26
lbr,2004,8.82
lbr,2005,13.83
lbr,2006,13.26
lbr,2007,12.71
lbr,2008,12.18
lbr,2009,11.67
lbr,2010,11.17
lbr,2011,10.68
lbr,2012,11.02
lbr,2013,11.66
lbr,2014,13.33
lbr,2015,11.45
lbr,2016,10.47
lbr,2017,9.86
lbr,2018,10.92
lbr,2019,11.65
lbr,2020,8.74
lbr,2021,9.71
lby,1952,0
lby,1953,0
lby,1954,0
lby,1955,0
lby,1956,0
lby,1957,0
lby,1958,0
lby,1959,0
lby,1960,0
lby,1961,0
lby,1962,0
lby,1963,0
lby,1964,0
lby,1965,0
lby,1966,2.52
lby,1967,3.85
lby,1968,4.66
lby,1969,5.22
lby,1970,5.62
lby,1971,5.92
lby,1972,6.16
lby,1973,6.35
lby,1974,6.51
lby,1975,6.64
lby,1976,6.75
lby,1977,6.84
lby,1978,6.93
lby,1979,7
lby,1980,7.06
lby,1981,7.12
lby,1982,7.17
lby,1983,7.22
lby,1984,7.26
lby,1985,7.3
lby,1986,7.33
lby,1987,7.37
lby,1988,7.4
lby,1989,7.42
lby,1990,7.45
lby,1991,7.47
lby,1992,7.49
lby,1993,7.51
lby,1994,7.53
lby,1995,7.55
lby,1996,7.57
lby,1997,7.58
lby,1998,7.6
lby,1999,7.61
lby,2000,7.63
lby,2001,7.64
lby,2002,7.65
lby,2003,7.66
lby,2004,7.67
lby,2005,7.68
lby,2006,7.69
lby,2007,8.39
lby,2008,9.24
lby,2009,10.33
lby,2010,11.75
lby,2011,13.69
lby,2012,16.5
lby,2013,16.24
lby,2014,15.96
lby,2015,15.96
lby,2016,15.96
lby,2017,15.96
lby,2018,15.96
lby,2019,15.96
lby,2020,15.96
lby,2021,16.47
lca,1979,7.14
lca,1980,8.33
lca,1981,9.52
lca,1982,10.71
lca,1983,9.93
lca,1984,9.15
lca,1985,8.39
lca,1986,7.64
lca,1987,6.9
lca,1988,8.33
lca,1989,9.79
lca,1990,11.27
lca,1991,12.77
lca,1992,14.29
lca,1993,14.2
lca,1994,14.14
lca,1995,14.1
lca,1996,14.06
lca,1997,14.04
lca,1998,15
lca,1999,16.28
lca,2000,18.06
lca,2001,20.69
lca,2002,16.56
lca,2003,12.74
lca,2004,9.2
lca,2005,5.92
lca,2006,2.86
lca,2007,27.27
lca,2008,23.53
lca,2009,20.69
lca,2010,18.46
lca,2011,16.67
lca,2012,18.18
lca,2013,17.72
lca,2014,17.54
lca,2015,17.45
lca,2016,17.39
lca,2017,18.18
lca,2018,19.23
lca,2019,20.69
lca,2020,20.69
lca,2021,24.14
lie,1986,6.67
lie,1987,5.45
lie,1988,4.62
lie,1989,4
lie,1990,4.8
lie,1991,5.33
lie,1992,5.71
lie,1993,6
lie,1994,5.71
lie,1995,5.33
lie,1996,4.8
lie,1997,4
lie,1998,6
lie,1999,8
lie,2000,10
lie,2001,12
lie,2002,15
lie,2003,18
lie,2004,21
lie,2005,24
lie,2006,24
lie,2007,24
lie,2008,24
lie,2009,24
lie,2010,23
lie,2011,22
lie,2012,21
lie,2013,20
lie,2014,18
lie,2015,16
lie,2016,14
lie,2017,12
lie,2018,12
lie,2019,12
lie,2020,12
lie,2021,28
lka,1947,2.29
lka,1948,2.44
lka,1949,2.6
lka,1950,2.75
lka,1951,2.9
lka,1952,3.05
lka,1953,3.05
lka,1954,3.05
lka,1955,3.05
lka,1956,3.05
lka,1957,2.93
lka,1958,2.83
lka,1959,2.75
lka,1960,2.67
lka,1961,2.67
lka,1962,2.67
lka,1963,2.67
lka,1964,2.67
lka,1965,2.67
lka,1966,2.78
lka,1967,2.89
lka,1968,2.99
lka,1969,3.1
lka,1970,3.21
lka,1971,3.1
lka,1972,2.99
lka,1973,2.88
lka,1974,2.76
lka,1975,2.64
lka,1976,2.51
lka,1977,2.38
lka,1978,2.65
lka,1979,2.91
lka,1980,3.16
lka,1981,3.39
lka,1982,3.61
lka,1983,3.83
lka,1984,4.03
lka,1985,4.22
lka,1986,4.4
lka,1987,4.58
lka,1988,4.75
lka,1989,4.91
lka,1990,5
lka,1991,5.08
lka,1992,5.16
lka,1993,5.25
lka,1994,5.33
lka,1995,5.11
lka,1996,4.89
lka,1997,4.67
lka,1998,4.44
lka,1999,4.22
lka,2000,4
lka,2001,4.44
lka,2002,4.59
lka,2003,4.74
lka,2004,4.89
lka,2005,4.96
lka,2006,5.04
lka,2007,5.11
lka,2008,5.19
lka,2009,5.26
lka,2010,5.33
lka,2011,5.24
lka,2012,5.16
lka,2013,5.07
lka,2014,4.98
lka,2015,4.89
lka,2016,5
lka,2017,5.11
lka,2018,5.22
lka,2019,5.33
lka,2020,5.38
lka,2021,5.33
lso,1965,3.23
lso,1966,3.63
lso,1967,4.03
lso,1968,4.44
lso,1969,4.84
lso,1970,5.24
lso,1971,5.65
lso,1972,6.05
lso,1973,6.45
lso,1974,5.98
lso,1975,5.5
lso,1976,5.01
lso,1977,4.51
lso,1978,4
lso,1979,3.47
lso,1980,2.93
lso,1981,2.37
lso,1982,1.8
lso,1983,1.22
lso,1984,0.62
lso,1985,0
lso,1986,1.86
lso,1987,3.49
lso,1988,4.93
lso,1989,6.2
lso,1990,7.34
lso,1991,8.54
lso,1992,9.84
lso,1993,11.22
lso,1994,11.09
lso,1995,10.96
lso,1996,10.84
lso,1997,10.73
lso,1998,10.62
lso,1999,12.6
lso,2000,14.29
lso,2001,15.73
lso,2002,16.99
lso,2003,18.5
lso,2004,20.03
lso,2005,21.56
lso,2006,23.11
lso,2007,24.67
lso,2008,24.83
lso,2009,25
lso,2010,25.16
lso,2011,25.33
lso,2012,25.49
lso,2013,25.27
lso,2014,25.05
lso,2015,24.84
lso,2016,23.86
lso,2017,22.88
lso,2018,22.95
lso,2019,23.03
lso,2020,22.88
lso,2021,23.65
ltu,1990,9.93
ltu,1991,8.51
ltu,1992,7.09
ltu,1993,9.82
ltu,1994,12.59
ltu,1995,15.4
ltu,1996,18.25
ltu,1997,16.3
ltu,1998,14.39
ltu,1999,12.5
ltu,2000,10.64
ltu,2001,13.12
ltu,2002,15.6
ltu,2003,18.09
ltu,2004,20.57
ltu,2005,19.86
ltu,2006,19.15
ltu,2007,18.44
ltu,2008,17.73
ltu,2009,19.4
ltu,2010,21.07
ltu,2011,22.76
ltu,2012,24.46
ltu,2013,23.61
ltu,2014,23.04
ltu,2015,22.64
ltu,2016,22.34
ltu,2017,22.13
ltu,2018,21.81
ltu,2019,21.28
ltu,2020,27.66
ltu,2021,28.37
lux,1945,0
lux,1946,0
lux,1947,0
lux,1948,0
lux,1949,0
lux,1950,0
lux,1951,0
lux,1952,0
lux,1953,0
lux,1954,0
lux,1955,0
lux,1956,0
lux,1957,0
lux,1958,0
