country,time,as_from
vnm,1972,0
vnm,1973,0
vnm,1974,0
vnm,1975,0
vnm,1976,0
vnm,1977,0
vnm,1978,0
vnm,1979,0
vnm,1980,0
vnm,1981,0
vnm,1982,0
vnm,1983,0
vnm,1984,0
vnm,1985,0
vnm,1986,0
vnm,1987,0
vnm,1988,0
vnm,1989,0
vnm,1990,0
vnm,1991,0
vnm,1992,0
vnm,1993,0
vnm,1994,0
vnm,1995,0
vnm,1996,0
vnm,1997,0
vnm,1998,0
vnm,1999,0
vnm,2000,1525
vnm,2001,3471
vnm,2002,2092
vnm,2003,1247
vnm,2004,1075
vnm,2005,1699
vnm,2006,1762
vnm,2007,1775
vnm,2008,1706
vnm,2009,1191
vnm,2010,1123
vnm,2011,1304
vnm,2012,1394
vnm,2013,1999
vnm,2014,3132
vnm,2015,4373
vnm,2016,4538
vnm,2017,7115
vnm,2018,5571
vnm,2019,8104
vnm,2020,9440
vut,2008,0
vut,2009,0
vut,2010,0
vut,2011,0
vut,2012,0
vut,2013,0
vut,2014,0
vut,2015,0
vut,2016,0
vut,2017,14
vut,2018,52
vut,2019,75
vut,2020,151
wsm,2001,6
wsm,2002,5
wsm,2003,0
wsm,2004,0
wsm,2005,0
wsm,2006,0
wsm,2007,0
wsm,2008,0
wsm,2009,0
wsm,2010,0
wsm,2011,0
wsm,2012,11
wsm,2013,7
wsm,2014,7
wsm,2015,9
wsm,2016,10
wsm,2017,11
wsm,2018,42
wsm,2019,84
wsm,2020,133
yem,1977,0
yem,1978,0
yem,1979,0
yem,1980,0
yem,1981,0
yem,1982,0
yem,1983,0
yem,1984,0
yem,1985,0
yem,1986,0
yem,1987,0
yem,1988,0
yem,1989,0
yem,1990,0
yem,1991,0
yem,1992,0
yem,1993,0
yem,1994,0
yem,1995,0
yem,1996,0
yem,1997,0
yem,1998,0
yem,1999,0
yem,2000,848
yem,2001,743
yem,2002,633
yem,2003,474
yem,2004,338
yem,2005,411
yem,2006,351
yem,2007,306
yem,2008,464
yem,2009,602
yem,2010,614
yem,2011,1152
yem,2012,1581
yem,2013,1868
yem,2014,2716
yem,2015,10056
yem,2016,15870
yem,2017,24629
yem,2018,35876
yem,2019,34531
yem,2020,21537
zaf,1966,0
zaf,1967,0
zaf,1968,0
zaf,1969,0
zaf,1970,0
zaf,1971,0
zaf,1972,0
zaf,1973,0
zaf,1974,0
zaf,1975,0
zaf,1976,0
zaf,1977,0
zaf,1978,0
zaf,1979,0
zaf,1980,0
zaf,1981,0
zaf,1982,0
zaf,1983,0
zaf,1984,0
zaf,1985,0
zaf,1986,0
zaf,1987,0
zaf,1988,0
zaf,1989,0
zaf,1990,0
zaf,1991,0
zaf,1992,0
zaf,1993,0
zaf,1994,0
zaf,1995,0
zaf,1996,0
zaf,1997,0
zaf,1998,0
zaf,1999,0
zaf,2000,98
zaf,2001,178
zaf,2002,182
zaf,2003,274
zaf,2004,542
zaf,2005,153
zaf,2006,149
zaf,2007,108
zaf,2008,138
zaf,2009,162
zaf,2010,210
zaf,2011,200
zaf,2012,221
zaf,2013,352
zaf,2014,531
zaf,2015,844
zaf,2016,1075
zaf,2017,1608
zaf,2018,2399
zaf,2019,2841
zaf,2020,3202
zmb,1965,0
zmb,1966,0
zmb,1967,0
zmb,1968,0
zmb,1969,0
zmb,1970,0
zmb,1971,0
zmb,1972,0
zmb,1973,0
zmb,1974,0
zmb,1975,0
zmb,1976,0
zmb,1977,0
zmb,1978,0
zmb,1979,0
zmb,1980,0
zmb,1981,0
zmb,1982,0
zmb,1983,0
zmb,1984,0
zmb,1985,0
zmb,1986,0
zmb,1987,0
zmb,1988,0
zmb,1989,0
zmb,1990,0
zmb,1991,0
zmb,1992,0
zmb,1993,0
zmb,1994,0
zmb,1995,0
zmb,1996,0
zmb,1997,0
zmb,1998,0
zmb,1999,0
zmb,2000,117
zmb,2001,103
zmb,2002,172
zmb,2003,260
zmb,2004,373
zmb,2005,478
zmb,2006,65
zmb,2007,492
zmb,2008,490
zmb,2009,46
zmb,2010,42
zmb,2011,182
zmb,2012,244
zmb,2013,294
zmb,2014,293
zmb,2015,427
zmb,2016,294
zmb,2017,164
zmb,2018,254
zmb,2019,459
zmb,2020,475
zwe,1975,0
zwe,1976,0
zwe,1977,0
zwe,1978,0
zwe,1979,0
zwe,1980,0
zwe,1981,0
zwe,1982,0
zwe,1983,0
zwe,1984,0
zwe,1985,0
zwe,1986,0
zwe,1987,0
zwe,1988,0
zwe,1989,0
zwe,1990,0
zwe,1991,0
zwe,1992,0
zwe,1993,0
zwe,1994,0
zwe,1995,0
zwe,1996,0
zwe,1997,0
zwe,1998,0
zwe,1999,0
zwe,2000,204
zwe,2001,2694
zwe,2002,1158
zwe,2003,3471
zwe,2004,9398
zwe,2005,17330
zwe,2006,1207
zwe,2007,34318
zwe,2008,34776
zwe,2009,1394
zwe,2010,1001
zwe,2011,36685
zwe,2012,41723
zwe,2013,41822
zwe,2014,42419
zwe,2015,57376
zwe,2016,43191
zwe,2017,21760
zwe,2018,17121
zwe,2019,16179
zwe,2020,14611
