country,time,journakilled
col,2018,2
col,2019,0
col,2020,1
cri,2001,1
cyp,1996,1
dnk,2017,1
dom,1995,1
dom,1996,0
dom,1997,0
dom,1998,0
dom,1999,0
dom,2000,0
dom,2001,0
dom,2002,0
dom,2003,0
dom,2004,1
dom,2005,0
dom,2006,0
dom,2007,0
dom,2008,0
dom,2009,0
dom,2010,0
dom,2011,1
dza,1992,1
dza,1993,8
dza,1994,18
dza,1995,24
dza,1996,7
dza,1997,0
dza,1998,0
dza,1999,0
dza,2000,0
dza,2001,2
ecu,2005,1
ecu,2006,0
ecu,2007,0
ecu,2008,0
ecu,2009,0
ecu,2010,0
ecu,2011,0
ecu,2012,1
egy,1992,1
egy,1993,0
egy,1994,0
egy,1995,0
egy,1996,0
egy,1997,0
egy,1998,0
egy,1999,0
egy,2000,0
egy,2001,0
egy,2002,0
egy,2003,0
egy,2004,0
egy,2005,0
egy,2006,0
egy,2007,0
egy,2008,0
egy,2009,0
egy,2010,0
egy,2011,2
egy,2012,1
egy,2013,7
egy,2014,1
eri,2007,2
esp,2000,1
eth,1998,1
fra,2015,9
gbr,2001,1
gbr,2002,0
gbr,2003,0
gbr,2004,0
gbr,2005,0
gbr,2006,0
gbr,2007,0
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0
gbr,2014,0
gbr,2015,0
gbr,2016,0
gbr,2017,0
gbr,2018,0
gbr,2019,1
geo,1993,3
geo,1994,0
geo,1995,0
geo,1996,0
geo,1997,0
geo,1998,1
geo,1999,0
geo,2000,0
geo,2001,1
geo,2002,0
geo,2003,0
geo,2004,0
geo,2005,0
geo,2006,0
geo,2007,0
geo,2008,3
gha,2015,1
gha,2016,0
gha,2017,0
gha,2018,0
gha,2019,1
gin,2014,1
gin,2015,0
gin,2016,1
gmb,2004,1
gmb,2005,0
gmb,2006,0
gmb,2007,0
gmb,2008,0
gmb,2009,1
grc,2010,1
gtm,1994,1
gtm,1995,0
gtm,1996,0
gtm,1997,1
gtm,1998,0
gtm,1999,0
gtm,2000,1
gtm,2001,1
gtm,2002,0
gtm,2003,1
gtm,2004,0
gtm,2005,0
gtm,2006,0
gtm,2007,0
gtm,2008,0
gtm,2009,0
gtm,2010,0
gtm,2011,0
gtm,2012,0
gtm,2013,0
gtm,2014,0
gtm,2015,1
hnd,1993,1
hnd,1994,0
hnd,1995,0
hnd,1996,0
hnd,1997,0
hnd,1998,0
hnd,1999,0
hnd,2000,0
hnd,2001,0
hnd,2002,0
hnd,2003,0
hnd,2004,0
hnd,2005,0
hnd,2006,0
hnd,2007,1
hnd,2008,0
hnd,2009,0
hnd,2010,3
hnd,2011,0
hnd,2012,0
hnd,2013,0
hnd,2014,0
hnd,2015,0
hnd,2016,0
hnd,2017,0
hnd,2018,0
hnd,2019,1
hnd,2020,2
hrv,1992,1
hrv,1993,0
hrv,1994,0
hrv,1995,1
hrv,1996,0
hrv,1997,0
hrv,1998,0
hrv,1999,0
hrv,2000,0
hrv,2001,0
hrv,2002,0
hrv,2003,0
hrv,2004,0
hrv,2005,0
hrv,2006,0
hrv,2007,0
hrv,2008,1
hti,2000,1
hti,2001,1
hti,2002,0
hti,2003,0
hti,2004,1
hti,2005,1
hti,2006,0
hti,2007,1
hti,2008,0
hti,2009,0
hti,2010,0
hti,2011,0
hti,2012,0
hti,2013,0
hti,2014,0
hti,2015,0
hti,2016,0
hti,2017,0
hti,2018,0
hti,2019,1
idn,1996,1
idn,1997,2
idn,1998,0
idn,1999,0
idn,2000,0
idn,2001,0
idn,2002,0
idn,2003,1
idn,2004,0
idn,2005,0
idn,2006,1
idn,2007,0
idn,2008,0
idn,2009,1
idn,2010,3
idn,2011,0
idn,2012,1
ind,1992,2
ind,1993,2
ind,1994,1
ind,1995,1
ind,1996,2
ind,1997,7
ind,1998,0
ind,1999,0
ind,2000,1
ind,2001,1
ind,2002,1
ind,2003,1
ind,2004,2
ind,2005,0
ind,2006,1
ind,2007,0
ind,2008,4
ind,2009,1
ind,2010,1
ind,2011,2
ind,2012,2
ind,2013,4
ind,2014,2
ind,2015,1
ind,2016,2
ind,2017,4
ind,2018,5
ind,2019,0
ind,2020,2
irl,1996,1
irn,1997,1
irn,1998,0
irn,1999,0
irn,2000,0
irn,2001,0
irn,2002,0
irn,2003,1
irn,2004,0
irn,2005,0
irn,2006,0
irn,2007,0
irn,2008,0
irn,2009,1
irn,2010,0
irn,2011,0
irn,2012,1
irn,2013,0
irn,2014,0
irn,2015,0
irn,2016,0
irn,2017,0
irn,2018,0
irn,2019,0
irn,2020,1
irq,1994,1
irq,1995,0
irq,1996,0
irq,1997,0
irq,1998,0
irq,1999,0
irq,2000,0
irq,2001,0
irq,2002,0
irq,2003,14
irq,2004,24
irq,2005,23
irq,2006,32
irq,2007,32
irq,2008,11
irq,2009,4
irq,2010,5
irq,2011,5
irq,2012,0
irq,2013,10
irq,2014,5
irq,2015,6
irq,2016,6
irq,2017,8
irq,2018,0
irq,2019,2
irq,2020,2
jpn,2003,1
kaz,2009,1
ken,2009,1
ken,2010,0
ken,2011,0
ken,2012,0
ken,2013,0
ken,2014,0
ken,2015,1
kgz,2007,1
khm,1994,3
khm,1995,0
khm,1996,1
khm,1997,2
khm,1998,0
khm,1999,0
khm,2000,0
khm,2001,0
khm,2002,0
khm,2003,1
khm,2004,0
khm,2005,0
khm,2006,0
khm,2007,0
khm,2008,1
khm,2009,0
khm,2010,0
khm,2011,0
khm,2012,1
lbn,1992,2
lbn,1993,1
lbn,1994,0
lbn,1995,0
lbn,1996,0
lbn,1997,0
lbn,1998,0
lbn,1999,1
lbn,2000,0
lbn,2001,0
lbn,2002,0
lbn,2003,0
lbn,2004,0
lbn,2005,2
lbn,2006,1
lbn,2007,0
lbn,2008,0
lbn,2009,0
lbn,2010,1
lbn,2011,0
lbn,2012,1
lby,2005,1
lby,2006,0
lby,2007,0
lby,2008,0
lby,2009,0
lby,2010,0
lby,2011,5
lby,2012,0
lby,2013,1
lby,2014,1
lby,2015,1
lby,2016,3
lby,2017,0
lby,2018,1
lby,2019,1
lka,1999,2
lka,2000,1
lka,2001,0
lka,2002,0
lka,2003,0
lka,2004,3
lka,2005,2
lka,2006,1
lka,2007,5
lka,2008,2
lka,2009,3
ltu,1993,1
lva,2001,1
mdg,2009,1
mdv,2014,1
mdv,2015,0
mdv,2016,0
mdv,2017,1
mex,1994,1
mex,1995,1
mex,1996,0
mex,1997,3
mex,1998,2
mex,1999,0
mex,2000,0
mex,2001,1
mex,2002,0
mex,2003,0
mex,2004,3
mex,2005,1
mex,2006,2
mex,2007,2
mex,2008,2
mex,2009,3
mex,2010,3
mex,2011,3
mex,2012,2
mex,2013,0
mex,2014,2
mex,2015,4
mex,2016,2
mex,2017,6
mex,2018,4
mex,2019,5
mex,2020,5
mli,2013,2
mlt,2017,1
mmr,1999,2
mmr,2000,0
mmr,2001,0
mmr,2002,0
mmr,2003,0
mmr,2004,0
mmr,2005,0
mmr,2006,0
mmr,2007,1
mmr,2008,0
mmr,2009,0
mmr,2010,0
mmr,2011,0
mmr,2012,0
mmr,2013,0
mmr,2014,1
mmr,2015,0
mmr,2016,1
mne,2004,1
moz,2000,1
nga,1998,2
nga,1999,3
nga,2000,0
nga,2001,0
nga,2002,0
nga,2003,0
nga,2004,0
nga,2005,0
nga,2006,0
nga,2007,0
nga,2008,0
nga,2009,1
nga,2010,2
nga,2011,1
nga,2012,1
nga,2013,0
nga,2014,0
nga,2015,0
nga,2016,0
nga,2017,0
nga,2018,0
nga,2019,1
nga,2020,1
nic,2004,2
nic,2005,0
nic,2006,0
nic,2007,0
nic,2008,0
nic,2009,0
nic,2010,0
nic,2011,0
nic,2012,0
nic,2013,0
nic,2014,0
nic,2015,0
nic,2016,0
nic,2017,0
nic,2018,1
npl,2002,1
npl,2003,2
npl,2004,1
npl,2005,1
npl,2006,0
npl,2007,2
npl,2008,0
npl,2009,1
pak,1994,2
pak,1995,0
pak,1996,0
pak,1997,1
pak,1998,0
pak,1999,0
pak,2000,1
pak,2001,0
pak,2002,2
pak,2003,1
pak,2004,1
pak,2005,2
pak,2006,2
pak,2007,5
pak,2008,5
pak,2009,4
pak,2010,8
pak,2011,7
pak,2012,7
pak,2013,5
pak,2014,3
pak,2015,1
pak,2016,2
pak,2017,1
pak,2018,1
pan,2011,1
per,1992,3
per,1993,1
per,1994,0
per,1995,0
per,1996,0
per,1997,0
per,1998,0
per,1999,0
per,2000,0
per,2001,0
per,2002,0
per,2003,0
per,2004,2
per,2005,0
per,2006,0
per,2007,1
per,2008,0
per,2009,0
per,2010,0
per,2011,1
phl,1992,2
phl,1993,1
phl,1994,0
phl,1995,0
phl,1996,1
phl,1997,1
phl,1998,1
phl,1999,0
phl,2000,2
phl,2001,2
phl,2002,2
phl,2003,5
phl,2004,8
phl,2005,4
phl,2006,4
phl,2007,0
phl,2008,2
phl,2009,33
phl,2010,2
phl,2011,2
phl,2012,1
phl,2013,3
phl,2014,1
phl,2015,0
phl,2016,1
phl,2017,2
phl,2018,2
phl,2019,1
phl,2020,3
png,1992,1
pol,2015,1
pry,2001,1
pry,2002,0
pry,2003,0
pry,2004,0
pry,2005,0
pry,2006,0
pry,2007,1
pry,2008,0
pry,2009,0
pry,2010,0
pry,2011,0
pry,2012,0
pry,2013,0
pry,2014,3
pry,2015,0
pry,2016,0
pry,2017,0
pry,2018,0
pry,2019,0
pry,2020,1
rus,1993,8
rus,1994,3
rus,1995,8
rus,1996,6
rus,1997,0
rus,1998,2
rus,1999,3
rus,2000,3
rus,2001,1
rus,2002,3
rus,2003,2
rus,2004,2
rus,2005,2
rus,2006,3
rus,2007,1
rus,2008,2
rus,2009,3
rus,2010,0
rus,2011,1
rus,2012,1
rus,2013,2
rus,2014,0
rus,2015,0
rus,2016,0
rus,2017,2
rwa,1994,15
rwa,1995,0
rwa,1996,0
rwa,1997,0
rwa,1998,1
rwa,1999,0
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,0
rwa,2005,0
rwa,2006,0
rwa,2007,0
rwa,2008,0
rwa,2009,0
rwa,2010,1
sau,2004,1
sau,2005,0
sau,2006,0
sau,2007,0
sau,2008,0
sau,2009,0
sau,2010,0
sau,2011,0
sau,2012,0
sau,2013,0
sau,2014,0
sau,2015,0
sau,2016,0
sau,2017,0
sau,2018,1
sdn,2006,1
sle,1997,1
sle,1998,1
sle,1999,10
sle,2000,3
sle,2001,0
sle,2002,0
sle,2003,0
sle,2004,0
sle,2005,1
slv,1993,1
slv,1994,0
slv,1995,0
slv,1996,0
slv,1997,0
slv,1998,0
slv,1999,0
slv,2000,0
slv,2001,0
slv,2002,0
slv,2003,0
slv,2004,0
slv,2005,0
slv,2006,0
slv,2007,0
slv,2008,0
slv,2009,1
slv,2010,0
slv,2011,1
som,1993,5
som,1994,3
som,1995,1
som,1996,0
som,1997,0
som,1998,0
som,1999,0
som,2000,1
som,2001,0
som,2002,0
som,2003,1
som,2004,0
som,2005,2
som,2006,1
som,2007,7
som,2008,2
som,2009,9
som,2010,2
som,2011,2
som,2012,12
som,2013,4
som,2014,4
som,2015,3
som,2016,3
som,2017,2
som,2018,2
som,2019,2
som,2020,1
srb,2005,1
ssd,2015,5
ssd,2016,0
ssd,2017,1
svk,2018,1
syr,2011,2
syr,2012,31
syr,2013,30
syr,2014,17
syr,2015,14
syr,2016,16
syr,2017,9
syr,2018,9
syr,2019,7
syr,2020,4
tcd,2019,1
tha,1998,1
tha,1999,0
tha,2000,0
tha,2001,2
tha,2002,0
tha,2003,0
tha,2004,0
tha,2005,0
tha,2006,0
tha,2007,0
tha,2008,3
tha,2009,0
tha,2010,2
tha,2011,1
tha,2012,1
tjk,1992,9
tjk,1993,5
tjk,1994,1
tjk,1995,1
tjk,1996,1
tkm,2006,1
tls,1999,2
tun,2011,1
tur,1992,9
tur,1993,4
tur,1994,2
tur,1995,1
tur,1996,1
tur,1997,0
tur,1998,0
tur,1999,1
tur,2000,0
tur,2001,0
tur,2002,0
tur,2003,0
tur,2004,0
tur,2005,0
tur,2006,0
tur,2007,1
tur,2008,0
tur,2009,1
tur,2010,0
tur,2011,0
tur,2012,0
tur,2013,0
tur,2014,0
tur,2015,3
tur,2016,2
tza,2012,1
uga,2002,1
uga,2003,0
uga,2004,0
uga,2005,0
uga,2006,0
uga,2007,0
uga,2008,0
uga,2009,0
uga,2010,1
ukr,1995,1
ukr,1996,1
ukr,1997,1
ukr,1998,0
ukr,1999,0
ukr,2000,1
ukr,2001,1
ukr,2002,0
ukr,2003,0
ukr,2004,0
ukr,2005,0
ukr,2006,0
ukr,2007,0
ukr,2008,0
ukr,2009,0
ukr,2010,0
ukr,2011,0
ukr,2012,0
ukr,2013,0
ukr,2014,5
ukr,2015,1
ukr,2016,1
ukr,2017,0
ukr,2018,0
ukr,2019,1
ury,2000,1
usa,1992,1
usa,1993,1
usa,1994,0
usa,1995,0
usa,1996,0
usa,1997,0
usa,1998,0
usa,1999,0
usa,2000,0
usa,2001,2
usa,2002,0
usa,2003,0
usa,2004,0
usa,2005,0
usa,2006,0
usa,2007,1
usa,2008,0
usa,2009,0
usa,2010,0
usa,2011,0
usa,2012,0
usa,2013,0
usa,2014,0
usa,2015,2
usa,2016,0
usa,2017,0
usa,2018,4
ven,1992,1
ven,1993,1
ven,1994,0
ven,1995,0
ven,1996,0
ven,1997,0
ven,1998,0
ven,1999,0
ven,2000,0
ven,2001,0
ven,2002,1
ven,2003,0
ven,2004,0
ven,2005,0
ven,2006,1
ven,2007,0
ven,2008,0
ven,2009,1
yem,2010,1
yem,2011,2
yem,2012,0
yem,2013,0
yem,2014,1
yem,2015,5
yem,2016,6
yem,2017,2
yem,2018,3
yem,2019,0
yem,2020,2
zaf,1993,1
zaf,1994,2
zaf,1995,0
zaf,1996,0
zaf,1997,0
zaf,1998,0
zaf,1999,0
zaf,2000,0
zaf,2001,0
zaf,2002,0
zaf,2003,0
zaf,2004,0
zaf,2005,0
zaf,2006,0
zaf,2007,0
zaf,2008,0
zaf,2009,0
zaf,2010,0
zaf,2011,0
zaf,2012,0
zaf,2013,0
zaf,2014,1
zwe,2007,1
