country,time,prenforct_idea
arg,1975,39.96576
arg,1976,18.1021
arg,1977,15.47191
arg,1978,15.47191
arg,1979,15.47191
arg,1980,15.47191
arg,1981,15.47191
arg,1982,15.47191
arg,1983,30.89219
arg,1984,59.27
arg,1985,59.27
arg,1986,59.27
arg,1987,59.27
arg,1988,59.27
arg,1989,59.27
arg,1990,51.85607
arg,1991,51.85607
arg,1992,51.85607
arg,1993,51.85607
arg,1994,51.85607
arg,1995,51.93099
arg,1996,51.93099
arg,1997,51.93099
arg,1998,53.83549
arg,1999,54.54952
arg,2000,54.50755
arg,2001,54.50755
arg,2002,54.50755
arg,2003,56.26605
arg,2004,56.49014
arg,2005,56.49014
arg,2006,56.49014
arg,2007,55.81683
arg,2008,54.68983
arg,2009,54.68983
arg,2010,54.68983
arg,2011,55.022
arg,2012,55.022
arg,2013,55.49472
arg,2014,55.49472
arg,2015,55.13496
arg,2016,59.01036
arg,2017,58.43828
arg,2018,58.43828
arg,2019,60.49803
arm,1991,49.82513
arm,1992,48.81852
arm,1993,47.80788
arm,1994,47.80788
arm,1995,48.7061
arm,1996,45.55522
arm,1997,45.55522
arm,1998,41.77539
arm,1999,41.02775
arm,2000,38.7618
arm,2001,40.7251
arm,2002,42.36181
arm,2003,42.36181
arm,2004,42.36181
arm,2005,42.83326
arm,2006,42.83326
arm,2007,42.83326
arm,2008,42.35858
arm,2009,43.12345
arm,2010,46.3635
arm,2011,46.3635
arm,2012,46.3635
arm,2013,44.64228
arm,2014,45.666
arm,2015,44.05492
arm,2016,43.63025
arm,2017,44.51997
arm,2018,52.76351
arm,2019,58.95525
aus,1975,98.00798
aus,1976,98.00798
aus,1977,98.00798
aus,1978,98.00798
aus,1979,98.00798
aus,1980,98.00798
aus,1981,98.00798
aus,1982,98.00798
aus,1983,98.00798
aus,1984,98.43609
aus,1985,98.43609
aus,1986,98.43609
aus,1987,98.43609
aus,1988,98.43609
aus,1989,98.43609
aus,1990,98.43609
aus,1991,98.43609
aus,1992,98.43609
aus,1993,98.43609
aus,1994,98.43609
aus,1995,98.43609
aus,1996,98.43609
aus,1997,98.43609
aus,1998,98.43609
aus,1999,98.43609
aus,2000,98.43609
aus,2001,98.43609
aus,2002,98.43609
aus,2003,98.43609
aus,2004,98.43609
aus,2005,98.43609
aus,2006,98.43609
aus,2007,98.43609
aus,2008,98.43609
aus,2009,98.43609
aus,2010,98.43609
aus,2011,98.43609
aus,2012,98.43609
aus,2013,91.50594
aus,2014,91.50594
aus,2015,88.49524
aus,2016,88.49524
aus,2017,88.49524
aus,2018,86.90308
aus,2019,90.6285
aut,1975,72.46933
aut,1976,72.46933
aut,1977,72.46933
aut,1978,72.46933
aut,1979,72.46933
aut,1980,72.46933
aut,1981,72.46933
aut,1982,72.46933
aut,1983,72.46933
aut,1984,72.41477
aut,1985,72.41477
aut,1986,72.41477
aut,1987,72.41477
aut,1988,72.41477
aut,1989,74.22399
aut,1990,75.30324
aut,1991,75.30324
aut,1992,75.30324
aut,1993,75.30324
aut,1994,75.30324
aut,1995,75.30324
aut,1996,75.30324
aut,1997,73.68027
aut,1998,75.30324
aut,1999,75.30324
aut,2000,75.30324
aut,2001,75.30324
aut,2002,75.30324
aut,2003,75.30324
aut,2004,75.30324
aut,2005,75.30324
aut,2006,75.30324
aut,2007,78.0814
aut,2008,78.0814
aut,2009,78.0814
aut,2010,78.0814
aut,2011,78.0814
aut,2012,78.0814
aut,2013,78.0814
aut,2014,78.0814
aut,2015,78.0814
aut,2016,78.0814
aut,2017,75.5644
aut,2018,67.38757
aut,2019,70.99224
aze,1991,36.06955
aze,1992,45.08066
aze,1993,41.28526
aze,1994,25.22423
aze,1995,23.70588
aze,1996,23.70588
aze,1997,23.70588
aze,1998,23.70588
aze,1999,24.08605
aze,2000,24.08605
aze,2001,24.08605
aze,2002,25.44359
aze,2003,24.82805
aze,2004,24.82805
aze,2005,25.22226
aze,2006,25.81995
aze,2007,25.81995
aze,2008,25.81995
aze,2009,25.81995
aze,2010,22.69643
aze,2011,22.69643
aze,2012,22.33957
aze,2013,24.55886
aze,2014,25.22045
aze,2015,25.22045
aze,2016,22.71724
aze,2017,26.78934
aze,2018,25.95901
aze,2019,28.03942
bdi,1975,22.80631
bdi,1976,34.84352
bdi,1977,34.15775
bdi,1978,34.15775
bdi,1979,34.15775
bdi,1980,34.15775
bdi,1981,34.15775
bdi,1982,34.15775
bdi,1983,34.15775
bdi,1984,34.15775
bdi,1985,34.15775
bdi,1986,34.15775
bdi,1987,41.48068
bdi,1988,42.86316
bdi,1989,42.86316
bdi,1990,42.86316
bdi,1991,42.86316
bdi,1992,43.80401
bdi,1993,42.66764
bdi,1994,41.67472
bdi,1995,41.67472
bdi,1996,41.67472
bdi,1997,41.67472
bdi,1998,41.67472
bdi,1999,41.67472
bdi,2000,41.67472
bdi,2001,41.67472
bdi,2002,41.67472
bdi,2003,41.67472
bdi,2004,41.67472
bdi,2005,36.20415
bdi,2006,31.93814
bdi,2007,31.21898
bdi,2008,30.64012
bdi,2009,30.64012
bdi,2010,27.22293
bdi,2011,27.22293
bdi,2012,28.06432
bdi,2013,27.59893
bdi,2014,27.59893
bdi,2015,25.96235
bdi,2016,14.84729
bdi,2017,16.19802
bdi,2018,12.31715
bdi,2019,12.31715
bel,1975,85.14892
bel,1976,85.14892
bel,1977,85.14892
bel,1978,85.14892
bel,1979,85.14892
bel,1980,85.14892
bel,1981,85.14892
bel,1982,85.14892
bel,1983,85.14892
bel,1984,86.23161
bel,1985,86.23161
bel,1986,86.23161
bel,1987,86.23161
bel,1988,86.23161
bel,1989,83.16613
bel,1990,85.59162
bel,1991,85.59162
bel,1992,88.10632
bel,1993,88.10632
bel,1994,88.10632
bel,1995,88.10632
bel,1996,88.10632
bel,1997,88.10632
bel,1998,88.10632
bel,1999,88.10632
bel,2000,88.72108
bel,2001,88.72108
bel,2002,88.72108
bel,2003,88.72108
bel,2004,88.72108
bel,2005,88.72108
bel,2006,88.72108
bel,2007,88.72108
bel,2008,88.72108
bel,2009,88.72108
bel,2010,88.72108
bel,2011,88.72108
bel,2012,88.72108
bel,2013,83.379
bel,2014,83.379
bel,2015,83.379
bel,2016,83.379
bel,2017,83.379
bel,2018,85.58602
bel,2019,84.06696
ben,1975,36.44679
ben,1976,36.44679
ben,1977,36.44679
ben,1978,36.44679
ben,1979,36.44679
ben,1980,36.44679
ben,1981,36.44679
ben,1982,36.44679
ben,1983,36.44679
ben,1984,36.44679
ben,1985,36.44679
ben,1986,36.44679
ben,1987,36.44679
ben,1988,36.44679
ben,1989,36.44679
ben,1990,52.82305
ben,1991,52.82305
ben,1992,52.82305
ben,1993,52.82305
ben,1994,52.82305
ben,1995,52.82305
ben,1996,52.82305
ben,1997,52.82305
ben,1998,52.82305
ben,1999,52.82305
ben,2000,52.82305
ben,2001,52.82305
ben,2002,52.82305
ben,2003,52.82305
ben,2004,52.82305
ben,2005,54.20509
ben,2006,54.68387
ben,2007,54.68387
ben,2008,53.3885
ben,2009,53.3885
ben,2010,53.3885
ben,2011,53.3885
ben,2012,53.3885
ben,2013,55.60945
ben,2014,55.60945
ben,2015,52.669
ben,2016,57.27308
ben,2017,56.93279
ben,2018,62.86699
ben,2019,56.23175
bfa,1975,39.37434
bfa,1976,39.37434
bfa,1977,39.37434
bfa,1978,41.27071
bfa,1979,40.23983
bfa,1980,39.67849
bfa,1981,33.95092
bfa,1982,33.95092
bfa,1983,37.48266
bfa,1984,42.91146
bfa,1985,43.84269
bfa,1986,44.49871
bfa,1987,44.49871
bfa,1988,41.32275
bfa,1989,40.35755
bfa,1990,49.36279
bfa,1991,47.09961
bfa,1992,49.01064
bfa,1993,51.80714
bfa,1994,51.80714
bfa,1995,51.80714
bfa,1996,51.80714
bfa,1997,51.80714
bfa,1998,51.80714
bfa,1999,60.09763
bfa,2000,60.09763
bfa,2001,60.09763
bfa,2002,60.09763
bfa,2003,60.09763
bfa,2004,60.09763
bfa,2005,60.09763
bfa,2006,60.09763
bfa,2007,60.09763
bfa,2008,60.09763
bfa,2009,60.09763
bfa,2010,60.09763
bfa,2011,58.23002
bfa,2012,60.09763
bfa,2013,60.5098
bfa,2014,63.50213
bfa,2015,60.75996
bfa,2016,61.82791
bfa,2017,55.9487
bfa,2018,57.62148
bfa,2019,56.51407
bgd,1975,44.14608
bgd,1976,39.33408
bgd,1977,39.33408
bgd,1978,44.60982
bgd,1979,44.60982
bgd,1980,43.82053
bgd,1981,43.82053
bgd,1982,43.82053
bgd,1983,43.82053
bgd,1984,41.12174
bgd,1985,41.12174
bgd,1986,41.12174
bgd,1987,41.12174
bgd,1988,41.12174
bgd,1989,41.12174
bgd,1990,41.80886
bgd,1991,45.76432
bgd,1992,45.76432
bgd,1993,46.7932
bgd,1994,46.7932
bgd,1995,46.7932
bgd,1996,47.41813
bgd,1997,46.42128
bgd,1998,48.73861
bgd,1999,48.73861
bgd,2000,48.20475
bgd,2001,46.85337
bgd,2002,45.51983
bgd,2003,45.51983
bgd,2004,45.51983
bgd,2005,45.51983
bgd,2006,45.51983
bgd,2007,42.73659
bgd,2008,42.73659
bgd,2009,44.88975
bgd,2010,45.31721
bgd,2011,43.9275
bgd,2012,43.9275
bgd,2013,40.20628
bgd,2014,39.52949
bgd,2015,41.53723
bgd,2016,42.07241
bgd,2017,39.69586
bgd,2018,38.57829
bgd,2019,34.6216
bgr,1975,33.83178
bgr,1976,33.83178
bgr,1977,33.83178
bgr,1978,33.83178
bgr,1979,33.83178
bgr,1980,33.83178
bgr,1981,33.83178
bgr,1982,33.83178
bgr,1983,33.83178
bgr,1984,35.71445
bgr,1985,35.71445
bgr,1986,35.71445
bgr,1987,35.71445
bgr,1988,35.71445
bgr,1989,35.71445
bgr,1990,55.79753
bgr,1991,56.59068
bgr,1992,56.59068
bgr,1993,56.59068
bgr,1994,56.59068
bgr,1995,56.59068
bgr,1996,56.59068
bgr,1997,56.59068
bgr,1998,60.86448
bgr,1999,61.1448
bgr,2000,61.1448
bgr,2001,61.88555
bgr,2002,61.88555
bgr,2003,61.88555
bgr,2004,61.88555
bgr,2005,61.88555
bgr,2006,61.88555
bgr,2007,60.09999
bgr,2008,60.09999
bgr,2009,57.86391
bgr,2010,54.99009
bgr,2011,54.99009
bgr,2012,56.53689
bgr,2013,56.74834
bgr,2014,55.17621
bgr,2015,53.37047
bgr,2016,54.5815
bgr,2017,55.4878
bgr,2018,51.92272
bgr,2019,49.70039
bhr,1975,17.66103
bhr,1976,33.8976
bhr,1977,33.8976
bhr,1978,33.8976
bhr,1979,33.8976
bhr,1980,33.8976
bhr,1981,33.8976
bhr,1982,33.8976
bhr,1983,33.8976
bhr,1984,36.55348
bhr,1985,36.55348
bhr,1986,36.55348
bhr,1987,36.55348
bhr,1988,36.55348
bhr,1989,36.55348
bhr,1990,36.55348
bhr,1991,36.55348
bhr,1992,36.55348
bhr,1993,36.55348
bhr,1994,36.55348
bhr,1995,35.52079
bhr,1996,35.52079
bhr,1997,35.52079
bhr,1998,35.52079
bhr,1999,36.19665
bhr,2000,38.41143
bhr,2001,38.41143
bhr,2002,40.01106
bhr,2003,40.01106
bhr,2004,40.01106
bhr,2005,40.01106
bhr,2006,40.01106
bhr,2007,40.01106
bhr,2008,40.01106
bhr,2009,40.01106
bhr,2010,40.01106
bhr,2011,24.19235
bhr,2012,24.19235
bhr,2013,25.88733
bhr,2014,27.64915
bhr,2015,27.64915
bhr,2016,27.64915
bhr,2017,27.64915
bhr,2018,27.64915
bhr,2019,28.36173
bih,1992,41.87543
bih,1993,41.87543
bih,1994,41.87543
bih,1995,42.25003
bih,1996,52.33152
bih,1997,52.33152
bih,1998,52.33152
bih,1999,52.77904
bih,2000,52.21969
bih,2001,54.73749
bih,2002,55.95361
bih,2003,57.35832
bih,2004,53.75206
bih,2005,53.38057
bih,2006,52.88608
bih,2007,52.88608
bih,2008,52.88608
bih,2009,52.88608
bih,2010,51.11041
bih,2011,51.11041
bih,2012,51.82395
bih,2013,52.41367
bih,2014,52.41367
bih,2015,52.41367
bih,2016,52.65256
bih,2017,52.41367
bih,2018,49.24391
bih,2019,50.15409
blr,1991,44.74109
blr,1992,48.19015
blr,1993,48.19015
blr,1994,41.54518
blr,1995,38.32448
blr,1996,27.71774
blr,1997,31.99225
blr,1998,31.31109
blr,1999,31.31109
blr,2000,29.80931
blr,2001,29.80931
blr,2002,29.80931
blr,2003,29.80931
blr,2004,28.05895
blr,2005,28.05895
blr,2006,28.05895
blr,2007,29.3245
blr,2008,29.3245
blr,2009,29.3245
blr,2010,29.3245
blr,2011,29.3245
blr,2012,29.3245
blr,2013,27.94167
blr,2014,27.94167
blr,2015,28.27461
blr,2016,28.27461
blr,2017,28.27461
blr,2018,27.42536
blr,2019,29.92523
bol,1975,9.03846
bol,1976,9.03846
bol,1977,9.03846
bol,1978,9.03846
bol,1979,17.37496
bol,1980,9.03846
bol,1981,9.03846
bol,1982,33.12463
bol,1983,41.22009
bol,1984,39.22037
bol,1985,45.65681
bol,1986,45.65681
bol,1987,45.65681
bol,1988,45.65681
bol,1989,45.65681
bol,1990,47.34332
bol,1991,47.34332
bol,1992,47.34332
bol,1993,47.34332
bol,1994,47.80779
bol,1995,47.80779
bol,1996,47.80779
bol,1997,47.80779
bol,1998,49.07441
bol,1999,49.07441
bol,2000,48.50528
bol,2001,49.35832
bol,2002,49.35832
bol,2003,49.76999
bol,2004,49.76999
bol,2005,49.35832
bol,2006,48.67915
bol,2007,48.67915
bol,2008,49.55046
bol,2009,49.55046
bol,2010,49.13126
bol,2011,49.13126
bol,2012,48.26836
bol,2013,49.55046
bol,2014,49.55046
bol,2015,49.98234
bol,2016,50.41445
bol,2017,49.64465
bol,2018,49.64465
bol,2019,49.93785
bra,1975,26.30129
bra,1976,26.30129
bra,1977,26.30129
bra,1978,26.30129
bra,1979,26.30129
bra,1980,28.9147
bra,1981,28.9147
bra,1982,28.9147
bra,1983,28.9147
bra,1984,31.52457
bra,1985,40.67019
bra,1986,49.56821
bra,1987,49.56821
bra,1988,55.05892
bra,1989,57.94306
bra,1990,56.90708
bra,1991,56.90708
bra,1992,56.90708
bra,1993,56.90708
bra,1994,57.78155
bra,1995,58.67947
bra,1996,58.67947
bra,1997,57.23728
bra,1998,57.23728
bra,1999,57.23728
bra,2000,57.23728
bra,2001,57.23728
bra,2002,57.23728
bra,2003,57.23728
bra,2004,57.23728
bra,2005,57.77296
bra,2006,57.77296
bra,2007,57.77296
bra,2008,57.77296
bra,2009,57.77296
bra,2010,57.77296
bra,2011,57.77296
bra,2012,57.77296
bra,2013,58.99338
bra,2014,58.99338
bra,2015,58.99338
bra,2016,52.68025
bra,2017,51.12503
bra,2018,46.8438
bra,2019,46.27348
brb,1975,66.59969
brb,1976,66.59969
brb,1977,66.59969
brb,1978,66.59969
brb,1979,66.59969
brb,1980,66.59969
brb,1981,66.59969
brb,1982,66.59969
brb,1983,66.59969
brb,1984,66.59969
brb,1985,66.59969
brb,1986,66.59969
brb,1987,66.59969
brb,1988,66.59969
brb,1989,66.59969
brb,1990,66.59969
brb,1991,66.59969
brb,1992,66.59969
brb,1993,66.59969
brb,1994,66.59969
brb,1995,66.59969
brb,1996,66.59969
brb,1997,66.59969
brb,1998,66.59969
brb,1999,66.59969
brb,2000,66.59969
brb,2001,66.59969
brb,2002,66.59969
brb,2003,66.59969
brb,2004,66.59969
brb,2005,66.59969
brb,2006,66.59969
brb,2007,66.59969
brb,2008,66.59969
brb,2009,66.59969
brb,2010,67.5293
brb,2011,67.5293
brb,2012,67.5293
brb,2013,67.5293
brb,2014,67.5293
brb,2015,66.59657
brb,2016,66.59657
brb,2017,66.59657
brb,2018,68.03249
brb,2019,68.44677
bwa,1975,69.38495
bwa,1976,69.38495
bwa,1977,69.38495
bwa,1978,69.38495
bwa,1979,69.38495
bwa,1980,69.38495
bwa,1981,69.38495
bwa,1982,69.38495
bwa,1983,69.38495
bwa,1984,67.45463
bwa,1985,67.90167
bwa,1986,67.90167
bwa,1987,67.90167
bwa,1988,67.90167
bwa,1989,67.90167
bwa,1990,67.90167
bwa,1991,67.90167
bwa,1992,66.01927
bwa,1993,66.01927
bwa,1994,66.01927
bwa,1995,66.01927
bwa,1996,66.01927
bwa,1997,66.01927
bwa,1998,66.01927
bwa,1999,70.42338
bwa,2000,70.42338
bwa,2001,70.42338
bwa,2002,70.42338
bwa,2003,70.42338
bwa,2004,70.42338
bwa,2005,70.42338
bwa,2006,70.42338
bwa,2007,70.42338
bwa,2008,70.42338
bwa,2009,70.42338
bwa,2010,72.85397
bwa,2011,72.85397
bwa,2012,72.09406
bwa,2013,70.21864
bwa,2014,70.21864
bwa,2015,68.42988
bwa,2016,68.42988
bwa,2017,64.6105
bwa,2018,68.31969
bwa,2019,72.08494
caf,1975,24.90916
caf,1976,24.90916
caf,1977,24.90916
caf,1978,24.90916
caf,1979,28.46864
caf,1980,36.59428
caf,1981,38.53591
caf,1982,36.48638
caf,1983,36.48638
caf,1984,37.20527
caf,1985,37.20527
caf,1986,36.54483
caf,1987,36.54483
caf,1988,36.54483
caf,1989,36.54483
caf,1990,36.54483
caf,1991,36.54483
caf,1992,36.54483
caf,1993,34.63846
caf,1994,37.87325
caf,1995,37.87325
caf,1996,37.87325
caf,1997,37.87325
caf,1998,37.87325
caf,1999,37.87325
caf,2000,38.41807
caf,2001,38.41807
caf,2002,38.41807
caf,2003,37.08134
caf,2004,33.65469
caf,2005,33.65469
caf,2006,33.65469
caf,2007,33.65469
caf,2008,33.65469
caf,2009,33.65469
caf,2010,32.65911
caf,2011,31.62975
caf,2012,30.52455
caf,2013,26.18584
caf,2014,33.17429
caf,2015,33.17429
caf,2016,33.79119
caf,2017,37.04421
caf,2018,36.06509
caf,2019,36.06509
can,1975,74.49678
can,1976,74.49678
can,1977,78.24466
can,1978,78.24466
can,1979,78.24466
can,1980,78.24466
can,1981,78.24466
can,1982,78.24466
can,1983,82.04701
can,1984,82.96688
can,1985,82.96688
can,1986,82.96688
can,1987,82.96688
can,1988,82.96688
can,1989,82.96688
can,1990,82.96688
can,1991,82.96688
can,1992,82.96688
can,1993,82.96688
can,1994,82.96688
can,1995,82.96688
can,1996,82.96688
can,1997,82.96688
can,1998,82.96688
can,1999,82.96688
can,2000,82.96688
can,2001,82.96688
can,2002,82.96688
can,2003,82.96688
can,2004,82.96688
can,2005,82.96688
can,2006,82.96688
can,2007,82.96688
can,2008,82.96688
can,2009,82.96688
can,2010,82.96688
can,2011,82.96688
can,2012,82.96688
can,2013,86.77809
can,2014,88.32217
can,2015,88.32217
can,2016,88.32217
can,2017,84.87163
can,2018,82.10002
can,2019,74.52197
che,1975,82.86335
che,1976,82.86335
che,1977,82.86335
che,1978,82.86335
che,1979,82.86335
che,1980,83.42591
che,1981,83.42591
che,1982,83.42591
che,1983,83.42591
che,1984,84.37605
che,1985,84.37605
che,1986,84.37605
che,1987,84.37605
che,1988,84.37605
che,1989,84.37605
che,1990,87.18356
che,1991,87.18356
che,1992,87.18356
che,1993,87.18356
che,1994,87.18356
che,1995,86.95227
che,1996,86.95227
che,1997,86.95227
che,1998,86.95227
che,1999,86.95227
che,2000,86.95227
che,2001,86.95227
che,2002,86.95227
che,2003,86.95227
che,2004,86.95227
che,2005,86.95227
che,2006,86.95227
che,2007,86.95227
che,2008,86.95227
che,2009,86.95227
che,2010,86.95227
che,2011,86.95227
che,2012,86.95227
che,2013,85.51234
che,2014,85.51234
che,2015,85.51234
che,2016,85.51234
che,2017,85.51234
che,2018,88.20358
che,2019,85.51234
chl,1975,28.34547
chl,1976,28.34547
chl,1977,28.34547
chl,1978,28.34547
chl,1979,28.34547
chl,1980,34.96219
chl,1981,34.96219
chl,1982,35.80737
chl,1983,35.80737
chl,1984,36.90521
chl,1985,36.90521
chl,1986,36.90521
chl,1987,36.90521
chl,1988,36.90521
chl,1989,46.37293
chl,1990,63.35168
chl,1991,67.68339
chl,1992,67.68339
chl,1993,67.68339
chl,1994,67.68339
chl,1995,68.29159
chl,1996,68.29159
chl,1997,69.86252
chl,1998,69.86252
chl,1999,69.86252
chl,2000,69.86252
chl,2001,69.86252
chl,2002,69.86252
chl,2003,69.86252
chl,2004,69.86252
chl,2005,69.86252
chl,2006,69.86252
chl,2007,69.86252
chl,2008,71.86277
chl,2009,71.86277
chl,2010,75.93653
chl,2011,75.93653
chl,2012,75.93653
chl,2013,74.57875
chl,2014,75.38281
chl,2015,73.80007
chl,2016,73.80007
chl,2017,74.57875
chl,2018,73.80007
chl,2019,70.01381
chn,1975,19.66198
chn,1976,19.66198
chn,1977,26.43582
chn,1978,26.53193
chn,1979,35.84243
chn,1980,40.57755
chn,1981,40.57755
chn,1982,40.57755
chn,1983,40.57755
chn,1984,39.70687
chn,1985,41.3198
chn,1986,41.3198
chn,1987,41.3198
chn,1988,41.3198
chn,1989,41.3198
chn,1990,41.3198
chn,1991,41.3198
chn,1992,41.3198
chn,1993,41.3198
chn,1994,41.3198
chn,1995,41.3198
chn,1996,41.3198
chn,1997,41.3198
chn,1998,41.3198
chn,1999,41.3198
chn,2000,40.30297
chn,2001,40.30297
chn,2002,41.19431
chn,2003,41.19431
chn,2004,41.19431
chn,2005,41.39643
chn,2006,41.39643
chn,2007,42.36783
chn,2008,42.36783
chn,2009,41.39643
chn,2010,41.39643
chn,2011,41.39643
chn,2012,42.36783
chn,2013,41.8604
chn,2014,42.59238
chn,2015,42.59238
chn,2016,42.36581
chn,2017,41.64801
chn,2018,41.64801
chn,2019,41.64801
civ,1975,48.49923
civ,1976,48.49923
civ,1977,48.49923
civ,1978,48.49923
civ,1979,48.49923
civ,1980,48.49923
civ,1981,48.49923
civ,1982,48.49923
civ,1983,48.49923
civ,1984,50.15857
civ,1985,50.15857
civ,1986,50.15857
civ,1987,50.15857
civ,1988,50.15857
civ,1989,50.15857
civ,1990,50.15857
civ,1991,50.15857
civ,1992,50.15857
civ,1993,49.66133
civ,1994,49.02464
civ,1995,47.33537
civ,1996,48.33867
civ,1997,47.08673
civ,1998,48.02667
civ,1999,47.21563
civ,2000,45.85911
civ,2001,45.04439
civ,2002,45.04439
civ,2003,44.15498
civ,2004,44.15498
civ,2005,44.15498
civ,2006,44.15498
civ,2007,44.15498
civ,2008,44.15498
civ,2009,44.15498
civ,2010,44.15498
civ,2011,49.43396
civ,2012,53.85745
civ,2013,59.83466
civ,2014,61.49479
civ,2015,61.49479
civ,2016,61.07236
civ,2017,54.76417
civ,2018,57.60059
civ,2019,53.39191
cmr,1975,35.32386
cmr,1976,35.32386
cmr,1977,35.32386
cmr,1978,35.32386
cmr,1979,34.26917
cmr,1980,26.80702
cmr,1981,26.80702
cmr,1982,23.46107
cmr,1983,22.90404
cmr,1984,27.6298
cmr,1985,24.87668
cmr,1986,24.87668
cmr,1987,24.87668
cmr,1988,24.87668
cmr,1989,24.87668
cmr,1990,30.63516
cmr,1991,30.63516
cmr,1992,30.63516
cmr,1993,33.41173
cmr,1994,33.41173
cmr,1995,33.41173
cmr,1996,34.76041
cmr,1997,35.19285
cmr,1998,31.02503
cmr,1999,31.02503
cmr,2000,31.02503
cmr,2001,31.02503
cmr,2002,31.02503
cmr,2003,31.02503
cmr,2004,31.43435
cmr,2005,28.89507
cmr,2006,29.36612
cmr,2007,28.89507
cmr,2008,28.89507
cmr,2009,29.36612
cmr,2010,29.36612
cmr,2011,29.36612
cmr,2012,29.36612
cmr,2013,27.45741
cmr,2014,27.45741
cmr,2015,27.45741
cmr,2016,25.21415
cmr,2017,24.65468
cmr,2018,24.65468
cmr,2019,29.58228
cod,1975,19.48926
cod,1976,19.48926
cod,1977,14.81485
cod,1978,9.29993
cod,1979,9.29993
cod,1980,9.29993
cod,1981,9.29993
cod,1982,9.29993
cod,1983,9.29993
cod,1984,8.23277
cod,1985,8.23277
cod,1986,11.93805
cod,1987,11.93805
cod,1988,5.98162
cod,1989,5.98162
