country,time,prenforct_idea
gtm,1989,36.32062
gtm,1990,36.32062
gtm,1991,34.5444
gtm,1992,34.5444
gtm,1993,36.32062
gtm,1994,37.99043
gtm,1995,39.22044
gtm,1996,40.19519
gtm,1997,43.7037
gtm,1998,46.5266
gtm,1999,46.5266
gtm,2000,47.94875
gtm,2001,47.94875
gtm,2002,47.94875
gtm,2003,47.94875
gtm,2004,47.94875
gtm,2005,47.94875
gtm,2006,47.94875
gtm,2007,47.94875
gtm,2008,49.46972
gtm,2009,49.46972
gtm,2010,49.46972
gtm,2011,49.46972
gtm,2012,49.46972
gtm,2013,48.27848
gtm,2014,47.33935
gtm,2015,47.33935
gtm,2016,46.77921
gtm,2017,47.74643
gtm,2018,40.97495
gtm,2019,39.7467
hnd,1975,25.82823
hnd,1976,25.82823
hnd,1977,25.82823
hnd,1978,25.82823
hnd,1979,25.82823
hnd,1980,27.03173
hnd,1981,31.66624
hnd,1982,37.51515
hnd,1983,38.31724
hnd,1984,35.29125
hnd,1985,35.29125
hnd,1986,36.42369
hnd,1987,36.42369
hnd,1988,37.97159
hnd,1989,38.64235
hnd,1990,38.64235
hnd,1991,38.64235
hnd,1992,38.64235
hnd,1993,38.64235
hnd,1994,38.64235
hnd,1995,38.64235
hnd,1996,38.64235
hnd,1997,38.64235
hnd,1998,41.65883
hnd,1999,41.65883
hnd,2000,39.67961
hnd,2001,39.67961
hnd,2002,39.67961
hnd,2003,39.67961
hnd,2004,40.14889
hnd,2005,40.14889
hnd,2006,40.94449
hnd,2007,40.94449
hnd,2008,40.94449
hnd,2009,38.29066
hnd,2010,36.65844
hnd,2011,38.08028
hnd,2012,38.08028
hnd,2013,43.13739
hnd,2014,43.13739
hnd,2015,42.69874
hnd,2016,44.03743
hnd,2017,41.80514
hnd,2018,42.08064
hnd,2019,41.73318
hrv,1991,41.52946
hrv,1992,43.29699
hrv,1993,43.29699
hrv,1994,43.29699
hrv,1995,44.18045
hrv,1996,45.44321
hrv,1997,46.38054
hrv,1998,46.38054
hrv,1999,46.64919
hrv,2000,58.38381
hrv,2001,58.38381
hrv,2002,58.38381
hrv,2003,58.38381
hrv,2004,58.1611
hrv,2005,57.03067
hrv,2006,57.03067
hrv,2007,57.03067
hrv,2008,57.03067
hrv,2009,60.60919
hrv,2010,62.00412
hrv,2011,62.00412
hrv,2012,63.34653
hrv,2013,60.79597
hrv,2014,59.77478
hrv,2015,59.40298
hrv,2016,57.42619
hrv,2017,57.78469
hrv,2018,56.60839
hrv,2019,55.47461
hti,1975,23.72409
hti,1976,23.72409
hti,1977,23.72409
hti,1978,23.72409
hti,1979,23.72409
hti,1980,23.72409
hti,1981,23.72409
hti,1982,23.72409
hti,1983,23.72409
hti,1984,21.85395
hti,1985,21.85395
hti,1986,21.85395
hti,1987,27.8624
hti,1988,26.23589
hti,1989,26.23589
hti,1990,27.8624
hti,1991,33.69676
hti,1992,19.27667
hti,1993,19.27667
hti,1994,21.65807
hti,1995,46.01998
hti,1996,44.56305
hti,1997,44.56305
hti,1998,45.81723
hti,1999,45.81723
hti,2000,37.63149
hti,2001,41.13365
hti,2002,42.3057
hti,2003,37.28417
hti,2004,34.47487
hti,2005,27.4416
hti,2006,30.11595
hti,2007,31.82381
hti,2008,31.82381
hti,2009,31.82381
hti,2010,31.82381
hti,2011,31.3893
hti,2012,31.3893
hti,2013,30.12458
hti,2014,30.12458
hti,2015,30.12458
hti,2016,32.94195
hti,2017,29.15928
hti,2018,29.9201
hti,2019,26.7173
hun,1975,51.56992
hun,1976,51.56992
hun,1977,51.56992
hun,1978,51.56992
hun,1979,51.56992
hun,1980,51.56992
hun,1981,51.56992
hun,1982,51.56992
hun,1983,51.56992
hun,1984,52.85417
hun,1985,52.85417
hun,1986,52.85417
hun,1987,52.85417
hun,1988,52.85417
hun,1989,55.80551
hun,1990,70.31744
hun,1991,71.81031
hun,1992,71.81031
hun,1993,71.81031
hun,1994,71.81031
hun,1995,71.81031
hun,1996,71.81031
hun,1997,73.92096
hun,1998,75.66945
hun,1999,75.66945
hun,2000,75.66945
hun,2001,75.66945
hun,2002,75.66945
hun,2003,75.66945
hun,2004,73.92096
hun,2005,73.92096
hun,2006,69.1897
hun,2007,70.79016
hun,2008,70.79016
hun,2009,70.79016
hun,2010,60.71856
hun,2011,59.34323
hun,2012,59.34323
hun,2013,55.916
hun,2014,55.916
hun,2015,55.916
hun,2016,55.916
hun,2017,55.916
hun,2018,53.47466
hun,2019,55.70422
idn,1975,32.79946
idn,1976,32.79946
idn,1977,32.22523
idn,1978,30.83452
idn,1979,30.83452
idn,1980,28.44315
idn,1981,28.44315
idn,1982,28.44315
idn,1983,28.44315
idn,1984,26.72121
idn,1985,26.72121
idn,1986,26.72121
idn,1987,26.72121
idn,1988,26.72121
idn,1989,26.72121
idn,1990,26.72121
idn,1991,26.72121
idn,1992,28.5138
idn,1993,30.18703
idn,1994,30.18703
idn,1995,30.18703
idn,1996,30.18703
idn,1997,30.18703
idn,1998,36.5623
idn,1999,50.8781
idn,2000,55.46657
idn,2001,53.30484
idn,2002,53.30484
idn,2003,53.30484
idn,2004,53.30484
idn,2005,53.30484
idn,2006,53.30484
idn,2007,53.30484
idn,2008,54.21355
idn,2009,53.66162
idn,2010,54.05006
idn,2011,54.05006
idn,2012,54.05006
idn,2013,53.89654
idn,2014,53.89654
idn,2015,57.5807
idn,2016,57.5807
idn,2017,57.5807
idn,2018,60.88148
idn,2019,58.91553
ind,1975,37.56158
ind,1976,37.56158
ind,1977,50.66686
ind,1978,57.72496
ind,1979,57.72496
ind,1980,57.17089
ind,1981,57.17089
ind,1982,57.17089
ind,1983,57.17089
ind,1984,56.61238
ind,1985,58.6024
ind,1986,58.6024
ind,1987,58.6024
ind,1988,58.6024
ind,1989,58.6024
ind,1990,58.6024
ind,1991,59.02197
ind,1992,59.02197
ind,1993,59.02197
ind,1994,59.02197
ind,1995,59.02197
ind,1996,59.02197
ind,1997,59.02197
ind,1998,59.02197
ind,1999,59.02197
ind,2000,59.02197
ind,2001,59.02197
ind,2002,59.02197
ind,2003,59.02197
ind,2004,59.02197
ind,2005,59.02197
ind,2006,59.02197
ind,2007,59.02197
ind,2008,59.02197
ind,2009,59.02197
ind,2010,60.46365
ind,2011,60.46365
ind,2012,60.46365
ind,2013,60.98348
ind,2014,60.65374
ind,2015,58.49214
ind,2016,58.49214
ind,2017,55.92594
ind,2018,55.37388
ind,2019,54.10341
irl,1975,71.10259
irl,1976,71.10259
irl,1977,71.10259
irl,1978,71.10259
irl,1979,71.10259
irl,1980,70.36742
irl,1981,76.14275
irl,1982,76.14275
irl,1983,76.14275
irl,1984,75.80282
irl,1985,75.80282
irl,1986,75.80282
irl,1987,75.80282
irl,1988,75.80282
irl,1989,75.80282
irl,1990,78.43466
irl,1991,78.43466
irl,1992,80.33998
irl,1993,80.33998
irl,1994,80.33998
irl,1995,80.33998
irl,1996,80.33998
irl,1997,80.33998
irl,1998,80.33998
irl,1999,80.33998
irl,2000,80.33998
irl,2001,80.33998
irl,2002,80.33998
irl,2003,80.33998
irl,2004,80.33998
irl,2005,80.33998
irl,2006,82.62639
irl,2007,82.62639
irl,2008,82.62639
irl,2009,80.33998
irl,2010,80.33998
irl,2011,82.62639
irl,2012,82.62639
irl,2013,82.62639
irl,2014,82.62639
irl,2015,85.75163
irl,2016,85.75163
irl,2017,92.17732
irl,2018,90.6285
irl,2019,84.97823
irn,1975,47.56373
irn,1976,47.56373
irn,1977,47.56373
irn,1978,47.56373
irn,1979,44.7911
irn,1980,36.04026
irn,1981,30.67278
irn,1982,30.67278
irn,1983,30.67278
irn,1984,32.51041
irn,1985,32.51041
irn,1986,32.51041
irn,1987,32.51041
irn,1988,32.51041
irn,1989,34.02784
irn,1990,40.22968
irn,1991,40.22968
irn,1992,41.77454
irn,1993,41.77454
irn,1994,43.17321
irn,1995,44.46557
irn,1996,44.46557
irn,1997,46.30468
irn,1998,48.05903
irn,1999,48.05903
irn,2000,43.17321
irn,2001,43.17321
irn,2002,43.17321
irn,2003,43.17321
irn,2004,40.92031
irn,2005,40.92031
irn,2006,40.03133
irn,2007,40.03133
irn,2008,40.03133
irn,2009,37.47649
irn,2010,38.74594
irn,2011,39.62162
irn,2012,39.62162
irn,2013,39.05554
irn,2014,39.05554
irn,2015,39.05554
irn,2016,39.05554
irn,2017,38.53532
irn,2018,38.6181
irn,2019,37.42326
irq,1975,35.16182
irq,1976,35.16182
irq,1977,35.16182
irq,1978,35.16182
irq,1979,35.16182
irq,1980,32.48787
irq,1981,32.48787
irq,1982,32.48787
irq,1983,32.48787
irq,1984,30.56489
irq,1985,32.18465
irq,1986,32.18465
irq,1987,32.18465
irq,1988,32.18465
irq,1989,32.18465
irq,1990,32.18465
irq,1991,25.72768
irq,1992,25.72768
irq,1993,25.72768
irq,1994,25.72768
irq,1995,27.21831
irq,1996,27.21831
irq,1997,25.72768
irq,1998,25.72768
irq,1999,25.72768
irq,2000,25.72768
irq,2001,25.72768
irq,2002,25.72768
irq,2003,31.49253
irq,2004,30.60871
irq,2005,30.89074
irq,2006,30.60871
irq,2007,30.26207
irq,2008,31.56404
irq,2009,32.64786
irq,2010,33.67567
irq,2011,32.64786
irq,2012,32.64786
irq,2013,30.03608
irq,2014,30.03608
irq,2015,32.67057
irq,2016,36.34888
irq,2017,32.96984
irq,2018,34.84446
irq,2019,32.85936
isl,1975,62.48931
isl,1976,62.48931
isl,1977,62.48931
isl,1978,62.48931
isl,1979,62.48931
isl,1980,62.48931
isl,1981,62.48931
isl,1982,62.48931
isl,1983,62.48931
isl,1984,64.52902
isl,1985,64.52902
isl,1986,64.52902
isl,1987,64.52902
isl,1988,64.52902
isl,1989,64.52902
isl,1990,65.93296
isl,1991,65.93296
isl,1992,65.93296
isl,1993,65.93296
isl,1994,69.93785
isl,1995,74.58258
isl,1996,74.58258
isl,1997,74.58258
isl,1998,74.58258
isl,1999,74.58258
isl,2000,74.58258
isl,2001,74.58258
isl,2002,74.58258
isl,2003,74.58258
isl,2004,74.58258
isl,2005,75.06956
isl,2006,75.06956
isl,2007,75.06956
isl,2008,75.06956
isl,2009,75.06956
isl,2010,75.10944
isl,2011,77.75961
isl,2012,77.75961
isl,2013,77.4071
isl,2014,77.4071
isl,2015,74.6518
isl,2016,74.6518
isl,2017,77.4071
isl,2018,77.4071
isl,2019,84.57421
isr,1975,70.02474
isr,1976,70.02474
isr,1977,71.13283
isr,1978,73.00425
isr,1979,73.00425
isr,1980,73.00425
isr,1981,73.00425
isr,1982,73.00425
isr,1983,73.00425
isr,1984,71.7611
isr,1985,72.92994
isr,1986,72.92994
isr,1987,72.92994
isr,1988,72.92994
isr,1989,72.92994
isr,1990,72.92994
isr,1991,71.19221
isr,1992,71.19221
isr,1993,71.19221
isr,1994,71.19221
isr,1995,71.19221
isr,1996,71.19221
isr,1997,71.19221
isr,1998,72.47855
isr,1999,72.47855
isr,2000,72.47855
isr,2001,72.47855
isr,2002,72.47855
isr,2003,72.47855
isr,2004,72.47855
isr,2005,72.47855
isr,2006,72.47855
isr,2007,72.47855
isr,2008,72.47855
isr,2009,72.47855
isr,2010,70.68388
isr,2011,70.68388
isr,2012,70.68388
isr,2013,68.73196
isr,2014,68.73196
isr,2015,68.73196
isr,2016,67.21511
isr,2017,63.8427
isr,2018,63.8427
isr,2019,71.0203
ita,1975,63.90121
ita,1976,63.90121
ita,1977,63.90121
ita,1978,63.90121
ita,1979,63.90121
ita,1980,65.74195
ita,1981,65.74195
ita,1982,65.74195
ita,1983,65.74195
ita,1984,66.27821
ita,1985,66.27821
ita,1986,66.27821
ita,1987,66.27821
ita,1988,66.27821
ita,1989,66.27821
ita,1990,66.27821
ita,1991,67.3394
ita,1992,67.3394
ita,1993,67.3394
ita,1994,65.47347
ita,1995,67.3394
ita,1996,67.3394
ita,1997,67.3394
ita,1998,67.3394
ita,1999,67.3394
ita,2000,67.3394
ita,2001,64.82062
ita,2002,64.82062
ita,2003,64.82062
ita,2004,64.82062
ita,2005,64.82062
ita,2006,65.88046
ita,2007,65.88046
ita,2008,64.82062
ita,2009,64.82062
ita,2010,65.88046
ita,2011,65.88046
ita,2012,65.88046
ita,2013,65.88046
ita,2014,65.88046
ita,2015,65.88046
ita,2016,65.88046
ita,2017,64.32277
ita,2018,63.93351
ita,2019,63.93351
jam,1975,59.91996
jam,1976,59.91996
jam,1977,59.91996
jam,1978,59.91996
jam,1979,59.91996
jam,1980,55.78839
jam,1981,55.78839
jam,1982,55.78839
jam,1983,55.78839
jam,1984,53.67864
jam,1985,55.33414
jam,1986,55.33414
jam,1987,55.33414
jam,1988,55.33414
jam,1989,55.33414
jam,1990,60.98717
jam,1991,60.66485
jam,1992,60.66485
jam,1993,60.66485
jam,1994,60.66485
jam,1995,62.70297
jam,1996,62.70297
jam,1997,62.70297
jam,1998,62.70297
jam,1999,62.70297
jam,2000,63.84411
jam,2001,63.84411
jam,2002,63.84411
jam,2003,63.84411
jam,2004,63.84411
jam,2005,63.84411
jam,2006,63.84411
jam,2007,63.84411
jam,2008,63.84411
jam,2009,63.84411
jam,2010,63.84411
jam,2011,63.84411
jam,2012,63.84411
jam,2013,64.99086
jam,2014,64.99086
jam,2015,64.99086
jam,2016,64.99086
jam,2017,63.07948
jam,2018,61.97498
jam,2019,64.03863
jor,1975,46.38571
jor,1976,46.38571
jor,1977,46.38571
jor,1978,46.38571
jor,1979,46.38571
jor,1980,51.36671
jor,1981,51.36671
jor,1982,51.36671
jor,1983,51.36671
jor,1984,51.32173
jor,1985,51.32173
jor,1986,51.32173
jor,1987,51.32173
jor,1988,52.45246
jor,1989,52.45246
jor,1990,52.45246
jor,1991,52.45246
jor,1992,52.45246
jor,1993,52.45246
jor,1994,52.45246
jor,1995,54.3363
jor,1996,54.3363
jor,1997,52.45246
jor,1998,52.14803
jor,1999,50.96127
jor,2000,50.96127
jor,2001,50.96127
jor,2002,50.96127
jor,2003,50.96127
jor,2004,50.96127
jor,2005,48.40042
jor,2006,48.40042
jor,2007,48.40042
jor,2008,48.40042
jor,2009,48.40042
jor,2010,51.43126
jor,2011,51.43126
jor,2012,51.43126
jor,2013,51.43126
jor,2014,51.43126
jor,2015,51.43126
jor,2016,54.24375
jor,2017,54.24375
jor,2018,54.24375
jor,2019,53.64642
jpn,1975,83.34726
jpn,1976,83.34726
jpn,1977,83.34726
jpn,1978,83.34726
jpn,1979,83.34726
jpn,1980,83.34726
jpn,1981,83.34726
jpn,1982,83.34726
jpn,1983,83.34726
jpn,1984,84.40488
jpn,1985,84.40488
jpn,1986,84.40488
jpn,1987,84.40488
jpn,1988,84.40488
jpn,1989,84.40488
jpn,1990,84.40488
jpn,1991,84.40488
jpn,1992,84.40488
jpn,1993,84.40488
jpn,1994,84.40488
jpn,1995,84.40488
jpn,1996,82.24867
jpn,1997,82.24867
jpn,1998,84.40488
jpn,1999,84.40488
jpn,2000,84.40488
jpn,2001,84.40488
jpn,2002,84.40488
jpn,2003,84.40488
jpn,2004,84.40488
jpn,2005,85.08788
jpn,2006,85.08788
jpn,2007,85.08788
jpn,2008,85.08788
jpn,2009,85.08788
jpn,2010,85.08788
jpn,2011,85.08788
jpn,2012,85.08788
jpn,2013,80.3172
jpn,2014,79.15951
jpn,2015,79.15951
jpn,2016,79.15951
jpn,2017,79.15951
jpn,2018,79.15951
jpn,2019,78.24573
kaz,1991,34.86781
kaz,1992,36.04552
kaz,1993,36.04552
kaz,1994,36.04552
kaz,1995,34.86781
kaz,1996,34.86781
kaz,1997,34.86781
kaz,1998,34.86781
kaz,1999,36.07113
kaz,2000,38.74239
kaz,2001,38.74239
kaz,2002,38.74239
kaz,2003,38.74239
kaz,2004,38.74239
kaz,2005,38.74239
kaz,2006,38.74239
kaz,2007,38.06053
kaz,2008,38.06053
kaz,2009,38.06053
kaz,2010,37.29174
kaz,2011,37.29174
kaz,2012,37.29174
kaz,2013,39.04775
kaz,2014,39.04775
kaz,2015,39.04775
kaz,2016,39.90309
kaz,2017,39.90309
kaz,2018,38.94542
kaz,2019,39.9674
ken,1975,36.98144
ken,1976,36.98144
ken,1977,36.98144
ken,1978,36.98144
ken,1979,36.98144
ken,1980,35.90256
ken,1981,35.90256
ken,1982,35.90256
ken,1983,35.90256
ken,1984,33.37131
ken,1985,35.0266
ken,1986,35.91873
ken,1987,35.91873
ken,1988,35.91873
ken,1989,35.91873
ken,1990,37.91498
ken,1991,37.91498
ken,1992,37.91498
ken,1993,39.06223
ken,1994,39.06223
ken,1995,39.06223
ken,1996,39.06223
ken,1997,38.0852
ken,1998,39.16472
ken,1999,39.16472
ken,2000,41.83262
ken,2001,41.83262
ken,2002,45.52313
ken,2003,45.52313
ken,2004,45.52313
ken,2005,46.38711
ken,2006,46.38711
ken,2007,46.38711
ken,2008,46.38711
ken,2009,47.22196
ken,2010,49.8573
ken,2011,49.8573
ken,2012,49.8573
ken,2013,45.96456
ken,2014,45.96456
ken,2015,45.96456
ken,2016,45.96456
ken,2017,45.54631
ken,2018,46.30229
ken,2019,48.31995
kgz,1991,47.6062
kgz,1992,46.57632
kgz,1993,46.57632
kgz,1994,40.31304
kgz,1995,38.46297
kgz,1996,36.66324
kgz,1997,36.16183
kgz,1998,36.16183
kgz,1999,36.16183
kgz,2000,34.5635
kgz,2001,30.92345
kgz,2002,29.48696
kgz,2003,29.48696
kgz,2004,29.48696
kgz,2005,29.24094
kgz,2006,29.24094
kgz,2007,28.69283
kgz,2008,28.07604
kgz,2009,31.66807
kgz,2010,37.27266
kgz,2011,41.5169
kgz,2012,41.5169
kgz,2013,43.25934
kgz,2014,43.25934
kgz,2015,41.98036
kgz,2016,45.13593
kgz,2017,46.47065
kgz,2018,47.36716
kgz,2019,47.42169
khm,1975,12.36404
khm,1976,12.36404
khm,1977,12.36404
khm,1978,12.36404
khm,1979,12.36404
khm,1980,24.63248
khm,1981,24.63248
khm,1982,24.63248
khm,1983,28.075
khm,1984,28.075
khm,1985,28.075
khm,1986,28.075
khm,1987,28.075
khm,1988,28.075
khm,1989,28.075
khm,1990,28.075
khm,1991,28.075
khm,1992,29.44779
khm,1993,29.17114
khm,1994,32.3052
khm,1995,32.3052
khm,1996,32.3052
khm,1997,32.3052
khm,1998,33.60732
khm,1999,29.48549
khm,2000,29.48549
khm,2001,29.48549
khm,2002,29.48549
khm,2003,29.48549
khm,2004,29.48549
khm,2005,29.48549
khm,2006,29.48549
khm,2007,29.48549
khm,2008,29.48549
khm,2009,29.48549
khm,2010,29.48549
khm,2011,29.48549
khm,2012,29.48549
khm,2013,25.42562
khm,2014,25.42562
khm,2015,25.42562
khm,2016,23.41004
khm,2017,21.21959
khm,2018,24.17877
khm,2019,27.06706
kor,1975,42.08516
kor,1976,42.08516
kor,1977,42.08516
kor,1978,42.08516
kor,1979,42.08516
kor,1980,46.23356
kor,1981,46.23356
kor,1982,46.23356
kor,1983,46.23356
kor,1984,47.99773
kor,1985,48.99099
kor,1986,48.99099
kor,1987,63.38423
kor,1988,73.56656
kor,1989,73.56656
kor,1990,73.56656
kor,1991,73.56656
kor,1992,73.56656
kor,1993,83.05027
kor,1994,83.05027
kor,1995,83.05027
kor,1996,83.05027
kor,1997,83.05027
kor,1998,86.15706
kor,1999,86.15706
kor,2000,86.15706
kor,2001,86.15706
kor,2002,86.15706
kor,2003,86.15706
kor,2004,86.15706
kor,2005,86.15706
kor,2006,86.15706
kor,2007,83.50269
kor,2008,76.55111
kor,2009,76.55111
kor,2010,76.55111
kor,2011,76.55111
kor,2012,76.40139
kor,2013,71.84758
kor,2014,71.84758
kor,2015,67.55762
kor,2016,67.55762
kor,2017,72.91736
kor,2018,71.78171
kor,2019,75.3085
kwt,1975,52.64235
kwt,1976,52.64235
kwt,1977,47.91162
kwt,1978,47.91162
kwt,1979,47.91162
kwt,1980,47.34473
kwt,1981,49.43127
kwt,1982,49.43127
kwt,1983,49.43127
kwt,1984,49.57117
kwt,1985,49.57117
kwt,1986,49.57117
kwt,1987,48.7542
kwt,1988,47.96318
kwt,1989,47.96318
kwt,1990,45.66258
kwt,1991,43.24546
kwt,1992,48.73998
kwt,1993,50.19828
kwt,1994,50.19828
kwt,1995,50.19828
kwt,1996,50.19828
kwt,1997,50.19828
kwt,1998,50.19828
kwt,1999,50.19828
kwt,2000,50.19828
kwt,2001,50.19828
kwt,2002,50.19828
kwt,2003,50.19828
kwt,2004,50.19828
kwt,2005,49.22222
kwt,2006,49.22222
kwt,2007,49.22222
kwt,2008,49.22222
kwt,2009,49.22222
kwt,2010,49.22222
kwt,2011,49.22222
kwt,2012,49.22222
kwt,2013,49.22222
kwt,2014,49.22222
kwt,2015,49.22222
kwt,2016,49.22222
kwt,2017,50.62068
kwt,2018,51.10225
kwt,2019,51.10225
lao,1975,26.05789
lao,1976,28.15985
lao,1977,28.15985
lao,1978,28.15985
lao,1979,28.15985
lao,1980,28.15985
lao,1981,28.15985
lao,1982,28.15985
lao,1983,28.15985
lao,1984,28.15985
lao,1985,28.15985
lao,1986,28.02507
lao,1987,28.02507
lao,1988,28.02507
lao,1989,28.02507
lao,1990,29.74331
lao,1991,29.74331
lao,1992,29.74331
lao,1993,29.74331
lao,1994,29.74331
lao,1995,29.74331
lao,1996,29.74331
lao,1997,29.74331
lao,1998,29.74331
lao,1999,29.74331
lao,2000,29.74331
lao,2001,29.74331
lao,2002,28.28042
lao,2003,28.28042
lao,2004,28.28042
lao,2005,28.28042
lao,2006,28.28042
lao,2007,28.28042
lao,2008,28.28042
lao,2009,28.28042
lao,2010,26.50081
lao,2011,26.50081
lao,2012,26.50081
lao,2013,28.11281
lao,2014,28.11281
lao,2015,28.11281
lao,2016,28.11281
lao,2017,30.3744
lao,2018,34.305
lao,2019,36.09893
lbn,1975,43.55944
lbn,1976,42.20814
lbn,1977,42.20814
lbn,1978,42.20814
lbn,1979,42.20814
lbn,1980,42.20814
lbn,1981,42.20814
lbn,1982,40.70459
lbn,1983,40.70459
lbn,1984,39.93045
lbn,1985,39.93045
lbn,1986,39.93045
lbn,1987,39.93045
lbn,1988,39.93045
lbn,1989,39.09137
lbn,1990,38.58728
lbn,1991,38.58728
lbn,1992,38.56959
lbn,1993,38.56959
lbn,1994,38.56959
lbn,1995,38.56959
lbn,1996,38.56959
lbn,1997,38.56959
lbn,1998,39.95983
lbn,1999,39.95983
lbn,2000,39.95983
lbn,2001,39.95983
lbn,2002,39.95983
lbn,2003,39.95983
lbn,2004,39.95983
lbn,2005,39.95983
lbn,2006,40.34772
lbn,2007,40.34772
lbn,2008,40.34772
lbn,2009,41.48592
lbn,2010,41.48592
lbn,2011,41.48592
lbn,2012,41.48592
lbn,2013,41.48592
lbn,2014,41.48592
lbn,2015,42.42798
lbn,2016,43.27454
lbn,2017,43.28311
lbn,2018,42.42798
lbn,2019,40.74593
lbr,1975,32.68753
lbr,1976,32.68753
lbr,1977,32.68753
lbr,1978,32.68753
lbr,1979,32.68753
lbr,1980,19.73977
lbr,1981,22.80741
lbr,1982,22.80741
lbr,1983,22.80741
lbr,1984,21.45721
lbr,1985,23.52534
lbr,1986,23.52534
lbr,1987,23.52534
lbr,1988,23.52534
lbr,1989,21.45721
lbr,1990,18.51278
lbr,1991,21.60204
lbr,1992,21.60204
lbr,1993,21.60204
lbr,1994,17.90039
lbr,1995,19.73847
lbr,1996,19.73847
lbr,1997,18.68852
lbr,1998,18.68852
lbr,1999,18.68852
lbr,2000,18.68852
lbr,2001,18.68852
lbr,2002,18.68852
lbr,2003,20.9629
lbr,2004,32.65113
lbr,2005,39.52012
lbr,2006,40.62994
lbr,2007,41.68202
lbr,2008,42.69515
lbr,2009,42.69515
lbr,2010,43.3938
lbr,2011,43.3938
lbr,2012,43.3938
lbr,2013,43.46913
lbr,2014,43.46913
lbr,2015,43.46913
lbr,2016,43.46913
lbr,2017,46.30751
lbr,2018,43.21128
lbr,2019,42.24338
lby,1975,20.65354
lby,1976,20.65354
lby,1977,20.65354
lby,1978,20.65354
lby,1979,20.65354
lby,1980,20.65354
lby,1981,20.65354
lby,1982,20.65354
lby,1983,20.65354
lby,1984,19.5994
lby,1985,21.31283
lby,1986,21.31283
lby,1987,21.31283
lby,1988,21.31283
lby,1989,21.31283
lby,1990,21.31283
lby,1991,21.31283
lby,1992,22.39879
lby,1993,22.39879
lby,1994,22.39879
lby,1995,22.39879
lby,1996,22.39879
lby,1997,21.31283
lby,1998,21.31283
lby,1999,21.31283
lby,2000,21.31283
lby,2001,21.31283
lby,2002,21.31283
lby,2003,21.31283
lby,2004,21.31283
lby,2005,21.31283
lby,2006,21.31283
lby,2007,21.31283
lby,2008,21.31283
lby,2009,21.31283
lby,2010,23.07345
lby,2011,21.95324
lby,2012,31.15508
lby,2013,25.57588
lby,2014,21.35822
lby,2015,18.55061
lby,2016,18.45837
lby,2017,18.59527
lby,2018,14.44041
lby,2019,14.44041
lka,1975,51.74723
lka,1976,51.74723
lka,1977,50.71004
lka,1978,48.3253
lka,1979,48.3253
lka,1980,48.3253
lka,1981,48.3253
lka,1982,48.3253
lka,1983,47.19398
lka,1984,47.46298
lka,1985,47.46298
lka,1986,47.05523
lka,1987,47.05523
lka,1988,44.86896
lka,1989,44.86896
lka,1990,48.45806
lka,1991,48.45806
lka,1992,48.45806
lka,1993,48.45806
lka,1994,51.61118
lka,1995,54.3351
lka,1996,54.3351
lka,1997,54.3351
lka,1998,54.3351
lka,1999,54.3351
lka,2000,54.3351
lka,2001,54.3351
lka,2002,54.3351
lka,2003,54.3351
lka,2004,52.17733
lka,2005,48.27085
lka,2006,45.68966
lka,2007,46.10186
lka,2008,46.10186
lka,2009,45.68966
lka,2010,45.39565
lka,2011,45.39565
lka,2012,45.63911
lka,2013,46.33232
lka,2014,46.10186
lka,2015,53.59186
lka,2016,57.42938
lka,2017,58.62219
lka,2018,56.09793
lka,2019,50.70931
lso,1975,30.60498
lso,1976,30.60498
lso,1977,30.60498
lso,1978,30.60498
lso,1979,30.60498
lso,1980,33.02107
lso,1981,33.02107
lso,1982,33.02107
lso,1983,33.02107
lso,1984,33.02107
lso,1985,33.02107
lso,1986,34.44117
lso,1987,41.22918
lso,1988,41.22918
lso,1989,41.22918
lso,1990,41.22918
lso,1991,41.22918
lso,1992,41.22918
lso,1993,56.05431
lso,1994,53.77138
lso,1995,56.05431
lso,1996,56.82443
lso,1997,56.82443
lso,1998,55.25914
lso,1999,55.25914
lso,2000,55.25914
lso,2001,55.25914
lso,2002,53.78555
lso,2003,53.78555
lso,2004,53.78555
lso,2005,53.78555
lso,2006,53.78555
lso,2007,53.78555
lso,2008,53.78555
lso,2009,53.78555
lso,2010,52.8455
lso,2011,52.8455
lso,2012,51.96328
lso,2013,52.30194
lso,2014,52.30194
lso,2015,51.22028
lso,2016,51.22028
lso,2017,51.22028
lso,2018,50.99401
lso,2019,51.06365
ltu,1991,58.63671
ltu,1992,57.28858
ltu,1993,64.80718
ltu,1994,64.80718
ltu,1995,64.80718
ltu,1996,66.3405
ltu,1997,66.3405
ltu,1998,66.3405
ltu,1999,65.14456
ltu,2000,65.36657
ltu,2001,65.36657
ltu,2002,65.36657
ltu,2003,61.91026
ltu,2004,66.02364
ltu,2005,64.72936
ltu,2006,66.40474
ltu,2007,66.40474
ltu,2008,66.40474
ltu,2009,66.40474
ltu,2010,66.40474
ltu,2011,68.11234
ltu,2012,68.11234
ltu,2013,70.19805
ltu,2014,70.19805
ltu,2015,70.19805
ltu,2016,65.86403
ltu,2017,64.67139
ltu,2018,66.06813
ltu,2019,66.72361
lux,1975,90.03104
lux,1976,90.03104
lux,1977,90.03104
lux,1978,90.03104
lux,1979,90.03104
lux,1980,90.03104
lux,1981,90.03104
lux,1982,90.03104
lux,1983,90.03104
lux,1984,90.03104
lux,1985,88.39857
lux,1986,90.69546
