country,time,fexpression_idea
aut,1979,82.22089
aut,1980,82.22089
aut,1981,82.57615
aut,1982,81.59177
aut,1983,81.59177
aut,1984,82.57615
aut,1985,82.57615
aut,1986,82.57615
aut,1987,82.57615
aut,1988,82.57615
aut,1989,81.59177
aut,1990,83.82886
aut,1991,83.82886
aut,1992,83.82886
aut,1993,82.15355
aut,1994,82.15355
aut,1995,81.3196
aut,1996,81.3196
aut,1997,81.3196
aut,1998,81.3196
aut,1999,81.3196
aut,2000,81.3196
aut,2001,81.3196
aut,2002,81.3196
aut,2003,81.3196
aut,2004,81.3196
aut,2005,81.3196
aut,2006,81.3196
aut,2007,81.3196
aut,2008,81.3196
aut,2009,81.3196
aut,2010,79.52488
aut,2011,81.3196
aut,2012,81.3196
aut,2013,78.31223
aut,2014,78.31223
aut,2015,78.31223
aut,2016,80.04054
aut,2017,80.03223
aut,2018,75.73403
aut,2019,76.32793
aze,1991,39.35346
aze,1992,48.28224
aze,1993,43.07585
aze,1994,37.45667
aze,1995,37.45667
aze,1996,37.45667
aze,1997,38.47476
aze,1998,39.77742
aze,1999,39.77742
aze,2000,38.54818
aze,2001,39.77742
aze,2002,38.46177
aze,2003,38.06112
aze,2004,36.8269
aze,2005,36.35064
aze,2006,36.35064
aze,2007,36.35064
aze,2008,35.36534
aze,2009,34.58887
aze,2010,34.58887
aze,2011,35.54578
aze,2012,35.54578
aze,2013,32.84702
aze,2014,32.44436
aze,2015,31.71747
aze,2016,32.63767
aze,2017,32.81556
aze,2018,31.60001
aze,2019,35.06052
bdi,1975,29.1019
bdi,1976,27.82381
bdi,1977,27.98298
bdi,1978,27.98298
bdi,1979,29.80504
bdi,1980,31.34417
bdi,1981,30.93125
bdi,1982,32.02904
bdi,1983,32.02904
bdi,1984,30.93125
bdi,1985,30.93125
bdi,1986,32.02904
bdi,1987,37.78288
bdi,1988,38.76541
bdi,1989,39.91052
bdi,1990,39.91052
bdi,1991,39.91052
bdi,1992,49.65386
bdi,1993,50.13462
bdi,1994,49.83022
bdi,1995,49.83022
bdi,1996,47.53021
bdi,1997,46.16052
bdi,1998,45.18445
bdi,1999,44.32396
bdi,2000,44.32396
bdi,2001,45.46236
bdi,2002,45.46236
bdi,2003,46.67834
bdi,2004,47.57932
bdi,2005,46.99437
bdi,2006,46.59459
bdi,2007,46.20973
bdi,2008,46.00973
bdi,2009,45.64016
bdi,2010,42.9943
bdi,2011,45.36551
bdi,2012,45.36551
bdi,2013,40.14014
bdi,2014,38.6181
bdi,2015,25.55884
bdi,2016,18.85766
bdi,2017,16.0714
bdi,2018,16.94692
bdi,2019,18.2102
bel,1975,73.94485
bel,1976,73.94485
bel,1977,73.94485
bel,1978,73.94485
bel,1979,73.94485
bel,1980,74.83276
bel,1981,75.23612
bel,1982,74.48566
bel,1983,74.48566
bel,1984,75.23612
bel,1985,74.48566
bel,1986,74.48566
bel,1987,75.23612
bel,1988,74.48566
bel,1989,76.65966
bel,1990,81.66997
bel,1991,81.66997
bel,1992,81.66997
bel,1993,81.66997
bel,1994,80.40101
bel,1995,81.51313
bel,1996,81.51313
bel,1997,81.51313
bel,1998,81.51313
bel,1999,81.51313
bel,2000,81.51313
bel,2001,81.51313
bel,2002,81.51313
bel,2003,81.51313
bel,2004,81.51313
bel,2005,81.51313
bel,2006,78.82484
bel,2007,78.82484
bel,2008,81.71957
bel,2009,81.71957
bel,2010,81.71957
bel,2011,81.71957
bel,2012,81.71957
bel,2013,81.71957
bel,2014,81.71957
bel,2015,81.71957
bel,2016,81.71957
bel,2017,80.78555
bel,2018,80.78555
bel,2019,80.78555
ben,1975,25.91916
ben,1976,25.91916
ben,1977,25.91916
ben,1978,25.91916
ben,1979,25.91916
ben,1980,25.91916
ben,1981,25.65766
ben,1982,25.65766
ben,1983,25.65766
ben,1984,25.65766
ben,1985,25.65766
ben,1986,25.65766
ben,1987,25.65766
ben,1988,25.65766
ben,1989,28.68259
ben,1990,62.80505
ben,1991,68.40734
ben,1992,73.79844
ben,1993,73.79844
ben,1994,74.66867
ben,1995,74.66867
ben,1996,73.79844
ben,1997,71.38761
ben,1998,72.2128
ben,1999,71.38761
ben,2000,72.18318
ben,2001,72.08684
ben,2002,73.08906
ben,2003,71.83748
ben,2004,73.08906
ben,2005,70.29613
ben,2006,67.02385
ben,2007,64.21621
ben,2008,63.35984
ben,2009,64.21621
ben,2010,66.13722
ben,2011,65.42488
ben,2012,65.42488
ben,2013,67.14998
ben,2014,66.94325
ben,2015,68.36353
ben,2016,70.89372
ben,2017,72.31965
ben,2018,67.20444
ben,2019,53.49411
bfa,1975,37.60418
bfa,1976,38.95531
bfa,1977,38.95531
bfa,1978,40.8653
bfa,1979,40.8653
bfa,1980,40.01619
bfa,1981,38.89263
bfa,1982,38.89263
bfa,1983,41.70284
bfa,1984,38.90083
bfa,1985,39.66131
bfa,1986,39.66131
bfa,1987,38.90083
bfa,1988,36.75124
bfa,1989,36.75124
bfa,1990,38.13839
bfa,1991,42.13162
bfa,1992,46.47235
bfa,1993,47.46055
bfa,1994,47.46055
bfa,1995,47.46055
bfa,1996,47.46055
bfa,1997,47.46055
bfa,1998,48.45977
bfa,1999,51.38218
bfa,2000,60.16738
bfa,2001,60.16738
bfa,2002,60.16738
bfa,2003,60.16738
bfa,2004,60.16738
bfa,2005,60.16738
bfa,2006,60.16738
bfa,2007,61.76808
bfa,2008,62.29801
bfa,2009,61.76808
bfa,2010,64.03429
bfa,2011,64.03429
bfa,2012,63.69926
bfa,2013,64.41034
bfa,2014,65.03196
bfa,2015,67.26835
bfa,2016,67.7771
bfa,2017,69.23197
bfa,2018,67.95849
bfa,2019,57.23208
bgd,1975,29.44393
bgd,1976,34.22241
bgd,1977,42.88187
bgd,1978,43.34627
bgd,1979,43.87702
bgd,1980,45.90832
bgd,1981,46.2211
bgd,1982,33.48326
bgd,1983,33.1647
bgd,1984,34.78893
bgd,1985,34.78893
bgd,1986,40.20605
bgd,1987,40.20605
bgd,1988,40.8445
bgd,1989,38.48824
bgd,1990,37.78903
bgd,1991,47.49517
bgd,1992,48.66742
bgd,1993,48.66742
bgd,1994,47.33491
bgd,1995,48.66742
bgd,1996,47.71115
bgd,1997,47.71115
bgd,1998,47.71115
bgd,1999,47.71115
bgd,2000,46.51875
bgd,2001,47.71115
bgd,2002,47.71115
bgd,2003,46.51875
bgd,2004,46.51875
bgd,2005,47.71115
bgd,2006,46.66801
bgd,2007,39.77286
bgd,2008,41.19096
bgd,2009,40.79914
bgd,2010,39.96688
bgd,2011,40.10867
bgd,2012,38.84665
bgd,2013,38.9463
bgd,2014,38.46731
bgd,2015,36.39091
bgd,2016,36.39091
bgd,2017,35.8775
bgd,2018,35.73426
bgd,2019,35.10139
bgr,1975,23.66425
bgr,1976,23.66425
bgr,1977,23.66425
bgr,1978,23.66425
bgr,1979,23.66425
bgr,1980,24.40494
bgr,1981,24.13665
bgr,1982,25.24524
bgr,1983,25.24524
bgr,1984,24.6419
bgr,1985,25.66667
bgr,1986,24.6419
bgr,1987,24.6419
bgr,1988,24.6419
bgr,1989,27.90699
bgr,1990,69.19747
bgr,1991,70.7086
bgr,1992,70.7086
bgr,1993,68.03703
bgr,1994,70.32096
bgr,1995,68.03703
bgr,1996,69.14562
bgr,1997,69.14562
bgr,1998,67.43106
bgr,1999,69.86929
bgr,2000,69.86929
bgr,2001,69.86929
bgr,2002,69.86929
bgr,2003,69.86929
bgr,2004,69.86929
bgr,2005,69.86929
bgr,2006,69.86929
bgr,2007,70.6492
bgr,2008,69.86929
bgr,2009,69.57182
bgr,2010,69.6026
bgr,2011,69.2374
bgr,2012,68.42719
bgr,2013,59.2317
bgr,2014,62.42234
bgr,2015,61.56898
bgr,2016,61.56898
bgr,2017,59.06701
bgr,2018,57.72919
bgr,2019,57.143
bhr,1975,38.11023
bhr,1976,30.23445
bhr,1977,30.23445
bhr,1978,30.23445
bhr,1979,30.23445
bhr,1980,29.86024
bhr,1981,29.56859
bhr,1982,30.43324
bhr,1983,30.43324
bhr,1984,29.56859
bhr,1985,29.56859
bhr,1986,30.43324
bhr,1987,29.56859
bhr,1988,29.56859
bhr,1989,30.43324
bhr,1990,28.83808
bhr,1991,28.83808
bhr,1992,28.83808
bhr,1993,29.73844
bhr,1994,28.83808
bhr,1995,28.83808
bhr,1996,29.73844
bhr,1997,29.73844
bhr,1998,28.83808
bhr,1999,29.73844
bhr,2000,33.87405
bhr,2001,43.26005
bhr,2002,44.05449
bhr,2003,43.70638
bhr,2004,43.70638
bhr,2005,43.70638
bhr,2006,43.70638
bhr,2007,43.70638
bhr,2008,43.70638
bhr,2009,43.30558
bhr,2010,40.7022
bhr,2011,18.13815
bhr,2012,20.78951
bhr,2013,20.78951
bhr,2014,20.78951
bhr,2015,19.23424
bhr,2016,18.48925
bhr,2017,14.7185
bhr,2018,14.7185
bhr,2019,22.44126
bih,1992,36.8844
bih,1993,36.8844
bih,1994,36.8844
bih,1995,36.8844
bih,1996,49.8443
bih,1997,51.32878
bih,1998,51.32878
bih,1999,52.97184
bih,2000,58.01362
bih,2001,57.97063
bih,2002,58.09619
bih,2003,58.09619
bih,2004,58.89062
bih,2005,59.51877
bih,2006,58.09619
bih,2007,58.09619
bih,2008,58.09619
bih,2009,58.09619
bih,2010,57.90888
bih,2011,57.90888
bih,2012,57.90888
bih,2013,55.38754
bih,2014,54.42954
bih,2015,54.42954
bih,2016,51.87168
bih,2017,52.4108
bih,2018,49.21551
bih,2019,49.73648
blr,1991,60.54321
blr,1992,66.24295
blr,1993,67.36628
blr,1994,66.24295
blr,1995,61.10862
blr,1996,52.41231
blr,1997,49.62587
blr,1998,48.98726
blr,1999,41.24962
blr,2000,37.3184
blr,2001,37.07885
blr,2002,36.03259
blr,2003,36.03259
blr,2004,36.03259
blr,2005,36.03259
blr,2006,32.9254
blr,2007,32.9254
blr,2008,32.9254
blr,2009,33.13801
blr,2010,32.9254
blr,2011,32.9254
blr,2012,32.9254
blr,2013,35.63362
blr,2014,35.63362
blr,2015,35.481
blr,2016,37.52867
blr,2017,39.66145
blr,2018,37.3184
blr,2019,37.3184
bol,1975,15.3607
bol,1976,15.3607
bol,1977,15.3607
bol,1978,17.57774
bol,1979,31.19132
bol,1980,10.4443
bol,1981,17.76474
bol,1982,42.67347
bol,1983,62.42569
bol,1984,62.42569
bol,1985,66.75
bol,1986,66.13605
bol,1987,65.34899
bol,1988,66.13605
bol,1989,66.13605
bol,1990,67.40212
bol,1991,67.40212
bol,1992,67.40212
bol,1993,67.40212
bol,1994,67.40212
bol,1995,67.40212
bol,1996,66.55328
bol,1997,66.55328
bol,1998,66.55328
bol,1999,66.55328
bol,2000,66.55328
bol,2001,66.55328
bol,2002,66.55328
bol,2003,65.34899
bol,2004,66.83811
bol,2005,68.5162
bol,2006,62.57699
bol,2007,62.57699
bol,2008,61.19767
bol,2009,61.19767
bol,2010,60.11015
bol,2011,60.11015
bol,2012,60.11015
bol,2013,60.98825
bol,2014,60.5066
bol,2015,60.69798
bol,2016,59.66399
bol,2017,60.0533
bol,2018,59.71478
bol,2019,49.54912
bra,1975,21.79204
bra,1976,27.23778
bra,1977,27.23778
bra,1978,27.23778
bra,1979,33.29728
bra,1980,36.29866
bra,1981,36.65954
bra,1982,37.01628
bra,1983,37.01628
bra,1984,37.7732
bra,1985,47.82702
bra,1986,53.58928
bra,1987,54.69798
bra,1988,66.25453
bra,1989,67.29514
bra,1990,68.29365
bra,1991,71.31747
bra,1992,72.75442
bra,1993,70.85182
bra,1994,72.77968
bra,1995,73.59544
bra,1996,74.38377
bra,1997,74.38377
bra,1998,74.38377
bra,1999,74.38377
bra,2000,74.38377
bra,2001,74.38377
bra,2002,73.59322
bra,2003,73.59322
bra,2004,72.77968
bra,2005,76.12933
bra,2006,76.84583
bra,2007,74.89611
bra,2008,74.89611
bra,2009,74.89611
bra,2010,76.13147
bra,2011,76.13147
bra,2012,73.66986
bra,2013,71.20509
bra,2014,71.20509
bra,2015,69.79964
bra,2016,60.26237
bra,2017,58.63146
bra,2018,56.50409
bra,2019,52.28926
brb,1975,65.77591
brb,1976,65.77591
brb,1977,65.77591
brb,1978,65.77591
brb,1979,65.77591
brb,1980,67.91186
brb,1981,67.91186
brb,1982,67.91186
brb,1983,67.91186
brb,1984,67.91186
brb,1985,67.91186
brb,1986,67.91186
brb,1987,67.91186
brb,1988,67.91186
brb,1989,67.91186
brb,1990,68.07658
brb,1991,66.47362
brb,1992,68.07658
brb,1993,68.07658
brb,1994,68.07658
brb,1995,68.07658
brb,1996,68.07658
brb,1997,68.07658
brb,1998,68.07658
brb,1999,68.07658
brb,2000,68.07658
brb,2001,68.66331
brb,2002,68.66331
brb,2003,68.66331
brb,2004,67.08486
brb,2005,68.66331
brb,2006,68.66331
brb,2007,68.66331
brb,2008,66.26307
brb,2009,68.66331
brb,2010,68.66331
brb,2011,67.83076
brb,2012,67.83076
brb,2013,67.83076
brb,2014,67.83076
brb,2015,68.66331
brb,2016,67.83076
brb,2017,76.31541
brb,2018,76.55399
brb,2019,75.08455
bwa,1975,64.74797
bwa,1976,66.56843
bwa,1977,66.56843
bwa,1978,66.56843
bwa,1979,66.56843
bwa,1980,66.56843
bwa,1981,68.32783
bwa,1982,68.32783
bwa,1983,68.32783
bwa,1984,68.32783
bwa,1985,68.32783
bwa,1986,68.32783
bwa,1987,68.32783
bwa,1988,68.32783
bwa,1989,68.32783
bwa,1990,67.63442
bwa,1991,67.12176
bwa,1992,67.63442
bwa,1993,67.63442
bwa,1994,67.63442
bwa,1995,68.32783
bwa,1996,68.32783
bwa,1997,68.32783
bwa,1998,68.32783
bwa,1999,68.32783
bwa,2000,68.32783
bwa,2001,67.63442
bwa,2002,67.63442
bwa,2003,67.63442
bwa,2004,67.99993
bwa,2005,67.99993
bwa,2006,67.99993
bwa,2007,68.34529
bwa,2008,66.3596
bwa,2009,66.83214
bwa,2010,65.54888
bwa,2011,65.54888
bwa,2012,65.54888
bwa,2013,59.42559
bwa,2014,59.42559
bwa,2015,60.12722
bwa,2016,60.12722
bwa,2017,62.74823
bwa,2018,62.73202
bwa,2019,60.28629
caf,1975,21.73478
caf,1976,19.75343
caf,1977,18.76905
caf,1978,18.76905
caf,1979,21.46204
caf,1980,39.75539
caf,1981,41.3059
caf,1982,33.12789
caf,1983,33.12789
caf,1984,33.12789
caf,1985,33.12789
caf,1986,34.06857
caf,1987,33.12789
caf,1988,34.06857
caf,1989,33.12789
caf,1990,35.91137
caf,1991,39.34346
caf,1992,46.30054
caf,1993,45.61022
caf,1994,47.5216
caf,1995,46.19225
caf,1996,45.51962
caf,1997,46.19225
caf,1998,47.5216
caf,1999,46.19225
caf,2000,47.09419
caf,2001,47.09419
caf,2002,47.09419
caf,2003,47.27155
caf,2004,46.49366
caf,2005,45.83336
caf,2006,45.83336
caf,2007,45.83336
caf,2008,45.83336
caf,2009,45.83336
caf,2010,47.15404
caf,2011,47.15404
caf,2012,47.93695
caf,2013,40.84737
caf,2014,45.83819
caf,2015,50.83339
caf,2016,51.78654
caf,2017,51.38715
caf,2018,52.41443
caf,2019,47.32404
can,1975,76.28828
can,1976,76.28828
can,1977,76.28828
can,1978,76.28828
can,1979,76.28828
can,1980,76.28828
can,1981,75.87977
can,1982,78.75778
can,1983,78.75778
can,1984,78.75778
can,1985,78.04558
can,1986,78.04558
can,1987,78.04558
can,1988,78.04558
can,1989,78.04558
can,1990,78.04558
can,1991,78.04558
can,1992,78.04558
can,1993,78.04558
can,1994,78.04558
can,1995,78.04558
can,1996,78.92983
can,1997,79.67373
can,1998,78.34637
can,1999,79.67373
can,2000,79.67373
can,2001,80.13699
can,2002,80.13699
can,2003,80.13699
can,2004,80.13699
can,2005,80.13699
can,2006,80.13699
can,2007,80.13699
can,2008,80.13699
can,2009,80.13699
can,2010,80.13699
can,2011,80.13699
can,2012,80.80563
can,2013,81.74532
can,2014,81.55402
can,2015,79.08065
can,2016,81.86255
can,2017,81.36478
can,2018,79.59799
can,2019,85.63096
che,1975,71.38599
che,1976,71.38599
che,1977,71.38599
che,1978,71.38599
che,1979,71.38599
che,1980,71.38599
che,1981,72.06141
che,1982,72.06141
che,1983,72.06141
che,1984,72.06141
che,1985,72.06141
che,1986,72.06141
che,1987,72.06141
che,1988,72.06141
che,1989,74.36957
che,1990,82.71326
che,1991,85.66285
che,1992,85.66285
che,1993,85.66285
che,1994,84.73323
che,1995,88.07421
che,1996,88.07421
che,1997,88.07421
che,1998,88.07421
che,1999,88.07421
che,2000,88.07421
che,2001,88.07421
che,2002,88.07421
che,2003,88.07421
che,2004,88.07421
che,2005,88.07421
che,2006,88.07421
che,2007,88.07421
che,2008,88.07421
che,2009,88.07421
che,2010,88.07421
che,2011,88.07421
che,2012,88.07421
che,2013,88.10377
che,2014,86.91093
che,2015,84.97823
che,2016,86.05154
che,2017,86.05154
che,2018,86.05154
che,2019,79.88812
chl,1975,12.03008
chl,1976,12.03008
chl,1977,12.03008
chl,1978,13.40843
chl,1979,14.07954
chl,1980,16.50926
chl,1981,17.36027
chl,1982,17.36027
chl,1983,17.36027
chl,1984,16.38179
chl,1985,18.61596
chl,1986,18.61596
chl,1987,18.61596
chl,1988,19.89996
chl,1989,31.50093
chl,1990,69.65621
chl,1991,71.92228
chl,1992,71.01511
chl,1993,71.01511
chl,1994,71.47221
chl,1995,71.47221
chl,1996,72.42852
chl,1997,72.42852
chl,1998,72.42852
chl,1999,72.42852
chl,2000,78.75308
chl,2001,78.75308
chl,2002,78.75308
chl,2003,77.93088
chl,2004,77.93088
chl,2005,77.93088
chl,2006,77.93088
chl,2007,78.75308
chl,2008,77.93088
chl,2009,77.93088
chl,2010,80.40644
chl,2011,82.60995
chl,2012,83.40142
chl,2013,88.44606
chl,2014,89.71068
chl,2015,84.02606
chl,2016,84.02606
chl,2017,84.85318
chl,2018,80.25057
chl,2019,67.87357
chn,1975,5.03777
chn,1976,5.03777
chn,1977,11.94017
chn,1978,21.85198
chn,1979,31.11895
chn,1980,35.08392
chn,1981,35.43088
chn,1982,35.43088
chn,1983,35.43088
chn,1984,35.43088
chn,1985,34.78731
chn,1986,36.24158
chn,1987,37.06675
chn,1988,36.43893
chn,1989,30.73128
chn,1990,29.09558
chn,1991,29.09558
chn,1992,29.38271
chn,1993,32.20712
chn,1994,32.20712
chn,1995,32.20712
chn,1996,32.20712
chn,1997,32.20712
chn,1998,32.20712
chn,1999,32.20712
chn,2000,30.64103
chn,2001,31.23532
chn,2002,31.23532
chn,2003,31.23532
chn,2004,32.08805
chn,2005,32.08805
chn,2006,32.08805
chn,2007,32.08805
chn,2008,32.08805
chn,2009,31.50003
chn,2010,31.50003
chn,2011,30.64103
chn,2012,30.64103
chn,2013,28.77178
chn,2014,28.39558
chn,2015,26.51704
chn,2016,26.51704
chn,2017,25.59951
chn,2018,24.60362
chn,2019,23.82404
civ,1975,34.99184
civ,1976,34.99184
civ,1977,34.99184
civ,1978,34.99184
civ,1979,34.99184
civ,1980,34.99184
civ,1981,35.47691
civ,1982,35.47691
civ,1983,35.47691
civ,1984,35.47691
civ,1985,35.47691
civ,1986,35.47691
civ,1987,35.47691
civ,1988,35.47691
civ,1989,36.65339
civ,1990,45.395
civ,1991,48.12611
civ,1992,46.57732
civ,1993,48.1247
civ,1994,52.02698
civ,1995,52.02698
civ,1996,52.02698
civ,1997,53.01541
civ,1998,52.32558
civ,1999,52.43826
civ,2000,57.13446
civ,2001,57.13446
civ,2002,56.16843
civ,2003,56.16843
civ,2004,55.43953
civ,2005,53.25669
civ,2006,53.25669
civ,2007,53.25669
civ,2008,53.25669
civ,2009,51.64832
civ,2010,51.53931
civ,2011,50.16251
civ,2012,52.15158
civ,2013,56.30973
civ,2014,56.30973
civ,2015,54.23349
civ,2016,54.8497
civ,2017,53.35293
civ,2018,57.35009
civ,2019,53.48509
cmr,1975,22.28931
cmr,1976,22.28931
cmr,1977,22.28931
cmr,1978,22.28931
cmr,1979,22.28931
cmr,1980,25.64986
cmr,1981,25.23869
cmr,1982,31.51838
cmr,1983,35.79868
cmr,1984,36.41976
cmr,1985,35.74039
cmr,1986,35.74039
cmr,1987,36.41976
cmr,1988,35.74039
cmr,1989,36.41976
cmr,1990,41.04783
cmr,1991,44.72913
cmr,1992,48.56523
cmr,1993,51.04227
cmr,1994,51.04227
cmr,1995,50.25216
cmr,1996,51.04227
cmr,1997,51.04227
cmr,1998,50.25216
cmr,1999,51.04227
cmr,2000,51.94519
cmr,2001,51.94519
cmr,2002,51.94519
cmr,2003,51.18878
cmr,2004,51.18878
cmr,2005,51.18878
cmr,2006,51.94519
cmr,2007,51.94519
cmr,2008,51.18878
cmr,2009,51.18878
cmr,2010,51.18878
cmr,2011,51.94519
cmr,2012,51.94519
cmr,2013,48.47048
cmr,2014,49.04142
cmr,2015,49.04142
cmr,2016,42.3335
cmr,2017,39.35054
cmr,2018,38.22116
cmr,2019,42.34744
cod,1975,20.31885
cod,1976,20.31885
cod,1977,20.31885
cod,1978,20.31885
cod,1979,20.31885
cod,1980,20.31885
cod,1981,21.14975
cod,1982,20.14529
cod,1983,20.14529
cod,1984,20.14529
cod,1985,21.14975
cod,1986,21.14975
cod,1987,21.14975
cod,1988,20.14529
cod,1989,20.14529
cod,1990,29.92947
