country,time,un_peakeeper_num
ecu,2010,92
ecu,2011,87
ecu,2012,80
ecu,2013,81
ecu,2014,67
ecu,2015,115
ecu,2016,11
ecu,2017,8
ecu,2018,10
ecu,2019,9
ecu,2020,11
ecu,2021,11
egy,2010,5481
egy,2011,5487
egy,2012,4091
egy,2013,3095
egy,2014,2740
egy,2015,2937
egy,2016,3069
egy,2017,3274
egy,2018,3765
egy,2019,3778
egy,2020,3185
egy,2021,3154
esp,2010,1157
esp,2011,1122
esp,2012,1079
esp,2013,715
esp,2014,609
esp,2015,626
esp,2016,652
esp,2017,655
esp,2018,656
esp,2019,653
esp,2020,843
esp,2021,838
est,2010,1
est,2011,2
est,2012,2
est,2013,4
est,2014,6
est,2015,51
est,2016,53
est,2017,53
est,2018,50
est,2019,8
est,2020,9
est,2021,6
eth,2010,2540
eth,2011,6224
eth,2012,6315
eth,2013,6619
eth,2014,7852
eth,2015,8309
eth,2016,8339
eth,2017,8420
eth,2018,8508
eth,2019,7571
eth,2020,6725
eth,2021,6297
fin,2010,105
fin,2011,25
fin,2012,210
fin,2013,364
fin,2014,379
fin,2015,374
fin,2016,344
fin,2017,349
fin,2018,347
fin,2019,236
fin,2020,334
fin,2021,264
fji,2010,278
fji,2011,375
fji,2012,374
fji,2013,772
fji,2014,769
fji,2015,676
fji,2016,666
fji,2017,654
fji,2018,656
fji,2019,452
fji,2020,346
fji,2021,340
fra,2010,2036
fra,2011,1540
fra,2012,1400
fra,2013,973
fra,2014,959
fra,2015,939
fra,2016,943
fra,2017,995
fra,2018,835
fra,2019,768
fra,2020,1017
fra,2021,894
gab,2010,1
gab,2014,514
gab,2015,509
gab,2016,448
gab,2017,441
gab,2018,457
gab,2019,454
gab,2020,452
gab,2021,453
gbr,2010,283
gbr,2011,284
gbr,2012,285
gbr,2013,347
gbr,2014,357
gbr,2015,291
gbr,2016,401
gbr,2017,679
gbr,2018,740
gbr,2019,612
gbr,2020,573
gbr,2021,553
geo,2015,2
geo,2016,3
geo,2017,2
gha,2010,3945
gha,2011,3008
gha,2012,2987
gha,2013,3005
gha,2014,2993
gha,2015,3247
gha,2016,3193
gha,2017,2859
gha,2018,2792
gha,2019,2806
gha,2020,2790
gha,2021,2297
gin,2010,104
gin,2011,89
gin,2012,67
gin,2013,218
gin,2014,274
gin,2015,913
gin,2016,929
gin,2017,939
gin,2018,947
gin,2019,939
gin,2020,1553
gin,2021,716
gmb,2010,522
gmb,2011,427
gmb,2012,474
gmb,2013,418
gmb,2014,402
gmb,2015,347
gmb,2016,361
gmb,2017,354
gmb,2018,289
gmb,2019,217
gmb,2020,238
gmb,2021,226
gnb,2010,7
gnb,2011,7
gnb,2013,2
gnb,2014,2
gnb,2015,1
gnb,2016,2
gnb,2017,1
gnb,2020,3
grc,2010,63
grc,2011,57
grc,2012,55
grc,2013,187
grc,2014,62
grc,2015,57
grc,2016,58
grc,2017,54
grc,2018,178
grc,2019,160
grc,2020,141
grc,2021,111
grd,2010,3
grd,2011,3
grd,2012,2
grd,2013,2
grd,2014,2
grd,2015,2
grd,2016,1
gtm,2010,324
gtm,2011,325
gtm,2012,306
gtm,2013,305
gtm,2014,320
gtm,2015,310
gtm,2016,238
gtm,2017,240
gtm,2018,180
gtm,2019,178
gtm,2020,176
gtm,2021,177
hnd,2010,12
hnd,2011,13
hnd,2012,12
hnd,2013,13
hnd,2014,50
hnd,2015,59
hnd,2016,72
hnd,2017,74
hnd,2018,15
hnd,2019,20
hnd,2020,20
hnd,2021,19
hrv,2010,136
hrv,2011,131
hrv,2012,133
hrv,2013,128
hrv,2014,30
hrv,2015,18
hrv,2016,17
hrv,2017,17
hrv,2018,69
hrv,2019,70
hrv,2020,20
hrv,2021,16
hun,2010,95
hun,2011,88
hun,2012,90
hun,2013,92
hun,2014,89
hun,2015,93
hun,2016,95
hun,2017,95
hun,2018,95
hun,2019,28
hun,2020,27
hun,2021,33
idn,2010,1795
idn,2011,1981
idn,2012,1997
idn,2013,1826
idn,2014,1844
idn,2015,2854
idn,2016,2874
idn,2017,2872
idn,2018,3545
idn,2019,3080
idn,2020,2856
idn,2021,2825
ind,2010,8935
ind,2011,8680
ind,2012,8145
ind,2013,7878
ind,2014,8141
ind,2015,8145
ind,2016,7799
ind,2017,7762
ind,2018,6719
ind,2019,6453
ind,2020,5434
ind,2021,5548
irl,2010,474
irl,2011,494
irl,2012,493
irl,2013,510
irl,2014,373
irl,2015,386
irl,2016,545
irl,2017,547
irl,2018,631
irl,2019,656
irl,2020,533
irl,2021,526
irn,2010,2
irn,2011,2
irn,2012,2
irn,2013,2
irn,2014,2
irn,2015,4
irn,2016,4
irn,2017,4
irn,2018,4
irn,2019,1
irn,2020,2
irn,2021,2
isl,2010,2
isr,2010,14
ita,2010,2497
ita,2011,1833
ita,2012,1322
ita,2013,1578
ita,2014,1378
ita,2015,1264
ita,2016,1310
ita,2017,1272
ita,2018,1201
ita,2019,1272
ita,2020,1476
ita,2021,1159
jam,2010,33
jam,2011,30
jam,2012,18
jam,2013,12
jam,2014,14
jam,2015,14
jam,2016,1
jam,2017,1
jor,2010,3977
jor,2011,4110
jor,2012,3892
jor,2013,3554
jor,2014,3263
jor,2015,1776
jor,2016,1585
jor,2017,1024
jor,2018,901
jor,2019,866
jor,2020,525
jor,2021,628
jpn,2010,266
jpn,2011,268
jpn,2012,545
jpn,2013,272
jpn,2014,278
jpn,2015,272
jpn,2016,274
jpn,2017,272
jpn,2018,4
jpn,2019,6
jpn,2020,6
jpn,2021,4
kaz,2010,9
kaz,2011,4
kaz,2012,5
kaz,2014,3
kaz,2015,7
kaz,2016,7
kaz,2017,5
kaz,2018,125
kaz,2019,129
kaz,2020,132
kaz,2021,250
ken,2010,893
ken,2011,880
ken,2012,852
ken,2013,881
ken,2014,938
ken,2015,1231
ken,2016,1232
ken,2017,319
ken,2018,203
ken,2019,175
ken,2020,166
ken,2021,162
kgz,2010,31
kgz,2011,24
kgz,2012,31
kgz,2013,28
kgz,2014,31
kgz,2015,25
kgz,2016,21
kgz,2017,27
kgz,2018,27
kgz,2019,14
kgz,2020,15
kgz,2021,13
khm,2010,275
khm,2011,276
khm,2012,367
khm,2013,377
khm,2014,855
khm,2015,884
khm,2016,890
khm,2017,846
khm,2018,835
khm,2019,826
khm,2020,818
khm,2021,958
kor,2010,742
kor,2011,727
kor,2012,760
kor,2013,699
kor,2014,620
kor,2015,627
kor,2016,630
kor,2017,627
kor,2018,629
kor,2019,627
kor,2020,697
kor,2021,632
lbr,2012,1
lbr,2013,49
lbr,2014,49
lbr,2015,49
lbr,2016,49
lbr,2017,79
lbr,2018,117
lbr,2019,129
lbr,2020,168
lbr,2021,175
lby,2010,3
lby,2020,2
lka,2010,1215
lka,2011,1225
lka,2012,1214
lka,2013,1072
lka,2014,1520
lka,2015,1286
lka,2016,514
lka,2017,563
lka,2018,744
lka,2019,687
lka,2020,684
lka,2021,686
lso,2010,7
lso,2011,1
lso,2012,4
lso,2013,3
lso,2014,3
lso,2015,2
lso,2016,2
ltu,2010,2
ltu,2011,2
ltu,2012,2
ltu,2013,5
ltu,2014,5
ltu,2015,4
ltu,2016,6
ltu,2017,7
ltu,2018,41
ltu,2019,40
ltu,2020,47
ltu,2021,47
lux,2010,3
lux,2011,3
lux,2012,3
lux,2013,2
lux,2014,2
lux,2020,2
lux,2021,2
lva,2016,1
lva,2017,3
lva,2018,17
lva,2019,10
lva,2020,1
lva,2021,1
mar,2010,1562
mar,2011,1586
mar,2012,1622
mar,2013,1598
mar,2014,2322
mar,2015,2320
mar,2016,2315
mar,2017,1605
mar,2018,2146
mar,2019,2142
mar,2020,2201
mar,2021,1710
mda,2010,8
mda,2011,8
mda,2012,9
mda,2013,10
mda,2014,12
mda,2015,13
mda,2016,12
mda,2017,10
mda,2018,13
mda,2019,12
mda,2020,10
mda,2021,10
mdg,2010,67
mdg,2011,61
mdg,2012,57
mdg,2013,71
mdg,2014,55
mdg,2015,46
mdg,2016,45
mdg,2017,45
mdg,2018,23
mdg,2019,25
mdg,2020,13
mdg,2021,11
mex,2015,12
mex,2016,30
mex,2017,35
mex,2018,18
mex,2019,22
mex,2020,16
mex,2021,18
mkd,2010,1
mkd,2011,1
mkd,2012,1
mkd,2013,1
mkd,2014,1
mkd,2015,1
mkd,2016,1
mkd,2017,1
mkd,2018,3
mkd,2019,3
mkd,2020,3
mkd,2021,7
mli,2010,137
mli,2011,124
mli,2012,109
mli,2013,88
mli,2014,85
mli,2015,109
mli,2016,94
mli,2017,60
mli,2018,63
mli,2019,64
mli,2020,29
mli,2021,23
mlt,2018,2
mlt,2019,11
mlt,2020,11
mlt,2021,22
mmr,2015,4
mmr,2016,4
mmr,2017,2
mmr,2018,3
mmr,2019,3
mne,2010,4
mne,2011,6
mne,2012,6
mne,2013,6
mne,2014,6
mne,2015,4
mne,2016,6
mne,2017,7
mne,2018,7
mne,2019,7
mne,2020,3
mne,2021,3
mng,2010,523
mng,2011,228
mng,2012,936
mng,2013,938
mng,2014,942
mng,2015,950
mng,2016,952
mng,2017,951
mng,2018,891
mng,2019,893
mng,2020,892
mng,2021,889
moz,2010,3
moz,2011,1
moz,2012,2
moz,2013,1
moz,2014,1
moz,2016,1
moz,2017,1
moz,2021,0
mrt,2012,10
mrt,2013,5
mrt,2014,149
mrt,2015,297
mrt,2016,1043
mrt,2017,1044
mrt,2018,1073
mrt,2019,1049
mrt,2020,763
mrt,2021,752
mwi,2010,214
mwi,2011,915
mwi,2012,948
mwi,2013,937
mwi,2014,897
mwi,2015,961
mwi,2016,984
mwi,2017,951
mwi,2018,951
mwi,2019,915
mwi,2020,887
mwi,2021,744
mys,2010,1163
mys,2011,1211
mys,2012,1216
mys,2013,968
mys,2014,906
mys,2015,889
mys,2016,887
mys,2017,879
mys,2018,873
mys,2019,854
mys,2020,848
mys,2021,847
nam,2010,96
nam,2011,90
nam,2012,76
nam,2013,83
nam,2014,99
nam,2015,107
nam,2016,75
nam,2017,76
nam,2018,77
nam,2019,59
nam,2020,42
nam,2021,29
ner,2010,590
ner,2011,1145
ner,2012,1140
ner,2013,1972
ner,2014,1886
ner,2015,2055
ner,2016,2062
ner,2017,1844
ner,2018,1083
ner,2019,1358
ner,2020,986
ner,2021,1002
nga,2010,5941
nga,2011,5873
nga,2012,5775
nga,2013,5463
nga,2014,4850
nga,2015,2980
nga,2016,2955
nga,2017,2191
nga,2018,875
nga,2019,434
nga,2020,320
nga,2021,327
nld,2010,48
nld,2011,46
nld,2012,41
nld,2013,47
nld,2014,718
nld,2015,750
nld,2016,557
nld,2017,458
nld,2018,372
nld,2019,293
nld,2020,27
nld,2021,27
nor,2010,216
nor,2011,71
nor,2012,64
nor,2013,71
nor,2014,94
nor,2015,237
nor,2016,150
nor,2017,78
nor,2018,72
nor,2019,144
nor,2020,71
nor,2021,195
npl,2010,5381
npl,2011,4454
npl,2012,3982
npl,2013,4606
npl,2014,5209
npl,2015,5399
npl,2016,5353
npl,2017,5492
npl,2018,6257
npl,2019,5834
npl,2020,5722
npl,2021,5711
nzl,2010,38
nzl,2011,24
nzl,2012,24
nzl,2013,13
nzl,2014,14
nzl,2015,11
nzl,2016,11
nzl,2017,12
nzl,2018,14
nzl,2019,14
nzl,2020,13
nzl,2021,12
pak,2010,10834
pak,2011,10675
pak,2012,9527
pak,2013,8298
pak,2014,8283
pak,2015,8480
pak,2016,7625
pak,2017,7136
pak,2018,6218
pak,2019,5264
pak,2020,4737
pak,2021,4761
per,2010,401
per,2011,400
per,2012,392
per,2013,405
per,2014,407
per,2015,558
per,2016,395
per,2017,396
per,2018,237
per,2019,241
per,2020,237
per,2021,257
phl,2010,1064
phl,2011,927
phl,2012,927
phl,2013,738
phl,2014,681
phl,2015,186
phl,2016,172
phl,2017,156
phl,2018,31
phl,2019,35
phl,2020,28
phl,2021,11
plw,2010,2
plw,2011,1
plw,2012,3
plw,2013,3
plw,2014,3
png,2011,1
png,2012,3
png,2013,2
png,2014,1
png,2015,4
png,2016,4
png,2017,4
png,2018,4
png,2020,2
png,2021,2
pol,2010,21
pol,2011,17
pol,2012,17
pol,2013,13
pol,2014,16
pol,2015,15
pol,2016,13
pol,2017,9
pol,2018,8
pol,2019,232
pol,2020,233
pol,2021,209
prt,2010,358
prt,2011,352
prt,2012,326
prt,2013,2
prt,2014,51
prt,2015,50
prt,2016,84
prt,2017,245
prt,2018,220
prt,2019,221
prt,2020,283
prt,2021,276
pry,2010,184
pry,2011,208
pry,2012,224
pry,2013,219
pry,2014,171
pry,2015,169
pry,2016,159
pry,2017,159
pry,2018,34
pry,2019,31
pry,2020,33
pry,2021,32
qat,2010,10
qat,2011,3
qat,2012,3
qat,2013,3
qat,2014,3
qat,2015,3
qat,2016,3
qat,2017,3
qat,2018,2
qat,2019,2
qat,2020,1
qat,2021,1
rou,2010,99
rou,2011,87
rou,2012,78
rou,2013,76
rou,2014,80
rou,2015,107
rou,2016,102
rou,2017,101
rou,2018,70
rou,2019,178
rou,2020,262
rou,2021,54
rus,2010,367
rus,2011,257
rus,2012,236
rus,2013,106
rus,2014,112
rus,2015,84
rus,2016,105
rus,2017,104
rus,2018,90
rus,2019,84
rus,2020,80
rus,2021,74
rwa,2010,3810
rwa,2011,3946
rwa,2012,4577
rwa,2013,4751
rwa,2014,5698
rwa,2015,6085
rwa,2016,6163
rwa,2017,6498
rwa,2018,7112
rwa,2019,6546
rwa,2020,6397
rwa,2021,6378
sen,2010,2437
sen,2011,2362
sen,2012,2343
sen,2013,2998
sen,2014,2971
sen,2015,3727
sen,2016,3731
sen,2017,3580
sen,2018,3219
sen,2019,2657
sen,2020,2249
sen,2021,2237
sgp,2010,38
sgp,2011,23
sgp,2012,12
sgp,2013,2
slb,2016,5
slb,2017,5
slb,2018,7
slb,2019,3
sle,2010,312
sle,2011,433
sle,2012,408
sle,2013,342
sle,2014,122
sle,2015,99
sle,2016,100
sle,2017,114
sle,2018,116
sle,2019,77
sle,2020,105
sle,2021,96
slv,2010,122
slv,2011,105
slv,2012,95
slv,2013,107
slv,2014,132
slv,2015,209
slv,2016,262
slv,2017,266
slv,2018,287
slv,2019,304
slv,2020,294
slv,2021,303
srb,2010,48
srb,2011,80
srb,2012,79
srb,2013,213
srb,2014,324
srb,2015,329
srb,2016,318
srb,2017,315
srb,2018,316
srb,2019,264
srb,2020,281
srb,2021,331
svk,2010,200
svk,2011,201
svk,2012,162
svk,2013,162
svk,2014,163
svk,2015,171
svk,2016,182
svk,2017,182
svk,2018,251
svk,2019,255
svk,2020,329
svk,2021,251
svn,2010,30
svn,2011,17
svn,2012,32
svn,2013,33
svn,2014,19
svn,2015,17
svn,2016,18
svn,2017,18
svn,2018,23
svn,2019,18
svn,2020,10
svn,2021,8
swe,2010,62
swe,2011,56
swe,2012,69
swe,2013,75
swe,2014,218
swe,2015,321
swe,2016,289
swe,2017,385
swe,2018,380
swe,2019,361
swe,2020,295
swe,2021,239
swz,2020,2
tcd,2010,84
tcd,2011,74
tcd,2012,72
tcd,2013,1305
tcd,2014,1263
tcd,2015,1203
tcd,2016,1552
tcd,2017,1436
tcd,2018,1494
tcd,2019,1559
tcd,2020,1478
tcd,2021,1843
tgo,2010,850
tgo,2011,705
tgo,2012,700
tgo,2013,1807
tgo,2014,1759
tgo,2015,1804
tgo,2016,1829
tgo,2017,1619
tgo,2018,1443
tgo,2019,1440
tgo,2020,1465
tgo,2021,1458
tha,2010,470
tha,2011,868
tha,2012,873
tha,2013,38
tha,2014,39
tha,2015,1000
tha,2016,34
tha,2017,29
tha,2018,304
tha,2019,299
tha,2020,301
tha,2021,301
tjk,2010,16
tjk,2011,12
tjk,2012,11
tjk,2013,27
tjk,2014,19
tjk,2018,5
tjk,2019,7
tjk,2020,9
tjk,2021,7
tls,2011,1
tls,2012,12
tls,2013,3
tls,2014,3
tls,2015,3
tls,2016,3
tls,2020,4
tls,2021,4
tun,2010,512
tun,2011,42
tun,2012,43
tun,2013,169
tun,2014,144
tun,2015,227
tun,2016,250
tun,2017,256
tun,2018,215
tun,2019,244
tun,2020,185
tun,2021,186
tur,2010,664
tur,2011,630
tur,2012,693
tur,2013,636
tur,2014,290
tur,2015,201
tur,2016,188
tur,2017,148
tur,2018,167
tur,2019,170
tur,2020,219
tur,2021,152
tza,2010,1150
tza,2011,1267
tza,2012,1211
tza,2013,2551
tza,2014,2428
tza,2015,2342
tza,2016,2345
tza,2017,2673
tza,2018,2681
tza,2019,2349
tza,2020,2305
tza,2021,1759
uga,2010,190
uga,2011,179
uga,2012,52
uga,2013,61
uga,2014,60
uga,2015,53
uga,2016,589
uga,2017,564
uga,2018,561
uga,2019,656
uga,2020,655
uga,2021,651
ukr,2010,374
ukr,2011,377
ukr,2012,533
ukr,2013,634
ukr,2014,619
ukr,2015,570
ukr,2016,535
ukr,2017,479
ukr,2018,423
ukr,2019,337
ukr,2020,384
ukr,2021,305
ury,2010,2575
ury,2011,2450
ury,2012,2272
ury,2013,2183
ury,2014,2157
ury,2015,1463
ury,2016,1472
ury,2017,1418
ury,2018,971
ury,2019,1134
ury,2020,1167
ury,2021,1158
usa,2010,90
usa,2011,144
usa,2012,150
usa,2013,118
usa,2014,140
usa,2015,126
usa,2016,79
usa,2017,78
usa,2018,71
usa,2019,41
usa,2020,33
usa,2021,32
vnm,2014,2
vnm,2015,5
vnm,2016,8
vnm,2017,7
vnm,2018,73
vnm,2019,76
vnm,2020,79
vnm,2021,75
vut,2010,34
vut,2013,5
vut,2014,7
vut,2015,16
vut,2016,12
vut,2017,1
wsm,2010,16
wsm,2011,15
wsm,2012,19
wsm,2013,17
wsm,2014,16
wsm,2015,16
wsm,2016,18
wsm,2017,18
wsm,2018,25
wsm,2019,19
wsm,2020,19
wsm,2021,19
yem,2010,223
yem,2011,303
yem,2012,377
yem,2013,345
yem,2014,307
yem,2015,341
yem,2016,336
yem,2017,230
yem,2018,12
yem,2019,2
zaf,2010,2203
zaf,2011,2188
zaf,2012,2126
zaf,2013,2201
zaf,2014,2251
zaf,2015,2173
zaf,2016,2128
zaf,2017,1432
zaf,2018,1260
zaf,2019,1192
zaf,2020,1190
zaf,2021,1088
zmb,2010,1015
zmb,2011,818
zmb,2012,307
zmb,2013,217
zmb,2014,143
zmb,2015,938
zmb,2016,971
zmb,2017,1118
zmb,2018,1124
zmb,2019,1038
zmb,2020,1018
zmb,2021,1007
zwe,2010,145
zwe,2011,149
zwe,2012,99
zwe,2013,108
zwe,2014,106
zwe,2015,102
zwe,2016,102
zwe,2017,97
zwe,2018,100
zwe,2019,97
zwe,2020,94
zwe,2021,89
