country,time,c_fundright_idea
can,1980,-0.04986
can,1981,0.08649
can,1982,2.49096
can,1983,-0.00552
can,1984,0.36445
can,1985,0.12401
can,1986,0.67813
can,1987,-0.5678
can,1988,0.22139
can,1989,-0.07673
can,1990,0.7989
can,1991,-0.3891
can,1992,0.16233
can,1993,0.08365
can,1994,0.21627
can,1995,0.22509
can,1996,0.42003
can,1997,0.11538
can,1998,-0.18105
can,1999,0.2301
can,2000,0.5609
can,2001,-0.91791
can,2002,0.04428
can,2003,0.23793
can,2004,0.15906
can,2005,-0.53238
can,2006,-0.01975
can,2007,0.14656
can,2008,-0.18857
can,2009,0.47937
can,2010,-0.82736
can,2011,0.56911
can,2012,0.14619
can,2013,0.37572
can,2014,-0.0239
can,2015,-0.60327
can,2016,0.63112
can,2017,-0.16634
can,2018,0.7233
can,2019,-4.28116
che,1976,0.43267
che,1977,-0.42655
che,1978,0.51987
che,1979,0.40731
che,1980,0.0088
che,1981,0.47713
che,1982,-0.06484
che,1983,0.18739
che,1984,-0.41689
che,1985,0.27791
che,1986,0.15936
che,1987,-0.10211
che,1988,0.41278
che,1989,0.08039
che,1990,1.76646
che,1991,1.68728
che,1992,-0.476
che,1993,-0.05929
che,1994,0.32281
che,1995,-0.13812
che,1996,0.64183
che,1997,-0.06378
che,1998,0.11756
che,1999,-0.45674
che,2000,1.20792
che,2001,-0.25255
che,2002,-0.09814
che,2003,0.34914
che,2004,-0.16824
che,2005,0.15804
che,2006,-0.20783
che,2007,0.1683
che,2008,0.05783
che,2009,-0.16286
che,2010,0.04393
che,2011,0.11348
che,2012,-0.24504
che,2013,0.96602
che,2014,-0.14131
che,2015,-0.29138
che,2016,0.39047
che,2017,-0.33547
che,2018,0.68514
che,2019,-1.33387
chl,1976,0.04412
chl,1977,1.79277
chl,1978,-0.27388
chl,1979,0.55143
chl,1980,0.52905
chl,1981,0.30229
chl,1982,0.02687
chl,1983,0.83525
chl,1984,-0.32125
chl,1985,0.48413
chl,1986,-0.18202
chl,1987,0.38095
chl,1988,0.99103
chl,1989,2.27772
chl,1990,34.56377
chl,1991,0.81063
chl,1992,-0.06116
chl,1993,-0.03406
chl,1994,0.5114
chl,1995,0.63748
chl,1996,1.49353
chl,1997,-0.20072
chl,1998,0.32797
chl,1999,-0.11008
chl,2000,2.0028
chl,2001,-0.11102
chl,2002,1.20575
chl,2003,-0.4647
chl,2004,0.82955
chl,2005,-0.11859
chl,2006,-0.60417
chl,2007,-0.06895
chl,2008,0.15245
chl,2009,-0.09633
chl,2010,-0.43407
chl,2011,1.00913
chl,2012,0.0534
chl,2013,1.62322
chl,2014,0.28611
chl,2015,-0.07915
chl,2016,-0.42009
chl,2017,0.03464
chl,2018,-1.92181
chl,2019,-3.55207
chn,1976,0.22969
chn,1977,1.27332
chn,1978,6.05946
chn,1979,7.32649
chn,1980,5.67407
chn,1981,-0.11029
chn,1982,0.06135
chn,1983,0.05528
chn,1984,0.24057
chn,1985,-0.09603
chn,1986,0.1086
chn,1987,0.07434
chn,1988,0.11731
chn,1989,-1.19297
chn,1990,0.18607
chn,1991,-0.57262
chn,1992,0.57976
chn,1993,0.15036
chn,1994,0.20223
chn,1995,-0.3466
chn,1996,0.03073
chn,1997,2.00587
chn,1998,-0.18633
chn,1999,-0.29774
chn,2000,0.12645
chn,2001,0.05568
chn,2002,1.19705
chn,2003,-0.83833
chn,2004,0.38965
chn,2005,0.08596
chn,2006,-0.0195
chn,2007,-0.28826
chn,2008,0.24681
chn,2009,-0.16626
chn,2010,0.34384
chn,2011,0.2455
chn,2012,-0.09145
chn,2013,-0.32882
chn,2014,-0.13892
chn,2015,-1.32004
chn,2016,0.04733
chn,2017,1.0943
chn,2018,-0.23847
chn,2019,-0.65681
civ,1976,0.18649
civ,1977,-0.21911
civ,1978,0.47749
civ,1979,-0.18086
civ,1980,-0.07231
civ,1981,0.26656
civ,1982,0.01602
civ,1983,0.06118
civ,1984,0.06453
civ,1985,0.71249
civ,1986,-0.50406
civ,1987,-0.03409
civ,1988,-0.19352
civ,1989,0.14911
civ,1990,4.3577
civ,1991,0.84425
civ,1992,-0.14982
civ,1993,-0.05503
civ,1994,0.48942
civ,1995,0.58045
civ,1996,0.08476
civ,1997,0.11807
civ,1998,-0.02237
civ,1999,-0.24958
civ,2000,3.3702
civ,2001,0.17605
civ,2002,-0.80911
civ,2003,-0.41415
civ,2004,-0.2565
civ,2005,-0.25788
civ,2006,0.94833
civ,2007,0.37621
civ,2008,0.0827
civ,2009,-1.37089
civ,2010,-1.30374
civ,2011,-0.8838
civ,2012,2.03041
civ,2013,7.36384
civ,2014,0.34703
civ,2015,-0.02116
civ,2016,-0.28668
civ,2017,-2.90087
civ,2018,-1.92316
civ,2019,-3.50032
cmr,1976,-0.17852
cmr,1977,-0.05189
cmr,1978,0.18504
cmr,1979,0.03875
cmr,1980,2.56883
cmr,1981,0.07122
cmr,1982,4.7179
cmr,1983,0.46524
cmr,1984,-0.19623
cmr,1985,0.2213
cmr,1986,-0.06602
cmr,1987,0.60656
cmr,1988,-0.5674
cmr,1989,0.38344
cmr,1990,1.65278
cmr,1991,0.72838
cmr,1992,1.48479
cmr,1993,4.05972
cmr,1994,-0.35947
cmr,1995,0.78583
cmr,1996,-0.31684
cmr,1997,0.39408
cmr,1998,-0.30003
cmr,1999,-0.57489
cmr,2000,1.24775
cmr,2001,0.33074
cmr,2002,-0.2982
cmr,2003,0.13215
cmr,2004,0.08112
cmr,2005,-5.09711
cmr,2006,-0.87552
cmr,2007,0.49956
cmr,2008,-0.44707
cmr,2009,0.22561
cmr,2010,-0.31205
cmr,2011,0.59249
cmr,2012,0.16839
cmr,2013,-4.69046
cmr,2014,-0.08421
cmr,2015,-0.34014
cmr,2016,-2.77602
cmr,2017,-2.04815
cmr,2018,-0.36134
cmr,2019,5.35233
cod,1976,0.47308
cod,1977,-0.45546
cod,1978,0.262
cod,1979,-0.35762
