country,time,un_peakeeper_rate
cpv,2019,0
cri,2016,0
cri,2017,0
cri,2018,0
cri,2019,0
cub,2017,0
cub,2018,0
cub,2019,0
cub,2020,0
cyp,2010,0
cyp,2011,0
cyp,2012,0
cyp,2013,0
cyp,2014,0
cyp,2015,0
cyp,2016,0
cyp,2017,0
cyp,2018,0
cyp,2019,0
cyp,2020,0
cyp,2021,0
cze,2010,0
cze,2011,0
cze,2012,0
cze,2013,0
cze,2014,0
cze,2015,0
cze,2016,0
cze,2017,0
cze,2018,0
cze,2019,0
cze,2020,0
cze,2021,0
deu,2010,0
deu,2011,0
deu,2012,0
deu,2013,0
deu,2014,0
deu,2015,0
deu,2016,1
deu,2017,1
deu,2018,1
deu,2019,1
deu,2020,1
deu,2021,1
dji,2010,6
dji,2011,5
dji,2012,6
dji,2013,21
dji,2014,19
dji,2015,18
dji,2016,18
dji,2017,18
dji,2018,19
dji,2019,18
dji,2020,19
dji,2021,18
dnk,2010,3
dnk,2011,4
dnk,2012,1
dnk,2013,1
dnk,2014,1
dnk,2015,1
dnk,2016,1
dnk,2017,1
dnk,2018,0
dnk,2019,1
dnk,2020,2
dnk,2021,0
dom,2013,0
dom,2014,0
dom,2016,0
dom,2017,0
dom,2018,0
dom,2019,0
dom,2020,0
dom,2021,0
dza,2010,0
dza,2011,0
dza,2012,0
dza,2013,0
dza,2014,0
dza,2015,0
dza,2016,0
dza,2017,0
dza,2018,0
dza,2019,0
dza,2020,0
dza,2021,0
ecu,2010,1
ecu,2011,1
ecu,2012,1
ecu,2013,1
ecu,2014,0
ecu,2015,1
ecu,2016,0
ecu,2017,0
ecu,2018,0
ecu,2019,0
ecu,2020,0
ecu,2021,0
egy,2010,7
egy,2011,6
egy,2012,5
egy,2013,4
egy,2014,3
egy,2015,3
egy,2016,3
egy,2017,3
egy,2018,4
egy,2019,4
egy,2020,3
egy,2021,3
esp,2010,2
esp,2011,2
esp,2012,2
esp,2013,2
esp,2014,1
esp,2015,1
esp,2016,1
esp,2017,1
esp,2018,1
esp,2019,1
esp,2020,2
esp,2021,2
est,2010,0
est,2011,0
est,2012,0
est,2013,0
est,2014,0
est,2015,4
est,2016,4
est,2017,4
est,2018,4
est,2019,1
est,2020,1
est,2021,0
eth,2010,3
eth,2011,7
eth,2012,7
eth,2013,7
eth,2014,8
eth,2015,8
eth,2016,8
eth,2017,8
eth,2018,8
eth,2019,7
eth,2020,6
eth,2021,5
fin,2010,2
fin,2011,0
fin,2012,4
fin,2013,7
fin,2014,7
fin,2015,7
fin,2016,6
fin,2017,6
fin,2018,6
fin,2019,4
fin,2020,6
fin,2021,5
fji,2010,32
fji,2011,43
fji,2012,43
fji,2013,89
fji,2014,89
fji,2015,78
fji,2016,76
fji,2017,75
fji,2018,74
fji,2019,51
fji,2020,39
fji,2021,38
fra,2010,3
fra,2011,2
fra,2012,2
fra,2013,2
fra,2014,1
fra,2015,1
fra,2016,1
fra,2017,2
fra,2018,1
fra,2019,1
fra,2020,2
fra,2021,1
gab,2010,0
gab,2014,27
gab,2015,26
gab,2016,22
gab,2017,21
gab,2018,22
gab,2019,21
gab,2020,20
gab,2021,20
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,1
gbr,2014,1
gbr,2015,0
gbr,2016,1
gbr,2017,1
gbr,2018,1
gbr,2019,1
gbr,2020,1
gbr,2021,1
geo,2015,0
geo,2016,0
geo,2017,0
gha,2010,16
gha,2011,12
gha,2012,11
gha,2013,11
gha,2014,11
gha,2015,12
gha,2016,11
gha,2017,10
gha,2018,9
gha,2019,9
gha,2020,9
gha,2021,7
gin,2010,1
gin,2011,1
gin,2012,1
gin,2013,2
gin,2014,2
gin,2015,8
gin,2016,8
gin,2017,8
gin,2018,8
gin,2019,7
gin,2020,12
gin,2021,5
gmb,2010,29
gmb,2011,23
gmb,2012,25
gmb,2013,21
gmb,2014,20
gmb,2015,17
gmb,2016,17
gmb,2017,16
gmb,2018,13
gmb,2019,9
gmb,2020,10
gmb,2021,9
gnb,2010,0
gnb,2011,0
gnb,2013,0
gnb,2014,0
gnb,2015,0
gnb,2016,0
gnb,2017,0
gnb,2020,0
grc,2010,1
grc,2011,1
grc,2012,1
grc,2013,2
grc,2014,1
grc,2015,1
grc,2016,1
grc,2017,1
grc,2018,2
grc,2019,2
grc,2020,1
grc,2021,1
grd,2010,3
grd,2011,3
grd,2012,2
grd,2013,2
grd,2014,2
grd,2015,2
grd,2016,1
gtm,2010,2
gtm,2011,2
gtm,2012,2
gtm,2013,2
gtm,2014,2
gtm,2015,2
gtm,2016,1
gtm,2017,1
gtm,2018,1
gtm,2019,1
gtm,2020,1
gtm,2021,1
hnd,2010,0
hnd,2011,0
hnd,2012,0
hnd,2013,0
hnd,2014,1
hnd,2015,1
hnd,2016,1
hnd,2017,1
hnd,2018,0
hnd,2019,0
hnd,2020,0
hnd,2021,0
hrv,2010,3
hrv,2011,3
hrv,2012,3
hrv,2013,3
hrv,2014,1
hrv,2015,0
hrv,2016,0
hrv,2017,0
hrv,2018,2
hrv,2019,2
hrv,2020,0
hrv,2021,0
hun,2010,1
hun,2011,1
hun,2012,1
hun,2013,1
hun,2014,1
hun,2015,1
hun,2016,1
hun,2017,1
hun,2018,1
hun,2019,0
hun,2020,0
hun,2021,0
idn,2010,1
idn,2011,1
idn,2012,1
idn,2013,1
idn,2014,1
idn,2015,1
idn,2016,1
idn,2017,1
idn,2018,1
idn,2019,1
idn,2020,1
idn,2021,1
ind,2010,1
ind,2011,1
ind,2012,1
ind,2013,1
ind,2014,1
ind,2015,1
ind,2016,1
ind,2017,1
ind,2018,0
ind,2019,0
ind,2020,0
ind,2021,0
irl,2010,10
irl,2011,11
irl,2012,11
irl,2013,11
irl,2014,8
irl,2015,8
irl,2016,12
irl,2017,12
irl,2018,13
irl,2019,13
irl,2020,11
irl,2021,11
irn,2010,0
irn,2011,0
irn,2012,0
irn,2013,0
irn,2014,0
irn,2015,0
irn,2016,0
irn,2017,0
irn,2018,0
irn,2019,0
irn,2020,0
irn,2021,0
isl,2010,1
isr,2010,0
ita,2010,4
ita,2011,3
ita,2012,2
ita,2013,3
ita,2014,2
ita,2015,2
ita,2016,2
ita,2017,2
ita,2018,2
ita,2019,2
ita,2020,2
ita,2021,2
jam,2010,1
jam,2011,1
jam,2012,1
jam,2013,0
jam,2014,0
jam,2015,0
jam,2016,0
jam,2017,0
jor,2010,55
jor,2011,54
jor,2012,48
jor,2013,42
jor,2014,37
jor,2015,19
jor,2016,17
jor,2017,10
jor,2018,9
jor,2019,9
jor,2020,5
jor,2021,6
jpn,2010,0
jpn,2011,0
jpn,2012,0
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,0
jpn,2017,0
jpn,2018,0
jpn,2019,0
jpn,2020,0
jpn,2021,0
kaz,2010,0
kaz,2011,0
kaz,2012,0
kaz,2014,0
kaz,2015,0
kaz,2016,0
kaz,2017,0
kaz,2018,1
kaz,2019,1
kaz,2020,1
kaz,2021,1
ken,2010,2
ken,2011,2
ken,2012,2
ken,2013,2
ken,2014,2
ken,2015,3
ken,2016,3
ken,2017,1
ken,2018,0
ken,2019,0
ken,2020,0
ken,2021,0
kgz,2010,1
kgz,2011,0
kgz,2012,1
kgz,2013,0
kgz,2014,1
kgz,2015,0
kgz,2016,0
kgz,2017,0
kgz,2018,0
kgz,2019,0
kgz,2020,0
kgz,2021,0
khm,2010,2
khm,2011,2
khm,2012,2
khm,2013,3
khm,2014,6
khm,2015,6
khm,2016,6
khm,2017,5
khm,2018,5
khm,2019,5
khm,2020,5
khm,2021,6
kor,2010,1
kor,2011,1
kor,2012,2
kor,2013,1
kor,2014,1
kor,2015,1
kor,2016,1
kor,2017,1
kor,2018,1
kor,2019,1
kor,2020,1
kor,2021,1
lbr,2012,0
lbr,2013,1
lbr,2014,1
lbr,2015,1
lbr,2016,1
lbr,2017,2
lbr,2018,2
lbr,2019,3
lbr,2020,3
lbr,2021,3
lby,2010,0
lby,2020,0
lka,2010,6
lka,2011,6
lka,2012,6
lka,2013,5
lka,2014,7
lka,2015,6
lka,2016,2
lka,2017,3
lka,2018,4
lka,2019,3
lka,2020,3
lka,2021,3
lso,2010,0
lso,2011,0
lso,2012,0
lso,2013,0
lso,2014,0
lso,2015,0
lso,2016,0
ltu,2010,0
ltu,2011,0
ltu,2012,0
ltu,2013,0
ltu,2014,0
ltu,2015,0
ltu,2016,0
ltu,2017,0
ltu,2018,1
ltu,2019,1
ltu,2020,2
ltu,2021,2
lux,2010,1
lux,2011,1
lux,2012,1
lux,2013,0
lux,2014,0
lux,2020,0
lux,2021,0
lva,2016,0
lva,2017,0
lva,2018,1
lva,2019,1
lva,2020,0
lva,2021,0
mar,2010,5
mar,2011,5
mar,2012,5
mar,2013,5
mar,2014,7
mar,2015,7
mar,2016,7
mar,2017,5
mar,2018,6
mar,2019,6
mar,2020,6
mar,2021,5
mda,2010,0
mda,2011,0
mda,2012,0
mda,2013,0
mda,2014,0
mda,2015,0
mda,2016,0
mda,2017,0
mda,2018,0
mda,2019,0
mda,2020,0
mda,2021,0
mdg,2010,0
mdg,2011,0
mdg,2012,0
mdg,2013,0
mdg,2014,0
mdg,2015,0
mdg,2016,0
mdg,2017,0
mdg,2018,0
mdg,2019,0
mdg,2020,0
mdg,2021,0
mex,2015,0
mex,2016,0
mex,2017,0
mex,2018,0
mex,2019,0
mex,2020,0
mex,2021,0
mkd,2010,0
mkd,2011,0
mkd,2012,0
mkd,2013,0
mkd,2014,0
mkd,2015,0
mkd,2016,0
mkd,2017,0
mkd,2018,0
mkd,2019,0
mkd,2020,0
mkd,2021,0
mli,2010,1
mli,2011,1
mli,2012,1
mli,2013,1
mli,2014,1
mli,2015,1
mli,2016,1
mli,2017,0
mli,2018,0
mli,2019,0
mli,2020,0
mli,2021,0
mlt,2018,0
mlt,2019,2
mlt,2020,2
mlt,2021,5
mmr,2015,0
mmr,2016,0
mmr,2017,0
mmr,2018,0
mmr,2019,0
mne,2010,1
mne,2011,1
mne,2012,1
mne,2013,1
mne,2014,1
mne,2015,1
mne,2016,1
mne,2017,1
mne,2018,1
mne,2019,1
mne,2020,0
mne,2021,0
mng,2010,19
mng,2011,8
mng,2012,33
mng,2013,33
mng,2014,32
mng,2015,32
mng,2016,31
mng,2017,31
mng,2018,28
mng,2019,28
mng,2020,27
mng,2021,27
moz,2010,0
moz,2011,0
moz,2012,0
moz,2013,0
moz,2014,0
moz,2016,0
moz,2017,0
moz,2021,0
mrt,2012,0
mrt,2013,0
mrt,2014,4
mrt,2015,7
mrt,2016,25
mrt,2017,24
mrt,2018,24
mrt,2019,23
mrt,2020,16
mrt,2021,16
mwi,2010,1
mwi,2011,6
mwi,2012,6
mwi,2013,6
mwi,2014,6
mwi,2015,6
mwi,2016,6
mwi,2017,5
mwi,2018,5
mwi,2019,5
mwi,2020,5
mwi,2021,4
mys,2010,4
mys,2011,4
mys,2012,4
mys,2013,3
mys,2014,3
mys,2015,3
mys,2016,3
mys,2017,3
mys,2018,3
mys,2019,3
mys,2020,3
mys,2021,3
nam,2010,5
nam,2011,4
nam,2012,3
nam,2013,4
nam,2014,4
nam,2015,5
nam,2016,3
nam,2017,3
nam,2018,3
nam,2019,2
nam,2020,2
nam,2021,1
ner,2010,4
ner,2011,7
ner,2012,6
ner,2013,11
ner,2014,10
ner,2015,10
ner,2016,10
ner,2017,9
ner,2018,5
ner,2019,6
ner,2020,4
ner,2021,4
nga,2010,4
nga,2011,4
nga,2012,3
nga,2013,3
nga,2014,3
nga,2015,2
nga,2016,2
nga,2017,1
nga,2018,0
nga,2019,0
nga,2020,0
nga,2021,0
nld,2010,0
nld,2011,0
nld,2012,0
nld,2013,0
nld,2014,4
nld,2015,4
nld,2016,3
nld,2017,3
nld,2018,2
nld,2019,2
nld,2020,0
nld,2021,0
nor,2010,4
nor,2011,1
nor,2012,1
nor,2013,1
nor,2014,2
nor,2015,5
nor,2016,3
nor,2017,1
nor,2018,1
nor,2019,3
nor,2020,1
nor,2021,4
npl,2010,20
npl,2011,16
npl,2012,15
npl,2013,17
npl,2014,19
npl,2015,20
npl,2016,20
npl,2017,20
npl,2018,22
npl,2019,20
npl,2020,20
npl,2021,19
nzl,2010,1
nzl,2011,1
nzl,2012,1
nzl,2013,0
nzl,2014,0
nzl,2015,0
nzl,2016,0
nzl,2017,0
nzl,2018,0
nzl,2019,0
nzl,2020,0
nzl,2021,0
pak,2010,6
pak,2011,6
pak,2012,5
pak,2013,4
pak,2014,4
pak,2015,4
pak,2016,4
pak,2017,3
pak,2018,3
pak,2019,2
pak,2020,2
pak,2021,2
per,2010,1
per,2011,1
per,2012,1
per,2013,1
per,2014,1
per,2015,2
per,2016,1
per,2017,1
per,2018,1
per,2019,1
per,2020,1
per,2021,1
phl,2010,1
phl,2011,1
phl,2012,1
phl,2013,1
phl,2014,1
phl,2015,0
phl,2016,0
phl,2017,0
phl,2018,0
phl,2019,0
phl,2020,0
phl,2021,0
plw,2010,11
plw,2011,6
plw,2012,17
plw,2013,17
plw,2014,17
png,2011,0
png,2012,0
png,2013,0
png,2014,0
png,2015,0
png,2016,0
png,2017,0
png,2018,0
png,2020,0
png,2021,0
pol,2010,0
pol,2011,0
pol,2012,0
pol,2013,0
pol,2014,0
pol,2015,0
pol,2016,0
pol,2017,0
pol,2018,0
pol,2019,1
pol,2020,1
pol,2021,1
prt,2010,3
prt,2011,3
prt,2012,3
prt,2013,0
prt,2014,0
prt,2015,0
prt,2016,1
prt,2017,2
prt,2018,2
prt,2019,2
prt,2020,3
prt,2021,3
pry,2010,3
pry,2011,3
pry,2012,3
pry,2013,3
pry,2014,3
pry,2015,3
pry,2016,2
pry,2017,2
pry,2018,0
pry,2019,0
pry,2020,0
pry,2021,0
qat,2010,1
qat,2011,0
qat,2012,0
qat,2013,0
qat,2014,0
qat,2015,0
qat,2016,0
qat,2017,0
qat,2018,0
qat,2019,0
qat,2020,0
qat,2021,0
rou,2010,0
rou,2011,0
rou,2012,0
rou,2013,0
rou,2014,0
rou,2015,1
rou,2016,1
rou,2017,1
rou,2018,0
rou,2019,1
rou,2020,1
rou,2021,0
rus,2010,0
rus,2011,0
rus,2012,0
rus,2013,0
rus,2014,0
rus,2015,0
rus,2016,0
rus,2017,0
rus,2018,0
rus,2019,0
rus,2020,0
rus,2021,0
rwa,2010,38
rwa,2011,38
rwa,2012,43
rwa,2013,44
rwa,2014,51
rwa,2015,54
rwa,2016,53
rwa,2017,54
rwa,2018,58
rwa,2019,52
rwa,2020,49
rwa,2021,48
sen,2010,19
sen,2011,18
sen,2012,17
sen,2013,22
sen,2014,21
sen,2015,26
sen,2016,25
sen,2017,23
sen,2018,20
sen,2019,16
sen,2020,13
sen,2021,13
sgp,2010,1
sgp,2011,0
sgp,2012,0
sgp,2013,0
slb,2016,1
slb,2017,1
slb,2018,1
slb,2019,0
sle,2010,5
sle,2011,7
sle,2012,6
sle,2013,5
sle,2014,2
sle,2015,1
sle,2016,1
sle,2017,2
sle,2018,2
sle,2019,1
sle,2020,1
sle,2021,1
slv,2010,2
slv,2011,2
slv,2012,2
slv,2013,2
slv,2014,2
slv,2015,3
slv,2016,4
slv,2017,4
slv,2018,4
slv,2019,5
slv,2020,5
slv,2021,5
srb,2010,1
srb,2011,1
srb,2012,1
srb,2013,2
srb,2014,4
srb,2015,4
srb,2016,4
srb,2017,4
srb,2018,4
srb,2019,3
srb,2020,3
srb,2021,4
svk,2010,4
svk,2011,4
svk,2012,3
svk,2013,3
svk,2014,3
svk,2015,3
svk,2016,3
svk,2017,3
svk,2018,5
svk,2019,5
svk,2020,6
svk,2021,5
svn,2010,1
svn,2011,1
svn,2012,2
svn,2013,2
svn,2014,1
svn,2015,1
svn,2016,1
svn,2017,1
svn,2018,1
svn,2019,1
svn,2020,0
svn,2021,0
swe,2010,1
swe,2011,1
swe,2012,1
swe,2013,1
swe,2014,2
swe,2015,3
swe,2016,3
swe,2017,4
swe,2018,4
swe,2019,4
swe,2020,3
swe,2021,2
swz,2020,0
tcd,2010,1
tcd,2011,1
tcd,2012,1
tcd,2013,10
tcd,2014,9
tcd,2015,9
tcd,2016,11
tcd,2017,10
tcd,2018,10
tcd,2019,10
tcd,2020,9
tcd,2021,11
tgo,2010,13
tgo,2011,11
tgo,2012,10
tgo,2013,26
tgo,2014,25
tgo,2015,25
tgo,2016,24
tgo,2017,21
tgo,2018,18
tgo,2019,18
tgo,2020,18
tgo,2021,17
tha,2010,1
tha,2011,1
tha,2012,1
tha,2013,0
tha,2014,0
tha,2015,1
tha,2016,0
tha,2017,0
tha,2018,0
tha,2019,0
tha,2020,0
tha,2021,0
tjk,2010,0
tjk,2011,0
tjk,2012,0
tjk,2013,0
tjk,2014,0
tjk,2018,0
tjk,2019,0
tjk,2020,0
tjk,2021,0
tls,2011,0
tls,2012,1
tls,2013,0
tls,2014,0
tls,2015,0
tls,2016,0
tls,2020,0
tls,2021,0
tun,2010,5
tun,2011,0
tun,2012,0
tun,2013,2
tun,2014,1
tun,2015,2
tun,2016,2
tun,2017,2
tun,2018,2
tun,2019,2
tun,2020,2
tun,2021,2
tur,2010,1
tur,2011,1
tur,2012,1
tur,2013,1
tur,2014,0
tur,2015,0
tur,2016,0
tur,2017,0
tur,2018,0
tur,2019,0
tur,2020,0
tur,2021,0
tza,2010,3
tza,2011,3
tza,2012,3
tza,2013,5
tza,2014,5
tza,2015,5
tza,2016,4
tza,2017,5
tza,2018,5
tza,2019,4
tza,2020,4
tza,2021,3
uga,2010,1
uga,2011,1
uga,2012,0
uga,2013,0
uga,2014,0
uga,2015,0
uga,2016,1
uga,2017,1
uga,2018,1
uga,2019,1
uga,2020,1
uga,2021,1
ukr,2010,1
ukr,2011,1
ukr,2012,1
ukr,2013,1
ukr,2014,1
ukr,2015,1
ukr,2016,1
ukr,2017,1
ukr,2018,1
ukr,2019,1
ukr,2020,1
ukr,2021,1
ury,2010,77
ury,2011,73
ury,2012,67
ury,2013,64
ury,2014,63
ury,2015,43
ury,2016,43
ury,2017,41
ury,2018,28
ury,2019,33
ury,2020,34
ury,2021,33
usa,2010,0
usa,2011,0
usa,2012,0
usa,2013,0
usa,2014,0
usa,2015,0
usa,2016,0
usa,2017,0
usa,2018,0
usa,2019,0
usa,2020,0
usa,2021,0
vnm,2014,0
vnm,2015,0
vnm,2016,0
vnm,2017,0
vnm,2018,0
vnm,2019,0
vnm,2020,0
vnm,2021,0
vut,2010,14
vut,2013,2
vut,2014,3
vut,2015,6
vut,2016,4
vut,2017,0
wsm,2010,9
wsm,2011,8
wsm,2012,10
wsm,2013,9
wsm,2014,8
wsm,2015,8
wsm,2016,9
wsm,2017,9
wsm,2018,13
wsm,2019,10
wsm,2020,10
wsm,2021,9
yem,2010,1
yem,2011,1
yem,2012,2
yem,2013,1
yem,2014,1
yem,2015,1
yem,2016,1
yem,2017,1
yem,2018,0
yem,2019,0
zaf,2010,4
zaf,2011,4
zaf,2012,4
zaf,2013,4
zaf,2014,4
zaf,2015,4
zaf,2016,4
zaf,2017,3
zaf,2018,2
zaf,2019,2
zaf,2020,2
zaf,2021,2
zmb,2010,7
zmb,2011,6
zmb,2012,2
zmb,2013,1
zmb,2014,1
zmb,2015,6
zmb,2016,6
zmb,2017,7
zmb,2018,6
zmb,2019,6
zmb,2020,6
zmb,2021,5
zwe,2010,1
zwe,2011,1
zwe,2012,1
zwe,2013,1
zwe,2014,1
zwe,2015,1
zwe,2016,1
zwe,2017,1
zwe,2018,1
zwe,2019,1
zwe,2020,1
zwe,2021,1
