country,time,legs_sexhw
bhr,1982,No
bhr,1983,No
bhr,1984,No
bhr,1985,No
bhr,1986,No
bhr,1987,No
bhr,1988,No
bhr,1989,No
bhr,1990,No
bhr,1991,No
bhr,1992,No
bhr,1993,No
bhr,1994,No
bhr,1995,No
bhr,1996,No
bhr,1997,No
bhr,1998,No
bhr,1999,No
bhr,2000,No
bhr,2001,No
bhr,2002,No
bhr,2003,No
bhr,2004,No
bhr,2005,No
bhr,2006,No
bhr,2007,No
bhr,2008,No
bhr,2009,No
bhr,2010,No
bhr,2011,No
bhr,2012,No
bhr,2013,No
bhr,2014,No
bhr,2015,No
bhr,2016,No
bhr,2017,No
bhr,2018,No
bhr,2019,Yes
bhr,2020,Yes
bhs,1970,No
bhs,1971,No
bhs,1972,No
bhs,1973,No
bhs,1974,No
bhs,1975,No
bhs,1976,No
bhs,1977,No
bhs,1978,No
bhs,1979,No
bhs,1980,No
bhs,1981,No
bhs,1982,No
bhs,1983,No
bhs,1984,No
bhs,1985,No
bhs,1986,No
bhs,1987,No
bhs,1988,No
bhs,1989,No
bhs,1990,No
bhs,1991,No
bhs,1992,Yes
bhs,1993,Yes
bhs,1994,Yes
bhs,1995,Yes
bhs,1996,Yes
bhs,1997,Yes
bhs,1998,Yes
bhs,1999,Yes
bhs,2000,Yes
bhs,2001,Yes
bhs,2002,Yes
bhs,2003,Yes
bhs,2004,Yes
bhs,2005,Yes
bhs,2006,Yes
bhs,2007,Yes
bhs,2008,Yes
bhs,2009,Yes
bhs,2010,Yes
bhs,2011,Yes
bhs,2012,Yes
bhs,2013,Yes
bhs,2014,Yes
bhs,2015,Yes
bhs,2016,Yes
bhs,2017,Yes
bhs,2018,Yes
bhs,2019,Yes
bhs,2020,Yes
bih,1970,No
bih,1971,No
bih,1972,No
bih,1973,No
bih,1974,No
bih,1975,No
bih,1976,No
bih,1977,No
bih,1978,No
bih,1979,No
bih,1980,No
bih,1981,No
bih,1982,No
bih,1983,No
bih,1984,No
bih,1985,No
bih,1986,No
bih,1987,No
bih,1988,No
bih,1989,No
bih,1990,No
bih,1991,No
bih,1992,No
bih,1993,No
bih,1994,No
bih,1995,No
bih,1996,No
bih,1997,No
bih,1998,No
bih,1999,No
bih,2000,No
bih,2001,No
bih,2002,No
bih,2003,Yes
bih,2004,Yes
bih,2005,Yes
bih,2006,Yes
bih,2007,Yes
bih,2008,Yes
bih,2009,Yes
bih,2010,Yes
bih,2011,Yes
bih,2012,Yes
bih,2013,Yes
bih,2014,Yes
bih,2015,Yes
bih,2016,Yes
bih,2017,Yes
bih,2018,Yes
bih,2019,Yes
bih,2020,Yes
blr,1970,No
blr,1971,No
blr,1972,No
blr,1973,No
blr,1974,No
blr,1975,No
blr,1976,No
blr,1977,No
blr,1978,No
blr,1979,No
blr,1980,No
blr,1981,No
blr,1982,No
blr,1983,No
blr,1984,No
blr,1985,No
blr,1986,No
blr,1987,No
blr,1988,No
blr,1989,No
blr,1990,No
blr,1991,No
blr,1992,No
blr,1993,No
blr,1994,No
blr,1995,No
blr,1996,No
blr,1997,No
blr,1998,No
blr,1999,No
blr,2000,No
blr,2001,No
blr,2002,No
blr,2003,No
blr,2004,No
blr,2005,No
blr,2006,No
blr,2007,No
blr,2008,No
blr,2009,No
blr,2010,No
blr,2011,No
blr,2012,No
blr,2013,No
blr,2014,No
blr,2015,No
blr,2016,No
blr,2017,No
blr,2018,No
blr,2019,No
blr,2020,No
blz,1970,No
blz,1971,No
blz,1972,No
blz,1973,No
blz,1974,No
blz,1975,No
blz,1976,No
blz,1977,No
blz,1978,No
blz,1979,No
blz,1980,No
blz,1981,No
blz,1982,No
blz,1983,No
blz,1984,No
blz,1985,No
blz,1986,No
blz,1987,No
blz,1988,No
blz,1989,No
blz,1990,No
blz,1991,No
blz,1992,No
blz,1993,No
blz,1994,No
blz,1995,No
blz,1996,No
blz,1997,Yes
blz,1998,Yes
blz,1999,Yes
blz,2000,Yes
blz,2001,Yes
blz,2002,Yes
blz,2003,Yes
blz,2004,Yes
blz,2005,Yes
blz,2006,Yes
blz,2007,Yes
blz,2008,Yes
blz,2009,Yes
blz,2010,Yes
blz,2011,Yes
blz,2012,Yes
blz,2013,Yes
blz,2014,Yes
blz,2015,Yes
blz,2016,Yes
blz,2017,Yes
blz,2018,Yes
blz,2019,Yes
blz,2020,Yes
bol,1970,No
bol,1971,No
bol,1972,No
bol,1973,No
bol,1974,No
bol,1975,No
bol,1976,No
bol,1977,No
bol,1978,No
bol,1979,No
bol,1980,No
bol,1981,No
bol,1982,No
bol,1983,No
bol,1984,No
bol,1985,No
bol,1986,No
bol,1987,No
bol,1988,No
bol,1989,No
bol,1990,No
bol,1991,No
bol,1992,No
bol,1993,No
bol,1994,No
bol,1995,No
bol,1996,No
bol,1997,No
bol,1998,No
bol,1999,No
bol,2000,No
bol,2001,No
bol,2002,No
bol,2003,No
bol,2004,No
bol,2005,No
bol,2006,No
bol,2007,No
bol,2008,No
bol,2009,No
bol,2010,No
bol,2011,No
bol,2012,No
bol,2013,Yes
bol,2014,Yes
bol,2015,Yes
bol,2016,Yes
bol,2017,Yes
bol,2018,Yes
bol,2019,Yes
bol,2020,Yes
bra,1970,No
bra,1971,No
bra,1972,No
bra,1973,No
bra,1974,No
bra,1975,No
bra,1976,No
bra,1977,No
bra,1978,No
bra,1979,No
bra,1980,No
bra,1981,No
bra,1982,No
bra,1983,No
bra,1984,No
bra,1985,No
bra,1986,No
bra,1987,No
bra,1988,No
bra,1989,No
bra,1990,No
bra,1991,No
bra,1992,No
bra,1993,No
bra,1994,No
bra,1995,No
bra,1996,No
bra,1997,No
bra,1998,No
bra,1999,No
bra,2000,No
bra,2001,Yes
bra,2002,Yes
bra,2003,Yes
bra,2004,Yes
bra,2005,Yes
bra,2006,Yes
bra,2007,Yes
bra,2008,Yes
bra,2009,Yes
bra,2010,Yes
bra,2011,Yes
bra,2012,Yes
bra,2013,Yes
bra,2014,Yes
bra,2015,Yes
bra,2016,Yes
bra,2017,Yes
bra,2018,Yes
bra,2019,Yes
bra,2020,Yes
brb,1970,No
brb,1971,No
brb,1972,No
brb,1973,No
brb,1974,No
brb,1975,No
brb,1976,No
brb,1977,No
brb,1978,No
brb,1979,No
brb,1980,No
brb,1981,No
brb,1982,No
brb,1983,No
brb,1984,No
brb,1985,No
brb,1986,No
brb,1987,No
brb,1988,No
brb,1989,No
brb,1990,No
brb,1991,No
brb,1992,No
brb,1993,No
brb,1994,No
brb,1995,No
brb,1996,No
brb,1997,No
brb,1998,No
brb,1999,No
brb,2000,No
brb,2001,No
brb,2002,No
brb,2003,No
brb,2004,No
brb,2005,No
brb,2006,No
brb,2007,No
brb,2008,No
brb,2009,No
brb,2010,No
brb,2011,No
brb,2012,No
brb,2013,No
brb,2014,No
brb,2015,No
brb,2016,No
brb,2017,No
brb,2018,Yes
brb,2019,Yes
brb,2020,Yes
brn,1970,No
brn,1971,No
brn,1972,No
brn,1973,No
brn,1974,No
brn,1975,No
brn,1976,No
brn,1977,No
brn,1978,No
brn,1979,No
brn,1980,No
brn,1981,No
brn,1982,No
brn,1983,No
brn,1984,No
brn,1985,No
brn,1986,No
brn,1987,No
brn,1988,No
brn,1989,No
brn,1990,No
brn,1991,No
brn,1992,No
brn,1993,No
brn,1994,No
brn,1995,No
brn,1996,No
brn,1997,No
brn,1998,No
brn,1999,No
brn,2000,No
brn,2001,No
brn,2002,No
brn,2003,No
brn,2004,No
brn,2005,No
brn,2006,No
brn,2007,No
brn,2008,No
brn,2009,No
brn,2010,No
brn,2011,No
brn,2012,No
brn,2013,No
brn,2014,No
brn,2015,No
brn,2016,No
brn,2017,No
brn,2018,No
brn,2019,No
brn,2020,No
btn,1970,No
btn,1971,No
btn,1972,No
btn,1973,No
btn,1974,No
btn,1975,No
btn,1976,No
btn,1977,No
btn,1978,No
btn,1979,No
btn,1980,No
btn,1981,No
btn,1982,No
btn,1983,No
btn,1984,No
btn,1985,No
btn,1986,No
btn,1987,No
btn,1988,No
btn,1989,No
btn,1990,No
btn,1991,No
btn,1992,No
btn,1993,No
btn,1994,No
btn,1995,No
btn,1996,No
btn,1997,No
btn,1998,No
btn,1999,No
btn,2000,No
btn,2001,No
btn,2002,No
btn,2003,No
btn,2004,No
btn,2005,No
btn,2006,No
btn,2007,Yes
btn,2008,Yes
btn,2009,Yes
btn,2010,Yes
btn,2011,Yes
btn,2012,Yes
btn,2013,Yes
btn,2014,Yes
btn,2015,Yes
btn,2016,Yes
btn,2017,Yes
btn,2018,Yes
btn,2019,Yes
btn,2020,Yes
bwa,1970,No
bwa,1971,No
bwa,1972,No
bwa,1973,No
bwa,1974,No
bwa,1975,No
bwa,1976,No
bwa,1977,No
bwa,1978,No
bwa,1979,No
bwa,1980,No
bwa,1981,No
bwa,1982,No
bwa,1983,No
bwa,1984,No
bwa,1985,No
bwa,1986,No
bwa,1987,No
bwa,1988,No
bwa,1989,No
bwa,1990,No
bwa,1991,No
bwa,1992,No
bwa,1993,No
bwa,1994,No
bwa,1995,No
bwa,1996,No
bwa,1997,No
bwa,1998,No
bwa,1999,No
bwa,2000,No
bwa,2001,No
bwa,2002,No
bwa,2003,No
bwa,2004,No
bwa,2005,No
bwa,2006,No
bwa,2007,No
bwa,2008,No
bwa,2009,No
bwa,2010,No
bwa,2011,No
bwa,2012,No
bwa,2013,No
bwa,2014,No
bwa,2015,No
bwa,2016,No
bwa,2017,No
bwa,2018,No
bwa,2019,No
bwa,2020,No
caf,1970,No
caf,1971,No
caf,1972,No
caf,1973,No
caf,1974,No
caf,1975,No
caf,1976,No
caf,1977,No
caf,1978,No
caf,1979,No
caf,1980,No
caf,1981,No
caf,1982,No
caf,1983,No
caf,1984,No
caf,1985,No
caf,1986,No
caf,1987,No
caf,1988,No
caf,1989,No
caf,1990,No
caf,1991,No
caf,1992,No
caf,1993,No
caf,1994,No
caf,1995,No
caf,1996,No
caf,1997,No
caf,1998,No
caf,1999,No
caf,2000,No
caf,2001,No
caf,2002,No
caf,2003,No
caf,2004,No
caf,2005,No
caf,2006,No
caf,2007,Yes
caf,2008,Yes
caf,2009,Yes
caf,2010,Yes
caf,2011,Yes
caf,2012,Yes
caf,2013,Yes
caf,2014,Yes
caf,2015,Yes
caf,2016,Yes
caf,2017,Yes
caf,2018,Yes
caf,2019,Yes
caf,2020,Yes
can,1970,No
can,1971,No
can,1972,No
can,1973,No
can,1974,No
can,1975,No
can,1976,No
can,1977,No
can,1978,No
can,1979,No
can,1980,No
can,1981,No
can,1982,No
can,1983,No
can,1984,No
can,1985,Yes
can,1986,Yes
can,1987,Yes
can,1988,Yes
can,1989,Yes
can,1990,Yes
can,1991,Yes
can,1992,Yes
can,1993,Yes
can,1994,Yes
can,1995,Yes
can,1996,Yes
can,1997,Yes
can,1998,Yes
can,1999,Yes
can,2000,Yes
can,2001,Yes
can,2002,Yes
can,2003,Yes
can,2004,Yes
can,2005,Yes
can,2006,Yes
can,2007,Yes
can,2008,Yes
can,2009,Yes
can,2010,Yes
can,2011,Yes
can,2012,Yes
can,2013,Yes
can,2014,Yes
can,2015,Yes
can,2016,Yes
can,2017,Yes
can,2018,Yes
can,2019,Yes
can,2020,Yes
che,1970,No
che,1971,No
che,1972,No
che,1973,No
che,1974,No
che,1975,No
che,1976,No
che,1977,No
che,1978,No
che,1979,No
che,1980,No
che,1981,No
che,1982,No
che,1983,No
che,1984,No
che,1985,No
che,1986,No
che,1987,No
che,1988,No
che,1989,No
che,1990,No
che,1991,No
che,1992,No
che,1993,No
che,1994,No
che,1995,Yes
che,1996,Yes
che,1997,Yes
che,1998,Yes
che,1999,Yes
che,2000,Yes
che,2001,Yes
che,2002,Yes
che,2003,Yes
che,2004,Yes
che,2005,Yes
che,2006,Yes
che,2007,Yes
che,2008,Yes
che,2009,Yes
che,2010,Yes
che,2011,Yes
che,2012,Yes
che,2013,Yes
che,2014,Yes
che,2015,Yes
che,2016,Yes
che,2017,Yes
che,2018,Yes
che,2019,Yes
che,2020,Yes
chl,1970,No
chl,1971,No
chl,1972,No
chl,1973,No
chl,1974,No
chl,1975,No
chl,1976,No
chl,1977,No
chl,1978,No
chl,1979,No
chl,1980,No
chl,1981,No
chl,1982,No
chl,1983,No
chl,1984,No
chl,1985,No
chl,1986,No
chl,1987,No
chl,1988,No
chl,1989,No
chl,1990,No
chl,1991,No
chl,1992,No
chl,1993,No
chl,1994,No
chl,1995,No
chl,1996,No
chl,1997,No
chl,1998,No
chl,1999,No
chl,2000,No
chl,2001,No
chl,2002,No
chl,2003,No
chl,2004,No
chl,2005,Yes
chl,2006,Yes
chl,2007,Yes
chl,2008,Yes
chl,2009,Yes
chl,2010,Yes
chl,2011,Yes
chl,2012,Yes
chl,2013,Yes
chl,2014,Yes
chl,2015,Yes
chl,2016,Yes
chl,2017,Yes
chl,2018,Yes
chl,2019,Yes
chl,2020,Yes
chn,1970,No
chn,1971,No
chn,1972,No
chn,1973,No
chn,1974,No
chn,1975,No
chn,1976,No
chn,1977,No
chn,1978,No
chn,1979,No
chn,1980,No
chn,1981,No
chn,1982,No
chn,1983,No
chn,1984,No
chn,1985,No
chn,1986,No
chn,1987,No
chn,1988,No
chn,1989,No
chn,1990,No
chn,1991,No
chn,1992,No
chn,1993,No
chn,1994,No
chn,1995,No
chn,1996,No
chn,1997,No
chn,1998,No
chn,1999,No
chn,2000,No
chn,2001,No
chn,2002,No
