country,time,female_hos
svk,1967,Never had a female head of state
svk,1968,Never had a female head of state
svk,1969,Never had a female head of state
svk,1970,Never had a female head of state
svk,1971,Never had a female head of state
svk,1972,Never had a female head of state
svk,1973,Never had a female head of state
svk,1974,Never had a female head of state
svk,1975,Never had a female head of state
svk,1976,Never had a female head of state
svk,1977,Never had a female head of state
svk,1978,Never had a female head of state
svk,1979,Never had a female head of state
svk,1980,Never had a female head of state
svk,1981,Never had a female head of state
svk,1982,Never had a female head of state
svk,1983,Never had a female head of state
svk,1984,Never had a female head of state
svk,1985,Never had a female head of state
svk,1986,Never had a female head of state
svk,1987,Never had a female head of state
svk,1988,Never had a female head of state
svk,1989,Never had a female head of state
svk,1990,Never had a female head of state
svk,1991,Never had a female head of state
svk,1992,Never had a female head of state
svk,1993,Never had a female head of state
svk,1994,Never had a female head of state
svk,1995,Never had a female head of state
svk,1996,Never had a female head of state
svk,1997,Never had a female head of state
svk,1998,Never had a female head of state
svk,1999,Never had a female head of state
svk,2000,Never had a female head of state
svk,2001,Never had a female head of state
svk,2002,Never had a female head of state
svk,2003,Never had a female head of state
svk,2004,Never had a female head of state
svk,2005,Never had a female head of state
svk,2006,Never had a female head of state
svk,2007,Never had a female head of state
svk,2008,Never had a female head of state
svk,2009,Never had a female head of state
svk,2010,Had a female head of state
svk,2011,Had a female head of state
svk,2012,Had a female head of state
svk,2013,Had a female head of state
svk,2014,Had a female head of state
svk,2015,Had a female head of state
svk,2016,Had a female head of state
svk,2017,Had a female head of state
svk,2018,Had a female head of state
svk,2019,Had a female head of state
svn,1953,Never had a female head of state
svn,1954,Never had a female head of state
svn,1955,Never had a female head of state
svn,1956,Never had a female head of state
svn,1957,Never had a female head of state
svn,1958,Never had a female head of state
svn,1959,Never had a female head of state
svn,1960,Never had a female head of state
svn,1961,Never had a female head of state
svn,1962,Never had a female head of state
svn,1963,Never had a female head of state
svn,1964,Never had a female head of state
svn,1965,Never had a female head of state
svn,1966,Never had a female head of state
svn,1967,Never had a female head of state
svn,1968,Never had a female head of state
svn,1969,Never had a female head of state
svn,1970,Never had a female head of state
svn,1971,Never had a female head of state
svn,1972,Never had a female head of state
svn,1973,Never had a female head of state
svn,1974,Never had a female head of state
svn,1975,Never had a female head of state
svn,1976,Never had a female head of state
svn,1977,Never had a female head of state
svn,1978,Never had a female head of state
svn,1979,Never had a female head of state
svn,1980,Never had a female head of state
svn,1981,Never had a female head of state
svn,1982,Never had a female head of state
svn,1983,Never had a female head of state
svn,1984,Never had a female head of state
svn,1985,Never had a female head of state
svn,1986,Never had a female head of state
svn,1987,Never had a female head of state
svn,1988,Never had a female head of state
svn,1989,Never had a female head of state
svn,1990,Never had a female head of state
svn,1991,Never had a female head of state
svn,1992,Never had a female head of state
svn,1993,Never had a female head of state
svn,1994,Never had a female head of state
svn,1995,Never had a female head of state
svn,1996,Never had a female head of state
svn,1997,Never had a female head of state
svn,1998,Never had a female head of state
svn,1999,Never had a female head of state
svn,2000,Never had a female head of state
svn,2001,Never had a female head of state
svn,2002,Never had a female head of state
svn,2003,Never had a female head of state
svn,2004,Never had a female head of state
svn,2005,Never had a female head of state
svn,2006,Never had a female head of state
svn,2007,Never had a female head of state
svn,2008,Never had a female head of state
svn,2009,Never had a female head of state
svn,2010,Never had a female head of state
svn,2011,Never had a female head of state
svn,2012,Never had a female head of state
svn,2013,Had a female head of state
svn,2014,Had a female head of state
svn,2015,Had a female head of state
svn,2016,Had a female head of state
svn,2017,Had a female head of state
svn,2018,Had a female head of state
svn,2019,Had a female head of state
swe,1953,Never had a female head of state
swe,1954,Never had a female head of state
swe,1955,Never had a female head of state
swe,1956,Never had a female head of state
swe,1957,Never had a female head of state
swe,1958,Never had a female head of state
swe,1959,Never had a female head of state
swe,1960,Never had a female head of state
swe,1961,Never had a female head of state
swe,1962,Never had a female head of state
swe,1963,Never had a female head of state
swe,1964,Never had a female head of state
swe,1965,Never had a female head of state
swe,1966,Never had a female head of state
swe,1967,Never had a female head of state
swe,1968,Never had a female head of state
swe,1969,Never had a female head of state
swe,1970,Never had a female head of state
swe,1971,Never had a female head of state
swe,1972,Never had a female head of state
swe,1973,Never had a female head of state
swe,1974,Never had a female head of state
swe,1975,Never had a female head of state
swe,1976,Never had a female head of state
swe,1977,Never had a female head of state
swe,1978,Never had a female head of state
swe,1979,Never had a female head of state
swe,1980,Never had a female head of state
swe,1981,Never had a female head of state
swe,1982,Never had a female head of state
swe,1983,Never had a female head of state
swe,1984,Never had a female head of state
swe,1985,Never had a female head of state
swe,1986,Never had a female head of state
swe,1987,Never had a female head of state
swe,1988,Never had a female head of state
swe,1989,Never had a female head of state
swe,1990,Never had a female head of state
swe,1991,Never had a female head of state
swe,1992,Never had a female head of state
swe,1993,Never had a female head of state
swe,1994,Never had a female head of state
swe,1995,Never had a female head of state
swe,1996,Never had a female head of state
swe,1997,Never had a female head of state
swe,1998,Never had a female head of state
swe,1999,Never had a female head of state
swe,2000,Never had a female head of state
swe,2001,Never had a female head of state
swe,2002,Never had a female head of state
swe,2003,Never had a female head of state
swe,2004,Never had a female head of state
swe,2005,Never had a female head of state
swe,2006,Never had a female head of state
swe,2007,Never had a female head of state
swe,2008,Never had a female head of state
swe,2009,Never had a female head of state
swe,2010,Never had a female head of state
swe,2011,Never had a female head of state
swe,2012,Never had a female head of state
swe,2013,Never had a female head of state
swe,2014,Never had a female head of state
swe,2015,Never had a female head of state
swe,2016,Never had a female head of state
swe,2017,Never had a female head of state
swe,2018,Never had a female head of state
swe,2019,Never had a female head of state
swe,2020,Never had a female head of state
swe,2021,Never had a female head of state
swz,1953,Never had a female head of state
swz,1954,Never had a female head of state
swz,1955,Never had a female head of state
swz,1956,Never had a female head of state
swz,1957,Never had a female head of state
swz,1958,Never had a female head of state
swz,1959,Never had a female head of state
swz,1960,Never had a female head of state
swz,1961,Never had a female head of state
swz,1962,Never had a female head of state
swz,1963,Never had a female head of state
swz,1964,Never had a female head of state
swz,1965,Never had a female head of state
swz,1966,Never had a female head of state
swz,1967,Never had a female head of state
swz,1968,Never had a female head of state
swz,1969,Never had a female head of state
swz,1970,Never had a female head of state
swz,1971,Never had a female head of state
swz,1972,Never had a female head of state
swz,1973,Never had a female head of state
swz,1974,Never had a female head of state
swz,1975,Never had a female head of state
swz,1976,Never had a female head of state
swz,1977,Never had a female head of state
swz,1978,Never had a female head of state
swz,1979,Never had a female head of state
swz,1980,Never had a female head of state
swz,1981,Never had a female head of state
swz,1982,Never had a female head of state
swz,1983,Never had a female head of state
swz,1984,Never had a female head of state
swz,1985,Never had a female head of state
swz,1986,Never had a female head of state
swz,1987,Never had a female head of state
swz,1988,Never had a female head of state
swz,1989,Never had a female head of state
swz,1990,Never had a female head of state
swz,1991,Never had a female head of state
swz,1992,Never had a female head of state
swz,1993,Never had a female head of state
swz,1994,Never had a female head of state
swz,1995,Never had a female head of state
swz,1996,Never had a female head of state
swz,1997,Never had a female head of state
swz,1998,Never had a female head of state
swz,1999,Never had a female head of state
swz,2000,Never had a female head of state
swz,2001,Never had a female head of state
swz,2002,Never had a female head of state
swz,2003,Never had a female head of state
swz,2004,Never had a female head of state
swz,2005,Never had a female head of state
swz,2006,Never had a female head of state
swz,2007,Never had a female head of state
swz,2008,Never had a female head of state
swz,2009,Never had a female head of state
swz,2010,Never had a female head of state
swz,2011,Never had a female head of state
swz,2012,Never had a female head of state
swz,2013,Never had a female head of state
swz,2014,Never had a female head of state
swz,2015,Never had a female head of state
swz,2016,Never had a female head of state
swz,2017,Never had a female head of state
swz,2018,Never had a female head of state
swz,2019,Never had a female head of state
swz,2020,Never had a female head of state
swz,2021,Never had a female head of state
syc,1953,Never had a female head of state
syc,1954,Never had a female head of state
syc,1955,Never had a female head of state
syc,1956,Never had a female head of state
syc,1957,Never had a female head of state
syc,1958,Never had a female head of state
syc,1959,Never had a female head of state
syc,1960,Never had a female head of state
syc,1961,Never had a female head of state
syc,1962,Never had a female head of state
syc,1963,Never had a female head of state
syc,1964,Never had a female head of state
syc,1965,Never had a female head of state
syc,1966,Never had a female head of state
syc,1967,Never had a female head of state
syc,1968,Never had a female head of state
syc,1969,Never had a female head of state
syc,1970,Never had a female head of state
syc,1971,Never had a female head of state
syc,1972,Never had a female head of state
syc,1973,Never had a female head of state
syc,1974,Never had a female head of state
syc,1975,Never had a female head of state
syc,1976,Never had a female head of state
syc,1977,Never had a female head of state
syc,1978,Never had a female head of state
syc,1979,Never had a female head of state
syc,1980,Never had a female head of state
syc,1981,Never had a female head of state
syc,1982,Never had a female head of state
syc,1983,Never had a female head of state
syc,1984,Never had a female head of state
syc,1985,Never had a female head of state
syc,1986,Never had a female head of state
syc,1987,Never had a female head of state
syc,1988,Never had a female head of state
syc,1989,Never had a female head of state
syc,1990,Never had a female head of state
syc,1991,Never had a female head of state
syc,1992,Never had a female head of state
syc,1993,Never had a female head of state
syc,1994,Never had a female head of state
syc,1995,Never had a female head of state
syc,1996,Never had a female head of state
syc,1997,Never had a female head of state
syc,1998,Never had a female head of state
syc,1999,Never had a female head of state
syc,2000,Never had a female head of state
syc,2001,Never had a female head of state
syc,2002,Never had a female head of state
syc,2003,Never had a female head of state
syc,2004,Never had a female head of state
syc,2005,Never had a female head of state
syc,2006,Never had a female head of state
syc,2007,Never had a female head of state
syc,2008,Never had a female head of state
syc,2009,Never had a female head of state
syc,2010,Never had a female head of state
syc,2011,Never had a female head of state
syc,2012,Never had a female head of state
syc,2013,Never had a female head of state
syc,2014,Never had a female head of state
syc,2015,Never had a female head of state
syc,2016,Never had a female head of state
syc,2017,Never had a female head of state
syc,2018,Never had a female head of state
syc,2019,Never had a female head of state
syc,2020,Never had a female head of state
syc,2021,Never had a female head of state
syr,1953,Never had a female head of state
syr,1954,Never had a female head of state
syr,1955,Never had a female head of state
syr,1956,Never had a female head of state
syr,1957,Never had a female head of state
syr,1958,Never had a female head of state
syr,1959,Never had a female head of state
syr,1960,Never had a female head of state
syr,1961,Never had a female head of state
syr,1962,Never had a female head of state
syr,1963,Never had a female head of state
syr,1964,Never had a female head of state
syr,1965,Never had a female head of state
syr,1966,Never had a female head of state
syr,1967,Never had a female head of state
syr,1968,Never had a female head of state
syr,1969,Never had a female head of state
syr,1970,Never had a female head of state
syr,1971,Never had a female head of state
syr,1972,Never had a female head of state
syr,1973,Never had a female head of state
syr,1974,Never had a female head of state
syr,1975,Never had a female head of state
syr,1976,Never had a female head of state
syr,1977,Never had a female head of state
syr,1978,Never had a female head of state
syr,1979,Never had a female head of state
syr,1980,Never had a female head of state
syr,1981,Never had a female head of state
syr,1982,Never had a female head of state
syr,1983,Never had a female head of state
syr,1984,Never had a female head of state
syr,1985,Never had a female head of state
syr,1986,Never had a female head of state
syr,1987,Never had a female head of state
syr,1988,Never had a female head of state
syr,1989,Never had a female head of state
syr,1990,Never had a female head of state
syr,1991,Never had a female head of state
syr,1992,Never had a female head of state
syr,1993,Never had a female head of state
syr,1994,Never had a female head of state
syr,1995,Never had a female head of state
syr,1996,Never had a female head of state
syr,1997,Never had a female head of state
syr,1998,Never had a female head of state
syr,1999,Never had a female head of state
syr,2000,Never had a female head of state
syr,2001,Never had a female head of state
syr,2002,Never had a female head of state
syr,2003,Never had a female head of state
syr,2004,Never had a female head of state
syr,2005,Never had a female head of state
syr,2006,Never had a female head of state
syr,2007,Never had a female head of state
syr,2008,Never had a female head of state
syr,2009,Never had a female head of state
syr,2010,Never had a female head of state
syr,2011,Never had a female head of state
syr,2012,Never had a female head of state
syr,2013,Never had a female head of state
syr,2014,Never had a female head of state
syr,2015,Never had a female head of state
syr,2016,Never had a female head of state
syr,2017,Never had a female head of state
syr,2018,Never had a female head of state
syr,2019,Never had a female head of state
syr,2020,Never had a female head of state
syr,2021,Never had a female head of state
tcd,1953,Never had a female head of state
tcd,1954,Never had a female head of state
tcd,1955,Never had a female head of state
tcd,1956,Never had a female head of state
tcd,1957,Never had a female head of state
tcd,1958,Never had a female head of state
tcd,1959,Never had a female head of state
tcd,1960,Never had a female head of state
tcd,1961,Never had a female head of state
tcd,1962,Never had a female head of state
tcd,1963,Never had a female head of state
tcd,1964,Never had a female head of state
tcd,1965,Never had a female head of state
tcd,1966,Never had a female head of state
tcd,1967,Never had a female head of state
tcd,1968,Never had a female head of state
tcd,1969,Never had a female head of state
tcd,1970,Never had a female head of state
tcd,1971,Never had a female head of state
tcd,1972,Never had a female head of state
tcd,1973,Never had a female head of state
tcd,1974,Never had a female head of state
tcd,1975,Never had a female head of state
tcd,1976,Never had a female head of state
tcd,1977,Never had a female head of state
tcd,1978,Never had a female head of state
tcd,1979,Never had a female head of state
tcd,1980,Never had a female head of state
tcd,1981,Never had a female head of state
tcd,1982,Never had a female head of state
tcd,1983,Never had a female head of state
tcd,1984,Never had a female head of state
tcd,1985,Never had a female head of state
tcd,1986,Never had a female head of state
tcd,1987,Never had a female head of state
tcd,1988,Never had a female head of state
tcd,1989,Never had a female head of state
tcd,1990,Never had a female head of state
tcd,1991,Never had a female head of state
tcd,1992,Never had a female head of state
tcd,1993,Never had a female head of state
tcd,1994,Never had a female head of state
tcd,1995,Never had a female head of state
tcd,1996,Never had a female head of state
tcd,1997,Never had a female head of state
tcd,1998,Never had a female head of state
tcd,1999,Never had a female head of state
tcd,2000,Never had a female head of state
tcd,2001,Never had a female head of state
tcd,2002,Never had a female head of state
tcd,2003,Never had a female head of state
tcd,2004,Never had a female head of state
tcd,2005,Never had a female head of state
tcd,2006,Never had a female head of state
tcd,2007,Never had a female head of state
tcd,2008,Never had a female head of state
tcd,2009,Never had a female head of state
tcd,2010,Never had a female head of state
tcd,2011,Never had a female head of state
tcd,2012,Never had a female head of state
tcd,2013,Never had a female head of state
tcd,2014,Never had a female head of state
tcd,2015,Never had a female head of state
tcd,2016,Never had a female head of state
tcd,2017,Never had a female head of state
tcd,2018,Never had a female head of state
tcd,2019,Never had a female head of state
tcd,2020,Never had a female head of state
tcd,2021,Never had a female head of state
tgo,1953,Never had a female head of state
tgo,1954,Never had a female head of state
tgo,1955,Never had a female head of state
tgo,1956,Never had a female head of state
tgo,1957,Never had a female head of state
tgo,1958,Never had a female head of state
tgo,1959,Never had a female head of state
tgo,1960,Never had a female head of state
tgo,1961,Never had a female head of state
tgo,1962,Never had a female head of state
tgo,1963,Never had a female head of state
tgo,1964,Never had a female head of state
tgo,1965,Never had a female head of state
tgo,1966,Never had a female head of state
tgo,1967,Never had a female head of state
tgo,1968,Never had a female head of state
tgo,1969,Never had a female head of state
tgo,1970,Never had a female head of state
tgo,1971,Never had a female head of state
tgo,1972,Never had a female head of state
tgo,1973,Never had a female head of state
tgo,1974,Never had a female head of state
tgo,1975,Never had a female head of state
tgo,1976,Never had a female head of state
tgo,1977,Never had a female head of state
tgo,1978,Never had a female head of state
tgo,1979,Never had a female head of state
tgo,1980,Never had a female head of state
tgo,1981,Never had a female head of state
tgo,1982,Never had a female head of state
tgo,1983,Never had a female head of state
tgo,1984,Never had a female head of state
tgo,1985,Never had a female head of state
tgo,1986,Never had a female head of state
tgo,1987,Never had a female head of state
tgo,1988,Never had a female head of state
tgo,1989,Never had a female head of state
tgo,1990,Never had a female head of state
tgo,1991,Never had a female head of state
tgo,1992,Never had a female head of state
tgo,1993,Never had a female head of state
tgo,1994,Never had a female head of state
tgo,1995,Never had a female head of state
tgo,1996,Never had a female head of state
tgo,1997,Never had a female head of state
tgo,1998,Never had a female head of state
tgo,1999,Never had a female head of state
tgo,2000,Never had a female head of state
tgo,2001,Never had a female head of state
tgo,2002,Never had a female head of state
tgo,2003,Never had a female head of state
tgo,2004,Never had a female head of state
tgo,2005,Never had a female head of state
tgo,2006,Never had a female head of state
tgo,2007,Never had a female head of state
tgo,2008,Never had a female head of state
tgo,2009,Never had a female head of state
tgo,2010,Never had a female head of state
tgo,2011,Never had a female head of state
tgo,2012,Never had a female head of state
tgo,2013,Never had a female head of state
tgo,2014,Never had a female head of state
tgo,2015,Never had a female head of state
tgo,2016,Never had a female head of state
tgo,2017,Never had a female head of state
tgo,2018,Never had a female head of state
tgo,2019,Never had a female head of state
tgo,2020,Had a female head of state
tha,1953,Never had a female head of state
tha,1954,Never had a female head of state
tha,1955,Never had a female head of state
tha,1956,Never had a female head of state
tha,1957,Never had a female head of state
tha,1958,Never had a female head of state
tha,1959,Never had a female head of state
tha,1960,Never had a female head of state
tha,1961,Never had a female head of state
tha,1962,Never had a female head of state
tha,1963,Never had a female head of state
tha,1964,Never had a female head of state
tha,1965,Never had a female head of state
tha,1966,Never had a female head of state
tha,1967,Never had a female head of state
tha,1968,Never had a female head of state
tha,1969,Never had a female head of state
tha,1970,Never had a female head of state
tha,1971,Never had a female head of state
tha,1972,Never had a female head of state
tha,1973,Never had a female head of state
tha,1974,Never had a female head of state
tha,1975,Never had a female head of state
tha,1976,Never had a female head of state
tha,1977,Never had a female head of state
tha,1978,Never had a female head of state
tha,1979,Never had a female head of state
tha,1980,Never had a female head of state
tha,1981,Never had a female head of state
tha,1982,Never had a female head of state
tha,1983,Never had a female head of state
tha,1984,Never had a female head of state
tha,1985,Never had a female head of state
tha,1986,Never had a female head of state
tha,1987,Never had a female head of state
tha,1988,Never had a female head of state
tha,1989,Never had a female head of state
tha,1990,Never had a female head of state
tha,1991,Never had a female head of state
tha,1992,Never had a female head of state
tha,1993,Never had a female head of state
tha,1994,Never had a female head of state
tha,1995,Never had a female head of state
tha,1996,Never had a female head of state
tha,1997,Never had a female head of state
tha,1998,Never had a female head of state
tha,1999,Never had a female head of state
tha,2000,Never had a female head of state
tha,2001,Never had a female head of state
tha,2002,Never had a female head of state
tha,2003,Never had a female head of state
tha,2004,Never had a female head of state
tha,2005,Never had a female head of state
tha,2006,Never had a female head of state
tha,2007,Never had a female head of state
tha,2008,Never had a female head of state
tha,2009,Never had a female head of state
tha,2010,Never had a female head of state
tha,2011,Had a female head of state
tha,2012,Had a female head of state
tha,2013,Had a female head of state
tha,2014,Had a female head of state
tha,2015,Had a female head of state
tha,2016,Had a female head of state
tha,2017,Had a female head of state
tha,2018,Had a female head of state
tha,2019,Had a female head of state
tjk,1953,Never had a female head of state
tjk,1954,Never had a female head of state
tjk,1955,Never had a female head of state
tjk,1956,Never had a female head of state
tjk,1957,Never had a female head of state
tjk,1958,Never had a female head of state
tjk,1959,Never had a female head of state
tjk,1960,Never had a female head of state
tjk,1961,Never had a female head of state
tjk,1962,Never had a female head of state
tjk,1963,Never had a female head of state
tjk,1964,Never had a female head of state
tjk,1965,Never had a female head of state
tjk,1966,Never had a female head of state
tjk,1967,Never had a female head of state
tjk,1968,Never had a female head of state
tjk,1969,Never had a female head of state
tjk,1970,Never had a female head of state
tjk,1971,Never had a female head of state
tjk,1972,Never had a female head of state
tjk,1973,Never had a female head of state
tjk,1974,Never had a female head of state
tjk,1975,Never had a female head of state
tjk,1976,Never had a female head of state
tjk,1977,Never had a female head of state
tjk,1978,Never had a female head of state
tjk,1979,Never had a female head of state
tjk,1980,Never had a female head of state
tjk,1981,Never had a female head of state
tjk,1982,Never had a female head of state
tjk,1983,Never had a female head of state
tjk,1984,Never had a female head of state
tjk,1985,Never had a female head of state
tjk,1986,Never had a female head of state
tjk,1987,Never had a female head of state
tjk,1988,Never had a female head of state
tjk,1989,Never had a female head of state
tjk,1990,Never had a female head of state
tjk,1991,Never had a female head of state
tjk,1992,Never had a female head of state
tjk,1993,Never had a female head of state
tjk,1994,Never had a female head of state
tjk,1995,Never had a female head of state
tjk,1996,Never had a female head of state
tjk,1997,Never had a female head of state
tjk,1998,Never had a female head of state
tjk,1999,Never had a female head of state
tjk,2000,Never had a female head of state
tjk,2001,Never had a female head of state
tjk,2002,Never had a female head of state
tjk,2003,Never had a female head of state
tjk,2004,Never had a female head of state
tjk,2005,Never had a female head of state
tjk,2006,Never had a female head of state
tjk,2007,Never had a female head of state
tjk,2008,Never had a female head of state
tjk,2009,Never had a female head of state
tjk,2010,Never had a female head of state
tjk,2011,Never had a female head of state
tjk,2012,Never had a female head of state
tjk,2013,Never had a female head of state
tjk,2014,Never had a female head of state
tjk,2015,Never had a female head of state
tjk,2016,Never had a female head of state
tjk,2017,Never had a female head of state
tjk,2018,Never had a female head of state
tjk,2019,Never had a female head of state
tjk,2020,Never had a female head of state
tjk,2021,Never had a female head of state
tkm,1953,Never had a female head of state
tkm,1954,Never had a female head of state
tkm,1955,Never had a female head of state
tkm,1956,Never had a female head of state
tkm,1957,Never had a female head of state
tkm,1958,Never had a female head of state
tkm,1959,Never had a female head of state
tkm,1960,Never had a female head of state
tkm,1961,Never had a female head of state
tkm,1962,Never had a female head of state
tkm,1963,Never had a female head of state
tkm,1964,Never had a female head of state
tkm,1965,Never had a female head of state
tkm,1966,Never had a female head of state
tkm,1967,Never had a female head of state
tkm,1968,Never had a female head of state
tkm,1969,Never had a female head of state
tkm,1970,Never had a female head of state
tkm,1971,Never had a female head of state
tkm,1972,Never had a female head of state
tkm,1973,Never had a female head of state
tkm,1974,Never had a female head of state
tkm,1975,Never had a female head of state
tkm,1976,Never had a female head of state
tkm,1977,Never had a female head of state
tkm,1978,Never had a female head of state
tkm,1979,Never had a female head of state
tkm,1980,Never had a female head of state
tkm,1981,Never had a female head of state
tkm,1982,Never had a female head of state
tkm,1983,Never had a female head of state
tkm,1984,Never had a female head of state
tkm,1985,Never had a female head of state
tkm,1986,Never had a female head of state
tkm,1987,Never had a female head of state
tkm,1988,Never had a female head of state
tkm,1989,Never had a female head of state
tkm,1990,Never had a female head of state
tkm,1991,Never had a female head of state
tkm,1992,Never had a female head of state
tkm,1993,Never had a female head of state
tkm,1994,Never had a female head of state
tkm,1995,Never had a female head of state
tkm,1996,Never had a female head of state
tkm,1997,Never had a female head of state
tkm,1998,Never had a female head of state
tkm,1999,Never had a female head of state
tkm,2000,Never had a female head of state
tkm,2001,Never had a female head of state
tkm,2002,Never had a female head of state
tkm,2003,Never had a female head of state
tkm,2004,Never had a female head of state
tkm,2005,Never had a female head of state
tkm,2006,Never had a female head of state
tkm,2007,Never had a female head of state
tkm,2008,Never had a female head of state
tkm,2009,Never had a female head of state
tkm,2010,Never had a female head of state
tkm,2011,Never had a female head of state
tkm,2012,Never had a female head of state
tkm,2013,Never had a female head of state
tkm,2014,Never had a female head of state
tkm,2015,Never had a female head of state
tkm,2016,Never had a female head of state
tkm,2017,Never had a female head of state
tkm,2018,Never had a female head of state
tkm,2019,Never had a female head of state
tkm,2020,Never had a female head of state
tkm,2021,Never had a female head of state
tls,1953,Never had a female head of state
tls,1954,Never had a female head of state
tls,1955,Never had a female head of state
tls,1956,Never had a female head of state
tls,1957,Never had a female head of state
tls,1958,Never had a female head of state
tls,1959,Never had a female head of state
tls,1960,Never had a female head of state
tls,1961,Never had a female head of state
tls,1962,Never had a female head of state
tls,1963,Never had a female head of state
tls,1964,Never had a female head of state
tls,1965,Never had a female head of state
tls,1966,Never had a female head of state
tls,1967,Never had a female head of state
tls,1968,Never had a female head of state
tls,1969,Never had a female head of state
tls,1970,Never had a female head of state
tls,1971,Never had a female head of state
tls,1972,Never had a female head of state
tls,1973,Never had a female head of state
tls,1974,Never had a female head of state
tls,1975,Never had a female head of state
tls,1976,Never had a female head of state
tls,1977,Never had a female head of state
tls,1978,Never had a female head of state
tls,1979,Never had a female head of state
tls,1980,Never had a female head of state
tls,1981,Never had a female head of state
tls,1982,Never had a female head of state
tls,1983,Never had a female head of state
tls,1984,Never had a female head of state
tls,1985,Never had a female head of state
tls,1986,Never had a female head of state
tls,1987,Never had a female head of state
tls,1988,Never had a female head of state
tls,1989,Never had a female head of state
tls,1990,Never had a female head of state
tls,1991,Never had a female head of state
tls,1992,Never had a female head of state
tls,1993,Never had a female head of state
tls,1994,Never had a female head of state
tls,1995,Never had a female head of state
tls,1996,Never had a female head of state
tls,1997,Never had a female head of state
tls,1998,Never had a female head of state
tls,1999,Never had a female head of state
tls,2000,Never had a female head of state
tls,2001,Never had a female head of state
tls,2002,Never had a female head of state
tls,2003,Never had a female head of state
tls,2004,Never had a female head of state
tls,2005,Never had a female head of state
tls,2006,Never had a female head of state
tls,2007,Never had a female head of state
tls,2008,Never had a female head of state
tls,2009,Never had a female head of state
tls,2010,Never had a female head of state
tls,2011,Never had a female head of state
tls,2012,Never had a female head of state
tls,2013,Never had a female head of state
tls,2014,Never had a female head of state
tls,2015,Never had a female head of state
tls,2016,Never had a female head of state
tls,2017,Never had a female head of state
tls,2018,Never had a female head of state
tls,2019,Never had a female head of state
tls,2020,Never had a female head of state
tls,2021,Never had a female head of state
ton,1953,Never had a female head of state
ton,1954,Never had a female head of state
ton,1955,Never had a female head of state
ton,1956,Never had a female head of state
ton,1957,Never had a female head of state
ton,1958,Never had a female head of state
ton,1959,Never had a female head of state
ton,1960,Never had a female head of state
ton,1961,Never had a female head of state
ton,1962,Never had a female head of state
ton,1963,Never had a female head of state
ton,1964,Never had a female head of state
ton,1965,Never had a female head of state
ton,1966,Never had a female head of state
ton,1967,Never had a female head of state
ton,1968,Never had a female head of state
ton,1969,Never had a female head of state
ton,1970,Never had a female head of state
ton,1971,Never had a female head of state
ton,1972,Never had a female head of state
ton,1973,Never had a female head of state
ton,1974,Never had a female head of state
ton,1975,Never had a female head of state
ton,1976,Never had a female head of state
ton,1977,Never had a female head of state
ton,1978,Never had a female head of state
ton,1979,Never had a female head of state
ton,1980,Never had a female head of state
ton,1981,Never had a female head of state
ton,1982,Never had a female head of state
ton,1983,Never had a female head of state
ton,1984,Never had a female head of state
ton,1985,Never had a female head of state
ton,1986,Never had a female head of state
ton,1987,Never had a female head of state
ton,1988,Never had a female head of state
ton,1989,Never had a female head of state
ton,1990,Never had a female head of state
ton,1991,Never had a female head of state
ton,1992,Never had a female head of state
ton,1993,Never had a female head of state
ton,1994,Never had a female head of state
ton,1995,Never had a female head of state
ton,1996,Never had a female head of state
ton,1997,Never had a female head of state
ton,1998,Never had a female head of state
ton,1999,Never had a female head of state
ton,2000,Never had a female head of state
ton,2001,Never had a female head of state
ton,2002,Never had a female head of state
ton,2003,Never had a female head of state
ton,2004,Never had a female head of state
ton,2005,Never had a female head of state
ton,2006,Never had a female head of state
ton,2007,Never had a female head of state
ton,2008,Never had a female head of state
ton,2009,Never had a female head of state
ton,2010,Never had a female head of state
ton,2011,Never had a female head of state
ton,2012,Never had a female head of state
ton,2013,Never had a female head of state
ton,2014,Never had a female head of state
ton,2015,Never had a female head of state
ton,2016,Never had a female head of state
ton,2017,Never had a female head of state
ton,2018,Never had a female head of state
ton,2019,Never had a female head of state
ton,2020,Never had a female head of state
ton,2021,Never had a female head of state
tto,1953,Never had a female head of state
tto,1954,Never had a female head of state
tto,1955,Never had a female head of state
tto,1956,Never had a female head of state
tto,1957,Never had a female head of state
tto,1958,Never had a female head of state
tto,1959,Never had a female head of state
tto,1960,Never had a female head of state
tto,1961,Never had a female head of state
tto,1962,Never had a female head of state
tto,1963,Never had a female head of state
tto,1964,Never had a female head of state
tto,1965,Never had a female head of state
tto,1966,Never had a female head of state
tto,1967,Never had a female head of state
tto,1968,Never had a female head of state
tto,1969,Never had a female head of state
tto,1970,Never had a female head of state
tto,1971,Never had a female head of state
tto,1972,Never had a female head of state
tto,1973,Never had a female head of state
tto,1974,Never had a female head of state
tto,1975,Never had a female head of state
tto,1976,Never had a female head of state
tto,1977,Never had a female head of state
tto,1978,Never had a female head of state
tto,1979,Never had a female head of state
tto,1980,Never had a female head of state
tto,1981,Never had a female head of state
tto,1982,Never had a female head of state
tto,1983,Never had a female head of state
tto,1984,Never had a female head of state
tto,1985,Never had a female head of state
tto,1986,Never had a female head of state
tto,1987,Never had a female head of state
tto,1988,Never had a female head of state
tto,1989,Never had a female head of state
tto,1990,Never had a female head of state
tto,1991,Never had a female head of state
tto,1992,Never had a female head of state
